instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Noise
14568,2011-01-01,0,0,12,21,2,4,0,0,0.38,1.03,0.91,0.5,318,249,852,1
10912,2011-01-01,4,2,12,19,1,4,1,4,0.25,0.51,1.04,0.58,290,540,416,1
7586,2011-11-17,4,0,11,16,0,4,1,1,0.32,0.2879,0.39,0.4179,8,187,195,0
4746,2011-01-01,1,1,12,21,2,2,1,5,0.78,1.01,0.65,0.42,79,60,901,1
13392,2012-07-17,3,1,7,4,0,2,1,1,0.72,0.6818,0.62,0,0,7,7,0
697,2011-02-01,1,0,2,9,0,2,1,2,0.16,0.2273,0.93,0,2,114,116,0
5414,2011-08-18,3,0,8,11,0,4,1,1,0.76,0.7121,0.58,0.2537,44,97,141,0
15329,2012-10-05,4,1,10,21,0,5,1,1,0.6,0.5909,0.69,0.2239,47,220,267,0
14351,2011-01-01,5,1,15,2,1,5,1,0,0.89,0.69,0.41,0.36,379,126,586,1
5013,2011-08-01,3,0,8,18,0,1,1,1,0.78,0.697,0.43,0.194,68,475,543,0
12465,2012-06-08,2,1,6,13,0,5,1,1,0.74,0.6515,0.37,0.2537,129,287,416,0
8510,2011-01-01,0,0,4,5,0,5,0,0,0.64,0.57,0.77,0.63,289,1056,271,1
4465,2011-07-09,3,0,7,22,0,6,0,1,0.72,0.6818,0.62,0.1642,60,154,214,0
16333,2012-11-18,4,1,11,6,0,0,0,1,0.28,0.2727,0.81,0.1642,2,13,15,0
2796,2011-01-01,0,2,6,1,0,3,0,0,1.19,0.7,0.37,0.5,150,879,52,1
6547,2011-01-01,3,1,7,4,2,4,1,2,1.18,0.26,0.24,0.48,422,97,874,1
15504,2012-10-13,4,1,10,4,0,6,0,1,0.3,0.303,0.65,0.1642,2,9,11,0
10139,2011-01-01,1,1,9,26,2,2,2,2,0.36,0.51,1.13,1.01,391,84,662,1
15124,2012-09-27,4,1,9,8,0,4,1,1,0.62,0.6061,0.71,0.0896,20,774,794,0
1308,2011-02-27,1,0,2,16,0,0,0,1,0.48,0.4697,0.44,0.1642,98,170,268,0
5694,2011-08-30,3,0,8,16,0,2,1,1,0.74,0.6515,0.37,0.1642,42,295,337,0
16337,2012-11-18,4,1,11,10,0,0,0,1,0.34,0.303,0.66,0.2985,79,250,329,0
13134,2012-07-06,3,1,7,10,0,5,1,1,0.86,0.7424,0.3,0,80,130,210,0
2291,2011-04-10,2,0,4,7,0,0,0,2,0.36,0.3636,1,0.0896,3,7,10,0
582,2011-01-26,1,0,1,12,0,3,1,3,0.22,0.197,0.93,0.3284,7,41,48,0
5339,2011-01-01,4,0,9,16,2,8,2,4,0.66,0.69,0.23,0.42,440,646,506,1
5122,2011-08-06,3,0,8,7,0,6,0,1,0.68,0.6364,0.83,0.1642,14,49,63,0
4168,2011-06-27,3,0,6,13,0,1,1,2,0.72,0.6667,0.58,0.2239,37,127,164,0
10740,2012-03-28,2,1,3,14,0,3,1,1,0.62,0.6212,0.38,0.3582,52,169,221,0
6015,2011-01-01,1,0,15,0,0,6,1,1,0.77,0.4,0.54,0.98,19,590,0,1
5263,2011-01-01,2,1,2,4,1,3,2,5,1.14,0.18,0.21,0.02,95,598,128,1
12658,2012-06-16,2,1,6,14,0,6,0,1,0.72,0.6515,0.37,0.2239,264,309,573,0
20670,2011-01-01,5,2,15,8,1,0,1,2,0.74,0.59,0.36,0.83,221,237,230,1
7646,2011-01-01,2,1,15,10,1,8,2,2,0.44,0.46,1.13,0.71,177,248,38,1
15651,2012-10-19,4,1,10,7,0,5,1,3,0.54,0.5152,0.94,0,5,149,154,0
6737,2011-10-13,4,0,10,6,0,4,1,3,0.54,0.5152,1,0.0896,1,51,52,0
8427,2011-12-22,1,0,12,18,0,4,1,2,0.44,0.4394,0.62,0.0896,11,277,288,0
5564,2011-08-24,3,0,8,17,0,3,1,1,0.76,0.697,0.52,0.3582,83,484,567,0
10276,2011-01-01,4,2,2,7,2,8,0,1,0.68,0.47,0.53,0.83,39,801,990,1
15705,2012-10-21,4,1,10,13,0,0,0,1,0.56,0.5303,0.37,0.2537,243,383,626,0
1758,2011-01-01,5,0,7,22,0,5,0,3,0.83,0.97,1.2,0.72,245,14,857,1
13692,2012-07-29,3,1,7,16,0,0,0,1,0.8,0.7273,0.43,0.1343,191,330,521,0
12536,2011-01-01,5,0,1,3,0,8,1,4,1.12,0.97,0.56,0.27,173,851,956,1
11354,2012-04-23,2,1,4,6,0,1,1,2,0.3,0.2727,0.81,0.2985,2,43,45,0
11087,2011-01-01,2,2,3,4,2,5,0,1,0.83,0.37,0.08,0.59,333,525,57,1
6512,2011-01-01,0,2,4,1,2,5,1,1,0.44,0.04,1.12,0.31,332,5,1123,1
5489,2011-08-21,3,0,8,14,0,0,0,3,0.7,0.6667,0.79,0.3881,78,157,235,0
14238,2012-08-21,3,1,8,10,0,2,1,1,0.66,0.6212,0.61,0.1045,58,120,178,0
5247,2011-08-11,3,0,8,12,0,4,1,1,0.78,0.6818,0.31,0.2537,50,164,214,0
17613,2011-01-01,2,1,0,6,2,6,1,0,0.78,0.49,0.9,0.08,172,605,814,1
11752,2011-01-01,4,1,11,9,1,8,1,2,0.88,0.95,0.71,0.02,240,487,56,1
12992,2012-06-30,3,1,6,12,0,6,0,1,0.88,0.7727,0.3,0.2537,143,328,471,0
4918,2011-07-28,3,0,7,19,0,4,1,1,0.82,0.803,0.59,0.194,37,285,322,0
17236,2011-01-01,5,2,11,20,1,3,1,0,0.03,0.67,0.94,0.91,200,733,632,1
16401,2012-11-21,4,1,11,2,0,3,1,1,0.28,0.2879,0.87,0.1045,2,6,8,0
9279,2012-01-27,1,1,1,12,0,5,1,2,0.5,0.4848,0.88,0.1642,25,155,180,0
1091,2011-02-18,1,0,2,4,0,5,1,1,0.46,0.4545,0.67,0.2537,0,1,1,0
8741,2012-01-05,1,1,1,0,0,4,1,2,0.22,0.2273,0.47,0.194,1,13,14,0
6213,2011-09-21,3,0,9,10,0,3,1,2,0.6,0.5455,0.88,0,30,103,133,0
8,2011-01-01,1,0,1,7,0,6,0,1,0.2,0.2576,0.86,0,1,2,3,0
2059,2011-03-31,2,0,3,15,0,4,1,3,0.3,0.2727,0.87,0.2985,4,61,65,0
8106,2011-01-01,2,1,3,1,0,0,0,3,1.13,0.92,1.07,0.43,292,882,354,1
6170,2011-01-01,4,2,4,4,1,6,0,3,0.55,0.28,0.96,0.57,358,437,651,1
14666,2011-01-01,1,2,10,12,0,4,1,1,0.1,0.69,0.18,0.09,323,738,955,1
11790,2012-05-11,2,1,5,10,0,5,1,1,0.52,0.5,0.36,0.3284,69,141,210,0
15302,2012-10-04,4,1,10,18,0,4,1,1,0.66,0.6212,0.57,0.1045,75,812,887,0
20389,2011-01-01,1,1,3,2,1,7,0,5,1.04,0.98,0.27,0.94,349,952,925,1
12858,2012-06-24,3,1,6,22,0,0,0,1,0.74,0.6818,0.55,0.1045,53,125,178,0
16748,2012-12-05,4,1,12,14,0,3,1,1,0.48,0.4697,0.33,0.4925,39,179,218,0
12827,2012-06-23,3,1,6,15,0,6,0,1,0.84,0.7273,0.3,0.3284,217,266,483,0
14780,2011-01-01,4,1,3,19,0,2,2,4,0.38,0.22,0.02,0.96,296,363,224,1
4097,2011-06-24,3,0,6,14,0,5,1,1,0.78,0.697,0.43,0.2836,67,162,229,0
5315,2011-08-14,3,0,8,8,0,0,0,2,0.66,0.5909,0.89,0.2836,20,21,41,0
11949,2012-05-18,2,1,5,1,0,5,1,1,0.5,0.4848,0.59,0.0896,16,33,49,0
16513,2012-11-25,4,1,11,18,0,0,0,1,0.26,0.2576,0.44,0.1642,9,132,141,0
10454,2012-03-16,1,1,3,16,0,5,1,3,0.48,0.4697,0.77,0,18,111,129,0
16281,2012-11-16,4,1,11,2,0,5,1,2,0.3,0.303,0.7,0.1642,0,9,9,0
3983,2011-06-19,2,0,6,20,0,0,0,1,0.7,0.6515,0.7,0.194,86,146,232,0
4442,2011-07-08,3,0,7,23,0,5,1,2,0.66,0.6061,0.78,0.0896,40,111,151,0
17136,2012-12-21,1,1,12,18,0,5,1,2,0.26,0.2273,0.56,0.2985,7,236,243,0
2746,2011-04-29,2,0,4,7,0,5,1,1,0.52,0.5,0.42,0.194,18,222,240,0
3397,2011-05-26,2,0,5,10,0,4,1,1,0.7,0.6667,0.74,0.2836,49,94,143,0
1631,2011-03-13,1,0,3,11,0,0,0,1,0.44,0.4394,0.41,0.4179,88,93,181,0
5664,2011-08-29,3,0,8,10,0,1,1,1,0.66,0.6212,0.47,0.2239,42,73,115,0
13591,2012-07-25,3,1,7,11,0,3,1,1,0.76,0.6667,0.33,0,79,202,281,0
2541,2011-04-20,2,0,4,18,0,3,1,1,0.74,0.6515,0.3,0.3582,56,385,441,0
9505,2012-02-05,1,1,2,22,0,0,0,1,0.26,0.2727,0.6,0.1045,9,182,191,0
9051,2012-01-18,1,1,1,0,0,3,1,2,0.46,0.4545,0.77,0.3284,3,14,17,0
14957,2012-09-20,3,1,9,9,0,4,1,1,0.56,0.5303,0.6,0.0896,25,330,355,0
10497,2012-03-18,1,1,3,11,0,0,0,2,0.44,0.4394,0.82,0.1642,129,239,368,0
1814,2011-03-21,2,0,3,7,0,1,1,3,0.3,0.2727,0.87,0.4179,3,15,18,0
15413,2011-01-01,4,2,9,20,0,8,2,2,0.19,1.06,0.3,0.98,425,437,351,1
10410,2012-03-14,1,1,3,20,0,3,1,1,0.62,0.6212,0.35,0.1045,44,286,330,0
7069,2011-01-01,2,0,13,26,0,7,2,5,0.19,0.86,0.39,0.28,415,781,238,1
3299,2011-05-22,2,0,5,8,0,0,0,1,0.6,0.5909,0.73,0.0896,29,65,94,0
10533,2012-03-19,1,1,3,23,0,1,1,2,0.56,0.5303,0.78,0.1343,9,45,54,0
10341,2011-01-01,0,0,6,25,1,5,0,1,0.2,1.05,0.53,0.56,43,572,1108,1
5706,2011-08-31,3,0,8,4,0,3,1,1,0.56,0.5303,0.73,0,0,5,5,0
11002,2012-04-08,2,1,4,13,0,0,0,1,0.58,0.5455,0.23,0.1642,229,254,483,0
12745,2012-06-20,2,1,6,5,0,3,1,1,0.66,0.6061,0.83,0.0896,2,37,39,0
8551,2011-12-28,1,0,12,0,0,3,1,1,0.32,0.3182,0.87,0.1642,0,10,10,0
3290,2011-05-21,2,0,5,23,0,6,0,1,0.58,0.5455,0.78,0.0896,42,103,145,0
5200,2011-01-01,1,0,15,25,2,3,2,5,1.04,0.03,0.28,0.4,9,436,539,1
5259,2011-08-12,3,0,8,0,0,5,1,1,0.64,0.6212,0.53,0.1642,12,53,65,0
5923,2011-09-09,3,0,9,7,0,5,1,3,0.62,0.5152,1,0.2537,4,104,108,0
10058,2011-01-01,0,1,10,0,1,4,0,3,1.04,0.44,0.31,0.3,312,918,1020,1
10146,2012-03-03,1,1,3,19,0,6,0,1,0.46,0.4545,0.33,0.1642,34,191,225,0
12598,2012-06-14,2,1,6,2,0,4,1,2,0.62,0.6212,0.53,0.2537,1,8,9,0
5357,2011-01-01,1,0,0,8,1,0,0,1,0.68,0.57,0.47,0.38,208,721,450,1
168,2011-01-08,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,0,2,2,0
16164,2012-11-11,4,1,11,5,0,0,0,1,0.3,0.303,0.87,0.1343,0,12,12,0
5134,2011-08-06,3,0,8,19,0,6,0,3,0.72,0.7121,0.84,0.2537,57,114,171,0
17897,2011-01-01,0,1,7,23,0,0,1,1,0.11,0.42,0.15,0.31,196,697,517,1
9194,2012-01-23,1,1,1,23,0,1,1,2,0.28,0.2576,0.93,0.3284,2,35,37,0
9281,2012-01-27,1,1,1,14,0,5,1,1,0.5,0.4848,0.55,0.5522,23,153,176,0
3319,2011-05-23,2,0,5,4,0,1,1,2,0.54,0.5152,0.94,0,2,2,4,0
14185,2011-01-01,1,1,4,0,0,7,2,5,0.31,0.13,1.01,0.61,123,431,636,1
4021,2011-01-01,0,2,1,20,0,7,0,3,1.06,0.49,0.2,0.88,30,835,23,1
16659,2012-12-01,4,1,12,21,0,6,0,2,0.3,0.3333,0.87,0,23,135,158,0
1574,2011-03-11,1,0,3,0,0,5,1,2,0.34,0.3485,1,0.0896,0,6,6,0
15998,2011-01-01,1,0,8,14,0,8,2,0,0.15,0.95,0.14,0.63,426,597,877,1
568,2011-01-25,1,0,1,20,0,2,1,1,0.24,0.2273,0.65,0.194,16,103,119,0
9281,2011-01-01,4,0,12,27,1,6,1,0,0.75,0.94,0.17,0.93,242,1062,499,1
2025,2011-03-30,2,0,3,5,0,3,1,2,0.3,0.2879,0.56,0.194,0,7,7,0
2275,2011-04-09,2,0,4,15,0,6,0,2,0.36,0.3788,0.87,0,85,116,201,0
3965,2011-06-19,2,0,6,2,0,0,0,1,0.68,0.6364,0.74,0.0896,13,59,72,0
148,2011-01-07,1,0,1,10,0,5,1,1,0.22,0.197,0.37,0.3284,16,47,63,0
1612,2011-03-12,1,0,3,15,0,6,0,1,0.42,0.4242,0.44,0.4925,81,101,182,0
5909,2011-09-08,3,0,9,17,0,4,1,3,0.64,0.5606,0.94,0.2836,11,102,113,0
9983,2012-02-25,1,1,2,23,0,6,0,1,0.24,0.197,0.41,0.4179,7,84,91,0
205,2011-01-01,1,0,14,24,0,6,1,5,0.6,0.58,0.66,0.27,437,397,778,1
5603,2011-08-26,3,0,8,8,0,5,1,1,0.66,0.6061,0.83,0.1045,17,387,404,0
8645,2011-12-31,1,0,12,23,0,6,0,1,0.36,0.3788,0.66,0,4,27,31,0
6101,2011-09-16,3,0,9,18,0,5,1,2,0.52,0.5,0.52,0.1642,55,427,482,0
3948,2011-01-01,2,2,7,10,2,0,2,3,0.17,0.55,1.11,0.7,201,722,680,1
2234,2011-04-07,2,0,4,22,0,4,1,2,0.4,0.4091,0.76,0.194,18,63,81,0
16524,2012-11-26,4,1,11,5,0,1,1,1,0.22,0.2273,0.69,0.1642,0,41,41,0
9770,2012-02-17,1,1,2,0,0,5,1,2,0.3,0.3333,0.87,0,2,32,34,0
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,0
17458,2011-01-01,0,0,6,7,1,8,2,2,0.73,0.27,0.53,0.92,406,903,1138,1
13914,2012-08-07,3,1,8,22,0,2,1,1,0.72,0.697,0.74,0.1045,43,181,224,0
6502,2011-10-03,4,0,10,11,0,1,1,2,0.4,0.4091,0.71,0.2239,26,100,126,0
5326,2011-08-14,3,0,8,19,0,0,0,1,0.72,0.697,0.74,0.2239,75,184,259,0
16229,2011-01-01,3,1,14,16,2,4,1,4,1.12,0.25,0.25,0.26,15,556,117,1
1950,2011-01-01,0,0,8,5,1,0,1,0,0.07,0.72,0.34,0.25,82,58,623,1
14294,2012-08-23,3,1,8,18,0,4,1,1,0.74,0.6667,0.48,0.2239,130,811,941,0
20561,2011-01-01,1,1,1,12,0,8,0,3,0.03,1.16,0.92,0.84,406,629,519,1
12398,2012-06-05,2,1,6,18,0,2,1,1,0.6,0.6212,0.43,0.194,111,679,790,0
3576,2011-01-01,4,1,0,15,1,1,0,4,0.43,1.01,0.79,0.98,262,463,417,1
11325,2011-01-01,5,1,10,14,1,3,2,0,0.73,0.86,1.05,0.84,272,909,57,1
6664,2011-10-10,4,0,10,5,1,1,0,1,0.46,0.4545,0.94,0,2,19,21,0
244,2011-01-01,5,0,1,6,1,1,1,0,1.13,1.07,0.2,0.19,352,887,1054,1
2820,2011-05-02,2,0,5,9,0,1,1,2,0.5,0.4848,0.77,0.2836,41,131,172,0
9185,2012-01-23,1,1,1,14,0,1,1,3,0.22,0.2273,0.93,0.194,13,48,61,0
2732,2011-04-28,2,0,4,17,0,4,1,1,0.64,0.6212,0.47,0.3582,49,406,455,0
15017,2012-09-22,3,1,9,21,0,6,0,1,0.64,0.6212,0.57,0.2537,59,202,261,0
6022,2011-01-01,1,2,3,28,2,3,0,1,1.13,0.21,0.2,0.29,271,617,1095,1
3038,2011-05-11,2,0,5,11,0,3,1,1,0.56,0.5303,0.64,0.0896,18,123,141,0
3655,2011-01-01,1,1,13,19,0,7,2,2,0.13,0.4,0.18,0.47,326,824,848,1
13137,2012-07-06,3,1,7,13,0,5,1,1,0.9,0.7879,0.27,0.1045,99,194,293,0
10211,2011-01-01,2,1,9,5,0,8,2,2,0.02,0.37,1.07,0.53,416,218,210,1
17341,2012-12-30,1,1,12,9,0,0,0,1,0.24,0.2121,0.52,0.3881,9,65,74,0
1773,2011-03-19,1,0,3,13,0,6,0,1,0.5,0.4848,0.34,0.4627,174,127,301,0
16332,2012-11-18,4,1,11,5,0,0,0,1,0.28,0.2879,0.81,0.1343,5,7,12,0
9078,2012-01-19,1,1,1,3,0,4,1,1,0.12,0.1515,0.54,0.1045,0,4,4,0
10300,2011-01-01,2,1,1,14,2,3,2,0,0.57,0.74,0.36,0.09,371,525,659,1
6577,2011-01-01,4,0,14,21,2,8,0,5,0.46,0.59,0.54,0.3,282,629,948,1
4394,2011-07-06,3,0,7,23,0,3,1,1,0.68,0.6364,0.83,0.2239,20,78,98,0
13368,2011-01-01,4,1,0,16,2,7,2,5,0.32,0.9,1.12,0.61,271,707,879,1
4615,2011-07-16,3,0,7,4,0,6,0,1,0.6,0.5909,0.73,0.0896,9,7,16,0
12785,2012-06-21,3,1,6,21,0,4,1,1,0.82,0.7727,0.52,0.194,55,256,311,0
10584,2012-03-22,2,1,3,2,0,4,1,1,0.52,0.5,0.83,0.0896,1,5,6,0
586,2011-01-01,2,0,3,5,2,6,0,2,1.04,1.18,0.42,0.07,227,472,1077,1
27,2011-01-01,5,1,4,1,2,0,1,1,0.36,0.81,0.23,0.64,277,207,671,1
10325,2012-03-11,1,1,3,7,0,0,0,1,0.22,0.2273,0.69,0.1343,2,15,17,0
12676,2012-06-17,2,1,6,8,0,0,0,1,0.56,0.5303,0.68,0.2537,24,95,119,0
16159,2012-11-11,4,1,11,0,0,0,0,1,0.34,0.3485,0.81,0.0896,14,110,124,0
17008,2012-12-16,4,1,12,10,0,0,0,2,0.36,0.3485,0.87,0.1343,42,215,257,0
17279,2011-01-01,2,2,10,5,2,5,1,2,0.45,0.3,0.97,0.55,193,330,35,1
1141,2011-02-20,1,0,2,7,0,0,0,1,0.18,0.1667,0.51,0.2537,0,2,2,0
9399,2012-02-01,1,1,2,12,0,3,1,1,0.44,0.4394,0.54,0.1045,26,153,179,0
9733,2011-01-01,5,2,9,24,1,3,2,1,0.71,1.11,0.34,0.01,161,1043,488,1
12953,2012-06-28,3,1,6,21,0,4,1,1,0.76,0.697,0.55,0.194,89,309,398,0
10490,2012-03-18,1,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.1642,6,8,14,0
18577,2011-01-01,3,1,8,19,1,4,0,4,0.9,0.33,0.51,0.23,26,701,632,1
15945,2011-01-01,5,1,7,1,1,7,0,3,0.99,0.87,0.65,0.9,419,1056,816,1
15784,2012-10-24,4,1,10,20,0,3,1,2,0.62,0.6061,0.61,0.0896,45,396,441,0
2419,2011-04-15,2,0,4,16,1,5,0,1,0.52,0.5,0.55,0.4925,70,173,243,0
9610,2012-02-10,1,1,2,8,0,5,1,1,0.2,0.2121,0.59,0.1642,1,447,448,0
11578,2012-05-02,2,1,5,14,0,3,1,1,0.62,0.6061,0.69,0.0896,51,189,240,0
2374,2011-04-13,2,0,4,19,0,3,1,1,0.44,0.4394,0.62,0.2537,15,160,175,0
11853,2012-05-14,2,1,5,1,0,1,1,2,0.6,0.6061,0.6,0.2836,5,6,11,0
16603,2011-01-01,1,2,7,4,0,6,2,0,0.02,0.86,0.04,0.44,0,476,449,1
43,2011-01-02,1,0,1,19,0,0,0,1,0.32,0.2879,0.42,0.4478,1,29,30,0
1005,2011-02-14,1,0,2,12,0,1,1,1,0.56,0.5303,0.22,0.4478,27,99,126,0
13369,2012-07-16,3,1,7,5,0,1,1,1,0.66,0.6061,0.78,0.1045,10,40,50,0
15711,2012-10-21,4,1,10,19,0,0,0,1,0.5,0.4848,0.42,0.1642,50,216,266,0
10185,2012-03-05,1,1,3,10,0,1,1,2,0.24,0.2576,0.6,0,12,74,86,0
11823,2012-05-12,2,1,5,19,0,6,0,2,0.64,0.6212,0.36,0.1642,166,273,439,0
20258,2011-01-01,4,2,10,27,2,4,2,2,0.66,0.12,0.65,0.15,9,166,598,1
10776,2012-03-30,2,1,3,2,0,5,1,1,0.36,0.3333,0.53,0.2985,1,6,7,0
425,2011-01-19,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197,0
1294,2011-02-27,1,0,2,1,0,0,0,1,0.26,0.2576,0.87,0.194,7,30,37,0
15114,2012-09-26,4,1,9,22,0,3,1,3,0.62,0.6061,0.69,0.194,21,194,215,0
11777,2012-05-10,2,1,5,21,0,4,1,1,0.5,0.4848,0.42,0.194,19,211,230,0
14465,2012-08-30,3,1,8,21,0,4,1,1,0.72,0.6818,0.66,0.1343,32,275,307,0
12385,2012-06-05,2,1,6,5,0,2,1,3,0.48,0.4697,0.82,0.1642,1,35,36,0
17806,2011-01-01,1,0,7,11,2,7,2,3,0.93,0.83,1.1,0.45,403,359,115,1
5113,2011-08-05,3,0,8,22,0,5,1,1,0.7,0.6515,0.65,0.2239,51,137,188,0
9694,2012-02-13,1,1,2,20,0,1,1,1,0.3,0.303,0.42,0.1642,4,210,214,0
3861,2011-06-14,2,0,6,18,0,2,1,1,0.62,0.6212,0.51,0.3284,65,473,538,0
14664,2012-09-08,3,1,9,4,0,6,0,2,0.66,0.5909,0.94,0.2239,3,8,11,0
7380,2011-11-09,4,0,11,2,0,3,1,1,0.32,0.3485,0.93,0,0,5,5,0
8541,2011-12-27,1,0,12,14,0,2,1,3,0.42,0.4242,0.82,0.3881,0,14,14,0
4657,2011-07-17,3,0,7,22,0,0,0,1,0.72,0.6818,0.66,0.2239,65,116,181,0
15473,2012-10-11,4,1,10,21,0,4,1,1,0.42,0.4242,0.62,0.1343,24,236,260,0
14291,2011-01-01,1,0,9,11,2,4,1,5,0.42,0.69,0.37,0.59,89,640,1057,1
10045,2012-02-28,1,1,2,13,0,2,1,1,0.36,0.3636,0.32,0.1045,16,174,190,0
17,2011-01-01,1,0,1,16,0,6,0,2,0.42,0.4242,0.82,0.2985,41,52,93,0
7177,2011-10-31,4,0,10,15,0,1,1,1,0.44,0.4394,0.47,0.1642,27,141,168,0
3127,2011-05-15,2,0,5,4,0,0,0,2,0.52,0.5,1,0,5,8,13,0
13050,2012-07-02,3,1,7,22,0,1,1,1,0.74,0.6667,0.51,0.1642,19,169,188,0
12238,2012-05-30,2,1,5,2,0,3,1,3,0.62,0.5455,0.94,0.0896,1,4,5,0
2907,2011-05-06,2,0,5,0,0,5,1,1,0.44,0.4394,0.44,0.1642,13,43,56,0
13472,2012-07-20,3,1,7,12,0,5,1,3,0.68,0.6364,0.83,0.1642,41,233,274,0
1424,2011-03-04,1,0,3,14,0,5,1,1,0.36,0.3333,0.4,0.2836,30,65,95,0
14461,2011-01-01,2,1,9,20,1,3,2,3,0.29,0.49,0.81,0.09,203,124,1105,1
11704,2011-01-01,1,0,12,19,2,6,2,4,0.07,0.4,0.74,0.81,257,527,491,1
6494,2011-01-01,4,1,11,1,1,5,2,0,1.18,0.34,0.01,0.83,318,245,163,1
2024,2011-03-30,2,0,3,4,0,3,1,2,0.32,0.3485,0.57,0,1,0,1,0
4648,2011-07-17,3,0,7,13,0,0,0,1,0.8,0.7424,0.49,0.2985,200,272,472,0
844,2011-02-07,1,0,2,14,0,1,1,2,0.36,0.3636,0.57,0.0896,8,52,60,0
12362,2012-06-04,2,1,6,6,0,1,1,1,0.52,0.5,0.68,0,4,135,139,0
4859,2011-07-26,3,0,7,8,0,2,1,1,0.74,0.6818,0.55,0.194,32,392,424,0
12693,2011-01-01,4,1,1,28,2,7,1,5,0.45,1.11,0.51,0.75,290,731,832,1
4100,2011-06-24,3,0,6,17,0,5,1,1,0.76,0.6667,0.37,0.2537,85,472,557,0
13609,2011-01-01,0,1,0,2,1,5,0,5,0.85,0.01,0.11,0.01,105,480,192,1
4942,2011-07-29,3,0,7,19,0,5,1,1,0.9,0.8485,0.42,0.2239,22,219,241,0
13449,2012-07-19,3,1,7,13,0,4,1,1,0.84,0.7727,0.47,0.1343,74,180,254,0
16851,2011-01-01,2,1,1,16,2,6,0,3,0.13,0.06,0.57,0.29,350,820,934,1
5071,2011-08-04,3,0,8,4,0,4,1,2,0.68,0.6364,0.89,0,0,7,7,0
7168,2011-10-31,4,0,10,6,0,1,1,1,0.24,0.2879,0.87,0,4,82,86,0
8323,2011-12-18,4,0,12,10,0,0,0,1,0.24,0.2273,0.6,0.2537,7,122,129,0
7868,2011-11-29,4,0,11,11,0,2,1,3,0.5,0.4848,0.88,0.2985,1,10,11,0
5674,2011-08-29,3,0,8,20,0,1,1,1,0.64,0.6212,0.53,0.1642,50,227,277,0
18779,2011-01-01,4,0,14,27,2,6,0,4,0.94,0.8,0.58,0.55,347,905,284,1
12774,2012-06-21,3,1,6,10,0,4,1,1,0.84,0.7879,0.49,0.1045,36,114,150,0
5415,2011-01-01,1,0,1,3,2,1,2,4,0.86,0.21,0.39,0.83,226,740,174,1
9133,2011-01-01,0,0,11,5,2,2,0,2,0.64,0.02,0.58,0.89,283,111,343,1
10233,2012-03-07,1,1,3,10,0,3,1,1,0.36,0.3333,0.5,0.2985,20,127,147,0
16872,2012-12-10,4,1,12,18,0,1,1,2,0.46,0.4545,0.88,0.2836,20,544,564,0
10052,2012-02-28,1,1,2,20,0,2,1,1,0.4,0.4091,0.3,0.1343,2,202,204,0
3408,2011-05-26,2,0,5,21,0,4,1,1,0.72,0.6818,0.62,0.0896,45,178,223,0
8766,2012-01-06,1,1,1,1,0,5,1,1,0.22,0.2727,0.75,0,2,6,8,0
15858,2012-10-27,4,1,10,22,0,6,0,2,0.52,0.5,0.72,0.2537,41,116,157,0
170,2011-01-08,1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,0,15,15,0
8084,2011-12-08,4,0,12,11,0,4,1,1,0.28,0.2727,0.52,0.2537,6,100,106,0
14071,2012-08-14,3,1,8,11,0,2,1,1,0.74,0.6818,0.62,0,69,127,196,0
10081,2012-03-01,1,1,3,2,0,4,1,2,0.46,0.4545,0.94,0.2836,0,6,6,0
7362,2011-11-08,4,0,11,8,0,2,1,1,0.32,0.3333,0.93,0.1045,11,455,466,0
9504,2012-02-05,1,1,2,21,0,0,0,1,0.28,0.2879,0.56,0.1045,6,60,66,0
11077,2011-01-01,2,1,13,12,1,7,1,5,0.4,0.68,0.32,0.59,76,545,879,1
3568,2011-06-02,2,0,6,13,0,4,1,1,0.8,0.6818,0.24,0.3582,35,168,203,0
16012,2012-11-04,4,1,11,20,0,0,0,1,0.32,0.2879,0.53,0.3582,7,134,141,0
1835,2011-03-22,2,0,3,4,0,2,1,2,0.42,0.4242,0.82,0.1642,0,1,1,0
2394,2011-04-14,2,0,4,15,0,4,1,1,0.6,0.6212,0.31,0.0896,57,85,142,0
14061,2011-01-01,3,0,8,27,0,6,2,3,0.92,0.32,0.23,0.42,370,879,233,1
11595,2012-05-03,2,1,5,7,0,4,1,3,0.44,0.4394,0.94,0.1045,8,376,384,0
10844,2011-01-01,4,2,13,16,2,0,0,3,0.82,0.71,0.72,0.34,356,10,807,1
10012,2012-02-27,1,1,2,4,0,1,1,1,0.22,0.2273,0.8,0.1343,0,1,1,0
15019,2012-09-22,3,1,9,23,0,6,0,1,0.62,0.6212,0.5,0.194,34,137,171,0
81,2011-01-04,1,0,1,12,0,2,1,1,0.22,0.2273,0.51,0.1642,12,66,78,0
8602,2011-12-30,1,0,12,4,0,5,1,1,0.24,0.2576,0.7,0.0896,0,2,2,0
