instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Noise
13288,2012-07-12,3,1,7,20,0,4,1,1,0.74,0.6667,0.48,0.2239,75,439,514,0
2761,2011-04-29,2,0,4,22,0,5,1,1,0.42,0.4242,0.58,0.1642,36,110,146,0
9191,2012-01-23,1,1,1,20,0,1,1,2,0.26,0.2576,1,0.1642,8,161,169,0
1751,2011-03-18,1,0,3,15,0,5,1,2,0.68,0.6364,0.39,0.3582,62,111,173,0
5627,2011-01-01,5,0,0,19,2,6,0,2,0.69,0.92,0.62,1.07,197,920,1255,1
11150,2012-04-14,2,1,4,18,0,6,0,2,0.62,0.6212,0.35,0.2239,197,284,481,0
7255,2011-11-03,4,0,11,21,0,4,1,1,0.4,0.4091,0.76,0.1343,4,140,144,0
14563,2012-09-03,3,1,9,23,1,1,0,2,0.7,0.6667,0.84,0.2537,12,58,70,0
305,2011-01-01,3,1,9,17,2,1,1,2,0.4,0.41,0.79,0.47,165,216,882,1
24515,2011-01-01,4,1,0,23,2,2,0,6,0.3,0.32,0.01,1.05,267,1122,758,1
11480,2012-04-28,2,1,4,12,0,6,0,2,0.38,0.3939,0.43,0,105,276,381,0
3941,2011-06-18,2,0,6,2,0,6,0,1,0.6,0.5455,0.88,0,16,37,53,0
6884,2011-10-19,4,0,10,10,0,3,1,3,0.52,0.5,0.88,0.4925,14,109,123,0
4749,2011-07-21,3,0,7,18,0,4,1,1,0.9,0.8939,0.5,0.2836,39,343,382,0
14312,2012-08-24,3,1,8,12,0,5,1,2,0.76,0.6818,0.45,0.0896,95,276,371,0
11626,2012-05-04,2,1,5,14,0,5,1,2,0.66,0.6212,0.74,0.2836,83,159,242,0
2170,2011-04-05,2,0,4,6,0,2,1,2,0.48,0.4697,0.88,0.3284,2,36,38,0
15717,2012-10-22,4,1,10,1,0,1,1,1,0.4,0.4091,0.71,0,0,11,11,0
1140,2011-01-01,1,1,8,33,0,0,1,0,1.21,0.49,0.61,0.17,155,98,878,1
9171,2012-01-23,1,1,1,0,0,1,1,2,0.18,0.2424,0.86,0,2,17,19,0
19026,2011-01-01,6,1,12,24,1,5,2,4,0.5,0.05,0.55,0.4,460,777,841,1
32,2011-01-01,0,1,8,29,0,1,0,5,1.16,0.97,0.02,0.05,157,914,274,1
17369,2011-01-01,3,1,10,3,0,0,1,0,1.02,1.38,0.27,0.94,401,1313,150,1
8550,2011-12-27,1,0,12,23,0,2,1,1,0.3,0.303,0.93,0.1343,2,24,26,0
5692,2011-08-30,3,0,8,14,0,2,1,1,0.74,0.6515,0.33,0.1642,58,151,209,0
24619,2011-01-01,5,2,17,24,1,6,2,6,0.07,0.94,0.91,0.44,181,102,494,1
10444,2012-03-16,1,1,3,6,0,5,1,2,0.4,0.4091,0.87,0.1642,3,96,99,0
24033,2011-01-01,2,1,1,20,1,1,2,3,0.97,0.63,1.33,1.27,491,807,631,1
14249,2011-01-01,1,0,5,16,1,3,0,2,1.48,0.81,1.13,1.12,18,959,1084,1
13395,2012-07-17,3,1,7,7,0,2,1,2,0.74,0.697,0.7,0,26,500,526,0
14032,2012-08-12,3,1,8,20,0,0,0,1,0.72,0.6515,0.45,0,96,204,300,0
21367,2011-01-01,3,2,13,35,1,6,0,3,1.39,0.57,1.49,0.01,431,632,1104,1
5353,2011-01-01,6,1,4,12,2,1,2,0,0.9,0.52,0.13,0.18,444,682,502,1
15955,2012-11-02,4,1,11,11,0,5,1,1,0.42,0.4242,0.41,0.4179,42,179,221,0
3888,2011-01-01,2,1,10,2,1,4,0,3,0.27,0.99,0.83,0.82,193,347,1031,1
775,2011-02-04,1,0,2,17,0,5,1,2,0.26,0.2727,0.56,0.1343,10,195,205,0
7786,2011-01-01,6,1,16,33,0,0,0,6,0.95,1.15,0.75,1.12,443,753,783,1
14003,2012-08-11,3,1,8,15,0,6,0,1,0.8,0.7273,0.46,0.2836,246,316,562,0
2475,2011-04-18,2,0,4,0,0,1,1,1,0.46,0.4545,0.47,0.0896,15,24,39,0
11483,2012-04-28,2,1,4,15,0,6,0,1,0.42,0.4242,0.41,0.2239,148,260,408,0
5687,2011-08-30,3,0,8,9,0,2,1,1,0.66,0.6212,0.5,0.2239,38,180,218,0
11425,2012-04-26,2,1,4,5,0,4,1,2,0.48,0.4697,0.63,0.1343,0,17,17,0
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,0
3397,2011-05-26,2,0,5,10,0,4,1,1,0.7,0.6667,0.74,0.2836,49,94,143,0
6579,2011-10-06,4,0,10,16,0,4,1,1,0.58,0.5455,0.49,0.194,51,272,323,0
11944,2012-05-17,2,1,5,20,0,4,1,1,0.6,0.6212,0.4,0.194,83,363,446,0
10809,2012-03-31,2,1,3,11,0,6,0,1,0.46,0.4545,0.72,0.1343,184,279,463,0
14237,2012-08-21,3,1,8,9,0,2,1,1,0.64,0.6061,0.69,0,47,281,328,0
14421,2011-01-01,2,2,17,31,0,5,0,0,0.63,0.28,1.09,0.95,96,751,121,1
5410,2011-01-01,6,1,7,3,0,2,0,2,0.3,1.44,1.11,0.19,221,762,117,1
4065,2011-06-23,3,0,6,6,0,4,1,1,0.72,0.697,0.74,0.1642,8,92,100,0
15177,2012-09-29,4,1,9,13,0,6,0,1,0.62,0.6212,0.41,0.2985,233,453,686,0
4080,2011-06-23,3,0,6,21,0,4,1,1,0.7,0.6667,0.74,0.194,46,188,234,0
11518,2011-01-01,3,2,0,33,1,7,1,1,0.89,0.18,1.37,0.49,184,1017,1059,1
15004,2012-09-22,3,1,9,8,0,6,0,1,0.6,0.5909,0.73,0.2985,21,197,218,0
8662,2012-01-01,1,1,1,16,0,0,0,2,0.44,0.4394,0.54,0.2985,68,147,215,0
7686,2011-11-21,4,0,11,20,0,1,1,3,0.4,0.4091,0.87,0.2239,5,75,80,0
9302,2012-01-28,1,1,1,11,0,6,0,1,0.3,0.303,0.56,0.1343,55,241,296,0
7834,2011-01-01,1,2,3,25,0,5,0,0,0.12,0.88,0.49,1.12,518,75,1244,1
16439,2012-11-22,4,1,11,16,1,4,0,1,0.46,0.4545,0.33,0,101,81,182,0
6553,2011-01-01,1,1,14,11,2,3,2,2,1.08,1.0,0.26,0.87,362,981,1394,1
532,2011-01-24,1,0,1,7,0,1,1,1,0.02,0.1212,0.48,0,5,79,84,0
25391,2011-01-01,1,0,4,29,0,2,2,5,0.72,0.97,0.72,0.47,187,1215,273,1
6534,2011-01-01,1,2,14,6,1,9,0,4,0.42,0.25,0.9,1.0,412,1144,492,1
614,2011-01-01,2,1,5,1,1,3,2,5,0.76,0.3,1.09,1.0,199,277,210,1
5641,2011-01-01,2,0,18,14,1,2,2,6,1.29,1.09,0.5,1.18,515,420,1349,1
1626,2011-03-13,1,0,3,6,0,0,0,1,0.34,0.3636,0.66,0,0,2,2,0
8975,2012-01-14,1,1,1,19,0,6,0,1,0.2,0.197,0.47,0.2239,12,90,102,0
3279,2011-05-21,2,0,5,12,0,6,0,1,0.66,0.6212,0.5,0,222,271,493,0
8634,2011-12-31,1,0,12,12,0,6,0,1,0.52,0.5,0.39,0.2985,93,180,273,0
10998,2012-04-08,2,1,4,9,0,0,0,1,0.44,0.4394,0.26,0.2239,71,108,179,0
7425,2011-11-10,4,0,11,23,0,4,1,2,0.34,0.3333,0.57,0.1642,9,73,82,0
13044,2012-07-02,3,1,7,16,0,1,1,1,0.84,0.7424,0.36,0.2836,61,304,365,0
13479,2012-07-20,3,1,7,19,0,5,1,2,0.64,0.5758,0.83,0.2836,44,358,402,0
22422,2011-01-01,6,1,17,14,0,0,1,3,0.73,0.42,0.17,1.02,330,110,362,1
15878,2012-10-28,4,1,10,18,0,0,0,3,0.42,0.4242,0.94,0.4925,18,136,154,0
7087,2011-10-27,4,0,10,21,0,4,1,1,0.4,0.4091,0.62,0.5224,13,119,132,0
1357,2011-01-01,5,1,5,5,1,3,1,3,1.24,0.71,0.58,0.36,167,800,913,1
18270,2011-01-01,4,2,5,14,0,4,1,6,1.5,1.29,0.51,1.0,529,802,1071,1
6421,2011-09-30,4,0,9,2,0,5,1,1,0.52,0.5,0.83,0.1045,6,9,15,0
17018,2012-12-16,4,1,12,20,0,0,0,2,0.38,0.3939,0.82,0,14,108,122,0
10523,2012-03-19,1,1,3,13,0,1,1,1,0.62,0.6061,0.61,0.2537,69,194,263,0
2690,2011-04-26,2,0,4,23,0,2,1,2,0.6,0.5606,0.83,0.2239,7,71,78,0
6088,2011-01-01,5,1,18,26,2,3,2,4,0.52,1.36,0.15,0.96,210,874,482,1
12487,2012-06-09,2,1,6,11,0,6,0,1,0.76,0.6667,0.35,0,218,351,569,0
4147,2011-01-01,6,0,3,20,0,2,1,3,0.82,0.15,1.06,1.08,195,769,182,1
3560,2011-01-01,4,1,8,29,1,4,1,2,1.08,0.74,0.97,0.72,322,140,42,1
10515,2012-03-19,1,1,3,5,0,1,1,1,0.44,0.4394,0.94,0,0,31,31,0
17086,2012-12-19,4,1,12,16,0,3,1,1,0.42,0.4242,0.5,0.3582,37,297,334,0
13244,2012-07-11,3,1,7,0,0,3,1,2,0.66,0.6061,0.83,0.1343,6,38,44,0
12815,2011-01-01,0,1,16,35,1,6,0,6,0.79,1.13,0.5,1.01,285,167,149,1
20603,2011-01-01,3,0,15,11,2,7,2,6,0.29,0.17,0.12,1.0,328,437,431,1
4151,2011-06-26,3,0,6,20,0,0,0,2,0.7,0.6515,0.48,0.1045,55,158,213,0
1696,2011-03-16,1,0,3,7,0,3,1,2,0.3,0.2879,0.93,0.194,10,101,111,0
16750,2012-12-05,4,1,12,16,0,3,1,1,0.46,0.4545,0.33,0.2836,23,354,377,0
8135,2011-12-10,4,0,12,14,0,6,0,1,0.34,0.303,0.31,0.3284,51,242,293,0
4219,2011-06-29,3,0,6,16,0,3,1,1,0.82,0.7121,0.3,0.4179,60,268,328,0
4046,2011-06-22,3,0,6,11,0,3,1,1,0.74,0.697,0.7,0.1642,37,108,145,0
1256,2011-01-01,4,2,13,25,1,6,1,2,0.98,1.25,1.43,0.19,280,1220,696,1
15511,2012-10-13,4,1,10,11,0,6,0,1,0.42,0.4242,0.35,0.1343,192,335,527,0
8368,2011-12-20,4,0,12,7,0,2,1,2,0.36,0.3788,0.62,0,7,261,268,0
24056,2011-01-01,1,0,14,17,2,8,2,4,0.32,0.06,0.87,1.1,135,312,209,1
10560,2012-03-21,2,1,3,2,0,3,1,1,0.5,0.4848,0.88,0.1343,2,8,10,0
4053,2011-01-01,3,1,14,3,0,9,2,1,1.34,1.2,0.75,0.15,247,797,1204,1
9901,2012-02-22,1,1,2,13,0,3,1,1,0.42,0.4242,0.54,0.2985,15,175,190,0
24933,2011-01-01,6,0,13,29,0,2,1,1,0.35,0.72,1.3,0.72,531,349,190,1
16980,2011-01-01,3,1,14,10,2,0,1,1,1.16,1.11,1.28,0.96,69,1116,802,1
15552,2011-01-01,5,2,10,4,0,7,1,5,0.57,0.8,0.68,0.3,57,546,156,1
15363,2012-10-07,4,1,10,7,0,0,0,3,0.42,0.4242,0.58,0.1642,6,29,35,0
8262,2011-12-15,4,0,12,21,0,4,1,1,0.5,0.4848,0.63,0.2985,10,145,155,0
1127,2011-02-19,1,0,2,16,0,6,0,1,0.44,0.4394,0.16,0.6418,39,81,120,0
1614,2011-03-12,1,0,3,17,0,6,0,1,0.46,0.4545,0.44,0.3284,99,114,213,0
15604,2012-10-17,4,1,10,8,0,3,1,2,0.4,0.4091,0.76,0,38,779,817,0
3264,2011-05-20,2,0,5,21,0,5,1,1,0.56,0.5303,0.64,0.1045,40,155,195,0
3353,2011-05-24,2,0,5,14,0,2,1,1,0.78,0.697,0.46,0.2836,27,126,153,0
7096,2011-10-28,4,0,10,6,0,5,1,1,0.28,0.2727,0.65,0.2537,1,74,75,0
13512,2012-07-22,3,1,7,4,0,0,0,1,0.6,0.5455,0.88,0,6,10,16,0
10201,2012-03-06,1,1,3,2,0,2,1,1,0.2,0.197,0.44,0.2239,0,4,4,0
221,2011-01-01,3,1,7,23,1,0,0,6,1.17,0.62,1.46,0.35,209,272,578,1
805,2011-02-05,1,0,2,23,0,6,0,1,0.26,0.2576,0.93,0.2239,7,52,59,0
7871,2011-11-29,4,0,11,14,0,2,1,3,0.4,0.4091,0.94,0.194,1,35,36,0
4252,2011-07-01,3,0,7,1,0,5,1,1,0.66,0.6212,0.5,0,15,16,31,0
12519,2012-06-10,2,1,6,19,0,0,0,1,0.82,0.7121,0.28,0.2836,115,260,375,0
7622,2011-11-19,4,0,11,4,0,6,0,1,0.26,0.2273,0.48,0.3284,4,4,8,0
15884,2012-10-29,4,1,10,0,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,22,0
6981,2011-10-23,4,0,10,11,0,0,0,1,0.46,0.4545,0.72,0.1642,131,202,333,0
8244,2011-12-15,4,0,12,3,0,4,1,2,0.32,0.3333,0.7,0.1343,1,2,3,0
387,2011-01-17,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,0
18958,2011-01-01,5,2,1,7,1,8,0,3,0.13,0.97,0.46,1.19,370,2,521,1
7068,2011-10-27,4,0,10,2,0,4,1,3,0.46,0.4545,0.94,0,3,5,8,0
10582,2012-03-22,2,1,3,0,0,4,1,1,0.52,0.5,0.83,0.0896,9,32,41,0
19680,2011-01-01,2,1,12,28,2,6,1,2,0.76,0.52,0.32,1.2,199,1164,1351,1
2,2011-01-01,1,0,1,1,0,6,0,1,0.22,0.2727,0.8,0,8,32,40,0
19505,2011-01-01,3,2,11,16,0,9,1,4,1.19,1.17,1.35,0.55,225,459,712,1
6677,2011-10-10,4,0,10,18,1,1,0,2,0.64,0.6212,0.53,0,108,365,473,0
5936,2011-09-09,3,0,9,20,0,5,1,1,0.64,0.5606,0.94,0.0896,30,180,210,0
18155,2011-01-01,4,2,18,15,2,0,2,6,0.72,0.11,1.27,0.93,186,944,416,1
5698,2011-08-30,3,0,8,20,0,2,1,1,0.66,0.6212,0.5,0,39,259,298,0
8633,2011-12-31,1,0,12,11,0,6,0,1,0.42,0.4242,0.71,0.1642,65,152,217,0
2944,2011-05-07,2,0,5,13,0,6,0,1,0.6,0.6212,0.35,0.2836,196,240,436,0
953,2011-02-12,1,0,2,7,0,6,0,1,0.12,0.1515,0.8,0.1045,2,9,11,0
1760,2011-01-01,0,2,10,10,2,4,2,3,0.82,1.41,1.44,1.13,126,142,453,1
16335,2012-11-18,4,1,11,8,0,0,0,1,0.3,0.2879,0.75,0.2537,19,100,119,0
3925,2011-06-17,2,0,6,10,0,5,1,1,0.7,0.6515,0.58,0.194,44,126,170,0
1958,2011-03-27,2,0,3,9,0,0,0,1,0.22,0.2273,0.55,0.1343,17,37,54,0
2808,2011-05-01,2,0,5,21,0,0,0,2,0.46,0.4545,0.82,0,23,82,105,0
12263,2012-05-31,2,1,5,3,0,4,1,1,0.62,0.6061,0.69,0.0896,0,8,8,0
12412,2012-06-06,2,1,6,8,0,3,1,1,0.54,0.5152,0.68,0,31,637,668,0
15350,2012-10-06,4,1,10,18,0,6,0,1,0.52,0.5,0.48,0.4179,183,312,495,0
18235,2011-01-01,3,1,5,12,0,7,1,4,1.13,0.6,0.56,0.43,163,605,427,1
10124,2012-03-02,1,1,3,21,0,5,1,3,0.36,0.3636,0.87,0.0896,2,99,101,0
8725,2012-01-04,1,1,1,8,0,3,1,1,0.02,0.0606,0.44,0.1343,5,310,315,0
4449,2011-07-09,3,0,7,6,0,6,0,2,0.64,0.5758,0.83,0.194,11,27,38,0
12386,2012-06-05,2,1,6,6,0,2,1,1,0.48,0.4697,0.82,0.2537,7,177,184,0
6219,2011-09-21,3,0,9,16,0,3,1,2,0.66,0.6212,0.74,0.1045,51,230,281,0
9594,2012-02-09,1,1,2,16,0,4,1,1,0.34,0.3333,0.36,0,15,223,238,0
14802,2012-09-13,3,1,9,22,0,4,1,1,0.6,0.5909,0.69,0.1343,28,223,251,0
10155,2012-03-04,1,1,3,4,0,0,0,2,0.34,0.3333,0.46,0.194,3,11,14,0
9631,2011-01-01,3,0,14,20,2,8,2,1,0.05,0.92,1.37,0.16,76,1056,402,1
15094,2012-09-26,4,1,9,2,0,3,1,2,0.58,0.5455,0.64,0.2836,2,15,17,0
4638,2011-07-17,3,0,7,3,0,0,0,1,0.64,0.6061,0.69,0.2239,21,26,47,0
8821,2012-01-08,1,1,1,8,0,0,0,1,0.3,0.303,0.52,0.1343,4,53,57,0
20074,2011-01-01,6,0,6,34,2,5,0,2,1.16,0.33,1.38,1.07,299,382,1233,1
7623,2011-11-19,4,0,11,5,0,6,0,1,0.24,0.2273,0.56,0.2537,0,2,2,0
15361,2012-10-07,4,1,10,5,0,0,0,2,0.44,0.4394,0.54,0.1343,2,8,10,0
9270,2012-01-27,1,1,1,3,0,5,1,2,0.42,0.4242,0.94,0.2836,3,5,8,0
22631,2011-01-01,1,0,5,35,2,8,1,0,1.1,0.81,1.27,0.36,390,1234,847,1
19151,2011-01-01,2,0,8,13,2,4,1,4,1.44,0.31,0.37,0.79,276,165,1018,1
3765,2011-06-10,2,0,6,18,0,5,1,1,0.8,0.7727,0.59,0.2239,96,367,463,0
7854,2011-11-28,4,0,11,21,0,1,1,2,0.54,0.5152,0.77,0.2239,4,152,156,0
23869,2011-01-01,3,0,8,2,2,7,1,4,0.9,0.49,0.61,1.09,200,999,83,1
1310,2011-02-27,1,0,2,18,0,0,0,1,0.4,0.4091,0.54,0.194,24,103,127,0
17286,2012-12-28,1,1,12,2,0,5,1,1,0.24,0.2273,0.6,0.2537,0,5,5,0
16940,2012-12-13,4,1,12,14,0,4,1,1,0.36,0.3485,0.34,0.1642,31,211,242,0
6750,2011-10-13,4,0,10,19,0,4,1,2,0.62,0.5758,0.83,0.1642,18,187,205,0
7100,2011-01-01,4,2,17,22,1,9,0,3,0.73,0.28,0.62,0.37,237,391,1145,1
7334,2011-11-07,4,0,11,4,0,1,1,1,0.32,0.3485,0.93,0,2,4,6,0
9547,2012-02-07,1,1,2,17,0,2,1,1,0.44,0.4394,0.35,0.194,15,494,509,0
13194,2011-01-01,1,1,16,20,1,4,2,4,0.85,1.48,1.02,0.79,237,893,1362,1
3669,2011-06-06,2,0,6,18,0,1,1,1,0.76,0.6667,0.31,0.1343,56,500,556,0
760,2011-01-01,1,1,16,22,0,1,1,4,1.15,0.42,1.27,1.0,333,287,75,1
11962,2011-01-01,3,1,16,12,1,4,0,4,1.27,1.44,0.48,1.09,487,500,690,1
7396,2011-11-09,4,0,11,18,0,3,1,1,0.44,0.4394,0.67,0.1045,21,387,408,0
21023,2011-01-01,6,1,3,29,0,0,1,4,1.2,0.74,1.25,0.58,333,1219,342,1
15657,2012-10-19,4,1,10,13,0,5,1,1,0.62,0.5909,0.73,0.2239,87,288,375,0
14088,2011-01-01,3,1,9,3,0,8,0,1,0.78,0.79,0.71,0.95,62,977,951,1
14680,2012-09-08,3,1,9,20,0,6,0,2,0.58,0.5455,0.88,0.0896,28,166,194,0
6131,2011-09-18,3,0,9,0,0,0,0,1,0.46,0.4545,0.77,0.2239,24,88,112,0
20998,2011-01-01,1,2,15,15,2,9,0,3,0.26,0.12,0.66,0.81,91,771,66,1
9846,2012-02-20,1,1,2,5,1,1,0,2,0.24,0.2121,0.6,0.3582,0,6,6,0
7960,2011-12-03,4,0,12,7,0,6,0,1,0.22,0.2576,0.75,0.0896,2,24,26,0
4260,2011-07-01,3,0,7,9,0,5,1,1,0.74,0.6515,0.35,0.1642,58,202,260,0
2019,2011-03-29,2,0,3,23,0,2,1,2,0.32,0.3333,0.57,0.1045,8,27,35,0
10031,2011-01-01,6,0,4,19,1,2,0,3,0.33,0.57,0.58,1.17,479,700,1178,1
14217,2012-08-20,3,1,8,13,0,1,1,1,0.7,0.6515,0.58,0.1343,97,194,291,0
14685,2012-09-09,3,1,9,1,0,0,0,1,0.56,0.5303,0.73,0.2239,20,104,124,0
1829,2011-03-21,2,0,3,22,0,1,1,1,0.46,0.4545,0.88,0.2239,18,60,78,0
12503,2011-01-01,6,2,10,30,1,0,0,3,0.11,0.1,0.97,0.97,281,820,1057,1
2031,2011-03-30,2,0,3,11,0,3,1,2,0.34,0.3182,0.46,0.2537,26,64,90,0
2094,2011-04-02,2,0,4,2,0,6,0,1,0.24,0.2424,0.75,0.1343,1,20,21,0
16709,2012-12-03,4,1,12,23,0,1,1,1,0.42,0.4242,0.82,0.1045,9,93,102,0
5272,2011-08-12,3,0,8,13,0,5,1,1,0.78,0.6818,0.29,0.0896,74,179,253,0
4826,2011-07-24,3,0,7,23,0,0,0,2,0.76,0.7273,0.7,0.0896,13,37,50,0
12203,2012-05-28,2,1,5,15,1,1,0,1,0.82,0.7879,0.56,0.2985,181,279,460,0
14083,2012-08-14,3,1,8,23,0,2,1,1,0.72,0.6818,0.66,0.1642,53,114,167,0
15735,2012-10-22,4,1,10,19,0,1,1,1,0.52,0.5,0.52,0.1045,36,478,514,0
15482,2012-10-12,4,1,10,6,0,5,1,1,0.34,0.3485,0.81,0.0896,3,140,143,0
5817,2011-01-01,6,2,17,2,0,8,2,6,0.68,1.44,0.16,0.06,90,582,1058,1
14896,2012-09-17,3,1,9,20,0,1,1,2,0.62,0.5909,0.73,0.1343,32,308,340,0
1259,2011-02-25,1,0,2,14,0,5,1,3,0.56,0.5303,0.56,0.6119,14,71,85,0
25616,2011-01-01,4,2,9,26,2,4,0,0,0.69,0.61,0.8,0.09,187,191,436,1
13101,2012-07-05,3,1,7,1,0,4,1,1,0.74,0.6667,0.51,0.2836,6,24,30,0
16686,2011-01-01,0,0,9,26,0,8,0,5,0.81,0.7,0.05,0.51,126,414,499,1
14384,2012-08-27,3,1,8,12,0,1,1,1,0.76,0.7121,0.62,0,69,214,283,0
6498,2011-10-03,4,0,10,7,0,1,1,2,0.36,0.3485,0.71,0.1343,8,241,249,0
21217,2011-01-01,2,2,7,8,1,4,1,3,0.81,1.13,1.13,1.0,66,199,940,1
18185,2011-01-01,1,2,12,20,0,5,1,4,1.37,0.45,0.15,1.24,385,72,809,1
23748,2011-01-01,0,2,12,4,2,2,0,6,0.85,1.27,0.64,0.19,196,1032,701,1
16716,2012-12-04,4,1,12,6,0,2,1,2,0.36,0.3788,0.93,0,3,150,153,0
7499,2011-11-14,4,0,11,1,0,1,1,1,0.46,0.4545,0.63,0.2985,5,6,11,0
7510,2011-01-01,3,0,13,35,2,5,1,5,0.94,0.71,0.28,0.79,120,988,1352,1
13786,2012-08-02,3,1,8,14,0,4,1,1,0.86,0.7879,0.41,0.1343,54,171,225,0
6706,2011-10-11,4,0,10,23,0,2,1,2,0.56,0.5303,0.83,0.2836,10,47,57,0
14884,2011-01-01,6,0,2,6,0,6,0,6,0.84,0.12,0.25,1.05,539,22,1138,1
12479,2012-06-09,2,1,6,3,0,6,0,1,0.62,0.6212,0.57,0,12,28,40,0
15002,2011-01-01,1,0,9,33,0,4,2,0,0.46,0.38,0.26,0.87,454,18,494,1
4374,2011-07-06,3,0,7,3,0,3,1,1,0.7,0.6667,0.79,0,0,6,6,0
8174,2011-12-12,4,0,12,5,0,1,1,1,0.16,0.2273,0.8,0,0,21,21,0
13898,2012-08-07,3,1,8,6,0,2,1,2,0.7,0.6667,0.79,0.194,3,176,179,0
2264,2011-04-09,2,0,4,4,0,6,0,3,0.3,0.2727,1,0.2537,0,3,3,0
14830,2011-01-01,1,1,4,6,1,7,1,3,0.68,1.46,0.94,1.03,479,341,518,1
12305,2012-06-01,2,1,6,21,0,5,1,3,0.64,0.5909,0.78,0.2537,12,73,85,0
20882,2011-01-01,2,1,13,6,0,1,2,2,0.27,1.2,0.88,0.37,318,374,167,1
7256,2011-11-03,4,0,11,22,0,4,1,1,0.4,0.4091,0.82,0,21,116,137,0
7472,2011-11-12,4,0,11,22,0,6,0,1,0.42,0.4242,0.47,0.2537,30,88,118,0
16830,2012-12-09,4,1,12,0,0,0,0,2,0.4,0.4091,0.87,0.1343,15,103,118,0
3276,2011-01-01,2,1,5,4,0,5,2,3,0.47,0.69,0.6,0.97,181,80,1058,1
14821,2012-09-14,3,1,9,17,0,5,1,1,0.72,0.6667,0.51,0.194,137,757,894,0
13323,2012-07-14,3,1,7,7,0,6,0,1,0.64,0.5909,0.78,0.2836,7,41,48,0
7834,2011-11-28,4,0,11,0,0,1,1,1,0.46,0.4545,0.77,0.2836,6,10,16,0
12297,2012-06-01,2,1,6,13,0,5,1,1,0.72,0.6818,0.7,0.2985,76,240,316,0
20320,2011-01-01,0,0,17,6,1,2,1,0,1.26,0.93,1.24,0.37,329,640,207,1
3451,2011-05-28,2,0,5,16,0,6,0,1,0.76,0.697,0.55,0.2836,201,201,402,0
14730,2011-01-01,0,0,12,25,0,1,2,4,0.05,1.21,0.63,0.7,523,773,488,1
9203,2012-01-24,1,1,1,8,0,2,1,2,0.32,0.3333,0.93,0.1343,11,479,490,0
16557,2012-11-27,4,1,11,14,0,2,1,3,0.28,0.2576,0.87,0.3582,8,86,94,0
25225,2011-01-01,0,2,1,12,0,4,0,6,0.03,0.46,1.17,0.96,167,1210,697,1
3674,2011-01-01,5,2,14,13,2,2,1,4,0.35,0.77,0.11,0.43,202,637,1120,1
22628,2011-01-01,2,1,10,25,0,7,1,1,1.2,1.06,0.62,0.36,172,899,588,1
128,2011-01-06,1,0,1,13,0,4,1,1,0.26,0.2727,0.35,0.1045,12,55,67,0
602,2011-01-28,1,0,1,7,0,5,1,2,0.16,0.197,0.86,0.0896,2,58,60,0
3584,2011-06-03,2,0,6,5,0,5,1,1,0.52,0.5,0.48,0.3582,4,24,28,0
15431,2011-01-01,5,0,7,4,1,6,0,0,0.55,0.72,1.36,1.15,150,596,839,1
6199,2011-09-20,3,0,9,20,0,2,1,1,0.56,0.5303,0.94,0,41,212,253,0
2801,2011-01-01,1,2,14,28,0,4,0,5,1.13,1.24,1.05,0.03,418,1191,1118,1
3303,2011-05-22,2,0,5,12,0,0,0,2,0.72,0.6667,0.51,0.194,146,255,401,0
6704,2011-10-11,4,0,10,21,0,2,1,2,0.58,0.5455,0.78,0.194,17,158,175,0
5479,2011-08-21,3,0,8,4,0,0,0,1,0.68,0.6364,0.83,0.2239,1,5,6,0
15820,2012-10-26,4,1,10,8,0,5,1,2,0.54,0.5152,0.88,0.1343,20,714,734,0
2826,2011-05-02,2,0,5,15,0,1,1,1,0.66,0.6212,0.61,0.194,45,110,155,0
5023,2011-01-01,3,0,18,31,1,7,2,5,0.27,0.91,0.26,0.74,498,442,34,1
14694,2012-09-09,3,1,9,10,0,0,0,1,0.64,0.6212,0.57,0.2985,172,323,495,0
4752,2011-07-21,3,0,7,21,0,4,1,1,0.82,0.8939,0.75,0.2239,38,187,225,0
17420,2011-01-01,0,1,15,13,1,0,0,3,0.13,0.96,0.25,0.78,535,223,324,1
10960,2012-04-06,2,1,4,19,0,5,1,1,0.48,0.4697,0.23,0.2985,115,297,412,0
8623,2011-12-31,1,0,12,1,0,6,0,2,0.4,0.4091,0.62,0.2836,4,31,35,0
25855,2011-01-01,5,1,2,2,2,2,0,4,0.35,0.64,0.62,0.16,348,1019,330,1
2330,2011-04-11,2,0,4,23,0,1,1,3,0.58,0.5455,0.6,0,16,38,54,0
9236,2011-01-01,4,1,11,22,2,3,1,5,0.13,1.23,0.94,0.68,47,193,1328,1
6505,2011-10-03,4,0,10,14,0,1,1,3,0.4,0.4091,0.76,0,26,94,120,0
9058,2011-01-01,4,2,18,15,2,2,1,5,0.95,1.09,1.31,0.66,487,866,126,1
1672,2011-03-15,1,0,3,6,0,2,1,1,0.22,0.2273,0.8,0.194,3,32,35,0
22247,2011-01-01,4,1,9,35,1,0,0,0,1.33,0.52,1.03,0.29,228,456,1197,1
