fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,feature0,feature1,feature2,feature3,feature4
6.6,0.13,0.3,4.9,0.058,47,131,0.9946,3.51,0.45,10.3,6,1815,288,12,122,439,361
7.6,0.25,1.23,4.6,0.035,51,294,0.99018,3.03,0.43,13.1,6,1816,41,269,492,261,423
6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5,1817,401,333,382,331,27
6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,5,1818,126,30,67,335,276
6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4,7,1819,477,312,251,466,342
5.4,0.5,0.13,5,0.028,12,107,0.99079,3.48,0.88,13.5,7,1820,406,487,437,379,52
7,0.19,0.33,6.3,0.032,42,127,0.99182,3.31,0.38,12.2,6,1821,159,416,107,155,477
6.7,0.14,0.51,4.3,0.028,57,124,0.99176,2.91,0.54,10.7,7,1822,287,266,274,271,417
6.6,0.56,0.16,3.1,0.045,28,92,0.994,3.12,0.35,9.1,6,1823,286,57,321,264,56
6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,6,1824,412,276,489,78,203
6.8,0.32,0.32,8.7,0.029,31,105,0.99146,3,0.34,12.3,7,1825,34,164,304,68,143
5.9,0.23,0.28,8.6,0.046,37,142,0.99432,3.23,0.53,10.6,6,1826,495,457,11,454,464
7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5,1827,193,159,496,27,422
7.8,0.27,0.34,1.6,0.046,27,154,0.9927,3.05,0.45,10.5,6,1828,199,18,25,110,345
5.8,0.22,0.25,1.5,0.024,21,109,0.99234,3.37,0.58,10.4,6,1829,369,14,87,213,314
8.7,0.3,0.59,1.7,0.046,10,70,0.99373,3.06,0.56,10.8,4,1830,171,364,403,241,291
8.2,0.21,0.48,1.4,0.041,11,99,0.9958,3.17,0.57,9.9,5,1831,478,71,400,418,256
7.4,0.24,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,6,1832,162,138,2,443,113
8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,6,1833,287,369,255,175,42
6.5,0.32,0.48,8,0.026,18,88,0.99144,3.22,0.79,12.7,4,1834,219,495,31,396,306
5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,6,1835,318,78,367,117,490
5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7,1836,117,77,384,197,135
7.5,0.305,0.38,1.4,0.047,30,95,0.99158,3.22,0.52,11.5,7,1837,300,349,464,150,360
6.6,0.28,0.28,8.5,0.052,55,211,0.9962,3.09,0.55,8.9,6,1838,498,400,436,274,286
7.4,0.35,0.2,13.9,0.054,63,229,0.99888,3.11,0.5,8.9,6,1839,49,437,305,96,157
6.3,0.25,0.27,6.6,0.054,40,158,0.99378,3.2,0.48,10.3,5,1840,152,151,407,180,163
6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7,1841,365,283,472,336,349
8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6,1842,152,92,194,174,175
6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7,1843,223,393,179,157,234
6.5,0.21,0.35,5.7,0.043,47,197,0.99392,3.24,0.5,10.1,6,1844,320,486,92,21,413
4.7,0.785,0,3.4,0.036,23,134,0.98981,3.53,0.92,13.8,6,1845,478,25,9,94,100
6.9,0.31,0.32,1.6,0.036,34,114,0.99068,3.19,0.45,11.4,7,1846,127,121,57,150,52
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,1847,475,403,428,459,162
7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,5,1848,109,311,374,289,231
6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,4,1849,262,11,381,401,161
6.5,0.34,0.36,11,0.052,53,247,0.9984,3.44,0.55,9.3,6,1850,281,243,83,228,114
7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6,1851,478,270,215,190,29
6.4,0.25,0.32,5.5,0.049,41,176,0.995,3.19,0.68,9.2,6,1852,475,108,360,59,361
5.4,0.375,0.4,3.3,0.054,29,147,0.99482,3.42,0.52,9.1,5,1853,63,170,263,471,368
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,1854,20,145,466,243,217
7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5,1855,346,346,386,204,57
7,0.4,0.25,1.8,0.05,51,189,0.99174,3,0.55,11.4,6,1856,285,20,378,62,168
6.7,0.21,0.48,14.8,0.05,31,195,0.99942,2.95,0.75,8.8,6,1857,153,137,363,70,180
6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,5,1858,158,267,491,150,439
6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6,1859,1,246,115,114,438
7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,5,1860,28,28,420,317,243
7.4,0.41,0.66,10.8,0.051,77,194,0.9976,3.05,0.46,8.7,5,1861,451,391,22,278,64
6.5,0.18,0.29,1.7,0.035,39,144,0.9927,3.49,0.5,10.5,6,1862,179,222,301,420,342
6.2,0.33,0.29,1.3,0.042,26,138,0.9956,3.77,0.64,9.5,5,1863,439,189,269,58,91
6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,7,1864,434,427,409,193,488
6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6,5,1865,418,198,111,64,111
5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7,1866,301,388,436,241,16
6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6,1867,279,432,267,319,13
6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5,5,1868,213,288,432,266,29
8.1,0.3,0.49,8.1,0.037,26,174,0.9943,3.1,0.3,11.2,7,1869,92,157,258,169,145
7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,6,1870,330,95,388,488,239
6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,5,1871,430,326,341,283,85
6.4,0.17,0.34,1.5,0.093,43,136,0.9938,3.25,0.49,9.6,6,1872,456,204,23,24,5
5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6,1873,326,493,293,330,374
8.8,0.35,0.49,1,0.036,14,56,0.992,2.96,0.33,10.5,4,1874,413,189,397,170,6
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,1875,281,125,126,126,296
7.6,0.2,0.34,1.8,0.041,42,148,0.99335,3.35,0.66,11.1,6,1876,367,255,229,183,471
6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7,1877,344,231,181,254,116
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5,1878,71,389,455,415,117
8,0.36,0.39,1.6,0.024,26,93,0.99116,3.15,0.49,11.9,6,1879,266,497,257,336,393
6.9,0.26,0.33,12.6,0.051,59,173,0.998,3.39,0.38,9.9,5,1880,28,328,310,306,363
6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7,1881,37,1,330,498,489
6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7,1882,124,372,87,482,295
6,0.32,0.12,5.9,0.041,34,190,0.9944,3.16,0.72,10,5,1883,428,365,123,334,15
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5,1884,132,306,31,45,489
6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2,6,1885,159,499,474,437,423
6.2,0.45,0.73,7.2,0.099,47,202,0.99582,3.21,0.43,9.2,5,1886,72,117,286,362,139
7.6,0.23,0.64,12.9,0.033,54,170,0.998,3,0.53,8.8,5,1887,344,243,463,148,85
7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,5,1888,317,456,314,347,306
6.8,0.26,0.46,8.3,0.037,49,173,0.99601,3.17,0.47,9.3,5,1889,295,283,100,379,289
6.7,0.3,0.74,5,0.038,35,157,0.9945,3.21,0.46,9.9,5,1890,36,131,136,78,295
7.6,0.16,0.41,1.9,0.047,27,151,0.9937,3.2,0.53,10.1,6,1891,200,387,413,345,65
7.2,0.17,0.41,1.6,0.052,24,126,0.99228,3.19,0.49,10.8,5,1892,278,93,92,238,444
6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7,1893,444,126,196,290,213
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,1894,357,258,422,100,394
6.1,0.26,0.25,2.9,0.047,289,440,0.99314,3.44,0.64,10.5,3,1895,198,86,452,445,418
6.9,0.23,0.34,2.7,0.032,24,121,0.9902,3.14,0.38,12.4,7,1896,400,4,208,40,426
7.4,0.24,0.31,8.4,0.045,52,183,0.9963,3.09,0.32,8.8,5,1897,60,392,311,78,308
5.6,0.35,0.4,6.3,0.022,23,174,0.9922,3.54,0.5,11.6,7,1898,411,39,483,369,135
6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,4,1899,139,52,217,80,77
6.5,0.19,0.27,4.9,0.037,13,101,0.9916,3.17,0.41,11.8,6,1900,253,376,321,490,349
6.8,0.52,0.32,13.2,0.044,54,221,0.9972,3.27,0.5,9.6,6,1901,87,406,261,18,143
6,0.19,0.29,1.1,0.047,67,152,0.9916,3.54,0.59,11.1,7,1902,443,188,392,113,87
7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5,1903,44,450,356,47,225
5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,6,1904,309,4,238,4,62
6.1,0.24,0.3,1.5,0.045,22,61,0.992,3.31,0.54,10.4,5,1905,154,482,221,364,329
6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6,1906,18,125,211,256,4
6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,8,1907,273,326,28,408,68
8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,5,1908,240,220,2,350,318
8.2,0.26,0.33,2.6,0.053,11,71,0.99402,2.89,0.49,9.5,5,1909,70,278,496,453,396
7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,6,1910,443,78,47,38,236
6.6,0.26,0.29,1.4,0.039,13,67,0.9915,3.05,0.49,10.9,6,1911,101,259,3,303,440
6.1,0.21,0.19,1.4,0.046,51,131,0.99184,3.22,0.39,10.5,5,1912,415,388,22,323,207
6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5,1913,446,416,407,127,78
6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6,1914,80,130,15,58,293
8.3,0.4,0.38,1.1,0.038,15,75,0.9934,3.03,0.43,9.2,5,1915,39,454,403,303,239
7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6,7,1916,395,238,297,169,155
6.2,0.27,0.43,7.8,0.056,48,244,0.9956,3.1,0.51,9,6,1917,324,462,256,58,259
5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12,6,1918,421,276,127,416,120
6.4,0.35,0.28,12.6,0.039,19,124,0.99539,3.2,0.43,10.6,6,1919,166,475,494,5,233
7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,6,1920,330,166,391,489,90
6.3,0.3,0.19,7.7,0.049,47,184,0.99514,3.22,0.48,9.5,5,1921,171,337,435,253,209
6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,1922,338,84,183,244,412
6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,5,1923,5,202,397,230,392
5.8,0.29,0.33,3.7,0.029,30,88,0.98994,3.25,0.42,12.3,6,1924,165,295,352,320,79
6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4,7,1925,174,313,233,449,246
8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6,1926,304,323,145,183,307
5.7,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,5,1927,322,421,64,337,470
6.9,0.19,0.28,3,0.054,33,99,0.9924,3.16,0.4,10.8,6,1928,414,430,104,67,465
7.9,0.12,0.49,5.2,0.049,33,152,0.9952,3.18,0.47,10.6,6,1929,291,484,471,177,346
7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5,1930,31,142,35,142,118
7.4,0.22,0.26,1.2,0.035,18,97,0.99245,3.12,0.41,9.7,6,1931,97,454,198,256,399
6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6,1932,231,480,41,222,451
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,1933,112,180,315,302,55
8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5,1934,340,126,328,59,126
8.5,0.3,0.28,3.1,0.054,54,174,0.99543,3.21,0.43,9.4,6,1935,344,130,310,65,101
6.1,0.16,0.27,12.6,0.064,63,162,0.9994,3.66,0.43,8.9,5,1936,362,301,33,487,143
6.4,0.24,0.5,11.6,0.047,60,211,0.9966,3.18,0.57,9.3,5,1937,340,129,390,210,456
7.8,0.21,0.49,1.35,0.052,6,48,0.9911,3.15,0.28,11.4,5,1938,441,49,147,109,258
6.5,0.2,0.5,18.1,0.054,50,221,0.99941,2.94,0.64,8.8,6,1939,211,203,271,226,134
6,0.38,0.26,6,0.034,42,134,0.9912,3.38,0.38,12.3,7,1940,212,296,316,195,177
6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6,1941,433,288,283,106,183
6.9,0.31,0.34,1.6,0.032,23,128,0.9917,3.37,0.47,11.7,6,1942,164,7,429,374,164
7.3,0.43,0.37,4.6,0.028,17,114,0.991,3.23,0.43,13.2,6,1943,104,67,124,478,443
6.3,0.28,0.47,11.2,0.04,61,183,0.99592,3.12,0.51,9.5,6,1944,301,415,293,234,158
8.3,0.33,0.43,9.2,0.046,22,126,0.9982,3.38,0.47,9.3,5,1945,274,282,210,35,149
8.2,0.24,0.49,9.3,0.038,52,163,0.9952,3.02,0.33,10.6,6,1946,205,379,381,441,414
6.7,0.21,0.34,1.4,0.049,36,112,0.99091,3.02,0.5,11,6,1947,99,355,179,118,438
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,1948,349,1,261,476,123
7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,6,1949,283,183,46,395,389
6.7,0.26,0.51,8,0.062,50,194,0.99545,3.13,0.5,9.6,5,1950,17,275,278,456,75
7.6,0.32,0.35,1.6,0.092,24,138,0.99438,3.19,0.44,9.8,5,1951,474,424,232,309,362
7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6,1952,152,243,82,307,363
4.8,0.26,0.23,10.6,0.034,23,111,0.99274,3.46,0.28,11.5,7,1953,355,102,186,442,72
6.4,0.46,0.22,14.7,0.047,51,183,0.998275,3.39,0.6,10.5,5,1954,305,496,355,424,395
6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9,6,1955,386,441,324,256,129
8.3,0.22,0.34,1.1,0.043,20,116,0.9927,3,0.47,10.2,6,1956,483,408,81,303,216
7.9,0.18,0.36,5.9,0.058,31,132,0.995,3.25,0.52,10.9,6,1957,389,313,443,403,443
8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6,1958,72,442,171,46,211
5.5,0.24,0.32,8.7,0.06,19,102,0.994,3.27,0.31,10.4,5,1959,112,77,418,319,56
6.2,0.28,0.57,1,0.043,50,92,0.99004,3.17,0.36,11.5,6,1960,291,411,88,204,408
7.1,0.44,0.23,5.8,0.035,24,100,0.99062,3.15,0.57,13.2,7,1961,104,424,165,110,450
6.4,0.38,0.19,4.5,0.038,36,119,0.99151,3.07,0.42,11.2,6,1962,376,485,129,2,191
6.8,0.37,0.28,4,0.03,29,79,0.99,3.23,0.46,12.4,7,1963,327,168,445,385,365
6,0.28,0.35,1.9,0.037,16,120,0.9933,3.16,0.69,10.6,5,1964,162,463,493,25,90
6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,1965,165,214,65,205,140
7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7,1966,12,380,313,312,164
6.7,0.26,0.26,4.1,0.073,36,202,0.9956,3.3,0.67,9.5,5,1967,389,257,106,190,74
6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,5,1968,486,279,386,348,336
6.1,0.36,0.16,6.4,0.037,36,198,0.9944,3.17,0.62,9.9,6,1969,427,306,458,97,410
7.3,0.23,0.37,1.9,0.041,51,165,0.9908,3.26,0.4,12.2,8,1970,434,98,458,276,397
6.8,0.21,0.27,2.1,0.03,26,139,0.99,3.16,0.61,12.6,7,1971,93,115,401,69,420
8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7,1972,283,202,310,448,16
6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,5,1973,170,220,170,74,74
6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5,1974,288,99,8,153,355
5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6,1975,492,228,443,456,385
7.4,0.18,0.3,8.8,0.064,26,103,0.9961,2.94,0.56,9.3,5,1976,201,11,165,89,62
8.3,0.39,0.7,10.6,0.045,33,169,0.9976,3.09,0.57,9.4,5,1977,88,459,243,226,102
6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6,1978,16,184,6,122,51
8.4,0.2,0.31,2.8,0.054,16,89,0.99416,2.96,0.45,9.5,6,1979,197,225,75,178,145
6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,6,1980,229,44,457,50,395
6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,6,1981,211,174,228,222,484
7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,6,1982,323,72,83,190,326
6.6,0.425,0.25,2.35,0.034,23,87,0.99082,3.05,0.41,11.4,6,1983,171,177,189,486,74
6.6,0.34,0.34,2.6,0.051,40.5,210,0.99314,3.15,0.61,10,5,1984,62,327,234,390,361
6.4,0.33,0.28,4,0.04,24,81,0.9903,3.26,0.64,12.6,7,1985,158,124,105,268,359
6.2,0.3,0.42,2.2,0.036,28,128,0.9901,3.13,0.38,11.6,6,1986,310,337,435,97,60
6.7,0.12,0.36,2.3,0.039,43,125,0.99229,3.07,0.67,10.1,7,1987,225,462,293,251,472
7.5,0.38,0.29,12.7,0.05,25,209,0.9986,3.25,0.59,9.3,6,1988,243,32,193,200,314
6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,7,1989,266,335,300,240,192
5.9,0.36,0.04,5.7,0.046,21,87,0.9934,3.22,0.51,10.2,5,1990,467,471,449,293,268
6.2,0.16,0.33,1.1,0.057,21,82,0.991,3.32,0.46,10.9,7,1991,212,434,152,455,0
7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,6,1992,463,383,492,137,218
9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,6,1993,178,279,344,213,66
6.3,0.17,0.32,1,0.04,39,118,0.98886,3.31,0.4,13.1,8,1994,110,127,185,167,220
7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6,1995,149,278,450,192,174
7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,5,1996,101,336,474,11,145
7.1,0.3,0.46,1.5,0.066,29,133,0.9906,3.12,0.54,12.7,6,1997,244,114,273,442,12
6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,6,1998,290,384,196,334,379
7.7,0.16,0.49,2,0.056,20,124,0.9948,3.32,0.49,10.7,6,1999,231,405,144,353,483
8.3,0.21,0.49,19.8,0.054,50,231,1.0012,2.99,0.54,9.2,5,2000,50,125,104,395,71
6,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,7,2001,362,392,171,430,231
8.1,0.2,0.36,9.7,0.044,63,162,0.997,3.1,0.46,10,6,2002,91,162,125,283,390
5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6,2003,24,226,315,497,9
5.7,0.26,0.25,10.4,0.02,7,57,0.994,3.39,0.37,10.6,5,2004,227,373,307,135,261
6.3,0.26,0.24,7.2,0.039,38,172,0.9958,3.49,0.64,9.7,6,2005,99,15,33,192,271
6.6,0.41,0.16,1.4,0.037,28,160,0.99167,2.95,0.45,10.6,6,2006,460,421,285,16,250
6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,6,2007,56,244,45,89,95
8,0.25,0.49,1.2,0.061,27,117,0.9938,3.08,0.34,9.4,5,2008,65,475,121,378,81
6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6,2009,279,118,486,316,348
7.1,0.43,0.25,2.8,0.036,43,132,0.98975,3.21,0.47,13.4,6,2010,299,269,193,371,236
6.4,0.37,0.49,13.3,0.045,53,243,0.9982,3.14,0.48,8.5,6,2011,348,233,176,93,467
6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6,2012,423,106,218,329,92
6.8,0.26,0.42,1.7,0.049,41,122,0.993,3.47,0.48,10.5,8,2013,268,46,275,401,6
6.6,0.52,0.44,12.2,0.048,54,245,0.9975,3.26,0.54,9.3,6,2014,422,140,60,52,427
6.1,0.6,0.12,1.8,0.05,11,76,0.99268,3.42,0.48,10.4,4,2015,134,498,289,271,64
5.9,0.37,0.14,6.3,0.036,34,185,0.9944,3.17,0.63,9.8,5,2016,492,233,353,206,301
5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,5,2017,288,254,234,486,148
6.3,0.21,0.33,13.9,0.046,68,179,0.9971,3.36,0.5,10.4,6,2018,16,428,448,495,3
7,0.17,0.37,5.7,0.025,29,111,0.9938,3.2,0.49,10.8,6,2019,371,160,128,490,356
6.4,0.15,0.4,1.3,0.053,61,146,0.99112,3.17,0.68,11,6,2020,154,258,177,463,122
6.8,0.19,0.58,14.2,0.038,51,164,0.9975,3.12,0.48,9.6,6,2021,0,227,347,444,420
7.7,0.3,0.23,2,0.068,28,138,0.99382,3.11,0.62,9.8,5,2022,0,462,329,170,16
7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,5,2023,351,252,23,97,109
8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,5,2024,479,278,232,486,172
5.9,0.34,0.25,2,0.042,12,110,0.99034,3.02,0.54,11.4,6,2025,30,290,122,166,250
6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,6,2026,221,407,238,132,42
6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,5,2027,62,242,131,452,460
6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,5,2028,111,111,8,433,377
6.1,0.2,0.4,1.9,0.028,32,138,0.9914,3.26,0.72,11.7,5,2029,95,496,225,301,442
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,2030,290,164,218,383,273
7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,6,2031,268,271,236,171,133
6.9,0.54,0.32,13.2,0.05,53,236,0.9973,3.2,0.5,9.6,5,2032,362,358,75,491,132
6.8,0.44,0.37,5.1,0.047,46,201,0.9938,3.08,0.65,10.5,4,2033,152,262,444,98,353
7.6,0.19,0.42,1.5,0.044,6,114,0.9914,3.04,0.74,12.8,6,2034,182,236,476,167,288
9.2,0.14,0.37,1.1,0.034,36,84,0.99136,3.05,0.55,11.6,6,2035,300,301,411,457,171
7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,8,2036,224,176,205,475,144
7,0.2,0.38,8.1,0.05,42,173,0.99585,3.3,0.54,9.8,6,2037,158,312,202,500,244
7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7,2038,260,335,356,146,489
7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5,2039,444,483,187,451,418
6,0.26,0.15,1.3,0.06,51,154,0.99354,3.14,0.51,8.7,5,2040,209,118,197,95,79
7.2,0.31,0.41,8.6,0.053,15,89,0.9976,3.29,0.64,9.9,6,2041,477,418,214,30,333
7,0.23,0.28,2.7,0.053,16,92,0.99372,3.18,0.56,9.3,5,2042,382,253,475,372,204
6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7,2043,456,261,33,221,333
6.4,0.27,0.17,8.4,0.044,60,198,0.99578,3.21,0.47,9.4,5,2044,442,145,284,79,188
7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,6,2045,60,385,497,120,132
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,2046,343,474,413,151,377
7.1,0.29,0.49,1.2,0.031,32,99,0.9893,3.07,0.33,12.2,6,2047,9,4,459,104,192
7.5,0.28,0.34,4.2,0.028,36,116,0.991,2.99,0.41,12.3,8,2048,130,492,161,10,408
6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7,2049,301,461,372,116,63
7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7,6,2050,16,40,450,424,499
5.6,0.19,0.26,1.4,0.03,12,76,0.9905,3.25,0.37,10.9,7,2051,141,28,144,91,487
7,0.12,0.28,6.3,0.057,17,103,0.9957,3.5,0.44,9.6,5,2052,128,248,261,462,365
6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,6,2053,489,153,472,80,112
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,2054,224,113,312,38,185
8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,2055,83,19,357,63,176
7,0.24,0.36,4.9,0.083,10,133,0.9942,3.33,0.37,10.8,6,2056,206,75,119,447,241
6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,2057,30,340,360,80,99
6.2,0.2,0.26,1.1,0.047,42,119,0.99158,3.48,0.6,11,7,2058,164,489,440,84,465
7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6,2059,343,434,116,80,496
6.8,0.27,0.28,7.8,0.038,26,89,0.9915,3.24,0.34,12.5,6,2060,136,340,186,389,199
6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6,2061,367,228,428,476,163
6.2,0.21,0.29,1.6,0.039,24,92,0.99114,3.27,0.5,11.2,6,2062,302,27,394,303,96
6.6,0.24,0.33,10.1,0.032,8,81,0.99626,3.19,0.51,9.8,6,2063,58,133,93,43,253
5.9,0.24,0.34,2,0.037,40,108,0.98948,3.19,0.5,12.3,6,2064,181,321,141,290,217
7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,5,2065,408,432,386,225,353
