instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature1,feature2,feature3,feature4
4344,3,0,7,21,0.74,0.6818,0.62,0.1045,195,457,98,916,121,685
4345,3,0,7,22,0.74,0.6818,0.62,0.1343,115,326,77,837,5,551
4346,3,0,7,23,0.72,0.6818,0.7,0.1045,44,138,93,554,5,750
4347,3,0,7,0,0.7,0.6515,0.65,0.1642,19,55,16,527,168,526
4348,3,0,7,1,0.7,0.6515,0.65,0.1045,15,39,77,515,93,720
4349,3,0,7,2,0.66,0.6212,0.74,0.0896,8,13,28,805,177,602
4350,3,0,7,3,0.66,0.6212,0.74,0.2239,1,8,57,872,134,588
4351,3,0,7,4,0.66,0.6212,0.69,0.1642,1,5,86,939,223,702
4352,3,0,7,5,0.66,0.6212,0.69,0,1,20,6,848,239,507
4353,3,0,7,6,0.66,0.6212,0.74,0.0896,3,94,93,928,166,511
4354,3,0,7,7,0.7,0.6515,0.65,0.0896,22,270,27,588,29,642
4355,3,0,7,8,0.72,0.6818,0.62,0.1343,41,432,3,934,135,693
4356,3,0,7,9,0.74,0.6818,0.58,0.1343,50,227,67,830,79,588
4357,3,0,7,10,0.76,0.697,0.52,0.1045,55,139,24,977,139,617
4358,3,0,7,11,0.78,0.697,0.46,0.1045,75,172,2,717,175,722
4359,3,0,7,12,0.8,0.7273,0.43,0.1045,71,201,12,528,239,750
4360,3,0,7,13,0.82,0.7424,0.43,0.1045,67,203,67,529,177,614
4361,3,0,7,14,0.8,0.7424,0.49,0.1642,66,178,4,656,210,531
4362,3,0,7,15,0.82,0.7424,0.43,0,51,162,67,660,118,717
4363,3,0,7,16,0.82,0.7576,0.46,0.1045,79,281,28,907,59,558
4364,3,0,7,17,0.82,0.7576,0.46,0.1045,79,545,31,507,13,694
4365,3,0,7,18,0.8,0.7576,0.55,0.1642,70,496,1,887,40,500
4366,3,0,7,19,0.8,0.7727,0.59,0.1343,71,368,64,933,52,619
4367,3,0,7,20,0.76,0.7273,0.66,0.1045,59,284,100,568,242,531
4368,3,0,7,21,0.78,0.7424,0.62,0.2537,77,245,56,591,143,578
4369,3,0,7,22,0.76,0.7273,0.66,0.2239,31,155,79,966,109,597
4370,3,0,7,23,0.74,0.697,0.66,0.1642,19,73,90,864,131,653
4371,3,0,7,0,0.72,0.697,0.74,0.194,11,37,44,729,83,580
4372,3,0,7,1,0.7,0.6667,0.74,0.1343,4,15,73,893,137,686
4373,3,0,7,2,0.7,0.6667,0.79,0.0896,1,5,7,597,116,589
4374,3,0,7,3,0.7,0.6667,0.79,0,0,6,70,925,7,714
4375,3,0,7,4,0.68,0.6364,0.83,0.0896,0,6,51,692,91,560
4376,3,0,7,5,0.68,0.6364,0.83,0.0896,5,35,17,520,10,708
4377,3,0,7,6,0.7,0.6667,0.79,0.0896,9,121,63,876,128,505
4378,3,0,7,7,0.72,0.697,0.79,0,24,312,44,910,46,637
4379,3,0,7,8,0.72,0.697,0.74,0.1045,31,428,4,508,103,750
4380,3,0,7,9,0.7,0.6667,0.79,0.194,31,189,38,546,86,516
4381,3,0,7,10,0.7,0.6667,0.79,0.0896,13,43,61,819,69,514
4382,3,0,7,11,0.72,0.697,0.74,0,24,127,48,737,245,579
4383,3,0,7,12,0.74,0.697,0.66,0.0896,38,152,33,535,46,711
4384,3,0,7,13,0.74,0.697,0.7,0.1045,33,140,43,658,125,525
4385,3,0,7,14,0.76,0.7273,0.66,0.2836,50,163,71,632,236,587
4386,3,0,7,15,0.76,0.7273,0.7,0.2836,55,185,23,628,213,739
4387,3,0,7,16,0.76,0.7273,0.7,0.2537,57,275,62,956,41,644
4388,3,0,7,17,0.78,0.7424,0.59,0.2239,79,596,94,674,195,524
4389,3,0,7,18,0.76,0.7121,0.62,0.194,77,563,94,610,52,731
4390,3,0,7,19,0.74,0.697,0.7,0.2239,71,394,52,886,179,600
4391,3,0,7,20,0.72,0.697,0.74,0.2537,55,312,97,980,63,568
4392,3,0,7,21,0.7,0.6667,0.79,0.194,66,241,73,957,2,557
4393,3,0,7,22,0.7,0.6667,0.79,0.194,30,186,36,635,38,736
4394,3,0,7,23,0.68,0.6364,0.83,0.2239,20,98,91,795,243,525
4395,3,0,7,0,0.66,0.5909,0.89,0.1343,6,35,41,609,121,548
4396,3,0,7,1,0.66,0.5909,0.89,0.194,2,16,6,617,0,579
4397,3,0,7,2,0.66,0.5909,0.89,0.194,1,8,96,591,175,710
4398,3,0,7,3,0.64,0.5606,0.94,0.1045,2,4,83,827,130,591
4399,3,0,7,4,0.64,0.5758,0.89,0.1045,0,4,44,700,228,657
4400,3,0,7,5,0.64,0.5758,0.89,0.1045,2,32,57,615,41,555
4401,3,0,7,6,0.64,0.5758,0.89,0.1343,11,118,26,931,145,598
4402,3,0,7,7,0.66,0.5909,0.89,0.1045,13,292,90,718,207,536
4403,3,0,7,8,0.7,0.6667,0.79,0.194,28,443,21,829,42,725
4404,3,0,7,9,0.74,0.697,0.7,0.1642,25,179,29,970,201,507
4405,3,0,7,10,0.78,0.7424,0.62,0,29,101,57,846,30,587
4406,3,0,7,11,0.82,0.7727,0.52,0.1343,30,142,33,610,212,712
4407,3,0,7,12,0.84,0.7727,0.41,0,32,171,88,874,79,693
4408,3,0,7,13,0.86,0.7879,0.41,0,48,155,33,838,243,641
4409,3,0,7,14,0.86,0.7879,0.41,0.2537,39,160,78,501,134,624
4410,3,0,7,15,0.86,0.7879,0.41,0.2537,47,166,67,649,41,555
4411,3,0,7,16,0.86,0.7727,0.39,0.2239,47,265,78,978,193,552
4412,3,0,7,17,0.86,0.7576,0.36,0.2537,80,569,62,757,146,704
4413,3,0,7,18,0.84,0.7576,0.44,0.2985,70,562,26,766,149,631
4414,3,0,7,19,0.82,0.7727,0.52,0.2836,79,365,94,558,83,704
4415,3,0,7,20,0.76,0.7121,0.58,0.3582,61,285,2,756,199,504
4416,3,0,7,21,0.74,0.6818,0.62,0.1642,39,209,75,625,200,585
4417,3,0,7,22,0.74,0.6818,0.62,0.1642,32,182,69,920,143,535
4418,3,0,7,23,0.72,0.6818,0.66,0,31,129,7,567,28,699
4419,3,0,7,0,0.74,0.697,0.66,0.1045,6,47,1,684,171,500
4420,3,0,7,1,0.72,0.697,0.79,0,9,34,4,690,12,542
4421,3,0,7,2,0.7,0.6667,0.74,0.1642,10,22,100,871,96,528
4422,3,0,7,3,0.68,0.6364,0.79,0.1045,2,6,22,979,147,686
4423,3,0,7,4,0.7,0.6667,0.79,0.2537,7,11,52,899,148,583
4424,3,0,7,5,0.68,0.6364,0.79,0.2537,3,27,93,664,66,749
4425,3,0,7,6,0.7,0.6667,0.74,0.1045,11,102,35,595,152,533
4426,3,0,7,7,0.7,0.6667,0.79,0.194,30,332,73,802,73,515
4427,3,0,7,8,0.72,0.697,0.74,0.2537,36,457,30,734,6,519
4428,3,0,7,9,0.76,0.7273,0.7,0.2985,30,241,36,690,177,542
4429,3,0,7,10,0.74,0.697,0.7,0.3582,30,138,32,981,237,607
4430,3,0,7,11,0.74,0.7121,0.74,0.2537,61,165,32,893,95,546
4431,3,0,7,12,0.76,0.7273,0.7,0.2836,49,213,71,779,19,556
4432,3,0,7,13,0.78,0.7576,0.66,0.2836,54,229,77,877,7,618
4433,3,0,7,14,0.8,0.7879,0.63,0.3582,53,216,69,810,120,550
4434,3,0,7,15,0.8,0.7879,0.63,0.3582,39,141,60,883,91,503
4435,3,0,7,16,0.68,0.6364,0.83,0.4478,27,132,13,609,69,741
4436,3,0,7,17,0.66,0.5909,0.89,0.4478,6,167,96,931,133,655
4437,3,0,7,18,0.66,0.6061,0.83,0.0896,35,316,84,696,92,568
4438,3,0,7,19,0.66,0.6061,0.83,0.0896,45,270,43,637,41,505
4439,3,0,7,20,0.66,0.6061,0.83,0.1642,30,250,94,744,96,720
4440,3,0,7,21,0.66,0.6061,0.83,0.2537,46,204,69,504,241,580
4441,3,0,7,22,0.66,0.6061,0.78,0.194,33,169,64,774,203,633
4442,3,0,7,23,0.66,0.6061,0.78,0.0896,40,151,80,890,109,592
4443,3,0,7,0,0.66,0.6061,0.83,0.1343,31,121,67,605,40,578
4444,3,0,7,1,0.64,0.5758,0.89,0.1045,5,53,32,770,28,519
4445,3,0,7,2,0.64,0.5758,0.89,0.1642,12,55,33,661,68,510
4446,3,0,7,3,0.64,0.5758,0.89,0.1343,7,30,65,620,43,633
4447,3,0,7,4,0.64,0.5758,0.83,0.2239,2,6,35,971,67,750
4448,3,0,7,5,0.62,0.5606,0.88,0.1642,4,15,81,517,194,746
4449,3,0,7,6,0.64,0.5758,0.83,0.194,11,38,73,843,104,511
4450,3,0,7,7,0.66,0.6061,0.78,0.194,21,71,4,874,193,591
4451,3,0,7,8,0.7,0.6515,0.7,0.2537,68,182,65,656,245,562
4452,3,0,7,9,0.74,0.6818,0.58,0.2836,77,247,92,723,96,633
4453,3,0,7,10,0.76,0.697,0.52,0.1642,87,264,0,994,72,558
4454,3,0,7,11,0.78,0.697,0.46,0.2985,101,290,27,607,179,667
4455,3,0,7,12,0.8,0.7273,0.46,0.2537,145,366,65,963,208,626
4456,3,0,7,13,0.82,0.7424,0.41,0.2239,167,416,17,935,230,686
4457,3,0,7,14,0.84,0.7424,0.36,0.1343,158,373,74,544,163,642
4458,3,0,7,15,0.84,0.7273,0.34,0.0896,182,402,36,869,161,746
4459,3,0,7,16,0.82,0.7273,0.38,0,171,416,100,847,35,530
4460,3,0,7,17,0.84,0.7273,0.32,0,160,401,10,902,239,511
4461,3,0,7,18,0.82,0.7273,0.36,0.1045,132,378,21,669,73,531
4462,3,0,7,19,0.76,0.697,0.55,0.1642,128,306,59,550,235,740
4463,3,0,7,20,0.76,0.7121,0.58,0.2239,129,314,9,510,233,617
4464,3,0,7,21,0.74,0.6818,0.58,0.1642,83,238,97,920,96,735
4465,3,0,7,22,0.72,0.6818,0.62,0.1642,60,214,75,844,210,609
4466,3,0,7,23,0.72,0.6667,0.58,0.194,47,140,50,814,170,633
4467,3,0,7,0,0.7,0.6515,0.61,0.1642,42,154,10,805,135,707
4468,3,0,7,1,0.7,0.6515,0.61,0.1343,19,113,17,973,148,539
4469,3,0,7,2,0.68,0.6364,0.69,0.0896,28,96,62,783,85,663
4470,3,0,7,3,0.66,0.6212,0.74,0.0896,6,25,54,690,191,571
4471,3,0,7,4,0.66,0.6212,0.69,0.0896,0,5,29,539,219,547
4472,3,0,7,5,0.66,0.6212,0.74,0,7,17,72,900,135,730
4473,3,0,7,6,0.64,0.5909,0.78,0.0896,8,25,66,506,92,692
4474,3,0,7,7,0.7,0.6515,0.7,0.0896,27,65,7,606,173,584
4475,3,0,7,8,0.72,0.6818,0.66,0,27,92,13,848,95,571
4476,3,0,7,9,0.74,0.697,0.66,0.0896,62,169,58,568,17,570
4477,3,0,7,10,0.76,0.697,0.55,0.1343,95,268,0,671,150,556
4478,3,0,7,11,0.78,0.7273,0.55,0.194,110,287,72,526,12,504
4479,3,0,7,12,0.82,0.7576,0.46,0.2836,133,377,66,567,9,702
4480,3,0,7,13,0.8,0.7273,0.46,0.2985,139,367,2,591,6,596
4481,3,0,7,14,0.82,0.7424,0.41,0.3284,122,349,2,615,186,613
4482,3,0,7,15,0.84,0.7424,0.39,0.2836,142,361,14,642,21,534
4483,3,0,7,16,0.84,0.7576,0.41,0.2836,128,372,14,526,52,557
4484,3,0,7,17,0.84,0.7424,0.36,0.2239,146,363,43,560,215,641
4485,3,0,7,18,0.82,0.7424,0.43,0.2836,141,363,19,826,44,639
4486,3,0,7,19,0.8,0.7424,0.49,0.3284,120,303,61,662,53,717
4487,3,0,7,20,0.76,0.697,0.55,0.194,101,268,57,727,163,612
4488,3,0,7,21,0.74,0.6818,0.62,0.2537,65,227,21,889,92,745
4489,3,0,7,22,0.74,0.697,0.66,0.2239,56,143,17,573,101,729
4490,3,0,7,23,0.72,0.6818,0.66,0.2537,19,72,85,927,125,736
4491,3,0,7,0,0.7,0.6515,0.65,0.194,10,35,35,919,84,703
4492,3,0,7,1,0.7,0.6515,0.61,0.2836,5,10,9,539,39,740
4493,3,0,7,2,0.7,0.6515,0.61,0.2239,8,12,9,862,242,715
4494,3,0,7,3,0.68,0.6364,0.65,0.1642,2,10,45,891,151,567
4495,3,0,7,4,0.66,0.6212,0.74,0.2239,0,4,42,766,151,640
4496,3,0,7,5,0.66,0.6212,0.74,0.1343,5,26,12,599,54,591
4497,3,0,7,6,0.68,0.6364,0.74,0.194,19,121,95,841,133,528
4498,3,0,7,7,0.7,0.6667,0.74,0.2537,28,317,64,964,127,628
4499,3,0,7,8,0.74,0.697,0.66,0.2836,35,420,10,644,221,503
4500,3,0,7,9,0.78,0.7424,0.59,0.2985,41,208,55,655,118,575
4501,3,0,7,10,0.8,0.7576,0.55,0.3582,44,117,62,525,189,624
4502,3,0,7,11,0.82,0.7879,0.56,0.2985,39,128,73,963,39,664
4503,3,0,7,12,0.84,0.803,0.53,0.2836,40,148,98,521,191,624
4504,3,0,7,13,0.86,0.8182,0.5,0.2537,22,141,50,807,40,612
4505,3,0,7,14,0.86,0.8333,0.53,0.2836,40,134,32,912,56,658
4506,3,0,7,15,0.86,0.8485,0.56,0.4179,38,146,73,795,146,658
4507,3,0,7,16,0.86,0.8485,0.56,0.3881,57,239,82,520,243,550
4508,3,0,7,17,0.86,0.8485,0.56,0.4179,59,514,38,720,79,726
4509,3,0,7,18,0.86,0.8333,0.53,0.3881,57,472,91,683,231,512
4510,3,0,7,19,0.84,0.8333,0.59,0.3284,80,373,75,742,198,724
4511,3,0,7,20,0.72,0.697,0.74,0.4179,42,236,36,885,103,562
4512,3,0,7,21,0.7,0.6667,0.79,0.4179,21,130,77,586,87,630
4513,3,0,7,22,0.72,0.697,0.74,0.1343,20,90,24,879,112,592
4514,3,0,7,23,0.7,0.6667,0.79,0.1343,11,55,72,972,102,572
4515,3,0,7,0,0.7,0.6667,0.79,0.1343,3,22,69,555,244,702
4516,3,0,7,1,0.7,0.6667,0.79,0.0896,6,14,90,606,47,518
4517,3,0,7,2,0.7,0.6667,0.79,0.1045,2,9,84,893,94,661
4518,3,0,7,3,0.7,0.6667,0.79,0,2,8,11,513,142,707
4519,3,0,7,4,0.7,0.6667,0.79,0.1642,0,6,29,555,32,612
4520,3,0,7,5,0.7,0.6667,0.79,0.0896,4,25,10,702,112,717
4521,3,0,7,6,0.74,0.6818,0.58,0.2239,13,115,77,833,244,547
4522,3,0,7,7,0.76,0.697,0.55,0.194,29,330,52,958,164,739
4523,3,0,7,8,0.76,0.7121,0.58,0.2239,35,417,38,536,208,535
4524,3,0,7,9,0.78,0.7273,0.55,0.4925,27,176,0,801,56,547
4525,3,0,7,10,0.82,0.7727,0.52,0.1642,38,123,73,790,20,517
4526,3,0,7,11,0.82,0.7727,0.52,0.1642,39,125,5,603,53,639
4527,3,0,7,12,0.86,0.7879,0.44,0.2985,38,163,65,951,120,723
4528,3,0,7,13,0.86,0.803,0.47,0.2239,32,136,46,870,234,517
4529,3,0,7,14,0.9,0.8485,0.42,0.2985,33,124,93,717,160,590
4530,3,0,7,15,0.9,0.8485,0.42,0.3582,37,148,88,858,75,587
4531,3,0,7,16,0.86,0.7879,0.44,0.2836,25,202,71,721,215,630
4532,3,0,7,17,0.88,0.8182,0.44,0.2836,48,428,23,872,79,669
4533,3,0,7,18,0.86,0.803,0.47,0.2985,39,511,50,597,4,701
4534,3,0,7,19,0.84,0.7576,0.44,0.2836,42,337,19,860,194,523
4535,3,0,7,20,0.82,0.7424,0.43,0.194,57,308,94,639,178,632
4536,3,0,7,21,0.82,0.7424,0.43,0.1045,49,258,67,849,37,549
4537,3,0,7,22,0.8,0.7273,0.46,0.1343,44,194,15,573,234,563
4538,3,0,7,23,0.78,0.7121,0.52,0,20,79,44,573,224,713
4539,3,0,7,0,0.76,0.7121,0.62,0,9,46,69,540,188,506
4540,3,0,7,1,0.76,0.697,0.55,0,1,12,46,609,130,719
4541,3,0,7,2,0.76,0.697,0.55,0,2,5,83,956,6,640
4542,3,0,7,3,0.74,0.6818,0.58,0.194,0,4,66,805,170,618
4543,3,0,7,4,0.74,0.6818,0.58,0.2537,0,5,59,521,185,707
4544,3,0,7,5,0.74,0.6818,0.58,0.194,4,26,93,542,18,616
4545,3,0,7,6,0.74,0.6818,0.58,0.1642,18,121,18,973,48,681
4546,3,0,7,7,0.76,0.697,0.55,0.2537,32,313,9,867,242,744
4547,3,0,7,8,0.8,0.7424,0.49,0.2537,31,449,39,956,86,628
4548,3,0,7,9,0.82,0.7424,0.41,0.194,23,186,11,665,25,609
4549,3,0,7,10,0.82,0.7576,0.46,0.194,33,113,28,660,211,595
4550,3,0,7,11,0.84,0.7424,0.39,0.1642,55,165,21,811,220,575
4551,3,0,7,12,0.84,0.7576,0.41,0.2836,40,174,87,930,130,517
4552,3,0,7,13,0.82,0.7576,0.46,0.1343,39,158,96,981,1,740
4553,3,0,7,14,0.82,0.7576,0.46,0.1343,27,116,27,653,236,587
4554,3,0,7,15,0.64,0.5606,0.94,0.1343,13,46,23,856,165,617
4555,3,0,7,16,0.66,0.5909,0.89,0,23,141,13,550,244,742
4556,3,0,7,17,0.7,0.6667,0.79,0,70,488,68,578,142,577
4557,3,0,7,18,0.72,0.697,0.79,0.1343,51,463,93,713,185,692
4558,3,0,7,19,0.7,0.6667,0.79,0.1045,79,419,17,689,78,557
4559,3,0,7,20,0.7,0.6667,0.84,0.1642,61,342,22,892,5,686
4560,3,0,7,21,0.7,0.6667,0.79,0.1045,56,250,12,745,29,592
4561,3,0,7,22,0.68,0.6364,0.83,0.194,48,184,71,541,4,650
4562,3,0,7,23,0.66,0.6061,0.83,0.2537,33,116,70,988,216,538
4563,3,0,7,0,0.66,0.6212,0.69,0.2985,14,46,19,587,19,741
4564,3,0,7,1,0.66,0.6212,0.61,0.2537,4,25,58,547,240,711
4565,3,0,7,2,0.64,0.6212,0.57,0.2985,3,10,87,969,36,669
4566,3,0,7,3,0.62,0.6212,0.57,0.2985,1,6,79,737,101,582
4567,3,0,7,4,0.62,0.6212,0.53,0.2537,0,6,68,594,178,750
4568,3,0,7,5,0.6,0.6212,0.56,0.2239,6,28,9,892,124,647
4569,3,0,7,6,0.6,0.6061,0.6,0.2239,14,130,85,750,195,716
4570,3,0,7,7,0.62,0.6212,0.53,0.2537,23,334,83,696,15,517
4571,3,0,7,8,0.64,0.6212,0.5,0.3582,53,486,41,748,95,731
4572,3,0,7,9,0.68,0.6364,0.47,0.2836,29,224,59,835,28,556
4573,3,0,7,10,0.7,0.6364,0.42,0.2537,32,127,63,660,116,516
4574,3,0,7,11,0.72,0.6515,0.37,0.2239,38,148,51,838,231,619
4575,3,0,7,12,0.74,0.6515,0.35,0.2537,51,223,39,845,156,553
4576,3,0,7,13,0.76,0.6667,0.33,0.3284,39,177,5,932,44,508
4577,3,0,7,14,0.74,0.6515,0.35,0.2836,49,178,0,675,147,588
4578,3,0,7,15,0.76,0.6667,0.33,0.2985,42,180,2,869,3,618
4579,3,0,7,16,0.76,0.6667,0.33,0.1343,43,274,87,734,180,669
4580,3,0,7,17,0.74,0.6515,0.37,0.1343,78,595,71,905,73,662
4581,3,0,7,18,0.72,0.6515,0.42,0.194,94,578,56,887,51,575
4582,3,0,7,19,0.72,0.6515,0.39,0.2239,67,400,47,837,40,712
4583,3,0,7,20,0.7,0.6364,0.42,0.2239,81,348,58,952,60,695
4584,3,0,7,21,0.66,0.6212,0.5,0.1343,58,261,89,679,63,712
4585,3,0,7,22,0.64,0.6212,0.57,0.0896,42,176,95,634,103,522
4586,3,0,7,23,0.64,0.6061,0.65,0.2537,27,124,71,543,108,739
4587,3,0,7,0,0.62,0.5909,0.73,0.2239,23,80,12,725,23,609
4588,3,0,7,1,0.62,0.5909,0.73,0.194,7,20,55,680,26,551
4589,3,0,7,2,0.6,0.5758,0.78,0.1642,16,38,95,946,139,686
4590,3,0,7,3,0.6,0.5909,0.73,0.194,1,7,31,786,127,623
4591,3,0,7,4,0.6,0.5909,0.73,0.1642,2,10,75,549,212,527
4592,3,0,7,5,0.6,0.5909,0.73,0.1343,7,23,81,621,175,610
4593,3,0,7,6,0.6,0.5909,0.73,0.1045,12,120,56,721,187,721
4594,3,0,7,7,0.64,0.6061,0.65,0.1045,17,274,65,522,166,705
4595,3,0,7,8,0.64,0.6061,0.65,0.2537,50,564,50,683,97,522
4596,3,0,7,9,0.68,0.6364,0.54,0.194,31,207,17,759,92,605
4597,3,0,7,10,0.66,0.6212,0.61,0.1642,59,166,57,521,140,595
4598,3,0,7,11,0.7,0.6515,0.54,0.1343,73,210,98,907,137,568
4599,3,0,7,12,0.7,0.6515,0.48,0.194,61,238,17,940,77,512
4600,3,0,7,13,0.7,0.6515,0.54,0.194,85,247,49,809,161,642
4601,3,0,7,14,0.7,0.6515,0.51,0.194,105,265,83,654,181,546
4602,3,0,7,15,0.72,0.6515,0.45,0.1642,74,237,33,650,49,622
4603,3,0,7,16,0.72,0.6667,0.51,0.194,96,361,7,544,148,696
4604,3,0,7,17,0.74,0.6667,0.42,0.2537,104,587,82,850,2,737
4605,3,0,7,18,0.72,0.6515,0.45,0.2239,102,496,17,535,187,745
4606,3,0,7,19,0.7,0.6364,0.45,0.2239,114,394,95,699,249,607
4607,3,0,7,20,0.7,0.6515,0.51,0.2239,92,343,33,668,68,552
4608,3,0,7,21,0.66,0.6212,0.54,0.1045,75,261,53,664,101,578
4609,3,0,7,22,0.66,0.6212,0.57,0.2239,71,223,20,525,120,716
4610,3,0,7,23,0.64,0.6212,0.61,0.1642,41,167,0,615,225,541
4611,3,0,7,0,0.62,0.6061,0.65,0.194,42,110,80,645,232,653
4612,3,0,7,1,0.6,0.5909,0.69,0.1045,24,75,97,998,89,568
4613,3,0,7,2,0.6,0.5909,0.73,0.1343,10,58,5,946,244,750
4614,3,0,7,3,0.6,0.5758,0.78,0.1343,6,26,49,508,22,612
4615,3,0,7,4,0.6,0.5909,0.73,0.0896,9,16,6,619,176,568
4616,3,0,7,5,0.58,0.5455,0.78,0.0896,4,10,72,758,46,701
4617,3,0,7,6,0.6,0.5758,0.78,0.1642,16,37,12,763,211,686
4618,3,0,7,7,0.62,0.5909,0.73,0.1343,14,52,77,835,46,535
4619,3,0,7,8,0.66,0.6212,0.65,0.1642,37,127,39,755,126,714
4620,3,0,7,9,0.7,0.6515,0.54,0.2239,72,222,5,771,191,578
4621,3,0,7,10,0.72,0.6667,0.54,0.194,114,322,58,560,104,620
4622,3,0,7,11,0.74,0.6667,0.48,0.2239,171,396,73,927,95,553
4623,3,0,7,12,0.76,0.6818,0.43,0.2836,187,463,6,507,7,705
4624,3,0,7,13,0.76,0.6818,0.45,0.2985,221,497,86,506,45,534
4625,3,0,7,14,0.74,0.6667,0.45,0.2985,201,433,8,777,21,567
4626,3,0,7,15,0.76,0.6818,0.45,0.3284,205,428,20,861,179,553
4627,3,0,7,16,0.76,0.6818,0.45,0.2836,183,425,57,569,23,534
4628,3,0,7,17,0.76,0.6818,0.45,0.2239,234,475,13,725,96,727
4629,3,0,7,18,0.76,0.6818,0.45,0.2836,185,428,67,858,214,554
4630,3,0,7,19,0.74,0.6818,0.48,0.194,164,406,75,577,241,503
4631,3,0,7,20,0.72,0.6667,0.51,0.2239,108,296,93,507,146,538
4632,3,0,7,21,0.7,0.6515,0.58,0.2239,85,252,9,963,39,715
4633,3,0,7,22,0.7,0.6515,0.65,0.2836,65,201,84,806,215,520
4634,3,0,7,23,0.68,0.6364,0.61,0.2239,61,168,68,778,162,585
4635,3,0,7,0,0.66,0.6212,0.65,0.2239,34,125,83,709,82,551
4636,3,0,7,1,0.64,0.6061,0.69,0.194,16,102,45,944,24,639
4637,3,0,7,2,0.64,0.6061,0.69,0.2239,28,94,94,560,201,709
4638,3,0,7,3,0.64,0.6061,0.69,0.2239,21,47,37,645,97,710
4639,3,0,7,4,0.62,0.5909,0.73,0.1642,4,10,7,867,51,611
4640,3,0,7,5,0.64,0.6061,0.69,0.2239,4,12,15,992,41,507
4641,3,0,7,6,0.62,0.5909,0.73,0.1642,10,21,73,557,13,618
4642,3,0,7,7,0.64,0.6061,0.73,0.1642,20,50,59,825,181,527
4643,3,0,7,8,0.68,0.6364,0.65,0.2239,45,118,50,591,63,569
4644,3,0,7,9,0.72,0.6667,0.58,0.2239,74,184,87,686,50,621
4645,3,0,7,10,0.74,0.6818,0.6,0.2239,127,304,77,594,97,725
4646,3,0,7,11,0.76,0.697,0.55,0.2836,147,391,90,991,156,670
4647,3,0,7,12,0.76,0.697,0.55,0.2836,177,420,72,544,44,504
4648,3,0,7,13,0.8,0.7424,0.49,0.2985,200,472,28,862,22,583
4649,3,0,7,14,0.8,0.7424,0.49,0.3582,168,430,97,718,8,563
4650,3,0,7,15,0.82,0.7424,0.43,0.2985,129,324,40,889,215,698
4651,3,0,7,16,0.8,0.7273,0.46,0.2985,129,317,2,835,13,738
4652,3,0,7,17,0.8,0.7424,0.49,0.3881,133,369,40,567,32,740
4653,3,0,7,18,0.8,0.7273,0.46,0.2985,147,390,13,926,77,675
4654,3,0,7,19,0.76,0.697,0.55,0.2836,145,379,87,837,86,653
4655,3,0,7,20,0.76,0.7121,0.58,0.2537,85,262,77,943,224,603
4656,3,0,7,21,0.74,0.6818,0.62,0.2239,59,207,20,915,35,740
4657,3,0,7,22,0.72,0.6818,0.66,0.2239,65,181,16,589,233,621
4658,3,0,7,23,0.7,0.6667,0.74,0.1343,39,93,63,643,81,543
4659,3,0,7,0,0.7,0.6667,0.74,0.1343,21,51,3,756,244,746
4660,3,0,7,1,0.7,0.6667,0.74,0.2239,17,25,68,638,182,724
4661,3,0,7,2,0.66,0.6061,0.83,0.2239,2,10,18,808,188,619
4662,3,0,7,3,0.66,0.6061,0.78,0.194,3,7,70,566,138,521
4663,3,0,7,4,0.64,0.5909,0.78,0.1642,1,4,13,996,148,684
4664,3,0,7,5,0.64,0.5909,0.78,0.1045,2,17,32,895,89,539
4665,3,0,7,6,0.64,0.5758,0.83,0.1045,10,105,98,629,238,553
4666,3,0,7,7,0.68,0.6364,0.74,0.2239,22,277,58,557,118,574
4667,3,0,7,8,0.7,0.6515,0.7,0.194,18,347,81,838,35,559
4668,3,0,7,9,0.74,0.697,0.67,0.2239,33,203,62,621,57,568
4669,3,0,7,10,0.76,0.7121,0.62,0.194,52,130,5,523,112,632
4670,3,0,7,11,0.8,0.7576,0.55,0.0896,42,141,58,938,187,659
4671,3,0,7,12,0.8,0.7727,0.59,0.194,39,165,25,832,211,500
4672,3,0,7,13,0.82,0.7879,0.56,0.2537,27,152,49,765,57,599
4673,3,0,7,14,0.82,0.7879,0.56,0.3284,32,138,81,827,250,565
4674,3,0,7,15,0.84,0.803,0.53,0.3284,53,164,67,789,71,558
4675,3,0,7,16,0.84,0.803,0.53,0.2836,45,265,23,573,53,564
4676,3,0,7,17,0.84,0.7879,0.49,0.3284,72,545,69,986,79,589
4677,3,0,7,18,0.82,0.7727,0.49,0.3582,80,558,13,531,217,509
4678,3,0,7,19,0.8,0.7576,0.55,0.2239,63,398,22,982,173,518
4679,3,0,7,20,0.78,0.7424,0.59,0.2239,91,323,13,579,4,677
4680,3,0,7,21,0.74,0.697,0.66,0.194,48,202,41,595,241,675
4681,3,0,7,22,0.76,0.7273,0.66,0.2239,36,140,11,830,149,533
4682,3,0,7,23,0.74,0.697,0.66,0.1642,32,91,67,985,156,570
4683,3,0,7,0,0.74,0.697,0.66,0.1045,25,51,95,502,47,548
4684,3,0,7,1,0.74,0.697,0.66,0.1343,7,13,5,925,129,681
4685,3,0,7,2,0.72,0.6818,0.7,0.1642,9,13,86,543,62,552
4686,3,0,7,3,0.72,0.6818,0.7,0.1642,2,3,61,957,41,718
