instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature_y_3,feature_y_3,feature_y_3
4112,3,0,6,5,0.62,0.6061,0.61,0.1343,6,14,20,2744.0,0.5227541141700891
4113,3,0,6,6,0.64,0.6212,0.57,0.2239,12,29,24,24389.0,10.590792759495987
4114,3,0,6,7,0.64,0.6212,0.57,0.2836,7,42,32,74088.0,0.6445680044638951
4115,3,0,6,8,0.7,0.6515,0.48,0.2537,27,112,87,1404928.0,5.612234025512922
4116,3,0,6,9,0.72,0.6515,0.45,0.2537,47,186,35,6434856.0,1.7488102347630208
4117,3,0,6,10,0.72,0.6515,0.45,0.194,99,302,83,27543608.0,0.5080359962611123
4118,3,0,6,11,0.74,0.6667,0.42,0,122,331,39,36264691.0,0.5092180208714154
4119,3,0,6,12,0.74,0.6515,0.4,0.2836,140,392,98,60236288.0,2.3440166611427986
4120,3,0,6,13,0.74,0.6515,0.4,0.2836,140,371,89,51064811.0,0.5376143475480764
4121,3,0,6,14,0.74,0.6667,0.45,0.2985,151,383,61,56181887.0,29.513995986914356
4122,3,0,6,15,0.74,0.6667,0.45,0,157,392,4,60236288.0,4.111884294479769
4123,3,0,6,16,0.76,0.6818,0.43,0.2985,175,410,94,68921000.0,1.3249455192268595
4124,3,0,6,17,0.74,0.6667,0.42,0.2239,152,399,90,63521199.0,0.5279840346175494
4125,3,0,6,18,0.72,0.6515,0.45,0.2537,108,307,7,28934443.0,0.6035051827052901
4126,3,0,6,19,0.72,0.6667,0.48,0.2836,121,375,89,52734375.0,0.5376143475480764
4127,3,0,6,20,0.7,0.6515,0.48,0.194,74,269,42,19465109.0,11.979139227322584
4128,3,0,6,21,0.68,0.6364,0.51,0.1642,62,202,75,8242408.0,1.633404121532299
4129,3,0,6,22,0.68,0.6364,0.47,0.194,61,187,22,6539203.0,1.0089303546212294
4130,3,0,6,23,0.66,0.6212,0.5,0.2985,49,179,64,5735339.0,0.5208262701161901
4131,3,0,6,0,0.64,0.6212,0.53,0,30,115,50,1520875.0,1.3557021544363344
4132,3,0,6,1,0.64,0.6212,0.53,0.1045,17,90,61,729000.0,29.513995986914356
4133,3,0,6,2,0.62,0.6212,0.57,0.1045,17,87,71,658503.0,0.5125433048899948
4134,3,0,6,3,0.6,0.6061,0.64,0.1045,12,34,76,39304.0,0.6385257158828442
4135,3,0,6,4,0.6,0.6061,0.64,0.0896,3,11,59,1331.0,0.6109713317819904
4136,3,0,6,5,0.6,0.6061,0.64,0,3,12,71,1728.0,0.5125433048899948
4137,3,0,6,6,0.6,0.6061,0.64,0,7,20,16,8000.0,1.4043036899381962
4138,3,0,6,7,0.62,0.6061,0.61,0,24,51,70,132651.0,0.5637325966004665
4139,3,0,6,8,0.64,0.6212,0.61,0.194,29,107,66,1225043.0,1.0272753459349424
4140,3,0,6,9,0.66,0.6212,0.54,0.0896,75,206,40,8741816.0,0.573028742574676
4141,3,0,6,10,0.72,0.6667,0.48,0.1045,136,332,36,36594368.0,121.63753475026189
4142,3,0,6,11,0.72,0.6515,0.45,0.1343,127,346,1,41421736.0,0.5430441251857795
4143,3,0,6,12,0.74,0.6515,0.4,0.1642,175,443,92,86938307.0,4.534449634384539
4144,3,0,6,13,0.74,0.6515,0.4,0,197,442,72,86350888.0,0.7975605094780727
4145,3,0,6,14,0.74,0.6515,0.4,0.1343,197,443,12,86938307.0,2.15783677484981
4146,3,0,6,15,0.74,0.6515,0.4,0,174,403,63,65450827.0,0.8566369271513424
4147,3,0,6,16,0.74,0.6667,0.42,0.194,177,455,93,94196375.0,19.33568064408107
4148,3,0,6,17,0.72,0.6515,0.42,0.1642,178,421,94,74618461.0,1.3249455192268595
4149,3,0,6,18,0.72,0.6515,0.45,0.2537,117,382,70,55742968.0,0.5637325966004665
4150,3,0,6,19,0.72,0.6667,0.48,0.1343,89,317,86,31855013.0,13.064798934155936
4151,3,0,6,20,0.7,0.6515,0.48,0.1045,55,213,52,9663597.0,0.503365605112174
4152,3,0,6,21,0.7,0.6515,0.54,0.1045,48,183,99,6128487.0,1260.7704250424647
4153,3,0,6,22,0.7,0.6515,0.51,0,19,114,62,1481544.0,3.8340720458680737
4154,3,0,6,23,0.7,0.6515,0.54,0.0896,14,78,10,474552.0,2.193083986739962
4155,3,0,6,0,0.64,0.6061,0.73,0.2836,7,32,84,32768.0,0.5769706814181332
4156,3,0,6,1,0.62,0.5909,0.78,0.1343,4,15,52,3375.0,0.503365605112174
4157,3,0,6,2,0.62,0.5909,0.78,0.1343,3,6,51,216.0,0.5987202322070889
4158,3,0,6,3,0.62,0.5909,0.78,0.1343,0,2,30,8.0,83.55352537043731
4159,3,0,6,4,0.6,0.5606,0.83,0.1642,1,9,0,729.0,1.0
4160,3,0,6,5,0.62,0.5758,0.83,0.1642,1,22,61,10648.0,29.513995986914356
4161,3,0,6,6,0.62,0.5909,0.78,0.1642,4,94,46,830584.0,0.5258208681509198
4162,3,0,6,7,0.64,0.6061,0.73,0.2239,14,261,55,17779581.0,4084.5228050458813
4163,3,0,6,8,0.66,0.6212,0.74,0.194,29,447,78,89314623.0,0.6605113804923478
4164,3,0,6,9,0.72,0.6667,0.54,0,37,187,96,6539203.0,0.5041370124924979
4165,3,0,6,10,0.72,0.6667,0.54,0.1343,55,150,67,3375000.0,6.921372193247372
4166,3,0,6,11,0.7,0.6515,0.58,0,55,150,13,3375000.0,0.7041425227235925
4167,3,0,6,12,0.72,0.6667,0.54,0,40,170,36,4913000.0,121.63753475026189
4168,3,0,6,13,0.72,0.6667,0.58,0.2239,37,164,72,4410944.0,0.7975605094780727
4169,3,0,6,14,0.72,0.6667,0.58,0.0896,58,158,64,3944312.0,0.5208262701161901
4170,3,0,6,15,0.74,0.6818,0.55,0,76,202,56,8242408.0,2.09008693583188
4171,3,0,6,16,0.74,0.6818,0.55,0.1045,53,275,8,20796875.0,0.5026746699330502
4172,3,0,6,17,0.74,0.6818,0.55,0.1343,90,604,79,220348864.0,1.798925688187395
4173,3,0,6,18,0.74,0.6667,0.51,0,79,591,44,206425071.0,0.9826059824898337
4174,3,0,6,19,0.72,0.6818,0.62,0.194,56,396,43,62099136.0,5.944410581534946
4175,3,0,6,20,0.7,0.6515,0.65,0.1045,54,305,40,28372625.0,0.573028742574676
4176,3,0,6,21,0.7,0.6515,0.65,0,52,242,50,14172488.0,1.3557021544363344
4177,3,0,6,22,0.68,0.6364,0.69,0,33,145,56,3048625.0,2.09008693583188
4178,3,0,6,23,0.68,0.6364,0.69,0,16,81,0,531441.0,1.0
4179,3,0,6,0,0.66,0.6061,0.78,0.1343,5,30,85,27000.0,1.213703616753761
4180,3,0,6,1,0.66,0.6212,0.74,0,5,13,64,2197.0,0.5208262701161901
4181,3,0,6,2,0.66,0.6212,0.74,0,2,11,83,1331.0,0.5080359962611123
4182,3,0,6,3,0.66,0.6212,0.74,0,0,2,15,8.0,0.6059548980890475
4183,3,0,6,4,0.66,0.6212,0.74,0,1,8,11,512.0,102109.07002447755
4184,3,0,6,5,0.66,0.6061,0.78,0,1,21,8,9261.0,0.5026746699330502
4185,3,0,6,6,0.66,0.6061,0.83,0.1642,7,124,49,1906624.0,21.622861843277043
4186,3,0,6,7,0.68,0.6364,0.83,0.194,27,347,56,41781923.0,2.09008693583188
4187,3,0,6,8,0.7,0.6667,0.79,0.1642,39,456,30,94818816.0,83.55352537043731
4188,3,0,6,9,0.74,0.697,0.7,0,38,246,84,14886936.0,0.5769706814181332
4189,3,0,6,10,0.8,0.7424,0.49,0.1642,45,157,70,3869893.0,0.5637325966004665
4190,3,0,6,11,0.82,0.7576,0.46,0,49,167,70,4657463.0,0.5637325966004665
4191,3,0,6,12,0.84,0.7727,0.47,0.2239,41,202,27,8242408.0,0.5111492047520422
4192,3,0,6,13,0.84,0.7576,0.44,0,33,189,83,6751269.0,0.5080359962611123
4193,3,0,6,14,0.86,0.7879,0.44,0.2239,43,160,59,4096000.0,0.6109713317819904
4194,3,0,6,15,0.86,0.7879,0.41,0,39,166,87,4574296.0,5.612234025512922
4195,3,0,6,16,0.86,0.803,0.47,0.2836,41,261,34,17779581.0,0.6539868700870936
4196,3,0,6,17,0.82,0.7879,0.56,0.2836,70,579,32,194104539.0,0.6445680044638951
4197,3,0,6,18,0.8,0.7576,0.55,0.2985,68,504,88,128024064.0,0.9658118980490871
4198,3,0,6,19,0.74,0.6818,0.58,0.4627,44,299,29,26730899.0,2.9729510585814833
4199,3,0,6,20,0.74,0.6818,0.62,0,50,296,1,25934336.0,0.5430441251857795
4200,3,0,6,21,0.74,0.697,0.66,0.2836,31,195,75,7414875.0,1.633404121532299
4201,3,0,6,22,0.7,0.6515,0.7,0.2985,30,134,74,2406104.0,67.32311401195065
4202,3,0,6,23,0.7,0.6515,0.7,0.2836,23,81,70,531441.0,0.5637325966004665
4203,3,0,6,0,0.68,0.6364,0.79,0.2836,11,36,10,46656.0,2.193083986739962
4204,3,0,6,1,0.68,0.6364,0.79,0.2985,10,28,41,21952.0,1.1885273858987428
4205,3,0,6,2,0.66,0.6061,0.83,0.2239,7,16,56,4096.0,2.09008693583188
4206,3,0,6,3,0.66,0.6061,0.83,0.1045,2,5,21,125.0,0.5444678790179037
4207,3,0,6,4,0.66,0.6061,0.83,0.1045,0,5,53,125.0,0.7163707881255232
4208,3,0,6,5,0.64,0.5758,0.83,0.194,3,22,100,10648.0,2.025790915867646
4209,3,0,6,6,0.66,0.6212,0.69,0.2985,12,116,68,1560896.0,9.796975387185967
4210,3,0,6,7,0.7,0.6515,0.54,0.2239,18,336,84,37933056.0,0.5769706814181332
4211,3,0,6,8,0.7,0.6515,0.48,0.2836,41,540,92,157464000.0,4.534449634384539
4212,3,0,6,9,0.72,0.6515,0.45,0.3881,32,221,2,10793861.0,0.5237528663423374
4213,3,0,6,10,0.74,0.6667,0.42,0.2836,31,126,66,2000376.0,1.0272753459349424
4214,3,0,6,11,0.76,0.6667,0.35,0.2239,53,170,83,4913000.0,0.5080359962611123
4215,3,0,6,12,0.76,0.6667,0.35,0.2537,55,243,66,14348907.0,1.0272753459349424
4216,3,0,6,13,0.8,0.697,0.31,0.3284,45,231,60,12326391.0,1.4384569591461411
4217,3,0,6,14,0.8,0.697,0.31,0.194,50,188,44,6644672.0,0.9826059824898337
4218,3,0,6,15,0.82,0.7121,0.3,0.1642,43,189,18,6751269.0,4.015858573649374
4219,3,0,6,16,0.82,0.7121,0.3,0.4179,60,328,26,35287552.0,0.5673570710394846
4220,3,0,6,17,0.82,0.7121,0.26,0.4179,78,570,56,185193000.0,2.09008693583188
4221,3,0,6,18,0.8,0.697,0.29,0.2985,78,588,84,203297472.0,0.5769706814181332
4222,3,0,6,19,0.76,0.6667,0.35,0.3881,60,401,49,64481201.0,21.622861843277043
4223,3,0,6,20,0.74,0.6515,0.37,0.2985,69,333,89,36926037.0,0.5376143475480764
4224,3,0,6,21,0.72,0.6515,0.39,0.2239,26,221,51,10793861.0,0.5987202322070889
4225,3,0,6,22,0.7,0.6364,0.42,0.194,32,183,95,6128487.0,0.5940846816900167
4226,3,0,6,23,0.68,0.6364,0.47,0.194,32,129,99,2146689.0,1260.7704250424647
4227,3,0,6,0,0.66,0.6212,0.5,0.1642,15,54,12,157464.0,2.15783677484981
4228,3,0,6,1,0.64,0.6212,0.53,0.1343,13,32,60,32768.0,1.4384569591461411
4229,3,0,6,2,0.62,0.6212,0.57,0.1343,2,8,70,512.0,0.5637325966004665
4230,3,0,6,3,0.6,0.6061,0.6,0.1642,2,9,72,729.0,0.7975605094780727
4231,3,0,6,4,0.58,0.5455,0.64,0.1343,2,6,62,216.0,3.8340720458680737
4232,3,0,6,5,0.58,0.5455,0.64,0.2537,1,25,3,15625.0,0.8763320184878719
4233,3,0,6,6,0.6,0.6061,0.64,0.2537,4,123,31,1860867.0,1.6779583343684343
4234,3,0,6,7,0.62,0.6061,0.61,0.2239,29,320,78,32768000.0,0.6605113804923478
4235,3,0,6,8,0.68,0.6364,0.47,0.2239,44,555,100,170953875.0,2.025790915867646
4236,3,0,6,9,0.7,0.6364,0.42,0.2239,33,260,53,17576000.0,0.7163707881255232
4237,3,0,6,10,0.72,0.6515,0.42,0.194,35,132,37,2299968.0,2.8053491651647224
4238,3,0,6,11,0.74,0.6515,0.37,0.1343,47,169,36,4826809.0,121.63753475026189
4239,3,0,6,12,0.76,0.6667,0.35,0.1642,50,233,12,12649337.0,2.15783677484981
4240,3,0,6,13,0.76,0.6667,0.33,0.194,70,232,96,12487168.0,0.5041370124924979
4241,3,0,6,14,0.78,0.6818,0.31,0.194,46,163,30,4330747.0,83.55352537043731
4242,3,0,6,15,0.78,0.6667,0.25,0.2537,64,240,43,13824000.0,5.944410581534946
4243,3,0,6,16,0.8,0.697,0.26,0.1343,63,323,10,33698267.0,2.193083986739962
4244,3,0,6,17,0.78,0.6818,0.27,0.3582,98,594,45,209584584.0,0.5402766739296717
4245,3,0,6,18,0.76,0.6667,0.29,0.2537,114,586,75,201230056.0,1.633404121532299
4246,3,0,6,19,0.74,0.6515,0.33,0.194,89,455,84,94196375.0,0.5769706814181332
4247,3,0,6,20,0.74,0.6515,0.33,0.194,55,340,42,39304000.0,11.979139227322584
4248,3,0,6,21,0.72,0.6515,0.37,0.1045,81,323,97,33698267.0,0.7248437158702044
4249,3,0,6,22,0.7,0.6364,0.42,0.1642,43,207,88,8869743.0,0.9658118980490871
4250,3,0,6,23,0.66,0.6212,0.5,0,27,126,86,2000376.0,13.064798934155936
4251,3,0,7,0,0.66,0.6212,0.5,0,20,68,5,314432.0,24.34527915938213
4252,3,0,7,1,0.66,0.6212,0.5,0,15,31,97,29791.0,0.7248437158702044
4253,3,0,7,2,0.62,0.6061,0.69,0,6,13,56,2197.0,2.09008693583188
4254,3,0,7,3,0.64,0.6212,0.53,0,5,11,95,1331.0,0.5940846816900167
4255,3,0,7,4,0.62,0.6212,0.57,0,1,6,34,216.0,0.6539868700870936
4256,3,0,7,5,0.6,0.6061,0.64,0.1343,3,30,16,27000.0,1.4043036899381962
4257,3,0,7,6,0.62,0.6061,0.61,0.1343,11,108,89,1259712.0,0.5376143475480764
4258,3,0,7,7,0.66,0.6212,0.54,0.1045,25,243,13,14348907.0,0.7041425227235925
4259,3,0,7,8,0.7,0.6364,0.42,0.1642,39,492,12,119095488.0,2.15783677484981
4260,3,0,7,9,0.74,0.6515,0.35,0.1642,58,260,45,17576000.0,0.5402766739296717
4261,3,0,7,10,0.76,0.6667,0.33,0.1642,61,170,20,4913000.0,0.5227541141700891
4262,3,0,7,11,0.8,0.697,0.26,0,68,214,93,9800344.0,19.33568064408107
4263,3,0,7,12,0.8,0.697,0.26,0,83,263,15,18191447.0,0.6059548980890475
4264,3,0,7,13,0.8,0.6818,0.24,0,83,292,91,24897088.0,0.9041693413125955
4265,3,0,7,14,0.82,0.697,0.23,0.194,78,303,76,27818127.0,0.6385257158828442
4266,3,0,7,15,0.82,0.697,0.21,0.2537,82,381,12,55306341.0,2.15783677484981
4267,3,0,7,16,0.82,0.697,0.17,0,85,427,83,77854483.0,0.5080359962611123
4268,3,0,7,17,0.82,0.697,0.21,0.194,99,461,91,97972181.0,0.9041693413125955
4269,3,0,7,18,0.8,0.6818,0.24,0.2537,98,422,26,75151448.0,0.5673570710394846
4270,3,0,7,19,0.78,0.6667,0.25,0.194,80,318,29,32157432.0,2.9729510585814833
4271,3,0,7,20,0.72,0.6515,0.42,0.2239,84,269,61,19465109.0,29.513995986914356
4272,3,0,7,21,0.7,0.6364,0.45,0.194,69,218,12,10360232.0,2.15783677484981
4273,3,0,7,22,0.7,0.6364,0.42,0,49,222,92,10941048.0,4.534449634384539
4274,3,0,7,23,0.68,0.6364,0.47,0.0896,44,140,17,2744000.0,25.90505251316606
4275,3,0,7,0,0.68,0.6364,0.47,0.0896,31,115,14,1520875.0,0.5023592408312615
4276,3,0,7,1,0.66,0.6212,0.54,0,20,78,47,474552.0,0.8900177298266997
4277,3,0,7,2,0.64,0.6212,0.53,0,9,52,90,140608.0,0.5279840346175494
4278,3,0,7,3,0.64,0.6212,0.53,0,5,26,56,17576.0,2.09008693583188
4279,3,0,7,4,0.62,0.6061,0.61,0,3,11,87,1331.0,5.612234025512922
4280,3,0,7,5,0.58,0.5455,0.73,0.1045,1,14,34,2744.0,0.6539868700870936
4281,3,0,7,6,0.62,0.6061,0.69,0.1045,11,32,78,32768.0,0.6605113804923478
4282,3,0,7,7,0.64,0.6061,0.65,0,10,45,61,91125.0,29.513995986914356
4283,3,0,7,8,0.68,0.6364,0.57,0,38,132,42,2299968.0,11.979139227322584
4284,3,0,7,9,0.74,0.6667,0.51,0.0896,55,179,82,5735339.0,0.7614819393063025
4285,3,0,7,10,0.8,0.7121,0.36,0,103,271,21,19902511.0,0.5444678790179037
4286,3,0,7,11,0.8,0.7121,0.36,0.0896,144,357,33,45499293.0,0.500022035944306
4287,3,0,7,12,0.82,0.7121,0.3,0.1343,142,374,91,52313624.0,0.9041693413125955
4288,3,0,7,13,0.82,0.7121,0.3,0.1045,178,404,90,65939264.0,0.5279840346175494
4289,3,0,7,14,0.84,0.7121,0.2,0,177,392,52,60236288.0,0.503365605112174
4290,3,0,7,15,0.86,0.7273,0.19,0.1642,168,331,37,36264691.0,2.8053491651647224
4291,3,0,7,16,0.88,0.7424,0.22,0.2239,206,398,64,63044792.0,0.5208262701161901
4292,3,0,7,17,0.84,0.7273,0.3,0.2239,179,349,95,42508549.0,0.5940846816900167
4293,3,0,7,18,0.82,0.7121,0.3,0.2836,193,383,73,56181887.0,3.0937909668046757
4294,3,0,7,19,0.8,0.697,0.33,0.2239,156,305,57,28372625.0,0.696298942266857
4295,3,0,7,20,0.76,0.6818,0.45,0.2836,136,284,15,22906304.0,0.6059548980890475
4296,3,0,7,21,0.74,0.6667,0.48,0.194,95,232,33,12487168.0,0.500022035944306
4297,3,0,7,22,0.72,0.6667,0.51,0.1642,78,201,66,8120601.0,1.0272753459349424
4298,3,0,7,23,0.72,0.6667,0.54,0.2836,66,154,99,3652264.0,1260.7704250424647
4299,3,0,7,0,0.7,0.6515,0.58,0.2239,47,144,86,2985984.0,13.064798934155936
4300,3,0,7,1,0.7,0.6515,0.61,0.1642,23,78,63,474552.0,0.8566369271513424
4301,3,0,7,2,0.7,0.6515,0.58,0.194,19,69,20,328509.0,0.5227541141700891
4302,3,0,7,3,0.68,0.6364,0.65,0.0896,8,33,56,35937.0,2.09008693583188
4303,3,0,7,4,0.68,0.6364,0.65,0.0896,3,5,33,125.0,0.500022035944306
4304,3,0,7,5,0.62,0.5758,0.83,0.194,0,1,51,1.0,0.5987202322070889
4305,3,0,7,6,0.62,0.5455,0.94,0.0896,0,3,63,27.0,0.8566369271513424
4306,3,0,7,7,0.64,0.5758,0.89,0.194,3,25,43,15625.0,5.944410581534946
4307,3,0,7,8,0.68,0.6364,0.79,0.2239,39,92,44,778688.0,0.9826059824898337
4308,3,0,7,9,0.7,0.6667,0.74,0.2537,82,181,80,5929741.0,163.63007223971312
4309,3,0,7,10,0.74,0.697,0.66,0.1642,131,264,34,18399744.0,0.6539868700870936
4310,3,0,7,11,0.76,0.7121,0.62,0.1045,215,390,6,59319000.0,1.3877622922787505
4311,3,0,7,12,0.8,0.7576,0.55,0.1045,198,404,19,65939264.0,0.869658074441806
4312,3,0,7,13,0.8,0.7727,0.59,0.2239,248,421,97,74618461.0,0.7248437158702044
4313,3,0,7,14,0.82,0.7879,0.56,0.2537,225,375,59,52734375.0,0.6109713317819904
4314,3,0,7,15,0.84,0.803,0.53,0.2985,194,376,87,53157376.0,5.612234025512922
4315,3,0,7,16,0.84,0.803,0.53,0.2985,195,414,28,70957944.0,0.7868403851802712
4316,3,0,7,17,0.8,0.7424,0.49,0.8507,181,358,18,45882712.0,4.015858573649374
4317,3,0,7,18,0.8,0.7424,0.49,0.8507,74,181,82,5929741.0,0.7614819393063025
4318,3,0,7,19,0.66,0.6061,0.83,0.194,100,183,41,6128487.0,1.1885273858987428
4319,3,0,7,20,0.66,0.6061,0.83,0,83,176,22,5451776.0,1.0089303546212294
4320,3,0,7,21,0.66,0.6061,0.83,0.1642,75,167,77,4657463.0,0.5001199891426975
4321,3,0,7,22,0.66,0.6061,0.78,0.1045,69,162,51,4251528.0,0.5987202322070889
4322,3,0,7,23,0.64,0.5758,0.83,0.1642,70,147,80,3176523.0,163.63007223971312
4323,3,0,7,0,0.64,0.5758,0.83,0.1343,63,140,31,2744000.0,1.6779583343684343
4324,3,0,7,1,0.64,0.5758,0.83,0.0896,43,119,13,1685159.0,0.7041425227235925
4325,3,0,7,2,0.64,0.5758,0.83,0,33,63,98,250047.0,2.3440166611427986
4326,3,0,7,3,0.64,0.5909,0.78,0,13,26,56,17576.0,2.09008693583188
4327,3,0,7,4,0.66,0.6061,0.78,0.0896,8,12,15,1728.0,0.6059548980890475
4328,3,0,7,5,0.64,0.5758,0.83,0.1343,1,4,28,64.0,0.7868403851802712
4329,3,0,7,6,0.64,0.5758,0.89,0.1642,5,16,72,4096.0,0.7975605094780727
4330,3,0,7,7,0.66,0.6061,0.83,0.1343,17,36,92,46656.0,4.534449634384539
4331,3,0,7,8,0.7,0.6667,0.74,0.1045,42,86,37,636056.0,2.8053491651647224
4332,3,0,7,9,0.72,0.6818,0.66,0.0896,142,238,99,13481272.0,1260.7704250424647
4333,3,0,7,10,0.76,0.697,0.55,0.0896,166,280,44,21952000.0,0.9826059824898337
4334,3,0,7,11,0.76,0.697,0.55,0.0896,177,349,15,42508549.0,0.6059548980890475
4335,3,0,7,12,0.78,0.7121,0.52,0,237,447,71,89314623.0,0.5125433048899948
4336,3,0,7,13,0.78,0.7121,0.49,0,242,423,61,75686967.0,29.513995986914356
4337,3,0,7,14,0.8,0.7273,0.46,0,235,408,73,67917312.0,3.0937909668046757
4338,3,0,7,15,0.82,0.7424,0.43,0.0896,224,408,47,67917312.0,0.8900177298266997
4339,3,0,7,16,0.82,0.7424,0.41,0,236,452,67,92345408.0,6.921372193247372
4340,3,0,7,17,0.8,0.7273,0.46,0,240,436,80,82881856.0,163.63007223971312
4341,3,0,7,18,0.8,0.7273,0.46,0.1343,222,418,72,73034632.0,0.7975605094780727
4342,3,0,7,19,0.78,0.7121,0.49,0.1642,170,375,83,52734375.0,0.5080359962611123
4343,3,0,7,20,0.76,0.697,0.55,0.1045,195,386,41,57512456.0,1.1885273858987428
4344,3,0,7,21,0.74,0.6818,0.62,0.1045,195,457,8,95443993.0,0.5026746699330502
4345,3,0,7,22,0.74,0.6818,0.62,0.1343,115,326,41,34645976.0,1.1885273858987428
4346,3,0,7,23,0.72,0.6818,0.7,0.1045,44,138,96,2628072.0,0.5041370124924979
4347,3,0,7,0,0.7,0.6515,0.65,0.1642,19,55,2,166375.0,0.5237528663423374
4348,3,0,7,1,0.7,0.6515,0.65,0.1045,15,39,46,59319.0,0.5258208681509198
4349,3,0,7,2,0.66,0.6212,0.74,0.0896,8,13,65,2197.0,0.5473967051355444
4350,3,0,7,3,0.66,0.6212,0.74,0.2239,1,8,45,512.0,0.5402766739296717
4351,3,0,7,4,0.66,0.6212,0.69,0.1642,1,5,19,125.0,0.869658074441806
4352,3,0,7,5,0.66,0.6212,0.69,0,1,20,51,8000.0,0.5987202322070889
4353,3,0,7,6,0.66,0.6212,0.74,0.0896,3,94,98,830584.0,2.3440166611427986
4354,3,0,7,7,0.7,0.6515,0.65,0.0896,22,270,86,19683000.0,13.064798934155936
4355,3,0,7,8,0.72,0.6818,0.62,0.1343,41,432,75,80621568.0,1.633404121532299
4356,3,0,7,9,0.74,0.6818,0.58,0.1343,50,227,73,11697083.0,3.0937909668046757
4357,3,0,7,10,0.76,0.697,0.52,0.1045,55,139,56,2685619.0,2.09008693583188
4358,3,0,7,11,0.78,0.697,0.46,0.1045,75,172,18,5088448.0,4.015858573649374
4359,3,0,7,12,0.8,0.7273,0.43,0.1045,71,201,62,8120601.0,3.8340720458680737
4360,3,0,7,13,0.82,0.7424,0.43,0.1045,67,203,23,8365427.0,6.50281329350808
4361,3,0,7,14,0.8,0.7424,0.49,0.1642,66,178,94,5639752.0,1.3249455192268595
4362,3,0,7,15,0.82,0.7424,0.43,0,51,162,15,4251528.0,0.6059548980890475
4363,3,0,7,16,0.82,0.7576,0.46,0.1045,79,281,78,22188041.0,0.6605113804923478
4364,3,0,7,17,0.82,0.7576,0.46,0.1045,79,545,65,161878625.0,0.5473967051355444
4365,3,0,7,18,0.8,0.7576,0.55,0.1642,70,496,40,122023936.0,0.573028742574676
4366,3,0,7,19,0.8,0.7727,0.59,0.1343,71,368,95,49836032.0,0.5940846816900167
4367,3,0,7,20,0.76,0.7273,0.66,0.1045,59,284,2,22906304.0,0.5237528663423374
4368,3,0,7,21,0.78,0.7424,0.62,0.2537,77,245,74,14706125.0,67.32311401195065
4369,3,0,7,22,0.76,0.7273,0.66,0.2239,31,155,41,3723875.0,1.1885273858987428
4370,3,0,7,23,0.74,0.697,0.66,0.1642,19,73,7,389017.0,0.6035051827052901
4371,3,0,7,0,0.72,0.697,0.74,0.194,11,37,62,50653.0,3.8340720458680737
4372,3,0,7,1,0.7,0.6667,0.74,0.1343,4,15,94,3375.0,1.3249455192268595
4373,3,0,7,2,0.7,0.6667,0.79,0.0896,1,5,96,125.0,0.5041370124924979
4374,3,0,7,3,0.7,0.6667,0.79,0,0,6,35,216.0,1.7488102347630208
4375,3,0,7,4,0.68,0.6364,0.83,0.0896,0,6,38,216.0,0.7713855584154635
4376,3,0,7,5,0.68,0.6364,0.83,0.0896,5,35,75,42875.0,1.633404121532299
4377,3,0,7,6,0.7,0.6667,0.79,0.0896,9,121,5,1771561.0,24.34527915938213
4378,3,0,7,7,0.72,0.697,0.79,0,24,312,45,30371328.0,0.5402766739296717
4379,3,0,7,8,0.72,0.697,0.74,0.1045,31,428,53,78402752.0,0.7163707881255232
4380,3,0,7,9,0.7,0.6667,0.79,0.194,31,189,60,6751269.0,1.4384569591461411
4381,3,0,7,10,0.7,0.6667,0.79,0.0896,13,43,4,79507.0,4.111884294479769
4382,3,0,7,11,0.72,0.697,0.74,0,24,127,20,2048383.0,0.5227541141700891
4383,3,0,7,12,0.74,0.697,0.66,0.0896,38,152,61,3511808.0,29.513995986914356
4384,3,0,7,13,0.74,0.697,0.7,0.1045,33,140,64,2744000.0,0.5208262701161901
4385,3,0,7,14,0.76,0.7273,0.66,0.2836,50,163,51,4330747.0,0.5987202322070889
4386,3,0,7,15,0.76,0.7273,0.7,0.2836,55,185,24,6331625.0,10.590792759495987
4387,3,0,7,16,0.76,0.7273,0.7,0.2537,57,275,54,20796875.0,2.266489527055483
4388,3,0,7,17,0.78,0.7424,0.59,0.2239,79,596,79,211708736.0,1.798925688187395
4389,3,0,7,18,0.76,0.7121,0.62,0.194,77,563,6,178453547.0,1.3877622922787505
4390,3,0,7,19,0.74,0.697,0.7,0.2239,71,394,25,61162984.0,1.1525407907094694
4391,3,0,7,20,0.72,0.697,0.74,0.2537,55,312,49,30371328.0,21.622861843277043
4392,3,0,7,21,0.7,0.6667,0.79,0.194,66,241,30,13997521.0,83.55352537043731
4393,3,0,7,22,0.7,0.6667,0.79,0.194,30,186,75,6434856.0,1.633404121532299
4394,3,0,7,23,0.68,0.6364,0.83,0.2239,20,98,88,941192.0,0.9658118980490871
4395,3,0,7,0,0.66,0.5909,0.89,0.1343,6,35,22,42875.0,1.0089303546212294
4396,3,0,7,1,0.66,0.5909,0.89,0.194,2,16,82,4096.0,0.7614819393063025
4397,3,0,7,2,0.66,0.5909,0.89,0.194,1,8,89,512.0,0.5376143475480764
4398,3,0,7,3,0.64,0.5606,0.94,0.1045,2,4,45,64.0,0.5402766739296717
4399,3,0,7,4,0.64,0.5758,0.89,0.1045,0,4,5,64.0,24.34527915938213
