instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature_y_1
5560,3,0,8,13,0.76,0.6818,0.48,0.4179,56,236,40
5561,3,0,8,14,0.76,0.6818,0.48,0.4179,77,204,86
5562,3,0,8,15,0.76,0.6818,0.48,0.4478,63,204,76
5563,3,0,8,16,0.76,0.697,0.52,0.4179,49,271,55
5564,3,0,8,17,0.76,0.697,0.52,0.3582,83,567,15
5565,3,0,8,18,0.74,0.6818,0.55,0.2985,102,621,64
5566,3,0,8,19,0.74,0.6818,0.55,0.2985,93,440,0
5567,3,0,8,20,0.72,0.6667,0.58,0.2985,45,334,50
5568,3,0,8,21,0.7,0.6515,0.61,0.3582,47,236,33
5569,3,0,8,22,0.7,0.6515,0.65,0.3582,41,181,52
5570,3,0,8,23,0.68,0.6364,0.69,0.2985,16,70,78
5571,3,0,8,0,0.68,0.6364,0.74,0.2985,11,52,67
5572,3,0,8,1,0.68,0.6364,0.69,0.3881,4,15,52
5573,3,0,8,2,0.68,0.6364,0.69,0.3881,3,5,77
5574,3,0,8,3,0.66,0.6212,0.74,0.3284,2,4,13
5575,3,0,8,4,0.66,0.6061,0.78,0.3881,1,7,58
5576,3,0,8,5,0.66,0.6061,0.83,0.4179,1,26,75
5577,3,0,8,6,0.66,0.6061,0.83,0.3284,1,102,93
5578,3,0,8,7,0.68,0.6364,0.79,0.3284,17,313,6
5579,3,0,8,8,0.7,0.6667,0.74,0.2985,23,484,85
5580,3,0,8,9,0.72,0.6818,0.7,0.2985,21,162,71
5581,3,0,8,10,0.74,0.697,0.66,0.2985,37,142,72
5582,3,0,8,11,0.7,0.6667,0.79,0,39,151,96
5583,3,0,8,12,0.7,0.6667,0.79,0,9,41,53
5584,3,0,8,13,0.7,0.6667,0.79,0.1045,7,37,93
5585,3,0,8,14,0.72,0.697,0.74,0,27,113,67
5586,3,0,8,15,0.74,0.697,0.7,0,28,132,80
5587,3,0,8,16,0.72,0.7121,0.84,0,16,121,62
5588,3,0,8,17,0.72,0.7121,0.84,0,28,312,51
5589,3,0,8,18,0.72,0.7121,0.84,0.1343,31,408,100
5590,3,0,8,19,0.66,0.6061,0.78,0.3284,31,272,93
5591,3,0,8,20,0.64,0.5909,0.78,0.3582,33,225,18
5592,3,0,8,21,0.64,0.5909,0.78,0.2836,29,187,86
5593,3,0,8,22,0.62,0.5758,0.83,0,21,147,6
5594,3,0,8,23,0.62,0.5758,0.83,0.0896,15,84,66
5595,3,0,8,0,0.62,0.5758,0.83,0.1343,9,51,31
5596,3,0,8,1,0.62,0.5758,0.83,0,10,23,55
5597,3,0,8,2,0.62,0.5606,0.88,0.1343,4,20,21
5598,3,0,8,3,0.6,0.5455,0.88,0.1045,3,11,79
5599,3,0,8,4,0.62,0.5606,0.88,0,2,8,65
5600,3,0,8,5,0.62,0.5606,0.88,0,3,26,76
5601,3,0,8,6,0.62,0.5606,0.88,0,5,105,87
5602,3,0,8,7,0.64,0.5758,0.83,0,3,266,96
5603,3,0,8,8,0.66,0.6061,0.83,0.1045,17,404,44
5604,3,0,8,9,0.7,0.6667,0.74,0,39,230,55
5605,3,0,8,10,0.74,0.697,0.66,0.0896,34,123,27
5606,3,0,8,11,0.76,0.7121,0.62,0,63,214,95
5607,3,0,8,12,0.76,0.7273,0.66,0.1045,70,243,71
5608,3,0,8,13,0.78,0.7424,0.59,0.1045,72,237,11
5609,3,0,8,14,0.8,0.7727,0.59,0,55,219,100
5610,3,0,8,15,0.8,0.7727,0.59,0.194,53,249,37
5611,3,0,8,16,0.78,0.7424,0.62,0.1045,50,343,56
5612,3,0,8,17,0.74,0.7121,0.74,0.2537,56,489,65
5613,3,0,8,18,0.74,0.7121,0.74,0.1343,40,410,55
5614,3,0,8,19,0.72,0.697,0.79,0.1045,55,290,29
5615,3,0,8,20,0.72,0.697,0.79,0.0896,39,222,22
5616,3,0,8,21,0.72,0.697,0.79,0.1642,38,190,72
5617,3,0,8,22,0.72,0.697,0.79,0.1045,26,152,30
5618,3,0,8,23,0.7,0.6667,0.84,0.0896,22,136,8
5619,3,0,8,0,0.7,0.6667,0.84,0.1045,33,145,1
5620,3,0,8,1,0.7,0.6667,0.84,0.1642,13,64,7
5621,3,0,8,2,0.7,0.6667,0.84,0.194,18,77,39
5622,3,0,8,3,0.7,0.6667,0.84,0.2239,8,30,16
5623,3,0,8,4,0.7,0.6667,0.84,0.2239,1,4,97
5624,3,0,8,5,0.7,0.6667,0.84,0.2985,1,12,63
5625,3,0,8,6,0.7,0.6667,0.84,0.2985,3,18,54
5626,3,0,8,7,0.7,0.6667,0.84,0.3582,2,28,38
5627,3,0,8,8,0.7,0.6667,0.84,0.2537,14,76,27
5628,3,0,8,9,0.7,0.6667,0.84,0.4179,28,156,57
5629,3,0,8,10,0.7,0.6667,0.79,0.4627,51,205,43
5630,3,0,8,11,0.66,0.5909,0.89,0.4179,15,88,71
5631,3,0,8,12,0.66,0.6061,0.83,0.4925,11,76,65
5632,3,0,8,13,0.66,0.6061,0.83,0.3881,10,43,70
5633,3,0,8,14,0.64,0.5758,0.89,0.5522,4,23,23
5634,3,0,8,15,0.64,0.5758,0.89,0.5522,2,30,100
5635,3,0,8,16,0.64,0.5758,0.89,0.5224,10,24,24
5636,3,0,8,17,0.64,0.5758,0.89,0.8358,2,16,79
5637,3,0,8,7,0.62,0.5758,0.83,0.3582,0,1,80
5638,3,0,8,8,0.62,0.5758,0.83,0.4179,2,8,56
5639,3,0,8,9,0.66,0.6212,0.74,0.4179,7,53,20
5640,3,0,8,10,0.7,0.6515,0.61,0.6119,27,142,66
5641,3,0,8,11,0.7,0.6515,0.58,0.3881,59,237,36
5642,3,0,8,12,0.74,0.6667,0.51,0.3881,88,306,26
5643,3,0,8,13,0.76,0.6818,0.45,0.3582,129,431,44
5644,3,0,8,14,0.78,0.697,0.43,0.4179,157,447,43
5645,3,0,8,15,0.78,0.697,0.43,0.3582,155,469,80
5646,3,0,8,16,0.8,0.7121,0.36,0.3881,196,491,72
5647,3,0,8,17,0.76,0.6818,0.4,0.2985,145,398,59
5648,3,0,8,18,0.74,0.6667,0.42,0.2239,145,402,39
5649,3,0,8,19,0.72,0.6667,0.48,0.1045,140,387,75
5650,3,0,8,20,0.72,0.6515,0.45,0.1045,64,214,77
5651,3,0,8,21,0.66,0.6212,0.61,0.1343,60,186,3
5652,3,0,8,22,0.64,0.6061,0.69,0.1045,25,98,22
5653,3,0,8,23,0.62,0.5909,0.73,0.1045,16,64,17
5654,3,0,8,0,0.62,0.5909,0.73,0.1045,13,34,49
5655,3,0,8,1,0.6,0.5909,0.69,0.1045,5,20,90
5656,3,0,8,2,0.6,0.5909,0.69,0.194,8,13,67
5657,3,0,8,3,0.6,0.5909,0.69,0.1045,1,6,1
5658,3,0,8,4,0.56,0.5303,0.68,0.1343,0,3,61
5659,3,0,8,5,0.56,0.5303,0.73,0.1343,0,17,40
5660,3,0,8,6,0.56,0.5303,0.73,0.1343,3,102,86
5661,3,0,8,7,0.6,0.6061,0.6,0.2239,11,284,94
5662,3,0,8,8,0.62,0.6212,0.57,0.2537,20,404,97
5663,3,0,8,9,0.62,0.6212,0.53,0.2537,22,188,29
5664,3,0,8,10,0.66,0.6212,0.47,0.2239,42,115,63
5665,3,0,8,11,0.66,0.6212,0.47,0.1642,38,138,32
5666,3,0,8,12,0.68,0.6364,0.44,0.1642,48,207,61
5667,3,0,8,13,0.7,0.6364,0.39,0,48,218,52
5668,3,0,8,14,0.7,0.6364,0.42,0,55,182,67
5669,3,0,8,15,0.7,0.6364,0.42,0.1642,56,220,40
5670,3,0,8,16,0.72,0.6515,0.42,0.1642,56,282,57
5671,3,0,8,17,0.7,0.6364,0.47,0.2239,67,591,35
5672,3,0,8,18,0.66,0.6212,0.47,0.2537,60,547,57
5673,3,0,8,19,0.66,0.6212,0.47,0.2537,50,367,85
5674,3,0,8,20,0.64,0.6212,0.53,0.1642,50,277,52
5675,3,0,8,21,0.64,0.6212,0.53,0.194,34,202,24
5676,3,0,8,22,0.62,0.6212,0.57,0.1343,23,142,24
5677,3,0,8,23,0.6,0.6061,0.6,0.0896,19,75,16
5678,3,0,8,0,0.56,0.5303,0.73,0.1343,10,27,63
5679,3,0,8,1,0.56,0.5303,0.68,0.1045,6,13,48
5680,3,0,8,2,0.54,0.5152,0.73,0.1045,2,10,64
5681,3,0,8,3,0.54,0.5152,0.73,0.194,2,4,4
5682,3,0,8,4,0.52,0.5,0.77,0.1642,0,6,10
5683,3,0,8,5,0.52,0.5,0.77,0.0896,1,28,43
5684,3,0,8,6,0.54,0.5152,0.73,0.1045,4,119,70
5685,3,0,8,7,0.56,0.5303,0.68,0.1343,19,357,71
5686,3,0,8,8,0.62,0.6212,0.57,0.1343,34,493,66
5687,3,0,8,9,0.66,0.6212,0.5,0.2239,38,218,93
5688,3,0,8,10,0.7,0.6364,0.39,0.2239,28,137,36
5689,3,0,8,11,0.72,0.6515,0.37,0.194,60,175,83
5690,3,0,8,12,0.72,0.6515,0.37,0,65,237,30
5691,3,0,8,13,0.74,0.6515,0.35,0.1045,59,229,9
5692,3,0,8,14,0.74,0.6515,0.33,0.1642,58,209,61
5693,3,0,8,15,0.74,0.6515,0.35,0.2239,34,196,14
5694,3,0,8,16,0.74,0.6515,0.37,0.1642,42,337,15
5695,3,0,8,17,0.72,0.6515,0.42,0.194,62,611,75
5696,3,0,8,18,0.7,0.6364,0.45,0.1642,60,576,75
5697,3,0,8,19,0.66,0.6212,0.5,0.0896,68,465,93
5698,3,0,8,20,0.66,0.6212,0.5,0,39,298,99
5699,3,0,8,21,0.64,0.6061,0.65,0.0896,43,223,71
5700,3,0,8,22,0.62,0.6061,0.61,0,22,143,56
5701,3,0,8,23,0.62,0.6061,0.61,0,19,93,48
5702,3,0,8,0,0.6,0.5909,0.69,0,8,32,65
5703,3,0,8,1,0.6,0.5909,0.69,0,2,15,48
5704,3,0,8,2,0.56,0.5303,0.73,0,1,6,26
5705,3,0,8,3,0.56,0.5303,0.78,0,2,6,73
5706,3,0,8,4,0.56,0.5303,0.73,0,0,5,71
5707,3,0,8,5,0.54,0.5152,0.83,0.0896,2,27,96
5708,3,0,8,6,0.54,0.5152,0.77,0,4,111,7
5709,3,0,8,7,0.6,0.5758,0.78,0,12,328,94
5710,3,0,8,8,0.62,0.6061,0.69,0,27,467,33
5711,3,0,8,9,0.64,0.6061,0.69,0.0896,27,244,77
5712,3,0,8,10,0.7,0.6364,0.45,0.1045,33,138,72
5713,3,0,8,11,0.72,0.6515,0.42,0.1343,28,171,79
5714,3,0,8,12,0.74,0.6667,0.43,0.1343,68,260,86
5715,3,0,8,13,0.74,0.6515,0.37,0.1045,39,221,6
5716,3,0,8,14,0.74,0.6515,0.4,0.1343,48,196,54
5717,3,0,8,15,0.74,0.6515,0.4,0.1343,34,172,84
5718,3,0,8,16,0.74,0.6667,0.42,0.1343,46,309,47
5719,3,0,8,17,0.72,0.6515,0.45,0.1343,83,608,17
5720,3,0,8,18,0.7,0.6515,0.51,0.2239,70,565,25
5721,3,0,8,19,0.84,0.7727,0.47,0.2537,53,446,19
5722,3,0,8,20,0.66,0.6212,0.57,0.1343,30,289,74
5723,3,0,8,21,0.66,0.6212,0.61,0.0896,27,201,80
5724,3,0,8,22,0.64,0.6061,0.69,0,20,157,28
5725,3,0,8,23,0.6,0.5758,0.78,0.1045,24,84,52
5726,3,0,9,0,0.6,0.5758,0.78,0.1045,18,51,77
5727,3,0,9,1,0.6,0.5909,0.73,0.0896,7,21,50
5728,3,0,9,2,0.58,0.5455,0.78,0.0896,14,25,95
5729,3,0,9,3,0.58,0.5455,0.78,0.0896,7,14,69
5730,3,0,9,4,0.56,0.5303,0.83,0.0896,0,7,38
5731,3,0,9,5,0.56,0.5303,0.73,0.0896,1,23,5
5732,3,0,9,6,0.6,0.5758,0.78,0,2,105,7
5733,3,0,9,7,0.6,0.5758,0.78,0,7,342,74
5734,3,0,9,8,0.62,0.5909,0.73,0.1343,31,498,58
5735,3,0,9,9,0.64,0.6061,0.69,0.1045,29,207,84
5736,3,0,9,10,0.68,0.6364,0.61,0.1343,46,138,34
5737,3,0,9,11,0.72,0.6667,0.51,0.1343,51,192,30
5738,3,0,9,12,0.72,0.6667,0.51,0.1343,64,229,72
5739,3,0,9,13,0.72,0.6667,0.48,0.0896,50,219,76
5740,3,0,9,14,0.72,0.6667,0.54,0.2537,54,198,66
5741,3,0,9,15,0.72,0.6667,0.51,0.1343,39,174,79
5742,3,0,9,16,0.74,0.6667,0.51,0.194,55,308,94
5743,3,0,9,17,0.72,0.6667,0.54,0.2537,61,628,54
5744,3,0,9,18,0.72,0.6667,0.54,0.2239,69,531,34
5745,3,0,9,19,0.7,0.6515,0.58,0.1642,79,443,15
5746,3,0,9,20,0.66,0.6212,0.61,0.2239,33,280,75
5747,3,0,9,21,0.66,0.6212,0.57,0.194,17,177,66
5748,3,0,9,22,0.66,0.6212,0.57,0.2239,34,179,77
5749,3,0,9,23,0.64,0.6061,0.65,0.2537,15,126,9
5750,3,0,9,0,0.64,0.6061,0.65,0.194,6,64,41
5751,3,0,9,1,0.62,0.5909,0.73,0.1045,4,32,65
5752,3,0,9,2,0.62,0.5909,0.73,0.1045,9,20,3
5753,3,0,9,3,0.6,0.5606,0.83,0.1642,4,8,39
5754,3,0,9,4,0.6,0.5606,0.83,0.0896,2,4,95
5755,3,0,9,5,0.6,0.5606,0.83,0.1343,0,20,51
5756,3,0,9,6,0.6,0.5606,0.83,0.1343,3,76,9
5757,3,0,9,7,0.6,0.5606,0.83,0.1045,6,259,25
5758,3,0,9,8,0.62,0.5909,0.78,0.194,22,456,36
5759,3,0,9,9,0.62,0.5758,0.83,0.1045,30,220,78
5760,3,0,9,10,0.64,0.6061,0.76,0.1642,34,140,74
5761,3,0,9,11,0.66,0.6212,0.74,0.1045,51,192,38
5762,3,0,9,12,0.66,0.6212,0.69,0.2239,82,260,39
5763,3,0,9,13,0.68,0.6364,0.65,0.1343,72,279,100
5764,3,0,9,14,0.7,0.6515,0.61,0.1045,75,283,5
5765,3,0,9,15,0.7,0.6515,0.61,0.2537,69,346,52
5766,3,0,9,16,0.7,0.6515,0.61,0.1343,82,381,100
5767,3,0,9,17,0.68,0.6364,0.65,0.1642,78,455,67
5768,3,0,9,18,0.68,0.6364,0.65,0.194,50,355,76
5769,3,0,9,19,0.66,0.6212,0.69,0.1343,67,287,52
5770,3,0,9,20,0.64,0.6061,0.73,0,38,196,77
5771,3,0,9,21,0.64,0.6061,0.73,0.0896,28,149,26
5772,3,0,9,22,0.64,0.6061,0.73,0.1642,33,147,69
5773,3,0,9,23,0.64,0.6061,0.73,0.1642,30,98,5
5774,3,0,9,0,0.64,0.6061,0.73,0.1045,22,87,79
5775,3,0,9,1,0.64,0.6061,0.69,0.2537,17,74,60
5776,3,0,9,2,0.64,0.6061,0.69,0.2239,15,41,54
5777,3,0,9,3,0.62,0.5909,0.73,0.1642,17,35,76
5778,3,0,9,4,0.62,0.5909,0.73,0.1642,3,7,83
5779,3,0,9,5,0.62,0.6061,0.69,0.194,3,12,5
5780,3,0,9,6,0.62,0.5909,0.73,0.1642,4,23,21
5781,3,0,9,7,0.62,0.5909,0.73,0.194,5,38,34
5782,3,0,9,8,0.64,0.6061,0.69,0.1642,24,89,67
5783,3,0,9,9,0.66,0.6212,0.69,0.2537,83,201,28
5784,3,0,9,10,0.66,0.6212,0.65,0.2537,90,258,0
5785,3,0,9,11,0.66,0.6212,0.69,0.2836,66,194,11
5786,3,0,9,12,0.7,0.6515,0.61,0.2239,97,257,85
5787,3,0,9,13,0.7,0.6515,0.65,0.2239,153,353,45
5788,3,0,9,14,0.72,0.6818,0.66,0.1642,204,380,41
5789,3,0,9,15,0.72,0.6818,0.7,0.1642,187,388,22
5790,3,0,9,16,0.72,0.6818,0.7,0.194,186,374,91
5791,3,0,9,17,0.72,0.6818,0.7,0.2239,170,371,5
5792,3,0,9,18,0.72,0.6818,0.7,0.1642,160,339,16
5793,3,0,9,19,0.7,0.6667,0.74,0.1343,147,295,11
5794,3,0,9,20,0.7,0.6667,0.79,0.1642,99,219,5
5795,3,0,9,21,0.68,0.6364,0.83,0.1343,71,164,54
5796,3,0,9,22,0.68,0.6364,0.83,0.1045,66,162,4
5797,3,0,9,23,0.66,0.6212,0.85,0.1343,46,123,37
5798,3,0,9,0,0.66,0.5909,0.89,0.194,33,109,65
5799,3,0,9,1,0.66,0.6061,0.83,0.1343,37,75,61
5800,3,0,9,2,0.66,0.6061,0.83,0.194,17,60,38
5801,3,0,9,3,0.64,0.5758,0.89,0.194,20,43,74
5802,3,0,9,4,0.64,0.5758,0.83,0.1642,0,4,57
5803,3,0,9,5,0.64,0.5758,0.83,0.1343,1,6,78
5804,3,0,9,6,0.64,0.5758,0.84,0.2239,0,3,76
5805,3,0,9,7,0.66,0.6061,0.78,0.194,10,30,59
5806,3,0,9,8,0.66,0.6061,0.78,0.1642,21,70,84
5807,3,0,9,9,0.66,0.6061,0.78,0.1642,87,189,27
5808,3,0,9,10,0.7,0.6667,0.74,0.1343,150,297,13
5809,3,0,9,11,0.74,0.697,0.7,0.1642,174,337,11
5810,3,0,9,12,0.76,0.7273,0.66,0.1642,214,435,12
5811,3,0,9,13,0.78,0.7424,0.62,0.2836,245,419,73
5812,3,0,9,14,0.78,0.7576,0.66,0.3284,205,361,94
5813,3,0,9,15,0.78,0.7576,0.66,0.2836,218,410,20
5814,3,0,9,16,0.8,0.7727,0.59,0.2239,196,337,7
5815,3,0,9,17,0.76,0.7273,0.66,0.2239,204,376,96
5816,3,0,9,18,0.76,0.7273,0.66,0.194,187,356,62
5817,3,0,9,19,0.74,0.697,0.7,0.194,178,328,85
5818,3,0,9,20,0.74,0.697,0.7,0.2985,104,229,49
5819,3,0,9,21,0.72,0.697,0.74,0.2537,104,207,4
5820,3,0,9,22,0.72,0.697,0.74,0.2836,70,155,78
5821,3,0,9,23,0.72,0.6818,0.7,0.1642,46,104,31
5822,3,0,9,0,0.7,0.6667,0.74,0.2239,31,97,40
5823,3,0,9,1,0.68,0.6364,0.79,0.1045,19,54,32
5824,3,0,9,2,0.68,0.6364,0.79,0.1642,17,39,46
5825,3,0,9,3,0.68,0.6364,0.74,0.2985,4,16,53
5826,3,0,9,4,0.68,0.6364,0.69,0.2836,3,8,95
5827,3,0,9,5,0.66,0.6212,0.74,0.1642,2,6,87
5828,3,0,9,6,0.66,0.6212,0.74,0.1343,6,11,68
5829,3,0,9,7,0.66,0.6212,0.74,0.1642,11,41,27
5830,3,0,9,8,0.66,0.6061,0.78,0.194,45,101,33
5831,3,0,9,9,0.68,0.6364,0.74,0.1642,63,152,22
5832,3,0,9,10,0.7,0.6515,0.7,0.1642,107,244,71
5833,3,0,9,11,0.7,0.6667,0.74,0.1642,101,308,48
5834,3,0,9,12,0.72,0.6818,0.7,0.194,141,353,81
5835,3,0,9,13,0.74,0.697,0.7,0.1343,154,389,48
5836,3,0,9,14,0.74,0.697,0.7,0.1642,145,357,36
5837,3,0,9,15,0.68,0.6364,0.79,0.2836,111,253,69
5838,3,0,9,16,0.68,0.6364,0.79,0.2836,92,284,29
5839,3,0,9,17,0.66,0.5909,0.89,0.1045,37,114,51
5840,3,0,9,18,0.66,0.5909,0.89,0.0896,31,123,30
5841,3,0,9,19,0.66,0.5909,0.94,0.1045,52,175,67
5842,3,0,9,20,0.66,0.5909,0.94,0.2537,26,82,48
5843,3,0,9,21,0.66,0.5909,0.94,0.2985,20,60,56
5844,3,0,9,22,0.6,0.5455,0.88,0.5821,15,64,13
5845,3,0,9,23,0.56,0.5303,0.88,0.3881,3,20,6
5846,3,0,9,0,0.54,0.5152,0.94,0.3582,1,8,3
5847,3,0,9,2,0.54,0.5152,0.94,0.2537,0,2,74
5848,3,0,9,3,0.54,0.5152,0.94,0.2985,1,1,54
5849,3,0,9,4,0.54,0.5152,0.94,0.2985,1,4,6
5850,3,0,9,5,0.54,0.5152,0.88,0.3582,1,21,76
5851,3,0,9,6,0.54,0.5152,0.88,0.3284,0,72,44
5852,3,0,9,7,0.54,0.5152,0.83,0.3582,6,172,31
5853,3,0,9,8,0.54,0.5152,0.83,0.3881,15,364,72
5854,3,0,9,9,0.54,0.5152,0.81,0.4179,18,185,30
5855,3,0,9,10,0.54,0.5152,0.83,0.3582,16,106,67
5856,3,0,9,11,0.54,0.5152,0.83,0.3881,11,89,47
5857,3,0,9,12,0.54,0.5152,0.83,0.3881,16,67,6
5858,3,0,9,13,0.54,0.5152,0.88,0.2985,5,29,32
5859,3,0,9,14,0.54,0.5152,0.88,0.2836,3,24,53
5860,3,0,9,15,0.54,0.5152,0.94,0.3881,18,89,0
5861,3,0,9,16,0.54,0.5152,0.94,0.3881,11,106,46
5862,3,0,9,17,0.54,0.5152,0.88,0.3881,15,291,3
5863,3,0,9,18,0.54,0.5152,0.88,0.3881,22,373,52
5864,3,0,9,19,0.54,0.5152,0.88,0.4179,12,281,4
5865,3,0,9,20,0.54,0.5152,0.88,0.2985,13,163,88
5866,3,0,9,21,0.54,0.5152,0.88,0.2836,12,121,2
5867,3,0,9,22,0.54,0.5152,0.94,0.3284,5,84,81
5868,3,0,9,23,0.54,0.5152,0.94,0.2537,2,58,12
5869,3,0,9,0,0.54,0.5152,0.94,0.2239,1,13,59
5870,3,0,9,1,0.54,0.5152,0.94,0.2537,2,5,58
5871,3,0,9,2,0.54,0.5152,0.94,0.2239,2,6,42
5872,3,0,9,3,0.56,0.5303,0.94,0.1343,1,2,34
5873,3,0,9,4,0.56,0.5303,0.94,0.1642,0,4,28
5874,3,0,9,5,0.56,0.5303,1,0.1343,1,16,87
5875,3,0,9,6,0.6,0.5455,0.88,0.1045,1,75,51
5876,3,0,9,7,0.6,0.5455,0.88,0.0896,3,86,41
5877,3,0,9,8,0.62,0.5455,0.94,0.0896,9,328,37
5878,3,0,9,9,0.6,0.5455,0.88,0.1343,14,190,53
5879,3,0,9,10,0.6,0.5455,0.88,0.1343,3,66,55
5880,3,0,9,11,0.6,0.5152,0.94,0,1,10,22
5881,3,0,9,12,0.56,0.5303,0.94,0,1,22,37
5882,3,0,9,13,0.6,0.5455,0.88,0,2,11,14
5883,3,0,9,14,0.6,0.5152,0.93,0,1,25,45
5884,3,0,9,15,0.62,0.5455,0.94,0.1045,3,58,24
5885,3,0,9,16,0.64,0.5758,0.89,0,7,144,25
5886,3,0,9,17,0.64,0.5758,0.89,0,21,285,92
5887,3,0,9,18,0.64,0.5758,0.89,0,18,237,85
5888,3,0,9,19,0.64,0.5758,0.89,0,14,226,64
5889,3,0,9,20,0.64,0.5758,0.89,0.0896,3,96,15
5890,3,0,9,21,0.64,0.5758,0.89,0.0896,4,38,86
5891,3,0,9,22,0.62,0.5455,0.94,0.1642,3,29,93
5892,3,0,9,23,0.62,0.5455,0.94,0.194,3,24,16
5893,3,0,9,0,0.6,0.5,1,0.194,3,14,49
5894,3,0,9,1,0.62,0.5455,0.94,0.1045,0,4,73
5895,3,0,9,3,0.62,0.5455,0.94,0,0,2,23
5896,3,0,9,4,0.62,0.5455,0.94,0.0896,0,3,1
5897,3,0,9,5,0.62,0.5455,0.94,0.0896,1,14,71
5898,3,0,9,6,0.62,0.5455,0.94,0.1642,1,56,45
5899,3,0,9,7,0.62,0.5455,0.94,0.1045,7,179,19
5900,3,0,9,8,0.62,0.5455,0.94,0.1343,7,195,58
5901,3,0,9,9,0.62,0.5152,1,0.2537,4,69,78
5902,3,0,9,10,0.64,0.5606,0.94,0.1045,8,65,14
5903,3,0,9,11,0.64,0.5606,0.94,0.2239,16,98,91
5904,3,0,9,12,0.66,0.5909,0.94,0.2239,17,102,3
5905,3,0,9,13,0.68,0.6364,0.83,0.3881,14,126,2
5906,3,0,9,14,0.7,0.6667,0.79,0.3582,15,120,6
5907,3,0,9,15,0.66,0.5909,0.89,0.2985,24,139,42
5908,3,0,9,16,0.64,0.5606,0.94,0.2836,5,156,19
5909,3,0,9,17,0.64,0.5606,0.94,0.2836,11,113,93
5910,3,0,9,18,0.64,0.5606,0.94,0.3582,2,68,62
5911,3,0,9,19,0.62,0.5152,1,0.3284,1,52,24
5912,3,0,9,20,0.62,0.5455,0.94,0.1642,6,89,73
5913,3,0,9,21,0.64,0.5606,0.94,0.1045,6,82,98
5914,3,0,9,22,0.62,0.5152,1,0.0896,5,70,66
5915,3,0,9,23,0.62,0.5152,1,0.0896,0,26,43
5916,3,0,9,0,0.64,0.5606,0.94,0.194,1,16,4
5917,3,0,9,1,0.62,0.5152,1,0.1642,0,8,71
5918,3,0,9,2,0.62,0.5152,1,0.2537,1,8,100
5919,3,0,9,3,0.62,0.5455,0.94,0.2537,1,2,5
5920,3,0,9,4,0.62,0.5455,0.94,0.1642,0,3,6
5921,3,0,9,5,0.62,0.5455,0.94,0.1343,0,14,36
5922,3,0,9,6,0.62,0.5152,1,0.1343,3,57,36
5923,3,0,9,7,0.62,0.5152,1,0.2537,4,108,48
5924,3,0,9,8,0.62,0.5455,0.94,0.1642,12,288,10
5925,3,0,9,9,0.62,0.5455,0.94,0.1642,5,136,25
5926,3,0,9,10,0.62,0.5152,1,0,2,29,90
5927,3,0,9,11,0.62,0.5455,0.94,0,6,72,46
5928,3,0,9,12,0.64,0.5606,0.94,0,4,75,8
5929,3,0,9,13,0.7,0.6667,0.79,0.0896,14,122,33
5930,3,0,9,14,0.72,0.697,0.74,0.0896,29,148,48
5931,3,0,9,15,0.74,0.697,0.66,0,27,188,45
5932,3,0,9,16,0.74,0.697,0.66,0.1343,41,285,94
5933,3,0,9,17,0.7,0.6667,0.79,0.2537,54,505,84
5934,3,0,9,18,0.7,0.6667,0.79,0.194,33,410,32
5935,3,0,9,19,0.66,0.5909,0.89,0.1642,33,349,65
5936,3,0,9,20,0.64,0.5606,0.94,0.0896,30,210,23
5937,3,0,9,21,0.66,0.5909,0.89,0,49,203,10
5938,3,0,9,22,0.62,0.5455,0.94,0,33,160,30
5939,3,0,9,23,0.62,0.5455,0.94,0.0896,35,148,75
5940,3,0,9,0,0.62,0.5455,0.94,0,32,116,21
5941,3,0,9,1,0.62,0.5455,0.94,0,16,83,1
5942,3,0,9,2,0.6,0.5,0.97,0.1045,18,64,18
5943,3,0,9,3,0.58,0.5455,1,0.1343,8,37,2
5944,3,0,9,4,0.58,0.5455,0.94,0.0896,3,7,90
5945,3,0,9,5,0.58,0.5455,0.94,0.1343,2,8,0
5946,3,0,9,6,0.58,0.5455,0.94,0.1642,0,6,88
5947,3,0,9,7,0.6,0.5455,0.88,0.1343,9,52,22
5948,3,0,9,8,0.62,0.5758,0.83,0.1642,16,119,83
5949,3,0,9,9,0.64,0.5909,0.78,0.2985,39,207,31
5950,3,0,9,10,0.7,0.6515,0.65,0.2537,85,318,88
5951,3,0,9,11,0.72,0.6818,0.62,0.2537,108,360,83
5952,3,0,9,12,0.72,0.6818,0.62,0.2239,144,404,31
5953,3,0,9,13,0.74,0.6818,0.55,0.2836,131,370,7
5954,3,0,9,14,0.74,0.6818,0.55,0.2836,129,359,64
5955,3,0,9,15,0.74,0.6818,0.55,0.2239,217,480,11
5956,3,0,9,16,0.74,0.6818,0.55,0.194,170,431,3
5957,3,0,9,17,0.74,0.6818,0.55,0.2239,185,460,79
5958,3,0,9,18,0.72,0.6667,0.58,0.194,119,360,41
5959,3,0,9,19,0.7,0.6515,0.58,0.1343,101,315,4
5960,3,0,9,20,0.66,0.6212,0.69,0.1045,78,245,67
5961,3,0,9,21,0.64,0.5909,0.78,0.0896,59,230,76
5962,3,0,9,22,0.64,0.5909,0.78,0,49,175,28
5963,3,0,9,23,0.62,0.5606,0.88,0,32,139,77
5964,3,0,9,0,0.62,0.5606,0.88,0,29,108,52
