instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature_y_2,feature_y_2
5374,3,0,8,19,0.74,0.6667,0.48,0.194,56,376,99,53157376.0
5375,3,0,8,20,0.74,0.6667,0.51,0,48,280,95,21952000.0
5376,3,0,8,21,0.72,0.6667,0.54,0,38,215,46,9938375.0
5377,3,0,8,22,0.7,0.6515,0.61,0,31,152,37,3511808.0
5378,3,0,8,23,0.66,0.6212,0.65,0.1343,20,77,41,456533.0
5379,3,0,8,0,0.66,0.6212,0.69,0.0896,8,24,19,13824.0
5380,3,0,8,1,0.64,0.6061,0.73,0.1642,2,14,86,2744.0
5381,3,0,8,2,0.66,0.6212,0.69,0,0,6,94,216.0
5382,3,0,8,3,0.64,0.5909,0.78,0,1,5,72,125.0
5383,3,0,8,4,0.64,0.6061,0.73,0,0,5,86,125.0
5384,3,0,8,5,0.64,0.6061,0.73,0,0,28,12,21952.0
5385,3,0,8,6,0.62,0.5909,0.78,0,4,105,12,1157625.0
5386,3,0,8,7,0.66,0.6212,0.65,0.0896,12,308,12,29218112.0
5387,3,0,8,8,0.7,0.6515,0.54,0.1642,35,487,70,115501303.0
5388,3,0,8,9,0.74,0.6667,0.48,0.0896,31,209,40,9129329.0
5389,3,0,8,10,0.76,0.6818,0.43,0.0896,27,118,69,1643032.0
5390,3,0,8,11,0.78,0.697,0.43,0.1045,20,128,83,2097152.0
5391,3,0,8,12,0.8,0.7273,0.43,0.2836,26,189,54,6751269.0
5392,3,0,8,13,0.8,0.7121,0.41,0.194,38,176,21,5451776.0
5393,3,0,8,14,0.82,0.7273,0.36,0.1642,54,192,7,7077888.0
5394,3,0,8,15,0.8,0.7273,0.43,0.1343,42,159,46,4019679.0
5395,3,0,8,16,0.82,0.7424,0.43,0.2239,62,300,67,27000000.0
5396,3,0,8,17,0.8,0.7424,0.49,0.2239,46,552,54,168196608.0
5397,3,0,8,18,0.76,0.697,0.55,0.2537,86,556,9,171879616.0
5398,3,0,8,19,0.76,0.697,0.55,0.2239,50,347,77,41781923.0
5399,3,0,8,20,0.74,0.6818,0.58,0.2537,37,280,78,21952000.0
5400,3,0,8,21,0.72,0.6818,0.62,0.2239,38,230,53,12167000.0
5401,3,0,8,22,0.7,0.6515,0.65,0.194,29,171,88,5000211.0
5402,3,0,8,23,0.7,0.6515,0.65,0.2836,20,105,2,1157625.0
5403,3,0,8,0,0.68,0.6364,0.65,0.1343,18,56,59,175616.0
5404,3,0,8,1,0.66,0.6212,0.65,0.1642,13,24,80,13824.0
5405,3,0,8,2,0.66,0.6212,0.65,0.2239,2,6,77,216.0
5406,3,0,8,3,0.66,0.6212,0.69,0.2836,0,6,62,216.0
5407,3,0,8,4,0.64,0.6061,0.73,0.2239,0,9,76,729.0
5408,3,0,8,5,0.64,0.5909,0.78,0.2836,0,27,98,19683.0
5409,3,0,8,6,0.64,0.5909,0.78,0.2537,6,103,48,1092727.0
5410,3,0,8,7,0.64,0.5909,0.78,0.2985,19,308,31,29218112.0
5411,3,0,8,8,0.66,0.6212,0.74,0.2836,27,420,72,74088000.0
5412,3,0,8,9,0.72,0.6818,0.66,0.2537,42,228,99,11852352.0
5413,3,0,8,10,0.74,0.697,0.66,0.2537,37,129,86,2146689.0
5414,3,0,8,11,0.76,0.7121,0.58,0.2537,44,141,85,2803221.0
5415,3,0,8,12,0.8,0.7424,0.52,0.2836,34,173,7,5177717.0
5416,3,0,8,13,0.8,0.7424,0.52,0.3582,33,187,80,6539203.0
5417,3,0,8,14,0.82,0.7576,0.46,0.3284,67,182,50,6028568.0
5418,3,0,8,15,0.8,0.7273,0.46,0.3582,56,174,45,5268024.0
5419,3,0,8,16,0.8,0.7273,0.46,0.3582,49,245,50,14706125.0
5420,3,0,8,17,0.8,0.7273,0.46,0.2985,44,409,75,68417929.0
5421,3,0,8,18,0.76,0.697,0.55,0.2537,48,274,66,20570824.0
5422,3,0,8,19,0.66,0.6061,0.83,0.1045,26,141,42,2803221.0
5423,3,0,8,20,0.66,0.6061,0.83,0.1045,24,165,69,4492125.0
5424,3,0,8,21,0.68,0.6364,0.79,0,12,149,87,3307949.0
5425,3,0,8,22,0.7,0.6667,0.74,0.1045,18,135,40,2460375.0
5426,3,0,8,23,0.7,0.6667,0.74,0.1343,20,114,9,1481544.0
5427,3,0,8,0,0.68,0.6364,0.69,0.194,9,62,66,238328.0
5428,3,0,8,1,0.64,0.5758,0.89,0,1,20,10,8000.0
5429,3,0,8,2,0.64,0.5758,0.83,0,0,8,8,512.0
5430,3,0,8,3,0.64,0.5909,0.78,0,2,3,69,27.0
5431,3,0,8,4,0.64,0.5758,0.83,0,1,8,36,512.0
5432,3,0,8,5,0.64,0.5758,0.83,0,1,17,88,4913.0
5433,3,0,8,6,0.64,0.5758,0.83,0,2,93,84,804357.0
5434,3,0,8,7,0.66,0.6061,0.83,0.0896,12,263,49,18191447.0
5435,3,0,8,8,0.66,0.6061,0.83,0,30,398,74,63044792.0
5436,3,0,8,9,0.7,0.6515,0.65,0.1343,31,218,72,10360232.0
5437,3,0,8,10,0.72,0.6818,0.62,0.0896,57,165,47,4492125.0
5438,3,0,8,11,0.72,0.6818,0.66,0.0896,45,165,86,4492125.0
5439,3,0,8,12,0.74,0.6818,0.62,0.0896,54,222,80,10941048.0
5440,3,0,8,13,0.76,0.7121,0.62,0.194,63,232,83,12487168.0
5441,3,0,8,14,0.78,0.7273,0.55,0.194,78,220,88,10648000.0
5442,3,0,8,15,0.8,0.7424,0.49,0.1045,66,222,73,10941048.0
5443,3,0,8,16,0.8,0.7424,0.49,0,66,327,42,34965783.0
5444,3,0,8,17,0.76,0.7121,0.58,0.5224,85,527,44,146363183.0
5445,3,0,8,18,0.76,0.7121,0.58,0.5224,88,425,61,76765625.0
5446,3,0,8,19,0.62,0.5909,0.73,0.4627,33,165,18,4492125.0
5447,3,0,8,20,0.62,0.5758,0.83,0.2985,12,58,68,195112.0
5448,3,0,8,21,0.62,0.5758,0.83,0.1343,18,107,85,1225043.0
5449,3,0,8,22,0.6,0.5455,0.88,0.1343,25,122,42,1815848.0
5450,3,0,8,23,0.6,0.5455,0.88,0.0896,18,106,28,1191016.0
5451,3,0,8,0,0.6,0.5455,0.88,0,21,128,80,2097152.0
5452,3,0,8,1,0.62,0.5758,0.83,0,12,47,66,103823.0
5453,3,0,8,2,0.62,0.5909,0.78,0,10,69,57,328509.0
5454,3,0,8,3,0.62,0.5909,0.78,0,9,51,71,132651.0
5455,3,0,8,4,0.6,0.5455,0.88,0,1,7,9,343.0
5456,3,0,8,5,0.6,0.5606,0.83,0,0,8,37,512.0
5457,3,0,8,6,0.6,0.5606,0.83,0.1343,6,24,28,13824.0
5458,3,0,8,7,0.62,0.5758,0.83,0,8,44,53,85184.0
5459,3,0,8,8,0.66,0.6212,0.69,0,27,133,56,2352637.0
5460,3,0,8,9,0.7,0.6515,0.65,0,51,190,7,6859000.0
5461,3,0,8,10,0.72,0.6818,0.62,0.1045,114,306,56,28652616.0
5462,3,0,8,11,0.72,0.6667,0.58,0,115,338,26,38614472.0
5463,3,0,8,12,0.74,0.6818,0.58,0.1343,156,409,24,68417929.0
5464,3,0,8,13,0.76,0.697,0.55,0.1343,158,378,37,54010152.0
5465,3,0,8,14,0.8,0.7424,0.49,0.194,147,375,11,52734375.0
5466,3,0,8,15,0.8,0.7273,0.43,0.194,175,390,35,59319000.0
5467,3,0,8,16,0.8,0.7273,0.46,0.194,151,373,1,51895117.0
5468,3,0,8,17,0.8,0.7424,0.49,0.194,180,383,52,56181887.0
5469,3,0,8,18,0.76,0.7121,0.58,0.2537,169,394,60,61162984.0
5470,3,0,8,19,0.74,0.6818,0.62,0.194,109,291,61,24642171.0
5471,3,0,8,20,0.74,0.6818,0.62,0.2239,78,248,38,15252992.0
5472,3,0,8,21,0.72,0.6818,0.7,0.2239,81,225,86,11390625.0
5473,3,0,8,22,0.7,0.6667,0.74,0.194,77,223,10,11089567.0
5474,3,0,8,23,0.7,0.6667,0.74,0.1343,59,157,1,3869893.0
5475,3,0,8,0,0.7,0.6667,0.74,0.194,6,74,63,405224.0
5476,3,0,8,1,0.68,0.6364,0.79,0.2239,17,86,93,636056.0
5477,3,0,8,2,0.68,0.6364,0.79,0.194,13,64,56,262144.0
5478,3,0,8,3,0.66,0.6061,0.83,0.2239,25,51,13,132651.0
5479,3,0,8,4,0.68,0.6364,0.83,0.2239,1,6,45,216.0
5480,3,0,8,5,0.66,0.5909,0.89,0.2985,0,8,8,512.0
5481,3,0,8,6,0.66,0.5909,0.89,0.2836,4,14,3,2744.0
5482,3,0,8,7,0.68,0.6364,0.83,0.2985,12,31,54,29791.0
5483,3,0,8,8,0.7,0.6667,0.79,0.2239,30,92,32,778688.0
5484,3,0,8,9,0.72,0.697,0.74,0.2239,80,231,77,12326391.0
5485,3,0,8,10,0.74,0.7121,0.74,0.2537,97,274,13,20570824.0
5486,3,0,8,11,0.8,0.7879,0.63,0.2836,132,313,20,30664297.0
5487,3,0,8,12,0.82,0.803,0.59,0.2836,135,374,30,52313624.0
5488,3,0,8,13,0.8,0.7727,0.59,0.4179,94,310,57,29791000.0
5489,3,0,8,14,0.7,0.6667,0.79,0.3881,78,235,38,12977875.0
5490,3,0,8,15,0.7,0.6667,0.84,0.2836,17,68,16,314432.0
5491,3,0,8,16,0.72,0.697,0.79,0.1642,97,258,78,17173512.0
5492,3,0,8,17,0.72,0.697,0.79,0.1343,91,270,79,19683000.0
5493,3,0,8,18,0.72,0.697,0.79,0.2537,96,311,65,30080231.0
5494,3,0,8,19,0.72,0.6818,0.7,0.2537,81,282,95,22425768.0
5495,3,0,8,20,0.7,0.6667,0.79,0.2537,41,181,30,5929741.0
5496,3,0,8,21,0.7,0.6667,0.79,0.2537,45,138,13,2628072.0
5497,3,0,8,22,0.7,0.6667,0.79,0.194,37,134,56,2406104.0
5498,3,0,8,23,0.7,0.6667,0.74,0.1642,20,68,21,314432.0
5499,3,0,8,0,0.68,0.6364,0.79,0.1642,18,40,65,64000.0
5500,3,0,8,1,0.68,0.6364,0.79,0.0896,8,21,51,9261.0
5501,3,0,8,2,0.7,0.6515,0.65,0.1045,2,8,26,512.0
5502,3,0,8,3,0.7,0.6515,0.65,0.1343,0,5,100,125.0
5503,3,0,8,4,0.68,0.6364,0.65,0.194,2,12,21,1728.0
5504,3,0,8,5,0.66,0.6212,0.65,0.3582,1,24,99,13824.0
5505,3,0,8,6,0.66,0.6212,0.61,0.2985,6,112,72,1404928.0
5506,3,0,8,7,0.66,0.6212,0.61,0.3284,11,281,89,22188041.0
5507,3,0,8,8,0.66,0.6212,0.61,0.3284,20,351,8,43243551.0
5508,3,0,8,9,0.68,0.6364,0.54,0.2537,36,187,12,6539203.0
5509,3,0,8,10,0.7,0.6515,0.48,0.2836,36,121,100,1771561.0
5510,3,0,8,11,0.72,0.6515,0.34,0.3284,46,131,64,2248091.0
5511,3,0,8,12,0.74,0.6515,0.35,0.3881,54,207,5,8869743.0
5512,3,0,8,13,0.74,0.6515,0.3,0.4627,47,205,55,8615125.0
5513,3,0,8,14,0.74,0.6515,0.3,0.3881,88,225,42,11390625.0
5514,3,0,8,15,0.74,0.6515,0.3,0.2985,72,199,29,7880599.0
5515,3,0,8,16,0.74,0.6515,0.3,0.3881,66,320,27,32768000.0
5516,3,0,8,17,0.74,0.6515,0.27,0.3284,82,591,7,206425071.0
5517,3,0,8,18,0.72,0.6515,0.28,0.2985,72,609,4,225866529.0
5518,3,0,8,19,0.7,0.6364,0.3,0.2836,66,416,71,71991296.0
5519,3,0,8,20,0.66,0.6212,0.34,0.194,21,268,34,19248832.0
5520,3,0,8,21,0.64,0.6212,0.38,0.194,28,208,1,8998912.0
5521,3,0,8,22,0.64,0.6212,0.38,0.2985,32,153,40,3581577.0
5522,3,0,8,23,0.62,0.6212,0.41,0.2537,19,64,4,262144.0
5523,3,0,8,0,0.6,0.6212,0.43,0.194,13,35,94,42875.0
5524,3,0,8,1,0.58,0.5455,0.49,0.194,6,19,73,6859.0
5525,3,0,8,2,0.56,0.5303,0.52,0.194,2,6,74,216.0
5526,3,0,8,3,0.56,0.5303,0.52,0.2836,2,6,20,216.0
5527,3,0,8,4,0.54,0.5152,0.56,0.1642,0,5,25,125.0
5528,3,0,8,5,0.54,0.5152,0.56,0.194,1,36,80,46656.0
5529,3,0,8,6,0.54,0.5152,0.6,0.194,3,114,47,1481544.0
5530,3,0,8,7,0.6,0.6212,0.49,0.194,11,344,7,40707584.0
5531,3,0,8,8,0.62,0.6212,0.5,0,43,504,38,128024064.0
5532,3,0,8,9,0.66,0.6212,0.44,0,34,225,26,11390625.0
5533,3,0,8,10,0.7,0.6364,0.37,0,56,148,67,3241792.0
5534,3,0,8,11,0.7,0.6364,0.34,0.1045,62,186,53,6434856.0
5535,3,0,8,12,0.7,0.6364,0.39,0.0896,60,237,74,13312053.0
5536,3,0,8,13,0.72,0.6515,0.3,0.1045,70,234,97,12812904.0
5537,3,0,8,14,0.72,0.6515,0.3,0.0896,149,651,53,275894451.0
5538,3,0,8,15,0.72,0.6515,0.34,0.2239,178,601,31,217081801.0
5539,3,0,8,16,0.72,0.6515,0.32,0.1343,133,444,60,87528384.0
5540,3,0,8,17,0.72,0.6515,0.34,0.2239,133,472,92,105154048.0
5541,3,0,8,18,0.72,0.6515,0.34,0.194,98,519,6,139798359.0
5542,3,0,8,19,0.66,0.6212,0.5,0.2239,70,367,30,49430863.0
5543,3,0,8,20,0.64,0.6212,0.53,0.2537,54,260,42,17576000.0
5544,3,0,8,21,0.62,0.6212,0.57,0,38,211,15,9393931.0
5545,3,0,8,22,0.62,0.6212,0.57,0.1343,46,191,19,6967871.0
5546,3,0,8,23,0.62,0.6061,0.61,0.1343,19,80,60,512000.0
5547,3,0,8,0,0.62,0.6212,0.57,0.1343,9,38,20,54872.0
5548,3,0,8,1,0.6,0.6061,0.6,0.1045,7,24,93,13824.0
5549,3,0,8,2,0.58,0.5455,0.68,0.1343,2,6,53,216.0
5550,3,0,8,3,0.58,0.5455,0.68,0.1343,0,1,27,1.0
5551,3,0,8,4,0.56,0.5303,0.73,0.1045,0,7,43,343.0
5552,3,0,8,5,0.56,0.5303,0.73,0.1045,1,27,17,19683.0
5553,3,0,8,6,0.56,0.5303,0.73,0,3,108,17,1259712.0
5554,3,0,8,7,0.6,0.6061,0.64,0.0896,11,308,57,29218112.0
5555,3,0,8,8,0.62,0.6061,0.69,0.1343,32,468,82,102503232.0
5556,3,0,8,9,0.64,0.6061,0.69,0.2537,44,213,29,9663597.0
5557,3,0,8,10,0.7,0.6515,0.58,0.2836,51,146,15,3112136.0
5558,3,0,8,11,0.72,0.6667,0.54,0.2985,57,185,54,6331625.0
5559,3,0,8,12,0.74,0.6818,0.55,0.3284,60,235,46,12977875.0
5560,3,0,8,13,0.76,0.6818,0.48,0.4179,56,236,63,13144256.0
5561,3,0,8,14,0.76,0.6818,0.48,0.4179,77,204,59,8489664.0
5562,3,0,8,15,0.76,0.6818,0.48,0.4478,63,204,26,8489664.0
5563,3,0,8,16,0.76,0.697,0.52,0.4179,49,271,36,19902511.0
5564,3,0,8,17,0.76,0.697,0.52,0.3582,83,567,47,182284263.0
5565,3,0,8,18,0.74,0.6818,0.55,0.2985,102,621,42,239483061.0
5566,3,0,8,19,0.74,0.6818,0.55,0.2985,93,440,56,85184000.0
5567,3,0,8,20,0.72,0.6667,0.58,0.2985,45,334,66,37259704.0
5568,3,0,8,21,0.7,0.6515,0.61,0.3582,47,236,30,13144256.0
5569,3,0,8,22,0.7,0.6515,0.65,0.3582,41,181,100,5929741.0
5570,3,0,8,23,0.68,0.6364,0.69,0.2985,16,70,70,343000.0
5571,3,0,8,0,0.68,0.6364,0.74,0.2985,11,52,11,140608.0
5572,3,0,8,1,0.68,0.6364,0.69,0.3881,4,15,53,3375.0
5573,3,0,8,2,0.68,0.6364,0.69,0.3881,3,5,77,125.0
5574,3,0,8,3,0.66,0.6212,0.74,0.3284,2,4,23,64.0
5575,3,0,8,4,0.66,0.6061,0.78,0.3881,1,7,53,343.0
5576,3,0,8,5,0.66,0.6061,0.83,0.4179,1,26,60,17576.0
5577,3,0,8,6,0.66,0.6061,0.83,0.3284,1,102,47,1061208.0
5578,3,0,8,7,0.68,0.6364,0.79,0.3284,17,313,75,30664297.0
5579,3,0,8,8,0.7,0.6667,0.74,0.2985,23,484,85,113379904.0
5580,3,0,8,9,0.72,0.6818,0.7,0.2985,21,162,44,4251528.0
5581,3,0,8,10,0.74,0.697,0.66,0.2985,37,142,77,2863288.0
5582,3,0,8,11,0.7,0.6667,0.79,0,39,151,85,3442951.0
5583,3,0,8,12,0.7,0.6667,0.79,0,9,41,29,68921.0
5584,3,0,8,13,0.7,0.6667,0.79,0.1045,7,37,49,50653.0
5585,3,0,8,14,0.72,0.697,0.74,0,27,113,89,1442897.0
5586,3,0,8,15,0.74,0.697,0.7,0,28,132,53,2299968.0
5587,3,0,8,16,0.72,0.7121,0.84,0,16,121,45,1771561.0
5588,3,0,8,17,0.72,0.7121,0.84,0,28,312,79,30371328.0
5589,3,0,8,18,0.72,0.7121,0.84,0.1343,31,408,81,67917312.0
5590,3,0,8,19,0.66,0.6061,0.78,0.3284,31,272,79,20123648.0
5591,3,0,8,20,0.64,0.5909,0.78,0.3582,33,225,4,11390625.0
5592,3,0,8,21,0.64,0.5909,0.78,0.2836,29,187,45,6539203.0
5593,3,0,8,22,0.62,0.5758,0.83,0,21,147,41,3176523.0
5594,3,0,8,23,0.62,0.5758,0.83,0.0896,15,84,14,592704.0
5595,3,0,8,0,0.62,0.5758,0.83,0.1343,9,51,25,132651.0
5596,3,0,8,1,0.62,0.5758,0.83,0,10,23,92,12167.0
5597,3,0,8,2,0.62,0.5606,0.88,0.1343,4,20,25,8000.0
5598,3,0,8,3,0.6,0.5455,0.88,0.1045,3,11,100,1331.0
5599,3,0,8,4,0.62,0.5606,0.88,0,2,8,40,512.0
5600,3,0,8,5,0.62,0.5606,0.88,0,3,26,48,17576.0
5601,3,0,8,6,0.62,0.5606,0.88,0,5,105,17,1157625.0
5602,3,0,8,7,0.64,0.5758,0.83,0,3,266,2,18821096.0
5603,3,0,8,8,0.66,0.6061,0.83,0.1045,17,404,33,65939264.0
5604,3,0,8,9,0.7,0.6667,0.74,0,39,230,2,12167000.0
5605,3,0,8,10,0.74,0.697,0.66,0.0896,34,123,95,1860867.0
5606,3,0,8,11,0.76,0.7121,0.62,0,63,214,82,9800344.0
5607,3,0,8,12,0.76,0.7273,0.66,0.1045,70,243,45,14348907.0
5608,3,0,8,13,0.78,0.7424,0.59,0.1045,72,237,92,13312053.0
5609,3,0,8,14,0.8,0.7727,0.59,0,55,219,86,10503459.0
5610,3,0,8,15,0.8,0.7727,0.59,0.194,53,249,29,15438249.0
5611,3,0,8,16,0.78,0.7424,0.62,0.1045,50,343,53,40353607.0
5612,3,0,8,17,0.74,0.7121,0.74,0.2537,56,489,18,116930169.0
5613,3,0,8,18,0.74,0.7121,0.74,0.1343,40,410,55,68921000.0
5614,3,0,8,19,0.72,0.697,0.79,0.1045,55,290,38,24389000.0
5615,3,0,8,20,0.72,0.697,0.79,0.0896,39,222,78,10941048.0
5616,3,0,8,21,0.72,0.697,0.79,0.1642,38,190,37,6859000.0
5617,3,0,8,22,0.72,0.697,0.79,0.1045,26,152,15,3511808.0
5618,3,0,8,23,0.7,0.6667,0.84,0.0896,22,136,51,2515456.0
5619,3,0,8,0,0.7,0.6667,0.84,0.1045,33,145,34,3048625.0
5620,3,0,8,1,0.7,0.6667,0.84,0.1642,13,64,55,262144.0
5621,3,0,8,2,0.7,0.6667,0.84,0.194,18,77,51,456533.0
5622,3,0,8,3,0.7,0.6667,0.84,0.2239,8,30,93,27000.0
5623,3,0,8,4,0.7,0.6667,0.84,0.2239,1,4,73,64.0
5624,3,0,8,5,0.7,0.6667,0.84,0.2985,1,12,40,1728.0
5625,3,0,8,6,0.7,0.6667,0.84,0.2985,3,18,7,5832.0
5626,3,0,8,7,0.7,0.6667,0.84,0.3582,2,28,36,21952.0
5627,3,0,8,8,0.7,0.6667,0.84,0.2537,14,76,11,438976.0
5628,3,0,8,9,0.7,0.6667,0.84,0.4179,28,156,97,3796416.0
5629,3,0,8,10,0.7,0.6667,0.79,0.4627,51,205,1,8615125.0
5630,3,0,8,11,0.66,0.5909,0.89,0.4179,15,88,20,681472.0
5631,3,0,8,12,0.66,0.6061,0.83,0.4925,11,76,74,438976.0
5632,3,0,8,13,0.66,0.6061,0.83,0.3881,10,43,32,79507.0
5633,3,0,8,14,0.64,0.5758,0.89,0.5522,4,23,53,12167.0
5634,3,0,8,15,0.64,0.5758,0.89,0.5522,2,30,2,27000.0
5635,3,0,8,16,0.64,0.5758,0.89,0.5224,10,24,97,13824.0
5636,3,0,8,17,0.64,0.5758,0.89,0.8358,2,16,24,4096.0
5637,3,0,8,7,0.62,0.5758,0.83,0.3582,0,1,50,1.0
5638,3,0,8,8,0.62,0.5758,0.83,0.4179,2,8,60,512.0
5639,3,0,8,9,0.66,0.6212,0.74,0.4179,7,53,38,148877.0
5640,3,0,8,10,0.7,0.6515,0.61,0.6119,27,142,18,2863288.0
5641,3,0,8,11,0.7,0.6515,0.58,0.3881,59,237,35,13312053.0
5642,3,0,8,12,0.74,0.6667,0.51,0.3881,88,306,20,28652616.0
5643,3,0,8,13,0.76,0.6818,0.45,0.3582,129,431,87,80062991.0
5644,3,0,8,14,0.78,0.697,0.43,0.4179,157,447,33,89314623.0
5645,3,0,8,15,0.78,0.697,0.43,0.3582,155,469,20,103161709.0
5646,3,0,8,16,0.8,0.7121,0.36,0.3881,196,491,96,118370771.0
5647,3,0,8,17,0.76,0.6818,0.4,0.2985,145,398,97,63044792.0
5648,3,0,8,18,0.74,0.6667,0.42,0.2239,145,402,83,64964808.0
5649,3,0,8,19,0.72,0.6667,0.48,0.1045,140,387,52,57960603.0
5650,3,0,8,20,0.72,0.6515,0.45,0.1045,64,214,20,9800344.0
5651,3,0,8,21,0.66,0.6212,0.61,0.1343,60,186,53,6434856.0
5652,3,0,8,22,0.64,0.6061,0.69,0.1045,25,98,71,941192.0
5653,3,0,8,23,0.62,0.5909,0.73,0.1045,16,64,5,262144.0
5654,3,0,8,0,0.62,0.5909,0.73,0.1045,13,34,51,39304.0
5655,3,0,8,1,0.6,0.5909,0.69,0.1045,5,20,37,8000.0
5656,3,0,8,2,0.6,0.5909,0.69,0.194,8,13,17,2197.0
5657,3,0,8,3,0.6,0.5909,0.69,0.1045,1,6,63,216.0
5658,3,0,8,4,0.56,0.5303,0.68,0.1343,0,3,51,27.0
5659,3,0,8,5,0.56,0.5303,0.73,0.1343,0,17,39,4913.0
5660,3,0,8,6,0.56,0.5303,0.73,0.1343,3,102,40,1061208.0
5661,3,0,8,7,0.6,0.6061,0.6,0.2239,11,284,58,22906304.0
5662,3,0,8,8,0.62,0.6212,0.57,0.2537,20,404,78,65939264.0
5663,3,0,8,9,0.62,0.6212,0.53,0.2537,22,188,69,6644672.0
5664,3,0,8,10,0.66,0.6212,0.47,0.2239,42,115,80,1520875.0
5665,3,0,8,11,0.66,0.6212,0.47,0.1642,38,138,10,2628072.0
5666,3,0,8,12,0.68,0.6364,0.44,0.1642,48,207,59,8869743.0
5667,3,0,8,13,0.7,0.6364,0.39,0,48,218,79,10360232.0
5668,3,0,8,14,0.7,0.6364,0.42,0,55,182,21,6028568.0
5669,3,0,8,15,0.7,0.6364,0.42,0.1642,56,220,14,10648000.0
5670,3,0,8,16,0.72,0.6515,0.42,0.1642,56,282,98,22425768.0
5671,3,0,8,17,0.7,0.6364,0.47,0.2239,67,591,4,206425071.0
5672,3,0,8,18,0.66,0.6212,0.47,0.2537,60,547,61,163667323.0
5673,3,0,8,19,0.66,0.6212,0.47,0.2537,50,367,46,49430863.0
5674,3,0,8,20,0.64,0.6212,0.53,0.1642,50,277,76,21253933.0
5675,3,0,8,21,0.64,0.6212,0.53,0.194,34,202,50,8242408.0
5676,3,0,8,22,0.62,0.6212,0.57,0.1343,23,142,36,2863288.0
5677,3,0,8,23,0.6,0.6061,0.6,0.0896,19,75,45,421875.0
5678,3,0,8,0,0.56,0.5303,0.73,0.1343,10,27,51,19683.0
5679,3,0,8,1,0.56,0.5303,0.68,0.1045,6,13,55,2197.0
5680,3,0,8,2,0.54,0.5152,0.73,0.1045,2,10,41,1000.0
5681,3,0,8,3,0.54,0.5152,0.73,0.194,2,4,97,64.0
5682,3,0,8,4,0.52,0.5,0.77,0.1642,0,6,14,216.0
5683,3,0,8,5,0.52,0.5,0.77,0.0896,1,28,66,21952.0
5684,3,0,8,6,0.54,0.5152,0.73,0.1045,4,119,55,1685159.0
5685,3,0,8,7,0.56,0.5303,0.68,0.1343,19,357,67,45499293.0
5686,3,0,8,8,0.62,0.6212,0.57,0.1343,34,493,87,119823157.0
5687,3,0,8,9,0.66,0.6212,0.5,0.2239,38,218,30,10360232.0
5688,3,0,8,10,0.7,0.6364,0.39,0.2239,28,137,82,2571353.0
5689,3,0,8,11,0.72,0.6515,0.37,0.194,60,175,78,5359375.0
5690,3,0,8,12,0.72,0.6515,0.37,0,65,237,43,13312053.0
5691,3,0,8,13,0.74,0.6515,0.35,0.1045,59,229,68,12008989.0
5692,3,0,8,14,0.74,0.6515,0.33,0.1642,58,209,46,9129329.0
5693,3,0,8,15,0.74,0.6515,0.35,0.2239,34,196,82,7529536.0
5694,3,0,8,16,0.74,0.6515,0.37,0.1642,42,337,46,38272753.0
5695,3,0,8,17,0.72,0.6515,0.42,0.194,62,611,16,228099131.0
5696,3,0,8,18,0.7,0.6364,0.45,0.1642,60,576,45,191102976.0
5697,3,0,8,19,0.66,0.6212,0.5,0.0896,68,465,54,100544625.0
5698,3,0,8,20,0.66,0.6212,0.5,0,39,298,19,26463592.0
5699,3,0,8,21,0.64,0.6061,0.65,0.0896,43,223,89,11089567.0
5700,3,0,8,22,0.62,0.6061,0.61,0,22,143,55,2924207.0
5701,3,0,8,23,0.62,0.6061,0.61,0,19,93,39,804357.0
5702,3,0,8,0,0.6,0.5909,0.69,0,8,32,58,32768.0
5703,3,0,8,1,0.6,0.5909,0.69,0,2,15,75,3375.0
5704,3,0,8,2,0.56,0.5303,0.73,0,1,6,57,216.0
5705,3,0,8,3,0.56,0.5303,0.78,0,2,6,81,216.0
5706,3,0,8,4,0.56,0.5303,0.73,0,0,5,38,125.0
5707,3,0,8,5,0.54,0.5152,0.83,0.0896,2,27,31,19683.0
5708,3,0,8,6,0.54,0.5152,0.77,0,4,111,68,1367631.0
5709,3,0,8,7,0.6,0.5758,0.78,0,12,328,48,35287552.0
5710,3,0,8,8,0.62,0.6061,0.69,0,27,467,98,101847563.0
5711,3,0,8,9,0.64,0.6061,0.69,0.0896,27,244,84,14526784.0
5712,3,0,8,10,0.7,0.6364,0.45,0.1045,33,138,25,2628072.0
5713,3,0,8,11,0.72,0.6515,0.42,0.1343,28,171,3,5000211.0
5714,3,0,8,12,0.74,0.6667,0.43,0.1343,68,260,37,17576000.0
5715,3,0,8,13,0.74,0.6515,0.37,0.1045,39,221,85,10793861.0
5716,3,0,8,14,0.74,0.6515,0.4,0.1343,48,196,82,7529536.0
5717,3,0,8,15,0.74,0.6515,0.4,0.1343,34,172,81,5088448.0
5718,3,0,8,16,0.74,0.6667,0.42,0.1343,46,309,76,29503629.0
5719,3,0,8,17,0.72,0.6515,0.45,0.1343,83,608,52,224755712.0
5720,3,0,8,18,0.7,0.6515,0.51,0.2239,70,565,30,180362125.0
5721,3,0,8,19,0.84,0.7727,0.47,0.2537,53,446,52,88716536.0
5722,3,0,8,20,0.66,0.6212,0.57,0.1343,30,289,9,24137569.0
