instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature1,feature2
4891,3,0,7,16,0.86,0.7273,0.25,0.1642,40,268,71,782
4892,3,0,7,17,0.84,0.7121,0.26,0.2239,81,572,84,774
4893,3,0,7,18,0.82,0.7121,0.28,0.1045,78,541,65,838
4894,3,0,7,19,0.8,0.697,0.29,0.0896,87,375,4,618
4895,3,0,7,20,0.76,0.6818,0.45,0.2239,55,294,78,822
4896,3,0,7,21,0.74,0.6667,0.48,0.1045,49,245,83,848
4897,3,0,7,22,0.72,0.6667,0.48,0,37,180,51,740
4898,3,0,7,23,0.74,0.6667,0.45,0.0896,16,109,38,961
4899,3,0,7,0,0.7,0.6515,0.51,0.1343,14,45,63,960
4900,3,0,7,1,0.72,0.6667,0.51,0,3,29,17,578
4901,3,0,7,2,0.72,0.6667,0.54,0.1045,2,7,27,534
4902,3,0,7,3,0.72,0.6667,0.54,0,0,5,31,527
4903,3,0,7,4,0.7,0.6515,0.61,0.1045,0,6,6,664
4904,3,0,7,5,0.7,0.6515,0.65,0.1045,1,27,11,752
4905,3,0,7,6,0.7,0.6515,0.7,0.0896,6,116,77,550
4906,3,0,7,7,0.72,0.6818,0.7,0.1642,27,305,94,767
4907,3,0,7,8,0.74,0.697,0.66,0.1642,47,456,31,688
4908,3,0,7,9,0.78,0.7424,0.59,0.194,21,210,34,628
4909,3,0,7,10,0.8,0.7576,0.55,0.2836,30,116,29,645
4910,3,0,7,11,0.84,0.8182,0.56,0.2836,41,154,14,757
4911,3,0,7,12,0.84,0.803,0.53,0.2537,35,186,95,661
4912,3,0,7,13,0.86,0.803,0.47,0.2537,26,152,89,894
4913,3,0,7,14,0.84,0.7879,0.49,0.2537,27,138,1,703
4914,3,0,7,15,0.86,0.8182,0.5,0.194,22,146,40,648
4915,3,0,7,16,0.86,0.803,0.47,0.1642,42,256,61,625
4916,3,0,7,17,0.84,0.803,0.53,0.194,45,468,72,925
4917,3,0,7,18,0.84,0.8182,0.56,0.2239,55,483,83,565
4918,3,0,7,19,0.82,0.803,0.59,0.194,37,322,21,576
4919,3,0,7,20,0.8,0.7879,0.63,0.194,41,270,37,882
4920,3,0,7,21,0.78,0.7576,0.66,0.2836,31,196,78,678
4921,3,0,7,22,0.76,0.7273,0.7,0.2537,25,174,59,764
4922,3,0,7,23,0.76,0.7424,0.75,0.194,28,123,29,803
4923,3,0,7,0,0.74,0.7121,0.79,0.1642,12,57,31,733
4924,3,0,7,1,0.74,0.7121,0.79,0.1343,12,34,95,831
4925,3,0,7,2,0.74,0.7121,0.79,0,3,13,40,809
4926,3,0,7,3,0.74,0.7121,0.79,0,2,11,22,629
4927,3,0,7,4,0.72,0.7121,0.84,0.1343,2,6,66,555
4928,3,0,7,5,0.72,0.7121,0.84,0,4,27,17,937
4929,3,0,7,6,0.72,0.7121,0.84,0,7,90,20,830
4930,3,0,7,7,0.74,0.7121,0.79,0.0896,26,254,48,811
4931,3,0,7,8,0.76,0.7727,0.77,0,30,384,67,642
4932,3,0,7,9,0.86,0.803,0.47,0.2537,28,179,33,776
4933,3,0,7,10,0.9,0.8485,0.42,0.2836,37,106,78,849
4934,3,0,7,11,0.92,0.8788,0.4,0.2985,43,161,4,533
4935,3,0,7,12,0.96,0.8636,0.31,0.2836,40,135,22,697
4936,3,0,7,13,0.94,0.8333,0.31,0,42,156,78,781
4937,3,0,7,14,0.96,0.8636,0.3,0.2239,34,148,80,618
4938,3,0,7,15,0.96,0.8636,0.3,0.2537,40,169,13,509
4939,3,0,7,16,0.96,0.8636,0.3,0.3881,35,233,27,530
4940,3,0,7,17,0.96,0.8636,0.3,0.2985,47,421,82,725
4941,3,0,7,18,0.92,0.8636,0.37,0.3284,49,362,54,827
4942,3,0,7,19,0.9,0.8485,0.42,0.2239,22,241,88,731
4943,3,0,7,20,0.86,0.7879,0.41,0.3284,53,206,30,991
4944,3,0,7,21,0.82,0.7576,0.46,0.1642,29,163,52,804
4945,3,0,7,22,0.8,0.7424,0.49,0.2239,47,174,53,621
4946,3,0,7,23,0.78,0.7121,0.52,0.1045,26,116,33,896
4947,3,0,7,0,0.76,0.697,0.55,0.194,60,133,4,983
4948,3,0,7,1,0.76,0.697,0.55,0.0896,15,90,87,554
4949,3,0,7,2,0.76,0.697,0.55,0.1045,11,42,26,875
4950,3,0,7,3,0.74,0.6818,0.62,0.1642,18,43,84,683
4951,3,0,7,4,0.72,0.6818,0.66,0.1642,4,10,91,882
4952,3,0,7,5,0.72,0.6818,0.7,0.2836,4,13,61,894
4953,3,0,7,6,0.72,0.6818,0.7,0.2985,6,24,95,543
4954,3,0,7,7,0.76,0.7273,0.66,0.194,3,42,61,647
4955,3,0,7,8,0.78,0.7424,0.59,0.2239,27,114,53,830
4956,3,0,7,9,0.82,0.7576,0.46,0.2985,49,174,73,916
4957,3,0,7,10,0.82,0.7424,0.41,0.2985,79,261,28,772
4958,3,0,7,11,0.84,0.7424,0.36,0.194,111,317,66,567
4959,3,0,7,12,0.84,0.7273,0.32,0.1642,111,341,90,674
4960,3,0,7,13,0.88,0.7576,0.29,0,125,308,75,960
4961,3,0,7,14,0.9,0.7879,0.29,0,112,305,95,606
4962,3,0,7,15,0.9,0.803,0.31,0.1343,113,302,54,698
4963,3,0,7,16,0.9,0.7879,0.27,0.2239,126,302,34,891
4964,3,0,7,17,0.9,0.7879,0.29,0.1045,93,302,62,599
4965,3,0,7,18,0.88,0.7576,0.28,0.194,92,299,66,578
4966,3,0,7,19,0.74,0.6515,0.33,0.2239,101,256,66,646
4967,3,0,7,20,0.82,0.7424,0.43,0.1343,74,206,29,518
4968,3,0,7,21,0.8,0.7424,0.49,0.1642,82,205,20,793
4969,3,0,7,22,0.78,0.7121,0.52,0.1045,80,209,69,966
4970,3,0,7,23,0.76,0.697,0.55,0.0896,63,177,83,733
4971,3,0,7,0,0.76,0.697,0.55,0.0896,33,113,7,507
4972,3,0,7,1,0.74,0.6818,0.62,0.0896,8,79,70,531
4973,3,0,7,2,0.74,0.697,0.66,0.0896,19,67,72,690
4974,3,0,7,3,0.74,0.697,0.66,0,24,50,72,736
4975,3,0,7,4,0.72,0.6818,0.7,0,6,13,14,601
4976,3,0,7,5,0.72,0.6818,0.69,0,4,8,20,723
4977,3,0,7,6,0.74,0.697,0.7,0,5,13,33,734
4978,3,0,7,7,0.74,0.6818,0.58,0.1343,19,45,7,747
4979,3,0,7,8,0.76,0.697,0.55,0.2239,54,142,45,845
4980,3,0,7,9,0.8,0.7424,0.49,0,55,183,81,927
4981,3,0,7,10,0.84,0.7424,0.36,0.1642,91,254,49,950
4982,3,0,7,11,0.86,0.7424,0.28,0.1642,112,275,83,761
4983,3,0,7,12,0.9,0.7727,0.25,0.194,146,338,94,516
4984,3,0,7,13,0.9,0.7727,0.24,0.1343,142,294,88,558
4985,3,0,7,14,0.9,0.7727,0.24,0.1642,130,326,16,859
4986,3,0,7,15,0.92,0.7727,0.18,0.2985,109,293,41,807
4987,3,0,7,16,0.92,0.7727,0.17,0.2836,98,306,46,647
4988,3,0,7,17,0.92,0.7727,0.16,0.1642,114,320,36,960
4989,3,0,7,18,0.86,0.7879,0.41,0.2836,91,304,32,636
4990,3,0,7,19,0.8,0.7576,0.55,0.3284,87,274,37,528
4991,3,0,7,20,0.8,0.7576,0.55,0.3284,70,275,16,932
4992,3,0,7,21,0.78,0.7424,0.59,0.2985,68,164,49,936
4993,3,0,7,22,0.74,0.697,0.7,0.2985,25,96,66,564
4994,3,0,7,23,0.74,0.697,0.66,0.2239,14,70,41,612
4995,3,0,8,0,0.72,0.6818,0.7,0.2239,7,29,90,989
4996,3,0,8,1,0.72,0.697,0.74,0.194,5,17,44,991
4997,3,0,8,2,0.7,0.6667,0.74,0.1045,4,11,8,604
4998,3,0,8,3,0.7,0.6667,0.79,0.1642,0,4,59,613
4999,3,0,8,4,0.66,0.6061,0.83,0.1343,2,4,80,548
5000,3,0,8,5,0.66,0.6061,0.83,0.1045,2,26,96,861
5001,3,0,8,6,0.66,0.6061,0.83,0.0896,3,100,53,618
5002,3,0,8,7,0.74,0.6818,0.62,0,24,282,89,689
5003,3,0,8,8,0.8,0.7273,0.43,0.194,35,382,2,940
5004,3,0,8,9,0.82,0.7424,0.41,0,27,166,99,569
5005,3,0,8,10,0.86,0.7576,0.36,0.1642,27,97,94,799
5006,3,0,8,11,0.88,0.7727,0.32,0.1642,53,119,6,682
5007,3,0,8,12,0.9,0.803,0.33,0.2537,53,168,89,699
5008,3,0,8,13,0.9,0.803,0.31,0.2985,38,150,43,987
5009,3,0,8,14,0.92,0.8182,0.29,0.194,37,123,67,623
5010,3,0,8,15,0.9,0.7879,0.27,0,52,129,52,753
5011,3,0,8,16,0.9,0.7879,0.27,0,34,231,20,897
5012,3,0,8,17,0.76,0.6818,0.45,0.2985,69,514,73,867
5013,3,0,8,18,0.78,0.697,0.43,0.194,68,543,55,786
5014,3,0,8,19,0.74,0.6667,0.51,0.2239,63,413,35,887
5015,3,0,8,20,0.72,0.6818,0.62,0.2239,49,305,61,549
5016,3,0,8,21,0.7,0.6515,0.7,0.2537,42,220,54,929
5017,3,0,8,22,0.7,0.6515,0.7,0.0896,21,137,37,505
5018,3,0,8,23,0.68,0.6364,0.74,0.194,14,96,69,841
5019,3,0,8,0,0.66,0.6212,0.74,0,11,29,32,781
5020,3,0,8,1,0.66,0.6212,0.74,0.1045,4,12,35,682
5021,3,0,8,2,0.68,0.6364,0.69,0,2,8,81,746
5022,3,0,8,3,0.66,0.6212,0.74,0.194,0,5,67,509
5023,3,0,8,4,0.66,0.6212,0.74,0.1045,0,10,60,554
5024,3,0,8,5,0.66,0.6212,0.74,0.1343,4,21,55,566
5025,3,0,8,6,0.68,0.6364,0.69,0.1045,12,117,31,566
5026,3,0,8,7,0.72,0.6667,0.61,0.2836,15,335,5,970
5027,3,0,8,8,0.74,0.6818,0.58,0.2836,37,435,53,654
5028,3,0,8,9,0.78,0.697,0.46,0.2985,31,213,89,635
5029,3,0,8,10,0.82,0.7273,0.36,0.2985,50,140,14,630
5030,3,0,8,11,0.84,0.7273,0.32,0.4179,32,128,64,832
5031,3,0,8,12,0.86,0.7424,0.3,0.2836,45,157,5,717
5032,3,0,8,13,0.86,0.7424,0.3,0.2239,50,203,8,529
5033,3,0,8,14,0.9,0.7727,0.25,0.2836,45,159,80,544
5034,3,0,8,15,0.9,0.7727,0.25,0.2836,48,168,12,611
5035,3,0,8,16,0.9,0.7727,0.25,0.2836,58,274,99,843
5036,3,0,8,17,0.9,0.7879,0.27,0.1343,63,556,96,703
5037,3,0,8,18,0.86,0.7576,0.34,0.194,65,556,88,767
5038,3,0,8,19,0.86,0.7576,0.36,0.2239,85,454,44,913
5039,3,0,8,20,0.82,0.7576,0.46,0.2537,40,288,25,693
5040,3,0,8,21,0.8,0.7424,0.52,0.2239,53,254,64,631
5041,3,0,8,22,0.78,0.7424,0.59,0.1642,22,191,72,687
5042,3,0,8,23,0.8,0.7424,0.49,0.1642,29,132,24,518
5043,3,0,8,0,0.8,0.7424,0.49,0.1642,11,43,95,633
5044,3,0,8,1,0.78,0.7121,0.52,0.1642,7,16,3,604
5045,3,0,8,2,0.78,0.7121,0.49,0.1642,2,11,41,799
5046,3,0,8,3,0.76,0.697,0.55,0.0896,0,4,1,558
5047,3,0,8,4,0.76,0.697,0.52,0.1642,0,7,44,940
5048,3,0,8,5,0.76,0.697,0.55,0.0896,2,24,74,984
5049,3,0,8,6,0.72,0.6818,0.66,0.4925,9,110,58,661
5050,3,0,8,7,0.74,0.6667,0.51,0.2239,19,271,60,682
5051,3,0,8,8,0.74,0.6667,0.51,0.1642,29,437,21,690
5052,3,0,8,9,0.74,0.6818,0.55,0.194,23,195,57,637
5053,3,0,8,10,0.74,0.6818,0.58,0.0896,9,68,70,942
5054,3,0,8,11,0.74,0.6818,0.58,0.1045,29,122,8,904
5055,3,0,8,12,0.76,0.697,0.55,0.1343,19,161,48,675
5056,3,0,8,13,0.76,0.7121,0.58,0.2239,37,144,46,815
5057,3,0,8,14,0.76,0.7121,0.58,0.2239,43,147,23,950
5058,3,0,8,15,0.7,0.6667,0.79,0.1343,31,118,40,619
5059,3,0,8,16,0.68,0.6364,0.79,0,21,150,3,517
5060,3,0,8,17,0.7,0.6667,0.79,0,47,425,20,792
5061,3,0,8,18,0.7,0.6667,0.84,0,49,492,43,968
5062,3,0,8,19,0.7,0.6667,0.84,0,51,321,38,793
5063,3,0,8,20,0.7,0.6667,0.84,0.1045,7,87,34,589
5064,3,0,8,21,0.68,0.6364,0.89,0.1343,7,88,0,870
5065,3,0,8,22,0.68,0.6364,0.89,0.1045,11,77,64,594
5066,3,0,8,23,0.68,0.6364,0.89,0.0896,4,56,13,906
5067,3,0,8,0,0.68,0.6364,0.89,0.0896,2,17,46,591
5068,3,0,8,1,0.66,0.5909,0.94,0.0896,3,17,57,919
5069,3,0,8,2,0.66,0.5909,0.94,0.0896,2,7,62,531
5070,3,0,8,3,0.66,0.5909,0.94,0.0896,0,3,48,659
5071,3,0,8,4,0.68,0.6364,0.89,0,0,7,31,602
5072,3,0,8,5,0.68,0.6364,0.89,0,3,20,23,521
5073,3,0,8,6,0.68,0.6364,0.89,0.2985,7,97,51,999
5074,3,0,8,7,0.68,0.6364,0.89,0.2985,11,282,93,525
5075,3,0,8,8,0.7,0.6515,0.82,0.3582,29,398,83,966
5076,3,0,8,9,0.72,0.697,0.74,0.3284,25,187,44,683
5077,3,0,8,10,0.72,0.6667,0.71,0.2985,24,113,8,820
5078,3,0,8,11,0.74,0.697,0.66,0.2239,37,149,5,935
5079,3,0,8,12,0.76,0.7121,0.62,0.2239,53,205,55,590
5080,3,0,8,13,0.76,0.7121,0.58,0,63,205,1,737
5081,3,0,8,14,0.8,0.7576,0.55,0.1642,53,167,78,626
5082,3,0,8,15,0.8,0.7576,0.55,0.2537,50,165,74,605
5083,3,0,8,16,0.76,0.7121,0.62,0.3284,70,290,45,923
5084,3,0,8,17,0.76,0.7121,0.62,0.3284,91,555,60,979
5085,3,0,8,18,0.7,0.6667,0.74,0.2985,88,523,70,696
5086,3,0,8,19,0.7,0.6667,0.74,0.2836,65,366,10,635
5087,3,0,8,20,0.7,0.6667,0.74,0.194,41,286,6,500
5088,3,0,8,21,0.7,0.6667,0.74,0.194,25,211,6,552
5089,3,0,8,22,0.68,0.6364,0.74,0.194,33,174,77,996
5090,3,0,8,23,0.66,0.6212,0.74,0.1045,24,132,21,621
5091,3,0,8,0,0.66,0.6212,0.74,0.1045,13,54,50,808
5092,3,0,8,1,0.64,0.5909,0.78,0.0896,3,19,81,928
5093,3,0,8,2,0.66,0.6212,0.69,0,5,19,46,856
5094,3,0,8,3,0.64,0.5909,0.78,0.0896,0,6,93,919
5095,3,0,8,4,0.64,0.5909,0.78,0.1343,1,7,98,871
5096,3,0,8,5,0.64,0.5909,0.78,0.0896,0,16,1,628
5097,3,0,8,6,0.64,0.5909,0.78,0.1343,7,101,90,975
5098,3,0,8,7,0.66,0.6061,0.78,0.1343,23,270,73,716
5099,3,0,8,8,0.7,0.6515,0.65,0.2239,39,454,40,844
5100,3,0,8,9,0.72,0.6667,0.58,0.1045,43,226,87,766
5101,3,0,8,10,0.74,0.6818,0.55,0.1343,50,163,76,644
5102,3,0,8,11,0.76,0.697,0.52,0.2537,44,147,100,759
5103,3,0,8,12,0.76,0.697,0.52,0.2537,57,216,14,670
5104,3,0,8,13,0.78,0.7121,0.52,0.2537,40,204,53,566
5105,3,0,8,14,0.78,0.7121,0.52,0.2537,81,245,91,532
5106,3,0,8,15,0.76,0.697,0.55,0.2537,50,210,98,595
5107,3,0,8,16,0.8,0.7424,0.49,0.2537,76,330,58,646
5108,3,0,8,17,0.78,0.7121,0.49,0.2985,84,550,46,748
5109,3,0,8,18,0.76,0.697,0.52,0.2537,105,466,49,512
5110,3,0,8,19,0.74,0.6818,0.55,0.2537,90,372,77,988
5111,3,0,8,20,0.72,0.6667,0.58,0.2239,70,291,51,949
5112,3,0,8,21,0.7,0.6515,0.65,0.194,54,173,4,855
5113,3,0,8,22,0.7,0.6515,0.65,0.2239,51,188,60,922
5114,3,0,8,23,0.68,0.6364,0.69,0.2239,37,139,55,883
5115,3,0,8,0,0.66,0.6061,0.78,0.194,29,133,35,593
5116,3,0,8,1,0.66,0.6061,0.78,0.1642,17,67,59,875
5117,3,0,8,2,0.66,0.6061,0.78,0.2239,14,53,27,596
5118,3,0,8,3,0.66,0.6061,0.78,0.1642,14,42,6,516
5119,3,0,8,4,0.66,0.6061,0.83,0.1642,5,10,6,960
5120,3,0,8,5,0.64,0.5758,0.89,0.0896,2,6,19,702
5121,3,0,8,6,0.64,0.5758,0.89,0.1045,5,27,67,832
5122,3,0,8,7,0.68,0.6364,0.83,0.1642,14,63,86,919
5123,3,0,8,8,0.68,0.6364,0.83,0.1642,27,121,23,850
5124,3,0,8,9,0.74,0.697,0.7,0.2239,60,215,19,792
5125,3,0,8,10,0.74,0.697,0.7,0.2836,91,290,74,807
5126,3,0,8,11,0.78,0.7424,0.62,0.2239,138,349,39,915
5127,3,0,8,12,0.8,0.7576,0.55,0.2239,130,382,20,508
5128,3,0,8,13,0.8,0.7727,0.59,0.3284,176,441,51,643
5129,3,0,8,14,0.82,0.7727,0.52,0.2537,176,380,5,756
5130,3,0,8,15,0.84,0.803,0.53,0.2537,130,362,13,786
5131,3,0,8,16,0.74,0.7121,0.79,0.1642,155,343,93,856
5132,3,0,8,17,0.74,0.7121,0.79,0.1642,61,149,61,860
5133,3,0,8,18,0.72,0.697,0.79,0.4478,81,211,64,700
5134,3,0,8,19,0.72,0.7121,0.84,0.2537,57,171,89,756
5135,3,0,8,20,0.72,0.697,0.79,0.2836,58,137,87,934
5136,3,0,8,21,0.7,0.6667,0.84,0.3284,28,114,83,849
5137,3,0,8,22,0.7,0.6667,0.84,0.3284,24,120,19,972
5138,3,0,8,23,0.7,0.6667,0.84,0.2836,29,108,11,530
5139,3,0,8,0,0.7,0.6667,0.84,0.2836,14,80,14,699
5140,3,0,8,1,0.7,0.6667,0.84,0.2537,10,73,87,526
5141,3,0,8,2,0.7,0.6667,0.84,0.2239,18,66,26,810
5142,3,0,8,3,0.7,0.6667,0.84,0.1343,9,32,76,532
5143,3,0,8,4,0.7,0.6667,0.84,0.1343,1,6,100,542
5144,3,0,8,5,0.7,0.6667,0.89,0.194,1,5,22,972
5145,3,0,8,6,0.7,0.6667,0.89,0.1642,3,13,43,851
5146,3,0,8,7,0.7,0.6667,0.84,0.194,11,39,49,876
5147,3,0,8,8,0.72,0.697,0.79,0.194,23,89,14,705
5148,3,0,8,9,0.76,0.7424,0.75,0.1045,82,184,73,779
5149,3,0,8,10,0.8,0.803,0.66,0.1343,88,266,18,738
5150,3,0,8,11,0.82,0.8333,0.63,0,113,269,29,960
5151,3,0,8,12,0.9,0.8485,0.42,0.2985,161,370,90,819
5152,3,0,8,13,0.9,0.8485,0.42,0.2985,118,324,30,657
5153,3,0,8,14,0.86,0.803,0.47,0.194,130,322,14,869
5154,3,0,8,15,0.72,0.697,0.74,0.2985,118,326,41,573
5155,3,0,8,16,0.72,0.697,0.74,0.2985,74,193,14,923
5156,3,0,8,17,0.74,0.7121,0.74,0.6418,63,194,31,948
5157,3,0,8,18,0.72,0.697,0.74,0.0896,74,229,15,729
5158,3,0,8,19,0.72,0.697,0.79,0.1642,68,228,2,593
5159,3,0,8,20,0.72,0.7121,0.84,0.1343,50,183,2,550
5160,3,0,8,21,0.72,0.7121,0.84,0.1045,36,136,83,778
5161,3,0,8,22,0.7,0.6667,0.89,0.194,21,103,9,993
5162,3,0,8,23,0.7,0.6667,0.79,0.1045,12,55,79,567
5163,3,0,8,0,0.7,0.6667,0.79,0.1045,13,30,64,950
5164,3,0,8,1,0.68,0.6364,0.83,0.1343,4,12,51,916
5165,3,0,8,2,0.66,0.5909,0.89,0,4,7,95,972
5166,3,0,8,3,0.66,0.5909,0.89,0,1,1,89,939
5167,3,0,8,4,0.66,0.5909,0.89,0.1045,2,10,40,564
5168,3,0,8,5,0.7,0.6667,0.79,0.0896,1,15,20,909
5169,3,0,8,6,0.7,0.6515,0.65,0.2836,8,95,0,819
5170,3,0,8,7,0.72,0.6818,0.62,0.2985,18,267,49,543
5171,3,0,8,8,0.74,0.6818,0.58,0.3284,29,349,66,622
5172,3,0,8,9,0.76,0.697,0.55,0.3881,37,183,92,709
5173,3,0,8,10,0.8,0.7424,0.52,0.3881,62,124,13,567
5174,3,0,8,11,0.82,0.7424,0.48,0.3582,90,179,26,614
5175,3,0,8,12,0.82,0.7576,0.46,0.2537,48,182,100,939
5176,3,0,8,13,0.84,0.7576,0.44,0.2985,43,151,68,649
5177,3,0,8,14,0.82,0.7424,0.43,0.2985,41,150,30,576
5178,3,0,8,15,0.84,0.7576,0.41,0.2985,40,126,98,838
5179,3,0,8,16,0.86,0.7727,0.39,0.2836,64,282,93,894
5180,3,0,8,17,0.86,0.7727,0.39,0.1642,67,527,11,632
5181,3,0,8,18,0.84,0.7576,0.41,0.1343,64,529,95,586
5182,3,0,8,19,0.82,0.7424,0.43,0.1045,64,416,99,984
5183,3,0,8,20,0.8,0.7576,0.55,0,71,286,81,711
5184,3,0,8,21,0.76,0.7121,0.58,0.0896,30,186,51,708
5185,3,0,8,22,0.76,0.7121,0.58,0.1045,26,147,58,653
5186,3,0,8,23,0.74,0.697,0.66,0.1045,19,72,13,825
5187,3,0,8,0,0.72,0.697,0.79,0.1343,10,35,7,729
5188,3,0,8,1,0.72,0.6818,0.66,0,5,14,51,542
5189,3,0,8,2,0.72,0.6818,0.7,0,9,12,99,645
5190,3,0,8,3,0.72,0.6818,0.62,0,0,3,77,843
5191,3,0,8,4,0.7,0.6667,0.74,0,1,7,43,916
5192,3,0,8,5,0.7,0.6515,0.65,0.0896,5,30,59,895
5193,3,0,8,6,0.72,0.6667,0.64,0,6,101,82,635
5194,3,0,8,7,0.72,0.697,0.74,0.1045,30,343,7,524
5195,3,0,8,8,0.74,0.697,0.66,0,40,392,67,519
5196,3,0,8,9,0.78,0.7424,0.62,0.1343,34,175,54,626
5197,3,0,8,10,0.8,0.7727,0.59,0.2239,55,144,94,785
5198,3,0,8,11,0.8,0.7727,0.59,0.2239,61,149,96,981
5199,3,0,8,12,0.82,0.7879,0.56,0.194,60,185,51,543
5200,3,0,8,13,0.84,0.7879,0.49,0.1642,48,175,70,692
5201,3,0,8,14,0.86,0.7879,0.44,0.2836,53,148,33,775
5202,3,0,8,15,0.86,0.7727,0.39,0.2836,58,164,8,926
5203,3,0,8,16,0.86,0.7727,0.39,0.2985,57,285,79,725
5204,3,0,8,17,0.8,0.7576,0.55,0.1642,79,532,43,544
5205,3,0,8,18,0.8,0.7576,0.55,0.194,97,585,34,869
5206,3,0,8,19,0.8,0.7424,0.49,0.1045,69,371,2,760
5207,3,0,8,20,0.8,0.7273,0.43,0.194,34,292,33,890
5208,3,0,8,21,0.78,0.697,0.46,0.2537,46,230,48,777
5209,3,0,8,22,0.78,0.697,0.46,0.2985,28,155,8,606
5210,3,0,8,23,0.76,0.6818,0.48,0.2836,22,75,10,731
5211,3,0,8,0,0.74,0.6667,0.51,0.2239,19,37,99,948
5212,3,0,8,1,0.72,0.6667,0.54,0.194,7,17,37,931
5213,3,0,8,2,0.72,0.6667,0.54,0.1642,1,11,82,806
5214,3,0,8,3,0.7,0.6515,0.58,0.1642,1,4,72,900
5215,3,0,8,4,0.7,0.6515,0.54,0.1343,1,5,11,870
5216,3,0,8,5,0.68,0.6364,0.61,0.0896,2,32,92,564
5217,3,0,8,6,0.68,0.6364,0.61,0,9,119,93,995
5218,3,0,8,7,0.7,0.6515,0.58,0.0896,16,305,84,700
5219,3,0,8,8,0.74,0.6667,0.51,0.194,38,399,12,514
5220,3,0,8,9,0.76,0.6818,0.48,0.2239,32,180,44,656
5221,3,0,8,10,0.8,0.7273,0.43,0.2239,41,113,52,919
5222,3,0,8,11,0.8,0.7121,0.41,0.3881,54,149,3,512
5223,3,0,8,12,0.82,0.7273,0.38,0.2985,74,240,3,691
5224,3,0,8,13,0.82,0.7273,0.38,0.2836,41,191,22,638
5225,3,0,8,14,0.84,0.7273,0.34,0.3284,62,178,67,800
5226,3,0,8,15,0.86,0.7424,0.3,0.3284,53,194,22,509
5227,3,0,8,16,0.86,0.7424,0.26,0.2985,76,282,76,747
5228,3,0,8,17,0.84,0.7121,0.26,0.2985,71,584,58,871
5229,3,0,8,18,0.82,0.7121,0.28,0.2985,70,559,42,720
5230,3,0,8,19,0.8,0.697,0.26,0.2537,79,413,45,802
5231,3,0,8,20,0.76,0.6667,0.31,0.1343,59,312,28,883
5232,3,0,8,21,0.76,0.6667,0.33,0.1045,47,209,85,928
5233,3,0,8,22,0.74,0.6515,0.37,0,17,139,74,507
5234,3,0,8,23,0.74,0.6515,0.37,0.0896,14,108,91,987
5235,3,0,8,0,0.7,0.6364,0.45,0.1045,6,46,41,844
5236,3,0,8,1,0.7,0.6364,0.45,0.1343,9,26,89,713
5237,3,0,8,2,0.66,0.6212,0.54,0.1343,3,11,28,508
5238,3,0,8,3,0.64,0.6212,0.57,0.1343,2,9,72,972
5239,3,0,8,4,0.64,0.6212,0.57,0.1642,1,5,99,961
5240,3,0,8,5,0.64,0.6212,0.61,0.194,2,25,97,862
5241,3,0,8,6,0.62,0.6061,0.65,0.1642,5,106,65,664
5242,3,0,8,7,0.66,0.6212,0.54,0.1343,15,307,85,992
5243,3,0,8,8,0.7,0.6364,0.45,0.1642,29,390,32,559
5244,3,0,8,9,0.72,0.6515,0.39,0.2239,31,197,2,582
5245,3,0,8,10,0.74,0.6515,0.37,0.2537,36,132,21,788
5246,3,0,8,11,0.76,0.6667,0.35,0.2537,59,187,29,542
5247,3,0,8,12,0.78,0.6818,0.31,0.2537,50,214,28,654
5248,3,0,8,13,0.76,0.6667,0.31,0.2239,51,217,96,789
5249,3,0,8,14,0.8,0.697,0.29,0,39,142,57,931
5250,3,0,8,15,0.8,0.697,0.29,0.2985,52,178,59,543
5251,3,0,8,16,0.8,0.697,0.27,0.194,57,298,50,999
5252,3,0,8,17,0.8,0.697,0.29,0.2537,96,582,23,503
5253,3,0,8,18,0.78,0.6818,0.29,0.0896,74,571,71,753
5254,3,0,8,19,0.74,0.6515,0.35,0.194,48,371,83,841
5255,3,0,8,20,0.72,0.6515,0.37,0.1343,56,288,27,917
5256,3,0,8,21,0.7,0.6515,0.48,0.0896,35,206,33,602
5257,3,0,8,22,0.7,0.6515,0.48,0,34,157,55,946
5258,3,0,8,23,0.66,0.6212,0.5,0.1642,22,127,62,742
5259,3,0,8,0,0.64,0.6212,0.53,0.1642,12,65,39,962
5260,3,0,8,1,0.64,0.6212,0.53,0.1343,4,23,55,649
5261,3,0,8,2,0.62,0.6212,0.57,0.194,0,15,84,871
5262,3,0,8,3,0.62,0.6212,0.53,0.1642,0,9,36,507
5263,3,0,8,4,0.62,0.6212,0.53,0.1343,0,5,31,865
5264,3,0,8,5,0.6,0.6212,0.56,0.1343,2,26,71,941
5265,3,0,8,6,0.62,0.6212,0.5,0.1343,3,76,10,539
5266,3,0,8,7,0.64,0.6212,0.44,0.1642,17,264,58,636
5267,3,0,8,8,0.68,0.6364,0.39,0.2239,29,426,28,911
5268,3,0,8,9,0.72,0.6515,0.34,0.1343,27,205,43,818
5269,3,0,8,10,0.74,0.6515,0.33,0.1045,44,130,29,650
5270,3,0,8,11,0.76,0.6667,0.29,0,48,156,31,876
5271,3,0,8,12,0.8,0.697,0.27,0,55,222,78,635
5272,3,0,8,13,0.78,0.6818,0.29,0.0896,74,253,9,955
5273,3,0,8,14,0.8,0.697,0.29,0.194,51,186,88,717
