instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature1,feature2,feature3
2564,2,0,4,17,0.5,0.4848,0.29,0.1642,79,481,38,728,151
2565,2,0,4,18,0.5,0.4848,0.25,0.2836,71,452,64,747,157
2566,2,0,4,19,0.46,0.4545,0.28,0.2836,52,324,38,671,121
2567,2,0,4,20,0.44,0.4394,0.3,0.1343,28,204,14,585,104
2568,2,0,4,21,0.42,0.4242,0.47,0.194,25,184,43,557,68
2569,2,0,4,22,0.42,0.4242,0.38,0.0896,31,137,48,546,172
2570,2,0,4,23,0.4,0.4091,0.43,0.1045,13,99,91,784,236
2571,2,0,4,0,0.36,0.3485,0.62,0.194,3,33,80,509,53
2572,2,0,4,1,0.36,0.3333,0.53,0.2537,2,24,54,896,46
2573,2,0,4,2,0.36,0.3333,0.53,0.2985,2,9,100,684,225
2574,2,0,4,3,0.36,0.3333,0.53,0.2985,0,2,94,803,181
2575,2,0,4,4,0.34,0.3182,0.53,0.2836,1,3,2,617,66
2576,2,0,4,5,0.34,0.3182,0.53,0.2239,0,16,32,647,29
2577,2,0,4,6,0.34,0.3182,0.53,0.2836,2,49,83,513,164
2578,2,0,4,7,0.34,0.3182,0.53,0.2836,5,180,73,773,110
2579,2,0,4,8,0.34,0.3182,0.53,0.2537,15,346,12,553,26
2580,2,0,4,9,0.34,0.303,0.61,0.2985,17,195,75,862,113
2581,2,0,4,10,0.36,0.3485,0.62,0.194,32,136,73,604,136
2582,2,0,4,11,0.34,0.3333,0.66,0.194,23,106,62,892,96
2583,2,0,4,12,0.34,0.3333,0.76,0.1343,19,80,2,904,242
2584,2,0,4,13,0.34,0.3333,0.87,0.194,3,40,77,644,208
2585,2,0,4,14,0.34,0.3182,0.87,0.2537,3,36,51,552,186
2586,2,0,4,15,0.34,0.3333,0.87,0.194,13,75,6,518,234
2587,2,0,4,16,0.34,0.3333,0.87,0.1343,4,62,100,580,240
2588,2,0,4,17,0.32,0.303,0.93,0.2239,6,69,33,794,146
2589,2,0,4,18,0.32,0.303,0.93,0.2239,4,51,16,709,222
2590,2,0,4,19,0.32,0.303,0.93,0.2239,7,55,10,750,105
2591,2,0,4,20,0.32,0.303,0.87,0.2239,8,47,38,663,241
2592,2,0,4,21,0.3,0.303,0.93,0.1642,5,28,90,525,118
2593,2,0,4,22,0.3,0.303,1,0.1343,3,24,73,849,134
2594,2,0,4,23,0.32,0.3333,0.93,0.1045,0,17,81,875,35
2595,2,0,4,0,0.32,0.3182,1,0.194,0,18,76,937,12
2596,2,0,4,1,0.32,0.3182,1,0.194,5,16,17,598,232
2597,2,0,4,2,0.32,0.3333,1,0.1343,3,17,10,777,40
2598,2,0,4,3,0.32,0.3333,1,0.0896,0,4,20,775,197
2599,2,0,4,4,0.34,0.3636,1,0,2,5,18,935,250
2600,2,0,4,5,0.34,0.3636,1,0,1,7,36,536,68
2601,2,0,4,6,0.34,0.3333,1,0.1642,0,11,42,828,147
2602,2,0,4,7,0.34,0.3333,1,0.1642,2,19,1,716,38
2603,2,0,4,8,0.36,0.3333,1,0.2537,15,47,47,642,247
2604,2,0,4,9,0.38,0.3939,0.94,0.2985,13,68,61,961,239
2605,2,0,4,10,0.42,0.4242,0.88,0.2239,36,129,67,651,200
2606,2,0,4,11,0.46,0.4545,0.88,0.2239,68,232,87,741,241
2607,2,0,4,12,0.52,0.5,0.83,0.4179,94,291,62,958,174
2608,2,0,4,13,0.52,0.5,0.83,0.3881,126,312,38,629,77
2609,2,0,4,14,0.58,0.5455,0.78,0.3582,182,391,49,598,58
2610,2,0,4,15,0.6,0.5909,0.73,0.3881,171,397,37,538,150
2611,2,0,4,16,0.6,0.5909,0.73,0.2836,180,426,23,977,116
2612,2,0,4,17,0.6,0.5909,0.73,0.3284,168,383,69,978,177
2613,2,0,4,18,0.58,0.5455,0.78,0.194,149,376,81,694,156
2614,2,0,4,19,0.56,0.5303,0.83,0.2836,84,283,91,911,238
2615,2,0,4,20,0.54,0.5152,0.88,0.2537,45,183,14,756,135
2616,2,0,4,21,0.56,0.5303,0.83,0.2836,32,135,47,565,93
2617,2,0,4,22,0.58,0.5455,0.78,0.2537,55,169,65,693,119
2618,2,0,4,23,0.54,0.5152,0.88,0.1642,31,117,3,856,87
2619,2,0,4,0,0.52,0.5,0.83,0.2239,30,96,57,965,238
2620,2,0,4,1,0.5,0.4848,0.88,0.194,14,54,43,654,109
2621,2,0,4,2,0.5,0.4848,0.88,0.194,27,72,96,869,161
2622,2,0,4,3,0.5,0.4848,0.94,0.0896,4,24,84,824,151
2623,2,0,4,4,0.5,0.4848,0.94,0.0896,0,5,85,540,139
2624,2,0,4,5,0.5,0.4848,0.94,0.0896,5,12,83,903,7
2625,2,0,4,6,0.5,0.4848,1,0,10,13,26,980,147
2626,2,0,4,7,0.5,0.4848,1,0,16,27,2,884,202
2627,2,0,4,8,0.52,0.5,0.94,0.2239,38,80,81,623,146
2628,2,0,4,9,0.56,0.5303,0.88,0.2537,73,177,49,570,241
2629,2,0,4,10,0.6,0.5758,0.78,0.1642,118,289,97,788,208
2630,2,0,4,11,0.66,0.6212,0.65,0.1343,124,317,73,634,22
2631,2,0,4,12,0.68,0.6364,0.65,0.2537,168,388,43,792,239
2632,2,0,4,13,0.7,0.6515,0.58,0.2836,205,441,78,879,75
2633,2,0,4,14,0.7,0.6515,0.54,0.3284,197,420,53,589,203
2634,2,0,4,15,0.66,0.6212,0.61,0.2537,167,369,79,830,204
2635,2,0,4,16,0.74,0.6667,0.48,0.3881,162,359,90,522,250
2636,2,0,4,17,0.66,0.6212,0.65,0.2985,142,331,70,866,250
2637,2,0,4,18,0.64,0.6061,0.69,0.1642,96,270,1,716,132
2638,2,0,4,19,0.6,0.5606,0.83,0.2836,62,194,74,584,207
2639,2,0,4,20,0.6,0.5606,0.83,0.2836,34,105,25,978,184
2640,2,0,4,21,0.54,0.5152,0.94,0.1642,8,61,64,537,243
2641,2,0,4,22,0.54,0.5152,1,0.1642,5,45,85,634,186
2642,2,0,4,23,0.54,0.5152,1,0.0896,5,42,23,538,145
2643,2,0,4,0,0.52,0.5,1,0,2,12,87,538,90
2644,2,0,4,1,0.54,0.5152,1,0.0896,2,10,73,802,179
2645,2,0,4,2,0.54,0.5152,1,0.0896,1,10,78,806,79
2646,2,0,4,3,0.5,0.4848,1,0.1045,2,10,13,927,85
2647,2,0,4,4,0.52,0.5,1,0,1,5,52,901,188
2648,2,0,4,5,0.46,0.4545,1,0,3,17,26,893,180
2649,2,0,4,6,0.5,0.4848,1,0,7,66,60,531,242
2650,2,0,4,7,0.52,0.5,1,0.0896,13,196,92,539,165
2651,2,0,4,8,0.56,0.5303,0.88,0.1045,27,353,67,559,29
2652,2,0,4,9,0.6,0.5606,0.83,0.1343,27,174,38,880,179
2653,2,0,4,10,0.64,0.6061,0.73,0.2239,61,125,16,783,155
2654,2,0,4,11,0.64,0.6061,0.73,0.2239,53,147,86,828,200
2655,2,0,4,12,0.66,0.6212,0.74,0.2537,48,188,19,564,81
2656,2,0,4,13,0.7,0.6515,0.65,0.2239,57,203,31,580,171
2657,2,0,4,14,0.72,0.6667,0.54,0.2239,47,146,40,716,188
2658,2,0,4,15,0.74,0.6667,0.51,0.2239,50,175,2,561,175
2659,2,0,4,16,0.7,0.6515,0.54,0.3582,41,239,34,529,240
2660,2,0,4,17,0.7,0.6515,0.54,0.2985,80,521,78,953,83
2661,2,0,4,18,0.68,0.6364,0.57,0.3582,74,499,22,537,46
2662,2,0,4,19,0.66,0.6212,0.57,0.3284,62,382,24,601,246
2663,2,0,4,20,0.66,0.6212,0.61,0.2836,42,237,53,796,182
2664,2,0,4,21,0.62,0.6061,0.69,0.2537,41,190,12,672,28
2665,2,0,4,22,0.6,0.5909,0.73,0.2985,23,106,36,765,21
2666,2,0,4,23,0.58,0.5455,0.78,0.2836,9,62,3,946,134
2667,2,0,4,0,0.62,0.6061,0.69,0.2836,10,27,95,585,114
2668,2,0,4,1,0.62,0.5909,0.73,0.2836,16,21,4,781,122
2669,2,0,4,2,0.56,0.5303,0.83,0.3284,17,26,13,917,19
2670,2,0,4,3,0.54,0.5152,0.88,0.2836,17,21,48,664,198
2671,2,0,4,4,0.56,0.5303,0.83,0.2537,2,6,8,659,44
2672,2,0,4,5,0.54,0.5152,0.88,0.2537,0,16,72,999,59
2673,2,0,4,6,0.56,0.5303,0.88,0.2239,0,80,89,575,61
2674,2,0,4,7,0.58,0.5455,0.83,0.2985,16,270,6,728,74
2675,2,0,4,8,0.58,0.5455,0.83,0.2985,32,449,70,632,210
2676,2,0,4,9,0.64,0.6061,0.73,0.3582,35,199,50,957,74
2677,2,0,4,10,0.66,0.6212,0.69,0.3582,22,120,44,899,61
2678,2,0,4,11,0.68,0.6364,0.65,0.3881,40,172,95,896,56
2679,2,0,4,12,0.7,0.6515,0.61,0.4179,40,186,93,901,1
2680,2,0,4,13,0.74,0.6667,0.51,0.4478,37,176,37,641,64
2681,2,0,4,14,0.72,0.6667,0.58,0.3284,40,155,88,939,23
2682,2,0,4,15,0.7,0.6515,0.61,0.3582,34,153,25,542,233
2683,2,0,4,16,0.7,0.6515,0.58,0.3881,40,291,14,664,36
2684,2,0,4,17,0.68,0.6364,0.61,0.3582,66,521,80,683,34
2685,2,0,4,18,0.68,0.6364,0.65,0.4478,65,528,7,851,28
2686,2,0,4,19,0.64,0.6061,0.73,0.4179,42,328,58,781,120
2687,2,0,4,20,0.64,0.6061,0.73,0.3582,35,234,94,993,18
2688,2,0,4,21,0.62,0.5909,0.78,0.2836,33,195,51,826,246
2689,2,0,4,22,0.6,0.5606,0.83,0.194,32,148,34,663,176
2690,2,0,4,23,0.6,0.5606,0.83,0.2239,7,78,90,763,87
2691,2,0,4,0,0.6,0.5606,0.83,0.2239,3,27,63,906,144
2692,2,0,4,1,0.6,0.5606,0.83,0.2537,2,17,76,703,20
2693,2,0,4,2,0.58,0.5455,0.88,0.2537,0,5,54,726,155
2694,2,0,4,3,0.58,0.5455,0.88,0.2836,3,7,60,735,1
2695,2,0,4,4,0.56,0.5303,0.94,0.2239,0,6,83,980,214
2696,2,0,4,5,0.56,0.5303,0.94,0.2537,1,17,89,735,6
2697,2,0,4,6,0.56,0.5303,0.94,0.2537,5,84,46,567,40
2698,2,0,4,7,0.58,0.5455,0.88,0.2836,17,246,37,930,166
2699,2,0,4,8,0.58,0.5455,0.88,0.3284,31,444,67,747,149
2700,2,0,4,9,0.6,0.5455,0.88,0.4179,20,181,92,587,236
2701,2,0,4,10,0.62,0.5758,0.83,0.2836,26,92,77,851,138
2702,2,0,4,11,0.64,0.5909,0.78,0.2836,53,156,8,880,60
2703,2,0,4,12,0.66,0.6061,0.78,0.3284,38,173,49,959,219
2704,2,0,4,13,0.64,0.5909,0.78,0.2985,31,150,42,655,12
2705,2,0,4,14,0.68,0.6364,0.74,0.2836,29,148,57,654,9
2706,2,0,4,15,0.7,0.6515,0.65,0.4925,18,138,76,863,14
2707,2,0,4,16,0.7,0.6515,0.7,0.3881,29,218,16,833,202
2708,2,0,4,17,0.66,0.6061,0.83,0.3881,63,521,4,970,87
2709,2,0,4,18,0.66,0.6061,0.83,0.3881,46,412,83,746,249
2710,2,0,4,19,0.62,0.5909,0.78,0.2836,40,260,65,658,245
2711,2,0,4,20,0.64,0.5758,0.83,0.3284,30,218,72,657,32
2712,2,0,4,21,0.62,0.5606,0.88,0.2836,19,145,65,963,111
2713,2,0,4,22,0.62,0.5606,0.88,0.3284,18,129,14,741,153
2714,2,0,4,23,0.62,0.5606,0.88,0.3582,25,78,84,969,154
2715,2,0,4,0,0.64,0.5909,0.78,0.3582,13,54,11,678,39
2716,2,0,4,1,0.62,0.5758,0.83,0.3881,8,20,96,632,176
2717,2,0,4,2,0.62,0.5758,0.83,0.4478,14,21,38,514,197
2718,2,0,4,3,0.64,0.5909,0.78,0.3881,2,3,82,765,222
2719,2,0,4,4,0.62,0.5758,0.83,0.4179,4,9,66,818,90
2720,2,0,4,5,0.62,0.5758,0.83,0.3881,0,13,55,562,230
2721,2,0,4,6,0.64,0.5909,0.78,0.4627,7,86,94,703,128
2722,2,0,4,7,0.64,0.5909,0.78,0.4478,14,215,31,921,95
2723,2,0,4,8,0.66,0.6061,0.78,0.4478,31,398,61,988,122
2724,2,0,4,9,0.62,0.5606,0.88,0.3284,18,183,72,842,24
2725,2,0,4,10,0.62,0.5606,0.88,0.2836,9,54,70,813,54
2726,2,0,4,11,0.62,0.5758,0.83,0.2836,10,84,98,771,170
2727,2,0,4,12,0.62,0.5909,0.78,0.2537,23,107,4,835,56
2728,2,0,4,13,0.62,0.5758,0.83,0.2985,18,121,28,882,5
2729,2,0,4,14,0.62,0.5758,0.83,0.2985,21,142,84,580,31
2730,2,0,4,15,0.66,0.6212,0.69,0.3284,46,163,68,941,184
2731,2,0,4,16,0.62,0.5909,0.78,0.2537,42,270,35,639,209
2732,2,0,4,17,0.64,0.6212,0.47,0.3582,49,455,18,819,231
2733,2,0,4,18,0.64,0.6212,0.47,0.3582,44,530,33,660,248
2734,2,0,4,19,0.62,0.6212,0.43,0.2985,57,404,71,673,34
2735,2,0,4,20,0.58,0.5455,0.43,0.2239,49,269,76,602,151
2736,2,0,4,21,0.56,0.5303,0.46,0.1343,27,194,30,683,19
2737,2,0,4,22,0.54,0.5152,0.45,0.1642,34,153,40,988,197
2738,2,0,4,23,0.54,0.5152,0.39,0.0896,29,110,24,924,235
2739,2,0,4,0,0.52,0.5,0.39,0.2836,11,48,2,979,110
2740,2,0,4,1,0.5,0.4848,0.45,0.0896,10,31,72,559,208
2741,2,0,4,2,0.46,0.4545,0.63,0.1045,2,10,58,864,208
2742,2,0,4,3,0.46,0.4545,0.59,0.0896,1,5,98,779,169
2743,2,0,4,4,0.46,0.4545,0.51,0.1343,0,6,89,769,214
2744,2,0,4,5,0.46,0.4545,0.47,0.1343,0,25,88,862,25
2745,2,0,4,6,0.5,0.4848,0.45,0.2836,4,71,7,778,30
2746,2,0,4,7,0.52,0.5,0.42,0.194,18,240,87,935,102
2747,2,0,4,8,0.54,0.5152,0.39,0.2985,35,421,50,512,241
2748,2,0,4,9,0.54,0.5152,0.39,0.3284,45,230,53,672,84
2749,2,0,4,10,0.56,0.5303,0.4,0.2836,57,156,38,838,86
2750,2,0,4,11,0.6,0.6212,0.38,0.2239,49,157,26,669,12
2751,2,0,4,12,0.56,0.5303,0.37,0.2836,63,223,98,818,168
2752,2,0,4,13,0.56,0.5303,0.37,0.2985,74,308,59,705,177
2753,2,0,4,14,0.6,0.6212,0.35,0.3284,58,248,53,907,204
2754,2,0,4,15,0.56,0.5303,0.4,0.2985,77,252,82,611,38
2755,2,0,4,16,0.54,0.5152,0.42,0.3582,59,299,48,890,3
2756,2,0,4,17,0.52,0.5,0.45,0.3881,75,508,79,559,184
2757,2,0,4,18,0.52,0.5,0.48,0.3582,55,439,50,625,198
2758,2,0,4,19,0.46,0.4545,0.55,0.3284,40,270,67,766,202
2759,2,0,4,20,0.48,0.4697,0.48,0.2239,34,194,61,861,58
2760,2,0,4,21,0.46,0.4545,0.51,0.194,50,195,3,530,87
2761,2,0,4,22,0.42,0.4242,0.58,0.1642,36,146,85,539,51
2762,2,0,4,23,0.44,0.4394,0.54,0.0896,25,113,58,750,50
2763,2,0,4,0,0.44,0.4394,0.54,0.2537,33,106,39,640,165
2764,2,0,4,1,0.44,0.4394,0.54,0.1642,15,74,50,565,177
2765,2,0,4,2,0.44,0.4394,0.54,0.2239,12,65,68,568,82
2766,2,0,4,3,0.42,0.4242,0.54,0.194,4,17,38,949,110
2767,2,0,4,4,0.42,0.4242,0.54,0.2239,2,7,12,783,194
2768,2,0,4,5,0.42,0.4242,0.54,0.3881,3,7,4,854,122
2769,2,0,4,6,0.4,0.4091,0.58,0.2836,10,21,76,804,36
2770,2,0,4,7,0.4,0.4091,0.54,0.3881,21,48,65,915,82
2771,2,0,4,8,0.4,0.4091,0.54,0.2985,21,91,11,885,94
2772,2,0,4,9,0.44,0.4394,0.51,0.3582,35,156,68,831,155
2773,2,0,4,10,0.48,0.4697,0.44,0.3881,94,279,68,735,123
2774,2,0,4,11,0.5,0.4848,0.42,0.3582,120,321,91,538,90
2775,2,0,4,12,0.52,0.5,0.42,0.3881,178,416,81,766,4
2776,2,0,4,13,0.54,0.5152,0.39,0.2985,185,455,3,589,120
2777,2,0,4,14,0.54,0.5152,0.39,0.2239,184,452,29,882,182
2778,2,0,4,15,0.56,0.5303,0.37,0.1343,217,499,51,537,112
2779,2,0,4,16,0.58,0.5455,0.37,0.194,191,464,45,944,25
2780,2,0,4,17,0.56,0.5303,0.43,0.1343,162,407,32,969,13
2781,2,0,4,18,0.54,0.5152,0.43,0.1343,134,371,63,502,52
2782,2,0,4,19,0.54,0.5152,0.43,0.1343,150,387,75,505,70
2783,2,0,4,20,0.44,0.4394,0.62,0.1343,65,224,37,585,44
2784,2,0,4,21,0.44,0.4394,0.62,0.1343,58,177,69,889,14
2785,2,0,4,22,0.44,0.4394,0.67,0.1045,37,143,73,824,52
2786,2,0,4,23,0.44,0.4394,0.67,0.1045,34,125,83,722,230
2787,2,0,5,0,0.42,0.4242,0.67,0.0896,19,96,28,578,64
2788,2,0,5,1,0.42,0.4242,0.69,0.1045,9,59,34,804,151
2789,2,0,5,2,0.42,0.4242,0.77,0.1045,7,50,12,816,19
2790,2,0,5,3,0.4,0.4091,0.82,0.1045,8,23,20,712,188
2791,2,0,5,4,0.4,0.4091,0.76,0.1045,6,17,65,677,164
2792,2,0,5,5,0.4,0.4091,0.82,0.0896,0,10,19,769,28
2793,2,0,5,6,0.4,0.4091,0.82,0.0896,4,13,99,958,47
2794,2,0,5,7,0.42,0.4242,0.77,0.0896,7,33,83,648,202
2795,2,0,5,8,0.44,0.4394,0.77,0.1343,16,59,89,922,222
2796,2,0,5,9,0.46,0.4545,0.72,0.1343,45,141,51,556,127
2797,2,0,5,10,0.48,0.4697,0.63,0.194,109,264,39,619,125
2798,2,0,5,11,0.46,0.4545,0.82,0.1045,109,250,50,589,128
2799,2,0,5,12,0.48,0.4697,0.77,0.1045,109,281,4,784,127
2800,2,0,5,13,0.5,0.4848,0.63,0.1642,123,332,0,671,74
2801,2,0,5,14,0.5,0.4848,0.68,0.1045,85,238,34,879,75
2802,2,0,5,15,0.5,0.4848,0.72,0,113,266,89,570,147
2803,2,0,5,16,0.5,0.4848,0.72,0.194,75,214,15,678,201
2804,2,0,5,17,0.48,0.4697,0.82,0.2537,60,196,6,841,109
2805,2,0,5,18,0.46,0.4545,0.82,0.0896,33,159,100,668,52
2806,2,0,5,19,0.46,0.4545,0.84,0.1045,47,178,67,953,89
2807,2,0,5,20,0.46,0.4545,0.82,0,35,121,17,815,129
2808,2,0,5,21,0.46,0.4545,0.82,0,23,105,19,606,110
2809,2,0,5,22,0.46,0.4545,0.82,0,32,100,2,743,247
2810,2,0,5,23,0.46,0.4545,0.77,0.194,64,146,60,565,66
2811,2,0,5,0,0.46,0.4545,0.72,0.1343,68,177,29,503,245
2812,2,0,5,1,0.46,0.4545,0.72,0.1343,41,114,21,932,159
2813,2,0,5,2,0.44,0.4394,0.77,0.2239,16,35,26,639,85
2814,2,0,5,3,0.44,0.4394,0.77,0.1343,9,16,45,845,126
2815,2,0,5,4,0.44,0.4394,0.77,0.1642,9,17,73,946,215
2816,2,0,5,5,0.44,0.4394,0.77,0.1343,4,20,87,881,57
2817,2,0,5,6,0.44,0.4394,0.88,0.1045,3,62,41,984,96
2818,2,0,5,7,0.46,0.4545,0.82,0.3284,16,209,62,689,198
2819,2,0,5,8,0.48,0.4697,0.77,0.2239,21,371,78,749,125
2820,2,0,5,9,0.5,0.4848,0.77,0.2836,41,172,15,983,13
2821,2,0,5,10,0.54,0.5152,0.77,0.2239,31,108,18,785,34
2822,2,0,5,11,0.58,0.5455,0.73,0.2985,34,130,80,747,59
2823,2,0,5,12,0.62,0.6061,0.69,0.2239,40,187,95,555,244
2824,2,0,5,13,0.62,0.6061,0.69,0.194,51,170,74,764,233
2825,2,0,5,14,0.64,0.6061,0.69,0.2239,48,181,78,817,149
2826,2,0,5,15,0.66,0.6212,0.61,0.194,45,155,30,813,179
2827,2,0,5,16,0.66,0.6212,0.61,0.2239,49,269,73,752,61
2828,2,0,5,17,0.66,0.6212,0.65,0.194,65,537,62,901,248
2829,2,0,5,18,0.64,0.6061,0.65,0.194,68,518,0,818,115
2830,2,0,5,19,0.62,0.6061,0.69,0.1343,46,314,3,653,45
2831,2,0,5,20,0.62,0.6061,0.69,0.1343,44,218,60,551,8
2832,2,0,5,21,0.6,0.5909,0.73,0.1045,54,232,26,942,191
2833,2,0,5,22,0.6,0.5909,0.73,0,28,125,84,906,126
2834,2,0,5,23,0.56,0.5303,0.83,0.194,16,64,94,512,39
2835,2,0,5,0,0.56,0.5303,0.83,0.2239,0,16,28,902,21
2836,2,0,5,1,0.56,0.5303,0.78,0.2537,0,14,99,587,50
2837,2,0,5,2,0.56,0.5303,0.78,0.2537,0,5,53,665,24
2838,2,0,5,3,0.54,0.5152,0.83,0.2836,0,2,23,728,151
2839,2,0,5,4,0.52,0.5,0.88,0.2239,3,4,0,984,62
2840,2,0,5,5,0.52,0.5,0.88,0.1343,0,14,10,726,137
2841,2,0,5,6,0.52,0.5,0.94,0.1642,7,109,43,978,172
2842,2,0,5,7,0.54,0.5152,0.88,0.2239,17,265,94,860,46
2843,2,0,5,8,0.56,0.5303,0.83,0.2836,24,459,56,607,16
2844,2,0,5,9,0.6,0.5758,0.78,0.3582,29,186,87,720,130
2845,2,0,5,10,0.64,0.6061,0.69,0.3582,36,127,19,887,185
2846,2,0,5,11,0.66,0.6212,0.65,0.3284,20,140,24,764,153
2847,2,0,5,12,0.68,0.6364,0.61,0.4925,48,217,20,719,69
2848,2,0,5,13,0.7,0.6515,0.58,0.6119,50,194,57,959,188
2849,2,0,5,14,0.7,0.6515,0.58,0.5224,36,158,5,677,235
2850,2,0,5,15,0.7,0.6515,0.58,0.4478,37,154,61,687,244
2851,2,0,5,16,0.72,0.6667,0.54,0.4627,46,271,16,739,71
2852,2,0,5,17,0.7,0.6515,0.54,0.4627,53,517,12,922,101
2853,2,0,5,18,0.7,0.6515,0.48,0.4179,59,544,75,550,118
2854,2,0,5,19,0.68,0.6364,0.57,0.3582,42,365,77,871,10
2855,2,0,5,20,0.66,0.6212,0.61,0.194,28,290,37,748,194
2856,2,0,5,21,0.64,0.6212,0.61,0.4478,42,225,24,732,124
2857,2,0,5,22,0.58,0.5455,0.6,0.3881,14,113,52,933,80
2858,2,0,5,23,0.56,0.5303,0.68,0.3284,12,62,24,825,232
2859,2,0,5,0,0.52,0.5,0.77,0.1642,5,27,50,676,229
2860,2,0,5,1,0.5,0.4848,0.82,0.2836,1,7,13,994,206
2861,2,0,5,2,0.5,0.4848,0.82,0.2836,0,4,20,552,146
2862,2,0,5,3,0.42,0.4242,0.88,0.5224,0,1,57,671,137
2863,2,0,5,4,0.38,0.3939,0.94,0.3284,1,3,8,939,53
2864,2,0,5,5,0.36,0.3333,0.87,0.3284,1,9,81,537,216
2865,2,0,5,6,0.34,0.303,0.93,0.3881,0,21,62,768,114
2866,2,0,5,7,0.34,0.303,0.93,0.3582,6,52,7,914,188
2867,2,0,5,8,0.34,0.303,0.93,0.3881,5,79,79,548,169
2868,2,0,5,9,0.34,0.303,0.93,0.3582,5,40,76,698,55
2869,2,0,5,10,0.34,0.3182,0.93,0.2836,5,31,16,680,173
2870,2,0,5,11,0.4,0.4091,0.82,0.3284,3,72,69,1000,2
2871,2,0,5,12,0.44,0.4394,0.62,0.3582,19,124,98,948,249
2872,2,0,5,13,0.46,0.4545,0.59,0.4478,15,143,41,546,165
2873,2,0,5,14,0.5,0.4848,0.51,0.3881,13,107,5,922,179
2874,2,0,5,15,0.48,0.4697,0.51,0.4179,22,129,59,516,222
2875,2,0,5,16,0.5,0.4848,0.45,0.4627,22,195,74,637,88
2876,2,0,5,17,0.4,0.4091,0.71,0.2537,22,410,14,906,168
2877,2,0,5,18,0.42,0.4242,0.67,0.2537,29,396,85,729,209
2878,2,0,5,19,0.42,0.4242,0.58,0.3582,30,296,87,581,68
2879,2,0,5,20,0.4,0.4091,0.62,0.3284,17,191,28,621,41
2880,2,0,5,21,0.4,0.4091,0.62,0.1642,17,150,2,1000,198
2881,2,0,5,22,0.38,0.3939,0.62,0.2239,9,89,34,740,61
2882,2,0,5,23,0.36,0.3485,0.62,0.2239,8,57,58,633,225
2883,2,0,5,0,0.36,0.3485,0.66,0.194,4,27,96,900,99
2884,2,0,5,1,0.34,0.3333,0.71,0.194,4,10,99,644,110
2885,2,0,5,2,0.34,0.3182,0.66,0.2239,1,5,30,543,8
2886,2,0,5,3,0.34,0.3182,0.66,0.2537,0,4,6,552,155
2887,2,0,5,4,0.34,0.3182,0.66,0.2537,4,7,48,596,165
2888,2,0,5,5,0.34,0.3182,0.66,0.2537,1,30,39,983,200
2889,2,0,5,6,0.34,0.3182,0.66,0.2537,3,89,28,944,178
2890,2,0,5,7,0.38,0.3939,0.58,0.2537,16,271,64,971,151
2891,2,0,5,8,0.42,0.4242,0.5,0.2537,25,440,37,527,14
2892,2,0,5,9,0.46,0.4545,0.44,0.2836,20,184,58,946,76
2893,2,0,5,10,0.5,0.4848,0.39,0.2836,30,128,84,788,72
2894,2,0,5,11,0.52,0.5,0.36,0.4478,43,148,39,517,97
2895,2,0,5,12,0.52,0.5,0.34,0.3582,27,196,90,750,128
2896,2,0,5,13,0.54,0.5152,0.3,0.5821,50,192,89,876,17
2897,2,0,5,14,0.54,0.5152,0.28,0.4478,19,154,19,889,199
2898,2,0,5,15,0.56,0.5303,0.26,0.4925,27,147,49,795,157
2899,2,0,5,16,0.58,0.5455,0.24,0.4179,36,269,35,655,15
2900,2,0,5,17,0.56,0.5303,0.26,0.3881,66,533,46,608,141
2901,2,0,5,18,0.56,0.5303,0.26,0.2836,64,520,1,834,193
2902,2,0,5,19,0.54,0.5152,0.28,0.2239,56,361,77,593,195
2903,2,0,5,20,0.5,0.4848,0.34,0.1642,33,258,32,663,176
2904,2,0,5,21,0.5,0.4848,0.36,0.194,39,180,21,692,100
2905,2,0,5,22,0.48,0.4697,0.39,0.194,30,165,50,515,174
2906,2,0,5,23,0.46,0.4545,0.41,0.194,16,115,27,626,27
2907,2,0,5,0,0.44,0.4394,0.44,0.1642,13,56,57,563,1
2908,2,0,5,1,0.4,0.4091,0.62,0.1642,8,32,14,655,203
2909,2,0,5,2,0.38,0.3939,0.62,0.1045,1,16,85,735,202
2910,2,0,5,3,0.36,0.3636,0.71,0.1045,3,9,40,625,106
2911,2,0,5,4,0.36,0.3636,0.71,0.1045,0,1,68,707,106
2912,2,0,5,5,0.34,0.3485,0.81,0.1045,0,16,2,912,6
2913,2,0,5,6,0.36,0.3636,0.81,0.0896,8,82,80,505,45
2914,2,0,5,7,0.4,0.4091,0.82,0,20,222,59,953,107
2915,2,0,5,8,0.42,0.4242,0.77,0.2537,35,450,57,918,55
2916,2,0,5,9,0.46,0.4545,0.67,0.2836,27,188,19,927,188
2917,2,0,5,10,0.54,0.5152,0.49,0.3284,30,127,38,610,177
2918,2,0,5,11,0.54,0.5152,0.49,0.3284,42,165,73,827,176
2919,2,0,5,12,0.56,0.5303,0.49,0.3582,48,246,17,926,1
2920,2,0,5,13,0.58,0.5455,0.4,0.3284,71,253,26,675,231
2921,2,0,5,14,0.6,0.6212,0.4,0.4478,86,213,94,595,0
2922,2,0,5,15,0.6,0.6212,0.38,0.3881,89,260,8,859,237
2923,2,0,5,16,0.6,0.6212,0.4,0.2537,82,344,36,739,205
2924,2,0,5,17,0.58,0.5455,0.4,0.3582,83,553,43,548,201
