instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature_y_1
4859,3,0,7,8,0.74,0.6818,0.55,0.194,32,424,99
4860,3,0,7,9,0.76,0.6818,0.4,0.2239,25,187,95
4861,3,0,7,10,0.8,0.697,0.31,0.2239,42,138,82
4862,3,0,7,11,0.82,0.7121,0.3,0,49,151,53
4863,3,0,7,12,0.84,0.7273,0.28,0,25,147,85
4864,3,0,7,13,0.84,0.7273,0.32,0.2985,43,182,22
4865,3,0,7,14,0.86,0.7424,0.3,0.2836,46,147,83
4866,3,0,7,15,0.88,0.7576,0.28,0.3284,49,163,18
4867,3,0,7,16,0.86,0.7576,0.36,0.2836,41,254,65
4868,3,0,7,17,0.86,0.7576,0.36,0.3582,72,537,77
4869,3,0,7,18,0.84,0.7424,0.39,0.3881,68,546,84
4870,3,0,7,19,0.82,0.7424,0.43,0.2985,69,398,63
4871,3,0,7,20,0.8,0.7273,0.46,0.2537,47,290,61
4872,3,0,7,21,0.78,0.7121,0.49,0.2239,45,267,84
4873,3,0,7,22,0.76,0.697,0.55,0.1343,27,158,68
4874,3,0,7,23,0.76,0.7121,0.58,0.1045,18,89,63
4875,3,0,7,0,0.78,0.7121,0.52,0.1642,19,45,27
4876,3,0,7,1,0.78,0.7121,0.49,0.194,1,10,20
4877,3,0,7,2,0.76,0.697,0.52,0.2985,1,6,61
4878,3,0,7,3,0.72,0.6667,0.58,0.1642,0,4,35
4879,3,0,7,4,0.72,0.6667,0.51,0.194,1,4,27
4880,3,0,7,5,0.7,0.6515,0.54,0.2836,0,18,25
4881,3,0,7,6,0.7,0.6515,0.54,0.2239,4,123,52
4882,3,0,7,7,0.72,0.6667,0.48,0.2537,34,347,73
4883,3,0,7,8,0.74,0.6667,0.42,0.2537,28,433,79
4884,3,0,7,9,0.76,0.6667,0.35,0.2537,27,216,38
4885,3,0,7,10,0.78,0.6818,0.33,0,32,114,50
4886,3,0,7,11,0.8,0.697,0.31,0,42,136,57
4887,3,0,7,12,0.82,0.7121,0.3,0.2836,37,169,10
4888,3,0,7,13,0.84,0.7273,0.3,0.3582,29,180,49
4889,3,0,7,14,0.84,0.7273,0.28,0.2239,20,127,89
4890,3,0,7,15,0.86,0.7424,0.26,0.2537,37,140,23
4891,3,0,7,16,0.86,0.7273,0.25,0.1642,40,268,67
4892,3,0,7,17,0.84,0.7121,0.26,0.2239,81,572,32
4893,3,0,7,18,0.82,0.7121,0.28,0.1045,78,541,3
4894,3,0,7,19,0.8,0.697,0.29,0.0896,87,375,68
4895,3,0,7,20,0.76,0.6818,0.45,0.2239,55,294,11
4896,3,0,7,21,0.74,0.6667,0.48,0.1045,49,245,32
4897,3,0,7,22,0.72,0.6667,0.48,0,37,180,80
4898,3,0,7,23,0.74,0.6667,0.45,0.0896,16,109,72
4899,3,0,7,0,0.7,0.6515,0.51,0.1343,14,45,62
4900,3,0,7,1,0.72,0.6667,0.51,0,3,29,91
4901,3,0,7,2,0.72,0.6667,0.54,0.1045,2,7,30
4902,3,0,7,3,0.72,0.6667,0.54,0,0,5,6
4903,3,0,7,4,0.7,0.6515,0.61,0.1045,0,6,8
4904,3,0,7,5,0.7,0.6515,0.65,0.1045,1,27,87
4905,3,0,7,6,0.7,0.6515,0.7,0.0896,6,116,80
4906,3,0,7,7,0.72,0.6818,0.7,0.1642,27,305,79
4907,3,0,7,8,0.74,0.697,0.66,0.1642,47,456,26
4908,3,0,7,9,0.78,0.7424,0.59,0.194,21,210,18
4909,3,0,7,10,0.8,0.7576,0.55,0.2836,30,116,56
4910,3,0,7,11,0.84,0.8182,0.56,0.2836,41,154,30
4911,3,0,7,12,0.84,0.803,0.53,0.2537,35,186,51
4912,3,0,7,13,0.86,0.803,0.47,0.2537,26,152,87
4913,3,0,7,14,0.84,0.7879,0.49,0.2537,27,138,52
4914,3,0,7,15,0.86,0.8182,0.5,0.194,22,146,32
4915,3,0,7,16,0.86,0.803,0.47,0.1642,42,256,28
4916,3,0,7,17,0.84,0.803,0.53,0.194,45,468,45
4917,3,0,7,18,0.84,0.8182,0.56,0.2239,55,483,98
4918,3,0,7,19,0.82,0.803,0.59,0.194,37,322,10
4919,3,0,7,20,0.8,0.7879,0.63,0.194,41,270,96
4920,3,0,7,21,0.78,0.7576,0.66,0.2836,31,196,53
4921,3,0,7,22,0.76,0.7273,0.7,0.2537,25,174,35
4922,3,0,7,23,0.76,0.7424,0.75,0.194,28,123,3
4923,3,0,7,0,0.74,0.7121,0.79,0.1642,12,57,4
4924,3,0,7,1,0.74,0.7121,0.79,0.1343,12,34,42
4925,3,0,7,2,0.74,0.7121,0.79,0,3,13,24
4926,3,0,7,3,0.74,0.7121,0.79,0,2,11,2
4927,3,0,7,4,0.72,0.7121,0.84,0.1343,2,6,93
4928,3,0,7,5,0.72,0.7121,0.84,0,4,27,89
4929,3,0,7,6,0.72,0.7121,0.84,0,7,90,5
4930,3,0,7,7,0.74,0.7121,0.79,0.0896,26,254,44
4931,3,0,7,8,0.76,0.7727,0.77,0,30,384,40
4932,3,0,7,9,0.86,0.803,0.47,0.2537,28,179,17
4933,3,0,7,10,0.9,0.8485,0.42,0.2836,37,106,60
4934,3,0,7,11,0.92,0.8788,0.4,0.2985,43,161,56
4935,3,0,7,12,0.96,0.8636,0.31,0.2836,40,135,87
4936,3,0,7,13,0.94,0.8333,0.31,0,42,156,81
4937,3,0,7,14,0.96,0.8636,0.3,0.2239,34,148,79
4938,3,0,7,15,0.96,0.8636,0.3,0.2537,40,169,23
4939,3,0,7,16,0.96,0.8636,0.3,0.3881,35,233,25
4940,3,0,7,17,0.96,0.8636,0.3,0.2985,47,421,72
4941,3,0,7,18,0.92,0.8636,0.37,0.3284,49,362,53
4942,3,0,7,19,0.9,0.8485,0.42,0.2239,22,241,84
4943,3,0,7,20,0.86,0.7879,0.41,0.3284,53,206,81
4944,3,0,7,21,0.82,0.7576,0.46,0.1642,29,163,30
4945,3,0,7,22,0.8,0.7424,0.49,0.2239,47,174,8
4946,3,0,7,23,0.78,0.7121,0.52,0.1045,26,116,85
4947,3,0,7,0,0.76,0.697,0.55,0.194,60,133,48
4948,3,0,7,1,0.76,0.697,0.55,0.0896,15,90,2
4949,3,0,7,2,0.76,0.697,0.55,0.1045,11,42,9
4950,3,0,7,3,0.74,0.6818,0.62,0.1642,18,43,74
4951,3,0,7,4,0.72,0.6818,0.66,0.1642,4,10,73
4952,3,0,7,5,0.72,0.6818,0.7,0.2836,4,13,86
4953,3,0,7,6,0.72,0.6818,0.7,0.2985,6,24,22
4954,3,0,7,7,0.76,0.7273,0.66,0.194,3,42,28
4955,3,0,7,8,0.78,0.7424,0.59,0.2239,27,114,23
4956,3,0,7,9,0.82,0.7576,0.46,0.2985,49,174,13
4957,3,0,7,10,0.82,0.7424,0.41,0.2985,79,261,21
4958,3,0,7,11,0.84,0.7424,0.36,0.194,111,317,1
4959,3,0,7,12,0.84,0.7273,0.32,0.1642,111,341,48
4960,3,0,7,13,0.88,0.7576,0.29,0,125,308,71
4961,3,0,7,14,0.9,0.7879,0.29,0,112,305,11
4962,3,0,7,15,0.9,0.803,0.31,0.1343,113,302,97
4963,3,0,7,16,0.9,0.7879,0.27,0.2239,126,302,80
4964,3,0,7,17,0.9,0.7879,0.29,0.1045,93,302,18
4965,3,0,7,18,0.88,0.7576,0.28,0.194,92,299,8
4966,3,0,7,19,0.74,0.6515,0.33,0.2239,101,256,29
4967,3,0,7,20,0.82,0.7424,0.43,0.1343,74,206,53
4968,3,0,7,21,0.8,0.7424,0.49,0.1642,82,205,40
4969,3,0,7,22,0.78,0.7121,0.52,0.1045,80,209,62
4970,3,0,7,23,0.76,0.697,0.55,0.0896,63,177,9
4971,3,0,7,0,0.76,0.697,0.55,0.0896,33,113,9
4972,3,0,7,1,0.74,0.6818,0.62,0.0896,8,79,35
4973,3,0,7,2,0.74,0.697,0.66,0.0896,19,67,75
4974,3,0,7,3,0.74,0.697,0.66,0,24,50,67
4975,3,0,7,4,0.72,0.6818,0.7,0,6,13,51
4976,3,0,7,5,0.72,0.6818,0.69,0,4,8,41
4977,3,0,7,6,0.74,0.697,0.7,0,5,13,94
4978,3,0,7,7,0.74,0.6818,0.58,0.1343,19,45,24
4979,3,0,7,8,0.76,0.697,0.55,0.2239,54,142,23
4980,3,0,7,9,0.8,0.7424,0.49,0,55,183,31
4981,3,0,7,10,0.84,0.7424,0.36,0.1642,91,254,23
4982,3,0,7,11,0.86,0.7424,0.28,0.1642,112,275,2
4983,3,0,7,12,0.9,0.7727,0.25,0.194,146,338,53
4984,3,0,7,13,0.9,0.7727,0.24,0.1343,142,294,70
4985,3,0,7,14,0.9,0.7727,0.24,0.1642,130,326,38
4986,3,0,7,15,0.92,0.7727,0.18,0.2985,109,293,92
4987,3,0,7,16,0.92,0.7727,0.17,0.2836,98,306,43
4988,3,0,7,17,0.92,0.7727,0.16,0.1642,114,320,51
4989,3,0,7,18,0.86,0.7879,0.41,0.2836,91,304,68
4990,3,0,7,19,0.8,0.7576,0.55,0.3284,87,274,56
4991,3,0,7,20,0.8,0.7576,0.55,0.3284,70,275,51
4992,3,0,7,21,0.78,0.7424,0.59,0.2985,68,164,76
4993,3,0,7,22,0.74,0.697,0.7,0.2985,25,96,2
4994,3,0,7,23,0.74,0.697,0.66,0.2239,14,70,83
4995,3,0,8,0,0.72,0.6818,0.7,0.2239,7,29,41
4996,3,0,8,1,0.72,0.697,0.74,0.194,5,17,41
4997,3,0,8,2,0.7,0.6667,0.74,0.1045,4,11,57
4998,3,0,8,3,0.7,0.6667,0.79,0.1642,0,4,10
4999,3,0,8,4,0.66,0.6061,0.83,0.1343,2,4,32
5000,3,0,8,5,0.66,0.6061,0.83,0.1045,2,26,25
5001,3,0,8,6,0.66,0.6061,0.83,0.0896,3,100,83
5002,3,0,8,7,0.74,0.6818,0.62,0,24,282,44
5003,3,0,8,8,0.8,0.7273,0.43,0.194,35,382,61
5004,3,0,8,9,0.82,0.7424,0.41,0,27,166,65
5005,3,0,8,10,0.86,0.7576,0.36,0.1642,27,97,79
5006,3,0,8,11,0.88,0.7727,0.32,0.1642,53,119,82
5007,3,0,8,12,0.9,0.803,0.33,0.2537,53,168,18
5008,3,0,8,13,0.9,0.803,0.31,0.2985,38,150,17
5009,3,0,8,14,0.92,0.8182,0.29,0.194,37,123,62
5010,3,0,8,15,0.9,0.7879,0.27,0,52,129,12
5011,3,0,8,16,0.9,0.7879,0.27,0,34,231,24
5012,3,0,8,17,0.76,0.6818,0.45,0.2985,69,514,88
5013,3,0,8,18,0.78,0.697,0.43,0.194,68,543,96
5014,3,0,8,19,0.74,0.6667,0.51,0.2239,63,413,51
5015,3,0,8,20,0.72,0.6818,0.62,0.2239,49,305,98
5016,3,0,8,21,0.7,0.6515,0.7,0.2537,42,220,4
5017,3,0,8,22,0.7,0.6515,0.7,0.0896,21,137,20
5018,3,0,8,23,0.68,0.6364,0.74,0.194,14,96,75
5019,3,0,8,0,0.66,0.6212,0.74,0,11,29,3
5020,3,0,8,1,0.66,0.6212,0.74,0.1045,4,12,42
5021,3,0,8,2,0.68,0.6364,0.69,0,2,8,74
5022,3,0,8,3,0.66,0.6212,0.74,0.194,0,5,35
5023,3,0,8,4,0.66,0.6212,0.74,0.1045,0,10,79
5024,3,0,8,5,0.66,0.6212,0.74,0.1343,4,21,43
5025,3,0,8,6,0.68,0.6364,0.69,0.1045,12,117,27
5026,3,0,8,7,0.72,0.6667,0.61,0.2836,15,335,11
5027,3,0,8,8,0.74,0.6818,0.58,0.2836,37,435,93
5028,3,0,8,9,0.78,0.697,0.46,0.2985,31,213,64
5029,3,0,8,10,0.82,0.7273,0.36,0.2985,50,140,8
5030,3,0,8,11,0.84,0.7273,0.32,0.4179,32,128,38
5031,3,0,8,12,0.86,0.7424,0.3,0.2836,45,157,39
5032,3,0,8,13,0.86,0.7424,0.3,0.2239,50,203,88
5033,3,0,8,14,0.9,0.7727,0.25,0.2836,45,159,14
5034,3,0,8,15,0.9,0.7727,0.25,0.2836,48,168,86
5035,3,0,8,16,0.9,0.7727,0.25,0.2836,58,274,91
5036,3,0,8,17,0.9,0.7879,0.27,0.1343,63,556,100
5037,3,0,8,18,0.86,0.7576,0.34,0.194,65,556,95
5038,3,0,8,19,0.86,0.7576,0.36,0.2239,85,454,76
5039,3,0,8,20,0.82,0.7576,0.46,0.2537,40,288,13
5040,3,0,8,21,0.8,0.7424,0.52,0.2239,53,254,77
5041,3,0,8,22,0.78,0.7424,0.59,0.1642,22,191,39
5042,3,0,8,23,0.8,0.7424,0.49,0.1642,29,132,13
5043,3,0,8,0,0.8,0.7424,0.49,0.1642,11,43,28
5044,3,0,8,1,0.78,0.7121,0.52,0.1642,7,16,20
5045,3,0,8,2,0.78,0.7121,0.49,0.1642,2,11,23
5046,3,0,8,3,0.76,0.697,0.55,0.0896,0,4,3
5047,3,0,8,4,0.76,0.697,0.52,0.1642,0,7,20
5048,3,0,8,5,0.76,0.697,0.55,0.0896,2,24,24
5049,3,0,8,6,0.72,0.6818,0.66,0.4925,9,110,33
5050,3,0,8,7,0.74,0.6667,0.51,0.2239,19,271,69
5051,3,0,8,8,0.74,0.6667,0.51,0.1642,29,437,78
5052,3,0,8,9,0.74,0.6818,0.55,0.194,23,195,66
5053,3,0,8,10,0.74,0.6818,0.58,0.0896,9,68,97
5054,3,0,8,11,0.74,0.6818,0.58,0.1045,29,122,14
5055,3,0,8,12,0.76,0.697,0.55,0.1343,19,161,30
5056,3,0,8,13,0.76,0.7121,0.58,0.2239,37,144,60
5057,3,0,8,14,0.76,0.7121,0.58,0.2239,43,147,59
5058,3,0,8,15,0.7,0.6667,0.79,0.1343,31,118,7
5059,3,0,8,16,0.68,0.6364,0.79,0,21,150,40
5060,3,0,8,17,0.7,0.6667,0.79,0,47,425,56
5061,3,0,8,18,0.7,0.6667,0.84,0,49,492,73
5062,3,0,8,19,0.7,0.6667,0.84,0,51,321,33
5063,3,0,8,20,0.7,0.6667,0.84,0.1045,7,87,17
5064,3,0,8,21,0.68,0.6364,0.89,0.1343,7,88,73
5065,3,0,8,22,0.68,0.6364,0.89,0.1045,11,77,49
5066,3,0,8,23,0.68,0.6364,0.89,0.0896,4,56,25
5067,3,0,8,0,0.68,0.6364,0.89,0.0896,2,17,22
5068,3,0,8,1,0.66,0.5909,0.94,0.0896,3,17,90
5069,3,0,8,2,0.66,0.5909,0.94,0.0896,2,7,4
5070,3,0,8,3,0.66,0.5909,0.94,0.0896,0,3,10
5071,3,0,8,4,0.68,0.6364,0.89,0,0,7,84
5072,3,0,8,5,0.68,0.6364,0.89,0,3,20,80
5073,3,0,8,6,0.68,0.6364,0.89,0.2985,7,97,12
5074,3,0,8,7,0.68,0.6364,0.89,0.2985,11,282,95
5075,3,0,8,8,0.7,0.6515,0.82,0.3582,29,398,59
5076,3,0,8,9,0.72,0.697,0.74,0.3284,25,187,50
5077,3,0,8,10,0.72,0.6667,0.71,0.2985,24,113,94
5078,3,0,8,11,0.74,0.697,0.66,0.2239,37,149,47
5079,3,0,8,12,0.76,0.7121,0.62,0.2239,53,205,47
5080,3,0,8,13,0.76,0.7121,0.58,0,63,205,66
5081,3,0,8,14,0.8,0.7576,0.55,0.1642,53,167,57
5082,3,0,8,15,0.8,0.7576,0.55,0.2537,50,165,19
5083,3,0,8,16,0.76,0.7121,0.62,0.3284,70,290,1
5084,3,0,8,17,0.76,0.7121,0.62,0.3284,91,555,5
5085,3,0,8,18,0.7,0.6667,0.74,0.2985,88,523,81
5086,3,0,8,19,0.7,0.6667,0.74,0.2836,65,366,40
5087,3,0,8,20,0.7,0.6667,0.74,0.194,41,286,94
5088,3,0,8,21,0.7,0.6667,0.74,0.194,25,211,10
5089,3,0,8,22,0.68,0.6364,0.74,0.194,33,174,74
5090,3,0,8,23,0.66,0.6212,0.74,0.1045,24,132,57
5091,3,0,8,0,0.66,0.6212,0.74,0.1045,13,54,52
5092,3,0,8,1,0.64,0.5909,0.78,0.0896,3,19,88
5093,3,0,8,2,0.66,0.6212,0.69,0,5,19,94
5094,3,0,8,3,0.64,0.5909,0.78,0.0896,0,6,17
5095,3,0,8,4,0.64,0.5909,0.78,0.1343,1,7,23
5096,3,0,8,5,0.64,0.5909,0.78,0.0896,0,16,81
5097,3,0,8,6,0.64,0.5909,0.78,0.1343,7,101,95
5098,3,0,8,7,0.66,0.6061,0.78,0.1343,23,270,85
5099,3,0,8,8,0.7,0.6515,0.65,0.2239,39,454,94
5100,3,0,8,9,0.72,0.6667,0.58,0.1045,43,226,58
5101,3,0,8,10,0.74,0.6818,0.55,0.1343,50,163,45
5102,3,0,8,11,0.76,0.697,0.52,0.2537,44,147,21
5103,3,0,8,12,0.76,0.697,0.52,0.2537,57,216,26
5104,3,0,8,13,0.78,0.7121,0.52,0.2537,40,204,60
5105,3,0,8,14,0.78,0.7121,0.52,0.2537,81,245,14
5106,3,0,8,15,0.76,0.697,0.55,0.2537,50,210,8
5107,3,0,8,16,0.8,0.7424,0.49,0.2537,76,330,96
5108,3,0,8,17,0.78,0.7121,0.49,0.2985,84,550,81
5109,3,0,8,18,0.76,0.697,0.52,0.2537,105,466,98
5110,3,0,8,19,0.74,0.6818,0.55,0.2537,90,372,21
5111,3,0,8,20,0.72,0.6667,0.58,0.2239,70,291,3
5112,3,0,8,21,0.7,0.6515,0.65,0.194,54,173,75
5113,3,0,8,22,0.7,0.6515,0.65,0.2239,51,188,91
5114,3,0,8,23,0.68,0.6364,0.69,0.2239,37,139,50
5115,3,0,8,0,0.66,0.6061,0.78,0.194,29,133,62
5116,3,0,8,1,0.66,0.6061,0.78,0.1642,17,67,19
5117,3,0,8,2,0.66,0.6061,0.78,0.2239,14,53,63
5118,3,0,8,3,0.66,0.6061,0.78,0.1642,14,42,92
5119,3,0,8,4,0.66,0.6061,0.83,0.1642,5,10,23
5120,3,0,8,5,0.64,0.5758,0.89,0.0896,2,6,54
5121,3,0,8,6,0.64,0.5758,0.89,0.1045,5,27,25
5122,3,0,8,7,0.68,0.6364,0.83,0.1642,14,63,36
5123,3,0,8,8,0.68,0.6364,0.83,0.1642,27,121,86
5124,3,0,8,9,0.74,0.697,0.7,0.2239,60,215,90
5125,3,0,8,10,0.74,0.697,0.7,0.2836,91,290,66
5126,3,0,8,11,0.78,0.7424,0.62,0.2239,138,349,96
5127,3,0,8,12,0.8,0.7576,0.55,0.2239,130,382,21
5128,3,0,8,13,0.8,0.7727,0.59,0.3284,176,441,21
5129,3,0,8,14,0.82,0.7727,0.52,0.2537,176,380,47
5130,3,0,8,15,0.84,0.803,0.53,0.2537,130,362,84
5131,3,0,8,16,0.74,0.7121,0.79,0.1642,155,343,78
5132,3,0,8,17,0.74,0.7121,0.79,0.1642,61,149,86
5133,3,0,8,18,0.72,0.697,0.79,0.4478,81,211,5
5134,3,0,8,19,0.72,0.7121,0.84,0.2537,57,171,18
5135,3,0,8,20,0.72,0.697,0.79,0.2836,58,137,76
5136,3,0,8,21,0.7,0.6667,0.84,0.3284,28,114,67
5137,3,0,8,22,0.7,0.6667,0.84,0.3284,24,120,16
5138,3,0,8,23,0.7,0.6667,0.84,0.2836,29,108,94
5139,3,0,8,0,0.7,0.6667,0.84,0.2836,14,80,100
5140,3,0,8,1,0.7,0.6667,0.84,0.2537,10,73,15
5141,3,0,8,2,0.7,0.6667,0.84,0.2239,18,66,18
5142,3,0,8,3,0.7,0.6667,0.84,0.1343,9,32,45
5143,3,0,8,4,0.7,0.6667,0.84,0.1343,1,6,0
5144,3,0,8,5,0.7,0.6667,0.89,0.194,1,5,83
5145,3,0,8,6,0.7,0.6667,0.89,0.1642,3,13,49
5146,3,0,8,7,0.7,0.6667,0.84,0.194,11,39,37
5147,3,0,8,8,0.72,0.697,0.79,0.194,23,89,75
5148,3,0,8,9,0.76,0.7424,0.75,0.1045,82,184,94
5149,3,0,8,10,0.8,0.803,0.66,0.1343,88,266,48
5150,3,0,8,11,0.82,0.8333,0.63,0,113,269,6
5151,3,0,8,12,0.9,0.8485,0.42,0.2985,161,370,50
5152,3,0,8,13,0.9,0.8485,0.42,0.2985,118,324,29
5153,3,0,8,14,0.86,0.803,0.47,0.194,130,322,3
5154,3,0,8,15,0.72,0.697,0.74,0.2985,118,326,22
5155,3,0,8,16,0.72,0.697,0.74,0.2985,74,193,73
5156,3,0,8,17,0.74,0.7121,0.74,0.6418,63,194,100
5157,3,0,8,18,0.72,0.697,0.74,0.0896,74,229,58
5158,3,0,8,19,0.72,0.697,0.79,0.1642,68,228,21
5159,3,0,8,20,0.72,0.7121,0.84,0.1343,50,183,41
5160,3,0,8,21,0.72,0.7121,0.84,0.1045,36,136,0
5161,3,0,8,22,0.7,0.6667,0.89,0.194,21,103,50
5162,3,0,8,23,0.7,0.6667,0.79,0.1045,12,55,31
5163,3,0,8,0,0.7,0.6667,0.79,0.1045,13,30,56
5164,3,0,8,1,0.68,0.6364,0.83,0.1343,4,12,93
5165,3,0,8,2,0.66,0.5909,0.89,0,4,7,40
5166,3,0,8,3,0.66,0.5909,0.89,0,1,1,63
5167,3,0,8,4,0.66,0.5909,0.89,0.1045,2,10,14
5168,3,0,8,5,0.7,0.6667,0.79,0.0896,1,15,29
5169,3,0,8,6,0.7,0.6515,0.65,0.2836,8,95,55
5170,3,0,8,7,0.72,0.6818,0.62,0.2985,18,267,24
5171,3,0,8,8,0.74,0.6818,0.58,0.3284,29,349,3
5172,3,0,8,9,0.76,0.697,0.55,0.3881,37,183,37
5173,3,0,8,10,0.8,0.7424,0.52,0.3881,62,124,95
5174,3,0,8,11,0.82,0.7424,0.48,0.3582,90,179,92
5175,3,0,8,12,0.82,0.7576,0.46,0.2537,48,182,64
5176,3,0,8,13,0.84,0.7576,0.44,0.2985,43,151,10
5177,3,0,8,14,0.82,0.7424,0.43,0.2985,41,150,6
5178,3,0,8,15,0.84,0.7576,0.41,0.2985,40,126,8
5179,3,0,8,16,0.86,0.7727,0.39,0.2836,64,282,49
5180,3,0,8,17,0.86,0.7727,0.39,0.1642,67,527,19
5181,3,0,8,18,0.84,0.7576,0.41,0.1343,64,529,12
5182,3,0,8,19,0.82,0.7424,0.43,0.1045,64,416,61
5183,3,0,8,20,0.8,0.7576,0.55,0,71,286,86
5184,3,0,8,21,0.76,0.7121,0.58,0.0896,30,186,40
5185,3,0,8,22,0.76,0.7121,0.58,0.1045,26,147,46
5186,3,0,8,23,0.74,0.697,0.66,0.1045,19,72,61
5187,3,0,8,0,0.72,0.697,0.79,0.1343,10,35,34
5188,3,0,8,1,0.72,0.6818,0.66,0,5,14,5
5189,3,0,8,2,0.72,0.6818,0.7,0,9,12,75
5190,3,0,8,3,0.72,0.6818,0.62,0,0,3,54
5191,3,0,8,4,0.7,0.6667,0.74,0,1,7,21
5192,3,0,8,5,0.7,0.6515,0.65,0.0896,5,30,93
5193,3,0,8,6,0.72,0.6667,0.64,0,6,101,38
5194,3,0,8,7,0.72,0.697,0.74,0.1045,30,343,80
5195,3,0,8,8,0.74,0.697,0.66,0,40,392,76
5196,3,0,8,9,0.78,0.7424,0.62,0.1343,34,175,65
5197,3,0,8,10,0.8,0.7727,0.59,0.2239,55,144,56
5198,3,0,8,11,0.8,0.7727,0.59,0.2239,61,149,95
5199,3,0,8,12,0.82,0.7879,0.56,0.194,60,185,43
5200,3,0,8,13,0.84,0.7879,0.49,0.1642,48,175,33
5201,3,0,8,14,0.86,0.7879,0.44,0.2836,53,148,29
5202,3,0,8,15,0.86,0.7727,0.39,0.2836,58,164,85
5203,3,0,8,16,0.86,0.7727,0.39,0.2985,57,285,58
5204,3,0,8,17,0.8,0.7576,0.55,0.1642,79,532,29
5205,3,0,8,18,0.8,0.7576,0.55,0.194,97,585,89
5206,3,0,8,19,0.8,0.7424,0.49,0.1045,69,371,59
5207,3,0,8,20,0.8,0.7273,0.43,0.194,34,292,21
5208,3,0,8,21,0.78,0.697,0.46,0.2537,46,230,69
5209,3,0,8,22,0.78,0.697,0.46,0.2985,28,155,5
5210,3,0,8,23,0.76,0.6818,0.48,0.2836,22,75,76
5211,3,0,8,0,0.74,0.6667,0.51,0.2239,19,37,71
5212,3,0,8,1,0.72,0.6667,0.54,0.194,7,17,65
5213,3,0,8,2,0.72,0.6667,0.54,0.1642,1,11,82
5214,3,0,8,3,0.7,0.6515,0.58,0.1642,1,4,10
5215,3,0,8,4,0.7,0.6515,0.54,0.1343,1,5,35
5216,3,0,8,5,0.68,0.6364,0.61,0.0896,2,32,82
5217,3,0,8,6,0.68,0.6364,0.61,0,9,119,95
5218,3,0,8,7,0.7,0.6515,0.58,0.0896,16,305,54
5219,3,0,8,8,0.74,0.6667,0.51,0.194,38,399,39
5220,3,0,8,9,0.76,0.6818,0.48,0.2239,32,180,88
5221,3,0,8,10,0.8,0.7273,0.43,0.2239,41,113,90
5222,3,0,8,11,0.8,0.7121,0.41,0.3881,54,149,56
5223,3,0,8,12,0.82,0.7273,0.38,0.2985,74,240,88
5224,3,0,8,13,0.82,0.7273,0.38,0.2836,41,191,2
5225,3,0,8,14,0.84,0.7273,0.34,0.3284,62,178,84
5226,3,0,8,15,0.86,0.7424,0.3,0.3284,53,194,89
5227,3,0,8,16,0.86,0.7424,0.26,0.2985,76,282,48
5228,3,0,8,17,0.84,0.7121,0.26,0.2985,71,584,78
5229,3,0,8,18,0.82,0.7121,0.28,0.2985,70,559,45
5230,3,0,8,19,0.8,0.697,0.26,0.2537,79,413,83
5231,3,0,8,20,0.76,0.6667,0.31,0.1343,59,312,96
5232,3,0,8,21,0.76,0.6667,0.33,0.1045,47,209,46
5233,3,0,8,22,0.74,0.6515,0.37,0,17,139,38
5234,3,0,8,23,0.74,0.6515,0.37,0.0896,14,108,11
5235,3,0,8,0,0.7,0.6364,0.45,0.1045,6,46,86
5236,3,0,8,1,0.7,0.6364,0.45,0.1343,9,26,100
5237,3,0,8,2,0.66,0.6212,0.54,0.1343,3,11,46
5238,3,0,8,3,0.64,0.6212,0.57,0.1343,2,9,13
5239,3,0,8,4,0.64,0.6212,0.57,0.1642,1,5,95
5240,3,0,8,5,0.64,0.6212,0.61,0.194,2,25,46
5241,3,0,8,6,0.62,0.6061,0.65,0.1642,5,106,27
5242,3,0,8,7,0.66,0.6212,0.54,0.1343,15,307,5
5243,3,0,8,8,0.7,0.6364,0.45,0.1642,29,390,90
5244,3,0,8,9,0.72,0.6515,0.39,0.2239,31,197,48
5245,3,0,8,10,0.74,0.6515,0.37,0.2537,36,132,6
5246,3,0,8,11,0.76,0.6667,0.35,0.2537,59,187,17
5247,3,0,8,12,0.78,0.6818,0.31,0.2537,50,214,72
5248,3,0,8,13,0.76,0.6667,0.31,0.2239,51,217,32
5249,3,0,8,14,0.8,0.697,0.29,0,39,142,32
5250,3,0,8,15,0.8,0.697,0.29,0.2985,52,178,79
5251,3,0,8,16,0.8,0.697,0.27,0.194,57,298,17
5252,3,0,8,17,0.8,0.697,0.29,0.2537,96,582,45
5253,3,0,8,18,0.78,0.6818,0.29,0.0896,74,571,17
5254,3,0,8,19,0.74,0.6515,0.35,0.194,48,371,54
5255,3,0,8,20,0.72,0.6515,0.37,0.1343,56,288,56
5256,3,0,8,21,0.7,0.6515,0.48,0.0896,35,206,6
5257,3,0,8,22,0.7,0.6515,0.48,0,34,157,22
5258,3,0,8,23,0.66,0.6212,0.5,0.1642,22,127,62
5259,3,0,8,0,0.64,0.6212,0.53,0.1642,12,65,80
5260,3,0,8,1,0.64,0.6212,0.53,0.1343,4,23,9
5261,3,0,8,2,0.62,0.6212,0.57,0.194,0,15,69
5262,3,0,8,3,0.62,0.6212,0.53,0.1642,0,9,18
5263,3,0,8,4,0.62,0.6212,0.53,0.1343,0,5,58
