instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature1
4604,3,0,7,17,0.74,0.6667,0.42,0.2537,104,587,96
4605,3,0,7,18,0.72,0.6515,0.45,0.2239,102,496,38
4606,3,0,7,19,0.7,0.6364,0.45,0.2239,114,394,82
4607,3,0,7,20,0.7,0.6515,0.51,0.2239,92,343,67
4608,3,0,7,21,0.66,0.6212,0.54,0.1045,75,261,92
4609,3,0,7,22,0.66,0.6212,0.57,0.2239,71,223,92
4610,3,0,7,23,0.64,0.6212,0.61,0.1642,41,167,4
4611,3,0,7,0,0.62,0.6061,0.65,0.194,42,110,47
4612,3,0,7,1,0.6,0.5909,0.69,0.1045,24,75,13
4613,3,0,7,2,0.6,0.5909,0.73,0.1343,10,58,43
4614,3,0,7,3,0.6,0.5758,0.78,0.1343,6,26,96
4615,3,0,7,4,0.6,0.5909,0.73,0.0896,9,16,41
4616,3,0,7,5,0.58,0.5455,0.78,0.0896,4,10,91
4617,3,0,7,6,0.6,0.5758,0.78,0.1642,16,37,32
4618,3,0,7,7,0.62,0.5909,0.73,0.1343,14,52,83
4619,3,0,7,8,0.66,0.6212,0.65,0.1642,37,127,88
4620,3,0,7,9,0.7,0.6515,0.54,0.2239,72,222,44
4621,3,0,7,10,0.72,0.6667,0.54,0.194,114,322,44
4622,3,0,7,11,0.74,0.6667,0.48,0.2239,171,396,95
4623,3,0,7,12,0.76,0.6818,0.43,0.2836,187,463,100
4624,3,0,7,13,0.76,0.6818,0.45,0.2985,221,497,22
4625,3,0,7,14,0.74,0.6667,0.45,0.2985,201,433,29
4626,3,0,7,15,0.76,0.6818,0.45,0.3284,205,428,64
4627,3,0,7,16,0.76,0.6818,0.45,0.2836,183,425,100
4628,3,0,7,17,0.76,0.6818,0.45,0.2239,234,475,0
4629,3,0,7,18,0.76,0.6818,0.45,0.2836,185,428,10
4630,3,0,7,19,0.74,0.6818,0.48,0.194,164,406,58
4631,3,0,7,20,0.72,0.6667,0.51,0.2239,108,296,17
4632,3,0,7,21,0.7,0.6515,0.58,0.2239,85,252,39
4633,3,0,7,22,0.7,0.6515,0.65,0.2836,65,201,10
4634,3,0,7,23,0.68,0.6364,0.61,0.2239,61,168,80
4635,3,0,7,0,0.66,0.6212,0.65,0.2239,34,125,40
4636,3,0,7,1,0.64,0.6061,0.69,0.194,16,102,16
4637,3,0,7,2,0.64,0.6061,0.69,0.2239,28,94,97
4638,3,0,7,3,0.64,0.6061,0.69,0.2239,21,47,8
4639,3,0,7,4,0.62,0.5909,0.73,0.1642,4,10,8
4640,3,0,7,5,0.64,0.6061,0.69,0.2239,4,12,23
4641,3,0,7,6,0.62,0.5909,0.73,0.1642,10,21,67
4642,3,0,7,7,0.64,0.6061,0.73,0.1642,20,50,98
4643,3,0,7,8,0.68,0.6364,0.65,0.2239,45,118,73
4644,3,0,7,9,0.72,0.6667,0.58,0.2239,74,184,69
4645,3,0,7,10,0.74,0.6818,0.6,0.2239,127,304,8
4646,3,0,7,11,0.76,0.697,0.55,0.2836,147,391,80
4647,3,0,7,12,0.76,0.697,0.55,0.2836,177,420,91
4648,3,0,7,13,0.8,0.7424,0.49,0.2985,200,472,33
4649,3,0,7,14,0.8,0.7424,0.49,0.3582,168,430,43
4650,3,0,7,15,0.82,0.7424,0.43,0.2985,129,324,56
4651,3,0,7,16,0.8,0.7273,0.46,0.2985,129,317,56
4652,3,0,7,17,0.8,0.7424,0.49,0.3881,133,369,78
4653,3,0,7,18,0.8,0.7273,0.46,0.2985,147,390,32
4654,3,0,7,19,0.76,0.697,0.55,0.2836,145,379,28
4655,3,0,7,20,0.76,0.7121,0.58,0.2537,85,262,1
4656,3,0,7,21,0.74,0.6818,0.62,0.2239,59,207,100
4657,3,0,7,22,0.72,0.6818,0.66,0.2239,65,181,35
4658,3,0,7,23,0.7,0.6667,0.74,0.1343,39,93,7
4659,3,0,7,0,0.7,0.6667,0.74,0.1343,21,51,67
4660,3,0,7,1,0.7,0.6667,0.74,0.2239,17,25,77
4661,3,0,7,2,0.66,0.6061,0.83,0.2239,2,10,43
4662,3,0,7,3,0.66,0.6061,0.78,0.194,3,7,90
4663,3,0,7,4,0.64,0.5909,0.78,0.1642,1,4,6
4664,3,0,7,5,0.64,0.5909,0.78,0.1045,2,17,99
4665,3,0,7,6,0.64,0.5758,0.83,0.1045,10,105,25
4666,3,0,7,7,0.68,0.6364,0.74,0.2239,22,277,45
4667,3,0,7,8,0.7,0.6515,0.7,0.194,18,347,26
4668,3,0,7,9,0.74,0.697,0.67,0.2239,33,203,43
4669,3,0,7,10,0.76,0.7121,0.62,0.194,52,130,67
4670,3,0,7,11,0.8,0.7576,0.55,0.0896,42,141,96
4671,3,0,7,12,0.8,0.7727,0.59,0.194,39,165,66
4672,3,0,7,13,0.82,0.7879,0.56,0.2537,27,152,34
4673,3,0,7,14,0.82,0.7879,0.56,0.3284,32,138,34
4674,3,0,7,15,0.84,0.803,0.53,0.3284,53,164,30
4675,3,0,7,16,0.84,0.803,0.53,0.2836,45,265,44
4676,3,0,7,17,0.84,0.7879,0.49,0.3284,72,545,7
4677,3,0,7,18,0.82,0.7727,0.49,0.3582,80,558,72
4678,3,0,7,19,0.8,0.7576,0.55,0.2239,63,398,51
4679,3,0,7,20,0.78,0.7424,0.59,0.2239,91,323,89
4680,3,0,7,21,0.74,0.697,0.66,0.194,48,202,76
4681,3,0,7,22,0.76,0.7273,0.66,0.2239,36,140,65
4682,3,0,7,23,0.74,0.697,0.66,0.1642,32,91,26
4683,3,0,7,0,0.74,0.697,0.66,0.1045,25,51,19
4684,3,0,7,1,0.74,0.697,0.66,0.1343,7,13,82
4685,3,0,7,2,0.72,0.6818,0.7,0.1642,9,13,55
4686,3,0,7,3,0.72,0.6818,0.7,0.1642,2,3,31
4687,3,0,7,4,0.72,0.6818,0.7,0.1343,1,5,96
4688,3,0,7,5,0.7,0.6667,0.74,0.1045,0,19,99
4689,3,0,7,6,0.72,0.697,0.74,0.1045,8,134,65
4690,3,0,7,7,0.74,0.697,0.7,0.1642,28,315,62
4691,3,0,7,8,0.76,0.7273,0.7,0.1642,31,412,62
4692,3,0,7,9,0.8,0.7879,0.63,0.1343,22,199,48
4693,3,0,7,10,0.82,0.7879,0.56,0.1642,29,141,44
4694,3,0,7,11,0.82,0.803,0.59,0,29,127,98
4695,3,0,7,12,0.84,0.8182,0.56,0.0896,26,153,44
4696,3,0,7,13,0.86,0.8333,0.53,0.1045,33,172,53
4697,3,0,7,14,0.86,0.8182,0.5,0.194,41,152,73
4698,3,0,7,15,0.88,0.8182,0.44,0.194,48,158,100
4699,3,0,7,16,0.9,0.8485,0.42,0.2985,61,277,41
4700,3,0,7,17,0.8,0.803,0.66,0,68,513,31
4701,3,0,7,18,0.8,0.803,0.66,0.1343,80,530,75
4702,3,0,7,19,0.76,0.7424,0.75,0.194,54,388,71
4703,3,0,7,20,0.74,0.7273,0.74,0.0896,48,277,38
4704,3,0,7,21,0.74,0.7121,0.74,0.1343,47,241,64
4705,3,0,7,22,0.74,0.7121,0.74,0,36,156,1
4706,3,0,7,23,0.72,0.697,0.79,0.1642,19,92,72
4707,3,0,7,0,0.7,0.6667,0.84,0.1045,11,40,37
4708,3,0,7,1,0.7,0.6667,0.84,0,4,11,87
4709,3,0,7,2,0.7,0.6667,0.84,0,2,9,98
4710,3,0,7,3,0.7,0.6667,0.84,0.1045,2,6,62
4711,3,0,7,4,0.68,0.6364,0.83,0,0,4,54
4712,3,0,7,5,0.68,0.6364,0.83,0.1045,4,23,16
4713,3,0,7,6,0.68,0.6364,0.89,0.1045,5,116,94
4714,3,0,7,7,0.7,0.6667,0.84,0.1045,27,303,42
4715,3,0,7,8,0.74,0.7121,0.74,0,34,438,23
4716,3,0,7,9,0.74,0.697,0.7,0.0896,28,209,0
4717,3,0,7,10,0.76,0.7273,0.7,0,34,110,69
4718,3,0,7,11,0.8,0.7879,0.63,0.0896,26,142,90
4719,3,0,7,12,0.82,0.803,0.59,0,28,149,97
4720,3,0,7,13,0.84,0.8182,0.56,0.194,23,120,7
4721,3,0,7,14,0.86,0.8333,0.53,0.2239,44,127,62
4722,3,0,7,15,0.86,0.8182,0.5,0.1642,36,138,35
4723,3,0,7,16,0.84,0.8182,0.56,0,30,234,77
4724,3,0,7,17,0.84,0.8333,0.59,0.194,50,455,16
4725,3,0,7,18,0.84,0.8333,0.59,0.2239,68,497,3
4726,3,0,7,19,0.82,0.8485,0.67,0.1642,59,382,79
4727,3,0,7,20,0.8,0.8333,0.75,0.2239,45,309,40
4728,3,0,7,21,0.8,0.803,0.66,0.1642,33,242,60
4729,3,0,7,22,0.78,0.7727,0.7,0.2239,25,169,28
4730,3,0,7,23,0.76,0.7424,0.75,0.2537,26,99,18
4731,3,0,7,0,0.76,0.7424,0.75,0.194,13,42,0
4732,3,0,7,1,0.74,0.7273,0.84,0.2239,5,21,2
4733,3,0,7,2,0.74,0.7273,0.84,0.2239,2,6,72
4734,3,0,7,3,0.74,0.7121,0.79,0.1343,1,6,47
4735,3,0,7,4,0.72,0.7121,0.84,0.1045,0,4,97
4736,3,0,7,5,0.72,0.7121,0.84,0.1045,2,18,23
4737,3,0,7,6,0.72,0.7121,0.84,0.1045,6,117,11
4738,3,0,7,7,0.74,0.7273,0.84,0.1343,23,274,44
4739,3,0,7,8,0.76,0.7576,0.79,0.1642,23,381,96
4740,3,0,7,9,0.8,0.8182,0.75,0.2537,34,200,49
4741,3,0,7,10,0.82,0.8636,0.71,0.2239,31,78,11
4742,3,0,7,11,0.86,0.8939,0.63,0.2985,27,106,10
4743,3,0,7,12,0.88,0.8939,0.56,0.3284,29,135,51
4744,3,0,7,13,0.88,0.8939,0.56,0.2985,21,102,33
4745,3,0,7,14,0.9,0.8939,0.5,0.3582,50,147,63
4746,3,0,7,15,0.9,0.9242,0.53,0.2537,40,133,22
4747,3,0,7,16,0.92,0.9242,0.48,0.2836,43,210,9
4748,3,0,7,17,0.92,0.9091,0.45,0.2985,40,414,1
4749,3,0,7,18,0.9,0.8939,0.5,0.2836,39,382,74
4750,3,0,7,19,0.86,0.9242,0.67,0.2836,51,284,55
4751,3,0,7,20,0.84,0.8939,0.71,0.2239,38,237,67
4752,3,0,7,21,0.82,0.8939,0.75,0.2239,38,225,1
4753,3,0,7,22,0.82,0.8636,0.71,0.1642,36,149,65
4754,3,0,7,23,0.8,0.8182,0.71,0.1642,40,113,40
4755,3,0,7,0,0.82,0.8333,0.63,0.1343,9,60,89
4756,3,0,7,1,0.8,0.7879,0.63,0,7,24,97
4757,3,0,7,2,0.78,0.803,0.79,0.1343,0,14,9
4758,3,0,7,3,0.78,0.7879,0.75,0.1045,1,7,100
4759,3,0,7,4,0.76,0.7424,0.75,0.1045,8,13,33
4760,3,0,7,5,0.74,0.7121,0.79,0.1045,2,19,98
4761,3,0,7,6,0.76,0.7424,0.75,0.0896,13,96,79
4762,3,0,7,7,0.8,0.803,0.66,0.1045,20,252,24
4763,3,0,7,8,0.84,0.8485,0.63,0.1642,30,322,90
4764,3,0,7,9,0.86,0.8939,0.63,0.0896,31,208,34
4765,3,0,7,10,0.9,0.9242,0.53,0.0896,32,115,17
4766,3,0,7,11,0.9,0.8939,0.5,0.1045,23,109,4
4767,3,0,7,12,0.94,0.9545,0.48,0.1642,20,115,33
4768,3,0,7,13,0.94,0.9848,0.51,0.1642,25,123,76
4769,3,0,7,14,0.96,1,0.48,0.2985,24,101,77
4770,3,0,7,15,0.94,0.9848,0.51,0.2985,32,133,69
4771,3,0,7,16,0.9,0.8333,0.39,0.2985,29,182,96
4772,3,0,7,17,0.88,0.8485,0.47,0.1045,35,306,62
4773,3,0,7,18,0.9,0.8182,0.37,0.1642,34,284,29
4774,3,0,7,19,0.86,0.7879,0.41,0.1045,40,250,46
4775,3,0,7,20,0.84,0.8182,0.56,0,46,212,26
4776,3,0,7,21,0.82,0.803,0.59,0.0896,38,190,86
4777,3,0,7,22,0.84,0.7879,0.49,0.0896,44,149,57
4778,3,0,7,23,0.8,0.7879,0.63,0.194,19,103,14
4779,3,0,7,0,0.82,0.7879,0.56,0,16,101,74
4780,3,0,7,1,0.82,0.7727,0.52,0.1045,13,70,82
4781,3,0,7,2,0.82,0.7727,0.52,0,13,61,83
4782,3,0,7,3,0.78,0.7576,0.66,0.0896,6,22,3
4783,3,0,7,4,0.76,0.7273,0.66,0.1045,5,9,38
4784,3,0,7,5,0.76,0.7121,0.62,0.1343,1,7,79
4785,3,0,7,6,0.8,0.7424,0.52,0.1343,6,25,86
4786,3,0,7,7,0.8,0.7424,0.52,0.1045,7,45,67
4787,3,0,7,8,0.84,0.7879,0.49,0.2537,24,109,39
4788,3,0,7,9,0.84,0.7879,0.49,0.1642,30,132,6
4789,3,0,7,10,0.86,0.7879,0.41,0.2239,61,198,20
4790,3,0,7,11,0.9,0.8182,0.37,0.194,62,216,59
4791,3,0,7,12,0.92,0.8636,0.37,0.1045,71,235,70
4792,3,0,7,13,0.94,0.8788,0.38,0.1642,78,245,98
4793,3,0,7,14,0.92,0.8939,0.42,0,84,236,38
4794,3,0,7,15,0.94,0.8788,0.38,0,78,215,55
4795,3,0,7,16,0.94,0.8788,0.38,0.1343,70,221,5
4796,3,0,7,17,0.94,0.8788,0.38,0.1343,70,197,19
4797,3,0,7,18,0.92,0.8788,0.4,0.2239,62,196,55
4798,3,0,7,19,0.82,0.803,0.59,0.1343,80,217,67
4799,3,0,7,20,0.82,0.803,0.59,0.2239,47,145,4
4800,3,0,7,21,0.82,0.803,0.59,0.2239,39,154,71
4801,3,0,7,22,0.8,0.7727,0.59,0.194,37,125,92
4802,3,0,7,23,0.8,0.7727,0.59,0.1045,27,104,24
4803,3,0,7,0,0.8,0.7727,0.59,0.1045,42,119,91
4804,3,0,7,1,0.78,0.7576,0.66,0.1045,33,96,94
4805,3,0,7,2,0.8,0.7879,0.63,0.0896,12,60,46
4806,3,0,7,3,0.8,0.7879,0.63,0.0896,17,37,75
4807,3,0,7,4,0.78,0.7576,0.66,0.1045,1,6,13
4808,3,0,7,5,0.78,0.7576,0.66,0.0896,5,8,28
4809,3,0,7,6,0.8,0.7879,0.63,0.0896,9,22,22
4810,3,0,7,7,0.8,0.7727,0.59,0.1343,6,35,65
4811,3,0,7,8,0.82,0.7879,0.56,0.2836,22,104,42
4812,3,0,7,9,0.82,0.7879,0.56,0.3881,42,154,36
4813,3,0,7,10,0.86,0.8182,0.5,0.3284,61,226,37
4814,3,0,7,11,0.84,0.803,0.53,0.2537,74,243,29
4815,3,0,7,12,0.9,0.8636,0.45,0.1642,85,246,52
4816,3,0,7,13,0.86,0.803,0.47,0.2239,90,252,91
4817,3,0,7,14,0.86,0.8182,0.5,0.2836,79,283,45
4818,3,0,7,15,0.9,0.8485,0.42,0.2537,68,238,41
4819,3,0,7,16,0.9,0.8485,0.42,0.2537,62,249,53
4820,3,0,7,17,0.9,0.8333,0.39,0.1045,75,249,84
4821,3,0,7,18,0.88,0.8182,0.42,0.1642,67,243,93
4822,3,0,7,19,0.86,0.803,0.47,0.1642,70,240,37
4823,3,0,7,20,0.84,0.7879,0.49,0.1642,52,195,70
4824,3,0,7,21,0.8,0.7879,0.63,0.1343,42,153,23
4825,3,0,7,22,0.78,0.7576,0.66,0,23,98,58
4826,3,0,7,23,0.76,0.7273,0.7,0.0896,13,50,18
4827,3,0,7,0,0.76,0.7273,0.7,0,17,34,74
4828,3,0,7,1,0.76,0.7424,0.75,0.0896,4,12,31
4829,3,0,7,2,0.74,0.7121,0.79,0.0896,3,6,50
4830,3,0,7,3,0.74,0.7121,0.79,0,2,4,23
4831,3,0,7,4,0.72,0.7121,0.84,0.0896,0,6,11
4832,3,0,7,5,0.72,0.7121,0.84,0.0896,2,24,43
4833,3,0,7,6,0.72,0.7121,0.84,0.0896,7,107,40
4834,3,0,7,7,0.74,0.7121,0.79,0,20,277,72
4835,3,0,7,8,0.76,0.7424,0.75,0,34,387,2
4836,3,0,7,9,0.8,0.803,0.66,0,11,135,38
4837,3,0,7,10,0.82,0.803,0.59,0,30,84,86
4838,3,0,7,11,0.84,0.8333,0.59,0.194,24,107,67
4839,3,0,7,12,0.84,0.8333,0.59,0.194,17,67,6
4840,3,0,7,13,0.74,0.7121,0.74,0.1343,14,78,0
4841,3,0,7,14,0.72,0.697,0.79,0.194,28,90,39
4842,3,0,7,15,0.7,0.6667,0.84,0.3881,16,112,28
4843,3,0,7,16,0.7,0.6667,0.84,0.2239,37,198,8
4844,3,0,7,17,0.72,0.697,0.74,0,48,485,51
4845,3,0,7,18,0.74,0.7121,0.74,0.0896,60,533,23
4846,3,0,7,19,0.74,0.697,0.7,0.0896,62,386,51
4847,3,0,7,20,0.72,0.697,0.74,0.1343,55,302,20
4848,3,0,7,21,0.7,0.6667,0.84,0,41,194,51
4849,3,0,7,22,0.7,0.6667,0.84,0,13,125,47
4850,3,0,7,23,0.7,0.6667,0.84,0.0896,23,87,86
4851,3,0,7,0,0.7,0.6667,0.79,0.1045,8,28,84
4852,3,0,7,1,0.7,0.6667,0.79,0.1045,6,12,16
4853,3,0,7,2,0.68,0.6364,0.89,0.1045,1,7,95
4854,3,0,7,3,0.68,0.6364,0.89,0.1343,2,4,74
4855,3,0,7,4,0.68,0.6364,0.88,0.1642,0,6,14
4856,3,0,7,5,0.66,0.5909,0.89,0.0896,3,27,11
4857,3,0,7,6,0.68,0.6364,0.83,0.2239,2,110,87
4858,3,0,7,7,0.72,0.6818,0.66,0.2836,30,318,82
4859,3,0,7,8,0.74,0.6818,0.55,0.194,32,424,42
4860,3,0,7,9,0.76,0.6818,0.4,0.2239,25,187,85
4861,3,0,7,10,0.8,0.697,0.31,0.2239,42,138,74
4862,3,0,7,11,0.82,0.7121,0.3,0,49,151,77
4863,3,0,7,12,0.84,0.7273,0.28,0,25,147,86
4864,3,0,7,13,0.84,0.7273,0.32,0.2985,43,182,90
4865,3,0,7,14,0.86,0.7424,0.3,0.2836,46,147,58
4866,3,0,7,15,0.88,0.7576,0.28,0.3284,49,163,38
4867,3,0,7,16,0.86,0.7576,0.36,0.2836,41,254,59
4868,3,0,7,17,0.86,0.7576,0.36,0.3582,72,537,70
4869,3,0,7,18,0.84,0.7424,0.39,0.3881,68,546,69
4870,3,0,7,19,0.82,0.7424,0.43,0.2985,69,398,70
4871,3,0,7,20,0.8,0.7273,0.46,0.2537,47,290,73
4872,3,0,7,21,0.78,0.7121,0.49,0.2239,45,267,95
4873,3,0,7,22,0.76,0.697,0.55,0.1343,27,158,90
4874,3,0,7,23,0.76,0.7121,0.58,0.1045,18,89,100
4875,3,0,7,0,0.78,0.7121,0.52,0.1642,19,45,44
4876,3,0,7,1,0.78,0.7121,0.49,0.194,1,10,12
4877,3,0,7,2,0.76,0.697,0.52,0.2985,1,6,61
4878,3,0,7,3,0.72,0.6667,0.58,0.1642,0,4,64
4879,3,0,7,4,0.72,0.6667,0.51,0.194,1,4,48
4880,3,0,7,5,0.7,0.6515,0.54,0.2836,0,18,97
4881,3,0,7,6,0.7,0.6515,0.54,0.2239,4,123,70
4882,3,0,7,7,0.72,0.6667,0.48,0.2537,34,347,32
4883,3,0,7,8,0.74,0.6667,0.42,0.2537,28,433,72
4884,3,0,7,9,0.76,0.6667,0.35,0.2537,27,216,4
4885,3,0,7,10,0.78,0.6818,0.33,0,32,114,97
4886,3,0,7,11,0.8,0.697,0.31,0,42,136,38
4887,3,0,7,12,0.82,0.7121,0.3,0.2836,37,169,65
4888,3,0,7,13,0.84,0.7273,0.3,0.3582,29,180,26
4889,3,0,7,14,0.84,0.7273,0.28,0.2239,20,127,45
4890,3,0,7,15,0.86,0.7424,0.26,0.2537,37,140,39
4891,3,0,7,16,0.86,0.7273,0.25,0.1642,40,268,39
4892,3,0,7,17,0.84,0.7121,0.26,0.2239,81,572,3
4893,3,0,7,18,0.82,0.7121,0.28,0.1045,78,541,28
4894,3,0,7,19,0.8,0.697,0.29,0.0896,87,375,96
4895,3,0,7,20,0.76,0.6818,0.45,0.2239,55,294,38
4896,3,0,7,21,0.74,0.6667,0.48,0.1045,49,245,38
4897,3,0,7,22,0.72,0.6667,0.48,0,37,180,53
4898,3,0,7,23,0.74,0.6667,0.45,0.0896,16,109,100
4899,3,0,7,0,0.7,0.6515,0.51,0.1343,14,45,0
4900,3,0,7,1,0.72,0.6667,0.51,0,3,29,85
4901,3,0,7,2,0.72,0.6667,0.54,0.1045,2,7,49
4902,3,0,7,3,0.72,0.6667,0.54,0,0,5,14
4903,3,0,7,4,0.7,0.6515,0.61,0.1045,0,6,28
4904,3,0,7,5,0.7,0.6515,0.65,0.1045,1,27,74
4905,3,0,7,6,0.7,0.6515,0.7,0.0896,6,116,89
4906,3,0,7,7,0.72,0.6818,0.7,0.1642,27,305,67
4907,3,0,7,8,0.74,0.697,0.66,0.1642,47,456,25
4908,3,0,7,9,0.78,0.7424,0.59,0.194,21,210,67
4909,3,0,7,10,0.8,0.7576,0.55,0.2836,30,116,77
4910,3,0,7,11,0.84,0.8182,0.56,0.2836,41,154,37
4911,3,0,7,12,0.84,0.803,0.53,0.2537,35,186,60
4912,3,0,7,13,0.86,0.803,0.47,0.2537,26,152,47
4913,3,0,7,14,0.84,0.7879,0.49,0.2537,27,138,77
4914,3,0,7,15,0.86,0.8182,0.5,0.194,22,146,23
4915,3,0,7,16,0.86,0.803,0.47,0.1642,42,256,85
4916,3,0,7,17,0.84,0.803,0.53,0.194,45,468,2
4917,3,0,7,18,0.84,0.8182,0.56,0.2239,55,483,47
4918,3,0,7,19,0.82,0.803,0.59,0.194,37,322,54
4919,3,0,7,20,0.8,0.7879,0.63,0.194,41,270,60
4920,3,0,7,21,0.78,0.7576,0.66,0.2836,31,196,24
4921,3,0,7,22,0.76,0.7273,0.7,0.2537,25,174,92
4922,3,0,7,23,0.76,0.7424,0.75,0.194,28,123,25
4923,3,0,7,0,0.74,0.7121,0.79,0.1642,12,57,17
4924,3,0,7,1,0.74,0.7121,0.79,0.1343,12,34,100
4925,3,0,7,2,0.74,0.7121,0.79,0,3,13,70
4926,3,0,7,3,0.74,0.7121,0.79,0,2,11,40
4927,3,0,7,4,0.72,0.7121,0.84,0.1343,2,6,14
4928,3,0,7,5,0.72,0.7121,0.84,0,4,27,40
4929,3,0,7,6,0.72,0.7121,0.84,0,7,90,68
4930,3,0,7,7,0.74,0.7121,0.79,0.0896,26,254,42
4931,3,0,7,8,0.76,0.7727,0.77,0,30,384,23
4932,3,0,7,9,0.86,0.803,0.47,0.2537,28,179,92
4933,3,0,7,10,0.9,0.8485,0.42,0.2836,37,106,88
4934,3,0,7,11,0.92,0.8788,0.4,0.2985,43,161,91
4935,3,0,7,12,0.96,0.8636,0.31,0.2836,40,135,81
4936,3,0,7,13,0.94,0.8333,0.31,0,42,156,44
4937,3,0,7,14,0.96,0.8636,0.3,0.2239,34,148,61
4938,3,0,7,15,0.96,0.8636,0.3,0.2537,40,169,75
4939,3,0,7,16,0.96,0.8636,0.3,0.3881,35,233,60
4940,3,0,7,17,0.96,0.8636,0.3,0.2985,47,421,89
4941,3,0,7,18,0.92,0.8636,0.37,0.3284,49,362,4
4942,3,0,7,19,0.9,0.8485,0.42,0.2239,22,241,16
4943,3,0,7,20,0.86,0.7879,0.41,0.3284,53,206,76
4944,3,0,7,21,0.82,0.7576,0.46,0.1642,29,163,77
4945,3,0,7,22,0.8,0.7424,0.49,0.2239,47,174,86
4946,3,0,7,23,0.78,0.7121,0.52,0.1045,26,116,88
4947,3,0,7,0,0.76,0.697,0.55,0.194,60,133,61
4948,3,0,7,1,0.76,0.697,0.55,0.0896,15,90,48
4949,3,0,7,2,0.76,0.697,0.55,0.1045,11,42,87
4950,3,0,7,3,0.74,0.6818,0.62,0.1642,18,43,45
4951,3,0,7,4,0.72,0.6818,0.66,0.1642,4,10,71
4952,3,0,7,5,0.72,0.6818,0.7,0.2836,4,13,48
4953,3,0,7,6,0.72,0.6818,0.7,0.2985,6,24,50
4954,3,0,7,7,0.76,0.7273,0.66,0.194,3,42,70
4955,3,0,7,8,0.78,0.7424,0.59,0.2239,27,114,15
4956,3,0,7,9,0.82,0.7576,0.46,0.2985,49,174,10
4957,3,0,7,10,0.82,0.7424,0.41,0.2985,79,261,95
4958,3,0,7,11,0.84,0.7424,0.36,0.194,111,317,61
4959,3,0,7,12,0.84,0.7273,0.32,0.1642,111,341,29
4960,3,0,7,13,0.88,0.7576,0.29,0,125,308,6
4961,3,0,7,14,0.9,0.7879,0.29,0,112,305,27
4962,3,0,7,15,0.9,0.803,0.31,0.1343,113,302,75
4963,3,0,7,16,0.9,0.7879,0.27,0.2239,126,302,12
4964,3,0,7,17,0.9,0.7879,0.29,0.1045,93,302,72
4965,3,0,7,18,0.88,0.7576,0.28,0.194,92,299,79
4966,3,0,7,19,0.74,0.6515,0.33,0.2239,101,256,88
4967,3,0,7,20,0.82,0.7424,0.43,0.1343,74,206,45
4968,3,0,7,21,0.8,0.7424,0.49,0.1642,82,205,35
4969,3,0,7,22,0.78,0.7121,0.52,0.1045,80,209,23
4970,3,0,7,23,0.76,0.697,0.55,0.0896,63,177,48
4971,3,0,7,0,0.76,0.697,0.55,0.0896,33,113,35
4972,3,0,7,1,0.74,0.6818,0.62,0.0896,8,79,77
4973,3,0,7,2,0.74,0.697,0.66,0.0896,19,67,72
4974,3,0,7,3,0.74,0.697,0.66,0,24,50,82
4975,3,0,7,4,0.72,0.6818,0.7,0,6,13,46
4976,3,0,7,5,0.72,0.6818,0.69,0,4,8,69
4977,3,0,7,6,0.74,0.697,0.7,0,5,13,82
4978,3,0,7,7,0.74,0.6818,0.58,0.1343,19,45,87
4979,3,0,7,8,0.76,0.697,0.55,0.2239,54,142,98
4980,3,0,7,9,0.8,0.7424,0.49,0,55,183,2
4981,3,0,7,10,0.84,0.7424,0.36,0.1642,91,254,44
4982,3,0,7,11,0.86,0.7424,0.28,0.1642,112,275,69
4983,3,0,7,12,0.9,0.7727,0.25,0.194,146,338,30
4984,3,0,7,13,0.9,0.7727,0.24,0.1343,142,294,26
4985,3,0,7,14,0.9,0.7727,0.24,0.1642,130,326,27
4986,3,0,7,15,0.92,0.7727,0.18,0.2985,109,293,69
4987,3,0,7,16,0.92,0.7727,0.17,0.2836,98,306,39
4988,3,0,7,17,0.92,0.7727,0.16,0.1642,114,320,44
4989,3,0,7,18,0.86,0.7879,0.41,0.2836,91,304,86
4990,3,0,7,19,0.8,0.7576,0.55,0.3284,87,274,14
4991,3,0,7,20,0.8,0.7576,0.55,0.3284,70,275,32
4992,3,0,7,21,0.78,0.7424,0.59,0.2985,68,164,73
4993,3,0,7,22,0.74,0.697,0.7,0.2985,25,96,17
4994,3,0,7,23,0.74,0.697,0.66,0.2239,14,70,2
4995,3,0,8,0,0.72,0.6818,0.7,0.2239,7,29,61
4996,3,0,8,1,0.72,0.697,0.74,0.194,5,17,3
4997,3,0,8,2,0.7,0.6667,0.74,0.1045,4,11,39
4998,3,0,8,3,0.7,0.6667,0.79,0.1642,0,4,98
4999,3,0,8,4,0.66,0.6061,0.83,0.1343,2,4,99
5000,3,0,8,5,0.66,0.6061,0.83,0.1045,2,26,18
5001,3,0,8,6,0.66,0.6061,0.83,0.0896,3,100,83
5002,3,0,8,7,0.74,0.6818,0.62,0,24,282,9
5003,3,0,8,8,0.8,0.7273,0.43,0.194,35,382,16
5004,3,0,8,9,0.82,0.7424,0.41,0,27,166,82
5005,3,0,8,10,0.86,0.7576,0.36,0.1642,27,97,71
5006,3,0,8,11,0.88,0.7727,0.32,0.1642,53,119,3
5007,3,0,8,12,0.9,0.803,0.33,0.2537,53,168,24
5008,3,0,8,13,0.9,0.803,0.31,0.2985,38,150,53
