instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature_y_5,feature_y_5,feature_y_5,feature_y_5,feature_y_5
4535,3,0,7,20,0.82,0.7424,0.43,0.194,57,308,38,29218112.0,0.7713855584154635,0.9560008498156061,67
4536,3,0,7,21,0.82,0.7424,0.43,0.1045,49,258,39,17173512.0,0.5092180208714154,0.4542590976199353,288
4537,3,0,7,22,0.8,0.7273,0.46,0.1343,44,194,12,7301384.0,2.15783677484981,0.6129670011915739,488
4538,3,0,7,23,0.78,0.7121,0.52,0,20,79,41,493039.0,1.1885273858987428,0.8306410854894761,170
4539,3,0,7,0,0.76,0.7121,0.62,0,9,46,31,97336.0,1.6779583343684343,0.9993940599134129,348
4540,3,0,7,1,0.76,0.697,0.55,0,1,12,72,1728.0,0.7975605094780727,0.9923168327201398,459
4541,3,0,7,2,0.76,0.697,0.55,0,2,5,82,125.0,0.7614819393063025,0.7877145121442345,46
4542,3,0,7,3,0.74,0.6818,0.58,0.194,0,4,74,64.0,67.32311401195065,0.39185723042955,221
4543,3,0,7,4,0.74,0.6818,0.58,0.2537,0,5,25,125.0,1.1525407907094694,0.7877145121442345,374
4544,3,0,7,5,0.74,0.6818,0.58,0.194,4,26,87,17576.0,5.612234025512922,0.3521801662860055,489
4545,3,0,7,6,0.74,0.6818,0.58,0.1642,18,121,90,1771561.0,0.5279840346175494,0.36731342518031646,9
4546,3,0,7,7,0.76,0.697,0.55,0.2537,32,313,41,30664297.0,1.1885273858987428,0.9387078194217929,163
4547,3,0,7,8,0.8,0.7424,0.49,0.2537,31,449,41,90518849.0,1.1885273858987428,0.07118394850248261,365
4548,3,0,7,9,0.82,0.7424,0.41,0.194,23,186,46,6434856.0,0.5258208681509198,0.6350752406544191,199
4549,3,0,7,10,0.82,0.7576,0.46,0.194,33,113,7,1442897.0,0.6035051827052901,0.3685774564067091,429
4550,3,0,7,11,0.84,0.7424,0.39,0.1642,55,165,10,4492125.0,2.193083986739962,0.8043259105076709,265
4551,3,0,7,12,0.84,0.7576,0.41,0.2836,40,174,69,5268024.0,1.129668825806919,0.9299458400716415,493
4552,3,0,7,13,0.82,0.7576,0.46,0.1343,39,158,64,3944312.0,0.5208262701161901,0.011916909050094106,194
4553,3,0,7,14,0.82,0.7576,0.46,0.1343,27,116,98,1560896.0,2.3440166611427986,0.3916764313297708,320
4554,3,0,7,15,0.64,0.5606,0.94,0.1343,13,46,48,97336.0,4.315081398019611,0.9993940599134129,416
4555,3,0,7,16,0.66,0.5909,0.89,0,23,141,97,2803221.0,0.7248437158702044,0.991082178760796,404
4556,3,0,7,17,0.7,0.6667,0.79,0,70,488,98,116214272.0,2.3440166611427986,0.5705039671647872,291
4557,3,0,7,18,0.72,0.697,0.79,0.1343,51,463,52,99252847.0,0.503365605112174,0.2120464405705684,253
4558,3,0,7,19,0.7,0.6667,0.79,0.1045,79,419,99,73560059.0,1260.7704250424647,0.9996871093897438,348
4559,3,0,7,20,0.7,0.6667,0.84,0.1642,61,342,58,40001688.0,0.5017882105819239,0.7168997893690326,144
4560,3,0,7,21,0.7,0.6667,0.79,0.1045,56,250,43,15625000.0,5.944410581534946,0.9960285058255218,146
4561,3,0,7,22,0.68,0.6364,0.83,0.194,48,184,19,6229504.0,0.869658074441806,0.6109726389893331,500
4562,3,0,7,23,0.66,0.6061,0.83,0.2537,33,116,90,1560896.0,0.5279840346175494,0.3916764313297708,89
4563,3,0,7,0,0.66,0.6212,0.69,0.2985,14,46,39,97336.0,0.5092180208714154,0.9993940599134129,153
4564,3,0,7,1,0.66,0.6212,0.61,0.2537,4,25,84,15625.0,0.5769706814181332,0.2849338062760266,263
4565,3,0,7,2,0.64,0.6212,0.57,0.2985,3,10,30,1000.0,83.55352537043731,0.5623790762907029,209
4566,3,0,7,3,0.62,0.6212,0.57,0.2985,1,6,36,216.0,121.63753475026189,0.7179850839697136,320
4567,3,0,7,4,0.62,0.6212,0.53,0.2537,0,6,93,216.0,19.33568064408107,0.7179850839697136,285
4568,3,0,7,5,0.6,0.6212,0.56,0.2239,6,28,16,21952.0,1.4043036899381962,0.1210355554669203,50
4569,3,0,7,6,0.6,0.6061,0.6,0.2239,14,130,7,2197000.0,0.6035051827052901,0.8442366556901854,471
4570,3,0,7,7,0.62,0.6212,0.53,0.2537,23,334,44,37259704.0,0.9826059824898337,0.9055191037375153,283
4571,3,0,7,8,0.64,0.6212,0.5,0.3582,53,486,23,114791256.0,6.50281329350808,0.4036377239211238,159
4572,3,0,7,9,0.68,0.6364,0.47,0.2836,29,224,18,11239424.0,4.015858573649374,0.758794581059156,287
4573,3,0,7,10,0.7,0.6364,0.42,0.2537,32,127,43,2048383.0,5.944410581534946,0.18611842690269176,495
4574,3,0,7,11,0.72,0.6515,0.37,0.2239,38,148,74,3241792.0,67.32311401195065,0.179501515318119,153
4575,3,0,7,12,0.74,0.6515,0.35,0.2537,51,223,93,11089567.0,19.33568064408107,0.8263692009335721,448
4576,3,0,7,13,0.76,0.6667,0.33,0.3284,39,177,68,5545233.0,9.796975387185967,0.04681585988474187,147
4577,3,0,7,14,0.74,0.6515,0.35,0.2836,49,178,5,5639752.0,24.34527915938213,0.8396242732213816,227
4578,3,0,7,15,0.76,0.6667,0.33,0.2985,42,180,15,5832000.0,0.6059548980890475,0.6931465412980384,210
4579,3,0,7,16,0.76,0.6667,0.33,0.1343,43,274,94,20570824.0,1.3249455192268595,0.4431716726439927,43
4580,3,0,7,17,0.74,0.6515,0.37,0.1343,78,595,1,210644875.0,0.5430441251857795,0.8332997908637142,60
4581,3,0,7,18,0.72,0.6515,0.42,0.194,94,578,18,193100552.0,4.015858573649374,0.6592997210161547,402
4582,3,0,7,19,0.72,0.6515,0.39,0.2239,67,400,10,64000000.0,2.193083986739962,0.6271106059021756,283
4583,3,0,7,20,0.7,0.6364,0.42,0.2239,81,348,11,42144192.0,102109.07002447755,0.9916464347839598,43
4584,3,0,7,21,0.66,0.6212,0.5,0.1343,58,261,47,17779581.0,0.8900177298266997,0.2955248496747187,266
4585,3,0,7,22,0.64,0.6212,0.57,0.0896,42,176,53,5451776.0,0.7163707881255232,0.812585191456167,107
4586,3,0,7,23,0.64,0.6061,0.65,0.2537,27,124,70,1906624.0,0.5637325966004665,0.6649911823778227,9
4587,3,0,7,0,0.62,0.5909,0.73,0.2239,23,80,33,512000.0,0.500022035944306,0.48649852086946577,497
4588,3,0,7,1,0.62,0.5909,0.73,0.194,7,20,44,8000.0,0.9826059824898337,0.06564512751032302,215
4589,3,0,7,2,0.6,0.5758,0.78,0.1642,16,38,94,54872.0,1.3249455192268595,0.5875954370147703,85
4590,3,0,7,3,0.6,0.5909,0.73,0.194,1,7,89,343.0,0.5376143475480764,0.8438377837054513,292
4591,3,0,7,4,0.6,0.5909,0.73,0.1642,2,10,12,1000.0,2.15783677484981,0.5623790762907029,87
4592,3,0,7,5,0.6,0.5909,0.73,0.1343,7,23,68,12167.0,9.796975387185967,0.9255361136380498,299
4593,3,0,7,6,0.6,0.5909,0.73,0.1045,12,120,77,1728000.0,0.5001199891426975,0.052360248408337313,161
4594,3,0,7,7,0.64,0.6061,0.65,0.1045,17,274,61,20570824.0,29.513995986914356,0.4431716726439927,301
4595,3,0,7,8,0.64,0.6061,0.65,0.2537,50,564,94,179406144.0,1.3249455192268595,0.6439060357197333,135
4596,3,0,7,9,0.68,0.6364,0.54,0.194,31,207,61,8869743.0,29.513995986914356,0.9352322891333579,324
4597,3,0,7,10,0.66,0.6212,0.61,0.1642,59,166,51,4574296.0,0.5987202322070889,0.423307401835802,235
4598,3,0,7,11,0.7,0.6515,0.54,0.1343,73,210,55,9261000.0,4084.5228050458813,0.8993339484284346,128
4599,3,0,7,12,0.7,0.6515,0.48,0.194,61,238,7,13481272.0,0.6035051827052901,0.8823906917364897,24
4600,3,0,7,13,0.7,0.6515,0.54,0.194,85,247,75,15069223.0,1.633404121532299,0.47626074683143743,132
4601,3,0,7,14,0.7,0.6515,0.51,0.194,105,265,32,18609625.0,0.6445680044638951,0.3554519287530218,105
4602,3,0,7,15,0.72,0.6515,0.45,0.1642,74,237,52,13312053.0,0.503365605112174,0.972147565146785,397
4603,3,0,7,16,0.72,0.6667,0.51,0.194,96,361,98,47045881.0,2.3440166611427986,0.9965296987813744,499
4604,3,0,7,17,0.74,0.6667,0.42,0.2537,104,587,95,202262003.0,0.5940846816900167,0.8848868893222626,425
4605,3,0,7,18,0.72,0.6515,0.45,0.2239,102,496,40,122023936.0,0.573028742574676,0.8445666127736031,127
4606,3,0,7,19,0.7,0.6364,0.45,0.2239,114,394,67,61162984.0,6.921372193247372,0.07626340859399584,372
4607,3,0,7,20,0.7,0.6515,0.51,0.2239,92,343,98,40353607.0,2.3440166611427986,0.9870536049787213,203
4608,3,0,7,21,0.66,0.6212,0.54,0.1045,75,261,11,17779581.0,102109.07002447755,0.2955248496747187,46
4609,3,0,7,22,0.66,0.6212,0.57,0.2239,71,223,31,11089567.0,1.6779583343684343,0.8263692009335721,268
4610,3,0,7,23,0.64,0.6212,0.61,0.1642,41,167,5,4657463.0,24.34527915938213,0.054746962135492905,449
4611,3,0,7,0,0.62,0.6061,0.65,0.194,42,110,98,1331000.0,2.3440166611427986,0.12997395763495997,294
4612,3,0,7,1,0.6,0.5909,0.69,0.1045,24,75,23,421875.0,6.50281329350808,0.9986131186347414,349
4613,3,0,7,2,0.6,0.5909,0.73,0.1343,10,58,94,195112.0,1.3249455192268595,0.9697342844751787,319
4614,3,0,7,3,0.6,0.5758,0.78,0.1343,6,26,72,17576.0,0.7975605094780727,0.3521801662860055,391
4615,3,0,7,4,0.6,0.5909,0.73,0.0896,9,16,0,4096.0,1.0,0.803990613485849,155
4616,3,0,7,5,0.58,0.5455,0.78,0.0896,4,10,98,1000.0,2.3440166611427986,0.5623790762907029,361
4617,3,0,7,6,0.6,0.5758,0.78,0.1642,16,37,72,50653.0,0.7975605094780727,0.4521284271007949,42
4618,3,0,7,7,0.62,0.5909,0.73,0.1343,14,52,71,140608.0,0.5125433048899948,0.9657710534457514,490
4619,3,0,7,8,0.66,0.6212,0.65,0.1642,37,127,64,2048383.0,0.5208262701161901,0.18611842690269176,120
4620,3,0,7,9,0.7,0.6515,0.54,0.2239,72,222,83,10941048.0,0.5080359962611123,0.6927733979727507,163
4621,3,0,7,10,0.72,0.6667,0.54,0.194,114,322,41,33386248.0,1.1885273858987428,0.8108298110940064,292
4622,3,0,7,11,0.74,0.6667,0.48,0.2239,171,396,57,62099136.0,0.696298942266857,0.9622603372884238,373
4623,3,0,7,12,0.76,0.6818,0.43,0.2836,187,463,45,99252847.0,0.5402766739296717,0.2120464405705684,24
4624,3,0,7,13,0.76,0.6818,0.45,0.2985,221,497,70,122763473.0,0.5637325966004665,0.9318924745099898,123
4625,3,0,7,14,0.74,0.6667,0.45,0.2985,201,433,29,81182737.0,2.9729510585814833,0.759504669839548,110
4626,3,0,7,15,0.76,0.6818,0.45,0.3284,205,428,37,78402752.0,2.8053491651647224,0.9788285605651477,57
4627,3,0,7,16,0.76,0.6818,0.45,0.2836,183,425,62,76765625.0,3.8340720458680737,0.43548312667930134,381
4628,3,0,7,17,0.76,0.6818,0.45,0.2239,234,475,69,107171875.0,1.129668825806919,0.49994529242969976,332
4629,3,0,7,18,0.76,0.6818,0.45,0.2836,185,428,4,78402752.0,4.111884294479769,0.9788285605651477,433
4630,3,0,7,19,0.74,0.6818,0.48,0.194,164,406,9,66923416.0,0.7081558739235672,0.9759102342449216,290
4631,3,0,7,20,0.72,0.6667,0.51,0.2239,108,296,62,25934336.0,3.8340720458680737,0.1266178347743022,42
4632,3,0,7,21,0.7,0.6515,0.58,0.2239,85,252,90,16003008.0,0.5279840346175494,0.4681471713411999,119
4633,3,0,7,22,0.7,0.6515,0.65,0.2836,65,201,1,8120601.0,0.5430441251857795,0.24885412898497034,312
4634,3,0,7,23,0.68,0.6364,0.61,0.2239,61,168,31,4741632.0,1.6779583343684343,0.47556010155415585,462
4635,3,0,7,0,0.66,0.6212,0.65,0.2239,34,125,80,1953125.0,163.63007223971312,0.9999379049276994,26
4636,3,0,7,1,0.64,0.6061,0.69,0.194,16,102,65,1061208.0,0.5473967051355444,0.99997383432357,231
4637,3,0,7,2,0.64,0.6061,0.69,0.2239,28,94,78,830584.0,0.6605113804923478,0.9524963446376412,252
4638,3,0,7,3,0.64,0.6061,0.69,0.2239,21,47,78,103823.0,0.6605113804923478,0.937988120773989,85
4639,3,0,7,4,0.62,0.5909,0.73,0.1642,4,10,56,1000.0,2.09008693583188,0.5623790762907029,470
4640,3,0,7,5,0.64,0.6061,0.69,0.2239,4,12,71,1728.0,0.5125433048899948,0.9923168327201398,481
4641,3,0,7,6,0.62,0.5909,0.73,0.1642,10,21,35,9261.0,1.7488102347630208,0.9150587426155403,76
4642,3,0,7,7,0.64,0.6061,0.73,0.1642,20,50,96,125000.0,0.5041370124924979,0.6748066245382345,469
4643,3,0,7,8,0.68,0.6364,0.65,0.2239,45,118,14,1643032.0,0.5023592408312615,0.5119688239888894,196
4644,3,0,7,9,0.72,0.6667,0.58,0.2239,74,184,92,6229504.0,4.534449634384539,0.6109726389893331,63
4645,3,0,7,10,0.74,0.6818,0.6,0.2239,127,304,4,28094464.0,4.111884294479769,0.42075445883707624,155
4646,3,0,7,11,0.76,0.697,0.55,0.2836,147,391,39,59776471.0,0.5092180208714154,0.5370958607237741,211
4647,3,0,7,12,0.76,0.697,0.55,0.2836,177,420,24,74088000.0,10.590792759495987,0.8875360534364164,482
4648,3,0,7,13,0.8,0.7424,0.49,0.2985,200,472,5,105154048.0,24.34527915938213,0.9873693948039117,124
4649,3,0,7,14,0.8,0.7424,0.49,0.3582,168,430,85,79507000.0,1.213703616753761,0.9288313072081023,154
4650,3,0,7,15,0.82,0.7424,0.43,0.2985,129,324,45,34012224.0,0.5402766739296717,0.8905816911766287,403
4651,3,0,7,16,0.8,0.7273,0.46,0.2985,129,317,83,31855013.0,0.5080359962611123,0.19482277862329742,405
4652,3,0,7,17,0.8,0.7424,0.49,0.3881,133,369,74,50243409.0,67.32311401195065,0.8095256899565841,70
4653,3,0,7,18,0.8,0.7273,0.46,0.2985,147,390,34,59319000.0,0.6539868700870936,0.906775389254121,411
4654,3,0,7,19,0.76,0.697,0.55,0.2836,145,379,17,54439939.0,25.90505251316606,0.7842314358747959,422
4655,3,0,7,20,0.76,0.7121,0.58,0.2537,85,262,47,17984728.0,0.8900177298266997,0.6440002367808977,135
4656,3,0,7,21,0.74,0.6818,0.62,0.2239,59,207,6,8869743.0,1.3877622922787505,0.9352322891333579,122
4657,3,0,7,22,0.72,0.6818,0.66,0.2239,65,181,37,5929741.0,2.8053491651647224,0.8395659724427279,196
4658,3,0,7,23,0.7,0.6667,0.74,0.1343,39,93,15,804357.0,0.6059548980890475,0.7806682917959753,86
4659,3,0,7,0,0.7,0.6667,0.74,0.1343,21,51,85,132651.0,1.213703616753761,0.924225198966451,219
4660,3,0,7,1,0.7,0.6667,0.74,0.2239,17,25,92,15625.0,4.534449634384539,0.2849338062760266,128
4661,3,0,7,2,0.66,0.6061,0.83,0.2239,2,10,71,1000.0,0.5125433048899948,0.5623790762907029,327
4662,3,0,7,3,0.66,0.6061,0.78,0.194,3,7,59,343.0,0.6109713317819904,0.8438377837054513,234
4663,3,0,7,4,0.64,0.5909,0.78,0.1642,1,4,31,64.0,1.6779583343684343,0.39185723042955,400
4664,3,0,7,5,0.64,0.5909,0.78,0.1045,2,17,84,4913.0,0.5769706814181332,0.9000508174929343,292
4665,3,0,7,6,0.64,0.5758,0.83,0.1045,10,105,38,1157625.0,0.7713855584154635,0.056538888695149024,451
4666,3,0,7,7,0.68,0.6364,0.74,0.2239,22,277,92,21253933.0,4.534449634384539,0.999833305237887,177
4667,3,0,7,8,0.7,0.6515,0.7,0.194,18,347,3,41781923.0,0.8763320184878719,0.8842504082460624,83
4668,3,0,7,9,0.74,0.697,0.67,0.2239,33,203,91,8365427.0,0.9041693413125955,0.9340500648820332,277
4669,3,0,7,10,0.76,0.7121,0.62,0.194,52,130,31,2197000.0,1.6779583343684343,0.8442366556901854,308
4670,3,0,7,11,0.8,0.7576,0.55,0.0896,42,141,89,2803221.0,0.5376143475480764,0.991082178760796,390
4671,3,0,7,12,0.8,0.7727,0.59,0.194,39,165,88,4492125.0,0.9658118980490871,0.8043259105076709,283
4672,3,0,7,13,0.82,0.7879,0.56,0.2537,27,152,86,3511808.0,13.064798934155936,0.8001007191473153,118
4673,3,0,7,14,0.82,0.7879,0.56,0.3284,32,138,3,2628072.0,0.8763320184878719,0.5898095536950108,482
4674,3,0,7,15,0.84,0.803,0.53,0.3284,53,164,96,4410944.0,0.5041370124924979,0.9665170603175649,25
4675,3,0,7,16,0.84,0.803,0.53,0.2836,45,265,14,18609625.0,0.5023592408312615,0.3554519287530218,211
4676,3,0,7,17,0.84,0.7879,0.49,0.3284,72,545,69,161878625.0,1.129668825806919,0.5861027940373277,81
4677,3,0,7,18,0.82,0.7727,0.49,0.3582,80,558,15,173741112.0,0.6059548980890475,0.26740220106708973,94
4678,3,0,7,19,0.8,0.7576,0.55,0.2239,63,398,27,63044792.0,0.5111492047520422,0.20586493496690533,390
4679,3,0,7,20,0.78,0.7424,0.59,0.2239,91,323,48,33698267.0,4.315081398019611,0.10461487013885472,56
4680,3,0,7,21,0.74,0.697,0.66,0.194,48,202,44,8242408.0,0.9826059824898337,0.9888211848542847,170
4681,3,0,7,22,0.76,0.7273,0.66,0.2239,36,140,44,2744000.0,0.9826059824898337,0.5152789484623209,149
4682,3,0,7,23,0.74,0.697,0.66,0.1642,32,91,75,753571.0,1.633404121532299,0.9517902626813527,485
4683,3,0,7,0,0.74,0.697,0.66,0.1045,25,51,7,132651.0,0.6035051827052901,0.924225198966451,236
4684,3,0,7,1,0.74,0.697,0.66,0.1343,7,13,70,2197.0,0.5637325966004665,0.5176150567422252,354
4685,3,0,7,2,0.72,0.6818,0.7,0.1642,9,13,13,2197.0,0.7041425227235925,0.5176150567422252,448
4686,3,0,7,3,0.72,0.6818,0.7,0.1642,2,3,63,27.0,0.8566369271513424,0.2921388087338362,87
4687,3,0,7,4,0.72,0.6818,0.7,0.1343,1,5,61,125.0,29.513995986914356,0.7877145121442345,147
4688,3,0,7,5,0.7,0.6667,0.74,0.1045,0,19,63,6859.0,0.8566369271513424,0.6190709191736287,299
4689,3,0,7,6,0.72,0.697,0.74,0.1045,8,134,81,2406104.0,2.7018847930632726,0.5630868711673894,232
4690,3,0,7,7,0.74,0.697,0.7,0.1642,28,315,3,31255875.0,0.8763320184878719,0.9990569853129302,22
4691,3,0,7,8,0.76,0.7273,0.7,0.1642,31,412,90,69934528.0,0.5279840346175494,0.44837513402153584,469
4692,3,0,7,9,0.8,0.7879,0.63,0.1343,22,199,54,7880599.0,2.266489527055483,0.2204423732683716,53
4693,3,0,7,10,0.82,0.7879,0.56,0.1642,29,141,40,2803221.0,0.573028742574676,0.991082178760796,384
4694,3,0,7,11,0.82,0.803,0.59,0,29,127,13,2048383.0,0.7041425227235925,0.18611842690269176,333
4695,3,0,7,12,0.84,0.8182,0.56,0.0896,26,153,45,3581577.0,0.5402766739296717,0.4051236060137105,247
4696,3,0,7,13,0.86,0.8333,0.53,0.1045,33,172,9,5088448.0,0.7081558739235672,0.5782594610266694,342
4697,3,0,7,14,0.86,0.8182,0.5,0.194,41,152,79,3511808.0,1.798925688187395,0.8001007191473153,80
4698,3,0,7,15,0.88,0.8182,0.44,0.194,48,158,87,3944312.0,5.612234025512922,0.011916909050094106,191
4699,3,0,7,16,0.9,0.8485,0.42,0.2985,61,277,78,21253933.0,0.6605113804923478,0.999833305237887,146
4700,3,0,7,17,0.8,0.803,0.66,0,68,513,11,135005697.0,102109.07002447755,0.9894702889691275,266
4701,3,0,7,18,0.8,0.803,0.66,0.1343,80,530,73,148877000.0,3.0937909668046757,0.9726509833392756,488
4702,3,0,7,19,0.76,0.7424,0.75,0.194,54,388,97,58411072.0,0.7248437158702044,0.5363391715929088,95
4703,3,0,7,20,0.74,0.7273,0.74,0.0896,48,277,20,21253933.0,0.5227541141700891,0.999833305237887,146
4704,3,0,7,21,0.74,0.7121,0.74,0.1343,47,241,57,13997521.0,0.696298942266857,0.5454330312434728,497
4705,3,0,7,22,0.74,0.7121,0.74,0,36,156,91,3796416.0,0.9041693413125955,0.6956111492564573,322
4706,3,0,7,23,0.72,0.697,0.79,0.1642,19,92,95,778688.0,0.5940846816900167,0.961465970943261,158
4707,3,0,7,0,0.7,0.6667,0.84,0.1045,11,40,64,64000.0,0.5208262701161901,0.8650536966106134,140
4708,3,0,7,1,0.7,0.6667,0.84,0,4,11,95,1331.0,0.5940846816900167,0.5102807461770535,132
4709,3,0,7,2,0.7,0.6667,0.84,0,2,9,100,729.0,2.025790915867646,0.9886955804866999,456
4710,3,0,7,3,0.7,0.6667,0.84,0.1045,2,6,39,216.0,0.5092180208714154,0.7179850839697136,205
4711,3,0,7,4,0.68,0.6364,0.83,0,0,4,46,64.0,0.5258208681509198,0.39185723042955,85
4712,3,0,7,5,0.68,0.6364,0.83,0.1045,4,23,51,12167.0,0.5987202322070889,0.9255361136380498,84
4713,3,0,7,6,0.68,0.6364,0.89,0.1045,5,116,88,1560896.0,0.9658118980490871,0.3916764313297708,464
4714,3,0,7,7,0.7,0.6667,0.84,0.1045,27,303,30,27818127.0,83.55352537043731,0.8751178158710684,165
4715,3,0,7,8,0.74,0.7121,0.74,0,34,438,80,84027672.0,163.63007223971312,0.6144174171077899,315
4716,3,0,7,9,0.74,0.697,0.7,0.0896,28,209,0,9129329.0,1.0,0.5222959892867125,342
4717,3,0,7,10,0.76,0.7273,0.7,0,34,110,91,1331000.0,0.9041693413125955,0.12997395763495997,324
4718,3,0,7,11,0.8,0.7879,0.63,0.0896,26,142,11,2863288.0,102109.07002447755,0.9267284746367113,309
4719,3,0,7,12,0.82,0.803,0.59,0,28,149,5,3307949.0,24.34527915938213,0.9173696417363374,453
4720,3,0,7,13,0.84,0.8182,0.56,0.194,23,120,13,1728000.0,0.7041425227235925,0.052360248408337313,64
4721,3,0,7,14,0.86,0.8333,0.53,0.2239,44,127,37,2048383.0,2.8053491651647224,0.18611842690269176,93
4722,3,0,7,15,0.86,0.8182,0.5,0.1642,36,138,88,2628072.0,0.9658118980490871,0.5898095536950108,260
4723,3,0,7,16,0.84,0.8182,0.56,0,30,234,12,12812904.0,2.15783677484981,0.9990434265745126,304
4724,3,0,7,17,0.84,0.8333,0.59,0.194,50,455,49,94196375.0,21.622861843277043,0.29351280897123755,401
4725,3,0,7,18,0.84,0.8333,0.59,0.2239,68,497,89,122763473.0,0.5376143475480764,0.9318924745099898,457
4726,3,0,7,19,0.82,0.8485,0.67,0.1642,59,382,89,55742968.0,0.5376143475480764,0.8083270824142194,307
4727,3,0,7,20,0.8,0.8333,0.75,0.2239,45,309,42,29503629.0,11.979139227322584,0.7882232645542896,365
4728,3,0,7,21,0.8,0.803,0.66,0.1642,33,242,50,14172488.0,1.3557021544363344,0.9912159902838843,445
4729,3,0,7,22,0.78,0.7727,0.7,0.2239,25,169,48,4826809.0,4.315081398019611,0.9972942925625753,14
4730,3,0,7,23,0.76,0.7424,0.75,0.2537,26,99,94,970299.0,1.3249455192268595,0.7380522953874156,343
4731,3,0,7,0,0.76,0.7424,0.75,0.194,13,42,15,74088.0,0.6059548980890475,0.983924226468455,13
4732,3,0,7,1,0.74,0.7273,0.84,0.2239,5,21,34,9261.0,0.6539868700870936,0.9150587426155403,26
4733,3,0,7,2,0.74,0.7273,0.84,0.2239,2,6,89,216.0,0.5376143475480764,0.7179850839697136,369
4734,3,0,7,3,0.74,0.7121,0.79,0.1343,1,6,67,216.0,6.921372193247372,0.7179850839697136,485
4735,3,0,7,4,0.72,0.7121,0.84,0.1045,0,4,20,64.0,0.5227541141700891,0.39185723042955,210
4736,3,0,7,5,0.72,0.7121,0.84,0.1045,2,18,17,5832.0,25.90505251316606,0.35859409564894423,282
4737,3,0,7,6,0.72,0.7121,0.84,0.1045,6,117,51,1601613.0,0.5987202322070889,0.7032298566489479,361
4738,3,0,7,7,0.74,0.7273,0.84,0.1343,23,274,72,20570824.0,0.7975605094780727,0.4431716726439927,254
4739,3,0,7,8,0.76,0.7576,0.79,0.1642,23,381,71,55306341.0,0.5125433048899948,0.9419910135332621,415
4740,3,0,7,9,0.8,0.8182,0.75,0.2537,34,200,88,8000000.0,0.9658118980490871,0.9607566032670064,383
4741,3,0,7,10,0.82,0.8636,0.71,0.2239,31,78,66,474552.0,1.0272753459349424,0.28835490585704365,427
4742,3,0,7,11,0.86,0.8939,0.63,0.2985,27,106,99,1191016.0,1260.7704250424647,0.8648663418760141,208
4743,3,0,7,12,0.88,0.8939,0.56,0.3284,29,135,24,2460375.0,10.590792759495987,0.5522207561444515,359
4744,3,0,7,13,0.88,0.8939,0.56,0.2985,21,102,60,1061208.0,1.4384569591461411,0.99997383432357,397
4745,3,0,7,14,0.9,0.8939,0.5,0.3582,50,147,87,3176523.0,5.612234025512922,0.5214004040530489,117
4746,3,0,7,15,0.9,0.9242,0.53,0.2537,40,133,95,2352637.0,0.5940846816900167,0.35553634747538726,62
4747,3,0,7,16,0.92,0.9242,0.48,0.2836,43,210,70,9261000.0,0.5637325966004665,0.8993339484284346,15
4748,3,0,7,17,0.92,0.9091,0.45,0.2985,40,414,80,70957944.0,163.63007223971312,0.9697628888272717,435
4749,3,0,7,18,0.9,0.8939,0.5,0.2836,39,382,51,55742968.0,0.5987202322070889,0.8083270824142194,453
4750,3,0,7,19,0.86,0.9242,0.67,0.2836,51,284,85,22906304.0,1.213703616753761,0.9981943715748223,34
4751,3,0,7,20,0.84,0.8939,0.71,0.2239,38,237,99,13312053.0,1260.7704250424647,0.972147565146785,175
4752,3,0,7,21,0.82,0.8939,0.75,0.2239,38,225,38,11390625.0,0.7713855584154635,0.14808910001979794,60
4753,3,0,7,22,0.82,0.8636,0.71,0.1642,36,149,68,3307949.0,9.796975387185967,0.9173696417363374,242
4754,3,0,7,23,0.8,0.8182,0.71,0.1642,40,113,48,1442897.0,4.315081398019611,0.3685774564067091,203
4755,3,0,7,0,0.82,0.8333,0.63,0.1343,9,60,42,216000.0,11.979139227322584,0.9794868068393512,19
4756,3,0,7,1,0.8,0.7879,0.63,0,7,24,41,13824.0,1.1885273858987428,0.5467452846558348,326
4757,3,0,7,2,0.78,0.803,0.79,0.1343,0,14,51,2744.0,0.5987202322070889,0.18019324711435455,90
4758,3,0,7,3,0.78,0.7879,0.75,0.1045,1,7,71,343.0,0.5125433048899948,0.8438377837054513,467
4759,3,0,7,4,0.76,0.7424,0.75,0.1045,8,13,76,2197.0,0.6385257158828442,0.5176150567422252,118
4760,3,0,7,5,0.74,0.7121,0.79,0.1045,2,19,99,6859.0,1260.7704250424647,0.6190709191736287,343
4761,3,0,7,6,0.76,0.7424,0.75,0.0896,13,96,30,884736.0,83.55352537043731,0.7795207167052768,429
4762,3,0,7,7,0.8,0.803,0.66,0.1045,20,252,80,16003008.0,163.63007223971312,0.4681471713411999,396
4763,3,0,7,8,0.84,0.8485,0.63,0.1642,30,322,46,33386248.0,0.5258208681509198,0.8108298110940064,24
4764,3,0,7,9,0.86,0.8939,0.63,0.0896,31,208,79,8998912.0,1.798925688187395,0.46653531998328435,147
4765,3,0,7,10,0.9,0.9242,0.53,0.0896,32,115,52,1520875.0,0.503365605112174,0.15069075745855756,151
4766,3,0,7,11,0.9,0.8939,0.5,0.1045,23,109,31,1295029.0,1.6779583343684343,0.10534506319755418,362
4767,3,0,7,12,0.94,0.9545,0.48,0.1642,20,115,54,1520875.0,2.266489527055483,0.15069075745855756,460
