instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature1,feature2,feature3
1964,2,0,3,15,0.32,0.303,0.36,0.2836,61,172,1,968,15
1965,2,0,3,16,0.34,0.3333,0.34,0,45,143,41,986,8
1966,2,0,3,17,0.32,0.303,0.31,0.2537,50,159,11,956,220
1967,2,0,3,18,0.3,0.2879,0.33,0.194,32,137,30,595,4
1968,2,0,3,19,0.3,0.2879,0.31,0.2239,23,103,13,851,170
1969,2,0,3,20,0.28,0.2727,0.36,0.1642,7,57,44,619,204
1970,2,0,3,21,0.26,0.2576,0.41,0.1642,7,36,16,874,42
1971,2,0,3,22,0.26,0.2576,0.41,0.1642,5,30,78,630,57
1972,2,0,3,23,0.26,0.2576,0.44,0.194,3,19,79,870,123
1973,2,0,3,0,0.22,0.2273,0.55,0.194,1,12,98,827,57
1974,2,0,3,1,0.22,0.2273,0.44,0.194,2,6,23,589,212
1975,2,0,3,2,0.22,0.2273,0.44,0.1642,0,5,34,721,228
1976,2,0,3,3,0.22,0.2273,0.44,0.1642,0,2,65,985,40
1977,2,0,3,5,0.18,0.1818,0.43,0.194,0,8,6,816,234
1978,2,0,3,6,0.18,0.1667,0.34,0.2836,0,40,79,769,44
1979,2,0,3,7,0.2,0.1818,0.32,0.3284,6,110,18,862,205
1980,2,0,3,8,0.2,0.197,0.34,0.2239,15,254,36,940,188
1981,2,0,3,9,0.22,0.2121,0.32,0.2239,12,121,77,982,133
1982,2,0,3,10,0.24,0.2273,0.3,0.194,22,69,57,735,117
1983,2,0,3,11,0.26,0.2424,0.3,0.2836,18,57,1,503,247
1984,2,0,3,12,0.26,0.2727,0.25,0,8,79,18,556,6
1985,2,0,3,13,0.3,0.2879,0.24,0.2239,14,83,7,924,134
1986,2,0,3,14,0.32,0.303,0.22,0.2239,15,80,62,531,40
1987,2,0,3,15,0.32,0.303,0.24,0.2836,19,72,8,607,90
1988,2,0,3,16,0.34,0.3182,0.23,0.2239,15,132,12,909,15
1989,2,0,3,17,0.34,0.303,0.23,0.2985,25,252,62,713,162
1990,2,0,3,18,0.32,0.303,0.21,0.2836,21,241,43,656,50
1991,2,0,3,19,0.3,0.303,0.22,0.1343,17,173,22,874,125
1992,2,0,3,20,0.32,0.3333,0.22,0.1045,5,112,12,627,203
1993,2,0,3,21,0.32,0.3333,0.21,0.1343,6,61,17,788,89
1994,2,0,3,22,0.3,0.2879,0.22,0.2239,0,40,23,652,92
1995,2,0,3,23,0.28,0.2576,0.24,0.2985,1,19,34,516,223
1996,2,0,3,0,0.26,0.2273,0.28,0.3284,1,16,81,967,247
1997,2,0,3,1,0.24,0.2121,0.32,0.2985,0,4,88,621,230
1998,2,0,3,2,0.24,0.2121,0.32,0.2985,0,3,100,970,178
1999,2,0,3,3,0.24,0.2121,0.32,0.2985,2,3,51,972,186
2000,2,0,3,4,0.2,0.2121,0.44,0.1642,1,2,95,611,244
2001,2,0,3,5,0.22,0.2121,0.37,0.2537,0,8,49,956,28
2002,2,0,3,6,0.22,0.2121,0.41,0.2985,4,50,84,935,112
2003,2,0,3,7,0.22,0.197,0.41,0.3582,5,133,61,521,137
2004,2,0,3,8,0.24,0.2121,0.35,0.3582,19,287,40,945,222
2005,2,0,3,9,0.28,0.2576,0.28,0.3881,16,172,32,631,197
2006,2,0,3,10,0.3,0.2727,0.24,0.2985,13,59,1,721,175
2007,2,0,3,11,0.34,0.303,0.25,0.3881,18,81,41,597,65
2008,2,0,3,12,0.34,0.3333,0.25,0.1642,29,106,12,626,8
2009,2,0,3,13,0.34,0.303,0.25,0.2985,24,104,82,558,182
2010,2,0,3,14,0.36,0.3333,0.25,0.2537,20,86,93,710,1
2011,2,0,3,15,0.38,0.3939,0.25,0.2239,22,87,88,900,235
2012,2,0,3,16,0.38,0.3939,0.22,0.1642,12,136,20,525,176
2013,2,0,3,17,0.4,0.4091,0.2,0.1343,34,299,80,724,222
2014,2,0,3,18,0.36,0.3636,0.21,0.0896,42,294,84,804,138
2015,2,0,3,19,0.34,0.3333,0.23,0.194,20,190,27,587,85
2016,2,0,3,20,0.36,0.3636,0.21,0.0896,13,132,16,853,125
2017,2,0,3,21,0.34,0.3636,0.42,0,8,83,14,898,225
2018,2,0,3,22,0.34,0.3636,0.49,0,6,55,8,920,35
2019,2,0,3,23,0.32,0.3333,0.57,0.1045,8,35,16,685,69
2020,2,0,3,0,0.32,0.3485,0.57,0,3,11,94,706,205
2021,2,0,3,1,0.32,0.3485,0.39,0,1,10,27,738,178
2022,2,0,3,2,0.32,0.3485,0.57,0,0,4,54,763,103
2023,2,0,3,3,0.32,0.3485,0.49,0,0,4,0,993,82
2024,2,0,3,4,0.32,0.3485,0.57,0,1,1,12,664,66
2025,2,0,3,5,0.3,0.2879,0.56,0.194,0,7,42,942,42
2026,2,0,3,6,0.3,0.303,0.49,0.1343,4,48,18,576,66
2027,2,0,3,7,0.32,0.3333,0.45,0.1045,8,136,14,741,3
2028,2,0,3,8,0.32,0.3182,0.49,0.1642,16,263,32,820,195
2029,2,0,3,9,0.32,0.303,0.45,0.2239,7,154,63,861,202
2030,2,0,3,10,0.34,0.3182,0.46,0.2239,13,64,61,609,100
2031,2,0,3,11,0.34,0.3182,0.46,0.2537,26,90,75,918,230
2032,2,0,3,12,0.34,0.3333,0.46,0.1642,15,80,57,691,210
2033,2,0,3,13,0.36,0.3485,0.46,0.2239,14,98,86,924,193
2034,2,0,3,14,0.36,0.3333,0.46,0.2985,16,80,52,943,194
2035,2,0,3,15,0.28,0.2576,0.81,0.2985,14,70,88,735,240
2036,2,0,3,16,0.28,0.2727,0.87,0.2537,0,36,71,542,129
2037,2,0,3,17,0.26,0.2727,0.93,0.1045,11,116,78,666,33
2038,2,0,3,18,0.26,0.2576,0.93,0.2239,6,85,84,703,2
2039,2,0,3,19,0.26,0.2576,0.93,0.2239,5,72,10,637,159
2040,2,0,3,20,0.24,0.2121,0.93,0.2985,4,44,99,903,29
2041,2,0,3,21,0.24,0.2273,0.93,0.2537,0,27,69,852,36
2042,2,0,3,22,0.24,0.2273,0.93,0.2239,3,24,0,964,24
2043,2,0,3,23,0.24,0.2121,0.93,0.2836,1,12,36,800,242
2044,2,0,3,0,0.24,0.2273,0.93,0.2239,0,3,86,668,215
2045,2,0,3,1,0.24,0.2273,0.93,0.194,1,5,90,725,246
2046,2,0,3,2,0.24,0.2273,0.93,0.194,0,5,8,915,109
2047,2,0,3,3,0.24,0.2273,0.93,0.2239,0,1,55,969,132
2048,2,0,3,4,0.24,0.2273,0.93,0.2537,0,2,86,862,187
2049,2,0,3,5,0.24,0.2273,0.93,0.2239,0,8,33,678,68
2050,2,0,3,6,0.24,0.2121,0.93,0.2985,2,36,83,841,56
2051,2,0,3,7,0.24,0.2273,0.93,0.2537,5,92,80,672,53
2052,2,0,3,8,0.24,0.2273,1,0.2537,7,192,71,558,233
2053,2,0,3,9,0.26,0.2424,0.93,0.2537,6,132,43,547,84
2054,2,0,3,10,0.26,0.2424,0.93,0.2537,15,69,8,584,103
2055,2,0,3,11,0.28,0.2727,0.93,0.194,6,58,4,693,155
2056,2,0,3,12,0.28,0.2727,0.93,0.194,17,90,68,849,120
2057,2,0,3,13,0.3,0.303,0.87,0.1343,13,68,68,815,29
2058,2,0,3,14,0.3,0.303,0.87,0.1343,27,76,6,996,219
2059,2,0,3,15,0.3,0.2727,0.87,0.2985,4,65,86,632,113
2060,2,0,3,16,0.3,0.2879,0.87,0.2537,13,85,43,843,226
2061,2,0,3,17,0.3,0.2879,0.87,0.2537,15,168,59,692,151
2062,2,0,3,18,0.3,0.303,0.87,0.1343,12,177,81,856,216
2063,2,0,3,19,0.3,0.303,0.87,0.1343,12,130,71,817,207
2064,2,0,3,20,0.28,0.2576,0.93,0.2836,6,85,12,732,248
2065,2,0,3,21,0.28,0.2727,0.93,0.1642,7,60,36,781,41
2066,2,0,3,22,0.28,0.2727,0.93,0.2537,7,51,27,947,184
2067,2,0,3,23,0.26,0.2576,1,0.1642,4,27,38,944,147
2068,2,0,4,0,0.26,0.2576,1,0.1642,0,6,25,739,79
2069,2,0,4,1,0.26,0.2576,1,0.1642,0,4,57,910,112
2070,2,0,4,2,0.26,0.2576,0.93,0.194,0,7,61,798,22
2071,2,0,4,3,0.24,0.2273,0.93,0.2537,0,4,94,899,61
2072,2,0,4,4,0.24,0.2273,0.93,0.2537,0,3,11,882,153
2073,2,0,4,5,0.24,0.2273,0.93,0.2239,1,12,99,744,95
2074,2,0,4,6,0.24,0.2273,0.93,0.2239,2,28,95,536,171
2075,2,0,4,7,0.24,0.2424,0.93,0,4,95,26,731,242
2076,2,0,4,8,0.26,0.2424,0.87,0.2537,8,206,60,925,170
2077,2,0,4,9,0.32,0.2879,0.7,0.3582,11,173,44,705,23
2078,2,0,4,10,0.32,0.303,0.66,0.2836,12,75,45,838,181
2079,2,0,4,11,0.32,0.2879,0.61,0.3582,17,89,97,995,64
2080,2,0,4,12,0.34,0.303,0.53,0.3582,15,95,19,645,237
2081,2,0,4,13,0.36,0.3333,0.5,0.3582,18,110,88,609,150
2082,2,0,4,14,0.36,0.3333,0.46,0.3582,26,87,51,767,63
2083,2,0,4,15,0.34,0.303,0.46,0.4179,30,111,11,913,89
2084,2,0,4,16,0.34,0.303,0.46,0.4179,42,167,71,733,205
2085,2,0,4,17,0.34,0.303,0.46,0.3284,36,281,38,777,25
2086,2,0,4,18,0.34,0.303,0.46,0.3284,36,241,80,713,248
2087,2,0,4,19,0.34,0.303,0.49,0.3284,16,136,100,789,159
2088,2,0,4,20,0.32,0.3182,0.53,0.194,2,77,65,549,182
2089,2,0,4,21,0.32,0.3333,0.53,0.1343,9,93,88,539,53
2090,2,0,4,22,0.3,0.303,0.56,0.1642,10,74,36,803,210
2091,2,0,4,23,0.3,0.3182,0.61,0.0896,12,53,15,772,79
2092,2,0,4,0,0.3,0.3333,0.61,0,3,32,29,912,198
2093,2,0,4,1,0.26,0.2727,0.65,0.1343,4,32,9,521,206
2094,2,0,4,2,0.24,0.2424,0.75,0.1343,1,21,43,735,96
2095,2,0,4,3,0.24,0.2424,0.7,0.1642,1,9,25,540,92
2096,2,0,4,4,0.24,0.2424,0.7,0.1642,0,5,66,593,228
2097,2,0,4,5,0.24,0.2424,0.75,0.1642,1,5,91,990,87
2098,2,0,4,6,0.26,0.2727,0.7,0.1045,5,12,15,544,68
2099,2,0,4,7,0.26,0.2727,0.7,0.1045,2,18,97,510,94
2100,2,0,4,8,0.3,0.3182,0.7,0.1045,10,55,60,636,138
2101,2,0,4,9,0.34,0.3485,0.66,0.1045,22,87,91,986,144
2102,2,0,4,10,0.36,0.3485,0.57,0.1642,41,154,44,646,100
2103,2,0,4,11,0.4,0.4091,0.47,0.1642,72,198,71,564,12
2104,2,0,4,12,0.32,0.3333,0.81,0.1343,84,184,71,605,228
2105,2,0,4,13,0.34,0.3333,0.81,0.1343,56,137,55,974,89
2106,2,0,4,14,0.32,0.303,0.76,0.3284,97,190,94,767,45
2107,2,0,4,15,0.34,0.303,0.76,0.3881,72,136,39,537,13
2108,2,0,4,16,0.38,0.3939,0.62,0.3284,111,196,56,826,78
2109,2,0,4,17,0.38,0.3939,0.54,0.3582,89,184,37,503,174
2110,2,0,4,18,0.38,0.3939,0.54,0.194,69,179,31,582,194
2111,2,0,4,19,0.36,0.3333,0.53,0.3582,71,148,28,920,73
2112,2,0,4,20,0.34,0.3182,0.53,0.2836,29,85,55,876,98
2113,2,0,4,21,0.32,0.303,0.61,0.2537,24,77,51,899,187
2114,2,0,4,22,0.32,0.303,0.61,0.2985,14,55,78,830,148
2115,2,0,4,23,0.32,0.3182,0.61,0.1642,20,53,42,645,6
2116,2,0,4,0,0.3,0.2879,0.65,0.194,8,39,31,896,27
2117,2,0,4,1,0.3,0.3182,0.61,0.1045,8,34,26,753,42
2118,2,0,4,2,0.26,0.2727,0.7,0.1343,5,24,60,774,230
2119,2,0,4,3,0.3,0.3333,0.61,0,3,11,5,531,205
2120,2,0,4,4,0.28,0.303,0.7,0.0896,3,3,58,573,25
2121,2,0,4,5,0.28,0.2727,0.65,0.2239,1,5,42,665,53
2122,2,0,4,6,0.28,0.2727,0.65,0.194,10,33,54,634,192
2123,2,0,4,7,0.32,0.303,0.57,0.2239,13,33,92,920,206
2124,2,0,4,8,0.34,0.3333,0.57,0.1642,18,62,6,530,3
2125,2,0,4,9,0.36,0.3182,0.5,0.4925,68,142,1,959,175
2126,2,0,4,10,0.4,0.4091,0.43,0.4179,111,215,68,991,225
2127,2,0,4,11,0.42,0.4242,0.41,0.2537,139,243,99,825,30
2128,2,0,4,12,0.44,0.4394,0.38,0.2836,166,313,28,682,12
2129,2,0,4,13,0.44,0.4394,0.33,0.2985,219,367,89,599,186
2130,2,0,4,14,0.46,0.4545,0.31,0.1343,240,349,66,508,83
2131,2,0,4,15,0.46,0.4545,0.33,0,174,292,99,597,113
2132,2,0,4,16,0.46,0.4545,0.31,0.194,147,303,54,521,107
2133,2,0,4,17,0.46,0.4545,0.28,0.1343,148,274,24,835,196
2134,2,0,4,18,0.46,0.4545,0.31,0,71,172,55,881,5
2135,2,0,4,19,0.42,0.4242,0.44,0.194,51,144,2,866,25
2136,2,0,4,20,0.42,0.4242,0.41,0.2239,24,79,78,767,49
2137,2,0,4,21,0.42,0.4242,0.44,0.2239,8,45,95,867,118
2138,2,0,4,22,0.4,0.4091,0.43,0.1045,7,36,47,698,0
2139,2,0,4,23,0.4,0.4091,0.5,0.0896,9,31,56,588,124
2140,2,0,4,0,0.4,0.4091,0.5,0.2239,1,6,10,599,226
2141,2,0,4,1,0.4,0.4091,0.56,0.3582,7,11,33,757,5
2142,2,0,4,2,0.38,0.3939,0.66,0.2537,1,2,61,989,180
2143,2,0,4,3,0.38,0.3939,0.66,0.2836,1,1,44,770,101
2144,2,0,4,4,0.38,0.3939,0.71,0.2985,1,2,35,653,68
2145,2,0,4,5,0.4,0.4091,0.62,0.2537,0,7,39,995,124
2146,2,0,4,6,0.42,0.4242,0.58,0.2836,3,46,86,530,48
2147,2,0,4,7,0.44,0.4394,0.54,0.2537,7,157,50,543,142
2148,2,0,4,8,0.46,0.4545,0.55,0.2985,31,339,47,591,34
2149,2,0,4,9,0.5,0.4848,0.51,0.3881,24,158,87,672,163
2150,2,0,4,10,0.54,0.5152,0.45,0.3582,35,90,1,624,170
2151,2,0,4,11,0.6,0.6212,0.4,0.3881,58,124,27,564,220
2152,2,0,4,12,0.64,0.6212,0.36,0.4627,59,157,43,723,139
2153,2,0,4,13,0.68,0.6364,0.34,0.3284,47,139,37,587,104
2154,2,0,4,14,0.74,0.6515,0.27,0.4925,47,123,12,590,45
2155,2,0,4,15,0.76,0.6667,0.23,0.5522,47,143,53,804,240
2156,2,0,4,16,0.76,0.6515,0.22,0.5224,59,189,55,549,45
2157,2,0,4,17,0.74,0.6515,0.23,0.6119,83,366,6,628,89
2158,2,0,4,18,0.72,0.6364,0.23,0.4925,78,386,24,740,233
2159,2,0,4,19,0.7,0.6364,0.24,0.4627,51,278,78,918,145
2160,2,0,4,20,0.7,0.6364,0.24,0.5522,40,173,29,926,231
2161,2,0,4,21,0.7,0.6364,0.3,0.4478,19,95,69,531,92
2162,2,0,4,22,0.68,0.6364,0.36,0.4627,17,75,98,781,166
2163,2,0,4,23,0.64,0.6212,0.47,0.2239,18,48,31,900,31
2164,2,0,4,0,0.62,0.6212,0.5,0.1045,10,22,25,617,84
2165,2,0,4,1,0.62,0.6212,0.57,0.4179,10,15,86,524,79
2166,2,0,4,2,0.54,0.5152,0.73,0.3284,0,5,18,571,126
2167,2,0,4,3,0.54,0.5152,0.73,0.3284,1,4,56,905,99
2168,2,0,4,4,0.5,0.4848,0.88,0.4925,0,2,14,985,72
2169,2,0,4,5,0.46,0.4545,0.94,0.2985,0,5,8,823,97
2170,2,0,4,6,0.48,0.4697,0.88,0.3284,2,38,67,725,248
2171,2,0,4,7,0.48,0.4697,0.88,0.3284,10,134,42,852,172
2172,2,0,4,8,0.38,0.3939,0.87,0.5821,9,157,4,648,226
2173,2,0,4,9,0.36,0.3182,0.87,0.4925,2,46,91,620,151
2174,2,0,4,10,0.34,0.303,0.81,0.3881,3,28,84,970,108
2175,2,0,4,11,0.32,0.2879,0.81,0.4478,1,19,74,945,175
2176,2,0,4,12,0.34,0.303,0.71,0.3881,6,38,82,828,17
2177,2,0,4,13,0.36,0.3333,0.63,0.4179,5,56,13,739,163
2178,2,0,4,14,0.36,0.3182,0.57,0.4925,9,76,79,626,219
2179,2,0,4,15,0.4,0.4091,0.46,0.4627,6,68,31,906,39
2180,2,0,4,16,0.38,0.3939,0.46,0.4179,17,130,25,787,37
2181,2,0,4,17,0.42,0.4242,0.38,0.4179,27,273,64,988,191
2182,2,0,4,18,0.38,0.3939,0.4,0.4925,19,267,63,502,31
2183,2,0,4,19,0.36,0.3333,0.43,0.2985,12,160,80,786,176
2184,2,0,4,20,0.34,0.3182,0.46,0.2836,4,91,99,568,148
2185,2,0,4,21,0.34,0.2879,0.46,0.5224,8,89,24,506,200
2186,2,0,4,22,0.32,0.303,0.49,0.2985,3,46,43,573,1
2187,2,0,4,23,0.3,0.2879,0.49,0.2836,3,26,44,807,50
2188,2,0,4,0,0.3,0.3182,0.49,0.1045,0,15,22,936,70
2189,2,0,4,1,0.26,0.2727,0.6,0.1343,0,2,38,794,70
2190,2,0,4,2,0.24,0.2424,0.7,0.1343,0,5,80,576,234
2191,2,0,4,3,0.26,0.2727,0.6,0.1343,0,4,58,999,19
2192,2,0,4,4,0.24,0.2424,0.65,0.1343,0,1,69,978,86
2193,2,0,4,5,0.24,0.2576,0.7,0.1045,1,13,45,688,62
2194,2,0,4,6,0.24,0.2576,0.7,0.1045,4,56,50,736,46
2195,2,0,4,7,0.26,0.2727,0.65,0.1045,3,133,79,549,55
2196,2,0,4,8,0.32,0.303,0.61,0.2239,17,325,20,776,170
2197,2,0,4,9,0.36,0.3333,0.46,0.2537,8,165,69,871,222
2198,2,0,4,10,0.4,0.4091,0.37,0.3881,21,69,10,605,6
2199,2,0,4,11,0.42,0.4242,0.38,0.3881,23,93,8,613,117
2200,2,0,4,12,0.44,0.4394,0.41,0.2537,22,134,4,543,195
2201,2,0,4,13,0.46,0.4545,0.38,0.4925,29,112,24,931,231
2202,2,0,4,14,0.5,0.4848,0.34,0.4179,35,115,39,690,66
2203,2,0,4,15,0.52,0.5,0.32,0.3284,34,117,79,702,215
2204,2,0,4,16,0.54,0.5152,0.28,0.4179,27,169,66,594,207
2205,2,0,4,17,0.52,0.5,0.32,0.4478,53,356,14,644,196
2206,2,0,4,18,0.52,0.5,0.29,0.3582,43,325,32,746,27
2207,2,0,4,19,0.5,0.4848,0.31,0.2985,36,232,30,529,225
2208,2,0,4,20,0.46,0.4545,0.51,0.2239,15,141,77,993,175
2209,2,0,4,21,0.46,0.4545,0.41,0.2836,18,102,13,558,116
2210,2,0,4,22,0.46,0.4545,0.41,0.2836,13,84,17,548,177
2211,2,0,4,23,0.46,0.4545,0.41,0.2985,11,40,43,711,115
2212,2,0,4,0,0.46,0.4545,0.41,0.2836,5,20,34,903,62
2213,2,0,4,1,0.42,0.4242,0.47,0.1343,2,13,80,710,168
2214,2,0,4,2,0.42,0.4242,0.54,0,0,7,96,665,182
2215,2,0,4,3,0.36,0.3485,0.66,0.194,0,3,81,786,29
2216,2,0,4,4,0.34,0.3333,0.76,0.194,0,1,23,999,152
2217,2,0,4,5,0.34,0.3182,0.76,0.2239,0,6,45,878,173
2218,2,0,4,6,0.32,0.303,0.81,0.2537,5,64,48,612,6
2219,2,0,4,7,0.34,0.3333,0.76,0.1642,8,160,64,837,203
2220,2,0,4,8,0.36,0.3485,0.76,0.194,23,314,14,878,147
2221,2,0,4,9,0.4,0.4091,0.66,0.1343,15,170,48,912,250
2222,2,0,4,10,0.42,0.4242,0.67,0.1045,29,95,49,741,113
2223,2,0,4,11,0.46,0.4545,0.55,0,36,122,40,522,178
2224,2,0,4,12,0.46,0.4545,0.55,0,39,153,78,595,35
2225,2,0,4,13,0.52,0.5,0.48,0.0896,36,135,17,824,208
2226,2,0,4,14,0.56,0.5303,0.43,0.0896,46,157,47,959,103
2227,2,0,4,15,0.6,0.6212,0.38,0.1045,27,160,2,535,249
2228,2,0,4,16,0.6,0.6212,0.35,0,52,213,88,534,214
2229,2,0,4,17,0.52,0.5,0.52,0.2836,63,343,53,847,61
2230,2,0,4,18,0.48,0.4697,0.55,0.2537,68,333,12,820,62
2231,2,0,4,19,0.46,0.4545,0.59,0.2985,34,226,9,974,137
2232,2,0,4,20,0.44,0.4394,0.62,0.1642,37,203,50,705,195
2233,2,0,4,21,0.44,0.4394,0.67,0.2836,19,108,73,747,60
2234,2,0,4,22,0.4,0.4091,0.76,0.194,18,81,64,970,150
2235,2,0,4,23,0.38,0.3939,0.76,0.2537,9,54,86,560,143
2236,2,0,4,0,0.36,0.3485,0.76,0.2239,4,25,87,618,51
2237,2,0,4,1,0.34,0.3333,0.76,0.1343,3,9,52,589,22
2238,2,0,4,2,0.34,0.3333,0.76,0.1642,3,13,23,837,175
2239,2,0,4,3,0.34,0.3333,0.76,0.1642,0,1,20,651,127
2240,2,0,4,4,0.34,0.3333,0.86,0.1343,0,1,74,510,23
2241,2,0,4,5,0.32,0.3182,0.87,0.194,1,9,43,994,171
2242,2,0,4,6,0.34,0.3636,0.87,0,2,35,51,532,171
2243,2,0,4,7,0.34,0.3333,0.87,0.1642,4,113,55,523,212
2244,2,0,4,8,0.34,0.3333,0.87,0.1642,13,221,24,731,89
2245,2,0,4,9,0.36,0.3485,0.76,0.194,17,185,92,538,42
2246,2,0,4,10,0.36,0.3333,0.71,0.2836,10,73,69,570,184
2247,2,0,4,11,0.4,0.4091,0.62,0.3881,19,98,92,628,135
2248,2,0,4,12,0.38,0.3939,0.66,0.2239,29,80,28,957,42
2249,2,0,4,13,0.36,0.3333,0.76,0.2836,7,42,16,584,249
2250,2,0,4,14,0.34,0.3182,0.87,0.2239,2,15,99,958,58
2251,2,0,4,15,0.34,0.3182,0.87,0.2239,1,25,74,660,19
2252,2,0,4,16,0.32,0.303,0.93,0.2537,2,60,21,760,216
2253,2,0,4,17,0.32,0.303,0.93,0.2537,10,148,1,870,116
2254,2,0,4,18,0.32,0.303,0.93,0.2537,8,62,37,797,186
2255,2,0,4,19,0.3,0.2727,0.93,0.4179,1,53,67,942,163
2256,2,0,4,20,0.3,0.2727,0.93,0.3284,12,63,13,847,72
2257,2,0,4,21,0.3,0.2879,0.93,0.2537,11,54,82,715,68
2258,2,0,4,22,0.3,0.2727,0.93,0.2985,9,51,50,945,94
2259,2,0,4,23,0.3,0.2879,0.93,0.2239,4,35,25,831,184
2260,2,0,4,0,0.3,0.2879,0.87,0.2239,5,31,26,707,72
2261,2,0,4,1,0.3,0.303,0.87,0.1343,3,20,81,583,70
2262,2,0,4,2,0.32,0.303,0.87,0.2239,2,17,17,539,30
2263,2,0,4,3,0.3,0.2879,1,0.2537,3,14,91,739,151
2264,2,0,4,4,0.3,0.2727,1,0.2537,0,3,66,968,132
2265,2,0,4,5,0.3,0.2879,0.93,0.2239,0,5,25,991,68
2266,2,0,4,6,0.3,0.2879,0.93,0.194,0,13,65,595,190
2267,2,0,4,7,0.3,0.303,0.93,0.1642,8,21,23,521,49
2268,2,0,4,8,0.32,0.303,0.93,0.1642,7,54,80,675,201
2269,2,0,4,9,0.34,0.3485,0.87,0.1045,27,98,62,725,240
2270,2,0,4,10,0.34,0.3333,0.87,0.1343,43,133,98,597,46
2271,2,0,4,11,0.36,0.3636,0.81,0,51,142,30,654,211
2272,2,0,4,12,0.36,0.3485,0.81,0.1343,79,202,47,808,52
2273,2,0,4,13,0.36,0.3788,0.81,0,114,222,83,913,100
2274,2,0,4,14,0.36,0.3485,0.81,0.1343,94,212,17,740,230
2275,2,0,4,15,0.36,0.3788,0.87,0,85,201,9,952,135
2276,2,0,4,16,0.38,0.3939,0.82,0,73,191,78,555,5
2277,2,0,4,17,0.38,0.3939,0.82,0.0896,128,257,92,820,245
2278,2,0,4,18,0.38,0.3939,0.82,0.1045,48,177,77,567,204
2279,2,0,4,19,0.38,0.3939,0.82,0.1343,47,130,12,729,188
2280,2,0,4,20,0.38,0.3939,0.87,0.1642,19,93,63,762,80
2281,2,0,4,21,0.36,0.3485,0.93,0.1343,10,75,66,871,87
2282,2,0,4,22,0.36,0.3485,0.93,0.1343,21,87,47,799,162
2283,2,0,4,23,0.38,0.3939,0.87,0.0896,12,57,79,927,151
2284,2,0,4,0,0.38,0.3939,0.87,0.0896,5,53,66,646,230
2285,2,0,4,1,0.38,0.3939,0.87,0.1343,6,37,92,782,66
2286,2,0,4,2,0.38,0.3939,0.87,0.0896,12,36,32,860,71
2287,2,0,4,3,0.38,0.3939,0.87,0.1343,5,16,51,600,75
2288,2,0,4,4,0.36,0.3636,0.93,0.1045,3,5,48,508,192
2289,2,0,4,5,0.36,0.3636,0.93,0.0896,0,4,95,987,193
2290,2,0,4,6,0.36,0.3636,0.93,0.0896,0,4,69,754,35
2291,2,0,4,7,0.36,0.3636,1,0.0896,3,10,97,550,178
2292,2,0,4,8,0.38,0.3939,0.94,0.0896,17,55,28,631,235
2293,2,0,4,9,0.38,0.3939,0.94,0.1343,31,81,96,692,113
2294,2,0,4,10,0.4,0.4091,0.87,0,69,150,93,913,119
2295,2,0,4,11,0.4,0.4091,0.87,0.1343,93,202,95,537,239
2296,2,0,4,12,0.42,0.4242,0.88,0.1343,94,230,99,763,58
2297,2,0,4,13,0.46,0.4545,0.82,0.1045,121,263,64,869,163
2298,2,0,4,14,0.5,0.4848,0.72,0.194,148,281,70,502,212
2299,2,0,4,15,0.5,0.4848,0.77,0.2239,156,297,23,642,166
2300,2,0,4,16,0.52,0.5,0.72,0.1642,135,288,53,787,36
2301,2,0,4,17,0.52,0.5,0.72,0.194,84,236,98,592,243
2302,2,0,4,18,0.5,0.4848,0.77,0.194,103,240,74,784,166
2303,2,0,4,19,0.5,0.4848,0.77,0.194,47,131,66,773,26
2304,2,0,4,20,0.46,0.4545,0.82,0.1343,21,92,80,847,53
2305,2,0,4,21,0.44,0.4394,0.88,0.194,18,95,96,822,53
2306,2,0,4,22,0.44,0.4394,0.94,0.2537,12,57,3,849,184
2307,2,0,4,23,0.46,0.4545,0.88,0.3582,5,32,5,552,143
2308,2,0,4,0,0.48,0.4697,0.88,0.3284,7,23,97,595,46
2309,2,0,4,1,0.46,0.4545,0.94,0.2836,1,4,88,669,68
2310,2,0,4,2,0.46,0.4545,0.94,0.2836,7,9,18,821,123
2311,2,0,4,4,0.46,0.4545,0.94,0.194,0,1,63,847,119
2312,2,0,4,5,0.46,0.4545,0.94,0.194,1,13,84,895,94
2313,2,0,4,6,0.46,0.4545,1,0.2239,2,61,82,857,166
2314,2,0,4,7,0.5,0.4848,0.88,0.2239,12,176,1,601,175
2315,2,0,4,8,0.52,0.5,0.88,0.2836,28,314,75,736,123
2316,2,0,4,9,0.56,0.5303,0.83,0.2836,33,165,12,670,65
2317,2,0,4,10,0.56,0.5303,0.83,0.2985,41,96,70,908,226
2318,2,0,4,11,0.6,0.5909,0.73,0.2985,45,104,59,549,155
2319,2,0,4,12,0.6,0.5909,0.73,0.3284,37,134,5,984,225
2320,2,0,4,13,0.64,0.6061,0.69,0.4179,62,139,1,813,240
2321,2,0,4,14,0.72,0.6667,0.54,0.3582,60,145,65,921,192
2322,2,0,4,15,0.74,0.6667,0.48,0.5224,56,141,50,944,192
2323,2,0,4,16,0.74,0.6667,0.48,0.5224,73,235,28,937,249
2324,2,0,4,17,0.74,0.6667,0.48,0.5224,100,452,53,584,171
2325,2,0,4,18,0.72,0.6667,0.51,0.3881,93,383,0,685,96
