instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature_y_3,feature_y_3,feature_y_3
5087,3,0,8,20,0.7,0.6667,0.74,0.194,41,286,62,23393656.0,3.8340720458680737
5088,3,0,8,21,0.7,0.6667,0.74,0.194,25,211,89,9393931.0,0.5376143475480764
5089,3,0,8,22,0.68,0.6364,0.74,0.194,33,174,12,5268024.0,2.15783677484981
5090,3,0,8,23,0.66,0.6212,0.74,0.1045,24,132,73,2299968.0,3.0937909668046757
5091,3,0,8,0,0.66,0.6212,0.74,0.1045,13,54,45,157464.0,0.5402766739296717
5092,3,0,8,1,0.64,0.5909,0.78,0.0896,3,19,68,6859.0,9.796975387185967
5093,3,0,8,2,0.66,0.6212,0.69,0,5,19,22,6859.0,1.0089303546212294
5094,3,0,8,3,0.64,0.5909,0.78,0.0896,0,6,8,216.0,0.5026746699330502
5095,3,0,8,4,0.64,0.5909,0.78,0.1343,1,7,69,343.0,1.129668825806919
5096,3,0,8,5,0.64,0.5909,0.78,0.0896,0,16,59,4096.0,0.6109713317819904
5097,3,0,8,6,0.64,0.5909,0.78,0.1343,7,101,50,1030301.0,1.3557021544363344
5098,3,0,8,7,0.66,0.6061,0.78,0.1343,23,270,24,19683000.0,10.590792759495987
5099,3,0,8,8,0.7,0.6515,0.65,0.2239,39,454,8,93576664.0,0.5026746699330502
5100,3,0,8,9,0.72,0.6667,0.58,0.1045,43,226,80,11543176.0,163.63007223971312
5101,3,0,8,10,0.74,0.6818,0.55,0.1343,50,163,77,4330747.0,0.5001199891426975
5102,3,0,8,11,0.76,0.697,0.52,0.2537,44,147,37,3176523.0,2.8053491651647224
5103,3,0,8,12,0.76,0.697,0.52,0.2537,57,216,95,10077696.0,0.5940846816900167
5104,3,0,8,13,0.78,0.7121,0.52,0.2537,40,204,38,8489664.0,0.7713855584154635
5105,3,0,8,14,0.78,0.7121,0.52,0.2537,81,245,32,14706125.0,0.6445680044638951
5106,3,0,8,15,0.76,0.697,0.55,0.2537,50,210,61,9261000.0,29.513995986914356
5107,3,0,8,16,0.8,0.7424,0.49,0.2537,76,330,10,35937000.0,2.193083986739962
5108,3,0,8,17,0.78,0.7121,0.49,0.2985,84,550,71,166375000.0,0.5125433048899948
5109,3,0,8,18,0.76,0.697,0.52,0.2537,105,466,81,101194696.0,2.7018847930632726
5110,3,0,8,19,0.74,0.6818,0.55,0.2537,90,372,84,51478848.0,0.5769706814181332
5111,3,0,8,20,0.72,0.6667,0.58,0.2239,70,291,79,24642171.0,1.798925688187395
5112,3,0,8,21,0.7,0.6515,0.65,0.194,54,173,7,5177717.0,0.6035051827052901
5113,3,0,8,22,0.7,0.6515,0.65,0.2239,51,188,9,6644672.0,0.7081558739235672
5114,3,0,8,23,0.68,0.6364,0.69,0.2239,37,139,65,2685619.0,0.5473967051355444
5115,3,0,8,0,0.66,0.6061,0.78,0.194,29,133,58,2352637.0,0.5017882105819239
5116,3,0,8,1,0.66,0.6061,0.78,0.1642,17,67,65,300763.0,0.5473967051355444
5117,3,0,8,2,0.66,0.6061,0.78,0.2239,14,53,44,148877.0,0.9826059824898337
5118,3,0,8,3,0.66,0.6061,0.78,0.1642,14,42,74,74088.0,67.32311401195065
5119,3,0,8,4,0.66,0.6061,0.83,0.1642,5,10,78,1000.0,0.6605113804923478
5120,3,0,8,5,0.64,0.5758,0.89,0.0896,2,6,55,216.0,4084.5228050458813
5121,3,0,8,6,0.64,0.5758,0.89,0.1045,5,27,57,19683.0,0.696298942266857
5122,3,0,8,7,0.68,0.6364,0.83,0.1642,14,63,31,250047.0,1.6779583343684343
5123,3,0,8,8,0.68,0.6364,0.83,0.1642,27,121,82,1771561.0,0.7614819393063025
5124,3,0,8,9,0.74,0.697,0.7,0.2239,60,215,45,9938375.0,0.5402766739296717
5125,3,0,8,10,0.74,0.697,0.7,0.2836,91,290,31,24389000.0,1.6779583343684343
5126,3,0,8,11,0.78,0.7424,0.62,0.2239,138,349,29,42508549.0,2.9729510585814833
5127,3,0,8,12,0.8,0.7576,0.55,0.2239,130,382,95,55742968.0,0.5940846816900167
5128,3,0,8,13,0.8,0.7727,0.59,0.3284,176,441,99,85766121.0,1260.7704250424647
5129,3,0,8,14,0.82,0.7727,0.52,0.2537,176,380,86,54872000.0,13.064798934155936
5130,3,0,8,15,0.84,0.803,0.53,0.2537,130,362,89,47437928.0,0.5376143475480764
5131,3,0,8,16,0.74,0.7121,0.79,0.1642,155,343,31,40353607.0,1.6779583343684343
5132,3,0,8,17,0.74,0.7121,0.79,0.1642,61,149,82,3307949.0,0.7614819393063025
5133,3,0,8,18,0.72,0.697,0.79,0.4478,81,211,96,9393931.0,0.5041370124924979
5134,3,0,8,19,0.72,0.7121,0.84,0.2537,57,171,79,5000211.0,1.798925688187395
5135,3,0,8,20,0.72,0.697,0.79,0.2836,58,137,31,2571353.0,1.6779583343684343
5136,3,0,8,21,0.7,0.6667,0.84,0.3284,28,114,83,1481544.0,0.5080359962611123
5137,3,0,8,22,0.7,0.6667,0.84,0.3284,24,120,17,1728000.0,25.90505251316606
5138,3,0,8,23,0.7,0.6667,0.84,0.2836,29,108,75,1259712.0,1.633404121532299
5139,3,0,8,0,0.7,0.6667,0.84,0.2836,14,80,27,512000.0,0.5111492047520422
5140,3,0,8,1,0.7,0.6667,0.84,0.2537,10,73,46,389017.0,0.5258208681509198
5141,3,0,8,2,0.7,0.6667,0.84,0.2239,18,66,7,287496.0,0.6035051827052901
5142,3,0,8,3,0.7,0.6667,0.84,0.1343,9,32,90,32768.0,0.5279840346175494
5143,3,0,8,4,0.7,0.6667,0.84,0.1343,1,6,2,216.0,0.5237528663423374
5144,3,0,8,5,0.7,0.6667,0.89,0.194,1,5,70,125.0,0.5637325966004665
5145,3,0,8,6,0.7,0.6667,0.89,0.1642,3,13,9,2197.0,0.7081558739235672
5146,3,0,8,7,0.7,0.6667,0.84,0.194,11,39,44,59319.0,0.9826059824898337
5147,3,0,8,8,0.72,0.697,0.79,0.194,23,89,41,704969.0,1.1885273858987428
5148,3,0,8,9,0.76,0.7424,0.75,0.1045,82,184,1,6229504.0,0.5430441251857795
5149,3,0,8,10,0.8,0.803,0.66,0.1343,88,266,0,18821096.0,1.0
5150,3,0,8,11,0.82,0.8333,0.63,0,113,269,7,19465109.0,0.6035051827052901
5151,3,0,8,12,0.9,0.8485,0.42,0.2985,161,370,60,50653000.0,1.4384569591461411
5152,3,0,8,13,0.9,0.8485,0.42,0.2985,118,324,38,34012224.0,0.7713855584154635
5153,3,0,8,14,0.86,0.803,0.47,0.194,130,322,23,33386248.0,6.50281329350808
5154,3,0,8,15,0.72,0.697,0.74,0.2985,118,326,54,34645976.0,2.266489527055483
5155,3,0,8,16,0.72,0.697,0.74,0.2985,74,193,18,7189057.0,4.015858573649374
5156,3,0,8,17,0.74,0.7121,0.74,0.6418,63,194,82,7301384.0,0.7614819393063025
5157,3,0,8,18,0.72,0.697,0.74,0.0896,74,229,8,12008989.0,0.5026746699330502
5158,3,0,8,19,0.72,0.697,0.79,0.1642,68,228,18,11852352.0,4.015858573649374
5159,3,0,8,20,0.72,0.7121,0.84,0.1343,50,183,65,6128487.0,0.5473967051355444
5160,3,0,8,21,0.72,0.7121,0.84,0.1045,36,136,60,2515456.0,1.4384569591461411
5161,3,0,8,22,0.7,0.6667,0.89,0.194,21,103,35,1092727.0,1.7488102347630208
5162,3,0,8,23,0.7,0.6667,0.79,0.1045,12,55,28,166375.0,0.7868403851802712
5163,3,0,8,0,0.7,0.6667,0.79,0.1045,13,30,50,27000.0,1.3557021544363344
5164,3,0,8,1,0.68,0.6364,0.83,0.1343,4,12,44,1728.0,0.9826059824898337
5165,3,0,8,2,0.66,0.5909,0.89,0,4,7,34,343.0,0.6539868700870936
5166,3,0,8,3,0.66,0.5909,0.89,0,1,1,66,1.0,1.0272753459349424
5167,3,0,8,4,0.66,0.5909,0.89,0.1045,2,10,37,1000.0,2.8053491651647224
5168,3,0,8,5,0.7,0.6667,0.79,0.0896,1,15,57,3375.0,0.696298942266857
5169,3,0,8,6,0.7,0.6515,0.65,0.2836,8,95,43,857375.0,5.944410581534946
5170,3,0,8,7,0.72,0.6818,0.62,0.2985,18,267,57,19034163.0,0.696298942266857
5171,3,0,8,8,0.74,0.6818,0.58,0.3284,29,349,71,42508549.0,0.5125433048899948
5172,3,0,8,9,0.76,0.697,0.55,0.3881,37,183,17,6128487.0,25.90505251316606
5173,3,0,8,10,0.8,0.7424,0.52,0.3881,62,124,85,1906624.0,1.213703616753761
5174,3,0,8,11,0.82,0.7424,0.48,0.3582,90,179,45,5735339.0,0.5402766739296717
5175,3,0,8,12,0.82,0.7576,0.46,0.2537,48,182,3,6028568.0,0.8763320184878719
5176,3,0,8,13,0.84,0.7576,0.44,0.2985,43,151,63,3442951.0,0.8566369271513424
5177,3,0,8,14,0.82,0.7424,0.43,0.2985,41,150,65,3375000.0,0.5473967051355444
5178,3,0,8,15,0.84,0.7576,0.41,0.2985,40,126,18,2000376.0,4.015858573649374
5179,3,0,8,16,0.86,0.7727,0.39,0.2836,64,282,36,22425768.0,121.63753475026189
5180,3,0,8,17,0.86,0.7727,0.39,0.1642,67,527,8,146363183.0,0.5026746699330502
5181,3,0,8,18,0.84,0.7576,0.41,0.1343,64,529,93,148035889.0,19.33568064408107
5182,3,0,8,19,0.82,0.7424,0.43,0.1045,64,416,44,71991296.0,0.9826059824898337
5183,3,0,8,20,0.8,0.7576,0.55,0,71,286,82,23393656.0,0.7614819393063025
5184,3,0,8,21,0.76,0.7121,0.58,0.0896,30,186,49,6434856.0,21.622861843277043
5185,3,0,8,22,0.76,0.7121,0.58,0.1045,26,147,34,3176523.0,0.6539868700870936
5186,3,0,8,23,0.74,0.697,0.66,0.1045,19,72,42,373248.0,11.979139227322584
5187,3,0,8,0,0.72,0.697,0.79,0.1343,10,35,40,42875.0,0.573028742574676
5188,3,0,8,1,0.72,0.6818,0.66,0,5,14,65,2744.0,0.5473967051355444
5189,3,0,8,2,0.72,0.6818,0.7,0,9,12,23,1728.0,6.50281329350808
5190,3,0,8,3,0.72,0.6818,0.62,0,0,3,26,27.0,0.5673570710394846
5191,3,0,8,4,0.7,0.6667,0.74,0,1,7,80,343.0,163.63007223971312
5192,3,0,8,5,0.7,0.6515,0.65,0.0896,5,30,60,27000.0,1.4384569591461411
5193,3,0,8,6,0.72,0.6667,0.64,0,6,101,67,1030301.0,6.921372193247372
5194,3,0,8,7,0.72,0.697,0.74,0.1045,30,343,51,40353607.0,0.5987202322070889
5195,3,0,8,8,0.74,0.697,0.66,0,40,392,79,60236288.0,1.798925688187395
5196,3,0,8,9,0.78,0.7424,0.62,0.1343,34,175,95,5359375.0,0.5940846816900167
5197,3,0,8,10,0.8,0.7727,0.59,0.2239,55,144,12,2985984.0,2.15783677484981
5198,3,0,8,11,0.8,0.7727,0.59,0.2239,61,149,44,3307949.0,0.9826059824898337
5199,3,0,8,12,0.82,0.7879,0.56,0.194,60,185,63,6331625.0,0.8566369271513424
5200,3,0,8,13,0.84,0.7879,0.49,0.1642,48,175,19,5359375.0,0.869658074441806
5201,3,0,8,14,0.86,0.7879,0.44,0.2836,53,148,8,3241792.0,0.5026746699330502
5202,3,0,8,15,0.86,0.7727,0.39,0.2836,58,164,39,4410944.0,0.5092180208714154
5203,3,0,8,16,0.86,0.7727,0.39,0.2985,57,285,0,23149125.0,1.0
5204,3,0,8,17,0.8,0.7576,0.55,0.1642,79,532,70,150568768.0,0.5637325966004665
5205,3,0,8,18,0.8,0.7576,0.55,0.194,97,585,2,200201625.0,0.5237528663423374
5206,3,0,8,19,0.8,0.7424,0.49,0.1045,69,371,30,51064811.0,83.55352537043731
5207,3,0,8,20,0.8,0.7273,0.43,0.194,34,292,25,24897088.0,1.1525407907094694
5208,3,0,8,21,0.78,0.697,0.46,0.2537,46,230,81,12167000.0,2.7018847930632726
5209,3,0,8,22,0.78,0.697,0.46,0.2985,28,155,33,3723875.0,0.500022035944306
5210,3,0,8,23,0.76,0.6818,0.48,0.2836,22,75,26,421875.0,0.5673570710394846
5211,3,0,8,0,0.74,0.6667,0.51,0.2239,19,37,30,50653.0,83.55352537043731
5212,3,0,8,1,0.72,0.6667,0.54,0.194,7,17,38,4913.0,0.7713855584154635
5213,3,0,8,2,0.72,0.6667,0.54,0.1642,1,11,85,1331.0,1.213703616753761
5214,3,0,8,3,0.7,0.6515,0.58,0.1642,1,4,1,64.0,0.5430441251857795
5215,3,0,8,4,0.7,0.6515,0.54,0.1343,1,5,80,125.0,163.63007223971312
5216,3,0,8,5,0.68,0.6364,0.61,0.0896,2,32,49,32768.0,21.622861843277043
5217,3,0,8,6,0.68,0.6364,0.61,0,9,119,84,1685159.0,0.5769706814181332
5218,3,0,8,7,0.7,0.6515,0.58,0.0896,16,305,25,28372625.0,1.1525407907094694
5219,3,0,8,8,0.74,0.6667,0.51,0.194,38,399,79,63521199.0,1.798925688187395
5220,3,0,8,9,0.76,0.6818,0.48,0.2239,32,180,74,5832000.0,67.32311401195065
5221,3,0,8,10,0.8,0.7273,0.43,0.2239,41,113,56,1442897.0,2.09008693583188
5222,3,0,8,11,0.8,0.7121,0.41,0.3881,54,149,66,3307949.0,1.0272753459349424
5223,3,0,8,12,0.82,0.7273,0.38,0.2985,74,240,25,13824000.0,1.1525407907094694
5224,3,0,8,13,0.82,0.7273,0.38,0.2836,41,191,27,6967871.0,0.5111492047520422
5225,3,0,8,14,0.84,0.7273,0.34,0.3284,62,178,41,5639752.0,1.1885273858987428
5226,3,0,8,15,0.86,0.7424,0.3,0.3284,53,194,71,7301384.0,0.5125433048899948
5227,3,0,8,16,0.86,0.7424,0.26,0.2985,76,282,80,22425768.0,163.63007223971312
5228,3,0,8,17,0.84,0.7121,0.26,0.2985,71,584,18,199176704.0,4.015858573649374
5229,3,0,8,18,0.82,0.7121,0.28,0.2985,70,559,90,174676879.0,0.5279840346175494
5230,3,0,8,19,0.8,0.697,0.26,0.2537,79,413,8,70444997.0,0.5026746699330502
5231,3,0,8,20,0.76,0.6667,0.31,0.1343,59,312,89,30371328.0,0.5376143475480764
5232,3,0,8,21,0.76,0.6667,0.33,0.1045,47,209,63,9129329.0,0.8566369271513424
5233,3,0,8,22,0.74,0.6515,0.37,0,17,139,5,2685619.0,24.34527915938213
5234,3,0,8,23,0.74,0.6515,0.37,0.0896,14,108,24,1259712.0,10.590792759495987
5235,3,0,8,0,0.7,0.6364,0.45,0.1045,6,46,16,97336.0,1.4043036899381962
5236,3,0,8,1,0.7,0.6364,0.45,0.1343,9,26,74,17576.0,67.32311401195065
5237,3,0,8,2,0.66,0.6212,0.54,0.1343,3,11,81,1331.0,2.7018847930632726
5238,3,0,8,3,0.64,0.6212,0.57,0.1343,2,9,67,729.0,6.921372193247372
5239,3,0,8,4,0.64,0.6212,0.57,0.1642,1,5,92,125.0,4.534449634384539
5240,3,0,8,5,0.64,0.6212,0.61,0.194,2,25,24,15625.0,10.590792759495987
5241,3,0,8,6,0.62,0.6061,0.65,0.1642,5,106,41,1191016.0,1.1885273858987428
5242,3,0,8,7,0.66,0.6212,0.54,0.1343,15,307,97,28934443.0,0.7248437158702044
5243,3,0,8,8,0.7,0.6364,0.45,0.1642,29,390,96,59319000.0,0.5041370124924979
5244,3,0,8,9,0.72,0.6515,0.39,0.2239,31,197,47,7645373.0,0.8900177298266997
5245,3,0,8,10,0.74,0.6515,0.37,0.2537,36,132,18,2299968.0,4.015858573649374
5246,3,0,8,11,0.76,0.6667,0.35,0.2537,59,187,50,6539203.0,1.3557021544363344
5247,3,0,8,12,0.78,0.6818,0.31,0.2537,50,214,8,9800344.0,0.5026746699330502
5248,3,0,8,13,0.76,0.6667,0.31,0.2239,51,217,66,10218313.0,1.0272753459349424
5249,3,0,8,14,0.8,0.697,0.29,0,39,142,62,2863288.0,3.8340720458680737
5250,3,0,8,15,0.8,0.697,0.29,0.2985,52,178,100,5639752.0,2.025790915867646
5251,3,0,8,16,0.8,0.697,0.27,0.194,57,298,16,26463592.0,1.4043036899381962
5252,3,0,8,17,0.8,0.697,0.29,0.2537,96,582,4,197137368.0,4.111884294479769
5253,3,0,8,18,0.78,0.6818,0.29,0.0896,74,571,30,186169411.0,83.55352537043731
5254,3,0,8,19,0.74,0.6515,0.35,0.194,48,371,5,51064811.0,24.34527915938213
5255,3,0,8,20,0.72,0.6515,0.37,0.1343,56,288,51,23887872.0,0.5987202322070889
5256,3,0,8,21,0.7,0.6515,0.48,0.0896,35,206,8,8741816.0,0.5026746699330502
5257,3,0,8,22,0.7,0.6515,0.48,0,34,157,15,3869893.0,0.6059548980890475
5258,3,0,8,23,0.66,0.6212,0.5,0.1642,22,127,38,2048383.0,0.7713855584154635
5259,3,0,8,0,0.64,0.6212,0.53,0.1642,12,65,45,274625.0,0.5402766739296717
5260,3,0,8,1,0.64,0.6212,0.53,0.1343,4,23,70,12167.0,0.5637325966004665
5261,3,0,8,2,0.62,0.6212,0.57,0.194,0,15,19,3375.0,0.869658074441806
5262,3,0,8,3,0.62,0.6212,0.53,0.1642,0,9,7,729.0,0.6035051827052901
5263,3,0,8,4,0.62,0.6212,0.53,0.1343,0,5,48,125.0,4.315081398019611
5264,3,0,8,5,0.6,0.6212,0.56,0.1343,2,26,70,17576.0,0.5637325966004665
5265,3,0,8,6,0.62,0.6212,0.5,0.1343,3,76,92,438976.0,4.534449634384539
5266,3,0,8,7,0.64,0.6212,0.44,0.1642,17,264,85,18399744.0,1.213703616753761
5267,3,0,8,8,0.68,0.6364,0.39,0.2239,29,426,65,77308776.0,0.5473967051355444
5268,3,0,8,9,0.72,0.6515,0.34,0.1343,27,205,69,8615125.0,1.129668825806919
5269,3,0,8,10,0.74,0.6515,0.33,0.1045,44,130,65,2197000.0,0.5473967051355444
5270,3,0,8,11,0.76,0.6667,0.29,0,48,156,43,3796416.0,5.944410581534946
5271,3,0,8,12,0.8,0.697,0.27,0,55,222,4,10941048.0,4.111884294479769
5272,3,0,8,13,0.78,0.6818,0.29,0.0896,74,253,64,16194277.0,0.5208262701161901
5273,3,0,8,14,0.8,0.697,0.29,0.194,51,186,82,6434856.0,0.7614819393063025
5274,3,0,8,15,0.8,0.697,0.29,0.1642,59,249,11,15438249.0,102109.07002447755
5275,3,0,8,16,0.82,0.7121,0.28,0,68,334,14,37259704.0,0.5023592408312615
5276,3,0,8,17,0.82,0.7121,0.26,0,93,516,51,137388096.0,0.5987202322070889
5277,3,0,8,18,0.76,0.6818,0.4,0.2985,89,465,47,100544625.0,0.8900177298266997
5278,3,0,8,19,0.74,0.6667,0.42,0.2239,101,385,33,57066625.0,0.500022035944306
5279,3,0,8,20,0.72,0.6515,0.42,0.2239,77,287,38,23639903.0,0.7713855584154635
5280,3,0,8,21,0.7,0.6515,0.48,0.1343,73,226,58,11543176.0,0.5017882105819239
5281,3,0,8,22,0.68,0.6364,0.51,0,74,231,34,12326391.0,0.6539868700870936
5282,3,0,8,23,0.68,0.6364,0.51,0,51,151,47,3442951.0,0.8900177298266997
5283,3,0,8,0,0.68,0.6364,0.51,0.1045,15,84,90,592704.0,0.5279840346175494
5284,3,0,8,1,0.68,0.6364,0.57,0.0896,13,77,67,456533.0,6.921372193247372
5285,3,0,8,2,0.68,0.6364,0.57,0,16,74,83,405224.0,0.5080359962611123
5286,3,0,8,3,0.66,0.6212,0.65,0.1343,9,27,66,19683.0,1.0272753459349424
5287,3,0,8,4,0.64,0.6061,0.73,0.1343,5,10,64,1000.0,0.5208262701161901
5288,3,0,8,5,0.64,0.6061,0.73,0.1045,3,18,5,5832.0,24.34527915938213
5289,3,0,8,6,0.64,0.6061,0.73,0.0896,3,22,18,10648.0,4.015858573649374
5290,3,0,8,7,0.66,0.6212,0.74,0.194,10,44,84,85184.0,0.5769706814181332
5291,3,0,8,8,0.7,0.6515,0.65,0.1642,28,118,90,1643032.0,0.5279840346175494
5292,3,0,8,9,0.7,0.6667,0.74,0.1642,70,208,36,8998912.0,121.63753475026189
5293,3,0,8,10,0.72,0.697,0.74,0.2239,97,260,84,17576000.0,0.5769706814181332
5294,3,0,8,11,0.74,0.697,0.7,0.194,122,314,51,30959144.0,0.5987202322070889
5295,3,0,8,12,0.66,0.5909,0.89,0.1642,175,421,63,74618461.0,0.8566369271513424
5296,3,0,8,13,0.74,0.7121,0.74,0.3284,61,153,92,3581577.0,4.534449634384539
5297,3,0,8,14,0.74,0.697,0.7,0.2537,113,259,26,17373979.0,0.5673570710394846
5298,3,0,8,15,0.68,0.6364,0.79,0.3582,150,358,99,45882712.0,1260.7704250424647
5299,3,0,8,16,0.7,0.6667,0.74,0.2836,148,281,42,22188041.0,11.979139227322584
5300,3,0,8,17,0.72,0.697,0.74,0.2537,97,269,34,19465109.0,0.6539868700870936
5301,3,0,8,18,0.7,0.6667,0.74,0.2239,123,292,29,24897088.0,2.9729510585814833
5302,3,0,8,19,0.68,0.6364,0.79,0.2836,67,237,26,13312053.0,0.5673570710394846
5303,3,0,8,20,0.68,0.6364,0.83,0.2239,78,183,83,6128487.0,0.5080359962611123
5304,3,0,8,21,0.68,0.6364,0.83,0.3881,40,167,95,4657463.0,0.5940846816900167
5305,3,0,8,22,0.68,0.6364,0.83,0.3881,36,154,93,3652264.0,19.33568064408107
5306,3,0,8,23,0.66,0.6061,0.83,0.3284,25,120,51,1728000.0,0.5987202322070889
5307,3,0,8,0,0.66,0.6061,0.83,0.2985,19,90,27,729000.0,0.5111492047520422
5308,3,0,8,1,0.64,0.5758,0.89,0.2239,16,73,10,389017.0,2.193083986739962
5309,3,0,8,2,0.64,0.5758,0.89,0.2239,13,62,48,238328.0,4.315081398019611
5310,3,0,8,3,0.64,0.5606,0.94,0.2537,5,27,19,19683.0,0.869658074441806
5311,3,0,8,4,0.64,0.5606,0.94,0.194,1,3,9,27.0,0.7081558739235672
5312,3,0,8,5,0.64,0.5606,0.94,0.1642,1,10,54,1000.0,2.266489527055483
5313,3,0,8,6,0.64,0.5606,0.94,0.1045,2,6,0,216.0,1.0
5314,3,0,8,7,0.66,0.5909,0.89,0.194,4,24,70,13824.0,0.5637325966004665
5315,3,0,8,8,0.66,0.5909,0.89,0.2836,20,41,33,68921.0,0.500022035944306
5316,3,0,8,9,0.66,0.5909,0.89,0.2836,27,103,26,1092727.0,0.5673570710394846
5317,3,0,8,10,0.7,0.6667,0.79,0.2239,67,183,15,6128487.0,0.6059548980890475
5318,3,0,8,11,0.7,0.6667,0.79,0.194,81,198,43,7762392.0,5.944410581534946
5319,3,0,8,12,0.7,0.6667,0.79,0.2239,98,281,20,22188041.0,0.5227541141700891
5320,3,0,8,13,0.72,0.697,0.74,0.2537,144,377,78,53582633.0,0.6605113804923478
5321,3,0,8,14,0.74,0.697,0.7,0.194,126,370,11,50653000.0,102109.07002447755
5322,3,0,8,15,0.74,0.697,0.66,0.194,128,331,57,36264691.0,0.696298942266857
5323,3,0,8,16,0.74,0.697,0.66,0.1642,116,292,66,24897088.0,1.0272753459349424
5324,3,0,8,17,0.76,0.7121,0.62,0.1343,133,329,75,35611289.0,1.633404121532299
5325,3,0,8,18,0.74,0.697,0.66,0.1642,125,347,40,41781923.0,0.573028742574676
5326,3,0,8,19,0.72,0.697,0.74,0.2239,75,259,3,17373979.0,0.8763320184878719
5327,3,0,8,20,0.7,0.6667,0.84,0.1642,67,193,71,7189057.0,0.5125433048899948
5328,3,0,8,21,0.6,0.5455,0.88,0.4925,51,155,99,3723875.0,1260.7704250424647
5329,3,0,8,22,0.6,0.5455,0.88,0.4925,14,39,1,59319.0,0.5430441251857795
5330,3,0,8,23,0.6,0.5606,0.83,0,5,27,65,19683.0,0.5473967051355444
5331,3,0,8,0,0.6,0.5455,0.88,0.0896,7,25,28,15625.0,0.7868403851802712
5332,3,0,8,1,0.6,0.5455,0.88,0.1343,1,10,29,1000.0,2.9729510585814833
5333,3,0,8,2,0.6,0.5606,0.83,0,0,3,15,27.0,0.6059548980890475
5334,3,0,8,3,0.6,0.5606,0.83,0.194,1,7,0,343.0,1.0
5335,3,0,8,4,0.6,0.5606,0.83,0.1343,1,5,11,125.0,102109.07002447755
5336,3,0,8,5,0.6,0.5455,0.88,0.194,3,17,87,4913.0,5.612234025512922
5337,3,0,8,6,0.6,0.5455,0.88,0.2537,3,90,5,729000.0,24.34527915938213
5338,3,0,8,7,0.6,0.5455,0.88,0.2537,10,258,7,17173512.0,0.6035051827052901
5339,3,0,8,8,0.64,0.5909,0.78,0.3284,29,355,18,44738875.0,4.015858573649374
5340,3,0,8,9,0.64,0.5909,0.78,0.3284,52,222,62,10941048.0,3.8340720458680737
5341,3,0,8,10,0.68,0.6364,0.69,0.2836,54,141,9,2803221.0,0.7081558739235672
5342,3,0,8,11,0.72,0.6818,0.62,0.2537,41,153,89,3581577.0,0.5376143475480764
5343,3,0,8,12,0.74,0.6818,0.58,0.2836,62,178,85,5639752.0,1.213703616753761
5344,3,0,8,13,0.78,0.7121,0.52,0.2836,53,193,57,7189057.0,0.696298942266857
5345,3,0,8,14,0.74,0.6818,0.55,0.0896,56,151,26,3442951.0,0.5673570710394846
5346,3,0,8,15,0.74,0.6818,0.55,0.2985,49,182,47,6028568.0,0.8900177298266997
5347,3,0,8,16,0.74,0.6818,0.55,0.3284,58,283,79,22665187.0,1.798925688187395
5348,3,0,8,17,0.74,0.6667,0.51,0.2836,59,530,76,148877000.0,0.6385257158828442
5349,3,0,8,18,0.7,0.6515,0.65,0.194,70,483,62,112678587.0,3.8340720458680737
5350,3,0,8,19,0.7,0.6515,0.65,0,54,397,91,62570773.0,0.9041693413125955
5351,3,0,8,20,0.66,0.6212,0.74,0.1343,45,285,97,23149125.0,0.7248437158702044
5352,3,0,8,21,0.66,0.6212,0.65,0.194,34,184,19,6229504.0,0.869658074441806
5353,3,0,8,22,0.66,0.6212,0.69,0.2537,22,98,83,941192.0,0.5080359962611123
5354,3,0,8,23,0.64,0.6061,0.69,0.2239,11,88,19,681472.0,0.869658074441806
5355,3,0,8,0,0.64,0.6061,0.69,0.1045,8,31,68,29791.0,9.796975387185967
5356,3,0,8,1,0.64,0.6061,0.69,0.1642,4,16,27,4096.0,0.5111492047520422
5357,3,0,8,2,0.62,0.5909,0.73,0.2239,1,4,53,64.0,0.7163707881255232
5358,3,0,8,3,0.62,0.5909,0.73,0.2239,1,6,70,216.0,0.5637325966004665
5359,3,0,8,4,0.64,0.6061,0.69,0.2985,0,5,97,125.0,0.7248437158702044
5360,3,0,8,5,0.62,0.5909,0.73,0.2836,1,30,26,27000.0,0.5673570710394846
5361,3,0,8,6,0.62,0.5909,0.73,0.3284,4,119,67,1685159.0,6.921372193247372
5362,3,0,8,7,0.64,0.6061,0.69,0.2537,18,346,52,41421736.0,0.503365605112174
5363,3,0,8,8,0.7,0.6515,0.58,0.4478,24,441,58,85766121.0,0.5017882105819239
5364,3,0,8,9,0.68,0.6364,0.61,0.2836,27,198,80,7762392.0,163.63007223971312
5365,3,0,8,10,0.7,0.6515,0.58,0.3881,28,111,93,1367631.0,19.33568064408107
5366,3,0,8,11,0.74,0.6667,0.51,0.2239,40,150,70,3375000.0,0.5637325966004665
5367,3,0,8,12,0.76,0.6818,0.48,0.3284,42,162,59,4251528.0,0.6109713317819904
5368,3,0,8,13,0.76,0.6818,0.48,0.2985,45,192,93,7077888.0,19.33568064408107
5369,3,0,8,14,0.76,0.6818,0.45,0.4179,65,182,83,6028568.0,0.5080359962611123
5370,3,0,8,15,0.8,0.7121,0.41,0.2985,36,159,16,4019679.0,1.4043036899381962
5371,3,0,8,16,0.8,0.7121,0.41,0.2239,55,303,91,27818127.0,0.9041693413125955
5372,3,0,8,17,0.76,0.6818,0.45,0.3284,75,600,17,216000000.0,25.90505251316606
