instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature_y_2,feature_y_2
1433,1,0,3,23,0.3,0.303,0.75,0.1642,6,46,81,97336.0
1434,1,0,3,0,0.28,0.2879,0.81,0.1045,4,19,84,6859.0
1435,1,0,3,1,0.3,0.3182,0.81,0.1045,5,25,86,15625.0
1436,1,0,3,2,0.3,0.2879,0.87,0.194,5,20,21,8000.0
1437,1,0,3,3,0.3,0.2879,0.87,0.194,0,2,45,8.0
1438,1,0,3,4,0.3,0.303,0.93,0.1642,0,1,98,1.0
1439,1,0,3,5,0.3,0.303,1,0.1343,0,3,85,27.0
1440,1,0,3,6,0.3,0.2879,1,0.2239,1,4,73,64.0
1441,1,0,3,7,0.3,0.2727,1,0.2985,5,15,45,3375.0
1442,1,0,3,8,0.3,0.2727,1,0.2985,11,45,1,91125.0
1443,1,0,3,9,0.32,0.303,0.93,0.2239,15,63,79,250047.0
1444,1,0,3,10,0.34,0.3333,0.93,0.194,34,103,43,1092727.0
1445,1,0,3,11,0.4,0.4091,0.76,0.2239,43,159,80,4019679.0
1446,1,0,3,12,0.44,0.4394,0.67,0.2537,46,167,10,4657463.0
1447,1,0,3,13,0.46,0.4545,0.67,0.2836,60,190,1,6859000.0
1448,1,0,3,14,0.48,0.4697,0.59,0.2836,80,198,22,7762392.0
1449,1,0,3,15,0.46,0.4545,0.63,0.2985,83,205,46,8615125.0
1450,1,0,3,16,0.48,0.4697,0.59,0.2985,74,204,31,8489664.0
1451,1,0,3,17,0.48,0.4697,0.59,0.3582,60,164,45,4410944.0
1452,1,0,3,18,0.48,0.4697,0.59,0.3284,37,152,64,3511808.0
1453,1,0,3,19,0.46,0.4545,0.67,0.3284,27,89,64,704969.0
1454,1,0,3,20,0.44,0.4394,0.77,0.3284,12,70,52,343000.0
1455,1,0,3,21,0.44,0.4394,0.72,0.3284,12,72,86,373248.0
1456,1,0,3,22,0.42,0.4242,0.77,0.2985,16,63,29,250047.0
1457,1,0,3,23,0.44,0.4394,0.77,0.2985,10,44,81,85184.0
1458,1,0,3,0,0.42,0.4242,0.77,0.3582,11,52,65,140608.0
1459,1,0,3,1,0.42,0.4242,0.77,0.2836,12,39,67,59319.0
1460,1,0,3,2,0.4,0.4091,0.82,0.2836,5,32,80,32768.0
1461,1,0,3,3,0.42,0.4242,0.82,0.2985,2,11,96,1331.0
1462,1,0,3,4,0.42,0.4242,0.88,0.3582,0,3,76,27.0
1463,1,0,3,6,0.42,0.4242,0.94,0.3582,1,2,60,8.0
1464,1,0,3,7,0.42,0.4242,1,0.4478,0,5,30,125.0
1465,1,0,3,8,0.4,0.4091,1,0.2985,1,9,49,729.0
1466,1,0,3,9,0.42,0.4242,1,0.2836,4,22,50,10648.0
1467,1,0,3,10,0.42,0.4242,1,0.2985,4,31,96,29791.0
1468,1,0,3,11,0.42,0.4242,1,0.2239,18,62,70,238328.0
1469,1,0,3,12,0.46,0.4545,0.94,0.3284,10,79,6,493039.0
1470,1,0,3,13,0.46,0.4545,0.94,0.3582,22,105,11,1157625.0
1471,1,0,3,14,0.44,0.4394,1,0.2239,12,39,82,59319.0
1472,1,0,3,15,0.44,0.4394,1,0.2239,3,7,91,343.0
1473,1,0,3,16,0.36,0.3333,1,0.2836,3,11,51,1331.0
1474,1,0,3,17,0.34,0.303,1,0.2985,2,25,33,15625.0
1475,1,0,3,18,0.32,0.2879,1,0.3582,0,23,25,12167.0
1476,1,0,3,19,0.3,0.2576,1,0.4925,0,11,73,1331.0
1477,1,0,3,20,0.28,0.2424,1,0.4179,3,11,86,1331.0
1478,1,0,3,21,0.24,0.1818,0.93,0.6119,1,7,44,343.0
1479,1,0,3,22,0.22,0.197,1,0.3881,0,10,9,1000.0
1480,1,0,3,23,0.22,0.197,1,0.4179,0,9,1,729.0
1481,1,0,3,0,0.2,0.1818,1,0.3284,0,4,15,64.0
1482,1,0,3,1,0.2,0.1818,1,0.3284,0,2,99,8.0
1483,1,0,3,3,0.2,0.1515,0.8,0.5821,0,1,37,1.0
1484,1,0,3,4,0.2,0.1515,0.8,0.5224,1,1,40,1.0
1485,1,0,3,5,0.2,0.1818,0.75,0.3582,0,1,50,1.0
1486,1,0,3,6,0.2,0.1818,0.75,0.3881,3,34,38,39304.0
1487,1,0,3,7,0.2,0.1667,0.75,0.4179,3,91,48,753571.0
1488,1,0,3,8,0.2,0.1818,0.75,0.3881,11,211,96,9393931.0
1489,1,0,3,9,0.22,0.1818,0.64,0.4627,5,134,2,2406104.0
1490,1,0,3,10,0.24,0.2121,0.6,0.2985,15,58,6,195112.0
1491,1,0,3,11,0.26,0.2121,0.48,0.4478,19,60,76,216000.0
1492,1,0,3,12,0.3,0.2727,0.42,0.4179,28,96,24,884736.0
1493,1,0,3,13,0.32,0.2879,0.36,0.3881,16,70,51,343000.0
1494,1,0,3,14,0.32,0.2879,0.36,0.4179,21,77,41,456533.0
1495,1,0,3,15,0.34,0.303,0.31,0.3881,32,96,78,884736.0
1496,1,0,3,16,0.34,0.303,0.31,0.3582,26,122,99,1815848.0
1497,1,0,3,17,0.34,0.303,0.29,0.3582,27,233,55,12649337.0
1498,1,0,3,18,0.32,0.303,0.31,0.2239,19,233,89,12649337.0
1499,1,0,3,19,0.3,0.2879,0.33,0.2239,11,145,32,3048625.0
1500,1,0,3,20,0.3,0.303,0.33,0.1642,5,92,93,778688.0
1501,1,0,3,21,0.28,0.2727,0.38,0.2239,1,54,6,157464.0
1502,1,0,3,22,0.26,0.2576,0.48,0.1642,1,35,64,42875.0
1503,1,0,3,23,0.28,0.3182,0.48,0,0,22,48,10648.0
1504,1,0,3,0,0.26,0.2879,0.48,0.0896,1,10,100,1000.0
1505,1,0,3,1,0.24,0.2424,0.52,0.1343,0,4,26,64.0
1506,1,0,3,2,0.24,0.2424,0.52,0.1343,1,1,97,1.0
1507,1,0,3,3,0.24,0.2576,0.52,0.0896,5,7,98,343.0
1508,1,0,3,4,0.22,0.2727,0.64,0,0,2,74,8.0
1509,1,0,3,5,0.2,0.2273,0.69,0.1045,2,10,93,1000.0
1510,1,0,3,6,0.2,0.2576,0.59,0,3,45,99,91125.0
1511,1,0,3,7,0.18,0.197,0.64,0.1343,9,128,59,2097152.0
1512,1,0,3,8,0.22,0.2273,0.55,0.194,10,257,67,16974593.0
1513,1,0,3,9,0.26,0.2576,0.41,0.1642,11,151,90,3442951.0
1514,1,0,3,10,0.3,0.2879,0.33,0.194,25,71,53,357911.0
1515,1,0,3,11,0.36,0.3485,0.25,0.1642,26,78,79,474552.0
1516,1,0,3,12,0.36,0.3788,0.23,0,29,99,54,970299.0
1517,1,0,3,13,0.38,0.3939,0.25,0.1045,25,98,18,941192.0
1518,1,0,3,14,0.38,0.3939,0.2,0,16,72,48,373248.0
1519,1,0,3,15,0.36,0.3788,0.18,0,35,112,56,1404928.0
1520,1,0,3,16,0.38,0.3939,0.27,0.1642,26,108,55,1259712.0
1521,1,0,3,17,0.36,0.3485,0.27,0.2239,39,248,73,15252992.0
1522,1,0,3,18,0.34,0.3333,0.27,0.194,21,235,51,12977875.0
1523,1,0,3,19,0.34,0.3485,0.31,0.1045,9,150,36,3375000.0
1524,1,0,3,20,0.32,0.3333,0.39,0.0896,2,76,28,438976.0
1525,1,0,3,21,0.3,0.2879,0.49,0.194,7,75,57,421875.0
1526,1,0,3,22,0.3,0.2879,0.49,0.2239,11,55,82,166375.0
1527,1,0,3,23,0.28,0.2727,0.61,0.194,3,41,69,68921.0
1528,1,0,3,0,0.26,0.2879,0.65,0.0896,0,9,66,729.0
1529,1,0,3,1,0.26,0.2727,0.52,0.1343,0,4,12,64.0
1530,1,0,3,2,0.26,0.2727,0.52,0.1343,1,2,82,8.0
1531,1,0,3,3,0.24,0.2576,0.7,0.0896,1,3,83,27.0
1532,1,0,3,4,0.24,0.2576,0.75,0.1045,0,2,77,8.0
1533,1,0,3,5,0.24,0.2424,0.81,0.1343,1,8,76,512.0
1534,1,0,3,6,0.24,0.2576,0.85,0.1045,5,49,100,117649.0
1535,1,0,3,7,0.24,0.2424,0.87,0.1642,18,141,7,2803221.0
1536,1,0,3,8,0.24,0.2424,0.87,0.1343,11,249,19,15438249.0
1537,1,0,3,9,0.26,0.2424,0.87,0.2537,5,141,8,2803221.0
1538,1,0,3,10,0.3,0.2879,0.75,0.2537,8,57,8,185193.0
1539,1,0,3,11,0.32,0.2879,0.76,0.3881,15,59,24,205379.0
1540,1,0,3,12,0.32,0.303,0.76,0.2537,14,98,66,941192.0
1541,1,0,3,13,0.32,0.2879,0.76,0.3582,17,99,86,970299.0
1542,1,0,3,14,0.34,0.303,0.76,0.2985,10,71,41,357911.0
1543,1,0,3,15,0.36,0.3333,0.71,0.2985,15,79,5,493039.0
1544,1,0,3,16,0.34,0.303,0.76,0.3284,10,112,10,1404928.0
1545,1,0,3,17,0.34,0.303,0.76,0.2985,18,194,43,7301384.0
1546,1,0,3,18,0.34,0.3182,0.76,0.2537,12,188,83,6644672.0
1547,1,0,3,19,0.34,0.303,0.76,0.3284,11,134,20,2406104.0
1548,1,0,3,20,0.32,0.3182,0.87,0.194,4,91,60,753571.0
1549,1,0,3,21,0.32,0.303,0.93,0.3284,10,62,79,238328.0
1550,1,0,3,22,0.32,0.3182,0.93,0.1642,4,21,29,9261.0
1551,1,0,3,23,0.34,0.3333,0.93,0.194,1,18,28,5832.0
1552,1,0,3,0,0.34,0.3182,0,0.2537,3,3,29,27.0
1553,1,0,3,1,0.34,0.3182,0,0.2537,0,2,35,8.0
1554,1,0,3,2,0.34,0.3182,0,0.2537,0,1,35,1.0
1555,1,0,3,5,0.36,0.3485,0,0.194,1,3,79,27.0
1556,1,0,3,6,0.36,0.3333,0,0.3284,0,12,37,1728.0
1557,1,0,3,7,0.38,0.3939,0,0.2239,1,37,51,50653.0
1558,1,0,3,8,0.38,0.3939,0,0.2836,1,44,11,85184.0
1559,1,0,3,9,0.4,0.4091,0,0.2239,1,24,17,13824.0
1560,1,0,3,10,0.4,0.4091,0,0.1642,0,17,95,4913.0
1561,1,0,3,11,0.4,0.4091,0,0.2537,6,11,55,1331.0
1562,1,0,3,12,0.42,0.4242,0,0.2239,4,34,7,39304.0
1563,1,0,3,13,0.42,0.4242,0,0.2239,1,12,33,1728.0
1564,1,0,3,14,0.44,0.4394,0,0.2985,0,12,44,1728.0
1565,1,0,3,15,0.44,0.4394,0,0.2239,3,14,100,2744.0
1566,1,0,3,16,0.42,0.4242,0,0.2537,1,21,16,9261.0
1567,1,0,3,17,0.44,0.4394,0,0.3881,2,111,25,1367631.0
1568,1,0,3,18,0.44,0.4394,0,0.3582,2,82,19,551368.0
1569,1,0,3,19,0.44,0.4394,0,0.5821,5,56,10,175616.0
1570,1,0,3,20,0.36,0.3333,0,0.3284,9,38,87,54872.0
1571,1,0,3,21,0.36,0.3485,0,0.2239,1,28,42,21952.0
1572,1,0,3,22,0.34,0.3333,0,0.1343,4,34,69,39304.0
1573,1,0,3,23,0.34,0.3485,0,0.0896,1,27,0,19683.0
1574,1,0,3,0,0.34,0.3485,1,0.0896,0,6,0,216.0
1575,1,0,3,1,0.34,0.3485,1,0.1045,0,8,95,512.0
1576,1,0,3,2,0.34,0.3485,1,0.1045,2,5,68,125.0
1577,1,0,3,3,0.32,0.3333,0.93,0.0896,0,2,46,8.0
1578,1,0,3,5,0.3,0.2879,0.81,0.2239,1,7,36,343.0
1579,1,0,3,6,0.26,0.2424,0.81,0.2836,1,32,55,32768.0
1580,1,0,3,7,0.26,0.2576,0.7,0.194,10,114,16,1481544.0
1581,1,0,3,8,0.28,0.2727,0.7,0.2537,15,259,18,17373979.0
1582,1,0,3,9,0.3,0.2879,0.61,0.2836,13,156,30,3796416.0
1583,1,0,3,10,0.32,0.303,0.57,0.2985,18,78,66,474552.0
1584,1,0,3,11,0.32,0.303,0.57,0.2985,14,81,60,531441.0
1585,1,0,3,12,0.34,0.3182,0.53,0.2537,15,111,40,1367631.0
1586,1,0,3,13,0.36,0.3333,0.53,0.2537,15,107,29,1225043.0
1587,1,0,3,14,0.36,0.3333,0.5,0.3582,25,89,14,704969.0
1588,1,0,3,15,0.34,0.3182,0.53,0.2537,21,85,71,614125.0
1589,1,0,3,16,0.34,0.303,0.49,0.2985,18,113,51,1442897.0
1590,1,0,3,17,0.34,0.3182,0.49,0.2239,23,223,14,11089567.0
1591,1,0,3,18,0.32,0.303,0.49,0.3284,19,153,68,3581577.0
1592,1,0,3,19,0.3,0.2727,0.56,0.3284,7,118,100,1643032.0
1593,1,0,3,20,0.3,0.303,0.56,0.1642,6,76,55,438976.0
1594,1,0,3,21,0.3,0.2879,0.52,0.2537,10,53,48,148877.0
1595,1,0,3,22,0.3,0.303,0.52,0.1642,11,64,67,262144.0
1596,1,0,3,23,0.3,0.2879,0.52,0.2537,3,37,33,50653.0
1597,1,0,3,0,0.26,0.2727,0.6,0.1343,4,34,17,39304.0
1598,1,0,3,1,0.24,0.2273,0.65,0.194,3,18,3,5832.0
1599,1,0,3,2,0.24,0.2273,0.65,0.194,0,14,95,2744.0
1600,1,0,3,3,0.24,0.2273,0.65,0.2537,1,7,98,343.0
1601,1,0,3,4,0.24,0.2273,0.65,0.2537,0,1,9,1.0
1602,1,0,3,5,0.22,0.2273,0.69,0.194,0,2,27,8.0
1603,1,0,3,6,0.22,0.2121,0.75,0.2537,2,4,2,64.0
1604,1,0,3,7,0.24,0.2273,0.7,0.194,4,23,25,12167.0
1605,1,0,3,8,0.26,0.2576,0.65,0.1642,9,53,6,148877.0
1606,1,0,3,9,0.28,0.2879,0.65,0.1045,25,101,98,1030301.0
1607,1,0,3,10,0.32,0.303,0.66,0.2239,21,99,58,970299.0
1608,1,0,3,11,0.34,0.303,0.49,0.3284,36,119,96,1685159.0
1609,1,0,3,12,0.34,0.3182,0.53,0.2836,51,158,16,3944312.0
1610,1,0,3,13,0.36,0.3333,0.51,0.3582,62,157,92,3869893.0
1611,1,0,3,14,0.4,0.4091,0.5,0.4478,70,166,39,4574296.0
1612,1,0,3,15,0.42,0.4242,0.44,0.4925,81,182,56,6028568.0
1613,1,0,3,16,0.46,0.4545,0.41,0.4478,100,244,76,14526784.0
1614,1,0,3,17,0.46,0.4545,0.44,0.3284,99,213,42,9663597.0
1615,1,0,3,18,0.42,0.4242,0.54,0.1642,54,145,8,3048625.0
1616,1,0,3,19,0.42,0.4242,0.54,0.0896,26,112,0,1404928.0
1617,1,0,3,20,0.4,0.4091,0.58,0.1045,22,86,24,636056.0
1618,1,0,3,21,0.38,0.3939,0.62,0,36,82,74,551368.0
1619,1,0,3,22,0.36,0.3788,0.71,0,7,63,28,250047.0
1620,1,0,3,23,0.38,0.3939,0.66,0.0896,11,49,7,117649.0
1621,1,0,3,0,0.38,0.3939,0.62,0.1045,3,38,71,54872.0
1622,1,0,3,1,0.36,0.3485,0.66,0.1343,10,33,35,35937.0
1623,1,0,3,3,0.34,0.3333,0.76,0.1343,6,23,59,12167.0
1624,1,0,3,4,0.34,0.3333,0.66,0.1642,4,13,78,2197.0
1625,1,0,3,5,0.36,0.3485,0.62,0.1343,0,3,27,27.0
1626,1,0,3,6,0.34,0.3636,0.66,0,0,2,72,8.0
1627,1,0,3,7,0.36,0.3485,0.62,0.194,2,10,36,1000.0
1628,1,0,3,8,0.4,0.4091,0.5,0.2985,11,34,82,39304.0
1629,1,0,3,9,0.4,0.4091,0.5,0.4179,8,44,79,85184.0
1630,1,0,3,10,0.42,0.4242,0.47,0.2537,36,122,28,1815848.0
1631,1,0,3,11,0.44,0.4394,0.41,0.4179,88,181,75,5929741.0
1632,1,0,3,12,0.46,0.4545,0.38,0.3881,74,194,3,7301384.0
1633,1,0,3,13,0.46,0.4545,0.38,0.3881,97,221,90,10793861.0
1634,1,0,3,14,0.46,0.4545,0.41,0.2985,144,250,21,15625000.0
1635,1,0,3,15,0.48,0.4697,0.39,0.3284,149,304,55,28094464.0
1636,1,0,3,16,0.46,0.4545,0.41,0.3881,124,256,76,16777216.0
1637,1,0,3,17,0.44,0.4394,0.41,0.3582,98,241,71,13997521.0
1638,1,0,3,18,0.4,0.4091,0.43,0.3582,55,147,96,3176523.0
1639,1,0,3,19,0.36,0.3333,0.5,0.3582,28,101,10,1030301.0
1640,1,0,3,20,0.32,0.303,0.57,0.2985,23,77,9,456533.0
1641,1,0,3,21,0.3,0.2879,0.56,0.2537,9,58,46,195112.0
1642,1,0,3,22,0.3,0.2727,0.56,0.3284,8,37,4,50653.0
1643,1,0,3,23,0.26,0.2576,0.65,0.2239,5,28,27,21952.0
1644,1,0,3,0,0.26,0.2727,0.65,0.1045,4,11,50,1331.0
1645,1,0,3,1,0.26,0.2879,0.65,0.0896,0,1,13,1.0
1646,1,0,3,2,0.26,0.2879,0.65,0.0896,0,1,22,1.0
1647,1,0,3,3,0.26,0.2727,0.65,0.1343,0,3,94,27.0
1648,1,0,3,5,0.24,0.2424,0.7,0.1343,0,8,94,512.0
1649,1,0,3,6,0.26,0.2727,0.65,0.1343,1,28,1,21952.0
1650,1,0,3,7,0.28,0.3182,0.61,0,4,88,18,681472.0
1651,1,0,3,8,0.3,0.303,0.56,0.1343,24,241,53,13997521.0
1652,1,0,3,9,0.32,0.303,0.53,0.3284,13,140,80,2744000.0
1653,1,0,3,10,0.34,0.3182,0.42,0.2537,27,84,26,592704.0
1654,1,0,3,11,0.36,0.3333,0.4,0.2537,26,71,95,357911.0
1655,1,0,3,12,0.38,0.3939,0.37,0,40,94,7,830584.0
1656,1,0,3,13,0.38,0.3939,0.36,0.3284,24,75,47,421875.0
1657,1,0,3,14,0.38,0.3939,0.34,0,27,79,81,493039.0
1658,1,0,3,15,0.38,0.3939,0.37,0.1642,24,101,14,1030301.0
1659,1,0,3,16,0.4,0.4091,0.35,0.1045,27,107,25,1225043.0
1660,1,0,3,17,0.38,0.3939,0.4,0.194,42,271,55,19902511.0
1661,1,0,3,18,0.36,0.3636,0.4,0.1045,25,235,98,12977875.0
1662,1,0,3,19,0.36,0.3485,0.43,0.1343,17,150,69,3375000.0
1663,1,0,3,20,0.34,0.3182,0.46,0.2239,23,129,65,2146689.0
1664,1,0,3,21,0.34,0.3333,0.46,0.1343,5,63,36,250047.0
1665,1,0,3,22,0.32,0.3333,0.49,0.1045,4,47,98,103823.0
1666,1,0,3,23,0.32,0.3485,0.53,0,2,19,70,6859.0
1667,1,0,3,0,0.32,0.3485,0.53,0,7,14,76,2744.0
1668,1,0,3,1,0.3,0.303,0.62,0.0896,4,10,60,1000.0
1669,1,0,3,2,0.3,0.303,0.62,0.0896,1,3,78,27.0
1670,1,0,3,4,0.24,0.2576,0.75,0.0896,1,2,62,8.0
1671,1,0,3,5,0.24,0.2273,0.75,0.194,0,11,53,1331.0
1672,1,0,3,6,0.22,0.2273,0.8,0.194,3,35,17,42875.0
1673,1,0,3,7,0.24,0.2424,0.75,0.1642,10,119,58,1685159.0
1674,1,0,3,8,0.26,0.2879,0.7,0.0896,23,282,73,22425768.0
1675,1,0,3,9,0.3,0.3333,0.7,0,10,157,88,3869893.0
1676,1,0,3,10,0.32,0.3182,0.66,0.194,22,78,52,474552.0
1677,1,0,3,11,0.34,0.3182,0.57,0.2239,27,78,87,474552.0
1678,1,0,3,12,0.36,0.3485,0.5,0.2239,32,102,70,1061208.0
1679,1,0,3,13,0.36,0.3333,0.57,0.2836,23,97,10,912673.0
1680,1,0,3,14,0.38,0.3939,0.46,0.2985,14,88,27,681472.0
1681,1,0,3,15,0.38,0.3939,0.43,0.2836,24,90,93,729000.0
1682,1,0,3,16,0.38,0.3939,0.46,0.3284,21,114,19,1481544.0
1683,1,0,3,17,0.36,0.3485,0.62,0.194,22,217,44,10218313.0
1684,1,0,3,18,0.36,0.3333,0.62,0.2985,18,225,66,11390625.0
1685,1,0,3,19,0.34,0.3182,0.71,0.2836,14,152,83,3511808.0
1686,1,0,3,20,0.34,0.3182,0.71,0.2836,9,88,47,681472.0
1687,1,0,3,21,0.32,0.3333,0.81,0.1045,2,55,47,166375.0
1688,1,0,3,22,0.32,0.3182,0.87,0.1642,1,21,57,9261.0
1689,1,0,3,23,0.32,0.3182,0.87,0.1642,1,18,56,5832.0
1690,1,0,3,0,0.3,0.2879,0.93,0.2537,0,8,12,512.0
1691,1,0,3,1,0.3,0.2727,1,0.2985,1,3,76,27.0
1692,1,0,3,3,0.28,0.2727,1,0.2239,1,3,21,27.0
1693,1,0,3,4,0.3,0.303,0.93,0.1642,0,1,4,1.0
1694,1,0,3,5,0.3,0.3182,0.93,0.1045,0,3,92,27.0
1695,1,0,3,6,0.3,0.3182,0.93,0.1045,1,31,33,29791.0
1696,1,0,3,7,0.3,0.2879,0.93,0.194,10,111,19,1367631.0
1697,1,0,3,8,0.32,0.3182,0.93,0,26,253,55,16194277.0
1698,1,0,3,9,0.32,0.3333,0.93,0.1343,10,154,51,3652264.0
1699,1,0,3,10,0.36,0.3485,0.81,0.1642,19,68,16,314432.0
1700,1,0,3,11,0.36,0.3485,0.81,0.1343,13,75,93,421875.0
1701,1,0,3,12,0.4,0.4091,0.71,0.1045,23,88,54,681472.0
1702,1,0,3,13,0.4,0.4091,0.76,0.1343,18,99,43,970299.0
1703,1,0,3,14,0.4,0.4091,0.76,0.2239,33,100,35,1000000.0
1704,1,0,3,15,0.4,0.4091,0.76,0.2537,22,101,27,1030301.0
1705,1,0,3,16,0.4,0.4091,0.76,0.1642,30,151,35,3442951.0
1706,1,0,3,17,0.44,0.4394,0.54,0.2985,37,253,14,16194277.0
1707,1,0,3,18,0.44,0.4394,0.54,0.2239,26,237,47,13312053.0
1708,1,0,3,19,0.44,0.4394,0.51,0.3284,18,168,99,4741632.0
1709,1,0,3,20,0.42,0.4242,0.54,0.2985,10,121,24,1771561.0
1710,1,0,3,21,0.42,0.4242,0.58,0.2836,3,78,35,474552.0
1711,1,0,3,22,0.4,0.4091,0.62,0.3881,11,59,35,205379.0
1712,1,0,3,23,0.4,0.4091,0.65,0.194,9,27,99,19683.0
1713,1,0,3,0,0.38,0.3939,0.66,0.2537,4,23,30,12167.0
1714,1,0,3,1,0.36,0.3485,0.71,0.2239,1,12,0,1728.0
1715,1,0,3,2,0.34,0.303,0.71,0.2985,3,8,44,512.0
1716,1,0,3,3,0.34,0.3333,0.66,0.1642,1,2,11,8.0
1717,1,0,3,4,0.34,0.3333,0.71,0.194,0,3,76,27.0
1718,1,0,3,5,0.32,0.3333,0.76,0.1045,0,13,1,2197.0
1719,1,0,3,6,0.32,0.3182,0.76,0.194,4,51,79,132651.0
1720,1,0,3,7,0.32,0.3333,0.76,0.1343,12,140,71,2744000.0
1721,1,0,3,8,0.36,0.3485,0.66,0.1343,17,299,33,26730899.0
1722,1,0,3,9,0.4,0.4091,0.62,0.2537,23,185,93,6331625.0
1723,1,0,3,10,0.44,0.4394,0.54,0.3284,9,78,100,474552.0
1724,1,0,3,11,0.44,0.4394,0.54,0.2836,20,86,56,636056.0
1725,1,0,3,12,0.5,0.4848,0.45,0.2239,24,105,86,1157625.0
1726,1,0,3,13,0.52,0.5,0.42,0.0896,26,111,75,1367631.0
1727,1,0,3,14,0.5,0.4848,0.45,0.1045,32,119,90,1685159.0
1728,1,0,3,15,0.52,0.5,0.42,0.2537,30,125,81,1953125.0
1729,1,0,3,16,0.5,0.4848,0.48,0.2836,34,142,41,2863288.0
1730,1,0,3,17,0.5,0.4848,0.42,0.194,48,313,64,30664297.0
1731,1,0,3,18,0.46,0.4545,0.59,0.1642,50,310,62,29791000.0
1732,1,0,3,19,0.44,0.4394,0.58,0.194,18,207,100,8869743.0
1733,1,0,3,20,0.42,0.4242,0.67,0.2239,25,137,51,2571353.0
1734,1,0,3,21,0.42,0.4242,0.62,0.2239,19,138,58,2628072.0
1735,1,0,3,22,0.4,0.4091,0.66,0.2239,17,87,60,658503.0
1736,1,0,3,23,0.42,0.4242,0.62,0.2836,7,50,86,125000.0
1737,1,0,3,0,0.42,0.4242,0.58,0.2836,5,29,0,24389.0
1738,1,0,3,1,0.4,0.4091,0.62,0.2537,4,16,36,4096.0
1739,1,0,3,2,0.4,0.4091,0.62,0.194,5,14,6,2744.0
1740,1,0,3,3,0.36,0.3485,0.71,0.194,1,5,58,125.0
1741,1,0,3,5,0.38,0.3939,0.66,0.1642,2,10,25,1000.0
1742,1,0,3,6,0.4,0.4091,0.66,0.194,1,36,60,46656.0
1743,1,0,3,7,0.4,0.4091,0.66,0.194,11,123,89,1860867.0
1744,1,0,3,8,0.42,0.4242,0.67,0.2537,24,280,9,21952000.0
1745,1,0,3,9,0.46,0.4545,0.63,0.2239,18,210,97,9261000.0
1746,1,0,3,10,0.52,0.5,0.53,0.2836,43,117,5,1601613.0
1747,1,0,3,11,0.54,0.5152,0.52,0.2836,55,159,8,4019679.0
1748,1,0,3,12,0.56,0.5303,0.49,0.3582,72,195,61,7414875.0
1749,1,0,3,13,0.64,0.6212,0.41,0.2836,57,175,21,5359375.0
1750,1,0,3,14,0.66,0.6212,0.39,0.2537,71,174,18,5268024.0
1751,1,0,3,15,0.68,0.6364,0.39,0.3582,62,173,5,5177717.0
1752,1,0,3,16,0.68,0.6364,0.39,0.2836,67,204,4,8489664.0
1753,1,0,3,17,0.7,0.6364,0.37,0.3284,95,332,76,36594368.0
1754,1,0,3,18,0.68,0.6364,0.39,0.1642,84,331,31,36264691.0
1755,1,0,3,19,0.66,0.6212,0.44,0.1343,58,190,24,6859000.0
1756,1,0,3,20,0.62,0.6212,0.46,0.1343,46,149,59,3307949.0
1757,1,0,3,21,0.62,0.6212,0.46,0.1045,22,113,29,1442897.0
1758,1,0,3,22,0.62,0.6212,0.5,0.1642,55,118,39,1643032.0
1759,1,0,3,23,0.6,0.6212,0.53,0.2239,26,86,35,636056.0
1760,1,0,3,0,0.6,0.6212,0.53,0.2537,26,76,53,438976.0
1761,1,0,3,1,0.58,0.5455,0.46,0.3582,16,51,42,132651.0
1762,1,0,3,2,0.56,0.5303,0.43,0.2239,5,25,38,15625.0
1763,1,0,3,3,0.54,0.5152,0.39,0.3284,1,8,22,512.0
1764,1,0,3,4,0.52,0.5,0.34,0.4179,1,3,63,27.0
1765,1,0,3,5,0.52,0.5,0.34,0.4179,0,2,0,8.0
1766,1,0,3,6,0.44,0.4394,0.44,0.4179,0,10,25,1000.0
1767,1,0,3,7,0.4,0.4091,0.5,0.3284,4,13,28,2197.0
1768,1,0,3,8,0.42,0.4242,0.47,0.4925,11,48,64,110592.0
1769,1,0,3,9,0.42,0.4242,0.44,0.4627,35,76,9,438976.0
1770,1,0,3,10,0.44,0.4394,0.38,0.4179,55,140,20,2744000.0
1771,1,0,3,11,0.46,0.4545,0.36,0.4478,90,196,31,7529536.0
1772,1,0,3,12,0.46,0.4545,0.33,0.4179,126,267,79,19034163.0
1773,1,0,3,13,0.5,0.4848,0.34,0.4627,174,301,94,27270901.0
1774,1,0,3,14,0.5,0.4848,0.31,0.4925,168,312,62,30371328.0
1775,1,0,3,15,0.5,0.4848,0.29,0.4179,170,313,67,30664297.0
1776,1,0,3,16,0.5,0.4848,0.31,0.3881,175,304,4,28094464.0
1777,1,0,3,17,0.48,0.4697,0.31,0.3284,138,278,49,21484952.0
1778,1,0,3,18,0.46,0.4545,0.31,0.3284,92,217,5,10218313.0
1779,1,0,3,19,0.44,0.4394,0.33,0.2836,38,154,24,3652264.0
1780,1,0,3,20,0.42,0.4242,0.35,0.2239,39,108,7,1259712.0
1781,1,0,3,21,0.4,0.4091,0.37,0.2985,20,93,80,804357.0
1782,1,0,3,22,0.4,0.4091,0.37,0.3284,27,72,77,373248.0
1783,1,0,3,23,0.38,0.3939,0.4,0.2985,13,50,45,125000.0
1784,1,0,3,0,0.34,0.303,0.49,0.4179,7,40,24,64000.0
