instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature_y_4,feature_y_4,feature_y_4,feature_y_4
3632,2,0,6,5,0.62,0.6061,0.61,0.1343,1,6,3,216.0,0.8763320184878719,0.7179850839697136
3633,2,0,6,6,0.62,0.6061,0.61,0.1045,10,21,80,9261.0,163.63007223971312,0.9150587426155403
3634,2,0,6,7,0.6,0.5909,0.73,0.2537,8,27,29,19683.0,2.9729510585814833,0.6042076152123113
3635,2,0,6,8,0.6,0.5909,0.73,0.2537,24,98,4,941192.0,4.111884294479769,0.6335358686373416
3636,2,0,6,9,0.6,0.5758,0.78,0.194,53,164,0,4410944.0,1.0,0.9665170603175649
3637,2,0,6,10,0.62,0.5909,0.73,0.0896,83,251,81,15813251.0,2.7018847930632726,0.9226658180550947
3638,2,0,6,11,0.64,0.6061,0.69,0.1045,121,335,99,37595375.0,1260.7704250424647,0.11687262941874824
3639,2,0,6,12,0.64,0.6061,0.69,0.1045,123,335,42,37595375.0,11.979139227322584,0.11687262941874824
3640,2,0,6,13,0.66,0.6212,0.65,0.1045,154,367,28,49430863.0,0.7868403851802712,0.3812417556492874
3641,2,0,6,14,0.7,0.6515,0.58,0.1642,161,385,45,57066625.0,0.5402766739296717,0.9590956407599969
3642,2,0,6,15,0.7,0.6515,0.54,0,161,417,15,72511713.0,0.6059548980890475,0.9387103663175198
3643,2,0,6,16,0.72,0.6667,0.51,0.0896,138,398,47,63044792.0,0.8900177298266997,0.20586493496690533
3644,2,0,6,17,0.74,0.6667,0.51,0,126,390,89,59319000.0,0.5376143475480764,0.906775389254121
3645,2,0,6,18,0.7,0.6515,0.58,0.1045,124,363,88,47832147.0,0.9658118980490871,0.6671913214838076
3646,2,0,6,19,0.68,0.6364,0.65,0.1642,108,357,26,45499293.0,0.5673570710394846,0.7629970666726872
3647,2,0,6,20,0.66,0.6212,0.69,0.194,84,279,93,21717639.0,19.33568064408107,0.8121984189554149
3648,2,0,6,21,0.64,0.6061,0.73,0.1642,54,165,75,4492125.0,1.633404121532299,0.8043259105076709
3649,2,0,6,22,0.64,0.5909,0.78,0.2239,36,130,90,2197000.0,0.5279840346175494,0.8442366556901854
3650,2,0,6,23,0.62,0.5909,0.78,0.1343,25,86,10,636056.0,2.193083986739962,0.9628520276238026
3651,2,0,6,0,0.62,0.5909,0.78,0.1343,11,29,46,24389.0,0.5258208681509198,0.6849726394545778
3652,2,0,6,1,0.6,0.5606,0.83,0.1343,9,14,65,2744.0,0.5473967051355444,0.18019324711435455
3653,2,0,6,2,0.58,0.5455,0.88,0.1045,4,8,75,512.0,1.633404121532299,0.996833390848202
3654,2,0,6,3,0.58,0.5455,0.88,0,2,5,51,125.0,0.5987202322070889,0.7877145121442345
3655,2,0,6,4,0.56,0.5303,0.94,0.1045,4,8,24,512.0,10.590792759495987,0.996833390848202
3656,2,0,6,5,0.56,0.5303,0.88,0.0896,7,31,65,29791.0,0.5473967051355444,0.7497355341511844
3657,2,0,6,6,0.58,0.5455,0.88,0,11,112,37,1404928.0,2.8053491651647224,0.088550854297912
3658,2,0,6,7,0.62,0.5909,0.78,0.1045,18,299,53,26730899.0,0.7163707881255232,0.2539187810545165
3659,2,0,6,8,0.64,0.6061,0.73,0.0896,28,438,86,84027672.0,13.064798934155936,0.6144174171077899
3660,2,0,6,9,0.7,0.6515,0.58,0.1642,26,188,96,6644672.0,0.5041370124924979,0.7863827988725233
3661,2,0,6,10,0.72,0.6667,0.51,0.2239,31,95,79,857375.0,1.798925688187395,0.9814938312063979
3662,2,0,6,11,0.74,0.6667,0.42,0.1343,39,111,32,1367631.0,0.6445680044638951,0.1005135497445154
3663,2,0,6,12,0.76,0.6667,0.37,0.1642,25,153,47,3581577.0,0.8900177298266997,0.4051236060137105
3664,2,0,6,13,0.78,0.6818,0.35,0,28,180,79,5832000.0,1.798925688187395,0.6931465412980384
3665,2,0,6,14,0.78,0.6818,0.31,0.1343,46,145,61,3048625.0,29.513995986914356,0.07292364917909896
3666,2,0,6,15,0.8,0.697,0.29,0.194,38,165,69,4492125.0,1.129668825806919,0.8043259105076709
3667,2,0,6,16,0.76,0.6667,0.33,0.1343,34,267,53,19034163.0,0.7163707881255232,0.6888093262353332
3668,2,0,6,17,0.78,0.6818,0.33,0.2836,63,579,86,194104539.0,13.064798934155936,0.6297609540759092
3669,2,0,6,18,0.76,0.6667,0.31,0.1343,56,556,92,171879616.0,4.534449634384539,0.9998057792099564
3670,2,0,6,19,0.72,0.6667,0.54,0.194,64,407,13,67419143.0,0.7041425227235925,0.6728700807329958
3671,2,0,6,20,0.68,0.6364,0.61,0.1343,59,336,51,37933056.0,0.5987202322070889,0.6798689657085527
3672,2,0,6,21,0.66,0.6212,0.57,0.0896,29,189,43,6751269.0,5.944410581534946,0.500868977600034
3673,2,0,6,22,0.66,0.6212,0.61,0.0896,36,173,68,5177717.0,9.796975387185967,0.02815085090658609
3674,2,0,6,23,0.64,0.6061,0.69,0.0896,5,60,60,216000.0,1.4384569591461411,0.9794868068393512
3675,2,0,6,0,0.64,0.6061,0.65,0.0896,5,20,2,8000.0,0.5237528663423374,0.06564512751032302
3676,2,0,6,1,0.62,0.6061,0.69,0.1343,2,4,14,64.0,0.5023592408312615,0.39185723042955
3677,2,0,6,2,0.6,0.5909,0.73,0.0896,3,5,90,125.0,0.5279840346175494,0.7877145121442345
3678,2,0,6,3,0.6,0.5909,0.73,0.0896,1,2,37,8.0,2.8053491651647224,0.14550003380861354
3679,2,0,6,4,0.58,0.5455,0.83,0.1343,2,5,60,125.0,1.4384569591461411,0.7877145121442345
3680,2,0,6,5,0.58,0.5455,0.88,0.1642,2,32,51,32768.0,0.5987202322070889,0.37293782932771496
3681,2,0,6,6,0.6,0.5758,0.78,0.1343,10,126,38,2000376.0,0.7713855584154635,0.13503663710264274
3682,2,0,6,7,0.64,0.6061,0.69,0.194,23,334,41,37259704.0,1.1885273858987428,0.9055191037375153
3683,2,0,6,8,0.68,0.6364,0.61,0.1343,45,477,50,108531333.0,1.3557021544363344,0.696803213786285
3684,2,0,6,9,0.72,0.6667,0.58,0.2239,27,217,36,10218313.0,121.63753475026189,0.9886421392408016
3685,2,0,6,10,0.76,0.6818,0.48,0.194,37,123,62,1860867.0,3.8340720458680737,0.4173093082358627
3686,2,0,6,11,0.76,0.697,0.52,0.2537,38,151,51,3442951.0,0.5987202322070889,0.47914619818133636
3687,2,0,6,12,0.8,0.7273,0.46,0.2836,42,183,44,6128487.0,0.9826059824898337,0.9999985009232931
3688,2,0,6,13,0.8,0.7273,0.43,0.2537,55,196,63,7529536.0,0.8566369271513424,0.7008073756482314
3689,2,0,6,14,0.8,0.7273,0.43,0.2836,34,146,51,3112136.0,0.5987202322070889,0.4705611161343061
3690,2,0,6,15,0.82,0.7424,0.41,0.3284,56,183,26,6128487.0,0.5673570710394846,0.9999985009232931
3691,2,0,6,16,0.8,0.7121,0.38,0.2239,55,308,37,29218112.0,2.8053491651647224,0.9560008498156061
3692,2,0,6,17,0.8,0.7273,0.43,0.2537,64,539,3,156590819.0,0.8763320184878719,0.7569606344817625
3693,2,0,6,18,0.78,0.697,0.46,0.2836,72,551,8,167284151.0,0.5026746699330502,0.9791194441489176
3694,2,0,6,19,0.76,0.6818,0.48,0.2537,69,424,68,76225024.0,9.796975387185967,0.6222879819768032
3695,2,0,6,20,0.74,0.6818,0.56,0.1343,45,346,55,41421736.0,4084.5228050458813,0.9747413011235252
3696,2,0,6,21,0.72,0.6818,0.7,0.1343,31,218,72,10360232.0,0.7975605094780727,0.6642344351478299
3697,2,0,6,22,0.7,0.6515,0.65,0.1343,27,153,63,3581577.0,0.8566369271513424,0.4051236060137105
3698,2,0,6,23,0.68,0.6364,0.79,0.1045,18,90,61,729000.0,29.513995986914356,0.9576469636018978
3699,2,0,6,0,0.66,0.5909,0.89,0.1343,12,41,9,68921.0,0.7081558739235672,0.738222025394855
3700,2,0,6,1,0.66,0.6061,0.78,0,3,23,42,12167.0,11.979139227322584,0.9255361136380498
3701,2,0,6,2,0.64,0.5758,0.89,0.0896,0,7,13,343.0,0.7041425227235925,0.8438377837054513
3702,2,0,6,3,0.64,0.5758,0.89,0.0896,2,3,5,27.0,24.34527915938213,0.2921388087338362
3703,2,0,6,4,0.62,0.5758,0.83,0,0,6,84,216.0,0.5769706814181332,0.7179850839697136
3704,2,0,6,5,0.62,0.5606,0.88,0,0,21,58,9261.0,0.5017882105819239,0.9150587426155403
3705,2,0,6,6,0.64,0.5758,0.89,0.1343,13,116,2,1560896.0,0.5237528663423374,0.3916764313297708
3706,2,0,6,7,0.66,0.6212,0.74,0.1045,24,353,68,43986977.0,9.796975387185967,0.43269987238072316
3707,2,0,6,8,0.76,0.7121,0.58,0.1642,46,481,71,111284641.0,0.5125433048899948,0.2768363591462287
3708,2,0,6,9,0.76,0.7121,0.58,0.1642,34,202,74,8242408.0,67.32311401195065,0.9888211848542847
3709,2,0,6,10,0.82,0.7424,0.43,0.2239,27,90,61,729000.0,29.513995986914356,0.9576469636018978
3710,2,0,6,11,0.84,0.7576,0.41,0.194,28,134,56,2406104.0,2.09008693583188,0.5630868711673894
3711,2,0,6,12,0.88,0.8182,0.42,0.1343,15,149,54,3307949.0,2.266489527055483,0.9173696417363374
3712,2,0,6,13,0.9,0.8485,0.42,0,20,136,10,2515456.0,2.193083986739962,0.04101873599187465
3713,2,0,6,14,0.92,0.8788,0.4,0.2537,44,155,65,3723875.0,0.5473967051355444,0.7554616097652932
3714,2,0,6,15,0.92,0.8788,0.4,0.1642,28,128,29,2097152.0,2.9729510585814833,0.7815485687971482
3715,2,0,6,16,0.92,0.8788,0.4,0.2239,34,233,82,12649337.0,0.7614819393063025,0.997871832159719
3716,2,0,6,17,0.92,0.8485,0.35,0.2239,80,506,62,129554216.0,3.8340720458680737,0.706195920699195
3717,2,0,6,18,0.9,0.8182,0.37,0.2239,61,459,4,96702579.0,4.111884294479769,0.9646974018570216
3718,2,0,6,19,0.82,0.803,0.59,0.1343,61,384,10,56623104.0,2.193083986739962,0.7894091471494276
3719,2,0,6,20,0.8,0.7879,0.63,0.1343,55,280,87,21952000.0,5.612234025512922,0.37252108050340954
3720,2,0,6,21,0.8,0.803,0.66,0.1343,34,202,79,8242408.0,1.798925688187395,0.9888211848542847
3721,2,0,6,22,0.76,0.7424,0.75,0.1642,37,176,58,5451776.0,0.5017882105819239,0.812585191456167
3722,2,0,6,23,0.76,0.7424,0.75,0.194,18,116,78,1560896.0,0.6605113804923478,0.3916764313297708
3723,2,0,6,0,0.74,0.7121,0.79,0.1343,7,47,73,103823.0,3.0937909668046757,0.937988120773989
3724,2,0,6,1,0.74,0.7121,0.79,0.1045,3,16,78,4096.0,0.6605113804923478,0.803990613485849
3725,2,0,6,2,0.72,0.7121,0.84,0.1642,0,6,2,216.0,0.5237528663423374,0.7179850839697136
3726,2,0,6,3,0.72,0.7121,0.84,0.1045,0,2,86,8.0,13.064798934155936,0.14550003380861354
3727,2,0,6,4,0.72,0.697,0.79,0.0896,2,6,29,216.0,2.9729510585814833,0.7179850839697136
3728,2,0,6,5,0.7,0.6667,0.84,0,1,20,36,8000.0,121.63753475026189,0.06564512751032302
3729,2,0,6,6,0.72,0.7121,0.84,0.0896,13,118,29,1643032.0,2.9729510585814833,0.5119688239888894
3730,2,0,6,7,0.72,0.697,0.79,0.1343,31,314,72,30959144.0,0.7975605094780727,0.3179296574720671
3731,2,0,6,8,0.76,0.7273,0.7,0.1045,32,432,15,80621568.0,0.6059548980890475,0.9126418457280181
3732,2,0,6,9,0.84,0.7879,0.49,0,20,168,100,4741632.0,2.025790915867646,0.47556010155415585
3733,2,0,6,10,0.86,0.8182,0.5,0.2836,20,94,99,830584.0,1260.7704250424647,0.9524963446376412
3734,2,0,6,11,0.9,0.8485,0.42,0.2239,36,118,85,1643032.0,1.213703616753761,0.5119688239888894
3735,2,0,6,12,0.92,0.8485,0.35,0.194,40,140,31,2744000.0,1.6779583343684343,0.5152789484623209
3736,2,0,6,13,0.9,0.8182,0.37,0.0896,18,136,25,2515456.0,1.1525407907094694,0.04101873599187465
3737,2,0,6,14,0.92,0.8788,0.4,0.194,25,118,41,1643032.0,1.1885273858987428,0.5119688239888894
3738,2,0,6,15,0.94,0.8333,0.31,0.1642,18,104,80,1124864.0,163.63007223971312,0.5041327030312186
3739,2,0,6,16,0.92,0.8333,0.33,0.1343,30,200,80,8000000.0,163.63007223971312,0.9607566032670064
3740,2,0,6,17,0.9,0.8182,0.37,0.2537,54,409,38,68417929.0,0.7713855584154635,0.8218884014127295
3741,2,0,6,18,0.88,0.803,0.39,0.2836,52,466,81,101194696.0,2.7018847930632726,0.8668150116034081
3742,2,0,6,19,0.84,0.7424,0.39,0.3284,55,326,10,34645976.0,2.193083986739962,0.5286093425349887
3743,2,0,6,20,0.8,0.7273,0.43,0.194,40,254,81,16387064.0,2.7018847930632726,0.07305074905230127
3744,2,0,6,21,0.76,0.697,0.52,0,29,171,30,5000211.0,83.55352537043731,0.2919525550689854
3745,2,0,6,22,0.74,0.6818,0.58,0.1642,22,153,24,3581577.0,10.590792759495987,0.4051236060137105
3746,2,0,6,23,0.74,0.697,0.57,0.1642,15,97,60,912673.0,1.4384569591461411,0.8744126871967961
3747,2,0,6,0,0.7,0.6515,0.65,0.2239,8,69,78,328509.0,0.6605113804923478,0.48834807665143615
3748,2,0,6,1,0.7,0.6515,0.65,0.2239,5,23,99,12167.0,1260.7704250424647,0.9255361136380498
3749,2,0,6,2,0.68,0.6364,0.69,0.1642,6,13,85,2197.0,1.213703616753761,0.5176150567422252
3750,2,0,6,3,0.68,0.6364,0.69,0.1642,3,6,54,216.0,2.266489527055483,0.7179850839697136
3751,2,0,6,4,0.66,0.6061,0.78,0.1642,0,4,79,64.0,1.798925688187395,0.39185723042955
3752,2,0,6,5,0.66,0.6061,0.78,0.1642,0,28,9,21952.0,0.7081558739235672,0.1210355554669203
3753,2,0,6,6,0.66,0.6061,0.78,0.0896,10,104,4,1124864.0,4.111884294479769,0.5041327030312186
3754,2,0,6,7,0.72,0.6818,0.66,0.1045,25,267,23,19034163.0,6.50281329350808,0.6888093262353332
3755,2,0,6,8,0.74,0.6818,0.58,0.1343,29,452,20,92345408.0,0.5227541141700891,0.5618866342306239
3756,2,0,6,9,0.76,0.697,0.55,0,37,213,21,9663597.0,0.5444678790179037,0.12160457517610594
3757,2,0,6,10,0.78,0.7121,0.52,0,23,111,82,1367631.0,0.7614819393063025,0.1005135497445154
3758,2,0,6,11,0.82,0.7576,0.46,0,46,153,91,3581577.0,0.9041693413125955,0.4051236060137105
3759,2,0,6,12,0.84,0.7576,0.44,0.1343,40,207,82,8869743.0,0.7614819393063025,0.9352322891333579
3760,2,0,6,13,0.84,0.7576,0.44,0.1045,40,189,17,6751269.0,25.90505251316606,0.500868977600034
3761,2,0,6,14,0.86,0.7727,0.39,0,44,165,41,4492125.0,1.1885273858987428,0.8043259105076709
3762,2,0,6,15,0.84,0.7576,0.44,0.1045,49,212,52,9528128.0,0.503365605112174,0.48388694787438213
3763,2,0,6,16,0.82,0.7879,0.56,0.2985,46,285,87,23149125.0,5.612234025512922,0.4706918935602322
3764,2,0,6,17,0.82,0.7727,0.52,0.2239,63,517,86,138188413.0,13.064798934155936,0.9990400133803021
3765,2,0,6,18,0.8,0.7727,0.59,0.2239,96,463,19,99252847.0,0.869658074441806,0.2120464405705684
3766,2,0,6,19,0.78,0.7424,0.59,0.194,61,306,73,28652616.0,3.0937909668046757,0.9809857033572148
3767,2,0,6,20,0.76,0.7121,0.62,0.1045,53,250,38,15625000.0,0.7713855584154635,0.9960285058255218
3768,2,0,6,21,0.76,0.7273,0.66,0.1343,55,218,92,10360232.0,4.534449634384539,0.6642344351478299
3769,2,0,6,22,0.72,0.697,0.74,0.2537,40,185,68,6331625.0,9.796975387185967,0.8656719317213353
3770,2,0,6,23,0.72,0.697,0.74,0.1642,36,146,44,3112136.0,0.9826059824898337,0.4705611161343061
3771,2,0,6,0,0.7,0.6667,0.79,0.1343,28,117,66,1601613.0,1.0272753459349424,0.7032298566489479
3772,2,0,6,1,0.7,0.6667,0.79,0.0896,10,77,9,456533.0,0.7081558739235672,0.9947179590299335
3773,2,0,6,2,0.7,0.6667,0.79,0.1045,10,60,40,216000.0,0.573028742574676,0.9794868068393512
3774,2,0,6,3,0.68,0.6364,0.83,0.0896,10,28,17,21952.0,25.90505251316606,0.1210355554669203
3775,2,0,6,4,0.68,0.6364,0.79,0.0896,4,13,43,2197.0,5.944410581534946,0.5176150567422252
3776,2,0,6,5,0.68,0.6364,0.74,0.1343,4,16,70,4096.0,0.5637325966004665,0.803990613485849
3777,2,0,6,6,0.7,0.6515,0.61,0.1343,9,40,15,64000.0,0.6059548980890475,0.8650536966106134
3778,2,0,6,7,0.72,0.6667,0.58,0.194,18,68,47,314432.0,0.8900177298266997,0.834308062189105
3779,2,0,6,8,0.74,0.6818,0.58,0.194,32,143,72,2924207.0,0.7975605094780727,0.9999652891395883
3780,2,0,6,9,0.74,0.6818,0.62,0.1343,59,230,86,12167000.0,13.064798934155936,0.3528923638406887
3781,2,0,6,10,0.74,0.6818,0.58,0.1642,91,264,100,18399744.0,2.025790915867646,0.2534007149078701
3782,2,0,6,11,0.76,0.7121,0.62,0.1343,110,325,34,34328125.0,0.6539868700870936,0.19247964684776242
3783,2,0,6,12,0.8,0.7576,0.55,0.2239,112,347,83,41781923.0,0.5080359962611123,0.8842504082460624
3784,2,0,6,13,0.8,0.7576,0.55,0.194,150,387,31,57960603.0,1.6779583343684343,0.984604928897423
3785,2,0,6,14,0.82,0.7727,0.49,0.1045,148,380,55,54872000.0,4084.5228050458813,0.9726063327359953
3786,2,0,6,15,0.82,0.7727,0.49,0.1045,142,374,67,52313624.0,6.921372193247372,0.5910885288459007
3787,2,0,6,16,0.8,0.7273,0.46,0.194,169,394,82,61162984.0,0.7614819393063025,0.07626340859399584
3788,2,0,6,17,0.74,0.6818,0.58,0.1642,147,337,47,38272753.0,0.8900177298266997,0.4578220889769017
3789,2,0,6,18,0.72,0.6818,0.62,0.1343,131,286,70,23393656.0,0.5637325966004665,0.9977793144762936
3790,2,0,6,19,0.7,0.6515,0.65,0.194,97,264,67,18399744.0,6.921372193247372,0.2534007149078701
3791,2,0,6,20,0.68,0.6364,0.74,0.2537,95,275,31,20796875.0,1.6779583343684343,0.9639150446860438
3792,2,0,6,21,0.66,0.6212,0.74,0.2239,76,220,86,10648000.0,13.064798934155936,0.5038538901234509
3793,2,0,6,22,0.66,0.6061,0.78,0.2239,53,190,43,6859000.0,5.944410581534946,0.029321371195559005
3794,2,0,6,23,0.66,0.6212,0.74,0.1045,24,131,58,2248091.0,0.5017882105819239,0.2800191014899066
3795,2,0,6,0,0.66,0.6061,0.78,0.2239,19,119,55,1685159.0,4084.5228050458813,0.7490538556905485
3796,2,0,6,1,0.64,0.5758,0.83,0.1045,19,93,57,804357.0,0.696298942266857,0.7806682917959753
3797,2,0,6,2,0.64,0.5758,0.89,0.2537,9,66,53,287496.0,0.7163707881255232,0.8427051888729327
3798,2,0,6,3,0.64,0.5758,0.89,0.2836,8,28,22,21952.0,1.0089303546212294,0.1210355554669203
3799,2,0,6,4,0.62,0.5606,0.88,0.1642,8,14,88,2744.0,0.9658118980490871,0.18019324711435455
3800,2,0,6,5,0.62,0.5606,0.88,0.2239,5,10,10,1000.0,2.193083986739962,0.5623790762907029
3801,2,0,6,6,0.62,0.5606,0.88,0.1045,5,14,53,2744.0,0.7163707881255232,0.18019324711435455
3802,2,0,6,7,0.64,0.5909,0.78,0.1045,7,34,84,39304.0,0.5769706814181332,0.8935123623661174
3803,2,0,6,8,0.7,0.6667,0.74,0,28,92,87,778688.0,5.612234025512922,0.961465970943261
3804,2,0,6,9,0.72,0.6818,0.66,0,75,182,68,6028568.0,9.796975387185967,0.7976641834043365
3805,2,0,6,10,0.76,0.7121,0.58,0.0896,120,311,61,30080231.0,29.513995986914356,0.9567048572876218
3806,2,0,6,11,0.78,0.7273,0.55,0.1045,131,367,57,49430863.0,0.696298942266857,0.3812417556492874
3807,2,0,6,12,0.82,0.7576,0.46,0,176,420,61,74088000.0,29.513995986914356,0.8875360534364164
3808,2,0,6,13,0.78,0.7424,0.59,0.2836,109,373,15,51895117.0,0.6059548980890475,0.7819298308098627
3809,2,0,6,14,0.82,0.7879,0.56,0.2537,96,315,71,31255875.0,0.5125433048899948,0.9990569853129302
3810,2,0,6,15,0.8,0.7727,0.59,0.2985,142,360,59,46656000.0,0.6109713317819904,0.9877908719916553
3811,2,0,6,16,0.68,0.6364,0.83,0.2836,115,350,48,42875000.0,4.315081398019611,0.39677296785446403
3812,2,0,6,17,0.68,0.6364,0.83,0.2836,94,252,56,16003008.0,2.09008693583188,0.4681471713411999
3813,2,0,6,18,0.7,0.6667,0.74,0.1642,69,256,12,16777216.0,2.15783677484981,0.6263229832915329
3814,2,0,6,19,0.7,0.6667,0.74,0.1045,67,223,38,11089567.0,0.7713855584154635,0.8263692009335721
3815,2,0,6,20,0.66,0.6061,0.83,0.1642,62,206,79,8741816.0,1.798925688187395,0.1377914101447131
3816,2,0,6,21,0.66,0.6061,0.83,0.1045,39,140,73,2744000.0,3.0937909668046757,0.5152789484623209
3817,2,0,6,22,0.64,0.5758,0.83,0.1343,31,128,92,2097152.0,4.534449634384539,0.7815485687971482
3818,2,0,6,23,0.64,0.5909,0.78,0.194,33,107,97,1225043.0,0.7248437158702044,0.5931091548194615
3819,2,0,6,0,0.64,0.5909,0.78,0.1343,8,28,93,21952.0,19.33568064408107,0.1210355554669203
3820,2,0,6,1,0.64,0.6061,0.73,0.2239,6,16,37,4096.0,2.8053491651647224,0.803990613485849
3821,2,0,6,2,0.62,0.5909,0.73,0.2836,2,10,84,1000.0,0.5769706814181332,0.5623790762907029
3822,2,0,6,3,0.6,0.6061,0.6,0.4925,1,7,30,343.0,83.55352537043731,0.8438377837054513
3823,2,0,6,4,0.56,0.5303,0.64,0.2985,1,4,2,64.0,0.5237528663423374,0.39185723042955
3824,2,0,6,5,0.54,0.5152,0.64,0.3881,2,29,27,24389.0,0.5111492047520422,0.6849726394545778
3825,2,0,6,6,0.54,0.5152,0.64,0.4179,7,105,51,1157625.0,0.5987202322070889,0.056538888695149024
3826,2,0,6,7,0.56,0.5303,0.56,0.3582,26,328,26,35287552.0,0.5673570710394846,0.4840221636330787
3827,2,0,6,8,0.58,0.5455,0.49,0.4478,44,476,55,107850176.0,4084.5228050458813,0.7127227207941836
3828,2,0,6,9,0.62,0.6212,0.46,0.3582,35,224,18,11239424.0,4.015858573649374,0.758794581059156
3829,2,0,6,10,0.64,0.6212,0.41,0.3284,38,118,95,1643032.0,0.5940846816900167,0.5119688239888894
3830,2,0,6,11,0.66,0.6212,0.41,0.2985,53,159,64,4019679.0,0.5208262701161901,0.20274229936837715
3831,2,0,6,12,0.66,0.6212,0.41,0.2836,35,196,9,7529536.0,0.7081558739235672,0.7008073756482314
3832,2,0,6,13,0.7,0.6364,0.37,0,53,227,67,11697083.0,6.921372193247372,0.8786986324552304
3833,2,0,6,14,0.7,0.6364,0.34,0.2537,55,200,75,8000000.0,1.633404121532299,0.9607566032670064
3834,2,0,6,15,0.7,0.6364,0.37,0.4478,58,185,59,6331625.0,0.6109713317819904,0.8656719317213353
3835,2,0,6,16,0.7,0.6364,0.37,0.4179,64,326,16,34645976.0,1.4043036899381962,0.5286093425349887
3836,2,0,6,17,0.7,0.6364,0.39,0.3284,72,601,22,217081801.0,1.0089303546212294,0.4003680123777045
3837,2,0,6,18,0.7,0.6364,0.37,0.3582,76,586,35,201230056.0,1.7488102347630208,0.7662552230298972
3838,2,0,6,19,0.66,0.6212,0.39,0.2836,75,423,100,75686967.0,2.025790915867646,0.8929470288671361
3839,2,0,6,20,0.64,0.6212,0.44,0.2537,78,331,58,36264691.0,0.5017882105819239,0.49464070520762593
3840,2,0,6,21,0.64,0.6212,0.41,0.2537,40,218,26,10360232.0,0.5673570710394846,0.6642344351478299
3841,2,0,6,22,0.62,0.6212,0.46,0.2239,20,134,53,2406104.0,0.7163707881255232,0.5630868711673894
3842,2,0,6,23,0.62,0.6212,0.46,0.194,14,89,44,704969.0,0.9826059824898337,0.3154429795766605
3843,2,0,6,0,0.6,0.6212,0.49,0.194,13,31,43,29791.0,5.944410581534946,0.7497355341511844
3844,2,0,6,1,0.6,0.6212,0.49,0.2537,3,13,87,2197.0,5.612234025512922,0.5176150567422252
3845,2,0,6,2,0.6,0.6212,0.49,0.2836,2,10,79,1000.0,1.798925688187395,0.5623790762907029
3846,2,0,6,3,0.58,0.5455,0.53,0.3284,1,2,0,8.0,1.0,0.14550003380861354
3847,2,0,6,4,0.54,0.5152,0.6,0.2537,0,3,52,27.0,0.503365605112174,0.2921388087338362
3848,2,0,6,5,0.54,0.5152,0.56,0.3284,3,26,58,17576.0,0.5017882105819239,0.3521801662860055
3849,2,0,6,6,0.54,0.5152,0.56,0.2985,6,113,63,1442897.0,0.8566369271513424,0.3685774564067091
3850,2,0,6,7,0.56,0.5303,0.52,0.4179,19,365,73,48627125.0,3.0937909668046757,0.3803456257665978
3851,2,0,6,8,0.58,0.5455,0.49,0.3881,45,486,2,114791256.0,0.5237528663423374,0.4036377239211238
3852,2,0,6,9,0.62,0.6212,0.46,0.194,19,193,45,7189057.0,0.5402766739296717,0.9649202454717913
3853,2,0,6,10,0.62,0.6212,0.46,0.2239,33,130,62,2197000.0,3.8340720458680737,0.8442366556901854
3854,2,0,6,11,0.64,0.6212,0.41,0.2836,40,143,70,2924207.0,0.5637325966004665,0.9999652891395883
3855,2,0,6,12,0.64,0.6212,0.41,0.3582,30,169,13,4826809.0,0.7041425227235925,0.9972942925625753
3856,2,0,6,13,0.64,0.6212,0.44,0.2239,33,209,16,9129329.0,1.4043036899381962,0.5222959892867125
3857,2,0,6,14,0.64,0.6212,0.47,0.194,41,159,10,4019679.0,2.193083986739962,0.20274229936837715
3858,2,0,6,15,0.64,0.6212,0.47,0.1642,42,178,22,5639752.0,1.0089303546212294,0.8396242732213816
3859,2,0,6,16,0.68,0.6364,0.41,0.194,51,330,10,35937000.0,2.193083986739962,0.36874697350544866
3860,2,0,6,17,0.64,0.6212,0.5,0.2836,85,569,96,184220009.0,0.5041370124924979,0.9533907827390707
3861,2,0,6,18,0.62,0.6212,0.51,0.3284,65,538,84,155720872.0,0.5769706814181332,0.9909904139192526
3862,2,0,6,19,0.64,0.6212,0.5,0.3582,51,386,56,57512456.0,2.09008693583188,0.5264832931775724
3863,2,0,6,20,0.6,0.6212,0.56,0.1642,60,297,38,26198073.0,0.7713855584154635,0.4111267491945414
3864,2,0,6,21,0.6,0.6212,0.56,0.2985,37,243,89,14348907.0,0.5376143475480764,0.9895904994808712
3865,2,0,6,22,0.58,0.5455,0.6,0.2239,29,188,38,6644672.0,0.7713855584154635,0.7863827988725233
3866,2,0,6,23,0.56,0.5303,0.68,0.2239,19,110,31,1331000.0,1.6779583343684343,0.12997395763495997
3867,2,0,6,0,0.56,0.5303,0.64,0.3582,8,52,8,140608.0,0.5026746699330502,0.9657710534457514
3868,2,0,6,1,0.54,0.5152,0.64,0.2836,0,14,65,2744.0,0.5473967051355444,0.18019324711435455
3869,2,0,6,2,0.52,0.5,0.63,0.2239,0,9,42,729.0,11.979139227322584,0.9886955804866999
3870,2,0,6,3,0.5,0.4848,0.68,0.2537,0,1,0,1.0,1.0,0.5403023058681398
3871,2,0,6,4,0.5,0.4848,0.63,0.2836,0,4,45,64.0,0.5402766739296717,0.39185723042955
3872,2,0,6,5,0.48,0.4697,0.67,0.2836,1,21,49,9261.0,21.622861843277043,0.9150587426155403
