instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature1,feature2
1855,2,0,3,0,0.36,0.3485,0.71,0.2239,3,11,0,746
1856,2,0,3,1,0.34,0.3182,0.76,0.2239,0,7,97,693
1857,2,0,3,2,0.34,0.3182,0.76,0.2239,1,2,45,960
1858,2,0,3,3,0.34,0.3182,0.76,0.2537,0,3,46,646
1859,2,0,3,5,0.32,0.3182,0.87,0.194,0,10,63,858
1860,2,0,3,6,0.34,0.3182,0.87,0.2537,1,44,77,835
1861,2,0,3,7,0.32,0.303,0.93,0.2239,7,118,28,708
1862,2,0,3,8,0.32,0.3182,0.87,0.194,14,261,94,772
1863,2,0,3,9,0.32,0.303,0.81,0.2537,8,182,56,925
1864,2,0,3,10,0.34,0.3182,0.81,0.2836,15,75,38,853
1865,2,0,3,11,0.34,0.3333,0.87,0.194,18,71,48,714
1866,2,0,3,12,0.34,0.3182,0.87,0.2239,14,87,45,979
1867,2,0,3,13,0.34,0.3333,0.87,0.1343,14,108,39,849
1868,2,0,3,14,0.36,0.3636,0.87,0.1045,13,84,78,860
1869,2,0,3,15,0.38,0.3939,0.82,0.2239,11,85,10,845
1870,2,0,3,16,0.4,0.4091,0.76,0.2239,13,136,66,753
1871,2,0,3,17,0.4,0.4091,0.76,0.2239,28,273,11,857
1872,2,0,3,18,0.38,0.3939,0.82,0.2537,20,238,94,906
1873,2,0,3,19,0.38,0.3939,0.82,0.2537,12,159,86,847
1874,2,0,3,20,0.36,0.303,0.87,0.6418,3,75,82,814
1875,2,0,3,21,0.32,0.2879,1,0.4179,0,22,45,663
1876,2,0,3,22,0.32,0.3182,0.93,0.1642,6,44,44,645
1877,2,0,3,23,0.32,0.3333,0.9,0,2,26,20,625
1878,2,0,3,0,0.32,0.303,0.93,0.2239,0,11,23,676
1879,2,0,3,1,0.3,0.2879,1,0.2239,0,3,55,655
1880,2,0,3,2,0.3,0.2879,1,0.2537,0,6,76,747
1881,2,0,3,3,0.28,0.2727,1,0.194,1,1,5,745
1882,2,0,3,4,0.28,0.2727,1,0.194,0,1,63,548
1883,2,0,3,5,0.28,0.2727,0.93,0.2239,1,9,27,804
1884,2,0,3,6,0.28,0.2727,0.93,0.2239,0,41,47,524
1885,2,0,3,7,0.26,0.2576,1,0.2239,2,108,90,957
1886,2,0,3,8,0.26,0.2273,1,0.2985,4,124,57,980
1887,2,0,3,9,0.26,0.2576,0.93,0.2239,3,97,17,559
1888,2,0,3,10,0.26,0.2273,0.93,0.3284,10,65,42,500
1889,2,0,3,11,0.3,0.2727,0.81,0.2985,10,71,25,898
1890,2,0,3,12,0.3,0.2727,0.7,0.3284,12,94,34,899
1891,2,0,3,13,0.32,0.303,0.7,0.2239,11,101,53,619
1892,2,0,3,14,0.3,0.303,0.7,0.1343,17,83,90,610
1893,2,0,3,15,0.3,0.2879,0.7,0.2537,13,90,23,783
1894,2,0,3,16,0.3,0.2879,0.65,0.2239,6,84,97,749
1895,2,0,3,17,0.3,0.2879,0.7,0.2239,12,233,77,654
1896,2,0,3,18,0.3,0.2727,0.61,0.2985,17,214,43,867
1897,2,0,3,19,0.3,0.2727,0.56,0.3881,16,138,10,850
1898,2,0,3,20,0.28,0.2576,0.61,0.2836,8,118,69,685
1899,2,0,3,21,0.26,0.2576,0.65,0.2239,11,78,34,915
1900,2,0,3,22,0.26,0.2576,0.65,0.1642,3,62,38,624
1901,2,0,3,23,0.24,0.2273,0.65,0.194,9,33,68,726
1902,2,0,3,0,0.24,0.2273,0.6,0.194,1,18,73,685
1903,2,0,3,1,0.2,0.2121,0.69,0.1642,0,5,64,770
1904,2,0,3,2,0.2,0.197,0.69,0.2239,0,5,56,728
1905,2,0,3,3,0.2,0.2273,0.69,0.1045,0,2,42,746
1906,2,0,3,4,0.18,0.2121,0.74,0.1045,3,5,79,811
1907,2,0,3,5,0.18,0.197,0.74,0.1642,0,9,65,542
1908,2,0,3,6,0.18,0.1818,0.74,0.2239,0,32,37,590
1909,2,0,3,7,0.2,0.1818,0.59,0.3582,4,104,4,821
1910,2,0,3,8,0.22,0.2121,0.51,0.2836,9,237,65,649
1911,2,0,3,9,0.24,0.2121,0.48,0.2985,16,166,61,554
1912,2,0,3,10,0.26,0.2576,0.48,0,15,68,9,856
1913,2,0,3,11,0.3,0.2879,0.45,0.2836,17,75,30,718
1914,2,0,3,12,0.32,0.303,0.42,0.2537,37,145,79,598
1915,2,0,3,13,0.32,0.3182,0.39,0.194,34,138,66,990
1916,2,0,3,14,0.36,0.3333,0.32,0.3284,30,133,92,523
1917,2,0,3,15,0.34,0.3182,0.36,0.2537,43,122,79,940
1918,2,0,3,16,0.34,0.303,0.34,0.2985,23,150,14,568
1919,2,0,3,17,0.32,0.2879,0.36,0.3582,23,225,24,973
1920,2,0,3,18,0.3,0.2879,0.39,0.2537,8,198,71,949
1921,2,0,3,19,0.3,0.2879,0.36,0.2836,9,135,35,669
1922,2,0,3,20,0.3,0.303,0.39,0.1343,6,81,12,616
1923,2,0,3,21,0.3,0.303,0.39,0.1642,11,75,14,864
1924,2,0,3,22,0.28,0.2576,0.38,0.3284,3,43,36,788
1925,2,0,3,23,0.26,0.2424,0.38,0.2836,8,39,25,603
1926,2,0,3,0,0.26,0.2424,0.38,0.2836,3,28,30,984
1927,2,0,3,1,0.26,0.2273,0.38,0.2985,3,27,99,552
1928,2,0,3,2,0.22,0.2121,0.44,0.2239,4,25,24,554
1929,2,0,3,3,0.2,0.197,0.47,0.194,2,9,43,535
1930,2,0,3,4,0.22,0.2121,0.44,0.2239,2,6,64,541
1931,2,0,3,5,0.2,0.197,0.51,0.194,0,8,35,569
1932,2,0,3,6,0.18,0.1818,0.55,0.194,2,10,84,722
1933,2,0,3,7,0.2,0.197,0.51,0.194,18,41,6,823
1934,2,0,3,8,0.22,0.2273,0.44,0.1343,24,66,0,582
1935,2,0,3,9,0.24,0.2424,0.41,0.1343,32,100,93,988
1936,2,0,3,10,0.26,0.2576,0.41,0.1642,32,125,11,672
1937,2,0,3,11,0.28,0.2727,0.38,0.1642,75,168,79,836
1938,2,0,3,12,0.3,0.2879,0.36,0.194,98,227,86,544
1939,2,0,3,13,0.32,0.303,0.33,0.2239,94,239,17,805
1940,2,0,3,14,0.34,0.3182,0.29,0.2239,93,216,56,635
1941,2,0,3,15,0.34,0.3333,0.29,0.194,110,219,6,958
1942,2,0,3,16,0.34,0.3333,0.23,0.194,118,248,68,754
1943,2,0,3,17,0.32,0.303,0.24,0.2239,102,203,90,938
1944,2,0,3,18,0.32,0.3182,0.21,0.1642,64,153,90,609
1945,2,0,3,19,0.28,0.2727,0.45,0.2537,45,138,94,847
1946,2,0,3,20,0.28,0.2727,0.45,0.2537,18,85,94,728
1947,2,0,3,21,0.26,0.2576,0.44,0.194,15,51,3,526
1948,2,0,3,22,0.28,0.2727,0.41,0.2239,17,63,5,687
1949,2,0,3,23,0.26,0.2424,0.44,0.2836,10,41,76,702
1950,2,0,3,0,0.26,0.2576,0.41,0.1642,5,31,42,848
1951,2,0,3,1,0.24,0.2273,0.52,0.194,3,20,88,952
1952,2,0,3,2,0.22,0.2273,0.55,0.194,6,21,13,543
1953,2,0,3,3,0.2,0.197,0.69,0.2239,0,14,70,667
1954,2,0,3,4,0.18,0.197,0.74,0.1642,1,6,59,600
1955,2,0,3,6,0.16,0.1818,0.86,0.1343,0,2,32,692
1956,2,0,3,7,0.16,0.1667,0.86,0.1642,0,7,32,935
1957,2,0,3,8,0.2,0.197,0.69,0.2239,6,14,20,728
1958,2,0,3,9,0.22,0.2273,0.55,0.1343,17,54,67,558
1959,2,0,3,10,0.22,0.2121,0.55,0.2239,27,86,34,516
1960,2,0,3,11,0.24,0.2424,0.48,0.1642,23,108,52,541
1961,2,0,3,12,0.26,0.2576,0.44,0.2239,43,163,22,963
1962,2,0,3,13,0.3,0.2879,0.39,0.2239,47,147,56,999
1963,2,0,3,14,0.32,0.3182,0.36,0.1642,61,164,81,692
1964,2,0,3,15,0.32,0.303,0.36,0.2836,61,172,0,818
1965,2,0,3,16,0.34,0.3333,0.34,0,45,143,18,994
1966,2,0,3,17,0.32,0.303,0.31,0.2537,50,159,46,505
1967,2,0,3,18,0.3,0.2879,0.33,0.194,32,137,79,901
1968,2,0,3,19,0.3,0.2879,0.31,0.2239,23,103,55,925
1969,2,0,3,20,0.28,0.2727,0.36,0.1642,7,57,83,923
1970,2,0,3,21,0.26,0.2576,0.41,0.1642,7,36,48,663
1971,2,0,3,22,0.26,0.2576,0.41,0.1642,5,30,0,740
1972,2,0,3,23,0.26,0.2576,0.44,0.194,3,19,12,598
1973,2,0,3,0,0.22,0.2273,0.55,0.194,1,12,82,981
1974,2,0,3,1,0.22,0.2273,0.44,0.194,2,6,33,877
1975,2,0,3,2,0.22,0.2273,0.44,0.1642,0,5,42,562
1976,2,0,3,3,0.22,0.2273,0.44,0.1642,0,2,22,570
1977,2,0,3,5,0.18,0.1818,0.43,0.194,0,8,66,952
1978,2,0,3,6,0.18,0.1667,0.34,0.2836,0,40,28,954
1979,2,0,3,7,0.2,0.1818,0.32,0.3284,6,110,93,837
1980,2,0,3,8,0.2,0.197,0.34,0.2239,15,254,39,694
1981,2,0,3,9,0.22,0.2121,0.32,0.2239,12,121,80,904
1982,2,0,3,10,0.24,0.2273,0.3,0.194,22,69,66,728
1983,2,0,3,11,0.26,0.2424,0.3,0.2836,18,57,92,791
1984,2,0,3,12,0.26,0.2727,0.25,0,8,79,23,580
1985,2,0,3,13,0.3,0.2879,0.24,0.2239,14,83,32,660
1986,2,0,3,14,0.32,0.303,0.22,0.2239,15,80,39,704
1987,2,0,3,15,0.32,0.303,0.24,0.2836,19,72,76,638
1988,2,0,3,16,0.34,0.3182,0.23,0.2239,15,132,30,666
1989,2,0,3,17,0.34,0.303,0.23,0.2985,25,252,37,906
1990,2,0,3,18,0.32,0.303,0.21,0.2836,21,241,70,880
1991,2,0,3,19,0.3,0.303,0.22,0.1343,17,173,74,985
1992,2,0,3,20,0.32,0.3333,0.22,0.1045,5,112,50,727
1993,2,0,3,21,0.32,0.3333,0.21,0.1343,6,61,54,1000
1994,2,0,3,22,0.3,0.2879,0.22,0.2239,0,40,4,830
1995,2,0,3,23,0.28,0.2576,0.24,0.2985,1,19,66,935
1996,2,0,3,0,0.26,0.2273,0.28,0.3284,1,16,29,872
1997,2,0,3,1,0.24,0.2121,0.32,0.2985,0,4,39,985
1998,2,0,3,2,0.24,0.2121,0.32,0.2985,0,3,48,693
1999,2,0,3,3,0.24,0.2121,0.32,0.2985,2,3,37,539
2000,2,0,3,4,0.2,0.2121,0.44,0.1642,1,2,28,867
2001,2,0,3,5,0.22,0.2121,0.37,0.2537,0,8,9,780
2002,2,0,3,6,0.22,0.2121,0.41,0.2985,4,50,2,676
2003,2,0,3,7,0.22,0.197,0.41,0.3582,5,133,55,909
2004,2,0,3,8,0.24,0.2121,0.35,0.3582,19,287,5,993
2005,2,0,3,9,0.28,0.2576,0.28,0.3881,16,172,49,599
2006,2,0,3,10,0.3,0.2727,0.24,0.2985,13,59,97,989
2007,2,0,3,11,0.34,0.303,0.25,0.3881,18,81,43,676
2008,2,0,3,12,0.34,0.3333,0.25,0.1642,29,106,62,743
2009,2,0,3,13,0.34,0.303,0.25,0.2985,24,104,30,763
2010,2,0,3,14,0.36,0.3333,0.25,0.2537,20,86,25,503
2011,2,0,3,15,0.38,0.3939,0.25,0.2239,22,87,43,734
2012,2,0,3,16,0.38,0.3939,0.22,0.1642,12,136,20,795
2013,2,0,3,17,0.4,0.4091,0.2,0.1343,34,299,48,525
2014,2,0,3,18,0.36,0.3636,0.21,0.0896,42,294,69,880
2015,2,0,3,19,0.34,0.3333,0.23,0.194,20,190,77,537
2016,2,0,3,20,0.36,0.3636,0.21,0.0896,13,132,37,533
2017,2,0,3,21,0.34,0.3636,0.42,0,8,83,1,887
2018,2,0,3,22,0.34,0.3636,0.49,0,6,55,37,578
2019,2,0,3,23,0.32,0.3333,0.57,0.1045,8,35,90,942
2020,2,0,3,0,0.32,0.3485,0.57,0,3,11,5,909
2021,2,0,3,1,0.32,0.3485,0.39,0,1,10,63,980
2022,2,0,3,2,0.32,0.3485,0.57,0,0,4,39,545
2023,2,0,3,3,0.32,0.3485,0.49,0,0,4,1,660
2024,2,0,3,4,0.32,0.3485,0.57,0,1,1,55,854
2025,2,0,3,5,0.3,0.2879,0.56,0.194,0,7,7,809
2026,2,0,3,6,0.3,0.303,0.49,0.1343,4,48,69,781
2027,2,0,3,7,0.32,0.3333,0.45,0.1045,8,136,10,696
2028,2,0,3,8,0.32,0.3182,0.49,0.1642,16,263,58,934
2029,2,0,3,9,0.32,0.303,0.45,0.2239,7,154,30,685
2030,2,0,3,10,0.34,0.3182,0.46,0.2239,13,64,56,620
2031,2,0,3,11,0.34,0.3182,0.46,0.2537,26,90,78,642
2032,2,0,3,12,0.34,0.3333,0.46,0.1642,15,80,96,662
2033,2,0,3,13,0.36,0.3485,0.46,0.2239,14,98,40,832
2034,2,0,3,14,0.36,0.3333,0.46,0.2985,16,80,14,570
2035,2,0,3,15,0.28,0.2576,0.81,0.2985,14,70,70,507
2036,2,0,3,16,0.28,0.2727,0.87,0.2537,0,36,63,815
2037,2,0,3,17,0.26,0.2727,0.93,0.1045,11,116,13,695
2038,2,0,3,18,0.26,0.2576,0.93,0.2239,6,85,7,956
2039,2,0,3,19,0.26,0.2576,0.93,0.2239,5,72,79,766
2040,2,0,3,20,0.24,0.2121,0.93,0.2985,4,44,18,832
2041,2,0,3,21,0.24,0.2273,0.93,0.2537,0,27,16,798
2042,2,0,3,22,0.24,0.2273,0.93,0.2239,3,24,45,570
2043,2,0,3,23,0.24,0.2121,0.93,0.2836,1,12,0,871
2044,2,0,3,0,0.24,0.2273,0.93,0.2239,0,3,19,817
2045,2,0,3,1,0.24,0.2273,0.93,0.194,1,5,70,773
2046,2,0,3,2,0.24,0.2273,0.93,0.194,0,5,85,659
2047,2,0,3,3,0.24,0.2273,0.93,0.2239,0,1,92,590
2048,2,0,3,4,0.24,0.2273,0.93,0.2537,0,2,1,534
2049,2,0,3,5,0.24,0.2273,0.93,0.2239,0,8,12,577
2050,2,0,3,6,0.24,0.2121,0.93,0.2985,2,36,93,922
2051,2,0,3,7,0.24,0.2273,0.93,0.2537,5,92,28,687
2052,2,0,3,8,0.24,0.2273,1,0.2537,7,192,0,977
2053,2,0,3,9,0.26,0.2424,0.93,0.2537,6,132,26,536
2054,2,0,3,10,0.26,0.2424,0.93,0.2537,15,69,27,565
2055,2,0,3,11,0.28,0.2727,0.93,0.194,6,58,73,766
2056,2,0,3,12,0.28,0.2727,0.93,0.194,17,90,96,978
2057,2,0,3,13,0.3,0.303,0.87,0.1343,13,68,0,790
2058,2,0,3,14,0.3,0.303,0.87,0.1343,27,76,68,539
2059,2,0,3,15,0.3,0.2727,0.87,0.2985,4,65,56,704
2060,2,0,3,16,0.3,0.2879,0.87,0.2537,13,85,95,642
2061,2,0,3,17,0.3,0.2879,0.87,0.2537,15,168,81,729
2062,2,0,3,18,0.3,0.303,0.87,0.1343,12,177,84,789
2063,2,0,3,19,0.3,0.303,0.87,0.1343,12,130,34,761
2064,2,0,3,20,0.28,0.2576,0.93,0.2836,6,85,0,595
2065,2,0,3,21,0.28,0.2727,0.93,0.1642,7,60,16,638
2066,2,0,3,22,0.28,0.2727,0.93,0.2537,7,51,91,856
2067,2,0,3,23,0.26,0.2576,1,0.1642,4,27,66,692
2068,2,0,4,0,0.26,0.2576,1,0.1642,0,6,15,623
2069,2,0,4,1,0.26,0.2576,1,0.1642,0,4,80,820
2070,2,0,4,2,0.26,0.2576,0.93,0.194,0,7,94,731
2071,2,0,4,3,0.24,0.2273,0.93,0.2537,0,4,43,918
2072,2,0,4,4,0.24,0.2273,0.93,0.2537,0,3,7,965
2073,2,0,4,5,0.24,0.2273,0.93,0.2239,1,12,19,524
2074,2,0,4,6,0.24,0.2273,0.93,0.2239,2,28,50,720
2075,2,0,4,7,0.24,0.2424,0.93,0,4,95,58,665
2076,2,0,4,8,0.26,0.2424,0.87,0.2537,8,206,76,770
2077,2,0,4,9,0.32,0.2879,0.7,0.3582,11,173,28,571
2078,2,0,4,10,0.32,0.303,0.66,0.2836,12,75,51,881
2079,2,0,4,11,0.32,0.2879,0.61,0.3582,17,89,84,644
2080,2,0,4,12,0.34,0.303,0.53,0.3582,15,95,64,771
2081,2,0,4,13,0.36,0.3333,0.5,0.3582,18,110,87,690
2082,2,0,4,14,0.36,0.3333,0.46,0.3582,26,87,20,888
2083,2,0,4,15,0.34,0.303,0.46,0.4179,30,111,27,781
2084,2,0,4,16,0.34,0.303,0.46,0.4179,42,167,71,832
2085,2,0,4,17,0.34,0.303,0.46,0.3284,36,281,1,612
2086,2,0,4,18,0.34,0.303,0.46,0.3284,36,241,68,865
2087,2,0,4,19,0.34,0.303,0.49,0.3284,16,136,14,973
2088,2,0,4,20,0.32,0.3182,0.53,0.194,2,77,77,644
2089,2,0,4,21,0.32,0.3333,0.53,0.1343,9,93,82,805
2090,2,0,4,22,0.3,0.303,0.56,0.1642,10,74,40,710
2091,2,0,4,23,0.3,0.3182,0.61,0.0896,12,53,52,529
2092,2,0,4,0,0.3,0.3333,0.61,0,3,32,78,588
2093,2,0,4,1,0.26,0.2727,0.65,0.1343,4,32,32,872
2094,2,0,4,2,0.24,0.2424,0.75,0.1343,1,21,78,677
2095,2,0,4,3,0.24,0.2424,0.7,0.1642,1,9,89,576
2096,2,0,4,4,0.24,0.2424,0.7,0.1642,0,5,30,705
2097,2,0,4,5,0.24,0.2424,0.75,0.1642,1,5,62,906
2098,2,0,4,6,0.26,0.2727,0.7,0.1045,5,12,69,592
2099,2,0,4,7,0.26,0.2727,0.7,0.1045,2,18,24,674
2100,2,0,4,8,0.3,0.3182,0.7,0.1045,10,55,55,623
2101,2,0,4,9,0.34,0.3485,0.66,0.1045,22,87,83,719
2102,2,0,4,10,0.36,0.3485,0.57,0.1642,41,154,39,692
2103,2,0,4,11,0.4,0.4091,0.47,0.1642,72,198,49,511
2104,2,0,4,12,0.32,0.3333,0.81,0.1343,84,184,0,854
2105,2,0,4,13,0.34,0.3333,0.81,0.1343,56,137,67,509
2106,2,0,4,14,0.32,0.303,0.76,0.3284,97,190,11,601
2107,2,0,4,15,0.34,0.303,0.76,0.3881,72,136,8,780
2108,2,0,4,16,0.38,0.3939,0.62,0.3284,111,196,18,780
2109,2,0,4,17,0.38,0.3939,0.54,0.3582,89,184,95,500
2110,2,0,4,18,0.38,0.3939,0.54,0.194,69,179,87,775
2111,2,0,4,19,0.36,0.3333,0.53,0.3582,71,148,80,719
2112,2,0,4,20,0.34,0.3182,0.53,0.2836,29,85,61,520
2113,2,0,4,21,0.32,0.303,0.61,0.2537,24,77,48,528
2114,2,0,4,22,0.32,0.303,0.61,0.2985,14,55,4,630
2115,2,0,4,23,0.32,0.3182,0.61,0.1642,20,53,91,674
2116,2,0,4,0,0.3,0.2879,0.65,0.194,8,39,54,958
2117,2,0,4,1,0.3,0.3182,0.61,0.1045,8,34,14,735
2118,2,0,4,2,0.26,0.2727,0.7,0.1343,5,24,95,777
2119,2,0,4,3,0.3,0.3333,0.61,0,3,11,49,667
2120,2,0,4,4,0.28,0.303,0.7,0.0896,3,3,80,598
2121,2,0,4,5,0.28,0.2727,0.65,0.2239,1,5,67,562
2122,2,0,4,6,0.28,0.2727,0.65,0.194,10,33,60,959
2123,2,0,4,7,0.32,0.303,0.57,0.2239,13,33,90,717
2124,2,0,4,8,0.34,0.3333,0.57,0.1642,18,62,44,916
2125,2,0,4,9,0.36,0.3182,0.5,0.4925,68,142,16,624
2126,2,0,4,10,0.4,0.4091,0.43,0.4179,111,215,96,508
2127,2,0,4,11,0.42,0.4242,0.41,0.2537,139,243,46,955
2128,2,0,4,12,0.44,0.4394,0.38,0.2836,166,313,2,522
2129,2,0,4,13,0.44,0.4394,0.33,0.2985,219,367,52,735
2130,2,0,4,14,0.46,0.4545,0.31,0.1343,240,349,28,633
2131,2,0,4,15,0.46,0.4545,0.33,0,174,292,94,650
2132,2,0,4,16,0.46,0.4545,0.31,0.194,147,303,37,734
2133,2,0,4,17,0.46,0.4545,0.28,0.1343,148,274,38,534
2134,2,0,4,18,0.46,0.4545,0.31,0,71,172,71,819
2135,2,0,4,19,0.42,0.4242,0.44,0.194,51,144,7,662
2136,2,0,4,20,0.42,0.4242,0.41,0.2239,24,79,6,661
2137,2,0,4,21,0.42,0.4242,0.44,0.2239,8,45,25,672
2138,2,0,4,22,0.4,0.4091,0.43,0.1045,7,36,82,995
2139,2,0,4,23,0.4,0.4091,0.5,0.0896,9,31,92,922
2140,2,0,4,0,0.4,0.4091,0.5,0.2239,1,6,60,603
2141,2,0,4,1,0.4,0.4091,0.56,0.3582,7,11,1,642
2142,2,0,4,2,0.38,0.3939,0.66,0.2537,1,2,89,781
2143,2,0,4,3,0.38,0.3939,0.66,0.2836,1,1,66,521
2144,2,0,4,4,0.38,0.3939,0.71,0.2985,1,2,54,964
2145,2,0,4,5,0.4,0.4091,0.62,0.2537,0,7,62,980
2146,2,0,4,6,0.42,0.4242,0.58,0.2836,3,46,80,551
2147,2,0,4,7,0.44,0.4394,0.54,0.2537,7,157,27,929
2148,2,0,4,8,0.46,0.4545,0.55,0.2985,31,339,80,748
2149,2,0,4,9,0.5,0.4848,0.51,0.3881,24,158,9,784
2150,2,0,4,10,0.54,0.5152,0.45,0.3582,35,90,2,801
2151,2,0,4,11,0.6,0.6212,0.4,0.3881,58,124,71,661
2152,2,0,4,12,0.64,0.6212,0.36,0.4627,59,157,71,664
2153,2,0,4,13,0.68,0.6364,0.34,0.3284,47,139,81,807
2154,2,0,4,14,0.74,0.6515,0.27,0.4925,47,123,97,667
2155,2,0,4,15,0.76,0.6667,0.23,0.5522,47,143,26,739
2156,2,0,4,16,0.76,0.6515,0.22,0.5224,59,189,92,517
2157,2,0,4,17,0.74,0.6515,0.23,0.6119,83,366,81,851
2158,2,0,4,18,0.72,0.6364,0.23,0.4925,78,386,38,605
2159,2,0,4,19,0.7,0.6364,0.24,0.4627,51,278,18,879
2160,2,0,4,20,0.7,0.6364,0.24,0.5522,40,173,86,642
2161,2,0,4,21,0.7,0.6364,0.3,0.4478,19,95,12,819
2162,2,0,4,22,0.68,0.6364,0.36,0.4627,17,75,34,948
2163,2,0,4,23,0.64,0.6212,0.47,0.2239,18,48,23,842
2164,2,0,4,0,0.62,0.6212,0.5,0.1045,10,22,6,761
2165,2,0,4,1,0.62,0.6212,0.57,0.4179,10,15,39,576
2166,2,0,4,2,0.54,0.5152,0.73,0.3284,0,5,2,534
2167,2,0,4,3,0.54,0.5152,0.73,0.3284,1,4,48,854
2168,2,0,4,4,0.5,0.4848,0.88,0.4925,0,2,32,506
2169,2,0,4,5,0.46,0.4545,0.94,0.2985,0,5,54,876
2170,2,0,4,6,0.48,0.4697,0.88,0.3284,2,38,5,998
2171,2,0,4,7,0.48,0.4697,0.88,0.3284,10,134,80,909
2172,2,0,4,8,0.38,0.3939,0.87,0.5821,9,157,11,950
2173,2,0,4,9,0.36,0.3182,0.87,0.4925,2,46,82,829
2174,2,0,4,10,0.34,0.303,0.81,0.3881,3,28,14,913
2175,2,0,4,11,0.32,0.2879,0.81,0.4478,1,19,36,966
2176,2,0,4,12,0.34,0.303,0.71,0.3881,6,38,25,978
2177,2,0,4,13,0.36,0.3333,0.63,0.4179,5,56,63,873
2178,2,0,4,14,0.36,0.3182,0.57,0.4925,9,76,62,609
2179,2,0,4,15,0.4,0.4091,0.46,0.4627,6,68,50,552
2180,2,0,4,16,0.38,0.3939,0.46,0.4179,17,130,9,903
2181,2,0,4,17,0.42,0.4242,0.38,0.4179,27,273,37,966
2182,2,0,4,18,0.38,0.3939,0.4,0.4925,19,267,1,857
2183,2,0,4,19,0.36,0.3333,0.43,0.2985,12,160,58,866
2184,2,0,4,20,0.34,0.3182,0.46,0.2836,4,91,98,785
2185,2,0,4,21,0.34,0.2879,0.46,0.5224,8,89,71,589
2186,2,0,4,22,0.32,0.303,0.49,0.2985,3,46,17,975
2187,2,0,4,23,0.3,0.2879,0.49,0.2836,3,26,90,824
2188,2,0,4,0,0.3,0.3182,0.49,0.1045,0,15,68,899
2189,2,0,4,1,0.26,0.2727,0.6,0.1343,0,2,29,879
2190,2,0,4,2,0.24,0.2424,0.7,0.1343,0,5,73,860
2191,2,0,4,3,0.26,0.2727,0.6,0.1343,0,4,32,508
2192,2,0,4,4,0.24,0.2424,0.65,0.1343,0,1,94,622
2193,2,0,4,5,0.24,0.2576,0.7,0.1045,1,13,58,849
2194,2,0,4,6,0.24,0.2576,0.7,0.1045,4,56,22,698
2195,2,0,4,7,0.26,0.2727,0.65,0.1045,3,133,72,839
2196,2,0,4,8,0.32,0.303,0.61,0.2239,17,325,47,749
2197,2,0,4,9,0.36,0.3333,0.46,0.2537,8,165,38,736
2198,2,0,4,10,0.4,0.4091,0.37,0.3881,21,69,44,817
2199,2,0,4,11,0.42,0.4242,0.38,0.3881,23,93,83,525
2200,2,0,4,12,0.44,0.4394,0.41,0.2537,22,134,8,760
2201,2,0,4,13,0.46,0.4545,0.38,0.4925,29,112,17,515
2202,2,0,4,14,0.5,0.4848,0.34,0.4179,35,115,30,608
2203,2,0,4,15,0.52,0.5,0.32,0.3284,34,117,35,612
2204,2,0,4,16,0.54,0.5152,0.28,0.4179,27,169,15,991
2205,2,0,4,17,0.52,0.5,0.32,0.4478,53,356,98,881
2206,2,0,4,18,0.52,0.5,0.29,0.3582,43,325,23,614
2207,2,0,4,19,0.5,0.4848,0.31,0.2985,36,232,64,671
2208,2,0,4,20,0.46,0.4545,0.51,0.2239,15,141,12,723
2209,2,0,4,21,0.46,0.4545,0.41,0.2836,18,102,84,503
2210,2,0,4,22,0.46,0.4545,0.41,0.2836,13,84,28,748
2211,2,0,4,23,0.46,0.4545,0.41,0.2985,11,40,38,619
2212,2,0,4,0,0.46,0.4545,0.41,0.2836,5,20,82,589
2213,2,0,4,1,0.42,0.4242,0.47,0.1343,2,13,61,689
2214,2,0,4,2,0.42,0.4242,0.54,0,0,7,85,817
2215,2,0,4,3,0.36,0.3485,0.66,0.194,0,3,43,638
2216,2,0,4,4,0.34,0.3333,0.76,0.194,0,1,75,829
2217,2,0,4,5,0.34,0.3182,0.76,0.2239,0,6,43,538
2218,2,0,4,6,0.32,0.303,0.81,0.2537,5,64,74,802
2219,2,0,4,7,0.34,0.3333,0.76,0.1642,8,160,93,744
2220,2,0,4,8,0.36,0.3485,0.76,0.194,23,314,0,788
2221,2,0,4,9,0.4,0.4091,0.66,0.1343,15,170,39,521
2222,2,0,4,10,0.42,0.4242,0.67,0.1045,29,95,18,695
2223,2,0,4,11,0.46,0.4545,0.55,0,36,122,62,976
2224,2,0,4,12,0.46,0.4545,0.55,0,39,153,54,624
2225,2,0,4,13,0.52,0.5,0.48,0.0896,36,135,19,583
2226,2,0,4,14,0.56,0.5303,0.43,0.0896,46,157,50,900
2227,2,0,4,15,0.6,0.6212,0.38,0.1045,27,160,76,978
2228,2,0,4,16,0.6,0.6212,0.35,0,52,213,85,617
2229,2,0,4,17,0.52,0.5,0.52,0.2836,63,343,90,900
2230,2,0,4,18,0.48,0.4697,0.55,0.2537,68,333,55,947
2231,2,0,4,19,0.46,0.4545,0.59,0.2985,34,226,36,994
2232,2,0,4,20,0.44,0.4394,0.62,0.1642,37,203,11,592
2233,2,0,4,21,0.44,0.4394,0.67,0.2836,19,108,48,890
2234,2,0,4,22,0.4,0.4091,0.76,0.194,18,81,99,932
2235,2,0,4,23,0.38,0.3939,0.76,0.2537,9,54,27,777
2236,2,0,4,0,0.36,0.3485,0.76,0.2239,4,25,12,784
