instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature1
3072,2,0,5,21,0.56,0.5303,0.83,0.1343,31,223,97
3073,2,0,5,22,0.54,0.5152,0.83,0.194,25,172,45
3074,2,0,5,23,0.54,0.5152,0.77,0.194,16,103,91
3075,2,0,5,0,0.52,0.5,0.83,0.1642,6,52,32
3076,2,0,5,1,0.52,0.5,0.83,0.1642,5,20,9
3077,2,0,5,2,0.5,0.4848,0.88,0.1343,3,11,47
3078,2,0,5,3,0.5,0.4848,0.88,0.1343,2,4,1
3079,2,0,5,4,0.5,0.4848,0.88,0.1642,2,5,85
3080,2,0,5,5,0.5,0.4848,0.88,0.194,1,25,84
3081,2,0,5,6,0.5,0.4848,0.88,0.1343,6,82,67
3082,2,0,5,7,0.5,0.4848,0.88,0.1642,16,157,49
3083,2,0,5,8,0.5,0.4848,0.88,0.194,26,387,33
3084,2,0,5,9,0.5,0.4848,0.88,0.194,18,233,54
3085,2,0,5,10,0.52,0.5,0.83,0.1343,31,130,46
3086,2,0,5,11,0.52,0.5,0.83,0.1642,56,146,3
3087,2,0,5,12,0.52,0.5,0.88,0.194,53,223,34
3088,2,0,5,13,0.52,0.5,0.88,0.3881,69,226,56
3089,2,0,5,14,0.52,0.5,0.87,0.2836,70,190,36
3090,2,0,5,15,0.52,0.5,0.88,0.1642,56,198,29
3091,2,0,5,16,0.52,0.5,0.88,0.1343,44,300,17
3092,2,0,5,17,0.52,0.5,0.88,0.1642,62,491,48
3093,2,0,5,18,0.52,0.5,0.88,0.1642,39,398,93
3094,2,0,5,19,0.52,0.5,0.83,0.194,25,270,46
3095,2,0,5,20,0.52,0.5,0.83,0.1343,22,152,50
3096,2,0,5,21,0.52,0.5,0.84,0.1642,24,154,69
3097,2,0,5,22,0.52,0.5,0.83,0.2239,25,132,34
3098,2,0,5,23,0.5,0.4848,0.88,0.1642,31,119,89
3099,2,0,5,0,0.5,0.4848,0.88,0.1343,24,102,98
3100,2,0,5,1,0.5,0.4848,0.88,0.1343,18,82,1
3101,2,0,5,2,0.5,0.4848,0.88,0.1343,15,52,20
3102,2,0,5,3,0.5,0.4848,0.88,0.1343,5,35,68
3103,2,0,5,4,0.5,0.4848,0.82,0.1642,1,5,46
3104,2,0,5,5,0.5,0.4848,0.82,0.1045,7,14,27
3105,2,0,5,6,0.5,0.4848,0.88,0.1045,2,11,28
3106,2,0,5,7,0.48,0.4697,1,0,4,32,62
3107,2,0,5,8,0.5,0.4848,0.94,0,16,88,82
3108,2,0,5,9,0.52,0.5,0.94,0.0896,14,100,49
3109,2,0,5,10,0.52,0.5,0.94,0.1642,34,167,89
3110,2,0,5,11,0.52,0.5,0.94,0.1343,72,279,18
3111,2,0,5,12,0.52,0.5,1,0.0896,75,279,17
3112,2,0,5,13,0.52,0.5,1,0.0896,68,248,29
3113,2,0,5,14,0.54,0.5152,0.94,0.1343,57,216,92
3114,2,0,5,15,0.54,0.5152,0.94,0.1642,73,294,94
3115,2,0,5,16,0.54,0.5152,0.94,0.194,107,295,89
3116,2,0,5,17,0.56,0.5303,0.88,0.194,78,272,97
3117,2,0,5,18,0.56,0.5303,0.88,0.2239,88,304,87
3118,2,0,5,19,0.54,0.5152,0.94,0.1343,69,248,5
3119,2,0,5,20,0.54,0.5152,0.94,0.1343,42,157,51
3120,2,0,5,21,0.54,0.5152,0.94,0.2239,15,59,33
3121,2,0,5,22,0.54,0.5152,0.94,0.1642,7,26,84
3122,2,0,5,23,0.52,0.5,1,0.194,11,44,36
3123,2,0,5,0,0.52,0.5,1,0,5,39,32
3124,2,0,5,1,0.52,0.5,1,0.1045,4,47,10
3125,2,0,5,2,0.52,0.5,1,0.1343,13,50,75
3126,2,0,5,3,0.52,0.5,1,0,11,32,89
3127,2,0,5,4,0.52,0.5,1,0,5,13,1
3128,2,0,5,5,0.52,0.5,1,0.1045,3,14,68
3129,2,0,5,6,0.52,0.5,1,0.1343,3,17,50
3130,2,0,5,7,0.52,0.5,1,0.1343,4,42,42
3131,2,0,5,8,0.54,0.5152,0.94,0.1343,24,70,11
3132,2,0,5,9,0.58,0.5455,0.83,0.2537,36,134,52
3133,2,0,5,10,0.58,0.5455,0.83,0.2239,73,226,80
3134,2,0,5,11,0.6,0.5758,0.78,0.2239,120,322,63
3135,2,0,5,12,0.62,0.5909,0.73,0.2985,120,367,59
3136,2,0,5,13,0.62,0.5909,0.73,0.2836,195,456,8
3137,2,0,5,14,0.64,0.6061,0.73,0.194,183,437,58
3138,2,0,5,15,0.66,0.6212,0.69,0.2537,206,459,56
3139,2,0,5,16,0.64,0.6061,0.69,0.2537,158,440,66
3140,2,0,5,17,0.56,0.5303,0.78,0.3582,137,392,39
3141,2,0,5,18,0.56,0.5303,0.78,0.2537,60,237,59
3142,2,0,5,19,0.56,0.5303,0.83,0.1045,78,231,15
3143,2,0,5,20,0.54,0.5152,0.88,0,53,191,31
3144,2,0,5,21,0.54,0.5152,0.88,0,44,151,31
3145,2,0,5,22,0.56,0.5303,0.83,0,29,117,52
3146,2,0,5,23,0.54,0.5152,0.88,0.2239,18,69,18
3147,2,0,5,0,0.52,0.5,0.94,0.1045,17,38,1
3148,2,0,5,1,0.52,0.5,0.94,0.1343,6,14,14
3149,2,0,5,2,0.5,0.4848,1,0.0896,4,13,70
3150,2,0,5,3,0.5,0.4848,0.94,0.1642,1,4,85
3151,2,0,5,4,0.5,0.4848,1,0.1343,1,6,62
3152,2,0,5,5,0.5,0.4848,0.93,0.194,1,21,21
3153,2,0,5,6,0.52,0.5,0.88,0.1642,11,104,97
3154,2,0,5,7,0.52,0.5,0.83,0.2836,27,272,66
3155,2,0,5,8,0.56,0.5303,0.73,0.2985,28,394,28
3156,2,0,5,9,0.6,0.5909,0.69,0.194,38,194,19
3157,2,0,5,10,0.62,0.6061,0.65,0.0896,37,112,25
3158,2,0,5,11,0.64,0.6212,0.57,0,56,185,68
3159,2,0,5,12,0.66,0.6212,0.54,0.0896,72,209,1
3160,2,0,5,13,0.68,0.6364,0.51,0,61,214,31
3161,2,0,5,14,0.68,0.6364,0.51,0,76,193,78
3162,2,0,5,15,0.72,0.6667,0.51,0,55,165,53
3163,2,0,5,16,0.6,0.5758,0.78,0.2537,45,226,15
3164,2,0,5,17,0.58,0.5455,0.88,0.2239,47,274,13
3165,2,0,5,18,0.58,0.5455,0.83,0.194,55,453,11
3166,2,0,5,19,0.58,0.5455,0.83,0.2537,36,308,46
3167,2,0,5,20,0.58,0.5455,0.83,0,31,198,96
3168,2,0,5,21,0.58,0.5455,0.83,0,28,177,32
3169,2,0,5,22,0.56,0.5303,0.88,0.0896,22,127,90
3170,2,0,5,23,0.56,0.5303,0.88,0.0896,18,57,19
3171,2,0,5,0,0.56,0.5303,0.88,0,13,31,0
3172,2,0,5,1,0.56,0.5303,0.88,0,7,13,87
3173,2,0,5,2,0.56,0.5303,0.88,0,4,8,49
3174,2,0,5,3,0.54,0.5152,0.94,0.2537,1,4,26
3175,2,0,5,4,0.54,0.5152,0.94,0.2537,2,4,14
3176,2,0,5,5,0.52,0.5,0.94,0.2537,0,22,56
3177,2,0,5,6,0.52,0.5,0.94,0.2537,0,49,35
3178,2,0,5,7,0.52,0.5,0.94,0.2537,13,151,27
3179,2,0,5,8,0.52,0.5,0.94,0.2985,22,347,69
3180,2,0,5,9,0.54,0.5152,0.88,0.2537,17,207,40
3181,2,0,5,10,0.54,0.5152,0.88,0.2537,31,104,65
3182,2,0,5,11,0.56,0.5303,0.83,0.4179,26,130,26
3183,2,0,5,12,0.56,0.5303,0.83,0.4179,38,153,78
3184,2,0,5,13,0.56,0.5303,0.88,0.3284,31,172,95
3185,2,0,5,14,0.62,0.5909,0.73,0.4627,61,184,39
3186,2,0,5,15,0.62,0.6061,0.69,0.4478,79,210,53
3187,2,0,5,16,0.62,0.6061,0.61,0.3284,73,290,7
3188,2,0,5,17,0.62,0.6061,0.65,0.4179,83,604,94
3189,2,0,5,18,0.6,0.5909,0.69,0.2985,54,480,28
3190,2,0,5,19,0.6,0.5909,0.69,0.2537,51,349,36
3191,2,0,5,20,0.58,0.5455,0.83,0.4179,30,283,94
3192,2,0,5,21,0.54,0.5152,0.88,0.2537,23,174,89
3193,2,0,5,22,0.54,0.5152,0.88,0.2836,12,98,55
3194,2,0,5,23,0.54,0.5152,0.88,0.2537,7,56,21
3195,2,0,5,0,0.54,0.5152,0.88,0.2239,8,23,40
3196,2,0,5,1,0.54,0.5152,0.88,0.2537,3,12,33
3197,2,0,5,2,0.52,0.5,0.94,0.2239,1,6,40
3198,2,0,5,3,0.52,0.5,0.94,0.2985,6,9,98
3199,2,0,5,4,0.52,0.5,0.94,0.2985,1,3,79
3200,2,0,5,5,0.52,0.5,1,0.2239,0,9,79
3201,2,0,5,6,0.52,0.5,1,0.1343,2,101,48
3202,2,0,5,7,0.54,0.5152,0.88,0.194,14,274,75
3203,2,0,5,8,0.56,0.5303,0.88,0.2836,25,453,12
3204,2,0,5,9,0.56,0.5303,0.83,0.2537,26,202,82
3205,2,0,5,10,0.54,0.5152,0.88,0.2836,33,106,37
3206,2,0,5,11,0.54,0.5152,0.94,0.0896,6,23,70
3207,2,0,5,12,0.56,0.5303,0.94,0.2985,12,54,17
3208,2,0,5,13,0.56,0.5303,0.83,0.3284,30,122,48
3209,2,0,5,14,0.58,0.5455,0.78,0.2836,44,138,64
3210,2,0,5,15,0.6,0.5758,0.78,0.2537,34,167,55
3211,2,0,5,16,0.6,0.5909,0.73,0.194,53,294,59
3212,2,0,5,17,0.6,0.5909,0.69,0.1343,78,565,83
3213,2,0,5,18,0.6,0.5909,0.73,0.2239,58,489,8
3214,2,0,5,19,0.56,0.5303,0.88,0.1343,43,331,22
3215,2,0,5,20,0.56,0.5303,0.88,0.1343,24,213,100
3216,2,0,5,21,0.52,0.5,0.88,0,11,85,39
3217,2,0,5,22,0.52,0.5,0.83,0,14,117,2
3218,2,0,5,23,0.52,0.5,0.94,0.0896,10,59,59
3219,2,0,5,0,0.52,0.5,0.94,0.1045,6,29,35
3220,2,0,5,1,0.5,0.4848,0.94,0,2,6,8
3221,2,0,5,2,0.5,0.4848,0.94,0,3,15,80
3222,2,0,5,3,0.48,0.4697,1,0,1,4,38
3223,2,0,5,4,0.48,0.4697,0.94,0,2,5,24
3224,2,0,5,5,0.48,0.4697,0.94,0,2,26,22
3225,2,0,5,6,0.5,0.4848,0.94,0,17,103,86
3226,2,0,5,7,0.5,0.4848,1,0,18,257,87
3227,2,0,5,8,0.52,0.5,0.88,0,34,487,2
3228,2,0,5,9,0.54,0.5152,0.88,0.0896,40,216,50
3229,2,0,5,10,0.54,0.5152,0.83,0,35,130,77
3230,2,0,5,11,0.54,0.5152,0.88,0.1642,53,164,50
3231,2,0,5,12,0.58,0.5455,0.78,0.1045,38,168,58
3232,2,0,5,13,0.58,0.5455,0.64,0.2537,44,183,66
3233,2,0,5,14,0.54,0.5152,0.73,0.194,43,180,56
3234,2,0,5,15,0.56,0.5303,0.78,0.1642,63,188,56
3235,2,0,5,16,0.58,0.5455,0.64,0.194,55,302,3
3236,2,0,5,17,0.56,0.5303,0.78,0.1642,60,547,99
3237,2,0,5,18,0.6,0.6212,0.55,0.1642,59,513,40
3238,2,0,5,19,0.58,0.5455,0.6,0.1343,65,410,82
3239,2,0,5,20,0.54,0.5152,0.77,0.2836,46,282,6
3240,2,0,5,21,0.54,0.5152,0.77,0.2836,29,209,81
3241,2,0,5,22,0.5,0.4848,0.82,0.2985,11,79,15
3242,2,0,5,23,0.48,0.4697,0.94,0,9,72,30
3243,2,0,5,0,0.46,0.4545,0.94,0.0896,15,48,50
3244,2,0,5,1,0.46,0.4545,1,0,8,25,82
3245,2,0,5,2,0.44,0.4394,1,0.0896,4,8,71
3246,2,0,5,3,0.44,0.4394,1,0,1,5,57
3247,2,0,5,4,0.44,0.4394,0.94,0.0896,1,5,90
3248,2,0,5,5,0.44,0.4394,0.94,0.1045,0,28,2
3249,2,0,5,6,0.46,0.4545,0.88,0.1045,15,117,10
3250,2,0,5,7,0.5,0.4848,0.77,0.1642,30,319,18
3251,2,0,5,8,0.54,0.5152,0.68,0,41,517,82
3252,2,0,5,9,0.54,0.5152,0.68,0.2239,35,234,6
3253,2,0,5,10,0.56,0.5303,0.64,0.194,44,148,8
3254,2,0,5,11,0.58,0.5455,0.6,0.194,63,196,95
3255,2,0,5,12,0.6,0.6212,0.56,0.2537,69,255,100
3256,2,0,5,13,0.6,0.6212,0.56,0.2836,60,232,94
3257,2,0,5,14,0.62,0.6212,0.53,0.2239,66,197,92
3258,2,0,5,15,0.6,0.6212,0.56,0.194,74,242,36
3259,2,0,5,16,0.6,0.6212,0.53,0.1642,61,330,46
3260,2,0,5,17,0.62,0.6212,0.53,0,71,554,75
3261,2,0,5,18,0.6,0.6212,0.56,0.1642,79,473,86
3262,2,0,5,19,0.58,0.5455,0.64,0.0896,49,302,14
3263,2,0,5,20,0.58,0.5455,0.64,0.1045,40,220,68
3264,2,0,5,21,0.56,0.5303,0.64,0.1045,40,195,37
3265,2,0,5,22,0.54,0.5152,0.73,0,28,152,0
3266,2,0,5,23,0.52,0.5,0.72,0.1642,15,115,60
3267,2,0,5,0,0.52,0.5,0.77,0.1045,20,98,70
3268,2,0,5,1,0.52,0.5,0.72,0,8,72,98
3269,2,0,5,2,0.52,0.5,0.72,0.1045,5,40,95
3270,2,0,5,3,0.48,0.4697,0.82,0.1045,7,19,24
3271,2,0,5,4,0.46,0.4545,0.88,0.1343,1,7,82
3272,2,0,5,5,0.46,0.4545,0.88,0.1045,1,5,8
3273,2,0,5,6,0.5,0.4848,0.82,0.1343,6,28,58
3274,2,0,5,7,0.54,0.5152,0.73,0.1343,10,43,57
3275,2,0,5,8,0.56,0.5303,0.68,0.2836,29,126,24
3276,2,0,5,9,0.6,0.6061,0.64,0.2239,60,225,32
3277,2,0,5,10,0.62,0.6061,0.61,0.1045,122,323,43
3278,2,0,5,11,0.64,0.6212,0.53,0.1343,173,418,75
3279,2,0,5,12,0.66,0.6212,0.5,0,222,493,66
3280,2,0,5,13,0.7,0.6364,0.45,0,191,462,73
3281,2,0,5,14,0.72,0.6515,0.42,0,187,456,68
3282,2,0,5,15,0.72,0.6515,0.45,0.2537,232,506,19
3283,2,0,5,16,0.72,0.6515,0.39,0.2537,204,471,56
3284,2,0,5,17,0.72,0.6515,0.42,0.1642,191,444,98
3285,2,0,5,18,0.7,0.6364,0.45,0.1642,191,444,10
3286,2,0,5,19,0.68,0.6364,0.47,0.1642,117,301,17
3287,2,0,5,20,0.62,0.6061,0.61,0,84,248,34
3288,2,0,5,21,0.62,0.6061,0.61,0.1045,77,227,10
3289,2,0,5,22,0.6,0.5909,0.69,0.1343,78,204,32
3290,2,0,5,23,0.58,0.5455,0.78,0.0896,42,145,62
3291,2,0,5,0,0.54,0.5152,0.88,0.1642,31,131,97
3292,2,0,5,1,0.52,0.5,0.94,0.1343,17,98,99
3293,2,0,5,2,0.52,0.5,0.94,0.1045,18,68,95
3294,2,0,5,3,0.5,0.4848,1,0.1045,10,33,99
3295,2,0,5,4,0.5,0.4848,1,0,3,12,26
3296,2,0,5,5,0.5,0.4848,1,0.1045,1,6,77
3297,2,0,5,6,0.52,0.5,0.94,0.1045,5,18,90
3298,2,0,5,7,0.54,0.5152,0.88,0.1045,13,40,60
3299,2,0,5,8,0.6,0.5909,0.73,0.0896,29,94,27
3300,2,0,5,9,0.62,0.6061,0.69,0.1045,59,189,8
3301,2,0,5,10,0.64,0.6061,0.65,0.1343,135,305,59
3302,2,0,5,11,0.7,0.6515,0.54,0.194,164,373,30
3303,2,0,5,12,0.72,0.6667,0.51,0.194,146,401,33
3304,2,0,5,13,0.66,0.6212,0.54,0.2239,180,455,28
3305,2,0,5,14,0.62,0.6061,0.69,0.194,125,316,67
3306,2,0,5,15,0.66,0.6212,0.61,0.1642,110,331,88
3307,2,0,5,16,0.68,0.6364,0.61,0.1343,72,273,24
3308,2,0,5,17,0.7,0.6515,0.58,0.2537,93,306,1
3309,2,0,5,18,0.66,0.6212,0.61,0.2239,120,358,42
3310,2,0,5,19,0.66,0.6212,0.61,0.194,107,300,69
3311,2,0,5,20,0.64,0.6061,0.65,0.1642,57,231,18
3312,2,0,5,21,0.62,0.5909,0.73,0.194,27,136,83
3313,2,0,5,22,0.6,0.5606,0.83,0.1343,35,121,70
3314,2,0,5,23,0.58,0.5455,0.83,0.1343,19,65,36
3315,2,0,5,0,0.56,0.5303,0.88,0.1343,23,41,49
3316,2,0,5,1,0.56,0.5303,0.88,0.1045,4,9,82
3317,2,0,5,2,0.56,0.5303,0.88,0.1642,2,5,93
3318,2,0,5,3,0.54,0.5152,0.94,0.1642,0,4,76
3319,2,0,5,4,0.54,0.5152,0.94,0,2,4,53
3320,2,0,5,5,0.54,0.5152,0.94,0,0,11,24
3321,2,0,5,6,0.54,0.5152,1,0,4,96,76
3322,2,0,5,7,0.56,0.5303,0.94,0.1045,13,236,32
3323,2,0,5,8,0.6,0.5455,0.88,0.194,50,409,15
3324,2,0,5,9,0.6,0.5455,0.88,0.2239,36,167,23
3325,2,0,5,10,0.66,0.6212,0.74,0.2985,49,121,78
3326,2,0,5,11,0.68,0.6364,0.69,0.3881,73,180,17
3327,2,0,5,12,0.68,0.6364,0.69,0.3881,65,204,96
3328,2,0,5,13,0.74,0.6818,0.58,0.4179,49,204,1
3329,2,0,5,14,0.72,0.6818,0.62,0.5224,57,187,73
3330,2,0,5,15,0.72,0.6818,0.62,0.4478,57,176,28
3331,2,0,5,16,0.72,0.6818,0.62,0.2985,56,279,84
3332,2,0,5,17,0.72,0.6818,0.7,0.3881,56,429,69
3333,2,0,5,18,0.7,0.6667,0.74,0.2836,68,453,40
3334,2,0,5,19,0.7,0.6667,0.74,0.2239,56,358,48
3335,2,0,5,20,0.64,0.5758,0.83,0.2239,39,310,71
3336,2,0,5,21,0.64,0.5758,0.89,0.2239,33,188,96
3337,2,0,5,22,0.62,0.5455,0.94,0.2239,25,131,65
3338,2,0,5,23,0.62,0.5606,0.88,0.194,19,72,26
3339,2,0,5,0,0.6,0.5152,0.94,0.194,12,35,90
3340,2,0,5,1,0.6,0.5152,0.94,0.1642,6,15,27
3341,2,0,5,2,0.6,0.5152,0.94,0.194,2,10,32
3342,2,0,5,3,0.58,0.5455,0.94,0.1045,0,2,81
3343,2,0,5,4,0.6,0.5455,0.88,0.1045,1,4,92
3344,2,0,5,5,0.58,0.5455,0.94,0.2537,2,24,65
3345,2,0,5,6,0.58,0.5455,0.94,0.194,10,112,97
3346,2,0,5,7,0.64,0.5909,0.78,0.194,26,314,47
3347,2,0,5,8,0.62,0.5758,0.83,0.2239,31,434,45
3348,2,0,5,9,0.64,0.6061,0.73,0.194,27,138,50
3349,2,0,5,10,0.7,0.6515,0.61,0.3284,18,108,99
3350,2,0,5,11,0.74,0.6667,0.51,0.2239,33,175,70
3351,2,0,5,12,0.76,0.6818,0.45,0.3881,41,170,52
3352,2,0,5,13,0.78,0.697,0.46,0.2537,38,190,13
3353,2,0,5,14,0.78,0.697,0.46,0.2836,27,153,87
3354,2,0,5,15,0.74,0.6818,0.55,0.4179,59,188,5
3355,2,0,5,16,0.66,0.6212,0.69,0.194,52,277,98
3356,2,0,5,17,0.7,0.6515,0.61,0.1045,56,548,21
3357,2,0,5,18,0.7,0.6515,0.7,0.194,74,564,13
3358,2,0,5,19,0.66,0.6212,0.74,0.194,45,355,30
3359,2,0,5,20,0.66,0.6212,0.74,0.0896,39,280,23
3360,2,0,5,21,0.64,0.5909,0.78,0.0896,21,189,30
3361,2,0,5,22,0.62,0.5606,0.88,0.2239,26,141,30
3362,2,0,5,23,0.66,0.6212,0.74,0.1642,13,66,92
3363,2,0,5,0,0.6,0.5606,0.83,0.2239,3,35,67
3364,2,0,5,1,0.58,0.5455,0.83,0.194,6,8,14
3365,2,0,5,2,0.56,0.5303,0.94,0,0,8,32
3366,2,0,5,3,0.54,0.5152,1,0.1343,0,9,54
3367,2,0,5,4,0.54,0.5152,1,0.1045,0,3,70
3368,2,0,5,5,0.56,0.5303,0.88,0.0896,2,25,30
3369,2,0,5,6,0.56,0.5303,0.94,0.0896,4,117,98
3370,2,0,5,7,0.62,0.5909,0.73,0.1343,29,313,37
3371,2,0,5,8,0.64,0.6061,0.69,0.2239,36,531,31
3372,2,0,5,9,0.68,0.6364,0.65,0.0896,27,234,91
3373,2,0,5,10,0.7,0.6515,0.61,0.0896,30,135,83
3374,2,0,5,11,0.74,0.6667,0.51,0.0896,36,140,36
3375,2,0,5,12,0.74,0.6818,0.55,0.1343,32,210,86
3376,2,0,5,13,0.74,0.6818,0.55,0.1343,39,202,34
3377,2,0,5,14,0.74,0.6818,0.55,0.1642,47,168,74
3378,2,0,5,15,0.76,0.697,0.52,0.2537,37,182,88
3379,2,0,5,16,0.74,0.6667,0.51,0.2836,61,299,9
3380,2,0,5,17,0.74,0.6667,0.51,0.2239,77,601,51
3381,2,0,5,18,0.72,0.6667,0.58,0.2239,66,517,56
3382,2,0,5,19,0.7,0.6515,0.61,0.1343,73,405,26
3383,2,0,5,20,0.7,0.6515,0.61,0.1642,56,340,69
3384,2,0,5,21,0.66,0.6212,0.69,0.1343,33,236,10
3385,2,0,5,22,0.66,0.6212,0.69,0.2537,34,174,23
3386,2,0,5,23,0.64,0.6061,0.73,0.1343,12,86,22
3387,2,0,5,0,0.64,0.6061,0.73,0.1343,11,45,70
3388,2,0,5,1,0.64,0.6061,0.73,0.1343,3,16,23
3389,2,0,5,2,0.62,0.5758,0.83,0.1045,7,14,88
3390,2,0,5,3,0.6,0.5455,0.88,0.0896,0,4,40
3391,2,0,5,4,0.6,0.5455,0.88,0,0,2,40
3392,2,0,5,5,0.6,0.5455,0.88,0.0896,2,27,34
3393,2,0,5,6,0.6,0.5,1,0.0896,4,98,73
3394,2,0,5,7,0.62,0.5455,0.94,0.2537,16,286,15
3395,2,0,5,8,0.66,0.6061,0.83,0.1642,31,489,79
3396,2,0,5,9,0.72,0.6818,0.7,0.1642,22,216,40
3397,2,0,5,10,0.7,0.6667,0.74,0.2836,49,143,67
3398,2,0,5,11,0.74,0.697,0.66,0.2239,36,160,55
3399,2,0,5,12,0.78,0.7424,0.59,0.3284,53,194,39
3400,2,0,5,13,0.82,0.7727,0.52,0.2836,52,197,12
3401,2,0,5,14,0.82,0.7727,0.52,0.2836,44,189,69
3402,2,0,5,15,0.82,0.7576,0.46,0.2836,40,141,78
3403,2,0,5,16,0.8,0.7424,0.49,0.3582,58,291,16
3404,2,0,5,17,0.8,0.7273,0.46,0.2836,49,494,43
3405,2,0,5,18,0.8,0.7273,0.46,0.3284,74,478,50
3406,2,0,5,19,0.78,0.697,0.46,0.3284,67,378,3
3407,2,0,5,20,0.72,0.6667,0.58,0.1642,55,322,78
3408,2,0,5,21,0.72,0.6818,0.62,0.0896,45,223,73
3409,2,0,5,22,0.7,0.6515,0.65,0.1343,23,180,66
3410,2,0,5,23,0.7,0.6515,0.65,0.194,17,90,97
3411,2,0,5,0,0.68,0.6364,0.69,0.2537,14,69,59
3412,2,0,5,1,0.7,0.6515,0.58,0.2985,14,50,18
3413,2,0,5,2,0.68,0.6364,0.61,0.2239,6,18,48
3414,2,0,5,3,0.66,0.6212,0.65,0.0896,1,12,30
3415,2,0,5,4,0.64,0.6061,0.69,0.1343,2,7,21
3416,2,0,5,5,0.64,0.6061,0.65,0.2836,2,31,76
3417,2,0,5,6,0.64,0.6061,0.69,0.0896,8,81,81
3418,2,0,5,7,0.64,0.6061,0.73,0.1642,20,249,87
3419,2,0,5,8,0.66,0.6212,0.74,0.2836,25,418,20
3420,2,0,5,9,0.7,0.6515,0.65,0.2836,37,227,28
3421,2,0,5,10,0.72,0.6667,0.54,0.3881,42,153,19
3422,2,0,5,11,0.74,0.6818,0.55,0.3284,40,166,49
3423,2,0,5,12,0.76,0.697,0.55,0.2985,53,243,88
3424,2,0,5,13,0.74,0.6818,0.58,0.194,51,209,54
3425,2,0,5,14,0.76,0.697,0.55,0.2537,51,239,47
3426,2,0,5,15,0.78,0.7121,0.49,0.2836,98,356,52
3427,2,0,5,16,0.76,0.697,0.55,0.3881,63,419,12
3428,2,0,5,17,0.74,0.6818,0.58,0.3881,77,491,98
3429,2,0,5,18,0.72,0.6818,0.62,0.2985,89,399,83
3430,2,0,5,19,0.6,0.5758,0.78,0.2537,69,279,64
3431,2,0,5,20,0.62,0.5909,0.73,0.2239,24,144,13
3432,2,0,5,21,0.6,0.5606,0.83,0.1045,37,151,37
3433,2,0,5,22,0.6,0.5758,0.78,0.1343,25,141,31
3434,2,0,5,23,0.58,0.5455,0.88,0.1343,23,127,52
3435,2,0,5,0,0.58,0.5455,0.88,0.1343,15,94,58
3436,2,0,5,1,0.58,0.5455,0.88,0.194,8,55,66
3437,2,0,5,2,0.56,0.5303,0.94,0.194,13,48,72
3438,2,0,5,3,0.56,0.5303,0.88,0.2239,2,15,59
3439,2,0,5,4,0.56,0.5303,0.88,0.2537,0,4,69
3440,2,0,5,5,0.56,0.5303,0.88,0.2239,4,7,10
3441,2,0,5,6,0.58,0.5455,0.83,0.2537,3,19,59
3442,2,0,5,7,0.6,0.5606,0.83,0.2537,17,50,52
3443,2,0,5,8,0.62,0.5909,0.78,0.194,27,102,65
3444,2,0,5,9,0.64,0.6061,0.73,0.2537,61,177,13
3445,2,0,5,10,0.7,0.6515,0.65,0.2239,110,276,43
3446,2,0,5,11,0.7,0.6515,0.65,0.2239,171,349,61
3447,2,0,5,12,0.72,0.6667,0.58,0.2537,145,358,81
3448,2,0,5,13,0.72,0.6818,0.62,0.2239,168,385,19
3449,2,0,5,14,0.74,0.6818,0.58,0.2239,172,382,92
3450,2,0,5,15,0.74,0.6818,0.55,0.2239,187,374,91
3451,2,0,5,16,0.76,0.697,0.55,0.2836,201,402,22
3452,2,0,5,17,0.74,0.6818,0.55,0.2985,180,341,46
3453,2,0,5,18,0.72,0.6818,0.62,0.2537,173,385,21
3454,2,0,5,19,0.7,0.6515,0.65,0.194,99,252,42
3455,2,0,5,20,0.7,0.6515,0.65,0.2239,68,196,53
3456,2,0,5,21,0.66,0.6212,0.74,0.2985,87,201,96
3457,2,0,5,22,0.66,0.6061,0.78,0.2239,46,161,42
3458,2,0,5,23,0.64,0.5758,0.83,0.194,44,125,75
3459,2,0,5,0,0.64,0.5758,0.83,0.2239,32,83,27
3460,2,0,5,1,0.62,0.5606,0.88,0.1642,17,66,6
3461,2,0,5,2,0.62,0.5606,0.88,0.1045,12,61,85
3462,2,0,5,3,0.62,0.5606,0.88,0.1045,2,26,49
3463,2,0,5,4,0.6,0.5455,0.88,0.0896,13,23,14
3464,2,0,5,5,0.6,0.5152,0.94,0.1642,3,6,22
3465,2,0,5,6,0.62,0.5606,0.88,0.194,5,15,6
3466,2,0,5,7,0.62,0.5606,0.88,0.2537,13,30,59
3467,2,0,5,8,0.62,0.5606,0.88,0.2239,34,96,1
3468,2,0,5,9,0.62,0.5455,0.94,0.2537,74,152,2
3469,2,0,5,10,0.66,0.6061,0.83,0.2239,130,251,21
3470,2,0,5,11,0.66,0.6061,0.83,0.2836,139,319,95
3471,2,0,5,12,0.7,0.6667,0.74,0.2239,216,402,81
3472,2,0,5,13,0.72,0.6818,0.7,0.2836,237,418,65
3473,2,0,5,14,0.74,0.697,0.7,0.2836,183,351,41
3474,2,0,5,15,0.74,0.697,0.7,0.2985,221,376,15
3475,2,0,5,16,0.74,0.697,0.7,0.2836,194,361,75
3476,2,0,5,17,0.74,0.697,0.7,0.2836,214,383,36
3477,2,0,5,18,0.72,0.697,0.74,0.2836,151,328,54
3478,2,0,5,19,0.72,0.697,0.74,0.2537,141,287,81
