instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature1,feature2,feature3,feature4
5166,3,0,8,3,0.66,0.5909,0.89,0,1,1,100,595,39,536
5167,3,0,8,4,0.66,0.5909,0.89,0.1045,2,10,41,627,223,717
5168,3,0,8,5,0.7,0.6667,0.79,0.0896,1,15,3,957,225,649
5169,3,0,8,6,0.7,0.6515,0.65,0.2836,8,95,35,584,121,739
5170,3,0,8,7,0.72,0.6818,0.62,0.2985,18,267,62,619,185,515
5171,3,0,8,8,0.74,0.6818,0.58,0.3284,29,349,53,909,230,679
5172,3,0,8,9,0.76,0.697,0.55,0.3881,37,183,17,799,158,641
5173,3,0,8,10,0.8,0.7424,0.52,0.3881,62,124,12,955,169,689
5174,3,0,8,11,0.82,0.7424,0.48,0.3582,90,179,87,628,79,552
5175,3,0,8,12,0.82,0.7576,0.46,0.2537,48,182,5,889,126,635
5176,3,0,8,13,0.84,0.7576,0.44,0.2985,43,151,23,526,37,524
5177,3,0,8,14,0.82,0.7424,0.43,0.2985,41,150,56,579,189,614
5178,3,0,8,15,0.84,0.7576,0.41,0.2985,40,126,94,581,59,517
5179,3,0,8,16,0.86,0.7727,0.39,0.2836,64,282,73,534,245,646
5180,3,0,8,17,0.86,0.7727,0.39,0.1642,67,527,11,534,179,694
5181,3,0,8,18,0.84,0.7576,0.41,0.1343,64,529,55,607,215,708
5182,3,0,8,19,0.82,0.7424,0.43,0.1045,64,416,35,857,138,689
5183,3,0,8,20,0.8,0.7576,0.55,0,71,286,80,826,231,534
5184,3,0,8,21,0.76,0.7121,0.58,0.0896,30,186,74,946,163,648
5185,3,0,8,22,0.76,0.7121,0.58,0.1045,26,147,49,788,172,558
5186,3,0,8,23,0.74,0.697,0.66,0.1045,19,72,81,658,94,593
5187,3,0,8,0,0.72,0.697,0.79,0.1343,10,35,91,959,51,649
5188,3,0,8,1,0.72,0.6818,0.66,0,5,14,46,778,198,514
5189,3,0,8,2,0.72,0.6818,0.7,0,9,12,57,730,21,505
5190,3,0,8,3,0.72,0.6818,0.62,0,0,3,30,690,131,724
5191,3,0,8,4,0.7,0.6667,0.74,0,1,7,20,563,70,646
5192,3,0,8,5,0.7,0.6515,0.65,0.0896,5,30,74,634,134,721
5193,3,0,8,6,0.72,0.6667,0.64,0,6,101,0,990,31,512
5194,3,0,8,7,0.72,0.697,0.74,0.1045,30,343,37,952,142,656
5195,3,0,8,8,0.74,0.697,0.66,0,40,392,21,720,192,746
5196,3,0,8,9,0.78,0.7424,0.62,0.1343,34,175,87,858,21,543
5197,3,0,8,10,0.8,0.7727,0.59,0.2239,55,144,86,902,207,539
5198,3,0,8,11,0.8,0.7727,0.59,0.2239,61,149,56,776,247,529
5199,3,0,8,12,0.82,0.7879,0.56,0.194,60,185,16,893,214,534
5200,3,0,8,13,0.84,0.7879,0.49,0.1642,48,175,80,804,14,512
5201,3,0,8,14,0.86,0.7879,0.44,0.2836,53,148,47,735,21,563
5202,3,0,8,15,0.86,0.7727,0.39,0.2836,58,164,71,831,61,600
5203,3,0,8,16,0.86,0.7727,0.39,0.2985,57,285,68,576,159,682
5204,3,0,8,17,0.8,0.7576,0.55,0.1642,79,532,31,547,112,501
5205,3,0,8,18,0.8,0.7576,0.55,0.194,97,585,35,621,126,677
5206,3,0,8,19,0.8,0.7424,0.49,0.1045,69,371,53,829,158,511
5207,3,0,8,20,0.8,0.7273,0.43,0.194,34,292,19,871,12,749
5208,3,0,8,21,0.78,0.697,0.46,0.2537,46,230,71,932,98,640
5209,3,0,8,22,0.78,0.697,0.46,0.2985,28,155,46,641,132,652
5210,3,0,8,23,0.76,0.6818,0.48,0.2836,22,75,64,895,221,616
5211,3,0,8,0,0.74,0.6667,0.51,0.2239,19,37,35,847,38,622
5212,3,0,8,1,0.72,0.6667,0.54,0.194,7,17,76,978,138,626
5213,3,0,8,2,0.72,0.6667,0.54,0.1642,1,11,43,589,26,642
5214,3,0,8,3,0.7,0.6515,0.58,0.1642,1,4,86,549,150,579
5215,3,0,8,4,0.7,0.6515,0.54,0.1343,1,5,53,945,15,567
5216,3,0,8,5,0.68,0.6364,0.61,0.0896,2,32,40,625,159,586
5217,3,0,8,6,0.68,0.6364,0.61,0,9,119,71,708,168,630
5218,3,0,8,7,0.7,0.6515,0.58,0.0896,16,305,85,577,108,646
5219,3,0,8,8,0.74,0.6667,0.51,0.194,38,399,97,787,41,540
5220,3,0,8,9,0.76,0.6818,0.48,0.2239,32,180,87,953,217,534
5221,3,0,8,10,0.8,0.7273,0.43,0.2239,41,113,8,891,160,699
5222,3,0,8,11,0.8,0.7121,0.41,0.3881,54,149,14,596,78,649
5223,3,0,8,12,0.82,0.7273,0.38,0.2985,74,240,91,597,186,698
5224,3,0,8,13,0.82,0.7273,0.38,0.2836,41,191,41,809,193,620
5225,3,0,8,14,0.84,0.7273,0.34,0.3284,62,178,27,670,241,617
5226,3,0,8,15,0.86,0.7424,0.3,0.3284,53,194,66,741,128,687
5227,3,0,8,16,0.86,0.7424,0.26,0.2985,76,282,43,968,68,528
5228,3,0,8,17,0.84,0.7121,0.26,0.2985,71,584,34,662,241,694
5229,3,0,8,18,0.82,0.7121,0.28,0.2985,70,559,42,770,155,547
5230,3,0,8,19,0.8,0.697,0.26,0.2537,79,413,13,631,78,555
5231,3,0,8,20,0.76,0.6667,0.31,0.1343,59,312,60,889,171,708
5232,3,0,8,21,0.76,0.6667,0.33,0.1045,47,209,20,930,82,676
5233,3,0,8,22,0.74,0.6515,0.37,0,17,139,41,975,68,669
5234,3,0,8,23,0.74,0.6515,0.37,0.0896,14,108,15,568,76,750
5235,3,0,8,0,0.7,0.6364,0.45,0.1045,6,46,43,574,64,733
5236,3,0,8,1,0.7,0.6364,0.45,0.1343,9,26,33,623,230,562
5237,3,0,8,2,0.66,0.6212,0.54,0.1343,3,11,79,649,126,713
5238,3,0,8,3,0.64,0.6212,0.57,0.1343,2,9,54,580,102,739
5239,3,0,8,4,0.64,0.6212,0.57,0.1642,1,5,89,723,213,677
5240,3,0,8,5,0.64,0.6212,0.61,0.194,2,25,4,622,228,745
5241,3,0,8,6,0.62,0.6061,0.65,0.1642,5,106,90,514,107,501
5242,3,0,8,7,0.66,0.6212,0.54,0.1343,15,307,8,901,199,600
5243,3,0,8,8,0.7,0.6364,0.45,0.1642,29,390,5,770,210,724
5244,3,0,8,9,0.72,0.6515,0.39,0.2239,31,197,27,584,89,610
5245,3,0,8,10,0.74,0.6515,0.37,0.2537,36,132,67,551,245,626
5246,3,0,8,11,0.76,0.6667,0.35,0.2537,59,187,5,961,213,666
5247,3,0,8,12,0.78,0.6818,0.31,0.2537,50,214,72,629,9,750
5248,3,0,8,13,0.76,0.6667,0.31,0.2239,51,217,52,708,132,641
5249,3,0,8,14,0.8,0.697,0.29,0,39,142,41,817,223,568
5250,3,0,8,15,0.8,0.697,0.29,0.2985,52,178,4,546,4,696
5251,3,0,8,16,0.8,0.697,0.27,0.194,57,298,4,762,67,718
5252,3,0,8,17,0.8,0.697,0.29,0.2537,96,582,74,718,95,605
5253,3,0,8,18,0.78,0.6818,0.29,0.0896,74,571,34,877,67,540
5254,3,0,8,19,0.74,0.6515,0.35,0.194,48,371,73,883,63,693
5255,3,0,8,20,0.72,0.6515,0.37,0.1343,56,288,18,925,171,617
5256,3,0,8,21,0.7,0.6515,0.48,0.0896,35,206,11,818,46,643
5257,3,0,8,22,0.7,0.6515,0.48,0,34,157,56,689,37,503
5258,3,0,8,23,0.66,0.6212,0.5,0.1642,22,127,98,699,126,573
5259,3,0,8,0,0.64,0.6212,0.53,0.1642,12,65,5,905,61,512
5260,3,0,8,1,0.64,0.6212,0.53,0.1343,4,23,17,721,90,579
5261,3,0,8,2,0.62,0.6212,0.57,0.194,0,15,77,816,12,649
5262,3,0,8,3,0.62,0.6212,0.53,0.1642,0,9,30,807,49,712
5263,3,0,8,4,0.62,0.6212,0.53,0.1343,0,5,5,989,207,698
5264,3,0,8,5,0.6,0.6212,0.56,0.1343,2,26,20,566,152,543
5265,3,0,8,6,0.62,0.6212,0.5,0.1343,3,76,1,770,178,602
5266,3,0,8,7,0.64,0.6212,0.44,0.1642,17,264,28,818,31,521
5267,3,0,8,8,0.68,0.6364,0.39,0.2239,29,426,94,770,138,617
5268,3,0,8,9,0.72,0.6515,0.34,0.1343,27,205,3,556,222,693
5269,3,0,8,10,0.74,0.6515,0.33,0.1045,44,130,7,813,150,597
5270,3,0,8,11,0.76,0.6667,0.29,0,48,156,57,607,236,705
5271,3,0,8,12,0.8,0.697,0.27,0,55,222,51,536,93,702
5272,3,0,8,13,0.78,0.6818,0.29,0.0896,74,253,55,677,141,714
5273,3,0,8,14,0.8,0.697,0.29,0.194,51,186,47,805,229,618
5274,3,0,8,15,0.8,0.697,0.29,0.1642,59,249,65,511,144,609
5275,3,0,8,16,0.82,0.7121,0.28,0,68,334,47,890,152,541
5276,3,0,8,17,0.82,0.7121,0.26,0,93,516,81,701,97,645
5277,3,0,8,18,0.76,0.6818,0.4,0.2985,89,465,39,695,2,696
5278,3,0,8,19,0.74,0.6667,0.42,0.2239,101,385,6,885,199,703
5279,3,0,8,20,0.72,0.6515,0.42,0.2239,77,287,28,920,45,540
5280,3,0,8,21,0.7,0.6515,0.48,0.1343,73,226,57,892,205,684
5281,3,0,8,22,0.68,0.6364,0.51,0,74,231,75,844,113,740
5282,3,0,8,23,0.68,0.6364,0.51,0,51,151,86,556,229,549
5283,3,0,8,0,0.68,0.6364,0.51,0.1045,15,84,34,701,60,601
5284,3,0,8,1,0.68,0.6364,0.57,0.0896,13,77,5,521,190,598
5285,3,0,8,2,0.68,0.6364,0.57,0,16,74,58,936,99,634
5286,3,0,8,3,0.66,0.6212,0.65,0.1343,9,27,45,555,61,697
5287,3,0,8,4,0.64,0.6061,0.73,0.1343,5,10,97,958,30,655
5288,3,0,8,5,0.64,0.6061,0.73,0.1045,3,18,32,821,23,600
5289,3,0,8,6,0.64,0.6061,0.73,0.0896,3,22,76,732,47,582
5290,3,0,8,7,0.66,0.6212,0.74,0.194,10,44,79,598,80,661
5291,3,0,8,8,0.7,0.6515,0.65,0.1642,28,118,49,573,122,743
5292,3,0,8,9,0.7,0.6667,0.74,0.1642,70,208,4,516,38,638
5293,3,0,8,10,0.72,0.697,0.74,0.2239,97,260,66,925,48,678
5294,3,0,8,11,0.74,0.697,0.7,0.194,122,314,52,754,94,660
5295,3,0,8,12,0.66,0.5909,0.89,0.1642,175,421,31,623,7,659
5296,3,0,8,13,0.74,0.7121,0.74,0.3284,61,153,91,699,170,729
5297,3,0,8,14,0.74,0.697,0.7,0.2537,113,259,57,955,119,665
5298,3,0,8,15,0.68,0.6364,0.79,0.3582,150,358,86,535,110,711
5299,3,0,8,16,0.7,0.6667,0.74,0.2836,148,281,92,538,35,614
5300,3,0,8,17,0.72,0.697,0.74,0.2537,97,269,36,717,160,654
5301,3,0,8,18,0.7,0.6667,0.74,0.2239,123,292,71,648,240,743
5302,3,0,8,19,0.68,0.6364,0.79,0.2836,67,237,19,593,57,655
5303,3,0,8,20,0.68,0.6364,0.83,0.2239,78,183,44,819,19,510
5304,3,0,8,21,0.68,0.6364,0.83,0.3881,40,167,64,776,236,517
5305,3,0,8,22,0.68,0.6364,0.83,0.3881,36,154,40,785,185,667
5306,3,0,8,23,0.66,0.6061,0.83,0.3284,25,120,6,759,115,720
5307,3,0,8,0,0.66,0.6061,0.83,0.2985,19,90,63,554,5,574
5308,3,0,8,1,0.64,0.5758,0.89,0.2239,16,73,44,903,140,641
5309,3,0,8,2,0.64,0.5758,0.89,0.2239,13,62,91,548,209,689
5310,3,0,8,3,0.64,0.5606,0.94,0.2537,5,27,43,793,43,740
5311,3,0,8,4,0.64,0.5606,0.94,0.194,1,3,28,534,240,543
5312,3,0,8,5,0.64,0.5606,0.94,0.1642,1,10,92,961,169,631
5313,3,0,8,6,0.64,0.5606,0.94,0.1045,2,6,71,938,111,668
5314,3,0,8,7,0.66,0.5909,0.89,0.194,4,24,93,756,201,728
5315,3,0,8,8,0.66,0.5909,0.89,0.2836,20,41,31,937,230,710
5316,3,0,8,9,0.66,0.5909,0.89,0.2836,27,103,97,527,22,719
5317,3,0,8,10,0.7,0.6667,0.79,0.2239,67,183,26,525,62,560
5318,3,0,8,11,0.7,0.6667,0.79,0.194,81,198,46,949,15,531
5319,3,0,8,12,0.7,0.6667,0.79,0.2239,98,281,36,835,22,717
5320,3,0,8,13,0.72,0.697,0.74,0.2537,144,377,96,553,165,559
5321,3,0,8,14,0.74,0.697,0.7,0.194,126,370,63,547,39,579
5322,3,0,8,15,0.74,0.697,0.66,0.194,128,331,61,610,238,575
5323,3,0,8,16,0.74,0.697,0.66,0.1642,116,292,73,720,8,544
5324,3,0,8,17,0.76,0.7121,0.62,0.1343,133,329,88,829,39,637
5325,3,0,8,18,0.74,0.697,0.66,0.1642,125,347,25,803,89,621
5326,3,0,8,19,0.72,0.697,0.74,0.2239,75,259,27,544,190,737
5327,3,0,8,20,0.7,0.6667,0.84,0.1642,67,193,52,630,144,541
5328,3,0,8,21,0.6,0.5455,0.88,0.4925,51,155,84,686,92,731
5329,3,0,8,22,0.6,0.5455,0.88,0.4925,14,39,99,863,235,510
5330,3,0,8,23,0.6,0.5606,0.83,0,5,27,14,890,9,715
5331,3,0,8,0,0.6,0.5455,0.88,0.0896,7,25,54,818,142,512
5332,3,0,8,1,0.6,0.5455,0.88,0.1343,1,10,54,998,138,554
5333,3,0,8,2,0.6,0.5606,0.83,0,0,3,72,698,42,737
5334,3,0,8,3,0.6,0.5606,0.83,0.194,1,7,99,738,15,747
5335,3,0,8,4,0.6,0.5606,0.83,0.1343,1,5,0,728,86,586
5336,3,0,8,5,0.6,0.5455,0.88,0.194,3,17,81,670,112,637
5337,3,0,8,6,0.6,0.5455,0.88,0.2537,3,90,100,545,9,601
5338,3,0,8,7,0.6,0.5455,0.88,0.2537,10,258,73,688,66,700
5339,3,0,8,8,0.64,0.5909,0.78,0.3284,29,355,77,984,213,603
5340,3,0,8,9,0.64,0.5909,0.78,0.3284,52,222,5,589,190,654
5341,3,0,8,10,0.68,0.6364,0.69,0.2836,54,141,41,925,180,521
5342,3,0,8,11,0.72,0.6818,0.62,0.2537,41,153,29,731,243,597
5343,3,0,8,12,0.74,0.6818,0.58,0.2836,62,178,81,842,144,519
5344,3,0,8,13,0.78,0.7121,0.52,0.2836,53,193,66,585,166,706
5345,3,0,8,14,0.74,0.6818,0.55,0.0896,56,151,99,683,230,698
5346,3,0,8,15,0.74,0.6818,0.55,0.2985,49,182,37,918,144,646
5347,3,0,8,16,0.74,0.6818,0.55,0.3284,58,283,66,631,168,621
5348,3,0,8,17,0.74,0.6667,0.51,0.2836,59,530,76,511,213,550
5349,3,0,8,18,0.7,0.6515,0.65,0.194,70,483,57,819,210,614
5350,3,0,8,19,0.7,0.6515,0.65,0,54,397,5,541,171,676
5351,3,0,8,20,0.66,0.6212,0.74,0.1343,45,285,18,543,133,581
5352,3,0,8,21,0.66,0.6212,0.65,0.194,34,184,17,955,136,551
5353,3,0,8,22,0.66,0.6212,0.69,0.2537,22,98,29,947,204,525
5354,3,0,8,23,0.64,0.6061,0.69,0.2239,11,88,84,947,175,672
5355,3,0,8,0,0.64,0.6061,0.69,0.1045,8,31,95,525,62,574
5356,3,0,8,1,0.64,0.6061,0.69,0.1642,4,16,92,783,200,532
5357,3,0,8,2,0.62,0.5909,0.73,0.2239,1,4,22,574,9,559
5358,3,0,8,3,0.62,0.5909,0.73,0.2239,1,6,47,610,126,591
5359,3,0,8,4,0.64,0.6061,0.69,0.2985,0,5,89,623,222,514
5360,3,0,8,5,0.62,0.5909,0.73,0.2836,1,30,94,689,33,712
5361,3,0,8,6,0.62,0.5909,0.73,0.3284,4,119,0,980,151,500
5362,3,0,8,7,0.64,0.6061,0.69,0.2537,18,346,45,877,180,669
5363,3,0,8,8,0.7,0.6515,0.58,0.4478,24,441,42,899,146,618
5364,3,0,8,9,0.68,0.6364,0.61,0.2836,27,198,53,873,67,597
5365,3,0,8,10,0.7,0.6515,0.58,0.3881,28,111,57,719,181,545
5366,3,0,8,11,0.74,0.6667,0.51,0.2239,40,150,50,610,81,689
5367,3,0,8,12,0.76,0.6818,0.48,0.3284,42,162,2,882,2,647
5368,3,0,8,13,0.76,0.6818,0.48,0.2985,45,192,97,657,213,533
5369,3,0,8,14,0.76,0.6818,0.45,0.4179,65,182,5,797,83,616
5370,3,0,8,15,0.8,0.7121,0.41,0.2985,36,159,43,969,75,587
5371,3,0,8,16,0.8,0.7121,0.41,0.2239,55,303,21,838,157,646
5372,3,0,8,17,0.76,0.6818,0.45,0.3284,75,600,66,544,238,625
5373,3,0,8,18,0.76,0.6818,0.45,0.2239,54,570,73,937,149,584
5374,3,0,8,19,0.74,0.6667,0.48,0.194,56,376,47,927,56,562
5375,3,0,8,20,0.74,0.6667,0.51,0,48,280,71,533,38,728
5376,3,0,8,21,0.72,0.6667,0.54,0,38,215,57,597,244,557
5377,3,0,8,22,0.7,0.6515,0.61,0,31,152,10,922,16,638
5378,3,0,8,23,0.66,0.6212,0.65,0.1343,20,77,35,517,31,643
5379,3,0,8,0,0.66,0.6212,0.69,0.0896,8,24,64,819,220,542
5380,3,0,8,1,0.64,0.6061,0.73,0.1642,2,14,20,704,77,695
5381,3,0,8,2,0.66,0.6212,0.69,0,0,6,59,880,11,730
5382,3,0,8,3,0.64,0.5909,0.78,0,1,5,49,777,203,647
5383,3,0,8,4,0.64,0.6061,0.73,0,0,5,23,502,79,660
5384,3,0,8,5,0.64,0.6061,0.73,0,0,28,98,747,94,746
5385,3,0,8,6,0.62,0.5909,0.78,0,4,105,99,964,65,725
5386,3,0,8,7,0.66,0.6212,0.65,0.0896,12,308,47,962,181,636
5387,3,0,8,8,0.7,0.6515,0.54,0.1642,35,487,64,957,127,735
5388,3,0,8,9,0.74,0.6667,0.48,0.0896,31,209,86,636,203,615
5389,3,0,8,10,0.76,0.6818,0.43,0.0896,27,118,75,708,166,560
5390,3,0,8,11,0.78,0.697,0.43,0.1045,20,128,53,508,15,642
5391,3,0,8,12,0.8,0.7273,0.43,0.2836,26,189,11,564,112,628
5392,3,0,8,13,0.8,0.7121,0.41,0.194,38,176,53,582,58,506
5393,3,0,8,14,0.82,0.7273,0.36,0.1642,54,192,21,811,132,709
5394,3,0,8,15,0.8,0.7273,0.43,0.1343,42,159,41,863,204,718
5395,3,0,8,16,0.82,0.7424,0.43,0.2239,62,300,44,871,123,692
5396,3,0,8,17,0.8,0.7424,0.49,0.2239,46,552,65,934,59,562
5397,3,0,8,18,0.76,0.697,0.55,0.2537,86,556,27,558,56,618
5398,3,0,8,19,0.76,0.697,0.55,0.2239,50,347,38,541,25,706
5399,3,0,8,20,0.74,0.6818,0.58,0.2537,37,280,61,725,102,510
5400,3,0,8,21,0.72,0.6818,0.62,0.2239,38,230,14,590,99,520
5401,3,0,8,22,0.7,0.6515,0.65,0.194,29,171,43,625,189,536
5402,3,0,8,23,0.7,0.6515,0.65,0.2836,20,105,52,804,127,508
5403,3,0,8,0,0.68,0.6364,0.65,0.1343,18,56,96,934,56,560
5404,3,0,8,1,0.66,0.6212,0.65,0.1642,13,24,75,644,119,503
5405,3,0,8,2,0.66,0.6212,0.65,0.2239,2,6,80,889,144,732
5406,3,0,8,3,0.66,0.6212,0.69,0.2836,0,6,0,877,248,564
5407,3,0,8,4,0.64,0.6061,0.73,0.2239,0,9,22,760,123,600
5408,3,0,8,5,0.64,0.5909,0.78,0.2836,0,27,59,810,230,729
5409,3,0,8,6,0.64,0.5909,0.78,0.2537,6,103,95,721,19,543
5410,3,0,8,7,0.64,0.5909,0.78,0.2985,19,308,9,513,72,663
5411,3,0,8,8,0.66,0.6212,0.74,0.2836,27,420,60,966,120,541
5412,3,0,8,9,0.72,0.6818,0.66,0.2537,42,228,54,586,68,516
5413,3,0,8,10,0.74,0.697,0.66,0.2537,37,129,58,890,214,713
5414,3,0,8,11,0.76,0.7121,0.58,0.2537,44,141,85,787,1,651
5415,3,0,8,12,0.8,0.7424,0.52,0.2836,34,173,67,825,111,503
5416,3,0,8,13,0.8,0.7424,0.52,0.3582,33,187,80,922,70,693
5417,3,0,8,14,0.82,0.7576,0.46,0.3284,67,182,24,625,84,732
5418,3,0,8,15,0.8,0.7273,0.46,0.3582,56,174,8,906,41,713
5419,3,0,8,16,0.8,0.7273,0.46,0.3582,49,245,72,878,11,674
5420,3,0,8,17,0.8,0.7273,0.46,0.2985,44,409,29,551,131,615
5421,3,0,8,18,0.76,0.697,0.55,0.2537,48,274,4,743,67,681
5422,3,0,8,19,0.66,0.6061,0.83,0.1045,26,141,41,750,174,563
5423,3,0,8,20,0.66,0.6061,0.83,0.1045,24,165,35,892,174,509
5424,3,0,8,21,0.68,0.6364,0.79,0,12,149,64,545,58,574
5425,3,0,8,22,0.7,0.6667,0.74,0.1045,18,135,37,882,15,575
5426,3,0,8,23,0.7,0.6667,0.74,0.1343,20,114,8,599,113,744
5427,3,0,8,0,0.68,0.6364,0.69,0.194,9,62,84,588,9,577
5428,3,0,8,1,0.64,0.5758,0.89,0,1,20,57,978,107,744
5429,3,0,8,2,0.64,0.5758,0.83,0,0,8,21,617,108,564
5430,3,0,8,3,0.64,0.5909,0.78,0,2,3,3,827,157,603
5431,3,0,8,4,0.64,0.5758,0.83,0,1,8,44,600,102,523
5432,3,0,8,5,0.64,0.5758,0.83,0,1,17,92,612,180,711
5433,3,0,8,6,0.64,0.5758,0.83,0,2,93,9,871,132,664
5434,3,0,8,7,0.66,0.6061,0.83,0.0896,12,263,52,853,149,722
5435,3,0,8,8,0.66,0.6061,0.83,0,30,398,67,784,146,660
5436,3,0,8,9,0.7,0.6515,0.65,0.1343,31,218,99,573,59,579
5437,3,0,8,10,0.72,0.6818,0.62,0.0896,57,165,25,869,86,528
5438,3,0,8,11,0.72,0.6818,0.66,0.0896,45,165,8,864,127,528
5439,3,0,8,12,0.74,0.6818,0.62,0.0896,54,222,86,847,73,565
5440,3,0,8,13,0.76,0.7121,0.62,0.194,63,232,93,630,119,745
5441,3,0,8,14,0.78,0.7273,0.55,0.194,78,220,85,929,185,538
5442,3,0,8,15,0.8,0.7424,0.49,0.1045,66,222,93,587,187,547
5443,3,0,8,16,0.8,0.7424,0.49,0,66,327,41,964,121,666
5444,3,0,8,17,0.76,0.7121,0.58,0.5224,85,527,86,912,4,636
5445,3,0,8,18,0.76,0.7121,0.58,0.5224,88,425,78,907,84,610
5446,3,0,8,19,0.62,0.5909,0.73,0.4627,33,165,53,856,27,702
5447,3,0,8,20,0.62,0.5758,0.83,0.2985,12,58,86,501,172,550
5448,3,0,8,21,0.62,0.5758,0.83,0.1343,18,107,2,985,243,746
5449,3,0,8,22,0.6,0.5455,0.88,0.1343,25,122,62,938,147,606
5450,3,0,8,23,0.6,0.5455,0.88,0.0896,18,106,48,867,180,700
5451,3,0,8,0,0.6,0.5455,0.88,0,21,128,93,921,152,652
5452,3,0,8,1,0.62,0.5758,0.83,0,12,47,88,720,250,508
5453,3,0,8,2,0.62,0.5909,0.78,0,10,69,89,705,150,683
5454,3,0,8,3,0.62,0.5909,0.78,0,9,51,88,746,228,524
5455,3,0,8,4,0.6,0.5455,0.88,0,1,7,89,714,125,504
5456,3,0,8,5,0.6,0.5606,0.83,0,0,8,67,817,76,584
5457,3,0,8,6,0.6,0.5606,0.83,0.1343,6,24,26,863,2,715
5458,3,0,8,7,0.62,0.5758,0.83,0,8,44,56,939,71,666
5459,3,0,8,8,0.66,0.6212,0.69,0,27,133,61,943,145,624
5460,3,0,8,9,0.7,0.6515,0.65,0,51,190,22,964,164,543
5461,3,0,8,10,0.72,0.6818,0.62,0.1045,114,306,12,800,73,599
5462,3,0,8,11,0.72,0.6667,0.58,0,115,338,57,516,228,746
5463,3,0,8,12,0.74,0.6818,0.58,0.1343,156,409,57,701,28,632
5464,3,0,8,13,0.76,0.697,0.55,0.1343,158,378,64,586,124,677
5465,3,0,8,14,0.8,0.7424,0.49,0.194,147,375,88,1000,238,611
5466,3,0,8,15,0.8,0.7273,0.43,0.194,175,390,99,923,242,586
5467,3,0,8,16,0.8,0.7273,0.46,0.194,151,373,7,904,16,703
5468,3,0,8,17,0.8,0.7424,0.49,0.194,180,383,63,724,19,569
5469,3,0,8,18,0.76,0.7121,0.58,0.2537,169,394,78,620,9,642
5470,3,0,8,19,0.74,0.6818,0.62,0.194,109,291,17,880,24,721
5471,3,0,8,20,0.74,0.6818,0.62,0.2239,78,248,5,776,199,557
5472,3,0,8,21,0.72,0.6818,0.7,0.2239,81,225,10,682,80,673
5473,3,0,8,22,0.7,0.6667,0.74,0.194,77,223,16,775,83,548
5474,3,0,8,23,0.7,0.6667,0.74,0.1343,59,157,39,907,57,659
5475,3,0,8,0,0.7,0.6667,0.74,0.194,6,74,93,902,159,700
5476,3,0,8,1,0.68,0.6364,0.79,0.2239,17,86,82,592,116,663
5477,3,0,8,2,0.68,0.6364,0.79,0.194,13,64,0,513,189,737
5478,3,0,8,3,0.66,0.6061,0.83,0.2239,25,51,76,688,215,537
5479,3,0,8,4,0.68,0.6364,0.83,0.2239,1,6,83,645,28,660
5480,3,0,8,5,0.66,0.5909,0.89,0.2985,0,8,52,568,35,548
5481,3,0,8,6,0.66,0.5909,0.89,0.2836,4,14,98,650,181,545
5482,3,0,8,7,0.68,0.6364,0.83,0.2985,12,31,40,835,181,572
5483,3,0,8,8,0.7,0.6667,0.79,0.2239,30,92,99,654,107,659
5484,3,0,8,9,0.72,0.697,0.74,0.2239,80,231,29,887,139,570
5485,3,0,8,10,0.74,0.7121,0.74,0.2537,97,274,26,634,173,677
5486,3,0,8,11,0.8,0.7879,0.63,0.2836,132,313,76,535,184,665
5487,3,0,8,12,0.82,0.803,0.59,0.2836,135,374,55,789,99,740
5488,3,0,8,13,0.8,0.7727,0.59,0.4179,94,310,69,659,212,572
5489,3,0,8,14,0.7,0.6667,0.79,0.3881,78,235,61,957,107,568
5490,3,0,8,15,0.7,0.6667,0.84,0.2836,17,68,67,828,137,626
5491,3,0,8,16,0.72,0.697,0.79,0.1642,97,258,22,638,157,624
5492,3,0,8,17,0.72,0.697,0.79,0.1343,91,270,74,511,126,622
5493,3,0,8,18,0.72,0.697,0.79,0.2537,96,311,55,708,10,532
5494,3,0,8,19,0.72,0.6818,0.7,0.2537,81,282,95,610,96,630
5495,3,0,8,20,0.7,0.6667,0.79,0.2537,41,181,85,957,183,512
5496,3,0,8,21,0.7,0.6667,0.79,0.2537,45,138,46,581,179,681
5497,3,0,8,22,0.7,0.6667,0.79,0.194,37,134,77,920,69,659
5498,3,0,8,23,0.7,0.6667,0.74,0.1642,20,68,83,789,74,664
5499,3,0,8,0,0.68,0.6364,0.79,0.1642,18,40,84,873,168,553
5500,3,0,8,1,0.68,0.6364,0.79,0.0896,8,21,19,815,37,598
5501,3,0,8,2,0.7,0.6515,0.65,0.1045,2,8,79,736,8,733
5502,3,0,8,3,0.7,0.6515,0.65,0.1343,0,5,26,801,42,749
5503,3,0,8,4,0.68,0.6364,0.65,0.194,2,12,74,901,66,627
5504,3,0,8,5,0.66,0.6212,0.65,0.3582,1,24,49,950,220,621
5505,3,0,8,6,0.66,0.6212,0.61,0.2985,6,112,85,686,215,593
5506,3,0,8,7,0.66,0.6212,0.61,0.3284,11,281,79,849,131,713
5507,3,0,8,8,0.66,0.6212,0.61,0.3284,20,351,40,508,205,692
5508,3,0,8,9,0.68,0.6364,0.54,0.2537,36,187,50,877,187,547
5509,3,0,8,10,0.7,0.6515,0.48,0.2836,36,121,66,846,34,660
5510,3,0,8,11,0.72,0.6515,0.34,0.3284,46,131,30,820,33,746
