instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature1,feature2,feature3,feature4,feature5
2989,2,0,5,10,0.56,0.5303,0.52,0.194,24,119,84,743,117,736,49
2990,2,0,5,11,0.6,0.6212,0.46,0.2239,26,125,98,513,140,627,19
2991,2,0,5,12,0.6,0.6212,0.43,0.194,35,195,51,992,152,697,178
2992,2,0,5,13,0.62,0.6212,0.38,0.2836,36,174,23,635,88,585,85
2993,2,0,5,14,0.62,0.6212,0.41,0.2239,44,162,45,712,95,702,213
2994,2,0,5,15,0.62,0.6212,0.41,0.2239,51,199,39,612,96,503,78
2995,2,0,5,16,0.64,0.6212,0.38,0.2239,49,304,77,862,122,544,236
2996,2,0,5,17,0.62,0.6212,0.38,0.2537,59,598,52,800,100,641,10
2997,2,0,5,18,0.62,0.6212,0.38,0.2985,66,524,68,699,107,593,120
2998,2,0,5,19,0.58,0.5455,0.43,0.194,45,384,31,772,138,601,357
2999,2,0,5,20,0.54,0.5152,0.49,0.194,25,239,37,754,242,508,204
3000,2,0,5,21,0.52,0.5,0.59,0.1343,28,156,19,590,100,528,137
3001,2,0,5,22,0.52,0.5,0.68,0.0896,21,116,31,733,133,619,152
3002,2,0,5,23,0.5,0.4848,0.68,0.0896,16,61,30,883,161,710,446
3003,2,0,5,0,0.48,0.4697,0.63,0,6,18,65,690,103,656,399
3004,2,0,5,1,0.46,0.4545,0.59,0.0896,3,15,97,935,119,659,313
3005,2,0,5,2,0.44,0.4394,0.58,0.1343,1,5,94,627,30,640,409
3006,2,0,5,3,0.44,0.4394,0.54,0.194,1,4,94,717,239,580,345
3007,2,0,5,4,0.42,0.4242,0.62,0.2537,0,2,70,975,122,547,149
3008,2,0,5,5,0.4,0.4091,0.66,0.2239,1,29,78,516,17,620,3
3009,2,0,5,6,0.42,0.4242,0.67,0.1343,9,112,27,636,185,747,245
3010,2,0,5,7,0.44,0.4394,0.62,0.1343,13,314,0,697,205,742,175
3011,2,0,5,8,0.5,0.4848,0.51,0.1045,28,425,31,832,38,556,88
3012,2,0,5,9,0.52,0.5,0.48,0.1045,29,205,90,739,185,668,287
3013,2,0,5,10,0.56,0.5303,0.37,0.0896,27,127,69,538,175,703,184
3014,2,0,5,11,0.56,0.5303,0.43,0.1343,17,125,65,658,214,594,181
3015,2,0,5,12,0.6,0.6212,0.38,0,47,217,36,672,186,634,209
3016,2,0,5,13,0.62,0.6212,0.38,0.2537,50,202,94,502,218,646,404
3017,2,0,5,14,0.62,0.6212,0.33,0,42,176,61,656,161,519,279
3018,2,0,5,15,0.64,0.6212,0.33,0.0896,28,180,46,815,223,514,358
3019,2,0,5,16,0.66,0.6212,0.31,0.1045,56,327,35,939,191,675,57
3020,2,0,5,17,0.64,0.6212,0.33,0,79,611,59,993,103,696,452
3021,2,0,5,18,0.64,0.6212,0.29,0.1343,70,550,6,840,168,720,366
3022,2,0,5,19,0.6,0.6212,0.43,0.2239,69,434,11,814,22,530,264
3023,2,0,5,20,0.54,0.5152,0.6,0.1343,50,291,58,791,209,741,301
3024,2,0,5,21,0.54,0.5152,0.52,0,30,203,26,511,120,512,244
3025,2,0,5,22,0.52,0.5,0.55,0.1045,29,150,85,748,30,652,233
3026,2,0,5,23,0.52,0.5,0.59,0.1343,9,81,9,997,246,685,380
3027,2,0,5,0,0.52,0.5,0.55,0.1343,8,38,8,523,60,506,9
3028,2,0,5,1,0.5,0.4848,0.59,0.1045,4,20,31,814,42,513,305
3029,2,0,5,2,0.52,0.5,0.59,0,6,10,26,895,52,663,170
3030,2,0,5,3,0.5,0.4848,0.63,0.2239,0,3,39,545,201,516,259
3031,2,0,5,4,0.48,0.4697,0.88,0.1343,0,2,46,839,100,572,405
3032,2,0,5,5,0.46,0.4545,0.88,0.1343,0,20,96,614,171,733,354
3033,2,0,5,6,0.46,0.4545,0.82,0.1343,6,99,63,829,123,733,239
3034,2,0,5,7,0.48,0.4697,0.72,0.194,25,318,24,726,234,702,430
3035,2,0,5,8,0.48,0.4697,0.77,0.2537,21,442,84,861,222,647,364
3036,2,0,5,9,0.52,0.5,0.72,0.1343,21,203,53,932,53,536,403
3037,2,0,5,10,0.54,0.5152,0.68,0.0896,30,154,1,836,183,689,140
3038,2,0,5,11,0.56,0.5303,0.64,0.0896,18,141,94,858,235,722,108
3039,2,0,5,12,0.6,0.6212,0.56,0,41,226,19,1000,116,709,423
3040,2,0,5,13,0.62,0.6212,0.5,0,36,193,53,657,245,651,247
3041,2,0,5,14,0.62,0.6212,0.53,0.0896,36,177,47,871,125,619,212
3042,2,0,5,15,0.64,0.6212,0.41,0,48,179,19,944,167,642,393
3043,2,0,5,16,0.66,0.6212,0.39,0,49,289,67,545,137,660,114
3044,2,0,5,17,0.64,0.6212,0.47,0.1045,17,259,100,601,141,620,239
3045,2,0,5,18,0.62,0.6212,0.5,0.2985,40,274,21,881,89,656,148
3046,2,0,5,19,0.56,0.5303,0.52,0.1343,60,401,23,773,128,739,367
3047,2,0,5,20,0.54,0.5152,0.64,0.1343,28,273,5,579,42,608,415
3048,2,0,5,21,0.54,0.5152,0.6,0,32,234,10,889,23,579,482
3049,2,0,5,22,0.5,0.4848,0.72,0.2537,12,146,17,846,25,510,196
3050,2,0,5,23,0.46,0.4545,0.88,0.2537,12,81,10,674,74,708,201
3051,2,0,5,0,0.46,0.4545,0.88,0.2239,5,44,69,945,61,547,178
3052,2,0,5,1,0.46,0.4545,0.88,0.2239,1,17,11,913,11,654,370
3053,2,0,5,2,0.44,0.4394,0.94,0.194,1,15,72,836,53,735,274
3054,2,0,5,3,0.44,0.4394,0.88,0.1343,0,5,72,970,31,607,419
3055,2,0,5,4,0.42,0.4242,0.94,0,1,6,48,751,37,600,166
3056,2,0,5,5,0.42,0.4242,0.94,0.1343,2,29,20,749,85,715,441
3057,2,0,5,6,0.44,0.4394,0.88,0,9,112,66,851,217,651,362
3058,2,0,5,7,0.46,0.4545,0.88,0.1343,14,297,21,910,97,712,203
3059,2,0,5,8,0.48,0.4697,0.82,0.194,27,421,31,523,141,734,314
3060,2,0,5,9,0.5,0.4848,0.77,0.2836,21,212,88,901,223,678,297
3061,2,0,5,10,0.54,0.5152,0.68,0.2239,28,147,41,872,203,514,451
3062,2,0,5,11,0.58,0.5455,0.6,0.2239,43,179,48,901,149,651,334
3063,2,0,5,12,0.58,0.5455,0.6,0.2239,43,207,88,605,108,727,313
3064,2,0,5,13,0.62,0.6212,0.57,0.2985,48,218,11,739,11,596,210
3065,2,0,5,14,0.62,0.6061,0.61,0.2239,43,191,98,656,145,525,101
3066,2,0,5,15,0.64,0.6212,0.53,0.2537,54,217,84,579,77,595,269
3067,2,0,5,16,0.64,0.6212,0.57,0.2537,50,288,93,774,50,529,165
3068,2,0,5,17,0.64,0.6212,0.57,0.194,54,594,62,652,200,529,8
3069,2,0,5,18,0.62,0.6061,0.69,0.2239,64,527,70,859,210,555,347
3070,2,0,5,19,0.6,0.6061,0.64,0.194,59,364,7,902,211,696,109
3071,2,0,5,20,0.6,0.6061,0.64,0.194,56,276,7,503,94,750,6
3072,2,0,5,21,0.56,0.5303,0.83,0.1343,31,223,20,581,233,519,193
3073,2,0,5,22,0.54,0.5152,0.83,0.194,25,172,30,531,89,606,51
3074,2,0,5,23,0.54,0.5152,0.77,0.194,16,103,82,693,34,678,389
3075,2,0,5,0,0.52,0.5,0.83,0.1642,6,52,11,571,167,645,496
3076,2,0,5,1,0.52,0.5,0.83,0.1642,5,20,96,699,156,527,38
3077,2,0,5,2,0.5,0.4848,0.88,0.1343,3,11,72,942,145,605,435
3078,2,0,5,3,0.5,0.4848,0.88,0.1343,2,4,27,946,201,512,141
3079,2,0,5,4,0.5,0.4848,0.88,0.1642,2,5,90,999,220,538,445
3080,2,0,5,5,0.5,0.4848,0.88,0.194,1,25,59,713,39,720,315
3081,2,0,5,6,0.5,0.4848,0.88,0.1343,6,82,50,716,149,534,484
3082,2,0,5,7,0.5,0.4848,0.88,0.1642,16,157,69,741,146,684,181
3083,2,0,5,8,0.5,0.4848,0.88,0.194,26,387,81,646,189,701,385
3084,2,0,5,9,0.5,0.4848,0.88,0.194,18,233,38,742,227,559,253
3085,2,0,5,10,0.52,0.5,0.83,0.1343,31,130,59,534,189,708,475
3086,2,0,5,11,0.52,0.5,0.83,0.1642,56,146,31,554,7,646,149
3087,2,0,5,12,0.52,0.5,0.88,0.194,53,223,34,543,120,691,400
3088,2,0,5,13,0.52,0.5,0.88,0.3881,69,226,46,737,179,693,229
3089,2,0,5,14,0.52,0.5,0.87,0.2836,70,190,56,599,129,651,156
3090,2,0,5,15,0.52,0.5,0.88,0.1642,56,198,88,682,163,689,275
3091,2,0,5,16,0.52,0.5,0.88,0.1343,44,300,44,899,172,576,44
3092,2,0,5,17,0.52,0.5,0.88,0.1642,62,491,64,669,74,664,1
3093,2,0,5,18,0.52,0.5,0.88,0.1642,39,398,12,844,247,584,428
3094,2,0,5,19,0.52,0.5,0.83,0.194,25,270,64,993,175,730,280
3095,2,0,5,20,0.52,0.5,0.83,0.1343,22,152,36,962,164,725,370
3096,2,0,5,21,0.52,0.5,0.84,0.1642,24,154,61,964,163,655,157
3097,2,0,5,22,0.52,0.5,0.83,0.2239,25,132,86,676,237,696,331
3098,2,0,5,23,0.5,0.4848,0.88,0.1642,31,119,14,856,170,502,108
3099,2,0,5,0,0.5,0.4848,0.88,0.1343,24,102,62,833,16,731,319
3100,2,0,5,1,0.5,0.4848,0.88,0.1343,18,82,67,883,76,546,471
3101,2,0,5,2,0.5,0.4848,0.88,0.1343,15,52,99,974,159,638,364
3102,2,0,5,3,0.5,0.4848,0.88,0.1343,5,35,24,912,37,609,99
3103,2,0,5,4,0.5,0.4848,0.82,0.1642,1,5,67,663,22,563,253
3104,2,0,5,5,0.5,0.4848,0.82,0.1045,7,14,84,821,34,710,422
3105,2,0,5,6,0.5,0.4848,0.88,0.1045,2,11,88,795,182,734,114
3106,2,0,5,7,0.48,0.4697,1,0,4,32,98,544,55,743,2
3107,2,0,5,8,0.5,0.4848,0.94,0,16,88,53,536,220,681,124
3108,2,0,5,9,0.52,0.5,0.94,0.0896,14,100,83,671,95,508,228
3109,2,0,5,10,0.52,0.5,0.94,0.1642,34,167,8,747,92,615,219
3110,2,0,5,11,0.52,0.5,0.94,0.1343,72,279,74,634,179,732,18
3111,2,0,5,12,0.52,0.5,1,0.0896,75,279,6,697,240,582,192
3112,2,0,5,13,0.52,0.5,1,0.0896,68,248,90,885,3,556,263
3113,2,0,5,14,0.54,0.5152,0.94,0.1343,57,216,35,681,209,720,106
3114,2,0,5,15,0.54,0.5152,0.94,0.1642,73,294,8,928,211,594,194
3115,2,0,5,16,0.54,0.5152,0.94,0.194,107,295,22,874,151,590,171
3116,2,0,5,17,0.56,0.5303,0.88,0.194,78,272,8,659,109,556,137
3117,2,0,5,18,0.56,0.5303,0.88,0.2239,88,304,96,738,206,607,390
3118,2,0,5,19,0.54,0.5152,0.94,0.1343,69,248,40,618,186,632,120
3119,2,0,5,20,0.54,0.5152,0.94,0.1343,42,157,14,925,137,500,418
3120,2,0,5,21,0.54,0.5152,0.94,0.2239,15,59,51,681,42,597,312
3121,2,0,5,22,0.54,0.5152,0.94,0.1642,7,26,14,700,66,658,111
3122,2,0,5,23,0.52,0.5,1,0.194,11,44,88,779,35,647,266
3123,2,0,5,0,0.52,0.5,1,0,5,39,93,724,97,511,484
3124,2,0,5,1,0.52,0.5,1,0.1045,4,47,93,942,226,733,211
3125,2,0,5,2,0.52,0.5,1,0.1343,13,50,72,743,47,638,131
3126,2,0,5,3,0.52,0.5,1,0,11,32,71,870,68,659,232
3127,2,0,5,4,0.52,0.5,1,0,5,13,11,677,194,563,232
3128,2,0,5,5,0.52,0.5,1,0.1045,3,14,1,597,45,709,428
3129,2,0,5,6,0.52,0.5,1,0.1343,3,17,53,868,40,524,125
3130,2,0,5,7,0.52,0.5,1,0.1343,4,42,50,698,32,664,166
3131,2,0,5,8,0.54,0.5152,0.94,0.1343,24,70,22,646,215,628,450
3132,2,0,5,9,0.58,0.5455,0.83,0.2537,36,134,54,820,187,571,447
3133,2,0,5,10,0.58,0.5455,0.83,0.2239,73,226,24,688,203,621,496
3134,2,0,5,11,0.6,0.5758,0.78,0.2239,120,322,89,908,248,668,98
3135,2,0,5,12,0.62,0.5909,0.73,0.2985,120,367,47,821,164,696,367
3136,2,0,5,13,0.62,0.5909,0.73,0.2836,195,456,51,615,147,567,212
3137,2,0,5,14,0.64,0.6061,0.73,0.194,183,437,85,526,103,699,335
3138,2,0,5,15,0.66,0.6212,0.69,0.2537,206,459,0,554,92,719,334
3139,2,0,5,16,0.64,0.6061,0.69,0.2537,158,440,19,857,244,588,332
3140,2,0,5,17,0.56,0.5303,0.78,0.3582,137,392,68,837,58,739,483
3141,2,0,5,18,0.56,0.5303,0.78,0.2537,60,237,74,531,5,709,381
3142,2,0,5,19,0.56,0.5303,0.83,0.1045,78,231,6,797,192,652,322
3143,2,0,5,20,0.54,0.5152,0.88,0,53,191,56,774,231,607,414
3144,2,0,5,21,0.54,0.5152,0.88,0,44,151,78,514,67,602,307
3145,2,0,5,22,0.56,0.5303,0.83,0,29,117,50,941,212,631,74
3146,2,0,5,23,0.54,0.5152,0.88,0.2239,18,69,81,881,66,505,391
3147,2,0,5,0,0.52,0.5,0.94,0.1045,17,38,65,504,232,636,324
3148,2,0,5,1,0.52,0.5,0.94,0.1343,6,14,97,702,103,666,479
3149,2,0,5,2,0.5,0.4848,1,0.0896,4,13,19,940,206,536,130
3150,2,0,5,3,0.5,0.4848,0.94,0.1642,1,4,24,948,97,594,417
3151,2,0,5,4,0.5,0.4848,1,0.1343,1,6,63,538,81,619,420
3152,2,0,5,5,0.5,0.4848,0.93,0.194,1,21,85,891,197,615,194
3153,2,0,5,6,0.52,0.5,0.88,0.1642,11,104,93,560,110,652,133
3154,2,0,5,7,0.52,0.5,0.83,0.2836,27,272,35,880,146,730,452
3155,2,0,5,8,0.56,0.5303,0.73,0.2985,28,394,81,881,144,500,39
3156,2,0,5,9,0.6,0.5909,0.69,0.194,38,194,99,973,94,572,466
3157,2,0,5,10,0.62,0.6061,0.65,0.0896,37,112,3,853,6,662,153
3158,2,0,5,11,0.64,0.6212,0.57,0,56,185,39,655,202,526,192
3159,2,0,5,12,0.66,0.6212,0.54,0.0896,72,209,66,522,200,534,221
3160,2,0,5,13,0.68,0.6364,0.51,0,61,214,54,628,83,668,466
3161,2,0,5,14,0.68,0.6364,0.51,0,76,193,19,768,238,614,138
3162,2,0,5,15,0.72,0.6667,0.51,0,55,165,52,840,7,516,378
3163,2,0,5,16,0.6,0.5758,0.78,0.2537,45,226,83,968,74,604,233
3164,2,0,5,17,0.58,0.5455,0.88,0.2239,47,274,17,969,96,720,443
3165,2,0,5,18,0.58,0.5455,0.83,0.194,55,453,72,844,18,547,132
3166,2,0,5,19,0.58,0.5455,0.83,0.2537,36,308,72,547,88,592,462
3167,2,0,5,20,0.58,0.5455,0.83,0,31,198,7,591,165,510,310
3168,2,0,5,21,0.58,0.5455,0.83,0,28,177,50,747,203,675,221
3169,2,0,5,22,0.56,0.5303,0.88,0.0896,22,127,41,501,59,648,390
3170,2,0,5,23,0.56,0.5303,0.88,0.0896,18,57,12,595,17,720,191
3171,2,0,5,0,0.56,0.5303,0.88,0,13,31,90,832,137,576,153
3172,2,0,5,1,0.56,0.5303,0.88,0,7,13,39,926,100,591,423
3173,2,0,5,2,0.56,0.5303,0.88,0,4,8,84,640,10,627,277
3174,2,0,5,3,0.54,0.5152,0.94,0.2537,1,4,61,1000,236,619,435
3175,2,0,5,4,0.54,0.5152,0.94,0.2537,2,4,94,626,233,559,296
3176,2,0,5,5,0.52,0.5,0.94,0.2537,0,22,3,858,16,502,329
3177,2,0,5,6,0.52,0.5,0.94,0.2537,0,49,75,721,201,570,158
3178,2,0,5,7,0.52,0.5,0.94,0.2537,13,151,99,554,225,601,471
3179,2,0,5,8,0.52,0.5,0.94,0.2985,22,347,42,826,74,708,170
3180,2,0,5,9,0.54,0.5152,0.88,0.2537,17,207,55,646,140,572,35
3181,2,0,5,10,0.54,0.5152,0.88,0.2537,31,104,75,851,70,525,185
3182,2,0,5,11,0.56,0.5303,0.83,0.4179,26,130,98,505,160,725,50
3183,2,0,5,12,0.56,0.5303,0.83,0.4179,38,153,52,507,16,666,353
3184,2,0,5,13,0.56,0.5303,0.88,0.3284,31,172,8,743,18,712,473
3185,2,0,5,14,0.62,0.5909,0.73,0.4627,61,184,89,506,194,647,63
3186,2,0,5,15,0.62,0.6061,0.69,0.4478,79,210,50,515,27,718,31
3187,2,0,5,16,0.62,0.6061,0.61,0.3284,73,290,16,944,231,750,397
3188,2,0,5,17,0.62,0.6061,0.65,0.4179,83,604,81,849,213,719,485
3189,2,0,5,18,0.6,0.5909,0.69,0.2985,54,480,8,900,53,600,432
3190,2,0,5,19,0.6,0.5909,0.69,0.2537,51,349,4,568,143,590,163
3191,2,0,5,20,0.58,0.5455,0.83,0.4179,30,283,30,931,72,700,204
3192,2,0,5,21,0.54,0.5152,0.88,0.2537,23,174,32,569,224,574,296
3193,2,0,5,22,0.54,0.5152,0.88,0.2836,12,98,67,601,38,710,187
3194,2,0,5,23,0.54,0.5152,0.88,0.2537,7,56,37,879,39,564,170
3195,2,0,5,0,0.54,0.5152,0.88,0.2239,8,23,9,911,61,660,344
3196,2,0,5,1,0.54,0.5152,0.88,0.2537,3,12,11,587,10,644,427
3197,2,0,5,2,0.52,0.5,0.94,0.2239,1,6,46,586,41,585,218
3198,2,0,5,3,0.52,0.5,0.94,0.2985,6,9,44,810,203,531,214
3199,2,0,5,4,0.52,0.5,0.94,0.2985,1,3,17,666,207,539,115
3200,2,0,5,5,0.52,0.5,1,0.2239,0,9,79,588,28,577,295
3201,2,0,5,6,0.52,0.5,1,0.1343,2,101,60,887,80,546,182
3202,2,0,5,7,0.54,0.5152,0.88,0.194,14,274,13,515,80,579,427
3203,2,0,5,8,0.56,0.5303,0.88,0.2836,25,453,19,686,100,701,66
3204,2,0,5,9,0.56,0.5303,0.83,0.2537,26,202,6,772,119,613,256
3205,2,0,5,10,0.54,0.5152,0.88,0.2836,33,106,37,956,180,609,98
3206,2,0,5,11,0.54,0.5152,0.94,0.0896,6,23,64,529,19,505,422
3207,2,0,5,12,0.56,0.5303,0.94,0.2985,12,54,22,869,240,616,291
3208,2,0,5,13,0.56,0.5303,0.83,0.3284,30,122,45,900,43,580,158
3209,2,0,5,14,0.58,0.5455,0.78,0.2836,44,138,90,642,1,521,81
3210,2,0,5,15,0.6,0.5758,0.78,0.2537,34,167,86,912,191,563,264
3211,2,0,5,16,0.6,0.5909,0.73,0.194,53,294,72,843,151,554,443
3212,2,0,5,17,0.6,0.5909,0.69,0.1343,78,565,17,519,85,506,230
3213,2,0,5,18,0.6,0.5909,0.73,0.2239,58,489,25,921,120,708,315
3214,2,0,5,19,0.56,0.5303,0.88,0.1343,43,331,43,951,187,677,319
3215,2,0,5,20,0.56,0.5303,0.88,0.1343,24,213,45,988,156,516,325
3216,2,0,5,21,0.52,0.5,0.88,0,11,85,88,565,39,575,447
3217,2,0,5,22,0.52,0.5,0.83,0,14,117,32,877,149,655,252
3218,2,0,5,23,0.52,0.5,0.94,0.0896,10,59,16,774,123,562,434
3219,2,0,5,0,0.52,0.5,0.94,0.1045,6,29,85,561,125,695,15
3220,2,0,5,1,0.5,0.4848,0.94,0,2,6,33,757,21,707,232
3221,2,0,5,2,0.5,0.4848,0.94,0,3,15,92,841,107,601,278
3222,2,0,5,3,0.48,0.4697,1,0,1,4,84,737,101,703,164
3223,2,0,5,4,0.48,0.4697,0.94,0,2,5,74,986,161,555,170
3224,2,0,5,5,0.48,0.4697,0.94,0,2,26,93,655,241,729,336
3225,2,0,5,6,0.5,0.4848,0.94,0,17,103,26,939,198,745,99
3226,2,0,5,7,0.5,0.4848,1,0,18,257,83,656,37,711,262
3227,2,0,5,8,0.52,0.5,0.88,0,34,487,93,846,186,672,429
3228,2,0,5,9,0.54,0.5152,0.88,0.0896,40,216,69,528,243,517,224
3229,2,0,5,10,0.54,0.5152,0.83,0,35,130,83,514,14,669,489
3230,2,0,5,11,0.54,0.5152,0.88,0.1642,53,164,23,740,219,551,377
3231,2,0,5,12,0.58,0.5455,0.78,0.1045,38,168,56,579,147,620,295
3232,2,0,5,13,0.58,0.5455,0.64,0.2537,44,183,15,922,198,630,68
3233,2,0,5,14,0.54,0.5152,0.73,0.194,43,180,88,607,250,657,28
3234,2,0,5,15,0.56,0.5303,0.78,0.1642,63,188,88,653,38,557,444
3235,2,0,5,16,0.58,0.5455,0.64,0.194,55,302,28,994,46,623,175
3236,2,0,5,17,0.56,0.5303,0.78,0.1642,60,547,65,686,145,671,152
3237,2,0,5,18,0.6,0.6212,0.55,0.1642,59,513,1,839,213,673,27
3238,2,0,5,19,0.58,0.5455,0.6,0.1343,65,410,31,631,55,649,100
3239,2,0,5,20,0.54,0.5152,0.77,0.2836,46,282,22,568,141,701,135
3240,2,0,5,21,0.54,0.5152,0.77,0.2836,29,209,30,834,53,658,254
3241,2,0,5,22,0.5,0.4848,0.82,0.2985,11,79,90,656,14,580,77
3242,2,0,5,23,0.48,0.4697,0.94,0,9,72,60,735,180,720,379
3243,2,0,5,0,0.46,0.4545,0.94,0.0896,15,48,35,744,42,713,167
3244,2,0,5,1,0.46,0.4545,1,0,8,25,61,966,208,510,393
3245,2,0,5,2,0.44,0.4394,1,0.0896,4,8,83,718,180,587,112
3246,2,0,5,3,0.44,0.4394,1,0,1,5,31,757,32,710,79
3247,2,0,5,4,0.44,0.4394,0.94,0.0896,1,5,13,540,127,554,262
3248,2,0,5,5,0.44,0.4394,0.94,0.1045,0,28,100,604,229,650,152
3249,2,0,5,6,0.46,0.4545,0.88,0.1045,15,117,17,881,241,667,47
3250,2,0,5,7,0.5,0.4848,0.77,0.1642,30,319,43,922,210,588,163
3251,2,0,5,8,0.54,0.5152,0.68,0,41,517,96,712,208,698,207
3252,2,0,5,9,0.54,0.5152,0.68,0.2239,35,234,11,580,49,737,498
3253,2,0,5,10,0.56,0.5303,0.64,0.194,44,148,5,731,85,586,394
3254,2,0,5,11,0.58,0.5455,0.6,0.194,63,196,6,679,250,530,496
3255,2,0,5,12,0.6,0.6212,0.56,0.2537,69,255,66,942,35,503,6
3256,2,0,5,13,0.6,0.6212,0.56,0.2836,60,232,10,756,122,673,264
3257,2,0,5,14,0.62,0.6212,0.53,0.2239,66,197,73,995,62,613,413
3258,2,0,5,15,0.6,0.6212,0.56,0.194,74,242,25,976,21,535,43
3259,2,0,5,16,0.6,0.6212,0.53,0.1642,61,330,41,941,175,633,341
3260,2,0,5,17,0.62,0.6212,0.53,0,71,554,47,501,122,556,440
3261,2,0,5,18,0.6,0.6212,0.56,0.1642,79,473,19,648,62,637,317
3262,2,0,5,19,0.58,0.5455,0.64,0.0896,49,302,35,856,100,590,467
3263,2,0,5,20,0.58,0.5455,0.64,0.1045,40,220,82,567,231,578,118
3264,2,0,5,21,0.56,0.5303,0.64,0.1045,40,195,89,846,48,583,236
3265,2,0,5,22,0.54,0.5152,0.73,0,28,152,77,586,218,614,436
3266,2,0,5,23,0.52,0.5,0.72,0.1642,15,115,79,797,66,516,322
3267,2,0,5,0,0.52,0.5,0.77,0.1045,20,98,0,706,159,512,311
3268,2,0,5,1,0.52,0.5,0.72,0,8,72,70,734,150,505,141
3269,2,0,5,2,0.52,0.5,0.72,0.1045,5,40,10,620,231,674,178
3270,2,0,5,3,0.48,0.4697,0.82,0.1045,7,19,76,872,74,695,491
3271,2,0,5,4,0.46,0.4545,0.88,0.1343,1,7,98,739,120,636,74
3272,2,0,5,5,0.46,0.4545,0.88,0.1045,1,5,78,982,49,612,216
3273,2,0,5,6,0.5,0.4848,0.82,0.1343,6,28,20,549,212,545,217
3274,2,0,5,7,0.54,0.5152,0.73,0.1343,10,43,85,734,108,625,391
3275,2,0,5,8,0.56,0.5303,0.68,0.2836,29,126,82,514,29,538,314
3276,2,0,5,9,0.6,0.6061,0.64,0.2239,60,225,87,785,187,619,333
3277,2,0,5,10,0.62,0.6061,0.61,0.1045,122,323,62,748,166,734,289
3278,2,0,5,11,0.64,0.6212,0.53,0.1343,173,418,22,501,13,515,81
3279,2,0,5,12,0.66,0.6212,0.5,0,222,493,96,634,213,619,244
3280,2,0,5,13,0.7,0.6364,0.45,0,191,462,10,973,234,678,161
3281,2,0,5,14,0.72,0.6515,0.42,0,187,456,76,655,159,624,31
3282,2,0,5,15,0.72,0.6515,0.45,0.2537,232,506,93,917,54,684,139
3283,2,0,5,16,0.72,0.6515,0.39,0.2537,204,471,51,616,222,649,110
3284,2,0,5,17,0.72,0.6515,0.42,0.1642,191,444,39,973,12,632,107
3285,2,0,5,18,0.7,0.6364,0.45,0.1642,191,444,20,955,121,564,133
3286,2,0,5,19,0.68,0.6364,0.47,0.1642,117,301,14,583,102,578,445
3287,2,0,5,20,0.62,0.6061,0.61,0,84,248,36,789,153,513,468
3288,2,0,5,21,0.62,0.6061,0.61,0.1045,77,227,23,684,31,569,70
3289,2,0,5,22,0.6,0.5909,0.69,0.1343,78,204,30,921,140,729,154
3290,2,0,5,23,0.58,0.5455,0.78,0.0896,42,145,26,887,115,552,206
3291,2,0,5,0,0.54,0.5152,0.88,0.1642,31,131,30,783,68,501,428
3292,2,0,5,1,0.52,0.5,0.94,0.1343,17,98,46,976,5,647,207
3293,2,0,5,2,0.52,0.5,0.94,0.1045,18,68,61,832,184,744,40
3294,2,0,5,3,0.5,0.4848,1,0.1045,10,33,79,527,111,687,378
3295,2,0,5,4,0.5,0.4848,1,0,3,12,53,637,149,661,451
3296,2,0,5,5,0.5,0.4848,1,0.1045,1,6,99,501,47,645,383
3297,2,0,5,6,0.52,0.5,0.94,0.1045,5,18,13,718,158,524,77
3298,2,0,5,7,0.54,0.5152,0.88,0.1045,13,40,92,1000,226,708,62
3299,2,0,5,8,0.6,0.5909,0.73,0.0896,29,94,23,703,105,564,2
3300,2,0,5,9,0.62,0.6061,0.69,0.1045,59,189,4,751,78,566,129
3301,2,0,5,10,0.64,0.6061,0.65,0.1343,135,305,71,888,209,661,129
3302,2,0,5,11,0.7,0.6515,0.54,0.194,164,373,56,739,220,728,282
3303,2,0,5,12,0.72,0.6667,0.51,0.194,146,401,51,884,134,525,4
3304,2,0,5,13,0.66,0.6212,0.54,0.2239,180,455,15,816,39,713,475
3305,2,0,5,14,0.62,0.6061,0.69,0.194,125,316,1,980,132,632,175
3306,2,0,5,15,0.66,0.6212,0.61,0.1642,110,331,38,987,204,533,68
3307,2,0,5,16,0.68,0.6364,0.61,0.1343,72,273,86,616,50,520,112
3308,2,0,5,17,0.7,0.6515,0.58,0.2537,93,306,41,866,207,514,48
3309,2,0,5,18,0.66,0.6212,0.61,0.2239,120,358,74,587,115,614,3
3310,2,0,5,19,0.66,0.6212,0.61,0.194,107,300,5,554,126,524,385
3311,2,0,5,20,0.64,0.6061,0.65,0.1642,57,231,37,752,246,651,216
3312,2,0,5,21,0.62,0.5909,0.73,0.194,27,136,70,737,65,585,476
3313,2,0,5,22,0.6,0.5606,0.83,0.1343,35,121,58,888,113,592,451
3314,2,0,5,23,0.58,0.5455,0.83,0.1343,19,65,47,746,49,748,335
3315,2,0,5,0,0.56,0.5303,0.88,0.1343,23,41,44,820,125,620,391
3316,2,0,5,1,0.56,0.5303,0.88,0.1045,4,9,22,594,21,588,397
3317,2,0,5,2,0.56,0.5303,0.88,0.1642,2,5,12,759,227,645,289
3318,2,0,5,3,0.54,0.5152,0.94,0.1642,0,4,43,767,146,530,142
3319,2,0,5,4,0.54,0.5152,0.94,0,2,4,81,699,19,670,459
