instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature1,feature2,feature3,feature4,feature5
1684,1,0,3,18,0.36,0.3333,0.62,0.2985,18,225,88,732,99,643,252
1685,1,0,3,19,0.34,0.3182,0.71,0.2836,14,152,78,883,171,593,423
1686,1,0,3,20,0.34,0.3182,0.71,0.2836,9,88,85,602,76,696,52
1687,1,0,3,21,0.32,0.3333,0.81,0.1045,2,55,75,595,88,711,372
1688,1,0,3,22,0.32,0.3182,0.87,0.1642,1,21,36,570,116,529,268
1689,1,0,3,23,0.32,0.3182,0.87,0.1642,1,18,8,780,157,535,496
1690,1,0,3,0,0.3,0.2879,0.93,0.2537,0,8,53,628,75,587,306
1691,1,0,3,1,0.3,0.2727,1,0.2985,1,3,5,865,93,694,427
1692,1,0,3,3,0.28,0.2727,1,0.2239,1,3,2,773,26,651,493
1693,1,0,3,4,0.3,0.303,0.93,0.1642,0,1,89,944,149,687,222
1694,1,0,3,5,0.3,0.3182,0.93,0.1045,0,3,41,904,33,569,24
1695,1,0,3,6,0.3,0.3182,0.93,0.1045,1,31,74,994,241,563,274
1696,1,0,3,7,0.3,0.2879,0.93,0.194,10,111,94,610,126,616,106
1697,1,0,3,8,0.32,0.3182,0.93,0,26,253,74,904,132,565,398
1698,1,0,3,9,0.32,0.3333,0.93,0.1343,10,154,83,546,53,547,43
1699,1,0,3,10,0.36,0.3485,0.81,0.1642,19,68,24,802,21,607,492
1700,1,0,3,11,0.36,0.3485,0.81,0.1343,13,75,25,551,216,685,208
1701,1,0,3,12,0.4,0.4091,0.71,0.1045,23,88,9,898,118,671,354
1702,1,0,3,13,0.4,0.4091,0.76,0.1343,18,99,45,638,228,735,178
1703,1,0,3,14,0.4,0.4091,0.76,0.2239,33,100,38,595,180,547,16
1704,1,0,3,15,0.4,0.4091,0.76,0.2537,22,101,81,584,157,619,372
1705,1,0,3,16,0.4,0.4091,0.76,0.1642,30,151,60,653,45,558,425
1706,1,0,3,17,0.44,0.4394,0.54,0.2985,37,253,36,933,244,711,208
1707,1,0,3,18,0.44,0.4394,0.54,0.2239,26,237,12,599,23,716,166
1708,1,0,3,19,0.44,0.4394,0.51,0.3284,18,168,38,646,200,605,50
1709,1,0,3,20,0.42,0.4242,0.54,0.2985,10,121,3,697,112,723,240
1710,1,0,3,21,0.42,0.4242,0.58,0.2836,3,78,14,923,30,673,189
1711,1,0,3,22,0.4,0.4091,0.62,0.3881,11,59,46,696,28,703,34
1712,1,0,3,23,0.4,0.4091,0.65,0.194,9,27,55,532,152,629,476
1713,1,0,3,0,0.38,0.3939,0.66,0.2537,4,23,45,661,124,563,229
1714,1,0,3,1,0.36,0.3485,0.71,0.2239,1,12,93,589,214,586,389
1715,1,0,3,2,0.34,0.303,0.71,0.2985,3,8,88,820,248,657,266
1716,1,0,3,3,0.34,0.3333,0.66,0.1642,1,2,3,964,179,548,164
1717,1,0,3,4,0.34,0.3333,0.71,0.194,0,3,93,692,101,531,72
1718,1,0,3,5,0.32,0.3333,0.76,0.1045,0,13,74,598,111,514,216
1719,1,0,3,6,0.32,0.3182,0.76,0.194,4,51,73,577,187,668,392
1720,1,0,3,7,0.32,0.3333,0.76,0.1343,12,140,34,765,35,700,98
1721,1,0,3,8,0.36,0.3485,0.66,0.1343,17,299,46,955,243,711,467
1722,1,0,3,9,0.4,0.4091,0.62,0.2537,23,185,58,989,184,648,147
1723,1,0,3,10,0.44,0.4394,0.54,0.3284,9,78,56,936,249,562,20
1724,1,0,3,11,0.44,0.4394,0.54,0.2836,20,86,14,957,213,549,446
1725,1,0,3,12,0.5,0.4848,0.45,0.2239,24,105,39,831,51,665,389
1726,1,0,3,13,0.52,0.5,0.42,0.0896,26,111,21,574,99,563,321
1727,1,0,3,14,0.5,0.4848,0.45,0.1045,32,119,32,692,215,510,26
1728,1,0,3,15,0.52,0.5,0.42,0.2537,30,125,71,753,116,746,75
1729,1,0,3,16,0.5,0.4848,0.48,0.2836,34,142,13,575,109,704,137
1730,1,0,3,17,0.5,0.4848,0.42,0.194,48,313,42,776,189,578,235
1731,1,0,3,18,0.46,0.4545,0.59,0.1642,50,310,64,554,226,537,211
1732,1,0,3,19,0.44,0.4394,0.58,0.194,18,207,50,703,70,601,63
1733,1,0,3,20,0.42,0.4242,0.67,0.2239,25,137,43,956,158,651,80
1734,1,0,3,21,0.42,0.4242,0.62,0.2239,19,138,31,602,61,520,143
1735,1,0,3,22,0.4,0.4091,0.66,0.2239,17,87,39,609,220,630,270
1736,1,0,3,23,0.42,0.4242,0.62,0.2836,7,50,82,898,129,533,400
1737,1,0,3,0,0.42,0.4242,0.58,0.2836,5,29,77,912,195,537,121
1738,1,0,3,1,0.4,0.4091,0.62,0.2537,4,16,89,803,245,709,54
1739,1,0,3,2,0.4,0.4091,0.62,0.194,5,14,6,924,212,628,469
1740,1,0,3,3,0.36,0.3485,0.71,0.194,1,5,92,785,100,657,313
1741,1,0,3,5,0.38,0.3939,0.66,0.1642,2,10,70,789,71,702,217
1742,1,0,3,6,0.4,0.4091,0.66,0.194,1,36,72,614,109,596,219
1743,1,0,3,7,0.4,0.4091,0.66,0.194,11,123,73,863,103,623,400
1744,1,0,3,8,0.42,0.4242,0.67,0.2537,24,280,5,731,228,745,53
1745,1,0,3,9,0.46,0.4545,0.63,0.2239,18,210,1,565,54,509,432
1746,1,0,3,10,0.52,0.5,0.53,0.2836,43,117,74,926,72,693,247
1747,1,0,3,11,0.54,0.5152,0.52,0.2836,55,159,55,609,238,688,76
1748,1,0,3,12,0.56,0.5303,0.49,0.3582,72,195,61,639,230,624,426
1749,1,0,3,13,0.64,0.6212,0.41,0.2836,57,175,13,625,10,509,226
1750,1,0,3,14,0.66,0.6212,0.39,0.2537,71,174,74,592,231,618,207
1751,1,0,3,15,0.68,0.6364,0.39,0.3582,62,173,53,503,117,564,4
1752,1,0,3,16,0.68,0.6364,0.39,0.2836,67,204,4,917,168,572,53
1753,1,0,3,17,0.7,0.6364,0.37,0.3284,95,332,82,892,63,593,265
1754,1,0,3,18,0.68,0.6364,0.39,0.1642,84,331,84,643,39,671,75
1755,1,0,3,19,0.66,0.6212,0.44,0.1343,58,190,16,732,230,750,396
1756,1,0,3,20,0.62,0.6212,0.46,0.1343,46,149,23,845,120,714,496
1757,1,0,3,21,0.62,0.6212,0.46,0.1045,22,113,2,872,103,598,453
1758,1,0,3,22,0.62,0.6212,0.5,0.1642,55,118,87,948,108,629,122
1759,1,0,3,23,0.6,0.6212,0.53,0.2239,26,86,36,636,110,611,117
1760,1,0,3,0,0.6,0.6212,0.53,0.2537,26,76,39,943,184,640,453
1761,1,0,3,1,0.58,0.5455,0.46,0.3582,16,51,22,616,85,665,458
1762,1,0,3,2,0.56,0.5303,0.43,0.2239,5,25,94,938,160,568,122
1763,1,0,3,3,0.54,0.5152,0.39,0.3284,1,8,15,968,33,542,129
1764,1,0,3,4,0.52,0.5,0.34,0.4179,1,3,3,590,72,648,484
1765,1,0,3,5,0.52,0.5,0.34,0.4179,0,2,12,610,215,707,84
1766,1,0,3,6,0.44,0.4394,0.44,0.4179,0,10,27,635,39,610,40
1767,1,0,3,7,0.4,0.4091,0.5,0.3284,4,13,25,571,151,632,70
1768,1,0,3,8,0.42,0.4242,0.47,0.4925,11,48,10,638,143,684,155
1769,1,0,3,9,0.42,0.4242,0.44,0.4627,35,76,100,706,198,691,424
1770,1,0,3,10,0.44,0.4394,0.38,0.4179,55,140,70,684,109,692,398
1771,1,0,3,11,0.46,0.4545,0.36,0.4478,90,196,19,848,167,664,211
1772,1,0,3,12,0.46,0.4545,0.33,0.4179,126,267,76,777,88,726,492
1773,1,0,3,13,0.5,0.4848,0.34,0.4627,174,301,16,880,92,734,311
1774,1,0,3,14,0.5,0.4848,0.31,0.4925,168,312,84,798,44,710,498
1775,1,0,3,15,0.5,0.4848,0.29,0.4179,170,313,28,563,192,731,469
1776,1,0,3,16,0.5,0.4848,0.31,0.3881,175,304,25,860,6,642,125
1777,1,0,3,17,0.48,0.4697,0.31,0.3284,138,278,50,901,250,620,341
1778,1,0,3,18,0.46,0.4545,0.31,0.3284,92,217,19,977,178,679,134
1779,1,0,3,19,0.44,0.4394,0.33,0.2836,38,154,39,608,71,596,103
1780,1,0,3,20,0.42,0.4242,0.35,0.2239,39,108,29,774,185,547,446
1781,1,0,3,21,0.4,0.4091,0.37,0.2985,20,93,75,520,184,711,23
1782,1,0,3,22,0.4,0.4091,0.37,0.3284,27,72,74,864,108,674,13
1783,1,0,3,23,0.38,0.3939,0.4,0.2985,13,50,100,927,147,739,41
1784,1,0,3,0,0.34,0.303,0.49,0.4179,7,40,22,969,232,622,148
1785,1,0,3,1,0.32,0.2879,0.53,0.3582,2,24,28,973,131,641,196
1786,1,0,3,2,0.3,0.2879,0.52,0.2836,6,30,1,580,199,600,369
1787,1,0,3,3,0.28,0.2727,0.56,0.2537,1,12,51,529,76,574,244
1788,1,0,3,4,0.26,0.2576,0.56,0.2239,2,3,11,731,11,719,353
1789,1,0,3,5,0.26,0.2576,0.6,0.194,3,9,7,908,50,698,0
1790,1,0,3,6,0.26,0.2576,0.6,0.2239,1,4,66,907,187,544,329
1791,1,0,3,7,0.24,0.2273,0.6,0.2239,5,14,70,636,171,672,234
1792,1,0,3,8,0.28,0.2727,0.56,0.1642,7,37,17,765,53,581,417
1793,1,0,3,9,0.3,0.303,0.52,0.1343,35,78,48,913,142,529,64
1794,1,0,3,10,0.32,0.3485,0.45,0,55,136,32,691,97,568,403
1795,1,0,3,11,0.34,0.3485,0.39,0.1045,92,203,86,522,44,660,422
1796,1,0,3,12,0.36,0.3636,0.4,0.1045,120,228,36,548,108,572,444
1797,1,0,3,13,0.38,0.3939,0.34,0,88,203,46,643,232,605,400
1798,1,0,3,14,0.4,0.4091,0.3,0,145,279,69,646,73,745,419
1799,1,0,3,15,0.4,0.4091,0.32,0.0896,172,308,70,883,31,565,29
1800,1,0,3,16,0.42,0.4242,0.32,0,92,224,81,952,128,665,122
1801,1,0,3,17,0.4,0.4091,0.35,0.2836,83,226,45,943,57,644,420
1802,1,0,3,18,0.38,0.3939,0.4,0.3582,58,156,60,550,23,599,262
1803,1,0,3,19,0.36,0.3333,0.43,0.2836,21,79,24,842,0,691,8
1804,1,0,3,20,0.36,0.3333,0.46,0.2836,21,67,45,816,18,616,191
1805,1,0,3,21,0.34,0.3182,0.53,0.2836,10,49,70,628,111,708,485
1806,1,0,3,22,0.34,0.303,0.53,0.3284,8,38,78,741,29,690,447
1807,1,0,3,23,0.34,0.303,0.61,0.3881,13,24,71,531,157,588,52
1808,2,0,3,0,0.34,0.303,0.66,0.3881,2,13,50,964,184,694,433
1809,2,0,3,1,0.34,0.303,0.71,0.3881,1,7,7,948,109,523,37
1810,2,0,3,2,0.34,0.303,0.71,0.3284,1,6,13,669,120,719,453
1811,2,0,3,3,0.34,0.303,0.71,0.3284,0,1,79,812,135,750,479
1812,2,0,3,5,0.32,0.303,0.81,0.2985,1,2,20,546,246,576,149
1813,2,0,3,6,0.32,0.303,0.76,0.2537,2,32,90,956,67,599,238
1814,2,0,3,7,0.3,0.2727,0.87,0.4179,3,18,79,996,247,572,118
1815,2,0,3,8,0.3,0.2727,0.87,0.4179,3,98,50,615,236,667,414
1816,2,0,3,9,0.34,0.303,0.81,0.3284,12,127,79,965,143,630,202
1817,2,0,3,10,0.38,0.3939,0.76,0.3881,17,62,38,522,4,639,354
1818,2,0,3,11,0.42,0.4242,0.71,0.2985,32,79,4,719,149,736,478
1819,2,0,3,12,0.44,0.4394,0.77,0.2537,25,81,92,863,223,696,124
1820,2,0,3,13,0.5,0.4848,0.63,0.2239,35,112,82,830,176,576,234
1821,2,0,3,14,0.54,0.5152,0.64,0.2239,36,101,53,937,64,621,12
1822,2,0,3,15,0.56,0.5303,0.6,0.2239,41,107,56,992,37,653,405
1823,2,0,3,16,0.54,0.5152,0.64,0.2836,29,141,62,933,46,640,77
1824,2,0,3,17,0.54,0.5152,0.64,0.2537,41,272,79,925,188,736,325
1825,2,0,3,18,0.52,0.5,0.72,0.2239,44,276,82,667,104,747,466
1826,2,0,3,19,0.58,0.5455,0.6,0.4179,22,221,12,891,128,532,407
1827,2,0,3,20,0.56,0.5303,0.64,0.194,16,122,76,832,105,694,64
1828,2,0,3,21,0.46,0.4545,0.94,0.194,12,91,93,708,101,509,89
1829,2,0,3,22,0.46,0.4545,0.88,0.2239,18,78,1,607,124,687,434
1830,2,0,3,23,0.46,0.4545,0.88,0.0896,8,30,7,565,11,624,488
1831,2,0,3,0,0.46,0.4545,0.88,0.194,4,11,85,879,156,700,122
1832,2,0,3,1,0.42,0.4242,1,0.1343,6,19,41,835,148,617,414
1833,2,0,3,2,0.44,0.4394,0.94,0.0896,0,1,65,583,111,644,500
1834,2,0,3,3,0.44,0.4394,0.82,0.2239,3,5,65,684,249,713,366
1835,2,0,3,4,0.42,0.4242,0.82,0.1642,0,1,24,916,27,691,469
1836,2,0,3,5,0.4,0.4091,0.87,0.1343,1,12,13,769,18,666,146
1837,2,0,3,6,0.4,0.4091,0.87,0.2537,2,60,5,850,241,544,41
1838,2,0,3,7,0.4,0.4091,0.76,0.1045,4,136,6,676,35,569,301
1839,2,0,3,8,0.4,0.4091,0.58,0.2985,24,336,5,511,209,628,20
1840,2,0,3,9,0.4,0.4091,0.58,0.4627,19,178,89,844,130,627,135
1841,2,0,3,10,0.44,0.4394,0.54,0.2985,29,124,48,898,217,520,3
1842,2,0,3,11,0.44,0.4394,0.51,0.3284,22,86,2,548,131,700,244
1843,2,0,3,12,0.46,0.4545,0.47,0.2537,35,121,41,798,238,576,141
1844,2,0,3,13,0.5,0.4848,0.45,0.2239,21,106,66,508,117,675,491
1845,2,0,3,14,0.5,0.4848,0.42,0.3284,30,101,83,638,135,713,417
1846,2,0,3,15,0.5,0.4848,0.42,0.2239,55,134,39,830,117,697,318
1847,2,0,3,16,0.5,0.4848,0.42,0.1045,40,165,56,574,36,632,208
1848,2,0,3,17,0.5,0.4848,0.42,0.1045,42,307,35,789,24,639,233
1849,2,0,3,18,0.48,0.4697,0.44,0.0896,41,312,17,976,191,541,17
1850,2,0,3,19,0.44,0.4394,0.54,0.2537,22,164,62,911,79,581,124
1851,2,0,3,20,0.44,0.4394,0.54,0.3582,19,135,10,699,112,657,279
1852,2,0,3,21,0.42,0.4242,0.54,0.2836,24,87,12,938,42,746,300
1853,2,0,3,22,0.4,0.4091,0.58,0.2537,13,70,14,723,208,506,261
1854,2,0,3,23,0.4,0.4091,0.58,0.2537,4,32,4,613,14,556,28
1855,2,0,3,0,0.36,0.3485,0.71,0.2239,3,11,67,659,214,591,118
1856,2,0,3,1,0.34,0.3182,0.76,0.2239,0,7,38,702,180,627,235
1857,2,0,3,2,0.34,0.3182,0.76,0.2239,1,2,77,916,64,592,434
1858,2,0,3,3,0.34,0.3182,0.76,0.2537,0,3,74,695,21,722,476
1859,2,0,3,5,0.32,0.3182,0.87,0.194,0,10,67,847,90,622,354
1860,2,0,3,6,0.34,0.3182,0.87,0.2537,1,44,54,971,165,743,295
1861,2,0,3,7,0.32,0.303,0.93,0.2239,7,118,13,939,22,597,211
1862,2,0,3,8,0.32,0.3182,0.87,0.194,14,261,40,917,234,544,280
1863,2,0,3,9,0.32,0.303,0.81,0.2537,8,182,22,748,126,736,481
1864,2,0,3,10,0.34,0.3182,0.81,0.2836,15,75,19,763,213,742,26
1865,2,0,3,11,0.34,0.3333,0.87,0.194,18,71,55,615,23,738,371
1866,2,0,3,12,0.34,0.3182,0.87,0.2239,14,87,35,845,137,642,321
1867,2,0,3,13,0.34,0.3333,0.87,0.1343,14,108,11,974,159,742,377
1868,2,0,3,14,0.36,0.3636,0.87,0.1045,13,84,76,929,37,678,252
1869,2,0,3,15,0.38,0.3939,0.82,0.2239,11,85,12,970,84,514,342
1870,2,0,3,16,0.4,0.4091,0.76,0.2239,13,136,6,562,18,636,11
1871,2,0,3,17,0.4,0.4091,0.76,0.2239,28,273,42,863,205,638,192
1872,2,0,3,18,0.38,0.3939,0.82,0.2537,20,238,67,773,173,510,333
1873,2,0,3,19,0.38,0.3939,0.82,0.2537,12,159,16,819,182,632,360
1874,2,0,3,20,0.36,0.303,0.87,0.6418,3,75,50,571,70,704,310
1875,2,0,3,21,0.32,0.2879,1,0.4179,0,22,37,529,156,593,50
1876,2,0,3,22,0.32,0.3182,0.93,0.1642,6,44,67,812,186,566,142
1877,2,0,3,23,0.32,0.3333,0.9,0,2,26,84,707,22,634,462
1878,2,0,3,0,0.32,0.303,0.93,0.2239,0,11,96,719,188,733,211
1879,2,0,3,1,0.3,0.2879,1,0.2239,0,3,65,744,34,525,361
1880,2,0,3,2,0.3,0.2879,1,0.2537,0,6,4,913,76,650,362
1881,2,0,3,3,0.28,0.2727,1,0.194,1,1,18,846,245,618,235
1882,2,0,3,4,0.28,0.2727,1,0.194,0,1,21,843,93,726,16
1883,2,0,3,5,0.28,0.2727,0.93,0.2239,1,9,18,647,206,566,18
1884,2,0,3,6,0.28,0.2727,0.93,0.2239,0,41,81,892,194,654,204
1885,2,0,3,7,0.26,0.2576,1,0.2239,2,108,62,879,184,504,327
1886,2,0,3,8,0.26,0.2273,1,0.2985,4,124,69,533,181,741,372
1887,2,0,3,9,0.26,0.2576,0.93,0.2239,3,97,51,981,44,713,417
1888,2,0,3,10,0.26,0.2273,0.93,0.3284,10,65,14,637,37,554,229
1889,2,0,3,11,0.3,0.2727,0.81,0.2985,10,71,89,821,64,719,167
1890,2,0,3,12,0.3,0.2727,0.7,0.3284,12,94,47,944,94,727,380
1891,2,0,3,13,0.32,0.303,0.7,0.2239,11,101,78,537,227,551,52
1892,2,0,3,14,0.3,0.303,0.7,0.1343,17,83,47,851,96,554,102
1893,2,0,3,15,0.3,0.2879,0.7,0.2537,13,90,69,761,100,613,92
1894,2,0,3,16,0.3,0.2879,0.65,0.2239,6,84,87,529,16,559,157
1895,2,0,3,17,0.3,0.2879,0.7,0.2239,12,233,28,790,199,582,367
1896,2,0,3,18,0.3,0.2727,0.61,0.2985,17,214,81,639,96,504,131
1897,2,0,3,19,0.3,0.2727,0.56,0.3881,16,138,28,846,212,607,481
1898,2,0,3,20,0.28,0.2576,0.61,0.2836,8,118,83,932,62,640,237
1899,2,0,3,21,0.26,0.2576,0.65,0.2239,11,78,61,871,17,544,447
1900,2,0,3,22,0.26,0.2576,0.65,0.1642,3,62,50,662,40,613,11
1901,2,0,3,23,0.24,0.2273,0.65,0.194,9,33,73,893,39,638,23
1902,2,0,3,0,0.24,0.2273,0.6,0.194,1,18,42,962,104,673,178
1903,2,0,3,1,0.2,0.2121,0.69,0.1642,0,5,30,921,69,629,330
1904,2,0,3,2,0.2,0.197,0.69,0.2239,0,5,1,820,8,503,99
1905,2,0,3,3,0.2,0.2273,0.69,0.1045,0,2,96,574,125,545,488
1906,2,0,3,4,0.18,0.2121,0.74,0.1045,3,5,90,616,12,692,261
1907,2,0,3,5,0.18,0.197,0.74,0.1642,0,9,2,981,188,678,352
1908,2,0,3,6,0.18,0.1818,0.74,0.2239,0,32,72,823,200,734,411
1909,2,0,3,7,0.2,0.1818,0.59,0.3582,4,104,24,522,196,666,21
1910,2,0,3,8,0.22,0.2121,0.51,0.2836,9,237,18,764,144,697,431
1911,2,0,3,9,0.24,0.2121,0.48,0.2985,16,166,59,875,68,651,353
1912,2,0,3,10,0.26,0.2576,0.48,0,15,68,82,628,230,743,19
1913,2,0,3,11,0.3,0.2879,0.45,0.2836,17,75,97,936,190,519,261
1914,2,0,3,12,0.32,0.303,0.42,0.2537,37,145,19,951,236,663,422
1915,2,0,3,13,0.32,0.3182,0.39,0.194,34,138,62,846,52,619,266
1916,2,0,3,14,0.36,0.3333,0.32,0.3284,30,133,98,939,138,532,214
1917,2,0,3,15,0.34,0.3182,0.36,0.2537,43,122,88,577,193,564,119
1918,2,0,3,16,0.34,0.303,0.34,0.2985,23,150,57,565,99,591,267
1919,2,0,3,17,0.32,0.2879,0.36,0.3582,23,225,98,565,242,666,363
1920,2,0,3,18,0.3,0.2879,0.39,0.2537,8,198,27,959,25,540,268
1921,2,0,3,19,0.3,0.2879,0.36,0.2836,9,135,7,965,126,549,275
1922,2,0,3,20,0.3,0.303,0.39,0.1343,6,81,5,861,160,748,220
1923,2,0,3,21,0.3,0.303,0.39,0.1642,11,75,99,727,18,531,187
1924,2,0,3,22,0.28,0.2576,0.38,0.3284,3,43,1,523,44,666,354
1925,2,0,3,23,0.26,0.2424,0.38,0.2836,8,39,73,905,94,646,491
1926,2,0,3,0,0.26,0.2424,0.38,0.2836,3,28,67,601,160,504,265
1927,2,0,3,1,0.26,0.2273,0.38,0.2985,3,27,47,525,238,725,192
1928,2,0,3,2,0.22,0.2121,0.44,0.2239,4,25,12,996,59,529,261
1929,2,0,3,3,0.2,0.197,0.47,0.194,2,9,35,559,206,693,270
1930,2,0,3,4,0.22,0.2121,0.44,0.2239,2,6,34,687,167,595,188
1931,2,0,3,5,0.2,0.197,0.51,0.194,0,8,60,607,136,721,422
1932,2,0,3,6,0.18,0.1818,0.55,0.194,2,10,17,963,249,578,375
1933,2,0,3,7,0.2,0.197,0.51,0.194,18,41,74,802,42,747,147
1934,2,0,3,8,0.22,0.2273,0.44,0.1343,24,66,37,574,230,596,289
1935,2,0,3,9,0.24,0.2424,0.41,0.1343,32,100,2,587,44,587,122
1936,2,0,3,10,0.26,0.2576,0.41,0.1642,32,125,71,803,121,511,373
1937,2,0,3,11,0.28,0.2727,0.38,0.1642,75,168,35,616,83,523,28
1938,2,0,3,12,0.3,0.2879,0.36,0.194,98,227,52,809,227,725,378
1939,2,0,3,13,0.32,0.303,0.33,0.2239,94,239,55,583,243,703,194
1940,2,0,3,14,0.34,0.3182,0.29,0.2239,93,216,56,948,246,589,385
1941,2,0,3,15,0.34,0.3333,0.29,0.194,110,219,22,614,0,610,453
1942,2,0,3,16,0.34,0.3333,0.23,0.194,118,248,33,663,156,715,228
1943,2,0,3,17,0.32,0.303,0.24,0.2239,102,203,4,897,166,531,373
1944,2,0,3,18,0.32,0.3182,0.21,0.1642,64,153,58,894,166,630,58
1945,2,0,3,19,0.28,0.2727,0.45,0.2537,45,138,18,660,9,603,240
1946,2,0,3,20,0.28,0.2727,0.45,0.2537,18,85,35,814,27,545,301
1947,2,0,3,21,0.26,0.2576,0.44,0.194,15,51,59,525,2,565,181
1948,2,0,3,22,0.28,0.2727,0.41,0.2239,17,63,8,847,88,589,327
1949,2,0,3,23,0.26,0.2424,0.44,0.2836,10,41,40,518,203,526,249
1950,2,0,3,0,0.26,0.2576,0.41,0.1642,5,31,62,647,226,658,18
1951,2,0,3,1,0.24,0.2273,0.52,0.194,3,20,78,791,100,690,497
1952,2,0,3,2,0.22,0.2273,0.55,0.194,6,21,28,864,206,668,269
1953,2,0,3,3,0.2,0.197,0.69,0.2239,0,14,62,657,36,546,113
1954,2,0,3,4,0.18,0.197,0.74,0.1642,1,6,48,930,10,594,92
1955,2,0,3,6,0.16,0.1818,0.86,0.1343,0,2,85,953,96,639,408
1956,2,0,3,7,0.16,0.1667,0.86,0.1642,0,7,89,872,148,517,311
1957,2,0,3,8,0.2,0.197,0.69,0.2239,6,14,81,743,208,603,376
1958,2,0,3,9,0.22,0.2273,0.55,0.1343,17,54,43,678,60,735,272
1959,2,0,3,10,0.22,0.2121,0.55,0.2239,27,86,1,730,20,641,335
1960,2,0,3,11,0.24,0.2424,0.48,0.1642,23,108,43,529,169,639,151
1961,2,0,3,12,0.26,0.2576,0.44,0.2239,43,163,50,722,176,588,202
1962,2,0,3,13,0.3,0.2879,0.39,0.2239,47,147,94,824,151,737,427
1963,2,0,3,14,0.32,0.3182,0.36,0.1642,61,164,88,986,165,565,392
1964,2,0,3,15,0.32,0.303,0.36,0.2836,61,172,40,796,246,538,42
1965,2,0,3,16,0.34,0.3333,0.34,0,45,143,25,891,78,551,193
1966,2,0,3,17,0.32,0.303,0.31,0.2537,50,159,29,748,48,584,496
1967,2,0,3,18,0.3,0.2879,0.33,0.194,32,137,26,741,169,709,413
1968,2,0,3,19,0.3,0.2879,0.31,0.2239,23,103,65,774,38,569,182
1969,2,0,3,20,0.28,0.2727,0.36,0.1642,7,57,97,502,81,523,59
1970,2,0,3,21,0.26,0.2576,0.41,0.1642,7,36,23,773,182,628,188
1971,2,0,3,22,0.26,0.2576,0.41,0.1642,5,30,17,592,210,620,310
1972,2,0,3,23,0.26,0.2576,0.44,0.194,3,19,79,868,247,578,243
1973,2,0,3,0,0.22,0.2273,0.55,0.194,1,12,27,978,83,503,322
1974,2,0,3,1,0.22,0.2273,0.44,0.194,2,6,38,708,15,544,490
1975,2,0,3,2,0.22,0.2273,0.44,0.1642,0,5,59,661,62,693,160
1976,2,0,3,3,0.22,0.2273,0.44,0.1642,0,2,60,878,127,721,179
1977,2,0,3,5,0.18,0.1818,0.43,0.194,0,8,0,834,24,600,55
1978,2,0,3,6,0.18,0.1667,0.34,0.2836,0,40,28,714,143,728,425
1979,2,0,3,7,0.2,0.1818,0.32,0.3284,6,110,70,565,96,618,465
1980,2,0,3,8,0.2,0.197,0.34,0.2239,15,254,37,849,160,592,464
1981,2,0,3,9,0.22,0.2121,0.32,0.2239,12,121,60,866,134,698,169
1982,2,0,3,10,0.24,0.2273,0.3,0.194,22,69,41,598,124,512,299
1983,2,0,3,11,0.26,0.2424,0.3,0.2836,18,57,68,833,82,668,220
1984,2,0,3,12,0.26,0.2727,0.25,0,8,79,69,804,176,664,185
1985,2,0,3,13,0.3,0.2879,0.24,0.2239,14,83,58,743,28,595,166
1986,2,0,3,14,0.32,0.303,0.22,0.2239,15,80,80,946,29,706,77
1987,2,0,3,15,0.32,0.303,0.24,0.2836,19,72,59,989,198,657,451
1988,2,0,3,16,0.34,0.3182,0.23,0.2239,15,132,29,512,84,735,454
1989,2,0,3,17,0.34,0.303,0.23,0.2985,25,252,71,552,84,544,476
1990,2,0,3,18,0.32,0.303,0.21,0.2836,21,241,87,877,16,632,147
1991,2,0,3,19,0.3,0.303,0.22,0.1343,17,173,12,812,11,520,470
1992,2,0,3,20,0.32,0.3333,0.22,0.1045,5,112,0,921,229,611,115
1993,2,0,3,21,0.32,0.3333,0.21,0.1343,6,61,31,588,29,594,438
1994,2,0,3,22,0.3,0.2879,0.22,0.2239,0,40,38,732,147,681,324
1995,2,0,3,23,0.28,0.2576,0.24,0.2985,1,19,42,814,42,710,73
1996,2,0,3,0,0.26,0.2273,0.28,0.3284,1,16,43,924,143,621,338
1997,2,0,3,1,0.24,0.2121,0.32,0.2985,0,4,12,873,7,552,123
1998,2,0,3,2,0.24,0.2121,0.32,0.2985,0,3,17,632,188,725,218
1999,2,0,3,3,0.24,0.2121,0.32,0.2985,2,3,91,667,100,659,287
2000,2,0,3,4,0.2,0.2121,0.44,0.1642,1,2,71,611,94,544,236
2001,2,0,3,5,0.22,0.2121,0.37,0.2537,0,8,52,856,164,535,323
2002,2,0,3,6,0.22,0.2121,0.41,0.2985,4,50,77,557,95,611,307
2003,2,0,3,7,0.22,0.197,0.41,0.3582,5,133,10,501,144,725,402
2004,2,0,3,8,0.24,0.2121,0.35,0.3582,19,287,95,839,250,506,442
2005,2,0,3,9,0.28,0.2576,0.28,0.3881,16,172,75,676,155,687,30
2006,2,0,3,10,0.3,0.2727,0.24,0.2985,13,59,10,692,78,668,273
2007,2,0,3,11,0.34,0.303,0.25,0.3881,18,81,72,607,85,669,10
2008,2,0,3,12,0.34,0.3333,0.25,0.1642,29,106,80,693,102,680,408
2009,2,0,3,13,0.34,0.303,0.25,0.2985,24,104,60,567,152,538,84
2010,2,0,3,14,0.36,0.3333,0.25,0.2537,20,86,86,994,6,644,361
