instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature_y_4,feature_y_4,feature_y_4,feature_y_4
2453,2,0,4,2,0.4,0.4091,0.62,0.194,4,29,71,24389.0,0.5125433048899948,0.6849726394545778
2454,2,0,4,3,0.4,0.4091,0.66,0.1343,12,25,62,15625.0,3.8340720458680737,0.2849338062760266
2455,2,0,4,4,0.36,0.3636,0.76,0.1045,2,7,39,343.0,0.5092180208714154,0.8438377837054513
2456,2,0,4,5,0.36,0.3485,0.71,0.1642,2,3,44,27.0,0.9826059824898337,0.2921388087338362
2457,2,0,4,6,0.36,0.3182,0.66,0.4478,3,8,59,512.0,0.6109713317819904,0.996833390848202
2458,2,0,4,7,0.36,0.3333,0.5,0.3582,2,16,98,4096.0,2.3440166611427986,0.803990613485849
2459,2,0,4,8,0.38,0.3939,0.46,0.3881,7,43,31,79507.0,1.6779583343684343,0.9102631815448695
2460,2,0,4,9,0.4,0.4091,0.43,0.2836,31,102,47,1061208.0,0.8900177298266997,0.99997383432357
2461,2,0,4,10,0.42,0.4242,0.44,0.4478,91,211,48,9393931.0,4.315081398019611,0.9435866884534224
2462,2,0,4,11,0.46,0.4545,0.41,0.4179,119,304,58,28094464.0,0.5017882105819239,0.42075445883707624
2463,2,0,4,12,0.46,0.4545,0.38,0.3881,167,354,91,44361864.0,0.9041693413125955,0.9306307013057421
2464,2,0,4,13,0.5,0.4848,0.34,0.3881,181,343,99,40353607.0,1260.7704250424647,0.9870536049787213
2465,2,0,4,14,0.52,0.5,0.34,0.3881,170,361,20,47045881.0,0.5227541141700891,0.9965296987813744
2466,2,0,4,15,0.54,0.5152,0.32,0.5224,179,388,87,58411072.0,5.612234025512922,0.5363391715929088
2467,2,0,4,16,0.54,0.5152,0.3,0.3582,161,343,69,40353607.0,1.129668825806919,0.9870536049787213
2468,2,0,4,17,0.56,0.5303,0.3,0.4478,143,306,39,28652616.0,0.5092180208714154,0.9809857033572148
2469,2,0,4,18,0.56,0.5303,0.3,0.3881,102,277,82,21253933.0,0.7614819393063025,0.999833305237887
2470,2,0,4,19,0.56,0.5303,0.3,0.2985,75,210,20,9261000.0,0.5227541141700891,0.8993339484284346
2471,2,0,4,20,0.52,0.5,0.36,0.194,44,141,49,2803221.0,21.622861843277043,0.991082178760796
2472,2,0,4,21,0.5,0.4848,0.42,0.194,13,83,93,571787.0,19.33568064408107,0.14123908682440878
2473,2,0,4,22,0.5,0.4848,0.39,0.1045,21,70,77,343000.0,0.5001199891426975,0.610518630276102
2474,2,0,4,23,0.44,0.4394,0.67,0.1642,19,56,49,175616.0,21.622861843277043,0.5647514096712039
2475,2,0,4,0,0.46,0.4545,0.47,0.0896,15,39,22,59319.0,1.0089303546212294,0.8512229700846954
2476,2,0,4,1,0.46,0.4545,0.47,0.1343,11,19,72,6859.0,0.7975605094780727,0.6190709191736287
2477,2,0,4,2,0.42,0.4242,0.67,0.1045,14,16,37,4096.0,2.8053491651647224,0.803990613485849
2478,2,0,4,3,0.42,0.4242,0.62,0.1045,6,7,5,343.0,24.34527915938213,0.8438377837054513
2479,2,0,4,4,0.4,0.4091,0.87,0.1642,2,6,94,216.0,1.3249455192268595,0.7179850839697136
2480,2,0,4,5,0.4,0.4091,0.76,0.0896,0,16,40,4096.0,0.573028742574676,0.803990613485849
2481,2,0,4,6,0.4,0.4091,0.82,0,3,54,46,157464.0,0.5258208681509198,0.4598085148240586
2482,2,0,4,7,0.46,0.4545,0.63,0,12,168,65,4741632.0,0.5473967051355444,0.47556010155415585
2483,2,0,4,8,0.46,0.4545,0.63,0,20,297,57,26198073.0,0.696298942266857,0.4111267491945414
2484,2,0,4,9,0.5,0.4848,0.55,0.1045,37,169,91,4826809.0,0.9041693413125955,0.9972942925625753
2485,2,0,4,10,0.52,0.5,0.55,0.1045,41,109,0,1295029.0,1.0,0.10534506319755418
2486,2,0,4,11,0.54,0.5152,0.52,0.0896,36,123,73,1860867.0,3.0937909668046757,0.4173093082358627
2487,2,0,4,12,0.56,0.5303,0.49,0.0896,60,184,79,6229504.0,1.798925688187395,0.6109726389893331
2488,2,0,4,13,0.56,0.5303,0.49,0.1642,41,169,24,4826809.0,10.590792759495987,0.9972942925625753
2489,2,0,4,14,0.58,0.5455,0.49,0.194,49,144,0,2985984.0,1.0,0.7559266956711541
2490,2,0,4,15,0.6,0.6212,0.43,0.194,64,176,97,5451776.0,0.7248437158702044,0.812585191456167
2491,2,0,4,16,0.6,0.6212,0.46,0.2836,40,205,61,8615125.0,29.513995986914356,0.130913041587393
2492,2,0,4,17,0.58,0.5455,0.49,0.2836,66,428,72,78402752.0,0.7975605094780727,0.9788285605651477
2493,2,0,4,18,0.64,0.6212,0.31,0.3582,41,362,71,47437928.0,0.5125433048899948,0.11761583975133932
2494,2,0,4,19,0.56,0.5303,0.46,0.2537,42,286,86,23393656.0,13.064798934155936,0.9977793144762936
2495,2,0,4,20,0.6,0.6212,0.33,0.2985,29,165,27,4492125.0,0.5111492047520422,0.8043259105076709
2496,2,0,4,21,0.56,0.5303,0.37,0.2836,20,151,31,3442951.0,1.6779583343684343,0.47914619818133636
2497,2,0,4,22,0.52,0.5,0.55,0.2836,9,90,49,729000.0,21.622861843277043,0.9576469636018978
2498,2,0,4,23,0.5,0.4848,0.59,0.2537,11,46,13,97336.0,0.7041425227235925,0.9993940599134129
2499,2,0,4,0,0.5,0.4848,0.55,0.2239,2,25,30,15625.0,83.55352537043731,0.2849338062760266
2500,2,0,4,1,0.46,0.4545,0.63,0.2239,5,7,53,343.0,0.7163707881255232,0.8438377837054513
2501,2,0,4,2,0.46,0.4545,0.67,0.2836,8,13,34,2197.0,0.6539868700870936,0.5176150567422252
2502,2,0,4,3,0.48,0.4697,0.63,0.2239,0,3,84,27.0,0.5769706814181332,0.2921388087338362
2503,2,0,4,4,0.46,0.4545,0.67,0.0896,1,5,13,125.0,0.7041425227235925,0.7877145121442345
2504,2,0,4,5,0.46,0.4545,0.72,0.194,1,18,28,5832.0,0.7868403851802712,0.35859409564894423
2505,2,0,4,6,0.48,0.4697,0.67,0,2,65,78,274625.0,0.6605113804923478,0.894535123924783
2506,2,0,4,7,0.52,0.5,0.55,0,22,188,62,6644672.0,3.8340720458680737,0.7863827988725233
2507,2,0,4,8,0.5,0.4848,0.68,0.1343,20,351,72,43243551.0,0.7975605094780727,0.8034282081263269
2508,2,0,4,9,0.52,0.5,0.63,0.0896,23,162,75,4251528.0,1.633404121532299,0.3275197628589072
2509,2,0,4,10,0.5,0.4848,0.72,0.2239,15,75,38,421875.0,0.7713855584154635,0.9986131186347414
2510,2,0,4,11,0.54,0.5152,0.68,0.1642,19,72,53,373248.0,0.7163707881255232,0.08909767185442889
2511,2,0,4,12,0.54,0.5152,0.64,0.0896,19,103,5,1092727.0,24.34527915938213,0.821746328120626
2512,2,0,4,13,0.54,0.5152,0.68,0.2239,26,129,51,2146689.0,0.5987202322070889,0.5056248611315453
2513,2,0,4,14,0.54,0.5152,0.64,0.194,19,107,85,1225043.0,1.213703616753761,0.5931091548194615
2514,2,0,4,15,0.54,0.5152,0.65,0.1642,44,127,57,2048383.0,0.696298942266857,0.18611842690269176
2515,2,0,4,16,0.56,0.5303,0.52,0.2985,30,192,49,7077888.0,21.622861843277043,0.6463409673122138
2516,2,0,4,17,0.56,0.5303,0.6,0.1045,39,411,89,69426531.0,0.5376143475480764,0.8430708179399118
2517,2,0,4,18,0.54,0.5152,0.64,0.1343,44,421,72,74618461.0,0.7975605094780727,0.8577199255685847
2518,2,0,4,19,0.5,0.4848,0.72,0.194,28,276,70,21024576.0,0.5637325966004665,0.32800872601208797
2519,2,0,4,20,0.5,0.4848,0.72,0.2239,20,168,40,4741632.0,0.573028742574676,0.47556010155415585
2520,2,0,4,21,0.5,0.4848,0.72,0.1343,8,122,86,1815848.0,13.064798934155936,0.39655079762680157
2521,2,0,4,22,0.48,0.4697,0.77,0.0896,3,112,99,1404928.0,1260.7704250424647,0.088550854297912
2522,2,0,4,23,0.46,0.4545,0.88,0.0896,11,52,45,140608.0,0.5402766739296717,0.9657710534457514
2523,2,0,4,0,0.44,0.4394,0.88,0.1343,4,33,19,35937.0,0.869658074441806,0.9487196478676775
2524,2,0,4,1,0.42,0.4242,0.94,0.1642,2,7,72,343.0,0.7975605094780727,0.8438377837054513
2525,2,0,4,2,0.42,0.4242,0.94,0.1642,0,2,45,8.0,0.5402766739296717,0.14550003380861354
2526,2,0,4,3,0.42,0.4242,0.94,0,0,2,15,8.0,0.6059548980890475,0.14550003380861354
2527,2,0,4,4,0.4,0.4091,1,0.1045,5,9,12,729.0,2.15783677484981,0.9886955804866999
2528,2,0,4,5,0.4,0.4091,0.94,0.194,1,15,36,3375.0,121.63753475026189,0.5982426949828721
2529,2,0,4,6,0.42,0.4242,0.94,0.1642,2,64,34,262144.0,0.6539868700870936,0.9964567265431309
2530,2,0,4,7,0.44,0.4394,0.94,0,26,237,23,13312053.0,6.50281329350808,0.972147565146785
2531,2,0,4,8,0.62,0.6061,0.69,0.4627,22,396,29,62099136.0,2.9729510585814833,0.9622603372884238
2532,2,0,4,9,0.66,0.6212,0.61,0.2836,27,197,30,7645373.0,83.55352537043731,0.8261304816368434
2533,2,0,4,10,0.62,0.6061,0.69,0.0896,45,131,71,2248091.0,0.5125433048899948,0.2800191014899066
2534,2,0,4,11,0.62,0.6061,0.69,0.0896,31,118,42,1643032.0,11.979139227322584,0.5119688239888894
2535,2,0,4,12,0.7,0.6515,0.48,0.3881,28,145,26,3048625.0,0.5673570710394846,0.07292364917909896
2536,2,0,4,13,0.7,0.6515,0.48,0.3881,42,177,39,5545233.0,0.5092180208714154,0.04681585988474187
2537,2,0,4,14,0.74,0.6515,0.4,0.4627,33,148,85,3241792.0,1.213703616753761,0.179501515318119
2538,2,0,4,15,0.76,0.6667,0.35,0.3582,32,145,81,3048625.0,2.7018847930632726,0.07292364917909896
2539,2,0,4,16,0.76,0.6667,0.35,0.3582,54,255,48,16581375.0,4.315081398019611,0.2760355447383409
2540,2,0,4,17,0.74,0.6515,0.37,0.4179,34,432,7,80621568.0,0.6035051827052901,0.9126418457280181
2541,2,0,4,18,0.74,0.6515,0.3,0.3582,56,441,13,85766121.0,0.7041425227235925,0.7825175413993171
2542,2,0,4,19,0.7,0.6364,0.32,0.2537,74,383,9,56181887.0,0.7081558739235672,0.984254567450202
2543,2,0,4,20,0.68,0.6212,0.32,0.1045,31,225,75,11390625.0,1.633404121532299,0.14808910001979794
2544,2,0,4,21,0.66,0.6212,0.36,0.2836,38,172,72,5088448.0,0.7975605094780727,0.5782594610266694
2545,2,0,4,22,0.62,0.6212,0.41,0.2537,12,117,82,1601613.0,0.7614819393063025,0.7032298566489479
2546,2,0,4,23,0.6,0.6212,0.4,0.3284,14,93,100,804357.0,2.025790915867646,0.7806682917959753
2547,2,0,4,0,0.56,0.5303,0.43,0.3582,11,44,59,85184.0,0.6109713317819904,0.9597172785084751
2548,2,0,4,1,0.52,0.5,0.45,0.2239,6,26,51,17576.0,0.5987202322070889,0.3521801662860055
2549,2,0,4,2,0.5,0.4848,0.42,0.3881,3,13,34,2197.0,0.6539868700870936,0.5176150567422252
2550,2,0,4,3,0.46,0.4545,0.51,0.4627,4,7,39,343.0,0.5092180208714154,0.8438377837054513
2551,2,0,4,4,0.44,0.4394,0.54,0.4478,2,6,11,216.0,102109.07002447755,0.7179850839697136
2552,2,0,4,5,0.42,0.4242,0.54,0.5522,0,14,71,2744.0,0.5125433048899948,0.18019324711435455
2553,2,0,4,6,0.4,0.4091,0.58,0.5821,2,75,10,421875.0,2.193083986739962,0.9986131186347414
2554,2,0,4,7,0.42,0.4242,0.47,0.4627,15,198,64,7762392.0,0.5208262701161901,0.9365124754685812
2555,2,0,4,8,0.4,0.4091,0.5,0.4925,19,365,43,48627125.0,5.944410581534946,0.3803456257665978
2556,2,0,4,9,0.42,0.4242,0.47,0.2836,18,196,29,7529536.0,2.9729510585814833,0.7008073756482314
2557,2,0,4,10,0.42,0.4242,0.44,0.3582,25,98,73,941192.0,3.0937909668046757,0.6335358686373416
2558,2,0,4,11,0.44,0.4394,0.41,0.2836,34,133,0,2352637.0,1.0,0.35553634747538726
2559,2,0,4,12,0.46,0.4545,0.38,0.1642,49,199,67,7880599.0,6.921372193247372,0.2204423732683716
2560,2,0,4,13,0.48,0.4697,0.33,0.3284,55,177,60,5545233.0,1.4384569591461411,0.04681585988474187
2561,2,0,4,14,0.5,0.4848,0.34,0.3881,68,228,93,11852352.0,19.33568064408107,0.8377515052967135
2562,2,0,4,15,0.52,0.5,0.29,0.4179,69,235,92,12977875.0,4.534449634384539,0.9638555921372146
2563,2,0,4,16,0.52,0.5,0.27,0.3582,66,294,16,25412184.0,1.4043036899381962,0.31879590013888054
2564,2,0,4,17,0.5,0.4848,0.29,0.1642,79,481,4,111284641.0,4.111884294479769,0.2768363591462287
2565,2,0,4,18,0.5,0.4848,0.25,0.2836,71,452,63,92345408.0,0.8566369271513424,0.5618866342306239
2566,2,0,4,19,0.46,0.4545,0.28,0.2836,52,324,81,34012224.0,2.7018847930632726,0.8905816911766287
2567,2,0,4,20,0.44,0.4394,0.3,0.1343,28,204,79,8489664.0,1.798925688187395,0.9983258567401759
2568,2,0,4,21,0.42,0.4242,0.47,0.194,25,184,37,6229504.0,2.8053491651647224,0.6109726389893331
2569,2,0,4,22,0.42,0.4242,0.38,0.0896,31,137,75,2571353.0,1.633404121532299,0.9679800426788037
2570,2,0,4,23,0.4,0.4091,0.43,0.1045,13,99,8,970299.0,0.5026746699330502,0.7380522953874156
2571,2,0,4,0,0.36,0.3485,0.62,0.194,3,33,72,35937.0,0.7975605094780727,0.9487196478676775
2572,2,0,4,1,0.36,0.3333,0.53,0.2537,2,24,29,13824.0,2.9729510585814833,0.5467452846558348
2573,2,0,4,2,0.36,0.3333,0.53,0.2985,2,9,88,729.0,0.9658118980490871,0.9886955804866999
2574,2,0,4,3,0.36,0.3333,0.53,0.2985,0,2,50,8.0,1.3557021544363344,0.14550003380861354
2575,2,0,4,4,0.34,0.3182,0.53,0.2836,1,3,48,27.0,4.315081398019611,0.2921388087338362
2576,2,0,4,5,0.34,0.3182,0.53,0.2239,0,16,65,4096.0,0.5473967051355444,0.803990613485849
2577,2,0,4,6,0.34,0.3182,0.53,0.2836,2,49,42,117649.0,11.979139227322584,0.876003261987607
2578,2,0,4,7,0.34,0.3182,0.53,0.2836,5,180,82,5832000.0,0.7614819393063025,0.6931465412980384
2579,2,0,4,8,0.34,0.3182,0.53,0.2537,15,346,28,41421736.0,0.7868403851802712,0.9747413011235252
2580,2,0,4,9,0.34,0.303,0.61,0.2985,17,195,77,7414875.0,0.5001199891426975,0.9985205179705156
2581,2,0,4,10,0.36,0.3485,0.62,0.194,32,136,3,2515456.0,0.8763320184878719,0.04101873599187465
2582,2,0,4,11,0.34,0.3333,0.66,0.194,23,106,16,1191016.0,1.4043036899381962,0.8648663418760141
2583,2,0,4,12,0.34,0.3333,0.76,0.1343,19,80,30,512000.0,83.55352537043731,0.48649852086946577
2584,2,0,4,13,0.34,0.3333,0.87,0.194,3,40,34,64000.0,0.6539868700870936,0.8650536966106134
2585,2,0,4,14,0.34,0.3182,0.87,0.2537,3,36,14,46656.0,0.5023592408312615,0.9785486907389197
2586,2,0,4,15,0.34,0.3333,0.87,0.194,13,75,64,421875.0,0.5208262701161901,0.9986131186347414
2587,2,0,4,16,0.34,0.3333,0.87,0.1343,4,62,47,238328.0,0.8900177298266997,0.878485497608328
2588,2,0,4,17,0.32,0.303,0.93,0.2239,6,69,33,328509.0,0.500022035944306,0.48834807665143615
2589,2,0,4,18,0.32,0.303,0.93,0.2239,4,51,87,132651.0,5.612234025512922,0.924225198966451
2590,2,0,4,19,0.32,0.303,0.93,0.2239,7,55,55,166375.0,4084.5228050458813,0.8223078391293215
2591,2,0,4,20,0.32,0.303,0.87,0.2239,8,47,57,103823.0,0.696298942266857,0.937988120773989
2592,2,0,4,21,0.3,0.303,0.93,0.1642,5,28,22,21952.0,1.0089303546212294,0.1210355554669203
2593,2,0,4,22,0.3,0.303,1,0.1343,3,24,28,13824.0,0.7868403851802712,0.5467452846558348
2594,2,0,4,23,0.32,0.3333,0.93,0.1045,0,17,19,4913.0,0.869658074441806,0.9000508174929343
2595,2,0,4,0,0.32,0.3182,1,0.194,0,18,63,5832.0,0.8566369271513424,0.35859409564894423
2596,2,0,4,1,0.32,0.3182,1,0.194,5,16,96,4096.0,0.5041370124924979,0.803990613485849
2597,2,0,4,2,0.32,0.3333,1,0.1343,3,17,34,4913.0,0.6539868700870936,0.9000508174929343
2598,2,0,4,3,0.32,0.3333,1,0.0896,0,4,41,64.0,1.1885273858987428,0.39185723042955
2599,2,0,4,4,0.34,0.3636,1,0,2,5,26,125.0,0.5673570710394846,0.7877145121442345
2600,2,0,4,5,0.34,0.3636,1,0,1,7,80,343.0,163.63007223971312,0.8438377837054513
2601,2,0,4,6,0.34,0.3333,1,0.1642,0,11,19,1331.0,0.869658074441806,0.5102807461770535
2602,2,0,4,7,0.34,0.3333,1,0.1642,2,19,67,6859.0,6.921372193247372,0.6190709191736287
2603,2,0,4,8,0.36,0.3333,1,0.2537,15,47,4,103823.0,4.111884294479769,0.937988120773989
2604,2,0,4,9,0.38,0.3939,0.94,0.2985,13,68,13,314432.0,0.7041425227235925,0.834308062189105
2605,2,0,4,10,0.42,0.4242,0.88,0.2239,36,129,61,2146689.0,29.513995986914356,0.5056248611315453
2606,2,0,4,11,0.46,0.4545,0.88,0.2239,68,232,88,12487168.0,0.9658118980490871,0.9969571665408805
2607,2,0,4,12,0.52,0.5,0.83,0.4179,94,291,1,24642171.0,0.5430441251857795,0.44369180692815713
2608,2,0,4,13,0.52,0.5,0.83,0.3881,126,312,7,30371328.0,0.6035051827052901,0.991688020957415
2609,2,0,4,14,0.58,0.5455,0.78,0.3582,182,391,41,59776471.0,1.1885273858987428,0.5370958607237741
2610,2,0,4,15,0.6,0.5909,0.73,0.3881,171,397,14,62570773.0,0.5023592408312615,0.4030841294489886
2611,2,0,4,16,0.6,0.5909,0.73,0.2836,180,426,5,77308776.0,24.34527915938213,0.56096080978663
2612,2,0,4,17,0.6,0.5909,0.73,0.3284,168,383,25,56181887.0,1.1525407907094694,0.984254567450202
2613,2,0,4,18,0.58,0.5455,0.78,0.194,149,376,34,53157376.0,0.6539868700870936,0.5765747285791852
2614,2,0,4,19,0.56,0.5303,0.83,0.2836,84,283,41,22665187.0,1.1885273858987428,0.9564333584437413
2615,2,0,4,20,0.54,0.5152,0.88,0.2537,45,183,9,6128487.0,0.7081558739235672,0.9999985009232931
2616,2,0,4,21,0.56,0.5303,0.83,0.2836,32,135,29,2460375.0,2.9729510585814833,0.5522207561444515
2617,2,0,4,22,0.58,0.5455,0.78,0.2537,55,169,58,4826809.0,0.5017882105819239,0.9972942925625753
2618,2,0,4,23,0.54,0.5152,0.88,0.1642,31,117,88,1601613.0,0.9658118980490871,0.7032298566489479
2619,2,0,4,0,0.52,0.5,0.83,0.2239,30,96,14,884736.0,0.5023592408312615,0.7795207167052768
2620,2,0,4,1,0.5,0.4848,0.88,0.194,14,54,1,157464.0,0.5430441251857795,0.4598085148240586
2621,2,0,4,2,0.5,0.4848,0.88,0.194,27,72,6,373248.0,1.3877622922787505,0.08909767185442889
2622,2,0,4,3,0.5,0.4848,0.94,0.0896,4,24,11,13824.0,102109.07002447755,0.5467452846558348
2623,2,0,4,4,0.5,0.4848,0.94,0.0896,0,5,98,125.0,2.3440166611427986,0.7877145121442345
2624,2,0,4,5,0.5,0.4848,0.94,0.0896,5,12,71,1728.0,0.5125433048899948,0.9923168327201398
2625,2,0,4,6,0.5,0.4848,1,0,10,13,92,2197.0,4.534449634384539,0.5176150567422252
2626,2,0,4,7,0.5,0.4848,1,0,16,27,46,19683.0,0.5258208681509198,0.6042076152123113
2627,2,0,4,8,0.52,0.5,0.94,0.2239,38,80,75,512000.0,1.633404121532299,0.48649852086946577
2628,2,0,4,9,0.56,0.5303,0.88,0.2537,73,177,100,5545233.0,2.025790915867646,0.04681585988474187
2629,2,0,4,10,0.6,0.5758,0.78,0.1642,118,289,38,24137569.0,0.7713855584154635,0.8780315197144029
2630,2,0,4,11,0.66,0.6212,0.65,0.1343,124,317,21,31855013.0,0.5444678790179037,0.19482277862329742
2631,2,0,4,12,0.68,0.6364,0.65,0.2537,168,388,19,58411072.0,0.869658074441806,0.5363391715929088
2632,2,0,4,13,0.7,0.6515,0.58,0.2836,205,441,15,85766121.0,0.6059548980890475,0.7825175413993171
2633,2,0,4,14,0.7,0.6515,0.54,0.3284,197,420,82,74088000.0,0.7614819393063025,0.8875360534364164
2634,2,0,4,15,0.66,0.6212,0.61,0.2537,167,369,76,50243409.0,0.6385257158828442,0.8095256899565841
2635,2,0,4,16,0.74,0.6667,0.48,0.3881,162,359,47,46268279.0,0.8900177298266997,0.3751531211393085
2636,2,0,4,17,0.66,0.6212,0.65,0.2985,142,331,58,36264691.0,0.5017882105819239,0.49464070520762593
2637,2,0,4,18,0.64,0.6061,0.69,0.1642,96,270,17,19683000.0,25.90505251316606,0.03217832750742504
2638,2,0,4,19,0.6,0.5606,0.83,0.2836,62,194,35,7301384.0,1.7488102347630208,0.6129670011915739
2639,2,0,4,20,0.6,0.5606,0.83,0.2836,34,105,68,1157625.0,9.796975387185967,0.056538888695149024
2640,2,0,4,21,0.54,0.5152,0.94,0.1642,8,61,25,226981.0,1.1525407907094694,0.5972100308691869
2641,2,0,4,22,0.54,0.5152,1,0.1642,5,45,4,91125.0,4.111884294479769,0.9993335830491854
2642,2,0,4,23,0.54,0.5152,1,0.0896,5,42,83,74088.0,0.5080359962611123,0.983924226468455
2643,2,0,4,0,0.52,0.5,1,0,2,12,21,1728.0,0.5444678790179037,0.9923168327201398
2644,2,0,4,1,0.54,0.5152,1,0.0896,2,10,15,1000.0,0.6059548980890475,0.5623790762907029
2645,2,0,4,2,0.54,0.5152,1,0.0896,1,10,43,1000.0,5.944410581534946,0.5623790762907029
2646,2,0,4,3,0.5,0.4848,1,0.1045,2,10,50,1000.0,1.3557021544363344,0.5623790762907029
2647,2,0,4,4,0.52,0.5,1,0,1,5,40,125.0,0.573028742574676,0.7877145121442345
2648,2,0,4,5,0.46,0.4545,1,0,3,17,59,4913.0,0.6109713317819904,0.9000508174929343
2649,2,0,4,6,0.5,0.4848,1,0,7,66,95,287496.0,0.5940846816900167,0.8427051888729327
2650,2,0,4,7,0.52,0.5,1,0.0896,13,196,42,7529536.0,11.979139227322584,0.7008073756482314
2651,2,0,4,8,0.56,0.5303,0.88,0.1045,27,353,69,43986977.0,1.129668825806919,0.43269987238072316
2652,2,0,4,9,0.6,0.5606,0.83,0.1343,27,174,18,5268024.0,4.015858573649374,0.9299458400716415
2653,2,0,4,10,0.64,0.6061,0.73,0.2239,61,125,69,1953125.0,1.129668825806919,0.9999379049276994
2654,2,0,4,11,0.64,0.6061,0.73,0.2239,53,147,11,3176523.0,102109.07002447755,0.5214004040530489
2655,2,0,4,12,0.66,0.6212,0.74,0.2537,48,188,98,6644672.0,2.3440166611427986,0.7863827988725233
2656,2,0,4,13,0.7,0.6515,0.65,0.2239,57,203,9,8365427.0,0.7081558739235672,0.9340500648820332
2657,2,0,4,14,0.72,0.6667,0.54,0.2239,47,146,85,3112136.0,1.213703616753761,0.4705611161343061
2658,2,0,4,15,0.74,0.6667,0.51,0.2239,50,175,32,5359375.0,0.6445680044638951,0.9894553133339928
2659,2,0,4,16,0.7,0.6515,0.54,0.3582,41,239,92,13651919.0,4.534449634384539,0.7766455098852234
2660,2,0,4,17,0.7,0.6515,0.54,0.2985,80,521,73,141420761.0,3.0937909668046757,0.48742826702292086
2661,2,0,4,18,0.68,0.6364,0.57,0.3582,74,499,5,124251499.0,24.34527915938213,0.015253036011765418
2662,2,0,4,19,0.66,0.6212,0.57,0.3284,62,382,76,55742968.0,0.6385257158828442,0.8083270824142194
2663,2,0,4,20,0.66,0.6212,0.61,0.2836,42,237,40,13312053.0,0.573028742574676,0.972147565146785
2664,2,0,4,21,0.62,0.6061,0.69,0.2537,41,190,52,6859000.0,0.503365605112174,0.029321371195559005
2665,2,0,4,22,0.6,0.5909,0.73,0.2985,23,106,94,1191016.0,1.3249455192268595,0.8648663418760141
2666,2,0,4,23,0.58,0.5455,0.78,0.2836,9,62,41,238328.0,1.1885273858987428,0.878485497608328
2667,2,0,4,0,0.62,0.6061,0.69,0.2836,10,27,6,19683.0,1.3877622922787505,0.6042076152123113
2668,2,0,4,1,0.62,0.5909,0.73,0.2836,16,21,83,9261.0,0.5080359962611123,0.9150587426155403
2669,2,0,4,2,0.56,0.5303,0.83,0.3284,17,26,88,17576.0,0.9658118980490871,0.3521801662860055
2670,2,0,4,3,0.54,0.5152,0.88,0.2836,17,21,12,9261.0,2.15783677484981,0.9150587426155403
2671,2,0,4,4,0.56,0.5303,0.83,0.2537,2,6,53,216.0,0.7163707881255232,0.7179850839697136
2672,2,0,4,5,0.54,0.5152,0.88,0.2537,0,16,30,4096.0,83.55352537043731,0.803990613485849
2673,2,0,4,6,0.56,0.5303,0.88,0.2239,0,80,64,512000.0,0.5208262701161901,0.48649852086946577
2674,2,0,4,7,0.58,0.5455,0.83,0.2985,16,270,79,19683000.0,1.798925688187395,0.03217832750742504
2675,2,0,4,8,0.58,0.5455,0.83,0.2985,32,449,32,90518849.0,0.6445680044638951,0.07118394850248261
2676,2,0,4,9,0.64,0.6061,0.73,0.3582,35,199,17,7880599.0,25.90505251316606,0.2204423732683716
2677,2,0,4,10,0.66,0.6212,0.69,0.3582,22,120,32,1728000.0,0.6445680044638951,0.052360248408337313
2678,2,0,4,11,0.68,0.6364,0.65,0.3881,40,172,22,5088448.0,1.0089303546212294,0.5782594610266694
2679,2,0,4,12,0.7,0.6515,0.61,0.4179,40,186,98,6434856.0,2.3440166611427986,0.6350752406544191
2680,2,0,4,13,0.74,0.6667,0.51,0.4478,37,176,36,5451776.0,121.63753475026189,0.812585191456167
2681,2,0,4,14,0.72,0.6667,0.58,0.3284,40,155,87,3723875.0,5.612234025512922,0.7554616097652932
2682,2,0,4,15,0.7,0.6515,0.61,0.3582,34,153,93,3581577.0,19.33568064408107,0.4051236060137105
2683,2,0,4,16,0.7,0.6515,0.58,0.3881,40,291,15,24642171.0,0.6059548980890475,0.44369180692815713
2684,2,0,4,17,0.68,0.6364,0.61,0.3582,66,521,96,141420761.0,0.5041370124924979,0.48742826702292086
2685,2,0,4,18,0.68,0.6364,0.65,0.4478,65,528,23,147197952.0,6.50281329350808,0.4606758142055237
2686,2,0,4,19,0.64,0.6061,0.73,0.4179,42,328,14,35287552.0,0.5023592408312615,0.4840221636330787
2687,2,0,4,20,0.64,0.6061,0.73,0.3582,35,234,8,12812904.0,0.5026746699330502,0.9990434265745126
2688,2,0,4,21,0.62,0.5909,0.78,0.2836,33,195,71,7414875.0,0.5125433048899948,0.9985205179705156
2689,2,0,4,22,0.6,0.5606,0.83,0.194,32,148,68,3241792.0,9.796975387185967,0.179501515318119
2690,2,0,4,23,0.6,0.5606,0.83,0.2239,7,78,27,474552.0,0.5111492047520422,0.28835490585704365
2691,2,0,4,0,0.6,0.5606,0.83,0.2239,3,27,12,19683.0,2.15783677484981,0.6042076152123113
2692,2,0,4,1,0.6,0.5606,0.83,0.2537,2,17,67,4913.0,6.921372193247372,0.9000508174929343
2693,2,0,4,2,0.58,0.5455,0.88,0.2537,0,5,16,125.0,1.4043036899381962,0.7877145121442345
2694,2,0,4,3,0.58,0.5455,0.88,0.2836,3,7,81,343.0,2.7018847930632726,0.8438377837054513
2695,2,0,4,4,0.56,0.5303,0.94,0.2239,0,6,44,216.0,0.9826059824898337,0.7179850839697136
