fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,feature1,feature2,feature3,feature4
8,0.43,0.4,12.4,0.168,29,190,0.9991,3.07,0.64,9.2,5,1799,25,659,249,699
7.4,0.19,0.49,6.7,0.037,15,110,0.9938,3.2,0.38,11,7,1800,0,513,108,695
7.2,0.14,0.32,1.1,0.022,48,116,0.99218,3.04,0.67,10,6,1801,81,674,209,561
6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9,5,1802,36,631,125,565
5.3,0.43,0.11,1.1,0.029,6,51,0.99076,3.51,0.48,11.2,4,1803,77,767,41,685
6.9,0.28,0.4,8.2,0.036,15,95,0.9944,3.17,0.33,10.2,5,1804,35,503,197,502
7.6,0.17,0.35,1.6,0.047,43,154,0.9934,3.36,0.69,11.1,6,1805,68,796,213,711
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,1806,35,837,199,681
6.8,0.22,0.35,5.5,0.043,21,114,0.9938,3.3,0.53,10.7,7,1807,94,554,236,735
7.5,0.29,0.36,15.7,0.05,29,124,0.9968,3.06,0.54,10.4,5,1808,43,907,249,690
5.6,0.19,0.46,1.1,0.032,33,115,0.9909,3.36,0.5,10.4,6,1809,44,559,144,708
6.6,0.24,0.27,10.3,0.047,54,219,0.99742,3.04,0.45,8.8,5,1810,46,620,161,617
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,1811,37,745,61,674
5.6,0.235,0.29,1.2,0.047,33,127,0.991,3.34,0.5,11,7,1812,99,854,135,717
6.9,0.4,0.3,10.6,0.033,24,87,0.99265,3.15,0.45,12.8,6,1813,89,939,54,503
7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6,1814,89,668,215,551
6.6,0.13,0.3,4.9,0.058,47,131,0.9946,3.51,0.45,10.3,6,1815,34,572,23,750
7.6,0.25,1.23,4.6,0.035,51,294,0.99018,3.03,0.43,13.1,6,1816,34,783,245,634
6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5,1817,69,610,47,748
6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,5,1818,76,724,181,531
6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4,7,1819,18,704,121,623
5.4,0.5,0.13,5,0.028,12,107,0.99079,3.48,0.88,13.5,7,1820,9,635,4,647
7,0.19,0.33,6.3,0.032,42,127,0.99182,3.31,0.38,12.2,6,1821,55,699,219,527
6.7,0.14,0.51,4.3,0.028,57,124,0.99176,2.91,0.54,10.7,7,1822,6,739,27,508
6.6,0.56,0.16,3.1,0.045,28,92,0.994,3.12,0.35,9.1,6,1823,58,975,73,557
6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,6,1824,85,591,41,548
6.8,0.32,0.32,8.7,0.029,31,105,0.99146,3,0.34,12.3,7,1825,71,874,199,585
5.9,0.23,0.28,8.6,0.046,37,142,0.99432,3.23,0.53,10.6,6,1826,40,764,160,583
7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5,1827,89,764,134,691
7.8,0.27,0.34,1.6,0.046,27,154,0.9927,3.05,0.45,10.5,6,1828,18,741,166,520
5.8,0.22,0.25,1.5,0.024,21,109,0.99234,3.37,0.58,10.4,6,1829,64,760,76,614
8.7,0.3,0.59,1.7,0.046,10,70,0.99373,3.06,0.56,10.8,4,1830,27,830,219,684
8.2,0.21,0.48,1.4,0.041,11,99,0.9958,3.17,0.57,9.9,5,1831,30,610,0,689
7.4,0.24,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,6,1832,95,736,134,536
8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,6,1833,82,832,151,655
6.5,0.32,0.48,8,0.026,18,88,0.99144,3.22,0.79,12.7,4,1834,52,540,198,709
5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,6,1835,17,574,84,613
5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7,1836,4,687,87,589
7.5,0.305,0.38,1.4,0.047,30,95,0.99158,3.22,0.52,11.5,7,1837,46,603,114,750
6.6,0.28,0.28,8.5,0.052,55,211,0.9962,3.09,0.55,8.9,6,1838,79,873,56,662
7.4,0.35,0.2,13.9,0.054,63,229,0.99888,3.11,0.5,8.9,6,1839,20,681,116,689
6.3,0.25,0.27,6.6,0.054,40,158,0.99378,3.2,0.48,10.3,5,1840,54,586,232,750
6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7,1841,91,630,105,692
8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6,1842,53,777,105,707
6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7,1843,68,529,167,518
6.5,0.21,0.35,5.7,0.043,47,197,0.99392,3.24,0.5,10.1,6,1844,44,924,237,735
4.7,0.785,0,3.4,0.036,23,134,0.98981,3.53,0.92,13.8,6,1845,55,624,168,687
6.9,0.31,0.32,1.6,0.036,34,114,0.99068,3.19,0.45,11.4,7,1846,89,705,196,630
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,1847,22,998,58,585
7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,5,1848,76,738,3,563
6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,4,1849,87,843,39,702
6.5,0.34,0.36,11,0.052,53,247,0.9984,3.44,0.55,9.3,6,1850,73,912,57,604
7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6,1851,77,727,130,577
6.4,0.25,0.32,5.5,0.049,41,176,0.995,3.19,0.68,9.2,6,1852,62,945,128,525
5.4,0.375,0.4,3.3,0.054,29,147,0.99482,3.42,0.52,9.1,5,1853,65,509,142,522
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,1854,42,819,16,510
7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5,1855,61,529,55,529
7,0.4,0.25,1.8,0.05,51,189,0.99174,3,0.55,11.4,6,1856,22,714,28,613
6.7,0.21,0.48,14.8,0.05,31,195,0.99942,2.95,0.75,8.8,6,1857,0,542,68,671
6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,5,1858,89,517,59,500
6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6,1859,83,637,49,631
7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,5,1860,31,696,179,725
7.4,0.41,0.66,10.8,0.051,77,194,0.9976,3.05,0.46,8.7,5,1861,37,621,202,510
6.5,0.18,0.29,1.7,0.035,39,144,0.9927,3.49,0.5,10.5,6,1862,62,538,141,642
6.2,0.33,0.29,1.3,0.042,26,138,0.9956,3.77,0.64,9.5,5,1863,33,555,234,579
6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,7,1864,87,588,194,672
6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6,5,1865,84,928,102,548
5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7,1866,67,595,120,529
6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6,1867,53,937,70,511
6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5,5,1868,21,889,221,649
8.1,0.3,0.49,8.1,0.037,26,174,0.9943,3.1,0.3,11.2,7,1869,97,919,12,634
7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,6,1870,65,874,88,659
6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,5,1871,19,508,32,584
6.4,0.17,0.34,1.5,0.093,43,136,0.9938,3.25,0.49,9.6,6,1872,50,698,198,646
5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6,1873,94,832,2,714
8.8,0.35,0.49,1,0.036,14,56,0.992,2.96,0.33,10.5,4,1874,89,855,107,620
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,1875,15,832,37,656
7.6,0.2,0.34,1.8,0.041,42,148,0.99335,3.35,0.66,11.1,6,1876,43,680,96,549
6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7,1877,6,897,174,548
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5,1878,38,592,243,651
8,0.36,0.39,1.6,0.024,26,93,0.99116,3.15,0.49,11.9,6,1879,3,679,105,554
6.9,0.26,0.33,12.6,0.051,59,173,0.998,3.39,0.38,9.9,5,1880,73,779,139,519
6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7,1881,12,603,98,551
6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7,1882,89,626,151,733
6,0.32,0.12,5.9,0.041,34,190,0.9944,3.16,0.72,10,5,1883,10,646,88,530
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5,1884,59,572,128,655
6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2,6,1885,29,539,213,709
6.2,0.45,0.73,7.2,0.099,47,202,0.99582,3.21,0.43,9.2,5,1886,92,774,183,724
7.6,0.23,0.64,12.9,0.033,54,170,0.998,3,0.53,8.8,5,1887,49,944,28,663
7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,5,1888,85,815,18,519
6.8,0.26,0.46,8.3,0.037,49,173,0.99601,3.17,0.47,9.3,5,1889,79,945,206,678
6.7,0.3,0.74,5,0.038,35,157,0.9945,3.21,0.46,9.9,5,1890,24,696,160,642
7.6,0.16,0.41,1.9,0.047,27,151,0.9937,3.2,0.53,10.1,6,1891,1,808,151,552
7.2,0.17,0.41,1.6,0.052,24,126,0.99228,3.19,0.49,10.8,5,1892,64,965,232,553
6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7,1893,27,701,217,631
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,1894,58,640,2,574
6.1,0.26,0.25,2.9,0.047,289,440,0.99314,3.44,0.64,10.5,3,1895,87,675,46,634
6.9,0.23,0.34,2.7,0.032,24,121,0.9902,3.14,0.38,12.4,7,1896,67,961,229,646
7.4,0.24,0.31,8.4,0.045,52,183,0.9963,3.09,0.32,8.8,5,1897,52,549,2,592
5.6,0.35,0.4,6.3,0.022,23,174,0.9922,3.54,0.5,11.6,7,1898,19,979,104,734
6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,4,1899,85,818,151,553
6.5,0.19,0.27,4.9,0.037,13,101,0.9916,3.17,0.41,11.8,6,1900,96,615,239,559
6.8,0.52,0.32,13.2,0.044,54,221,0.9972,3.27,0.5,9.6,6,1901,61,951,150,750
6,0.19,0.29,1.1,0.047,67,152,0.9916,3.54,0.59,11.1,7,1902,65,508,49,635
7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5,1903,19,801,5,528
5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,6,1904,52,882,49,511
6.1,0.24,0.3,1.5,0.045,22,61,0.992,3.31,0.54,10.4,5,1905,55,994,131,598
6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6,1906,32,673,105,569
6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,8,1907,51,886,151,662
8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,5,1908,30,955,221,503
8.2,0.26,0.33,2.6,0.053,11,71,0.99402,2.89,0.49,9.5,5,1909,40,639,77,615
7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,6,1910,63,601,150,694
6.6,0.26,0.29,1.4,0.039,13,67,0.9915,3.05,0.49,10.9,6,1911,100,715,71,745
6.1,0.21,0.19,1.4,0.046,51,131,0.99184,3.22,0.39,10.5,5,1912,44,926,63,720
6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5,1913,2,680,1,565
6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6,1914,96,885,126,564
8.3,0.4,0.38,1.1,0.038,15,75,0.9934,3.03,0.43,9.2,5,1915,82,959,200,706
7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6,7,1916,22,946,228,715
6.2,0.27,0.43,7.8,0.056,48,244,0.9956,3.1,0.51,9,6,1917,93,828,22,697
5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12,6,1918,98,991,184,630
6.4,0.35,0.28,12.6,0.039,19,124,0.99539,3.2,0.43,10.6,6,1919,83,741,78,737
7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,6,1920,14,649,113,709
6.3,0.3,0.19,7.7,0.049,47,184,0.99514,3.22,0.48,9.5,5,1921,100,841,188,537
6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,1922,25,530,115,502
6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,5,1923,3,852,122,721
5.8,0.29,0.33,3.7,0.029,30,88,0.98994,3.25,0.42,12.3,6,1924,23,992,68,691
6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4,7,1925,99,907,7,546
8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6,1926,47,564,47,646
5.7,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,5,1927,80,932,224,739
6.9,0.19,0.28,3,0.054,33,99,0.9924,3.16,0.4,10.8,6,1928,49,628,45,618
7.9,0.12,0.49,5.2,0.049,33,152,0.9952,3.18,0.47,10.6,6,1929,60,668,32,535
7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5,1930,73,687,166,711
7.4,0.22,0.26,1.2,0.035,18,97,0.99245,3.12,0.41,9.7,6,1931,35,941,105,696
6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6,1932,31,566,226,656
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,1933,82,679,138,504
8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5,1934,57,877,190,556
8.5,0.3,0.28,3.1,0.054,54,174,0.99543,3.21,0.43,9.4,6,1935,7,983,13,736
6.1,0.16,0.27,12.6,0.064,63,162,0.9994,3.66,0.43,8.9,5,1936,8,620,229,597
6.4,0.24,0.5,11.6,0.047,60,211,0.9966,3.18,0.57,9.3,5,1937,13,646,43,676
7.8,0.21,0.49,1.35,0.052,6,48,0.9911,3.15,0.28,11.4,5,1938,61,738,129,611
6.5,0.2,0.5,18.1,0.054,50,221,0.99941,2.94,0.64,8.8,6,1939,76,845,73,723
6,0.38,0.26,6,0.034,42,134,0.9912,3.38,0.38,12.3,7,1940,45,796,140,504
6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6,1941,70,551,211,679
6.9,0.31,0.34,1.6,0.032,23,128,0.9917,3.37,0.47,11.7,6,1942,33,712,66,524
7.3,0.43,0.37,4.6,0.028,17,114,0.991,3.23,0.43,13.2,6,1943,37,784,241,716
6.3,0.28,0.47,11.2,0.04,61,183,0.99592,3.12,0.51,9.5,6,1944,52,781,133,588
8.3,0.33,0.43,9.2,0.046,22,126,0.9982,3.38,0.47,9.3,5,1945,51,509,38,622
8.2,0.24,0.49,9.3,0.038,52,163,0.9952,3.02,0.33,10.6,6,1946,58,840,212,738
6.7,0.21,0.34,1.4,0.049,36,112,0.99091,3.02,0.5,11,6,1947,45,765,46,689
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,1948,41,893,49,526
7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,6,1949,93,899,146,747
6.7,0.26,0.51,8,0.062,50,194,0.99545,3.13,0.5,9.6,5,1950,96,610,205,723
7.6,0.32,0.35,1.6,0.092,24,138,0.99438,3.19,0.44,9.8,5,1951,4,791,167,579
7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6,1952,75,1000,203,572
4.8,0.26,0.23,10.6,0.034,23,111,0.99274,3.46,0.28,11.5,7,1953,87,629,2,720
6.4,0.46,0.22,14.7,0.047,51,183,0.998275,3.39,0.6,10.5,5,1954,86,884,85,548
6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9,6,1955,91,982,243,744
8.3,0.22,0.34,1.1,0.043,20,116,0.9927,3,0.47,10.2,6,1956,52,852,108,635
7.9,0.18,0.36,5.9,0.058,31,132,0.995,3.25,0.52,10.9,6,1957,74,512,166,647
8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6,1958,94,581,226,543
5.5,0.24,0.32,8.7,0.06,19,102,0.994,3.27,0.31,10.4,5,1959,4,839,55,599
6.2,0.28,0.57,1,0.043,50,92,0.99004,3.17,0.36,11.5,6,1960,60,541,204,509
7.1,0.44,0.23,5.8,0.035,24,100,0.99062,3.15,0.57,13.2,7,1961,48,736,83,581
6.4,0.38,0.19,4.5,0.038,36,119,0.99151,3.07,0.42,11.2,6,1962,24,592,146,605
6.8,0.37,0.28,4,0.03,29,79,0.99,3.23,0.46,12.4,7,1963,52,884,118,718
6,0.28,0.35,1.9,0.037,16,120,0.9933,3.16,0.69,10.6,5,1964,70,667,63,536
6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,1965,56,513,95,620
7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7,1966,92,827,117,614
6.7,0.26,0.26,4.1,0.073,36,202,0.9956,3.3,0.67,9.5,5,1967,94,830,126,745
6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,5,1968,43,721,209,672
6.1,0.36,0.16,6.4,0.037,36,198,0.9944,3.17,0.62,9.9,6,1969,60,568,46,590
7.3,0.23,0.37,1.9,0.041,51,165,0.9908,3.26,0.4,12.2,8,1970,47,732,58,532
6.8,0.21,0.27,2.1,0.03,26,139,0.99,3.16,0.61,12.6,7,1971,33,806,88,675
8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7,1972,40,549,60,704
6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,5,1973,37,841,48,743
6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5,1974,72,503,250,548
5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6,1975,8,850,210,691
7.4,0.18,0.3,8.8,0.064,26,103,0.9961,2.94,0.56,9.3,5,1976,45,693,55,675
8.3,0.39,0.7,10.6,0.045,33,169,0.9976,3.09,0.57,9.4,5,1977,31,633,79,522
6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6,1978,13,546,36,690
8.4,0.2,0.31,2.8,0.054,16,89,0.99416,2.96,0.45,9.5,6,1979,14,694,30,638
6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,6,1980,62,703,1,657
6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,6,1981,11,709,108,514
7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,6,1982,44,915,163,540
6.6,0.425,0.25,2.35,0.034,23,87,0.99082,3.05,0.41,11.4,6,1983,63,685,144,713
6.6,0.34,0.34,2.6,0.051,40.5,210,0.99314,3.15,0.61,10,5,1984,34,565,73,594
6.4,0.33,0.28,4,0.04,24,81,0.9903,3.26,0.64,12.6,7,1985,69,871,66,674
6.2,0.3,0.42,2.2,0.036,28,128,0.9901,3.13,0.38,11.6,6,1986,45,901,10,687
6.7,0.12,0.36,2.3,0.039,43,125,0.99229,3.07,0.67,10.1,7,1987,20,599,127,666
7.5,0.38,0.29,12.7,0.05,25,209,0.9986,3.25,0.59,9.3,6,1988,14,930,100,703
6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,7,1989,60,801,184,604
5.9,0.36,0.04,5.7,0.046,21,87,0.9934,3.22,0.51,10.2,5,1990,19,770,116,655
6.2,0.16,0.33,1.1,0.057,21,82,0.991,3.32,0.46,10.9,7,1991,38,804,65,704
7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,6,1992,60,755,59,738
9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,6,1993,89,822,46,582
6.3,0.17,0.32,1,0.04,39,118,0.98886,3.31,0.4,13.1,8,1994,97,759,214,630
7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6,1995,57,699,58,626
7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,5,1996,50,903,89,702
7.1,0.3,0.46,1.5,0.066,29,133,0.9906,3.12,0.54,12.7,6,1997,27,843,100,520
6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,6,1998,99,910,47,530
7.7,0.16,0.49,2,0.056,20,124,0.9948,3.32,0.49,10.7,6,1999,47,559,220,585
8.3,0.21,0.49,19.8,0.054,50,231,1.0012,2.99,0.54,9.2,5,2000,38,606,148,737
6,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,7,2001,25,525,81,595
8.1,0.2,0.36,9.7,0.044,63,162,0.997,3.1,0.46,10,6,2002,20,803,205,633
5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6,2003,16,859,82,636
5.7,0.26,0.25,10.4,0.02,7,57,0.994,3.39,0.37,10.6,5,2004,92,744,4,600
6.3,0.26,0.24,7.2,0.039,38,172,0.9958,3.49,0.64,9.7,6,2005,89,727,132,668
6.6,0.41,0.16,1.4,0.037,28,160,0.99167,2.95,0.45,10.6,6,2006,5,772,14,703
6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,6,2007,26,752,119,641
8,0.25,0.49,1.2,0.061,27,117,0.9938,3.08,0.34,9.4,5,2008,98,567,192,680
6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6,2009,62,676,169,619
7.1,0.43,0.25,2.8,0.036,43,132,0.98975,3.21,0.47,13.4,6,2010,79,776,151,711
6.4,0.37,0.49,13.3,0.045,53,243,0.9982,3.14,0.48,8.5,6,2011,43,624,248,508
6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6,2012,50,592,57,738
6.8,0.26,0.42,1.7,0.049,41,122,0.993,3.47,0.48,10.5,8,2013,32,778,74,551
6.6,0.52,0.44,12.2,0.048,54,245,0.9975,3.26,0.54,9.3,6,2014,60,934,233,614
6.1,0.6,0.12,1.8,0.05,11,76,0.99268,3.42,0.48,10.4,4,2015,77,852,144,597
5.9,0.37,0.14,6.3,0.036,34,185,0.9944,3.17,0.63,9.8,5,2016,80,718,87,602
5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,5,2017,71,879,170,699
6.3,0.21,0.33,13.9,0.046,68,179,0.9971,3.36,0.5,10.4,6,2018,42,909,71,648
7,0.17,0.37,5.7,0.025,29,111,0.9938,3.2,0.49,10.8,6,2019,51,851,112,725
6.4,0.15,0.4,1.3,0.053,61,146,0.99112,3.17,0.68,11,6,2020,34,710,103,532
6.8,0.19,0.58,14.2,0.038,51,164,0.9975,3.12,0.48,9.6,6,2021,10,606,224,576
7.7,0.3,0.23,2,0.068,28,138,0.99382,3.11,0.62,9.8,5,2022,48,511,184,626
7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,5,2023,90,581,16,556
8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,5,2024,13,739,91,596
5.9,0.34,0.25,2,0.042,12,110,0.99034,3.02,0.54,11.4,6,2025,85,623,218,561
6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,6,2026,88,531,3,600
6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,5,2027,53,549,151,729
6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,5,2028,53,705,8,565
6.1,0.2,0.4,1.9,0.028,32,138,0.9914,3.26,0.72,11.7,5,2029,73,529,219,508
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,2030,52,681,230,583
7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,6,2031,3,888,41,521
6.9,0.54,0.32,13.2,0.05,53,236,0.9973,3.2,0.5,9.6,5,2032,93,972,109,689
6.8,0.44,0.37,5.1,0.047,46,201,0.9938,3.08,0.65,10.5,4,2033,30,988,146,739
7.6,0.19,0.42,1.5,0.044,6,114,0.9914,3.04,0.74,12.8,6,2034,43,711,78,640
9.2,0.14,0.37,1.1,0.034,36,84,0.99136,3.05,0.55,11.6,6,2035,48,983,13,505
7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,8,2036,59,517,138,647
7,0.2,0.38,8.1,0.05,42,173,0.99585,3.3,0.54,9.8,6,2037,65,646,6,674
7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7,2038,49,554,149,510
7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5,2039,51,517,139,658
6,0.26,0.15,1.3,0.06,51,154,0.99354,3.14,0.51,8.7,5,2040,11,593,6,660
7.2,0.31,0.41,8.6,0.053,15,89,0.9976,3.29,0.64,9.9,6,2041,93,522,245,669
7,0.23,0.28,2.7,0.053,16,92,0.99372,3.18,0.56,9.3,5,2042,63,568,172,512
6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7,2043,89,674,144,614
6.4,0.27,0.17,8.4,0.044,60,198,0.99578,3.21,0.47,9.4,5,2044,35,526,68,516
7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,6,2045,36,587,229,657
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,2046,11,975,244,615
7.1,0.29,0.49,1.2,0.031,32,99,0.9893,3.07,0.33,12.2,6,2047,0,602,222,683
7.5,0.28,0.34,4.2,0.028,36,116,0.991,2.99,0.41,12.3,8,2048,70,587,12,742
6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7,2049,32,527,38,546
7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7,6,2050,47,518,175,581
5.6,0.19,0.26,1.4,0.03,12,76,0.9905,3.25,0.37,10.9,7,2051,73,712,59,746
7,0.12,0.28,6.3,0.057,17,103,0.9957,3.5,0.44,9.6,5,2052,81,746,151,631
6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,6,2053,24,506,150,611
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,2054,0,836,149,660
8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,2055,73,697,124,586
7,0.24,0.36,4.9,0.083,10,133,0.9942,3.33,0.37,10.8,6,2056,40,774,42,659
6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,2057,67,658,193,607
6.2,0.2,0.26,1.1,0.047,42,119,0.99158,3.48,0.6,11,7,2058,2,806,41,649
