fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,feature1,feature2,feature3
6.1,0.2,0.4,1.9,0.028,32,138,0.9914,3.26,0.72,11.7,5,2029,7,898,233
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,2030,93,907,156
7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,6,2031,87,817,90
6.9,0.54,0.32,13.2,0.05,53,236,0.9973,3.2,0.5,9.6,5,2032,44,707,49
6.8,0.44,0.37,5.1,0.047,46,201,0.9938,3.08,0.65,10.5,4,2033,75,682,21
7.6,0.19,0.42,1.5,0.044,6,114,0.9914,3.04,0.74,12.8,6,2034,41,682,245
9.2,0.14,0.37,1.1,0.034,36,84,0.99136,3.05,0.55,11.6,6,2035,93,517,145
7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,8,2036,96,820,230
7,0.2,0.38,8.1,0.05,42,173,0.99585,3.3,0.54,9.8,6,2037,82,659,22
7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7,2038,21,620,82
7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5,2039,29,976,5
6,0.26,0.15,1.3,0.06,51,154,0.99354,3.14,0.51,8.7,5,2040,14,596,82
7.2,0.31,0.41,8.6,0.053,15,89,0.9976,3.29,0.64,9.9,6,2041,47,754,84
7,0.23,0.28,2.7,0.053,16,92,0.99372,3.18,0.56,9.3,5,2042,69,979,24
6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7,2043,30,529,245
6.4,0.27,0.17,8.4,0.044,60,198,0.99578,3.21,0.47,9.4,5,2044,11,725,140
7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,6,2045,71,694,82
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,2046,85,836,235
7.1,0.29,0.49,1.2,0.031,32,99,0.9893,3.07,0.33,12.2,6,2047,40,980,215
7.5,0.28,0.34,4.2,0.028,36,116,0.991,2.99,0.41,12.3,8,2048,18,813,99
6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7,2049,41,810,138
7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7,6,2050,40,532,224
5.6,0.19,0.26,1.4,0.03,12,76,0.9905,3.25,0.37,10.9,7,2051,37,942,245
7,0.12,0.28,6.3,0.057,17,103,0.9957,3.5,0.44,9.6,5,2052,26,531,72
6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,6,2053,40,948,29
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,2054,40,553,125
8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,2055,46,969,107
7,0.24,0.36,4.9,0.083,10,133,0.9942,3.33,0.37,10.8,6,2056,20,551,86
6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,2057,53,961,76
6.2,0.2,0.26,1.1,0.047,42,119,0.99158,3.48,0.6,11,7,2058,6,588,41
7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6,2059,89,604,8
6.8,0.27,0.28,7.8,0.038,26,89,0.9915,3.24,0.34,12.5,6,2060,17,622,168
6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6,2061,42,804,161
6.2,0.21,0.29,1.6,0.039,24,92,0.99114,3.27,0.5,11.2,6,2062,25,945,30
6.6,0.24,0.33,10.1,0.032,8,81,0.99626,3.19,0.51,9.8,6,2063,34,875,104
5.9,0.24,0.34,2,0.037,40,108,0.98948,3.19,0.5,12.3,6,2064,81,886,15
7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,5,2065,21,765,98
6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,5,2066,76,790,144
5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6,2067,95,538,42
6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,7,2068,94,925,2
6.3,0.32,0.26,12,0.049,63,170,0.9961,3.14,0.55,9.9,6,2069,94,641,73
5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,5,2070,28,817,117
8.8,0.2,0.28,1.1,0.018,18,72,0.9926,2.97,0.35,10.4,5,2071,62,531,35
6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5,2072,93,593,41
6.6,0.24,0.3,13,0.052,18,143,0.99825,3.37,0.49,9.4,6,2073,96,928,198
7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6,2074,93,619,113
5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6,2075,41,969,248
7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,6,2076,51,832,177
6.3,0.22,0.27,4.5,0.036,81,157,0.9928,3.05,0.76,10.7,7,2077,45,881,5
7.8,0.31,0.4,1.6,0.027,20,87,0.9911,3.15,0.48,11.9,6,2078,17,565,206
6.1,0.28,0.35,12.8,0.048,63,229,0.9975,3.08,0.4,8.9,5,2079,54,691,81
6.6,0.16,0.35,1.8,0.042,26,105,0.98962,3.19,0.75,12.4,7,2080,97,926,141
7.9,0.16,0.3,4.8,0.037,37,171,0.9967,3.47,0.44,9,4,2081,51,898,49
7.7,0.24,0.3,1.4,0.041,15,102,0.9929,3.26,0.53,10.4,6,2082,36,507,97
7.6,0.31,0.49,13.4,0.062,50,191,0.9989,3.22,0.53,9,4,2083,90,748,64
6.8,0.28,0.34,7.5,0.035,34,177,0.99692,3.33,0.43,9.1,5,2084,82,954,249
6.9,0.41,0.22,4.2,0.031,10,102,0.993,3,0.86,11.6,4,2085,98,794,3
6.2,0.22,0.27,1.5,0.064,20,132,0.9938,3.22,0.46,9.2,6,2086,61,696,133
5.8,0.3,0.12,1.6,0.036,57,163,0.99239,3.38,0.59,10.5,6,2087,53,726,177
5.5,0.15,0.32,14,0.031,16,99,0.99437,3.26,0.38,11.5,8,2088,60,672,152
6.9,0.25,0.47,8.4,0.042,36,156,0.99604,3.15,0.55,9.4,6,2089,4,648,46
5.6,0.18,0.31,1.5,0.038,16,84,0.9924,3.34,0.58,10.1,6,2090,77,952,125
6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,6,2091,14,933,168
6.3,0.22,0.43,4.55,0.038,31,130,0.9918,3.35,0.33,11.5,7,2092,84,997,154
6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,5,2093,71,871,165
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,2094,12,891,233
7,0.11,0.32,4.6,0.057,59,144,0.9956,3.55,0.44,9.4,7,2095,71,920,127
7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,5,2096,26,523,67
5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8,2097,78,734,112
6.3,0.22,0.22,5.6,0.039,31,128,0.99296,3.12,0.46,10.4,6,2098,84,598,175
6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,6,2099,29,948,126
8.2,0.21,0.32,10.65,0.053,53,145,0.9972,3.17,0.48,10.2,6,2100,35,740,16
7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6,2101,5,856,17
6.3,0.18,0.36,1.2,0.034,26,111,0.99074,3.16,0.51,11,6,2102,8,764,1
8,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10,6,2103,35,560,175
7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,7,2104,6,807,142
6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,7,2105,67,957,72
6.4,0.23,0.33,1.15,0.044,15.5,217.5,0.992,3.33,0.44,11,6,2106,86,943,37
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6,2107,39,522,226
6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8,7,2108,14,775,189
6.6,0.19,0.28,11.8,0.042,54,137,0.99492,3.18,0.37,10.8,6,2109,78,815,137
5.8,0.61,0.01,8.4,0.041,31,104,0.9909,3.26,0.72,14.05,7,2110,40,729,8
7.6,0.27,0.34,5,0.04,18,56,0.99084,3.06,0.48,12.4,6,2111,31,753,145
8.2,0.32,0.26,2.1,0.062,26,87,0.98974,3.1,0.47,12.8,6,2112,60,766,78
6.1,0.22,0.5,6.6,0.045,30,122,0.99415,3.22,0.49,9.9,6,2113,79,793,37
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,2114,45,775,99
7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6,2115,88,593,53
5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,6,2116,18,566,198
7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5,2117,81,665,103
6.6,0.27,0.3,1.9,0.025,14,153,0.9928,3.29,0.62,10.5,6,2118,14,844,18
7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1,5,2119,18,826,25
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,2120,7,760,151
6.3,0.37,0.51,6.3,0.048,35,146,0.9943,3.1,1.01,10.5,6,2121,26,944,185
6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7,2122,25,826,125
8.3,0.14,0.34,1.1,0.042,7,47,0.9934,3.47,0.4,10.2,6,2123,6,893,197
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,2124,74,606,125
9.4,0.16,0.23,1.6,0.042,14,67,0.9942,3.07,0.32,9.5,5,2125,24,525,147
7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5,2126,37,985,84
6.3,0.29,0.4,6.5,0.039,43,167,0.9953,3.15,0.44,9.3,6,2127,39,900,18
6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,7,2128,0,883,248
8.2,0.25,0.46,3.75,0.05,14,102,0.99524,3.28,0.58,9.7,5,2129,36,637,107
6.6,0.2,0.32,1.1,0.039,25,78,0.9926,3.39,0.54,10.2,7,2130,89,950,121
5.7,0.32,0.18,1.4,0.029,26,104,0.9906,3.44,0.37,11,6,2131,2,932,213
5.8,0.28,0.18,1.2,0.058,7,108,0.99288,3.23,0.58,9.55,4,2132,26,665,149
7,0.22,0.29,8.9,0.05,24,90,0.99556,3.29,0.46,9.8,6,2133,52,626,58
6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,6,2134,48,596,6
6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,5,2135,7,573,29
7.7,0.31,0.26,7.8,0.031,23,90,0.9944,3.13,0.5,10.4,5,2136,66,533,216
8.3,0.33,0.42,1.15,0.033,18,96,0.9911,3.2,0.32,12.4,3,2137,45,952,29
6.4,0.55,0.26,9.6,0.027,20,104,0.9924,3.22,0.73,13.1,6,2138,17,562,3
6.2,0.31,0.21,6.3,0.041,50,218,0.9941,3.15,0.6,10,5,2139,9,706,220
6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7,2140,0,899,151
6.4,0.29,0.28,11.1,0.063,66,169,0.9973,2.89,0.57,9,5,2141,58,869,13
6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,6,2142,98,974,29
6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,6,2143,87,892,64
6.1,0.35,0.07,1.4,0.069,22,108,0.9934,3.23,0.52,9.2,5,2144,78,573,227
7,0.22,0.3,1.4,0.04,14,63,0.98985,3.2,0.33,12,6,2145,47,844,64
8.1,0.27,0.41,1.45,0.033,11,63,0.9908,2.99,0.56,12,5,2146,22,519,140
7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,6,2147,11,738,231
7.5,0.2,0.41,1.2,0.05,26,131,0.99133,3.19,0.52,11.1,5,2148,57,515,223
6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6,2149,36,893,155
7.8,0.25,0.41,3.7,0.042,37,149,0.9954,3.36,0.45,10,6,2150,61,872,225
8.6,0.16,0.38,3.4,0.04,41,143,0.9932,2.95,0.39,10.2,6,2151,28,747,161
6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,7,2152,38,613,17
5.9,0.42,0.36,2.4,0.034,19,77,0.99184,3.25,0.48,10.9,5,2153,40,559,218
7.6,0.27,0.3,9.2,0.018,23,96,0.9938,3.08,0.29,11,6,2154,73,617,14
8.5,0.21,0.41,4.3,0.036,24,99,0.9947,3.18,0.53,9.7,6,2155,15,664,123
6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,5,2156,17,531,247
7.7,0.34,0.3,8,0.048,25,192,0.9951,2.97,0.47,10.9,5,2157,31,967,228
5.8,0.23,0.27,1.8,0.043,24,69,0.9933,3.38,0.31,9.4,6,2158,63,889,82
8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,5,2159,12,629,249
7.8,0.21,0.39,1.8,0.034,62,180,0.991,3.09,0.75,12.6,8,2160,45,797,86
7.2,0.32,0.36,2,0.033,37,114,0.9906,3.1,0.71,12.3,7,2161,60,578,240
8.3,0.19,0.49,1.2,0.051,11,137,0.9918,3.06,0.46,11,6,2162,39,723,242
6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,8,2163,100,683,106
6.8,0.12,0.3,12.9,0.049,32,88,0.99654,3.2,0.35,9.9,6,2164,9,592,155
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,2165,53,817,168
7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,6,2166,14,819,158
5.6,0.15,0.26,5.55,0.051,51,139,0.99336,3.47,0.5,11,6,2167,93,854,79
7.1,0.21,0.35,2.5,0.04,41,186,0.99128,3.32,0.56,12.5,6,2168,42,504,149
8,0.29,0.49,11.7,0.035,40,131,0.9958,3.14,0.34,10.8,5,2169,98,676,47
7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,5,2170,56,570,229
7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,6,2171,80,863,172
5.9,0.36,0.41,1.3,0.047,45,104,0.9917,3.33,0.51,10.6,6,2172,65,537,180
6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5,2173,39,814,10
7.6,0.2,0.26,4.8,0.033,26,76,0.99076,2.98,0.49,12.3,7,2174,20,828,43
6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,6,2175,97,582,48
6.4,0.125,0.29,5.85,0.042,24,99,0.992,3.23,0.32,12,7,2176,17,867,82
8.1,0.46,0.31,1.7,0.052,50,183,0.9923,3.03,0.42,11.2,5,2177,88,591,151
6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,5,2178,90,933,150
8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,6,2179,96,532,95
7.4,0.32,0.27,1.4,0.049,38,173,0.99335,3.03,0.52,9.3,5,2180,9,983,104
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,2181,97,676,217
7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5,2182,90,704,103
7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,7,2183,75,893,35
8.6,0.23,0.4,4.2,0.035,17,109,0.9947,3.14,0.53,9.7,5,2184,34,874,91
7.5,0.15,0.38,1.8,0.054,19,101,0.9946,3.24,0.44,10,5,2185,50,960,207
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,2186,27,504,38
7.1,0.28,0.49,6.5,0.041,28,111,0.9926,3.41,0.58,12.2,8,2187,15,953,126
7.7,0.28,0.63,11.1,0.039,58,179,0.9979,3.08,0.44,8.8,4,2188,3,699,153
6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,6,2189,0,501,222
7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,5,2190,99,811,102
8.4,0.17,0.31,5.4,0.052,47,150,0.9953,3.24,0.38,9.8,5,2191,71,545,26
7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4,2192,78,947,191
6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,6,2193,10,886,177
5.7,0.25,0.27,11.5,0.04,24,120,0.99411,3.33,0.31,10.8,6,2194,17,510,147
8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,6,2195,10,880,11
5.5,0.34,0.26,2.2,0.021,31,119,0.98919,3.55,0.49,13,8,2196,99,925,227
6.6,0.21,0.6,1.1,0.135,61,144,0.9927,3.12,0.39,9.3,7,2197,26,693,202
7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,5,2198,19,512,191
6.5,0.46,0.31,5,0.027,15,72,0.99165,3.26,0.6,11.5,7,2199,83,640,86
4.7,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7,2200,80,637,38
6.4,0.33,0.24,9.8,0.041,29,109,0.9956,3.29,0.47,10.1,6,2201,12,508,16
7.9,0.25,0.29,5.3,0.031,33,117,0.9918,3.06,0.32,11.8,7,2202,88,942,65
7.2,0.18,0.31,1.1,0.045,20,73,0.9925,3.32,0.4,10.8,7,2203,38,802,27
7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5,2204,80,816,98
6.7,0.21,0.36,8.55,0.02,20,86,0.99146,3.19,0.22,13.4,7,2205,12,598,144
7.5,0.23,0.29,2.6,0.031,24,98,0.99194,3,0.54,10.9,6,2206,45,655,244
6.8,0.22,0.3,10.6,0.07,67,194,0.99654,2.89,0.42,9,6,2207,34,568,214
6.8,0.32,0.3,1,0.049,22,113,0.99289,3.24,0.61,10.2,5,2208,99,671,188
6.8,0.18,0.28,8.5,0.047,52,242,0.9952,3.22,0.53,10.5,6,2209,77,737,179
6.2,0.35,0.25,18.4,0.051,28,182,0.99946,3.13,0.62,9.3,6,2210,36,730,243
5.8,0.31,0.31,7.5,0.052,55,230,0.9949,3.19,0.46,9.8,5,2211,3,878,180
6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6,2212,26,798,133
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,2213,2,843,104
8.1,0.27,0.35,1.7,0.03,38,103,0.99255,3.22,0.63,10.4,8,2214,78,692,154
6.6,0.27,0.32,1.3,0.044,18,93,0.99044,3.11,0.56,12.25,5,2215,93,883,5
7.9,0.37,0.31,2.85,0.037,5,24,0.9911,3.19,0.36,11.9,6,2216,73,730,50
7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,6,2217,85,511,157
7.3,0.32,0.34,6.6,0.032,24,112,0.99505,3.22,0.46,9.8,6,2218,31,598,114
6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5,2219,4,727,75
7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6,2220,89,746,112
7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7,2221,69,883,199
8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6,2222,66,950,14
7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7,7,2223,21,830,89
5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,5,2224,65,891,232
6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5,2225,6,863,159
6.8,0.25,0.38,8.1,0.046,24,155,0.9956,3.33,0.59,10.2,6,2226,71,791,52
7.6,0.31,0.52,13.2,0.042,61,148,0.99839,2.98,0.47,9.1,6,2227,53,867,200
5.9,0.18,0.29,4.6,0.032,68,137,0.99159,3.21,0.38,11.3,6,2228,40,775,46
6.6,0.15,0.34,1,0.037,45,79,0.98949,2.96,0.5,11.7,6,2229,94,653,73
6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,7,2230,65,828,0
5.6,0.2,0.66,10.2,0.043,78,175,0.9945,2.98,0.43,10.4,7,2231,53,542,70
6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,7,2232,77,514,86
6.6,0.2,0.38,7.9,0.052,30,145,0.9947,3.32,0.56,11,7,2233,67,763,185
7.4,0.26,0.37,9.4,0.047,42,147,0.9982,3.46,0.72,10,5,2234,86,783,155
7.1,0.09,0.3,6.2,0.032,24,134,0.993,2.99,0.39,10.9,6,2235,6,974,79
7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,6,2236,16,544,236
6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6,2237,29,739,194
6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6,2238,22,730,205
6.8,0.3,0.23,4.6,0.061,50.5,238.5,0.9958,3.32,0.6,9.5,5,2239,15,656,87
7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,7,2240,89,775,147
6.5,0.31,0.61,13,0.053,31,123,0.99708,3.09,0.5,9.3,6,2241,7,595,178
6.4,0.3,0.51,5.5,0.048,62,172,0.9942,3.08,0.45,9.1,6,2242,49,717,82
8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,2243,81,874,72
7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,5,2244,2,659,164
7.7,0.39,0.3,5.2,0.037,29,131,0.9943,3.38,0.44,11,6,2245,84,597,227
6.3,0.34,0.29,6.2,0.046,29,227,0.9952,3.29,0.53,10.1,6,2246,21,910,174
5.1,0.305,0.13,1.75,0.036,17,73,0.99,3.4,0.51,12.3333333333333,5,2247,53,557,55
8,0.24,0.26,1.7,0.033,36,136,0.99316,3.44,0.51,10.4,7,2248,41,813,103
6,0.27,0.3,14.7,0.044,15,144,0.99666,3.12,0.53,10.3,6,2249,65,932,24
6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,5,2250,84,560,104
6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6,2251,67,720,182
6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,6,2252,33,892,27
5.6,0.26,0.27,10.6,0.03,27,119,0.9947,3.4,0.34,10.7,7,2253,100,770,197
6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,4,2254,84,901,143
6.6,0.16,0.36,1.1,0.031,27,93,0.98884,3.23,0.34,13.2,8,2255,28,564,123
5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5,2256,29,726,50
7.5,0.35,0.37,2.5,0.066,29,89,0.98964,3.14,0.42,12.7,6,2257,66,684,234
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6,2258,40,965,70
6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1,6,2259,79,997,41
7.8,0.21,0.27,1.2,0.051,20,89,0.9936,3.06,0.46,9.1,5,2260,15,836,115
6.2,0.16,0.47,1.4,0.029,23,81,0.99,3.26,0.42,12.2,6,2261,24,932,247
7.6,0.2,0.26,4.5,0.086,37,133,0.9963,3.15,0.42,9.2,5,2262,14,854,116
6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,6,2263,1,682,174
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,2264,5,975,25
7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6,2265,55,655,167
7,0.26,0.59,1.4,0.037,40,120,0.9918,3.34,0.41,11.1,7,2266,90,649,135
7.7,0.28,0.33,6.7,0.037,32,155,0.9951,3.39,0.62,10.7,7,2267,61,728,120
7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6,2268,2,555,227
7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,7,2269,68,580,246
6.9,0.32,0.17,7.6,0.042,69,219,0.9959,3.13,0.4,8.9,5,2270,23,505,146
6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8,6,2271,35,674,146
5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5,2272,65,807,0
8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7,2273,84,939,40
8.2,0.22,0.49,9.6,0.037,53,154,0.9951,3.02,0.33,10.6,6,2274,75,875,45
6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6,2275,51,703,153
8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,6,2276,88,861,114
5.9,0.655,0,5.6,0.033,8,31,0.9936,3.32,0.51,10.5,4,2277,2,652,170
9.1,0.27,0.45,10.6,0.035,28,124,0.997,3.2,0.46,10.4,9,2278,63,504,41
8.3,0.26,0.31,2,0.029,14,141,0.99077,2.95,0.77,12.2,6,2279,57,846,85
6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,5,2280,58,742,110
6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,6,2281,37,714,72
7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9,6,2282,92,661,243
6.5,0.26,0.34,16.3,0.051,56,197,1.0004,3.49,0.42,9.8,5,2283,72,666,194
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,2284,29,936,170
6.2,0.23,0.38,1.6,0.044,12,113,0.99176,3.3,0.73,11.4,5,2285,36,812,70
7.5,0.32,0.26,1.8,0.042,13,133,0.9938,3.07,0.38,9.5,5,2286,23,965,168
6.6,0.26,0.46,6.9,0.047,59,183,0.99594,3.2,0.45,9.3,5,2287,95,896,45
7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,5,2288,18,578,176
6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,6,2289,30,964,118
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,2290,44,798,103
8,0.32,0.26,1.2,0.05,11.5,88,0.9946,3.24,0.37,9.5,4,2291,100,555,89
6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,5,2292,56,807,73
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,2293,26,909,14
7.9,0.25,0.34,11.4,0.04,53,202,0.99708,3.11,0.57,9.6,6,2294,17,616,58
9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5,2295,22,505,185
6.4,0.33,0.3,7.2,0.041,42,168,0.99331,3.22,0.49,11.1,6,2296,48,719,47
6.4,0.37,0.12,5.9,0.056,6,91,0.99536,3.06,0.46,8.4,4,2297,9,599,227
6.3,0.305,0.22,16,0.061,26,141,0.99824,3.08,0.5,9.1,5,2298,49,639,168
8.6,0.33,0.34,11.8,0.059,42,240,0.99882,3.17,0.52,10,6,2299,3,671,212
