fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,feature_y_4,feature_y_4,feature_y_4,feature_y_4
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,1723,22,512.0,0.5033593835053918,0.996833390848202
5.6,0.28,0.4,6.1,0.034,36,118,0.99144,3.21,0.43,12.1,7,1724,44,343.0,0.5987603351861511,0.8438377837054513
7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8,1725,69,512.0,1.3559695125148308,0.996833390848202
6.9,0.3,0.45,1.4,0.039,36,122,0.99059,3.07,0.47,11.1,7,1726,48,343.0,21.644060201514264,0.8438377837054513
6.6,0.23,0.27,5.6,0.043,43,164,0.9953,3.27,0.76,9.5,5,1727,89,125.0,4.313285464089166,0.7877145121442345
7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,5,1728,26,125.0,0.8898992703192068,0.7877145121442345
6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,7,1729,54,343.0,0.5258028615789886,0.8438377837054513
7.6,0.23,0.26,15.3,0.067,32,166,0.9986,3.03,0.44,9.2,4,1730,22,64.0,0.5402997895514923,0.39185723042955
6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7,1731,51,343.0,0.9827515054835452,0.8438377837054513
5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,7,1732,70,343.0,5.9473682002830515,0.8438377837054513
5.7,0.25,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4,6,1733,20,216.0,11.970492880441137,0.7179850839697136
7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,5,1734,27,125.0,1.188317206944952,0.7877145121442345
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,1735,10,125.0,0.5729957396285599,0.7877145121442345
5.8,0.3,0.23,1.5,0.034,37,121,0.98871,2.96,0.34,12.1,6,1736,24,216.0,0.5092284450238881,0.7179850839697136
6,0.34,0.32,3.8,0.044,13,116,0.99108,3.39,0.44,11.8,7,1737,24,343.0,0.771471225547442,0.8438377837054513
6.8,0.22,0.31,6.9,0.037,33,121,0.99176,3.02,0.39,11.9,8,1738,12,512.0,2.80625731874933,0.996833390848202
6.3,0.33,0.2,5.8,0.04,24,144,0.99425,3.15,0.63,9.9,5,1739,41,125.0,121.35267356513569,0.7877145121442345
5.2,0.25,0.23,1.4,0.047,20,77,0.99001,3.32,0.62,11.4,5,1740,35,125.0,1.748393754954573,0.7877145121442345
6.9,0.4,0.43,6.2,0.065,42,178,0.99552,3.11,0.53,9.4,5,1741,12,125.0,0.6539321754030245,0.7877145121442345
6.3,0.22,0.34,5,0.032,36,93,0.99012,3.27,0.36,13.5,7,1742,13,343.0,0.5000215384666375,0.8438377837054513
6.5,0.33,0.38,8.3,0.048,68,174,0.99492,3.14,0.5,9.6,5,1743,38,125.0,0.644620250415491,0.7877145121442345
6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,6,1744,99,216.0,1.6783465947997163,0.7179850839697136
7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4,7,1745,46,343.0,83.71606869737401,0.8438377837054513
7.3,0.29,0.29,4.6,0.029,27,155,0.9931,3.07,0.26,10.6,6,1746,21,216.0,2.9719548048334947,0.7179850839697136
7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6,1747,45,216.0,0.7867505722269266,0.7179850839697136
6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5,6,1748,80,216.0,0.5111377035382098,0.7179850839697136
6.4,0.36,0.2,5.7,0.118,61,172,0.9946,3.24,0.43,9.5,6,1749,84,216.0,0.5673884617862225,0.7179850839697136
7.7,0.16,0.41,1.7,0.048,60,173,0.9932,3.24,0.66,11.2,7,1750,50,343.0,1.1527392728908674,0.8438377837054513
7,0.27,0.41,18.75,0.042,34,157,1.0002,2.96,0.5,9.1,5,1751,53,125.0,10.597967502034422,0.7877145121442345
7.2,0.2,0.25,4.5,0.044,31,109,0.9949,3.23,0.36,9.4,5,1752,47,125.0,6.499418644493421,0.7877145121442345
8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,6,1753,76,216.0,1.0087769580707613,0.7179850839697136
6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5,1754,92,125.0,0.5444434099779734,0.7877145121442345
7.9,0.29,0.39,6.7,0.036,6,117,0.9938,3.12,0.42,10.7,5,1755,31,125.0,0.5227709256357727,0.7877145121442345
6.4,0.5,0.16,12.9,0.042,26,138,0.9974,3.28,0.33,9,5,1756,24,125.0,0.8697707944088278,0.7877145121442345
6,0.39,0.13,1.2,0.042,60,172,0.99114,3.06,0.52,10.6,5,1757,88,125.0,4.017464114843305,0.7877145121442345
6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,6,1758,77,216.0,25.877243641197218,0.7179850839697136
6.7,0.26,0.3,1.8,0.043,25,121,0.9944,3.44,0.61,10.2,6,1759,13,216.0,1.4040190925062603,0.7179850839697136
6,0.395,0,1.4,0.042,7,55,0.99135,3.37,0.38,11.2,4,1760,44,64.0,0.6059128609021203,0.39185723042955
6.3,0.27,0.46,11.75,0.037,61,212,0.9971,3.25,0.53,9.5,6,1761,28,216.0,0.5023644447804517,0.7179850839697136
6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,5,1762,17,125.0,0.704210345453452,0.7877145121442345
7,0.27,0.29,3.9,0.059,28,199,0.9961,3.54,0.59,10.3,5,1763,19,125.0,2.1584291254576105,0.7877145121442345
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,1764,31,343.0,109436.02622697322,0.8438377837054513
7,0.53,0.43,6.1,0.029,6,76,0.99118,3.08,0.5,12.5,8,1765,78,512.0,2.1924758709701835,0.996833390848202
8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,5,1766,95,125.0,0.7080870154906828,0.7877145121442345
6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6,1767,22,216.0,0.5026691315156465,0.7179850839697136
6.6,0.24,0.27,15.8,0.035,46,188,0.9982,3.24,0.51,9.2,5,1768,42,125.0,0.6035465742210411,0.7877145121442345
6.4,0.22,0.32,7.9,0.029,34,124,0.9948,3.4,0.39,10.2,5,1769,57,125.0,1.3880410533383534,0.7877145121442345
7.1,0.23,0.24,5.4,0.039,60,196,0.9948,3.19,0.78,10,4,1770,85,64.0,24.370639112271213,0.39185723042955
5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8,1771,82,512.0,4.11021911613421,0.996833390848202
5.8,0.17,0.36,1.3,0.036,11,70,0.99202,3.43,0.68,10.4,7,1772,82,343.0,0.8762174450914095,0.8438377837054513
6.4,0.19,0.35,10.2,0.043,40,106,0.99632,3.16,0.5,9.7,6,1773,67,216.0,0.5237356639196858,0.7179850839697136
5.8,0.32,0.23,1.5,0.033,39,121,0.9887,2.96,0.35,12,5,1774,93,125.0,0.5430681440912455,0.7877145121442345
5.8,0.29,0.27,1.6,0.062,17,140,0.99138,3.23,0.35,11.1,6,1775,21,216.0,1.000150744486725,0.7179850839697136
7.2,0.29,0.4,13.6,0.045,66,231,0.9977,3.08,0.59,9.6,6,1776,43,216.0,6.31123517614878,0.7179850839697136
7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9,5,1777,49,125.0,11.017425548313781,0.7877145121442345
7.3,0.21,0.21,1.6,0.046,35,133,0.99466,3.38,0.46,10,6,1778,83,216.0,1.1641047730356604,0.7179850839697136
6,0.59,0,0.8,0.037,30,95,0.99032,3.1,0.4,10.9,4,1779,63,64.0,0.5691840332126906,0.39185723042955
7.3,0.26,0.32,1.2,0.041,29,94,0.98978,3.07,0.45,12,6,1780,54,216.0,0.5104954000767048,0.7179850839697136
7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,6,1781,39,216.0,0.7816953364355981,0.7179850839697136
7.1,0.21,0.28,2.7,0.034,23,111,0.99405,3.35,0.64,10.2,4,1782,40,64.0,2.916304006219117,0.39185723042955
6.7,0.17,0.5,2.1,0.043,27,122,0.9923,3.15,0.45,10.3,6,1783,54,216.0,93.77612864033587,0.7179850839697136
6.2,0.35,0.29,3.9,0.041,22,79,0.99005,3.1,0.59,12.0666666666667,6,1784,1,216.0,1.7006257635776652,0.7179850839697136
6.2,0.16,0.54,1.4,0.126,37,110,0.9932,3.23,0.37,8.9,6,1785,11,216.0,0.6476064974269872,0.7179850839697136
7.2,0.31,0.46,5,0.04,3,29,0.9906,3.04,0.53,12.5,4,1786,6,64.0,0.5000026179778897,0.39185723042955
6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,7,1787,58,343.0,0.6508527986986976,0.8438377837054513
6.2,0.37,0.3,6.6,0.346,79,200,0.9954,3.29,0.58,9.6,5,1788,56,125.0,1.7250415078829096,0.7877145121442345
7.1,0.33,0.64,13.2,0.056,12,105,0.9972,3.05,0.39,9.2,5,1789,27,125.0,106.70028400609411,0.7877145121442345
7.1,0.33,0.3,3.3,0.034,30,102,0.9912,3.08,0.31,12.3,7,1790,82,343.0,2.8585585073349855,0.8438377837054513
7.2,0.27,0.46,18.75,0.052,45,255,1,3.04,0.52,8.9,5,1791,57,125.0,0.7763687913755831,0.7877145121442345
6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,5,1792,7,125.0,0.5098297848771408,0.7877145121442345
5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6,1793,66,216.0,0.5711388525509178,0.7179850839697136
5.9,0.23,0.3,12.9,0.054,57,170,0.9972,3.28,0.39,9.4,5,1794,93,125.0,1.1765068900708702,0.7877145121442345
5.8,0.23,0.31,3.5,0.044,35,158,0.98998,3.19,0.37,12.1,7,1795,89,343.0,11.495144369185004,0.8438377837054513
6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5,1796,70,125.0,6.118942737166566,0.7877145121442345
6.5,0.5,0.22,4.1,0.036,35,131,0.9902,3.26,0.55,13,7,1797,78,343.0,0.9910782884193533,0.8438377837054513
6.2,0.2,0.32,2.8,0.05,17,126,0.9936,3.18,0.55,9.4,6,1798,25,216.0,0.5416235815654559,0.7179850839697136
8,0.43,0.4,12.4,0.168,29,190,0.9991,3.07,0.64,9.2,5,1799,21,125.0,0.524792670252398,0.7877145121442345
7.4,0.19,0.49,6.7,0.037,15,110,0.9938,3.2,0.38,11,7,1800,90,343.0,0.8832343419582747,0.8438377837054513
7.2,0.14,0.32,1.1,0.022,48,116,0.99218,3.04,0.67,10,6,1801,81,216.0,4.213292837327583,0.7179850839697136
6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9,5,1802,20,125.0,22.90000426606701,0.7877145121442345
5.3,0.43,0.11,1.1,0.029,6,51,0.99076,3.51,0.48,11.2,4,1803,10,64.0,1.3712919742756402,0.39185723042955
6.9,0.28,0.4,8.2,0.036,15,95,0.9944,3.17,0.33,10.2,5,1804,30,125.0,0.6010530599053465,0.7877145121442345
7.6,0.17,0.35,1.6,0.047,43,154,0.9934,3.36,0.69,11.1,6,1805,19,216.0,0.5030159923868872,0.7179850839697136
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,1806,96,125.0,0.712301563099112,0.7877145121442345
6.8,0.22,0.35,5.5,0.043,21,114,0.9938,3.3,0.53,10.7,7,1807,34,343.0,2.2299149858971337,0.8438377837054513
7.5,0.29,0.36,15.7,0.05,29,124,0.9968,3.06,0.54,10.4,5,1808,38,125.0,11092.33486338665,0.7877145121442345
5.6,0.19,0.46,1.1,0.032,33,115,0.9909,3.36,0.5,10.4,6,1809,24,216.0,2.1229384398758855,0.7179850839697136
6.6,0.24,0.27,10.3,0.047,54,219,0.99742,3.04,0.45,8.8,5,1810,88,125.0,0.7001237752305015,0.7877145121442345
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,1811,11,343.0,0.502058911189071,0.8438377837054513
5.6,0.235,0.29,1.2,0.047,33,127,0.991,3.34,0.5,11,7,1812,24,343.0,0.6084861567169967,0.8438377837054513
6.9,0.4,0.3,10.6,0.033,24,87,0.99265,3.15,0.45,12.8,6,1813,13,216.0,1.421489417472749,0.7179850839697136
7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6,1814,60,216.0,27.651475233130196,0.7179850839697136
6.6,0.13,0.3,4.9,0.058,47,131,0.9946,3.51,0.45,10.3,6,1815,46,216.0,3.921762869033625,0.7179850839697136
7.6,0.25,1.23,4.6,0.035,51,294,0.99018,3.03,0.43,13.1,6,1816,44,216.0,0.862982923560429,0.7179850839697136
6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5,1817,43,125.0,0.5217622266258166,0.7877145121442345
6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,5,1818,53,125.0,0.5459435921385299,0.7877145121442345
6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4,7,1819,19,343.0,1.0181771325494016,0.8438377837054513
5.4,0.5,0.13,5,0.028,12,107,0.99079,3.48,0.88,13.5,7,1820,49,343.0,6.710629896730769,0.8438377837054513
7,0.19,0.33,6.3,0.032,42,127,0.99182,3.31,0.38,12.2,6,1821,25,216.0,10.175341358417311,0.7179850839697136
6.7,0.14,0.51,4.3,0.028,57,124,0.99176,2.91,0.54,10.7,7,1822,19,343.0,1.1408018153590713,0.8438377837054513
6.6,0.56,0.16,3.1,0.045,28,92,0.994,3.12,0.35,9.1,6,1823,72,216.0,0.5654985480440269,0.7179850839697136
6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,6,1824,97,216.0,0.5118473895904954,0.7179850839697136
6.8,0.32,0.32,8.7,0.029,31,105,0.99146,3,0.34,12.3,7,1825,11,343.0,0.7922490100458357,0.8438377837054513
5.9,0.23,0.28,8.6,0.046,37,142,0.99432,3.23,0.53,10.6,6,1826,20,216.0,3.0334378311205015,0.7179850839697136
7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5,1827,68,125.0,74.64365813000279,0.7877145121442345
7.8,0.27,0.34,1.6,0.046,27,154,0.9927,3.05,0.45,10.5,6,1828,88,216.0,1.655044778058159,0.7179850839697136
5.8,0.22,0.25,1.5,0.024,21,109,0.99234,3.37,0.58,10.4,6,1829,27,216.0,0.6414721889176721,0.7179850839697136
8.7,0.3,0.59,1.7,0.046,10,70,0.99373,3.06,0.56,10.8,4,1830,39,64.0,0.5000620509449115,0.39185723042955
8.2,0.21,0.48,1.4,0.041,11,99,0.9958,3.17,0.57,9.9,5,1831,61,125.0,0.657279662610925,0.7877145121442345
7.4,0.24,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,6,1832,12,216.0,1.7739944541120076,0.7179850839697136
8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,6,1833,13,216.0,140.65884301732183,0.7179850839697136
6.5,0.32,0.48,8,0.026,18,88,0.99144,3.22,0.79,12.7,4,1834,78,64.0,2.751953608199252,0.39185723042955
5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,6,1835,0,216.0,0.7663104385450217,0.7179850839697136
5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7,1836,26,343.0,0.5086064707125227,0.8438377837054513
7.5,0.305,0.38,1.4,0.047,30,95,0.99158,3.22,0.52,11.5,7,1837,28,343.0,0.5750169479133148,0.8438377837054513
6.6,0.28,0.28,8.5,0.052,55,211,0.9962,3.09,0.55,8.9,6,1838,9,216.0,1.201207397665286,0.7179850839697136
7.4,0.35,0.2,13.9,0.054,63,229,0.99888,3.11,0.5,8.9,6,1839,29,216.0,12.513309337338573,0.7179850839697136
6.3,0.25,0.27,6.6,0.054,40,158,0.99378,3.2,0.48,10.3,5,1840,94,125.0,5.771802420018036,0.7877145121442345
6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7,1841,37,343.0,0.9739926220337364,0.8438377837054513
8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6,1842,68,216.0,0.5389098260794778,0.7179850839697136
6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7,1843,88,343.0,0.526908886059288,0.8438377837054513
6.5,0.21,0.35,5.7,0.043,47,197,0.99392,3.24,0.5,10.1,6,1844,11,216.0,0.8971546039853645,0.7179850839697136
4.7,0.785,0,3.4,0.036,23,134,0.98981,3.53,0.92,13.8,6,1845,57,216.0,4.424507177695384,0.7179850839697136
6.9,0.31,0.32,1.6,0.036,34,114,0.99068,3.19,0.45,11.4,7,1846,39,343.0,20.411523252135265,0.8438377837054513
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,1847,80,125.0,1.3399034591209498,0.7877145121442345
7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,5,1848,57,125.0,0.5963445595124296,0.7877145121442345
6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,4,1849,91,64.0,0.5037477909411553,0.39185723042955
6.5,0.34,0.36,11,0.052,53,247,0.9984,3.44,0.55,9.3,6,1850,28,216.0,0.7206466029185792,0.7179850839697136
7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6,1851,63,216.0,2.305379170790611,0.7179850839697136
6.4,0.25,0.32,5.5,0.049,41,176,0.995,3.19,0.68,9.2,6,1852,16,216.0,2063.89239641522,0.7179850839697136
5.4,0.375,0.4,3.3,0.054,29,147,0.99482,3.42,0.52,9.1,5,1853,18,125.0,2.0569747470473154,0.7877145121442345
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,1854,98,512.0,0.6924019999165172,0.996833390848202
7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5,1855,5,125.0,0.5015283372949806,0.7877145121442345
7,0.4,0.25,1.8,0.05,51,189,0.99174,3,0.55,11.4,6,1856,58,216.0,0.6135831640489121,0.7179850839697136
6.7,0.21,0.48,14.8,0.05,31,195,0.99942,2.95,0.75,8.8,6,1857,79,216.0,1.456392511850666,0.7179850839697136
6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,5,1858,64,125.0,31.647633955680348,0.7877145121442345
6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6,1859,29,216.0,3.7465506080320212,0.7179850839697136
7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,5,1860,77,125.0,0.8501782082392095,0.7877145121442345
7.4,0.41,0.66,10.8,0.051,77,194,0.9976,3.05,0.46,8.7,5,1861,69,125.0,0.5198812282072415,0.7877145121442345
6.5,0.18,0.29,1.7,0.035,39,144,0.9927,3.49,0.5,10.5,6,1862,89,216.0,0.5489281768747907,0.7179850839697136
6.2,0.33,0.29,1.3,0.042,26,138,0.9956,3.77,0.64,9.5,5,1863,77,125.0,1.0368592360260518,0.7877145121442345
6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,7,1864,0,343.0,7.150328768004048,0.8438377837054513
6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6,5,1865,51,125.0,9.427658095842972,0.7877145121442345
5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7,1866,41,343.0,1.1183651227035236,0.8438377837054513
6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6,1867,94,216.0,0.5619365070628769,0.7179850839697136
6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5,5,1868,61,125.0,0.5132852894692564,0.7877145121442345
8.1,0.3,0.49,8.1,0.037,26,174,0.9943,3.1,0.3,11.2,7,1869,39,343.0,0.8031445589245969,0.8438377837054513
7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,6,1870,35,216.0,3.1582779858043604,0.7179850839697136
6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,5,1871,93,125.0,60.82924667425441,0.7877145121442345
6.4,0.17,0.34,1.5,0.093,43,136,0.9938,3.25,0.49,9.6,6,1872,32,216.0,1.611521203014409,0.7179850839697136
5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6,1873,87,216.0,0.6355237368394259,0.7179850839697136
8.8,0.35,0.49,1,0.036,14,56,0.992,2.96,0.33,10.5,4,1874,78,64.0,0.5001998746269531,0.39185723042955
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,1875,32,125.0,0.6639067332870373,0.7877145121442345
7.6,0.2,0.34,1.8,0.041,42,148,0.99335,3.35,0.66,11.1,6,1876,6,216.0,1.825351222277835,0.7179850839697136
6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7,1877,63,343.0,193.87702373668546,0.8438377837054513
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5,1878,35,125.0,2.6516106456702264,0.7877145121442345
8,0.36,0.39,1.6,0.024,26,93,0.99116,3.15,0.49,11.9,6,1879,52,216.0,0.7565640748628892,0.7179850839697136
6.9,0.26,0.33,12.6,0.051,59,173,0.998,3.39,0.38,9.9,5,1880,54,125.0,0.5074669729985761,0.7877145121442345
6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7,1881,55,343.0,0.5790257119128185,0.8438377837054513
6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7,1882,4,343.0,1.2268882905198972,0.8438377837054513
6,0.32,0.12,5.9,0.041,34,190,0.9944,3.16,0.72,10,5,1883,4,125.0,13.675230947673217,0.7877145121442345
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5,1884,21,125.0,5.45421712768513,0.7877145121442345
6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2,6,1885,34,216.0,0.9574937393658381,0.7179850839697136
6.2,0.45,0.73,7.2,0.099,47,202,0.99582,3.21,0.43,9.2,5,1886,4,125.0,0.5363002368689997,0.7877145121442345
7.6,0.23,0.64,12.9,0.033,54,170,0.998,3,0.53,8.8,5,1887,92,125.0,0.5291210025029354,0.7877145121442345
7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,5,1888,49,125.0,0.9115505239559702,0.7877145121442345
6.8,0.26,0.46,8.3,0.037,49,173,0.99601,3.17,0.47,9.3,5,1889,86,125.0,4.65275890353977,0.7877145121442345
6.7,0.3,0.74,5,0.038,35,157,0.9945,3.21,0.46,9.9,5,1890,60,125.0,18.31039599864948,0.7877145121442345
7.6,0.16,0.41,1.9,0.047,27,151,0.9937,3.2,0.53,10.1,6,1891,40,216.0,1.3097833425374534,0.7179850839697136
7.2,0.17,0.41,1.6,0.052,24,126,0.99228,3.19,0.49,10.8,5,1892,99,125.0,0.5917835340910425,0.7877145121442345
6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7,1893,8,343.0,0.5045603038269884,0.8438377837054513
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,1894,38,216.0,0.7292540940021057,0.7179850839697136
6.1,0.26,0.25,2.9,0.047,289,440,0.99314,3.44,0.64,10.5,3,1895,61,27.0,2.385120051204148,0.2921388087338362
6.9,0.23,0.34,2.7,0.032,24,121,0.9902,3.14,0.38,12.4,7,1896,78,343.0,838.8408220071278,0.8438377837054513
7.4,0.24,0.31,8.4,0.045,52,183,0.9963,3.09,0.32,8.8,5,1897,39,125.0,1.9943460590963495,0.7877145121442345
5.6,0.35,0.4,6.3,0.022,23,174,0.9922,3.54,0.5,11.6,7,1898,24,343.0,0.6849139985204853,0.8438377837054513
6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,4,1899,33,64.0,0.5010770754525131,0.39185723042955
6.5,0.19,0.27,4.9,0.037,13,101,0.9916,3.17,0.41,11.8,6,1900,69,216.0,0.6188418557780457,0.7179850839697136
6.8,0.52,0.32,13.2,0.044,54,221,0.9972,3.27,0.5,9.6,6,1901,0,216.0,1.4928338768749185,0.7179850839697136
6,0.19,0.29,1.1,0.047,67,152,0.9916,3.54,0.59,11.1,7,1902,80,343.0,36.583239255273796,0.8438377837054513
7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5,1903,48,125.0,3.5833723074871933,0.7877145121442345
5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,6,1904,33,216.0,0.8377866835397713,0.7179850839697136
6.1,0.24,0.3,1.5,0.045,22,61,0.992,3.31,0.54,10.4,5,1905,39,125.0,0.5180914158928008,0.7877145121442345
6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6,1906,82,216.0,0.5520240354780409,0.7179850839697136
6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,8,1907,41,512.0,1.056227305574245,0.996833390848202
8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,5,1908,71,125.0,7.635938860311205,0.7877145121442345
8.2,0.26,0.33,2.6,0.053,11,71,0.99402,2.89,0.49,9.5,5,1909,51,125.0,8.760778835581025,0.7877145121442345
7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,6,1910,42,216.0,1.0967540557783575,0.7179850839697136
6.6,0.26,0.29,1.4,0.039,13,67,0.9915,3.05,0.49,10.9,6,1911,24,216.0,0.5584952505053747,0.7179850839697136
6.1,0.21,0.19,1.4,0.046,51,131,0.99184,3.22,0.39,10.5,5,1912,46,125.0,0.5148100350477315,0.7877145121442345
6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5,1913,73,125.0,0.8143949142975275,0.7877145121442345
6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6,1914,24,216.0,3.2915128645188423,0.7179850839697136
8.3,0.4,0.38,1.1,0.038,15,75,0.9934,3.03,0.43,9.2,5,1915,18,125.0,50.53014585531393,0.7877145121442345
7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6,7,1916,8,343.0,1.5699349430589644,0.8438377837054513
6.2,0.27,0.43,7.8,0.056,48,244,0.9956,3.1,0.51,9,6,1917,99,216.0,0.6297558627886419,0.7179850839697136
5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12,6,1918,48,216.0,0.5004161754529248,0.7179850839697136
6.4,0.35,0.28,12.6,0.039,19,124,0.99539,3.2,0.43,10.6,6,1919,93,216.0,0.6707401667448709,0.7179850839697136
7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,6,1920,53,216.0,1.879269609576506,0.7179850839697136
6.3,0.3,0.19,7.7,0.049,47,184,0.99514,3.22,0.48,9.5,5,1921,26,125.0,284.2375755145239,0.7877145121442345
6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,1922,65,343.0,2.5570508214238656,0.8438377837054513
6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,5,1923,36,125.0,0.7471187978279761,0.7877145121442345
