fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,feature_y_5,feature_y_5,feature_y_5,feature_y_5,feature_y_5
7.8,0.27,0.34,1.6,0.046,27,154,0.9927,3.05,0.45,10.5,6,1828,65,216.0,1.655044778058159,0.7179850839697136,332
5.8,0.22,0.25,1.5,0.024,21,109,0.99234,3.37,0.58,10.4,6,1829,70,216.0,0.6414721889176721,0.7179850839697136,290
8.7,0.3,0.59,1.7,0.046,10,70,0.99373,3.06,0.56,10.8,4,1830,28,64.0,0.5000620509449115,0.39185723042955,330
8.2,0.21,0.48,1.4,0.041,11,99,0.9958,3.17,0.57,9.9,5,1831,79,125.0,0.657279662610925,0.7877145121442345,241
7.4,0.24,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,6,1832,89,216.0,1.7739944541120076,0.7179850839697136,409
8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,6,1833,73,216.0,140.65884301732183,0.7179850839697136,215
6.5,0.32,0.48,8,0.026,18,88,0.99144,3.22,0.79,12.7,4,1834,35,64.0,2.751953608199252,0.39185723042955,123
5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,6,1835,60,216.0,0.7663104385450217,0.7179850839697136,498
5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7,1836,67,343.0,0.5086064707125227,0.8438377837054513,307
7.5,0.305,0.38,1.4,0.047,30,95,0.99158,3.22,0.52,11.5,7,1837,28,343.0,0.5750169479133148,0.8438377837054513,418
6.6,0.28,0.28,8.5,0.052,55,211,0.9962,3.09,0.55,8.9,6,1838,40,216.0,1.201207397665286,0.7179850839697136,124
7.4,0.35,0.2,13.9,0.054,63,229,0.99888,3.11,0.5,8.9,6,1839,2,216.0,12.513309337338573,0.7179850839697136,448
6.3,0.25,0.27,6.6,0.054,40,158,0.99378,3.2,0.48,10.3,5,1840,100,125.0,5.771802420018036,0.7877145121442345,210
6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7,1841,75,343.0,0.9739926220337364,0.8438377837054513,136
8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6,1842,62,216.0,0.5389098260794778,0.7179850839697136,370
6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7,1843,66,343.0,0.526908886059288,0.8438377837054513,406
6.5,0.21,0.35,5.7,0.043,47,197,0.99392,3.24,0.5,10.1,6,1844,53,216.0,0.8971546039853645,0.7179850839697136,228
4.7,0.785,0,3.4,0.036,23,134,0.98981,3.53,0.92,13.8,6,1845,41,216.0,4.424507177695384,0.7179850839697136,346
6.9,0.31,0.32,1.6,0.036,34,114,0.99068,3.19,0.45,11.4,7,1846,18,343.0,20.411523252135265,0.8438377837054513,397
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,1847,57,125.0,1.3399034591209498,0.7877145121442345,65
7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,5,1848,68,125.0,0.5963445595124296,0.7877145121442345,92
6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,4,1849,64,64.0,0.5037477909411553,0.39185723042955,296
6.5,0.34,0.36,11,0.052,53,247,0.9984,3.44,0.55,9.3,6,1850,53,216.0,0.7206466029185792,0.7179850839697136,23
7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6,1851,20,216.0,2.305379170790611,0.7179850839697136,63
6.4,0.25,0.32,5.5,0.049,41,176,0.995,3.19,0.68,9.2,6,1852,12,216.0,2063.89239641522,0.7179850839697136,302
5.4,0.375,0.4,3.3,0.054,29,147,0.99482,3.42,0.52,9.1,5,1853,73,125.0,2.0569747470473154,0.7877145121442345,281
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,1854,7,512.0,0.6924019999165172,0.996833390848202,381
7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5,1855,21,125.0,0.5015283372949806,0.7877145121442345,370
7,0.4,0.25,1.8,0.05,51,189,0.99174,3,0.55,11.4,6,1856,51,216.0,0.6135831640489121,0.7179850839697136,128
6.7,0.21,0.48,14.8,0.05,31,195,0.99942,2.95,0.75,8.8,6,1857,72,216.0,1.456392511850666,0.7179850839697136,121
6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,5,1858,63,125.0,31.647633955680348,0.7877145121442345,300
6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6,1859,50,216.0,3.7465506080320212,0.7179850839697136,281
7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,5,1860,24,125.0,0.8501782082392095,0.7877145121442345,274
7.4,0.41,0.66,10.8,0.051,77,194,0.9976,3.05,0.46,8.7,5,1861,97,125.0,0.5198812282072415,0.7877145121442345,90
6.5,0.18,0.29,1.7,0.035,39,144,0.9927,3.49,0.5,10.5,6,1862,25,216.0,0.5489281768747907,0.7179850839697136,336
6.2,0.33,0.29,1.3,0.042,26,138,0.9956,3.77,0.64,9.5,5,1863,11,125.0,1.0368592360260518,0.7877145121442345,272
6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,7,1864,71,343.0,7.150328768004048,0.8438377837054513,441
6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6,5,1865,92,125.0,9.427658095842972,0.7877145121442345,99
5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7,1866,30,343.0,1.1183651227035236,0.8438377837054513,443
6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6,1867,70,216.0,0.5619365070628769,0.7179850839697136,248
6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5,5,1868,82,125.0,0.5132852894692564,0.7877145121442345,218
8.1,0.3,0.49,8.1,0.037,26,174,0.9943,3.1,0.3,11.2,7,1869,69,343.0,0.8031445589245969,0.8438377837054513,303
7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,6,1870,12,216.0,3.1582779858043604,0.7179850839697136,91
6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,5,1871,17,125.0,60.82924667425441,0.7877145121442345,121
6.4,0.17,0.34,1.5,0.093,43,136,0.9938,3.25,0.49,9.6,6,1872,46,216.0,1.611521203014409,0.7179850839697136,276
5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6,1873,43,216.0,0.6355237368394259,0.7179850839697136,302
8.8,0.35,0.49,1,0.036,14,56,0.992,2.96,0.33,10.5,4,1874,18,64.0,0.5001998746269531,0.39185723042955,46
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,1875,10,125.0,0.6639067332870373,0.7877145121442345,477
7.6,0.2,0.34,1.8,0.041,42,148,0.99335,3.35,0.66,11.1,6,1876,89,216.0,1.825351222277835,0.7179850839697136,80
6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7,1877,24,343.0,193.87702373668546,0.8438377837054513,426
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5,1878,14,125.0,2.6516106456702264,0.7877145121442345,74
8,0.36,0.39,1.6,0.024,26,93,0.99116,3.15,0.49,11.9,6,1879,89,216.0,0.7565640748628892,0.7179850839697136,145
6.9,0.26,0.33,12.6,0.051,59,173,0.998,3.39,0.38,9.9,5,1880,53,125.0,0.5074669729985761,0.7877145121442345,146
6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7,1881,21,343.0,0.5790257119128185,0.8438377837054513,402
6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7,1882,48,343.0,1.2268882905198972,0.8438377837054513,342
6,0.32,0.12,5.9,0.041,34,190,0.9944,3.16,0.72,10,5,1883,0,125.0,13.675230947673217,0.7877145121442345,418
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5,1884,82,125.0,5.45421712768513,0.7877145121442345,107
6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2,6,1885,48,216.0,0.9574937393658381,0.7179850839697136,109
6.2,0.45,0.73,7.2,0.099,47,202,0.99582,3.21,0.43,9.2,5,1886,11,125.0,0.5363002368689997,0.7877145121442345,239
7.6,0.23,0.64,12.9,0.033,54,170,0.998,3,0.53,8.8,5,1887,76,125.0,0.5291210025029354,0.7877145121442345,168
7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,5,1888,91,125.0,0.9115505239559702,0.7877145121442345,219
6.8,0.26,0.46,8.3,0.037,49,173,0.99601,3.17,0.47,9.3,5,1889,82,125.0,4.65275890353977,0.7877145121442345,312
6.7,0.3,0.74,5,0.038,35,157,0.9945,3.21,0.46,9.9,5,1890,4,125.0,18.31039599864948,0.7877145121442345,138
7.6,0.16,0.41,1.9,0.047,27,151,0.9937,3.2,0.53,10.1,6,1891,58,216.0,1.3097833425374534,0.7179850839697136,329
7.2,0.17,0.41,1.6,0.052,24,126,0.99228,3.19,0.49,10.8,5,1892,30,125.0,0.5917835340910425,0.7877145121442345,375
6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7,1893,21,343.0,0.5045603038269884,0.8438377837054513,257
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,1894,84,216.0,0.7292540940021057,0.7179850839697136,481
6.1,0.26,0.25,2.9,0.047,289,440,0.99314,3.44,0.64,10.5,3,1895,74,27.0,2.385120051204148,0.2921388087338362,368
6.9,0.23,0.34,2.7,0.032,24,121,0.9902,3.14,0.38,12.4,7,1896,35,343.0,838.8408220071278,0.8438377837054513,394
7.4,0.24,0.31,8.4,0.045,52,183,0.9963,3.09,0.32,8.8,5,1897,44,125.0,1.9943460590963495,0.7877145121442345,76
5.6,0.35,0.4,6.3,0.022,23,174,0.9922,3.54,0.5,11.6,7,1898,42,343.0,0.6849139985204853,0.8438377837054513,282
6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,4,1899,16,64.0,0.5010770754525131,0.39185723042955,329
6.5,0.19,0.27,4.9,0.037,13,101,0.9916,3.17,0.41,11.8,6,1900,90,216.0,0.6188418557780457,0.7179850839697136,149
6.8,0.52,0.32,13.2,0.044,54,221,0.9972,3.27,0.5,9.6,6,1901,21,216.0,1.4928338768749185,0.7179850839697136,20
6,0.19,0.29,1.1,0.047,67,152,0.9916,3.54,0.59,11.1,7,1902,2,343.0,36.583239255273796,0.8438377837054513,153
7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5,1903,71,125.0,3.5833723074871933,0.7877145121442345,0
5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,6,1904,28,216.0,0.8377866835397713,0.7179850839697136,434
6.1,0.24,0.3,1.5,0.045,22,61,0.992,3.31,0.54,10.4,5,1905,55,125.0,0.5180914158928008,0.7877145121442345,389
6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6,1906,32,216.0,0.5520240354780409,0.7179850839697136,190
6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,8,1907,61,512.0,1.056227305574245,0.996833390848202,354
8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,5,1908,70,125.0,7.635938860311205,0.7877145121442345,474
8.2,0.26,0.33,2.6,0.053,11,71,0.99402,2.89,0.49,9.5,5,1909,88,125.0,8.760778835581025,0.7877145121442345,279
7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,6,1910,19,216.0,1.0967540557783575,0.7179850839697136,493
6.6,0.26,0.29,1.4,0.039,13,67,0.9915,3.05,0.49,10.9,6,1911,47,216.0,0.5584952505053747,0.7179850839697136,7
6.1,0.21,0.19,1.4,0.046,51,131,0.99184,3.22,0.39,10.5,5,1912,66,125.0,0.5148100350477315,0.7877145121442345,96
6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5,1913,44,125.0,0.8143949142975275,0.7877145121442345,351
6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6,1914,92,216.0,3.2915128645188423,0.7179850839697136,303
8.3,0.4,0.38,1.1,0.038,15,75,0.9934,3.03,0.43,9.2,5,1915,29,125.0,50.53014585531393,0.7877145121442345,376
7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6,7,1916,39,343.0,1.5699349430589644,0.8438377837054513,387
6.2,0.27,0.43,7.8,0.056,48,244,0.9956,3.1,0.51,9,6,1917,76,216.0,0.6297558627886419,0.7179850839697136,261
5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12,6,1918,76,216.0,0.5004161754529248,0.7179850839697136,432
6.4,0.35,0.28,12.6,0.039,19,124,0.99539,3.2,0.43,10.6,6,1919,52,216.0,0.6707401667448709,0.7179850839697136,33
7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,6,1920,25,216.0,1.879269609576506,0.7179850839697136,350
6.3,0.3,0.19,7.7,0.049,47,184,0.99514,3.22,0.48,9.5,5,1921,15,125.0,284.2375755145239,0.7877145121442345,5
6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,1922,33,343.0,2.5570508214238656,0.8438377837054513,137
6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,5,1923,97,125.0,0.7471187978279761,0.7877145121442345,106
5.8,0.29,0.33,3.7,0.029,30,88,0.98994,3.25,0.42,12.3,6,1924,16,216.0,0.5064105602151912,0.7179850839697136,285
6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4,7,1925,18,343.0,0.5831682381937834,0.8438377837054513,432
8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6,1926,29,216.0,1.2536001660125478,0.7179850839697136,41
5.7,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,5,1927,70,125.0,15.009297269825298,0.7877145121442345,173
6.9,0.19,0.28,3,0.054,33,99,0.9924,3.16,0.4,10.8,6,1928,0,216.0,5.162927519078012,0.7179850839697136,297
7.9,0.12,0.49,5.2,0.049,33,152,0.9952,3.18,0.47,10.6,6,1929,70,216.0,0.941556842628379,0.7179850839697136,39
7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5,1930,12,125.0,0.5337929935333657,0.7877145121442345,200
7.4,0.22,0.26,1.2,0.035,18,97,0.99245,3.12,0.41,9.7,6,1931,24,216.0,0.5314305228125996,0.7179850839697136,154
6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6,1932,67,216.0,0.9264420761068031,0.7179850839697136,439
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,1933,93,343.0,4.899927643859218,0.8438377837054513,119
8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5,1934,66,125.0,16.520214858297233,0.7877145121442345,135
8.5,0.3,0.28,3.1,0.054,54,174,0.99543,3.21,0.43,9.4,6,1935,62,216.0,1.2808660003698131,0.7179850839697136,464
6.1,0.16,0.27,12.6,0.064,63,162,0.9994,3.66,0.43,8.9,5,1936,98,125.0,0.5873663175940289,0.7877145121442345,216
6.4,0.24,0.5,11.6,0.047,60,211,0.9966,3.18,0.57,9.3,5,1937,85,125.0,0.5054540467174286,0.7877145121442345,80
7.8,0.21,0.49,1.35,0.052,6,48,0.9911,3.15,0.28,11.4,5,1938,59,125.0,0.7381330740729821,0.7877145121442345,110
6.5,0.2,0.5,18.1,0.054,50,221,0.99941,2.94,0.64,8.8,6,1939,29,216.0,2.469464562729078,0.7179850839697136,466
6,0.38,0.26,6,0.034,42,134,0.9912,3.38,0.38,12.3,7,1940,29,343.0,451.93035873842393,0.8438377837054513,342
6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6,1941,15,216.0,1.9348332955408192,0.7179850839697136,135
6.9,0.31,0.34,1.6,0.032,23,128,0.9917,3.37,0.47,11.7,6,1942,54,216.0,0.6776524199783889,0.7179850839697136,398
7.3,0.43,0.37,4.6,0.028,17,114,0.991,3.23,0.43,13.2,6,1943,55,216.0,0.5007048416819007,0.7179850839697136,251
6.3,0.28,0.47,11.2,0.04,61,183,0.99592,3.12,0.51,9.5,6,1944,32,216.0,0.6242666778023801,0.7179850839697136,56
8.3,0.33,0.43,9.2,0.046,22,126,0.9982,3.38,0.47,9.3,5,1945,74,125.0,1.5309031816096903,0.7877145121442345,415
8.2,0.24,0.49,9.3,0.038,52,163,0.9952,3.02,0.33,10.6,6,1946,20,216.0,42.77759711531252,0.7179850839697136,481
6.7,0.21,0.34,1.4,0.049,36,112,0.99091,3.02,0.5,11,6,1947,79,216.0,3.431153109409983,0.7179850839697136,273
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,1948,11,216.0,0.8257925637342198,0.7179850839697136,131
7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,6,1949,9,216.0,0.5163916038212545,0.7179850839697136,219
6.7,0.26,0.51,8,0.062,50,194,0.99545,3.13,0.5,9.6,5,1950,83,125.0,0.5552334025097049,0.7877145121442345,226
7.6,0.32,0.35,1.6,0.092,24,138,0.99438,3.19,0.44,9.8,5,1951,53,125.0,1.0763133959305082,0.7877145121442345,71
7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6,1952,23,216.0,8.174077487335584,0.7179850839697136,320
4.8,0.26,0.23,10.6,0.034,23,111,0.99274,3.46,0.28,11.5,7,1953,40,343.0,8.163469491404,0.8438377837054513,233
6.4,0.46,0.22,14.7,0.047,51,183,0.998275,3.39,0.6,10.5,5,1954,0,125.0,1.0759303663741873,0.7877145121442345,189
6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9,6,1955,38,216.0,0.5551722314622877,0.7179850839697136,52
8.3,0.22,0.34,1.1,0.043,20,116,0.9927,3,0.47,10.2,6,1956,21,216.0,0.5164226224008138,0.7179850839697136,97
7.9,0.18,0.36,5.9,0.058,31,132,0.995,3.25,0.52,10.9,6,1957,29,216.0,0.8260136628474805,0.7179850839697136,161
8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6,1958,84,216.0,3.433909555142855,0.7179850839697136,64
5.5,0.24,0.32,8.7,0.06,19,102,0.994,3.27,0.31,10.4,5,1959,41,125.0,42.647463644221105,0.7877145121442345,356
6.2,0.28,0.57,1,0.043,50,92,0.99004,3.17,0.36,11.5,6,1960,70,216.0,1.5301745798907906,0.7179850839697136,320
7.1,0.44,0.23,5.8,0.035,24,100,0.99062,3.15,0.57,13.2,7,1961,71,343.0,0.6241635121575928,0.8438377837054513,134
6.4,0.38,0.19,4.5,0.038,36,119,0.99151,3.07,0.42,11.2,6,1962,48,216.0,0.5007110891366041,0.7179850839697136,335
6.8,0.37,0.28,4,0.03,29,79,0.99,3.23,0.46,12.4,7,1963,94,343.0,0.6777863972089124,0.8438377837054513,130
6,0.28,0.35,1.9,0.037,16,120,0.9933,3.16,0.69,10.6,5,1964,28,125.0,1.9359206275693355,0.7877145121442345,114
6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,1965,49,343.0,456.46702174795877,0.8438377837054513,81
7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7,1966,99,343.0,2.4678402932197137,0.8438377837054513,472
6.7,0.26,0.26,4.1,0.073,36,202,0.9956,3.3,0.67,9.5,5,1967,94,125.0,0.7379642122455952,0.7877145121442345,224
6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,5,1968,76,125.0,0.5054365563616388,0.7877145121442345,359
6.1,0.36,0.16,6.4,0.037,36,198,0.9944,3.17,0.62,9.9,6,1969,96,216.0,0.5874477553846333,0.7179850839697136,18
7.3,0.23,0.37,1.9,0.041,51,165,0.9908,3.26,0.4,12.2,8,1970,64,512.0,1.2813969696725434,0.996833390848202,319
6.8,0.21,0.27,2.1,0.03,26,139,0.99,3.16,0.61,12.6,7,1971,20,343.0,16.55126628588548,0.8438377837054513,367
8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7,1972,59,343.0,4.8951115642235346,0.8438377837054513,431
6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,5,1973,2,125.0,0.9261584649984764,0.7877145121442345,56
6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5,1974,78,125.0,0.5313863591315934,0.7877145121442345,405
5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6,1975,62,216.0,0.5338390262285356,0.7179850839697136,99
7.4,0.18,0.3,8.8,0.064,26,103,0.9961,2.94,0.56,9.3,5,1976,46,125.0,0.9418503326432038,0.7877145121442345,153
8.3,0.39,0.7,10.6,0.045,33,169,0.9976,3.09,0.57,9.4,5,1977,10,125.0,5.168159675722249,0.7877145121442345,365
6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6,1978,34,216.0,14.982523531243674,0.7179850839697136,150
8.4,0.2,0.31,2.8,0.054,16,89,0.99416,2.96,0.45,9.5,6,1979,43,216.0,1.2530900355130252,0.7179850839697136,226
6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,6,1980,5,216.0,0.583089396863111,0.7179850839697136,271
6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,6,1981,21,216.0,0.5064295882734139,0.7179850839697136,124
7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,6,1982,92,216.0,0.7472930119509281,0.7179850839697136,125
6.6,0.425,0.25,2.35,0.034,23,87,0.99082,3.05,0.41,11.4,6,1983,23,216.0,2.558771550090937,0.7179850839697136,323
6.6,0.34,0.34,2.6,0.051,40.5,210,0.99314,3.15,0.61,10,5,1984,95,125.0,282.00562218332755,0.7877145121442345,192
6.4,0.33,0.28,4,0.04,24,81,0.9903,3.26,0.64,12.6,7,1985,76,343.0,1.8782351195587157,0.8438377837054513,388
6.2,0.3,0.42,2.2,0.036,28,128,0.9901,3.13,0.38,11.6,6,1986,61,216.0,0.6706102362466551,0.7179850839697136,133
6.7,0.12,0.36,2.3,0.039,43,125,0.99229,3.07,0.67,10.1,7,1987,17,343.0,0.5004114020241308,0.8438377837054513,6
7.5,0.38,0.29,12.7,0.05,25,209,0.9986,3.25,0.59,9.3,6,1988,32,216.0,0.6298622709808747,0.7179850839697136,249
6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,7,1989,58,343.0,1.570696770530688,0.8438377837054513,78
5.9,0.36,0.04,5.7,0.046,21,87,0.9934,3.22,0.51,10.2,5,1990,61,125.0,50.698167457004885,0.7877145121442345,46
6.2,0.16,0.33,1.1,0.057,21,82,0.991,3.32,0.46,10.9,7,1991,22,343.0,3.2889356019986464,0.8438377837054513,258
7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,6,1992,35,216.0,0.8141808444844766,0.7179850839697136,111
9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,6,1993,83,216.0,0.5147806713404468,0.7179850839697136,323
6.3,0.17,0.32,1,0.04,39,118,0.98886,3.31,0.4,13.1,8,1994,59,512.0,0.5585586134913912,0.996833390848202,481
7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6,1995,79,216.0,1.0971514957648427,0.7179850839697136,304
7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,5,1996,84,125.0,8.772598765767357,0.7877145121442345,369
7.1,0.3,0.46,1.5,0.066,29,133,0.9906,3.12,0.54,12.7,6,1997,25,216.0,7.6263826816498215,0.7179850839697136,279
6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,6,1998,48,216.0,1.0558580312044057,0.7179850839697136,196
7.7,0.16,0.49,2,0.056,20,124,0.9948,3.32,0.49,10.7,6,1999,5,216.0,0.5519650116726966,0.7179850839697136,299
8.3,0.21,0.49,19.8,0.054,50,231,1.0012,2.99,0.54,9.2,5,2000,64,125.0,0.518124109745885,0.7877145121442345,48
6,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,7,2001,86,343.0,0.8380150860940498,0.8438377837054513,205
8.1,0.2,0.36,9.7,0.044,63,162,0.997,3.1,0.46,10,6,2002,29,216.0,3.586324885280379,0.7179850839697136,402
5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6,2003,66,216.0,36.480407421388485,0.7179850839697136,484
5.7,0.26,0.25,10.4,0.02,7,57,0.994,3.39,0.37,10.6,5,2004,4,125.0,1.4921366313829854,0.7877145121442345,391
6.3,0.26,0.24,7.2,0.039,38,172,0.9958,3.49,0.64,9.7,6,2005,26,216.0,0.6187418439075949,0.7179850839697136,442
6.6,0.41,0.16,1.4,0.037,28,160,0.99167,2.95,0.45,10.6,6,2006,100,216.0,0.5010848008576706,0.7179850839697136,429
6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,6,2007,6,216.0,0.6850521512536248,0.7179850839697136,395
8,0.25,0.49,1.2,0.061,27,117,0.9938,3.08,0.34,9.4,5,2008,87,125.0,1.9954898518629147,0.7877145121442345,165
6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6,2009,45,216.0,850.347355925443,0.7179850839697136,282
7.1,0.43,0.25,2.8,0.036,43,132,0.98975,3.21,0.47,13.4,6,2010,88,216.0,2.3835852038317165,0.7179850839697136,78
6.4,0.37,0.49,13.3,0.045,53,243,0.9982,3.14,0.48,8.5,6,2011,66,216.0,0.7290904030073662,0.7179850839697136,59
6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6,2012,21,216.0,0.5045443400306465,0.7179850839697136,207
6.8,0.26,0.42,1.7,0.049,41,122,0.993,3.47,0.48,10.5,8,2013,51,512.0,0.5918676327796644,0.996833390848202,334
6.6,0.52,0.44,12.2,0.048,54,245,0.9975,3.26,0.54,9.3,6,2014,20,216.0,1.3103362638107754,0.7179850839697136,225
6.1,0.6,0.12,1.8,0.05,11,76,0.99268,3.42,0.48,10.4,4,2015,95,64.0,18.34668702074167,0.39185723042955,455
5.9,0.37,0.14,6.3,0.036,34,185,0.9944,3.17,0.63,9.8,5,2016,97,125.0,4.648315979367083,0.7877145121442345,82
5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,5,2017,57,125.0,0.9112763865344571,0.7877145121442345,157
6.3,0.21,0.33,13.9,0.046,68,179,0.9971,3.36,0.5,10.4,6,2018,61,216.0,0.529078677543066,0.7179850839697136,485
7,0.17,0.37,5.7,0.025,29,111,0.9938,3.2,0.49,10.8,6,2019,56,216.0,0.5363481703618187,0.7179850839697136,372
6.4,0.15,0.4,1.3,0.053,61,146,0.99112,3.17,0.68,11,6,2020,88,216.0,0.9577975361273198,0.7179850839697136,297
6.8,0.19,0.58,14.2,0.038,51,164,0.9975,3.12,0.48,9.6,6,2021,79,216.0,5.45991463797951,0.7179850839697136,266
7.7,0.3,0.23,2,0.068,28,138,0.99382,3.11,0.62,9.8,5,2022,93,125.0,13.651983981046222,0.7877145121442345,231
