fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,feature1,feature2,feature3,feature4,feature5
6.2,0.27,0.43,7.8,0.056,48,244,0.9956,3.1,0.51,9,6,1917,80,519,25,543,353
5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12,6,1918,35,721,54,632,96
6.4,0.35,0.28,12.6,0.039,19,124,0.99539,3.2,0.43,10.6,6,1919,53,742,46,615,217
7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,6,1920,90,512,27,556,187
6.3,0.3,0.19,7.7,0.049,47,184,0.99514,3.22,0.48,9.5,5,1921,86,855,212,618,466
6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,1922,95,890,140,539,385
6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,5,1923,45,675,67,611,457
5.8,0.29,0.33,3.7,0.029,30,88,0.98994,3.25,0.42,12.3,6,1924,70,795,182,680,422
6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4,7,1925,27,679,136,580,79
8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6,1926,79,999,123,554,295
5.7,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,5,1927,23,894,47,535,45
6.9,0.19,0.28,3,0.054,33,99,0.9924,3.16,0.4,10.8,6,1928,83,501,32,637,23
7.9,0.12,0.49,5.2,0.049,33,152,0.9952,3.18,0.47,10.6,6,1929,48,912,130,692,237
7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5,1930,6,709,185,501,52
7.4,0.22,0.26,1.2,0.035,18,97,0.99245,3.12,0.41,9.7,6,1931,39,528,227,577,166
6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6,1932,88,740,139,535,353
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,1933,87,759,198,688,166
8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5,1934,59,933,192,536,385
8.5,0.3,0.28,3.1,0.054,54,174,0.99543,3.21,0.43,9.4,6,1935,75,797,53,748,317
6.1,0.16,0.27,12.6,0.064,63,162,0.9994,3.66,0.43,8.9,5,1936,39,504,110,607,478
6.4,0.24,0.5,11.6,0.047,60,211,0.9966,3.18,0.57,9.3,5,1937,74,841,48,749,20
7.8,0.21,0.49,1.35,0.052,6,48,0.9911,3.15,0.28,11.4,5,1938,0,737,18,720,191
6.5,0.2,0.5,18.1,0.054,50,221,0.99941,2.94,0.64,8.8,6,1939,35,969,241,689,415
6,0.38,0.26,6,0.034,42,134,0.9912,3.38,0.38,12.3,7,1940,61,903,86,568,289
6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6,1941,52,961,74,712,124
6.9,0.31,0.34,1.6,0.032,23,128,0.9917,3.37,0.47,11.7,6,1942,15,771,139,542,401
7.3,0.43,0.37,4.6,0.028,17,114,0.991,3.23,0.43,13.2,6,1943,87,893,208,662,407
6.3,0.28,0.47,11.2,0.04,61,183,0.99592,3.12,0.51,9.5,6,1944,30,927,99,673,415
8.3,0.33,0.43,9.2,0.046,22,126,0.9982,3.38,0.47,9.3,5,1945,85,959,43,697,460
8.2,0.24,0.49,9.3,0.038,52,163,0.9952,3.02,0.33,10.6,6,1946,5,501,238,504,83
6.7,0.21,0.34,1.4,0.049,36,112,0.99091,3.02,0.5,11,6,1947,67,662,27,750,434
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,1948,84,609,3,500,428
7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,6,1949,100,973,23,734,321
6.7,0.26,0.51,8,0.062,50,194,0.99545,3.13,0.5,9.6,5,1950,89,958,154,551,393
7.6,0.32,0.35,1.6,0.092,24,138,0.99438,3.19,0.44,9.8,5,1951,7,974,1,729,498
7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6,1952,76,651,227,728,444
4.8,0.26,0.23,10.6,0.034,23,111,0.99274,3.46,0.28,11.5,7,1953,30,688,165,628,314
6.4,0.46,0.22,14.7,0.047,51,183,0.998275,3.39,0.6,10.5,5,1954,64,529,58,598,189
6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9,6,1955,28,769,94,542,434
8.3,0.22,0.34,1.1,0.043,20,116,0.9927,3,0.47,10.2,6,1956,84,731,194,741,46
7.9,0.18,0.36,5.9,0.058,31,132,0.995,3.25,0.52,10.9,6,1957,35,634,90,622,66
8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6,1958,24,907,242,631,287
5.5,0.24,0.32,8.7,0.06,19,102,0.994,3.27,0.31,10.4,5,1959,67,987,182,732,357
6.2,0.28,0.57,1,0.043,50,92,0.99004,3.17,0.36,11.5,6,1960,59,813,118,655,336
7.1,0.44,0.23,5.8,0.035,24,100,0.99062,3.15,0.57,13.2,7,1961,24,929,39,531,257
6.4,0.38,0.19,4.5,0.038,36,119,0.99151,3.07,0.42,11.2,6,1962,47,955,249,526,411
6.8,0.37,0.28,4,0.03,29,79,0.99,3.23,0.46,12.4,7,1963,52,637,50,519,42
6,0.28,0.35,1.9,0.037,16,120,0.9933,3.16,0.69,10.6,5,1964,92,782,243,588,308
6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,1965,28,679,93,516,174
7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7,1966,40,719,203,700,134
6.7,0.26,0.26,4.1,0.073,36,202,0.9956,3.3,0.67,9.5,5,1967,83,678,151,660,0
6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,5,1968,8,793,130,726,220
6.1,0.36,0.16,6.4,0.037,36,198,0.9944,3.17,0.62,9.9,6,1969,37,571,38,748,221
7.3,0.23,0.37,1.9,0.041,51,165,0.9908,3.26,0.4,12.2,8,1970,22,743,138,705,387
6.8,0.21,0.27,2.1,0.03,26,139,0.99,3.16,0.61,12.6,7,1971,18,698,202,575,215
8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7,1972,18,892,136,721,457
6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,5,1973,92,746,234,614,489
6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5,1974,24,970,207,698,182
5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6,1975,75,851,13,639,455
7.4,0.18,0.3,8.8,0.064,26,103,0.9961,2.94,0.56,9.3,5,1976,23,648,118,533,407
8.3,0.39,0.7,10.6,0.045,33,169,0.9976,3.09,0.57,9.4,5,1977,42,651,207,660,175
6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6,1978,89,683,52,623,272
8.4,0.2,0.31,2.8,0.054,16,89,0.99416,2.96,0.45,9.5,6,1979,35,836,102,613,156
6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,6,1980,9,604,54,581,381
6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,6,1981,7,907,120,563,244
7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,6,1982,75,936,20,617,215
6.6,0.425,0.25,2.35,0.034,23,87,0.99082,3.05,0.41,11.4,6,1983,85,522,72,738,191
6.6,0.34,0.34,2.6,0.051,40.5,210,0.99314,3.15,0.61,10,5,1984,78,924,233,566,10
6.4,0.33,0.28,4,0.04,24,81,0.9903,3.26,0.64,12.6,7,1985,8,534,5,511,139
6.2,0.3,0.42,2.2,0.036,28,128,0.9901,3.13,0.38,11.6,6,1986,32,980,198,643,288
6.7,0.12,0.36,2.3,0.039,43,125,0.99229,3.07,0.67,10.1,7,1987,67,669,180,560,169
7.5,0.38,0.29,12.7,0.05,25,209,0.9986,3.25,0.59,9.3,6,1988,72,986,194,604,400
6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,7,1989,61,517,182,699,317
5.9,0.36,0.04,5.7,0.046,21,87,0.9934,3.22,0.51,10.2,5,1990,0,969,5,517,124
6.2,0.16,0.33,1.1,0.057,21,82,0.991,3.32,0.46,10.9,7,1991,88,942,82,574,439
7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,6,1992,44,606,195,541,452
9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,6,1993,34,625,60,618,293
6.3,0.17,0.32,1,0.04,39,118,0.98886,3.31,0.4,13.1,8,1994,3,667,94,593,196
7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6,1995,64,937,78,664,482
7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,5,1996,86,698,174,617,403
7.1,0.3,0.46,1.5,0.066,29,133,0.9906,3.12,0.54,12.7,6,1997,20,514,127,628,262
6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,6,1998,59,588,190,676,259
7.7,0.16,0.49,2,0.056,20,124,0.9948,3.32,0.49,10.7,6,1999,88,903,74,712,483
8.3,0.21,0.49,19.8,0.054,50,231,1.0012,2.99,0.54,9.2,5,2000,82,677,49,689,340
6,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,7,2001,28,557,107,588,387
8.1,0.2,0.36,9.7,0.044,63,162,0.997,3.1,0.46,10,6,2002,35,831,76,583,385
5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6,2003,39,567,15,554,127
5.7,0.26,0.25,10.4,0.02,7,57,0.994,3.39,0.37,10.6,5,2004,98,539,128,549,298
6.3,0.26,0.24,7.2,0.039,38,172,0.9958,3.49,0.64,9.7,6,2005,9,797,108,669,474
6.6,0.41,0.16,1.4,0.037,28,160,0.99167,2.95,0.45,10.6,6,2006,92,859,55,567,46
6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,6,2007,4,678,248,643,104
8,0.25,0.49,1.2,0.061,27,117,0.9938,3.08,0.34,9.4,5,2008,41,684,27,583,398
6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6,2009,100,514,244,693,251
7.1,0.43,0.25,2.8,0.036,43,132,0.98975,3.21,0.47,13.4,6,2010,30,673,147,500,324
6.4,0.37,0.49,13.3,0.045,53,243,0.9982,3.14,0.48,8.5,6,2011,68,727,201,581,99
6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6,2012,0,958,98,594,8
6.8,0.26,0.42,1.7,0.049,41,122,0.993,3.47,0.48,10.5,8,2013,75,568,3,711,179
6.6,0.52,0.44,12.2,0.048,54,245,0.9975,3.26,0.54,9.3,6,2014,92,855,85,685,168
6.1,0.6,0.12,1.8,0.05,11,76,0.99268,3.42,0.48,10.4,4,2015,86,622,239,729,469
5.9,0.37,0.14,6.3,0.036,34,185,0.9944,3.17,0.63,9.8,5,2016,79,780,98,727,42
5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,5,2017,38,622,165,602,309
6.3,0.21,0.33,13.9,0.046,68,179,0.9971,3.36,0.5,10.4,6,2018,84,718,89,682,18
7,0.17,0.37,5.7,0.025,29,111,0.9938,3.2,0.49,10.8,6,2019,27,517,220,537,214
6.4,0.15,0.4,1.3,0.053,61,146,0.99112,3.17,0.68,11,6,2020,43,815,230,696,162
6.8,0.19,0.58,14.2,0.038,51,164,0.9975,3.12,0.48,9.6,6,2021,74,924,20,696,28
7.7,0.3,0.23,2,0.068,28,138,0.99382,3.11,0.62,9.8,5,2022,48,934,120,595,223
7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,5,2023,19,980,195,607,5
8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,5,2024,74,886,217,652,452
5.9,0.34,0.25,2,0.042,12,110,0.99034,3.02,0.54,11.4,6,2025,38,893,168,687,84
6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,6,2026,85,874,5,701,361
6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,5,2027,52,615,138,503,59
6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,5,2028,1,829,130,537,21
6.1,0.2,0.4,1.9,0.028,32,138,0.9914,3.26,0.72,11.7,5,2029,13,780,12,536,187
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,2030,89,603,221,539,258
7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,6,2031,3,697,144,518,401
6.9,0.54,0.32,13.2,0.05,53,236,0.9973,3.2,0.5,9.6,5,2032,54,964,89,506,393
6.8,0.44,0.37,5.1,0.047,46,201,0.9938,3.08,0.65,10.5,4,2033,54,986,172,541,491
7.6,0.19,0.42,1.5,0.044,6,114,0.9914,3.04,0.74,12.8,6,2034,56,606,227,621,16
9.2,0.14,0.37,1.1,0.034,36,84,0.99136,3.05,0.55,11.6,6,2035,69,841,4,589,251
7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,8,2036,91,610,241,626,492
7,0.2,0.38,8.1,0.05,42,173,0.99585,3.3,0.54,9.8,6,2037,86,607,235,563,391
7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7,2038,6,664,16,571,176
7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5,2039,44,857,245,556,245
6,0.26,0.15,1.3,0.06,51,154,0.99354,3.14,0.51,8.7,5,2040,20,992,77,685,245
7.2,0.31,0.41,8.6,0.053,15,89,0.9976,3.29,0.64,9.9,6,2041,43,683,226,583,203
7,0.23,0.28,2.7,0.053,16,92,0.99372,3.18,0.56,9.3,5,2042,16,612,182,538,378
6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7,2043,2,905,78,600,350
6.4,0.27,0.17,8.4,0.044,60,198,0.99578,3.21,0.47,9.4,5,2044,3,809,38,594,441
7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,6,2045,94,798,189,504,387
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,2046,37,826,41,743,453
7.1,0.29,0.49,1.2,0.031,32,99,0.9893,3.07,0.33,12.2,6,2047,30,550,98,534,21
7.5,0.28,0.34,4.2,0.028,36,116,0.991,2.99,0.41,12.3,8,2048,24,768,143,538,94
6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7,2049,87,611,94,709,343
7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7,6,2050,68,766,194,606,370
5.6,0.19,0.26,1.4,0.03,12,76,0.9905,3.25,0.37,10.9,7,2051,92,585,196,576,153
7,0.12,0.28,6.3,0.057,17,103,0.9957,3.5,0.44,9.6,5,2052,25,694,62,503,35
6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,6,2053,62,599,41,532,122
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,2054,43,994,218,520,401
8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,2055,11,850,89,696,496
7,0.24,0.36,4.9,0.083,10,133,0.9942,3.33,0.37,10.8,6,2056,21,670,61,585,143
6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,2057,49,576,214,526,469
6.2,0.2,0.26,1.1,0.047,42,119,0.99158,3.48,0.6,11,7,2058,63,915,191,604,218
7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6,2059,95,818,77,691,110
6.8,0.27,0.28,7.8,0.038,26,89,0.9915,3.24,0.34,12.5,6,2060,41,748,196,524,371
6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6,2061,7,616,78,603,309
6.2,0.21,0.29,1.6,0.039,24,92,0.99114,3.27,0.5,11.2,6,2062,28,901,44,614,74
6.6,0.24,0.33,10.1,0.032,8,81,0.99626,3.19,0.51,9.8,6,2063,53,723,234,694,456
5.9,0.24,0.34,2,0.037,40,108,0.98948,3.19,0.5,12.3,6,2064,86,857,7,586,51
7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,5,2065,5,984,5,632,379
6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,5,2066,38,922,238,747,19
5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6,2067,30,816,92,585,405
6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,7,2068,91,863,58,617,87
6.3,0.32,0.26,12,0.049,63,170,0.9961,3.14,0.55,9.9,6,2069,73,968,194,639,429
5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,5,2070,41,519,121,534,479
8.8,0.2,0.28,1.1,0.018,18,72,0.9926,2.97,0.35,10.4,5,2071,32,797,234,617,302
6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5,2072,23,806,217,724,240
6.6,0.24,0.3,13,0.052,18,143,0.99825,3.37,0.49,9.4,6,2073,43,755,90,672,373
7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6,2074,36,715,48,652,142
5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6,2075,50,628,208,596,248
7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,6,2076,79,767,117,686,139
6.3,0.22,0.27,4.5,0.036,81,157,0.9928,3.05,0.76,10.7,7,2077,99,761,171,637,289
7.8,0.31,0.4,1.6,0.027,20,87,0.9911,3.15,0.48,11.9,6,2078,26,628,152,568,71
6.1,0.28,0.35,12.8,0.048,63,229,0.9975,3.08,0.4,8.9,5,2079,96,975,194,620,370
6.6,0.16,0.35,1.8,0.042,26,105,0.98962,3.19,0.75,12.4,7,2080,40,539,64,576,491
7.9,0.16,0.3,4.8,0.037,37,171,0.9967,3.47,0.44,9,4,2081,80,876,146,620,316
7.7,0.24,0.3,1.4,0.041,15,102,0.9929,3.26,0.53,10.4,6,2082,92,959,249,625,284
7.6,0.31,0.49,13.4,0.062,50,191,0.9989,3.22,0.53,9,4,2083,87,774,240,700,192
6.8,0.28,0.34,7.5,0.035,34,177,0.99692,3.33,0.43,9.1,5,2084,30,862,152,557,5
6.9,0.41,0.22,4.2,0.031,10,102,0.993,3,0.86,11.6,4,2085,68,608,100,640,66
6.2,0.22,0.27,1.5,0.064,20,132,0.9938,3.22,0.46,9.2,6,2086,16,607,50,535,395
5.8,0.3,0.12,1.6,0.036,57,163,0.99239,3.38,0.59,10.5,6,2087,94,547,125,719,473
5.5,0.15,0.32,14,0.031,16,99,0.99437,3.26,0.38,11.5,8,2088,85,978,210,722,402
6.9,0.25,0.47,8.4,0.042,36,156,0.99604,3.15,0.55,9.4,6,2089,28,747,147,503,342
5.6,0.18,0.31,1.5,0.038,16,84,0.9924,3.34,0.58,10.1,6,2090,77,920,178,556,491
6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,6,2091,55,835,103,651,418
6.3,0.22,0.43,4.55,0.038,31,130,0.9918,3.35,0.33,11.5,7,2092,55,770,53,600,114
6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,5,2093,1,823,132,501,329
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,2094,31,554,74,666,217
7,0.11,0.32,4.6,0.057,59,144,0.9956,3.55,0.44,9.4,7,2095,30,872,247,513,401
7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,5,2096,49,698,147,662,421
5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8,2097,52,645,201,576,368
6.3,0.22,0.22,5.6,0.039,31,128,0.99296,3.12,0.46,10.4,6,2098,65,849,194,507,393
6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,6,2099,3,866,12,713,107
8.2,0.21,0.32,10.65,0.053,53,145,0.9972,3.17,0.48,10.2,6,2100,29,804,101,542,66
7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6,2101,38,592,129,619,284
6.3,0.18,0.36,1.2,0.034,26,111,0.99074,3.16,0.51,11,6,2102,87,800,54,653,498
8,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10,6,2103,33,935,0,708,249
7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,7,2104,7,899,157,740,224
6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,7,2105,64,843,107,690,118
6.4,0.23,0.33,1.15,0.044,15.5,217.5,0.992,3.33,0.44,11,6,2106,27,802,38,740,94
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6,2107,87,510,27,732,270
6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8,7,2108,60,646,19,662,390
6.6,0.19,0.28,11.8,0.042,54,137,0.99492,3.18,0.37,10.8,6,2109,87,574,109,570,319
5.8,0.61,0.01,8.4,0.041,31,104,0.9909,3.26,0.72,14.05,7,2110,33,814,212,638,163
7.6,0.27,0.34,5,0.04,18,56,0.99084,3.06,0.48,12.4,6,2111,68,838,38,640,96
8.2,0.32,0.26,2.1,0.062,26,87,0.98974,3.1,0.47,12.8,6,2112,47,555,49,513,460
6.1,0.22,0.5,6.6,0.045,30,122,0.99415,3.22,0.49,9.9,6,2113,6,928,17,515,165
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,2114,34,636,209,614,390
7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6,2115,57,896,65,585,245
5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,6,2116,56,914,119,545,444
7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5,2117,15,985,31,673,187
6.6,0.27,0.3,1.9,0.025,14,153,0.9928,3.29,0.62,10.5,6,2118,88,692,104,622,237
7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1,5,2119,40,535,136,701,216
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,2120,5,875,35,560,283
6.3,0.37,0.51,6.3,0.048,35,146,0.9943,3.1,1.01,10.5,6,2121,68,798,97,665,396
6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7,2122,38,553,82,558,182
8.3,0.14,0.34,1.1,0.042,7,47,0.9934,3.47,0.4,10.2,6,2123,71,933,232,520,41
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,2124,35,909,2,673,36
9.4,0.16,0.23,1.6,0.042,14,67,0.9942,3.07,0.32,9.5,5,2125,12,632,130,513,440
7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5,2126,62,822,16,641,451
6.3,0.29,0.4,6.5,0.039,43,167,0.9953,3.15,0.44,9.3,6,2127,79,849,120,502,396
6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,7,2128,38,889,208,542,402
8.2,0.25,0.46,3.75,0.05,14,102,0.99524,3.28,0.58,9.7,5,2129,62,686,130,547,337
6.6,0.2,0.32,1.1,0.039,25,78,0.9926,3.39,0.54,10.2,7,2130,65,606,229,530,319
5.7,0.32,0.18,1.4,0.029,26,104,0.9906,3.44,0.37,11,6,2131,91,852,132,739,74
5.8,0.28,0.18,1.2,0.058,7,108,0.99288,3.23,0.58,9.55,4,2132,32,908,65,609,202
7,0.22,0.29,8.9,0.05,24,90,0.99556,3.29,0.46,9.8,6,2133,29,551,42,716,69
6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,6,2134,74,789,9,750,163
6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,5,2135,2,614,7,631,265
7.7,0.31,0.26,7.8,0.031,23,90,0.9944,3.13,0.5,10.4,5,2136,64,513,138,526,143
8.3,0.33,0.42,1.15,0.033,18,96,0.9911,3.2,0.32,12.4,3,2137,6,790,50,507,183
6.4,0.55,0.26,9.6,0.027,20,104,0.9924,3.22,0.73,13.1,6,2138,65,528,180,616,4
6.2,0.31,0.21,6.3,0.041,50,218,0.9941,3.15,0.6,10,5,2139,61,510,10,708,358
6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7,2140,69,900,37,720,216
6.4,0.29,0.28,11.1,0.063,66,169,0.9973,2.89,0.57,9,5,2141,3,689,70,678,50
6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,6,2142,42,895,164,537,244
6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,6,2143,14,651,13,526,253
6.1,0.35,0.07,1.4,0.069,22,108,0.9934,3.23,0.52,9.2,5,2144,22,762,66,723,117
7,0.22,0.3,1.4,0.04,14,63,0.98985,3.2,0.33,12,6,2145,20,643,36,745,218
8.1,0.27,0.41,1.45,0.033,11,63,0.9908,2.99,0.56,12,5,2146,88,802,136,633,225
7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,6,2147,71,745,41,593,65
7.5,0.2,0.41,1.2,0.05,26,131,0.99133,3.19,0.52,11.1,5,2148,42,975,121,541,212
6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6,2149,53,525,69,502,345
7.8,0.25,0.41,3.7,0.042,37,149,0.9954,3.36,0.45,10,6,2150,80,770,221,729,360
8.6,0.16,0.38,3.4,0.04,41,143,0.9932,2.95,0.39,10.2,6,2151,25,992,177,593,399
6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,7,2152,45,959,71,705,356
5.9,0.42,0.36,2.4,0.034,19,77,0.99184,3.25,0.48,10.9,5,2153,39,605,135,696,209
7.6,0.27,0.3,9.2,0.018,23,96,0.9938,3.08,0.29,11,6,2154,96,829,88,549,370
8.5,0.21,0.41,4.3,0.036,24,99,0.9947,3.18,0.53,9.7,6,2155,92,514,43,731,88
6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,5,2156,38,797,125,736,165
7.7,0.34,0.3,8,0.048,25,192,0.9951,2.97,0.47,10.9,5,2157,86,975,137,586,312
5.8,0.23,0.27,1.8,0.043,24,69,0.9933,3.38,0.31,9.4,6,2158,14,651,86,667,84
8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,5,2159,56,739,227,681,265
7.8,0.21,0.39,1.8,0.034,62,180,0.991,3.09,0.75,12.6,8,2160,8,814,74,535,407
7.2,0.32,0.36,2,0.033,37,114,0.9906,3.1,0.71,12.3,7,2161,36,624,35,522,163
8.3,0.19,0.49,1.2,0.051,11,137,0.9918,3.06,0.46,11,6,2162,50,621,70,723,104
6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,8,2163,36,781,125,745,409
6.8,0.12,0.3,12.9,0.049,32,88,0.99654,3.2,0.35,9.9,6,2164,18,946,45,663,94
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,2165,33,574,171,673,465
7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,6,2166,58,745,207,637,140
5.6,0.15,0.26,5.55,0.051,51,139,0.99336,3.47,0.5,11,6,2167,19,938,2,667,24
