fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,feature1,feature2,feature3,feature4
7.2,0.3,0.3,8.7,0.022,14,111,0.99576,3.11,0.61,10.6,5,1621,55,940,63,553
6.8,0.34,0.27,5.2,0.06,14,169,0.99252,3.27,0.57,11.6,6,1622,44,645,165,747
7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6,1623,18,646,5,607
5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8,5,1624,73,726,37,557
8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,7,1625,12,926,112,521
7.8,0.34,0.27,1.2,0.04,25,106,0.9932,3.01,0.55,10.4,5,1626,94,702,194,507
6.3,0.3,0.29,2.1,0.048,33,142,0.98956,3.22,0.46,12.9,7,1627,6,798,172,716
6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,5,1628,82,535,249,637
7.9,0.35,0.28,12.9,0.032,13,63,0.9932,2.99,0.43,13,6,1629,27,897,98,661
6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5,1630,30,676,28,500
5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,6,1631,58,968,24,662
6,0.29,0.21,15.55,0.043,20,142,0.99658,3.11,0.54,10.1,6,1632,25,773,111,600
7.4,0.32,0.22,1.7,0.051,50,179,0.9955,3.28,0.69,8.9,5,1633,85,801,100,662
7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6,1634,6,546,70,580
6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,6,1635,51,971,79,698
6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,6,1636,81,648,70,674
6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7,1637,45,967,176,604
7.6,0.285,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2,5,1638,78,717,109,683
6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,6,1639,84,739,26,653
5.3,0.58,0.07,6.9,0.043,34,149,0.9944,3.34,0.57,9.7,5,1640,47,578,53,521
6.8,0.19,0.32,7.6,0.049,37,107,0.99332,3.12,0.44,10.7,7,1641,87,829,209,700
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7,1642,13,934,137,601
6.7,0.23,0.26,1.4,0.06,33,154,0.9934,3.24,0.56,9.5,6,1643,22,847,156,555
7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7,1644,4,627,79,694
5.8,0.12,0.21,1.3,0.056,35,121,0.9908,3.32,0.33,11.4,6,1645,33,680,10,685
6.2,0.3,0.26,13.4,0.046,57,206,0.99775,3.17,0.43,9.5,6,1646,5,597,72,613
6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7,1647,53,845,185,637
6.1,0.28,0.26,1.5,0.03,25,101,0.98894,3.03,0.41,12.1,6,1648,64,974,145,732
7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6,1649,69,575,121,612
7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,1650,90,982,89,519
7.6,0.56,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1,4,1651,88,976,166,639
7.1,0.365,0.14,1.2,0.055,24,84,0.9941,3.15,0.43,8.9,5,1652,31,669,124,659
6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5,1653,47,962,190,727
6.1,0.16,0.37,1.1,0.031,37,97,0.9922,3.4,0.58,10.5,6,1654,5,687,10,694
8.4,0.57,0.44,10.7,0.051,46,195,0.9981,3.15,0.51,10.4,5,1655,13,973,15,504
8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,5,1656,86,933,23,686
8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,6,1657,54,534,59,538
6.2,0.44,0.18,7.7,0.096,28,210,0.99771,3.56,0.72,9.2,5,1658,83,853,123,557
5.4,0.18,0.24,4.8,0.041,30,113,0.99445,3.42,0.4,9.4,6,1659,94,625,154,664
6.7,0.47,0.29,4.75,0.034,29,134,0.99056,3.29,0.46,13,7,1660,28,794,165,712
7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6,1661,16,810,246,712
8.1,0.4,0.32,7.9,0.031,23,118,0.99176,3.05,0.46,13.3,7,1662,75,618,98,724
6,0.21,0.34,2,0.042,63,123,0.99052,3.44,0.42,11.4,6,1663,32,895,45,563
8.4,0.3,0.25,17.75,0.047,25,218,1.00016,2.98,0.66,9.1,5,1664,32,540,92,574
7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,6,1665,40,781,219,713
6.8,0.23,0.31,2.8,0.047,40,122,0.99126,3.06,0.64,10.9,7,1666,63,890,176,692
7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6,1667,77,785,96,738
7.4,0.56,0.09,1.5,0.071,19,117,0.99496,3.22,0.53,9.8,5,1668,70,503,73,533
7.1,0.25,0.28,1.6,0.052,46,169,0.9926,3.05,0.41,10.5,5,1669,41,821,21,608
8.8,0.27,0.25,5,0.024,52,99,0.9925,2.87,0.49,11.4,5,1670,75,548,116,629
6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5,1671,86,749,242,519
7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6,1672,63,553,63,580
6.4,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6,1673,85,513,106,571
6.1,0.18,0.38,2.3,0.033,28,111,0.98962,3.16,0.49,12.4,6,1674,63,914,64,652
7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6,1675,52,684,23,608
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,1676,1,844,206,581
5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3,6,1677,95,617,112,675
6.2,0.47,0.21,1,0.044,13,98,0.99345,3.14,0.46,9.2,5,1678,3,533,213,546
6.7,0.23,0.42,11.2,0.047,52,171,0.99758,3.54,0.74,10.4,5,1679,76,908,100,732
5.8,0.2,0.27,1.4,0.031,12,77,0.9905,3.25,0.36,10.9,7,1680,70,797,29,619
6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5,1681,17,581,9,671
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,1682,35,641,220,564
8.7,0.34,0.46,13.8,0.055,68,198,0.9988,3.36,0.37,9.5,6,1683,46,744,209,698
6.2,0.21,0.26,13.1,0.05,59,150,0.99772,3.31,0.46,9,5,1684,19,569,200,586
7.1,0.27,0.28,1.25,0.023,3,89,0.98993,2.95,0.3,11.4,4,1685,89,576,73,704
6.7,0.24,0.35,13.1,0.05,64,205,0.997,3.15,0.5,9.5,5,1686,60,908,199,681
6.6,0.17,0.28,1.1,0.034,55,108,0.98939,3,0.52,11.9,7,1687,12,755,99,726
6.7,0.24,0.39,2.9,0.173,63,157,0.9937,3.1,0.34,9.4,6,1688,90,783,204,658
6.3,0.48,0.48,1.8,0.035,35,96,0.99121,3.49,0.74,12.2,6,1689,69,698,31,702
7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,6,1690,88,611,2,502
6.2,0.38,0.42,2.5,0.038,34,117,0.99132,3.36,0.59,11.6,7,1691,95,808,171,679
6.8,0.22,0.3,13.6,0.055,50,180,0.9984,3.44,0.39,9.8,5,1692,57,955,62,502
6.6,0.25,0.3,1.6,0.046,32,134,0.993,3.42,0.51,10.1,7,1693,69,933,116,638
6.3,0.17,0.42,2.8,0.028,45,107,0.9908,3.27,0.43,11.8,6,1694,90,856,177,524
6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6,1695,57,500,47,563
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,1696,13,701,198,726
7.9,0.42,0.49,8.2,0.056,32,164,0.9965,3.29,0.6,11.2,7,1697,81,778,104,649
9.1,0.27,0.32,1.1,0.031,15,151,0.9936,3.03,0.41,10.6,5,1698,80,557,13,515
6.8,0.34,0.1,1.4,0.049,29,118,0.9936,3.21,0.41,9.5,5,1699,12,871,90,599
5.9,0.18,0.28,5.1,0.039,50,139,0.99165,3.16,0.44,11.3,6,1700,64,902,109,569
6.7,0.25,0.74,19.4,0.054,44,169,1.0004,3.51,0.45,9.8,6,1701,1,514,120,657
6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,6,1702,41,562,190,687
8.4,0.28,0.4,8.9,0.048,33,146,0.9988,3.4,0.46,9.3,5,1703,5,928,204,739
6.2,0.29,0.32,3.6,0.026,39,138,0.9892,3.31,0.37,13.1,7,1704,29,992,123,624
6.5,0.26,0.32,6.65,0.059,34,104,0.99254,3.18,0.42,11.1,5,1705,22,510,204,639
6.9,0.18,0.38,6.5,0.039,20,110,0.9943,3.1,0.42,10.5,5,1706,11,871,110,710
8.1,0.28,0.34,1.3,0.035,11,126,0.99232,3.14,0.5,9.8,6,1707,89,793,9,645
6.2,0.36,0.26,13.2,0.051,54,201,0.9976,3.25,0.46,9,5,1708,84,597,185,720
9.5,0.21,0.47,1.3,0.039,21,123,0.9959,2.9,0.64,9.5,5,1709,51,973,149,705
7.3,0.39,0.37,1.1,0.043,36,113,0.991,3.39,0.48,12.7,8,1710,87,574,156,705
6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,1711,56,638,3,675
7.2,0.23,0.82,1.3,0.149,70,109,0.99304,2.93,0.42,9.2,6,1712,64,538,248,744
6,0.28,0.27,2.3,0.051,23,147,0.994,3.23,0.67,10.3,6,1713,10,974,155,574
7.7,0.4,0.27,4.5,0.034,27,95,0.99175,3.21,0.59,12.3,8,1714,8,539,137,634
5.7,0.28,0.28,2.2,0.019,15,65,0.9902,3.06,0.52,11.2,6,1715,38,919,128,549
7.5,0.21,0.29,1.5,0.046,35,107,0.99123,3.15,0.45,11.3,6,1716,79,942,193,539
6.5,0.33,0.72,1.1,0.061,7,151,0.993,3.09,0.57,9.5,4,1717,45,575,11,557
6.4,0.28,0.36,1.3,0.053,28,186,0.99211,3.31,0.45,10.8,5,1718,46,943,189,646
6.6,0.62,0.2,8.7,0.046,81,224,0.99605,3.17,0.44,9.3,5,1719,65,628,170,516
6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,6,1720,17,877,76,638
7.5,0.26,0.59,11.8,0.046,58,164,0.99814,3.17,0.46,8.9,4,1721,77,761,233,675
7.3,0.4,0.24,6.7,0.058,41,166,0.995,3.2,0.41,9.9,6,1722,9,777,192,500
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,1723,19,555,186,592
5.6,0.28,0.4,6.1,0.034,36,118,0.99144,3.21,0.43,12.1,7,1724,7,739,193,717
7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8,1725,99,636,184,644
6.9,0.3,0.45,1.4,0.039,36,122,0.99059,3.07,0.47,11.1,7,1726,37,886,50,653
6.6,0.23,0.27,5.6,0.043,43,164,0.9953,3.27,0.76,9.5,5,1727,16,522,150,575
7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,5,1728,70,990,14,691
6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,7,1729,90,876,43,655
7.6,0.23,0.26,15.3,0.067,32,166,0.9986,3.03,0.44,9.2,4,1730,6,801,162,524
6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7,1731,97,886,46,518
5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,7,1732,51,521,19,659
5.7,0.25,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4,6,1733,14,570,61,563
7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,5,1734,42,535,163,712
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,1735,28,551,147,667
5.8,0.3,0.23,1.5,0.034,37,121,0.98871,2.96,0.34,12.1,6,1736,29,643,127,569
6,0.34,0.32,3.8,0.044,13,116,0.99108,3.39,0.44,11.8,7,1737,47,858,242,671
6.8,0.22,0.31,6.9,0.037,33,121,0.99176,3.02,0.39,11.9,8,1738,42,870,126,657
6.3,0.33,0.2,5.8,0.04,24,144,0.99425,3.15,0.63,9.9,5,1739,82,589,162,749
5.2,0.25,0.23,1.4,0.047,20,77,0.99001,3.32,0.62,11.4,5,1740,76,576,102,635
6.9,0.4,0.43,6.2,0.065,42,178,0.99552,3.11,0.53,9.4,5,1741,93,513,180,526
6.3,0.22,0.34,5,0.032,36,93,0.99012,3.27,0.36,13.5,7,1742,58,749,184,543
6.5,0.33,0.38,8.3,0.048,68,174,0.99492,3.14,0.5,9.6,5,1743,31,963,205,517
6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,6,1744,97,776,214,572
7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4,7,1745,88,789,113,673
7.3,0.29,0.29,4.6,0.029,27,155,0.9931,3.07,0.26,10.6,6,1746,15,648,36,530
7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6,1747,42,649,229,629
6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5,6,1748,15,538,231,618
6.4,0.36,0.2,5.7,0.118,61,172,0.9946,3.24,0.43,9.5,6,1749,63,577,171,708
7.7,0.16,0.41,1.7,0.048,60,173,0.9932,3.24,0.66,11.2,7,1750,23,697,118,679
7,0.27,0.41,18.75,0.042,34,157,1.0002,2.96,0.5,9.1,5,1751,76,685,223,619
7.2,0.2,0.25,4.5,0.044,31,109,0.9949,3.23,0.36,9.4,5,1752,1,964,60,519
8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,6,1753,96,862,29,605
6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5,1754,68,552,165,602
7.9,0.29,0.39,6.7,0.036,6,117,0.9938,3.12,0.42,10.7,5,1755,92,919,66,530
6.4,0.5,0.16,12.9,0.042,26,138,0.9974,3.28,0.33,9,5,1756,3,793,203,589
6,0.39,0.13,1.2,0.042,60,172,0.99114,3.06,0.52,10.6,5,1757,64,861,232,649
6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,6,1758,75,733,187,560
6.7,0.26,0.3,1.8,0.043,25,121,0.9944,3.44,0.61,10.2,6,1759,66,843,12,562
6,0.395,0,1.4,0.042,7,55,0.99135,3.37,0.38,11.2,4,1760,78,675,53,554
6.3,0.27,0.46,11.75,0.037,61,212,0.9971,3.25,0.53,9.5,6,1761,74,618,187,713
6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,5,1762,25,919,192,684
7,0.27,0.29,3.9,0.059,28,199,0.9961,3.54,0.59,10.3,5,1763,2,841,30,629
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,1764,25,677,122,581
7,0.53,0.43,6.1,0.029,6,76,0.99118,3.08,0.5,12.5,8,1765,88,749,0,623
8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,5,1766,61,678,242,607
6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6,1767,42,851,175,584
6.6,0.24,0.27,15.8,0.035,46,188,0.9982,3.24,0.51,9.2,5,1768,10,897,234,567
6.4,0.22,0.32,7.9,0.029,34,124,0.9948,3.4,0.39,10.2,5,1769,23,657,130,731
7.1,0.23,0.24,5.4,0.039,60,196,0.9948,3.19,0.78,10,4,1770,37,812,234,549
5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8,1771,9,774,160,550
5.8,0.17,0.36,1.3,0.036,11,70,0.99202,3.43,0.68,10.4,7,1772,15,607,197,512
6.4,0.19,0.35,10.2,0.043,40,106,0.99632,3.16,0.5,9.7,6,1773,40,654,233,521
5.8,0.32,0.23,1.5,0.033,39,121,0.9887,2.96,0.35,12,5,1774,24,914,167,525
5.8,0.29,0.27,1.6,0.062,17,140,0.99138,3.23,0.35,11.1,6,1775,98,936,3,643
7.2,0.29,0.4,13.6,0.045,66,231,0.9977,3.08,0.59,9.6,6,1776,48,948,50,638
7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9,5,1777,49,915,162,599
7.3,0.21,0.21,1.6,0.046,35,133,0.99466,3.38,0.46,10,6,1778,41,939,224,750
6,0.59,0,0.8,0.037,30,95,0.99032,3.1,0.4,10.9,4,1779,84,635,205,685
7.3,0.26,0.32,1.2,0.041,29,94,0.98978,3.07,0.45,12,6,1780,57,591,20,649
7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,6,1781,50,834,94,502
7.1,0.21,0.28,2.7,0.034,23,111,0.99405,3.35,0.64,10.2,4,1782,77,525,165,604
6.7,0.17,0.5,2.1,0.043,27,122,0.9923,3.15,0.45,10.3,6,1783,62,650,84,674
6.2,0.35,0.29,3.9,0.041,22,79,0.99005,3.1,0.59,12.0666666666667,6,1784,16,778,162,704
6.2,0.16,0.54,1.4,0.126,37,110,0.9932,3.23,0.37,8.9,6,1785,74,817,166,578
7.2,0.31,0.46,5,0.04,3,29,0.9906,3.04,0.53,12.5,4,1786,49,814,224,639
6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,7,1787,92,941,178,556
6.2,0.37,0.3,6.6,0.346,79,200,0.9954,3.29,0.58,9.6,5,1788,52,676,200,712
7.1,0.33,0.64,13.2,0.056,12,105,0.9972,3.05,0.39,9.2,5,1789,60,570,148,671
7.1,0.33,0.3,3.3,0.034,30,102,0.9912,3.08,0.31,12.3,7,1790,87,901,25,628
7.2,0.27,0.46,18.75,0.052,45,255,1,3.04,0.52,8.9,5,1791,96,869,112,742
6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,5,1792,5,819,54,580
5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6,1793,49,629,5,652
5.9,0.23,0.3,12.9,0.054,57,170,0.9972,3.28,0.39,9.4,5,1794,34,535,243,533
5.8,0.23,0.31,3.5,0.044,35,158,0.98998,3.19,0.37,12.1,7,1795,51,926,203,643
6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5,1796,55,804,24,612
6.5,0.5,0.22,4.1,0.036,35,131,0.9902,3.26,0.55,13,7,1797,63,536,244,743
6.2,0.2,0.32,2.8,0.05,17,126,0.9936,3.18,0.55,9.4,6,1798,73,557,30,547
8,0.43,0.4,12.4,0.168,29,190,0.9991,3.07,0.64,9.2,5,1799,18,592,211,677
7.4,0.19,0.49,6.7,0.037,15,110,0.9938,3.2,0.38,11,7,1800,37,866,166,703
7.2,0.14,0.32,1.1,0.022,48,116,0.99218,3.04,0.67,10,6,1801,25,903,65,689
6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9,5,1802,23,651,13,729
5.3,0.43,0.11,1.1,0.029,6,51,0.99076,3.51,0.48,11.2,4,1803,57,638,4,725
6.9,0.28,0.4,8.2,0.036,15,95,0.9944,3.17,0.33,10.2,5,1804,51,809,0,534
7.6,0.17,0.35,1.6,0.047,43,154,0.9934,3.36,0.69,11.1,6,1805,19,543,155,570
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,1806,56,733,23,562
6.8,0.22,0.35,5.5,0.043,21,114,0.9938,3.3,0.53,10.7,7,1807,57,586,134,508
7.5,0.29,0.36,15.7,0.05,29,124,0.9968,3.06,0.54,10.4,5,1808,85,945,142,667
5.6,0.19,0.46,1.1,0.032,33,115,0.9909,3.36,0.5,10.4,6,1809,99,934,23,581
6.6,0.24,0.27,10.3,0.047,54,219,0.99742,3.04,0.45,8.8,5,1810,34,798,1,631
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,1811,56,751,64,699
5.6,0.235,0.29,1.2,0.047,33,127,0.991,3.34,0.5,11,7,1812,66,541,150,606
6.9,0.4,0.3,10.6,0.033,24,87,0.99265,3.15,0.45,12.8,6,1813,83,609,83,541
7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6,1814,27,528,176,674
6.6,0.13,0.3,4.9,0.058,47,131,0.9946,3.51,0.45,10.3,6,1815,52,850,130,720
7.6,0.25,1.23,4.6,0.035,51,294,0.99018,3.03,0.43,13.1,6,1816,98,546,200,501
6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5,1817,23,507,242,743
6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,5,1818,37,518,30,609
6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4,7,1819,100,580,130,744
5.4,0.5,0.13,5,0.028,12,107,0.99079,3.48,0.88,13.5,7,1820,80,514,4,739
7,0.19,0.33,6.3,0.032,42,127,0.99182,3.31,0.38,12.2,6,1821,4,555,42,621
6.7,0.14,0.51,4.3,0.028,57,124,0.99176,2.91,0.54,10.7,7,1822,38,743,54,504
6.6,0.56,0.16,3.1,0.045,28,92,0.994,3.12,0.35,9.1,6,1823,38,992,130,531
6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,6,1824,32,998,80,519
6.8,0.32,0.32,8.7,0.029,31,105,0.99146,3,0.34,12.3,7,1825,8,552,31,519
5.9,0.23,0.28,8.6,0.046,37,142,0.99432,3.23,0.53,10.6,6,1826,34,926,179,530
7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5,1827,84,522,169,746
7.8,0.27,0.34,1.6,0.046,27,154,0.9927,3.05,0.45,10.5,6,1828,52,521,127,565
5.8,0.22,0.25,1.5,0.024,21,109,0.99234,3.37,0.58,10.4,6,1829,99,711,52,656
8.7,0.3,0.59,1.7,0.046,10,70,0.99373,3.06,0.56,10.8,4,1830,13,906,51,505
8.2,0.21,0.48,1.4,0.041,11,99,0.9958,3.17,0.57,9.9,5,1831,28,925,71,583
7.4,0.24,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,6,1832,68,757,238,546
8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,6,1833,1,583,192,544
6.5,0.32,0.48,8,0.026,18,88,0.99144,3.22,0.79,12.7,4,1834,90,708,200,677
5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,6,1835,32,659,125,623
5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7,1836,2,842,205,724
7.5,0.305,0.38,1.4,0.047,30,95,0.99158,3.22,0.52,11.5,7,1837,29,940,44,565
6.6,0.28,0.28,8.5,0.052,55,211,0.9962,3.09,0.55,8.9,6,1838,78,975,106,513
7.4,0.35,0.2,13.9,0.054,63,229,0.99888,3.11,0.5,8.9,6,1839,63,862,232,606
6.3,0.25,0.27,6.6,0.054,40,158,0.99378,3.2,0.48,10.3,5,1840,52,906,228,708
6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7,1841,79,591,247,536
8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6,1842,6,678,113,749
6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7,1843,0,928,222,525
6.5,0.21,0.35,5.7,0.043,47,197,0.99392,3.24,0.5,10.1,6,1844,15,660,36,582
4.7,0.785,0,3.4,0.036,23,134,0.98981,3.53,0.92,13.8,6,1845,78,615,205,716
6.9,0.31,0.32,1.6,0.036,34,114,0.99068,3.19,0.45,11.4,7,1846,64,841,50,609
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,1847,27,742,226,573
7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,5,1848,68,747,210,510
6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,4,1849,84,849,40,667
6.5,0.34,0.36,11,0.052,53,247,0.9984,3.44,0.55,9.3,6,1850,91,666,22,584
7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6,1851,1,828,175,668
6.4,0.25,0.32,5.5,0.049,41,176,0.995,3.19,0.68,9.2,6,1852,0,570,87,674
5.4,0.375,0.4,3.3,0.054,29,147,0.99482,3.42,0.52,9.1,5,1853,92,720,118,708
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,1854,94,874,15,731
7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5,1855,42,689,109,686
7,0.4,0.25,1.8,0.05,51,189,0.99174,3,0.55,11.4,6,1856,35,639,47,590
6.7,0.21,0.48,14.8,0.05,31,195,0.99942,2.95,0.75,8.8,6,1857,74,895,193,506
6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,5,1858,18,679,31,546
6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6,1859,66,521,69,561
7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,5,1860,81,626,85,561
7.4,0.41,0.66,10.8,0.051,77,194,0.9976,3.05,0.46,8.7,5,1861,23,629,48,590
6.5,0.18,0.29,1.7,0.035,39,144,0.9927,3.49,0.5,10.5,6,1862,77,842,63,743
6.2,0.33,0.29,1.3,0.042,26,138,0.9956,3.77,0.64,9.5,5,1863,12,580,168,644
6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,7,1864,99,686,214,714
6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6,5,1865,11,536,146,546
5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7,1866,27,727,26,535
6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6,1867,72,558,92,556
6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5,5,1868,13,633,108,642
8.1,0.3,0.49,8.1,0.037,26,174,0.9943,3.1,0.3,11.2,7,1869,63,612,48,693
7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,6,1870,42,710,201,663
6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,5,1871,66,549,138,533
6.4,0.17,0.34,1.5,0.093,43,136,0.9938,3.25,0.49,9.6,6,1872,1,793,33,634
5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6,1873,29,562,164,537
8.8,0.35,0.49,1,0.036,14,56,0.992,2.96,0.33,10.5,4,1874,88,678,132,698
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,1875,90,932,182,535
7.6,0.2,0.34,1.8,0.041,42,148,0.99335,3.35,0.66,11.1,6,1876,24,736,183,524
6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7,1877,87,955,152,544
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5,1878,29,793,113,585
8,0.36,0.39,1.6,0.024,26,93,0.99116,3.15,0.49,11.9,6,1879,20,938,150,683
6.9,0.26,0.33,12.6,0.051,59,173,0.998,3.39,0.38,9.9,5,1880,88,523,247,693
