instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,feature0,feature1,feature2
1214,2011-02-23,1,0,2,15,0,3,1,1,0.34,0.3485,0.25,0.0896,18,54,72,37.9375,0.2236528087610497,0.9746688776878502
1215,2011-02-23,1,0,2,16,0,3,1,1,0.34,0.3636,0.25,0,15,79,94,37.96875,0.6993154520821212,0.7148131913158698
1216,2011-02-23,1,0,2,17,0,3,1,1,0.34,0.3485,0.25,0.0896,15,207,222,38.0,0.979336311339431,0.2022384466219937
1217,2011-02-23,1,0,2,18,0,3,1,1,0.32,0.3333,0.26,0.0896,3,206,209,38.03125,0.3589598823920647,0.9333529894059777
1218,2011-02-23,1,0,2,19,0,3,1,1,0.3,0.3333,0.33,0,6,135,141,38.0625,0.5914426069982534,0.8063470981079486
1219,2011-02-23,1,0,2,20,0,3,1,1,0.24,0.2424,0.6,0.1642,2,107,109,38.09375,0.9980754910917052,0.06201059653036232
1220,2011-02-23,1,0,2,21,0,3,1,1,0.24,0.2879,0.48,0,2,89,91,38.125,0.48708237153639516,0.8733560346951758
1221,2011-02-23,1,0,2,22,0,3,1,1,0.24,0.2879,0.48,0,1,60,61,38.15625,0.47173203411403275,0.8817419622489547
1222,2011-02-23,1,0,2,23,0,3,1,1,0.22,0.2576,0.55,0.0896,1,38,39,38.1875,0.9968381831037548,0.07945839607244107
1223,2011-02-24,1,0,2,0,0,4,1,1,0.22,0.2576,0.55,0.0896,0,11,11,38.21875,0.6054559037026985,0.795878853011907
1224,2011-02-24,1,0,2,1,0,4,1,1,0.22,0.2576,0.6,0.0896,0,7,7,38.25,0.3425797413596621,0.9394887550204882
1225,2011-02-24,1,0,2,2,0,4,1,1,0.2,0.2273,0.64,0.0896,0,4,4,38.28125,0.9756491521033712,0.21933702833760824
1226,2011-02-24,1,0,2,3,0,4,1,1,0.2,0.2121,0.64,0.1343,0,2,2,38.3125,0.7117112318398315,0.7024721506743378
1227,2011-02-24,1,0,2,5,0,4,1,1,0.2,0.2121,0.69,0.1343,1,3,4,38.34375,0.2065707127527409,0.9784316739726002
1228,2011-02-24,1,0,2,6,0,4,1,1,0.2,0.197,0.69,0.194,0,58,58,38.375,0.9349324966900936,0.3548256284893018
1229,2011-02-24,1,0,2,7,0,4,1,1,0.2,0.197,0.72,0.194,0,104,104,38.40625,0.8037216548326881,0.5950054634648368
1230,2011-02-24,1,0,2,8,0,4,1,1,0.24,0.2273,0.7,0.2239,8,244,252,38.4375,0.0664271699255767,0.9977912763176868
1231,2011-02-24,1,0,2,9,0,4,1,2,0.24,0.2121,0.75,0.2985,4,133,137,38.46875,0.8755031609988558,0.48321239127428384
1232,2011-02-24,1,0,2,10,0,4,1,2,0.26,0.2424,0.7,0.2836,8,49,57,38.5,0.8796455834394772,0.4756297378585802
1233,2011-02-24,1,0,2,11,0,4,1,2,0.32,0.2879,0.57,0.3881,8,71,79,38.53125,0.07504591315929346,0.9971800794831833
1234,2011-02-24,1,0,2,12,0,4,1,2,0.36,0.3333,0.53,0.3582,10,85,95,38.5625,0.7985506235875843,0.6019276547624973
1235,2011-02-24,1,0,2,13,0,4,1,2,0.38,0.3939,0.54,0.2985,16,72,88,38.59375,0.9379633997129189,0.34673427981522564
1236,2011-02-24,1,0,2,14,0,4,1,2,0.4,0.4091,0.5,0.2985,2,67,69,38.625,0.21501695178203503,0.9766103165778877
1237,2011-02-24,1,0,2,15,0,4,1,3,0.4,0.4091,0.54,0.3881,5,58,63,38.65625,0.7056150900157746,0.7085953321480677
1238,2011-02-24,1,0,2,16,0,4,1,3,0.38,0.3939,0.62,0.2836,4,67,71,38.6875,0.977507872163791,0.21089893280388508
1239,2011-02-24,1,0,2,17,0,4,1,3,0.36,0.3485,0.66,0.194,9,168,177,38.71875,0.3506844246529354,0.9364936915462055
1240,2011-02-24,1,0,2,18,0,4,1,2,0.34,0.303,0.87,0.3284,5,132,137,38.75,0.5985566656197452,0.8010804691428774
1241,2011-02-24,1,0,2,19,0,4,1,3,0.34,0.303,0.93,0.2985,3,112,115,38.78125,0.9974875179071222,0.07084244221854993
1242,2011-02-24,1,0,2,20,0,4,1,2,0.34,0.303,0.93,0.3582,2,87,89,38.8125,0.4793329463800657,0.8776331389109034
1243,2011-02-24,1,0,2,21,0,4,1,2,0.34,0.303,0.87,0.3284,7,76,83,38.84375,0.47951812549168443,0.877531975101159
1244,2011-02-24,1,0,2,22,0,4,1,3,0.34,0.3182,0.87,0.2836,5,50,55,38.875,0.9975024441975159,0.07063196032945498
1245,2011-02-24,1,0,2,23,0,4,1,2,0.32,0.303,0.93,0.2239,3,47,50,38.90625,0.5983876159263619,0.801206753033176
1246,2011-02-25,1,0,2,0,0,5,1,3,0.32,0.3485,0.93,0,1,8,9,38.9375,0.3508820268216116,0.9364196726113553
1247,2011-02-25,1,0,2,1,0,5,1,2,0.32,0.3485,1,0,1,9,10,38.96875,0.9775523522851683,0.21069266371123146
1248,2011-02-25,1,0,2,2,0,5,1,2,0.32,0.3485,1,0,0,3,3,39.0,0.7054655532713894,0.7087442085459975
1249,2011-02-25,1,0,2,3,0,5,1,2,0.32,0.3333,0.93,0.1045,1,1,2,39.03125,0.21522302199901908,0.9765649240074158
1250,2011-02-25,1,0,2,5,0,5,1,2,0.32,0.3333,0.93,0.1045,1,5,6,39.0625,0.9380365433953481,0.3465363519963052
1251,2011-02-25,1,0,2,6,0,5,1,3,0.34,0.3485,0.93,0.0896,0,11,11,39.09375,0.7984235927711527,0.6020961439059417
1252,2011-02-25,1,0,2,7,0,5,1,3,0.34,0.3333,1,0.1343,1,34,35,39.125,0.07525632692779136,0.9971642218096964
1253,2011-02-25,1,0,2,8,0,5,1,3,0.36,0.3485,0.93,0.1343,3,70,73,39.15625,0.8797459267116572,0.47544411284003446
1254,2011-02-25,1,0,2,9,0,5,1,3,0.34,0.303,0.93,0.3582,3,111,114,39.1875,0.8754011786330324,0.48339712085189107
1255,2011-02-25,1,0,2,10,0,5,1,3,0.42,0.4242,0.94,0.3284,7,42,49,39.21875,0.06621662403857209,0.9978052709326276
1256,2011-02-25,1,0,2,11,0,5,1,1,0.52,0.5,0.77,0.4478,9,50,59,39.25,0.803847189323344,0.5948358565326741
1257,2011-02-25,1,0,2,12,0,5,1,3,0.54,0.5152,0.6,0.4627,20,95,115,39.28125,0.9348576039526237,0.35502290113732016
1258,2011-02-25,1,0,2,13,0,5,1,3,0.54,0.5152,0.6,0.4627,6,77,83,39.3125,0.20636424882458945,0.9784752407736554
1259,2011-02-25,1,0,2,14,0,5,1,3,0.56,0.5303,0.56,0.6119,14,71,85,39.34375,0.7118594449752792,0.7023219565124583
1260,2011-02-25,1,0,2,15,0,5,1,1,0.46,0.4545,0.41,0.806,5,50,55,39.375,0.9756028479729044,0.21954289564264626
1261,2011-02-25,1,0,2,16,0,5,1,1,0.32,0.2879,0.49,0.4627,11,91,102,39.40625,0.34238149176728966,0.9395610220178386
1262,2011-02-25,1,0,2,17,0,5,1,1,0.32,0.2727,0.49,0.7463,8,181,189,39.4375,0.6056238289960243,0.7957510777574821
1263,2011-02-25,1,0,2,18,0,5,1,1,0.32,0.2879,0.49,0.4925,7,150,157,39.46875,0.9968213943577774,0.07966873759898874
1264,2011-02-25,1,0,2,19,0,5,1,1,0.3,0.2727,0.52,0.4478,4,86,90,39.5,0.4715459668243784,0.8818414830181569
1265,2011-02-25,1,0,2,20,0,5,1,1,0.3,0.2576,0.49,0.6119,2,60,62,39.53125,0.48726664796171143,0.8732532357707915
1266,2011-02-25,1,0,2,21,0,5,1,1,0.28,0.2576,0.48,0.3881,7,56,63,39.5625,0.9980885537570819,0.06179999076938898
1267,2011-02-25,1,0,2,22,0,5,1,1,0.26,0.2121,0.48,0.4478,7,43,50,39.59375,0.5912724461493848,0.8064718807401303
1268,2011-02-25,1,0,2,23,0,5,1,1,0.26,0.2273,0.48,0.3284,2,37,39,39.625,0.3591568216554658,0.9332772243328045
1269,2011-02-26,1,0,2,0,0,6,0,1,0.24,0.2273,0.52,0.194,3,25,28,39.65625,0.9793789639668256,0.2020317919023325
1270,2011-02-26,1,0,2,1,0,6,0,1,0.24,0.2121,0.52,0.2985,2,25,27,39.6875,0.6991646034445853,0.7149607382857996
1271,2011-02-26,1,0,2,2,0,6,0,1,0.22,0.197,0.6,0.3582,3,9,12,39.71875,0.22385846912183968,0.9746216629043428
1272,2011-02-26,1,0,2,3,0,6,0,1,0.22,0.2273,0.55,0.1343,1,7,8,39.75,0.9410670975538687,0.33821992534671463
1273,2011-02-26,1,0,2,4,0,6,0,2,0.22,0.2576,0.6,0.0896,1,1,2,39.78125,0.793062976448146,0.6091396517935828
1274,2011-02-26,1,0,2,5,0,6,0,2,0.22,0.2424,0.64,0.1045,1,9,10,39.8125,0.08407958780670174,0.9964590422662916
1275,2011-02-26,1,0,2,6,0,6,0,1,0.22,0.2727,0.6,0,1,6,7,39.84375,0.8839197667849534,0.46763858468568814
1276,2011-02-26,1,0,2,7,0,6,0,1,0.22,0.2576,0.6,0.0896,1,21,22,39.875,0.8710881885859756,0.49112663102911036
1277,2011-02-26,1,0,2,8,0,6,0,2,0.24,0.2879,0.6,0,2,55,57,39.90625,0.05738214703005362,0.9983522871222469
1278,2011-02-26,1,0,2,9,0,6,0,2,0.26,0.2576,0.56,0.1642,9,65,74,39.9375,0.8090807758739703,0.5876974545726518
1279,2011-02-26,1,0,2,10,0,6,0,2,0.3,0.303,0.49,0.1343,14,71,85,39.96875,0.9316785647066331,0.36328370740536675
1280,2011-02-26,1,0,2,11,0,6,0,1,0.3,0.3333,0.45,0,26,100,126,40.0,0.197695377803855,0.9802635041635444
1281,2011-02-26,1,0,2,12,0,6,0,2,0.32,0.3182,0.45,0.1642,45,115,160,40.03125,0.7180480277328413,0.6959935559105248
1282,2011-02-26,1,0,2,13,0,6,0,2,0.34,0.3182,0.42,0.2537,38,136,174,40.0625,0.9736213880201031,0.2281696579078992
1283,2011-02-26,1,0,2,14,0,6,0,2,0.34,0.303,0.36,0.3284,57,154,211,40.09375,0.3340517342467597,0.9425547405040898
1284,2011-02-26,1,0,2,15,0,6,0,2,0.36,0.3333,0.4,0.2836,40,125,165,40.125,0.6126435434345525,0.7903593414947124
1285,2011-02-26,1,0,2,16,0,6,0,1,0.36,0.3333,0.46,0.2836,41,130,171,40.15625,0.9960771726325929,0.08848879115605462
1286,2011-02-26,1,0,2,17,0,6,0,1,0.36,0.3485,0.43,0.2239,53,130,183,40.1875,0.46372204295746144,0.8859807373049136
1287,2011-02-26,1,0,2,18,0,6,0,1,0.34,0.3333,0.46,0.194,26,111,137,40.21875,0.49497699444899096,0.8689060794851441
1288,2011-02-26,1,0,2,19,0,6,0,1,0.32,0.303,0.49,0.2537,30,64,94,40.25,0.9985964658624038,0.052963179352423326
1289,2011-02-26,1,0,2,20,0,6,0,1,0.3,0.303,0.56,0.1642,8,60,68,40.28125,0.5841109518254728,0.8116738236246998
1290,2011-02-26,1,0,2,21,0,6,0,1,0.28,0.2727,0.65,0.2537,9,59,68,40.3125,0.3674034775541302,0.9300616563868934
1291,2011-02-26,1,0,2,22,0,6,0,1,0.28,0.2727,0.75,0.2239,8,38,46,40.34375,0.9811288440384125,0.1933550914660601
1292,2011-02-26,1,0,2,23,0,6,0,1,0.28,0.2576,0.75,0.2836,5,29,34,40.375,0.6928088760212632,0.7211212528459787
1293,2011-02-27,1,0,2,0,0,0,0,1,0.26,0.2424,0.87,0.2836,8,26,34,40.40625,0.23247637755800724,0.9726020429124683
1294,2011-02-27,1,0,2,1,0,0,0,1,0.26,0.2576,0.87,0.194,7,30,37,40.4375,0.9440239217301903,0.3298770001093613
1295,2011-02-27,1,0,2,2,0,0,0,1,0.26,0.2727,0.87,0.1343,2,20,22,40.46875,0.7876402258530049,0.6161354352885634
1296,2011-02-27,1,0,2,3,0,0,0,1,0.26,0.2879,0.87,0.0896,3,8,11,40.5,0.0928962612844285,0.9956757929363228
1297,2011-02-27,1,0,2,4,0,0,0,1,0.24,0.2424,0.87,0.1343,0,2,2,40.53125,0.8880243542100167,0.45979641835260393
1298,2011-02-27,1,0,2,6,0,0,0,1,0.24,0.2879,0.87,0,2,1,3,40.5625,0.8667069512090468,0.4988176628046753
1299,2011-02-27,1,0,2,7,0,0,0,1,0.24,0.2424,0.87,0.1343,6,8,14,40.59375,0.04854317429036989,0.9988210851948485
1300,2011-02-27,1,0,2,8,0,0,0,1,0.26,0.303,0.87,0,9,26,35,40.625,0.8142509732025552,0.5805130081563131
1301,2011-02-27,1,0,2,9,0,0,0,1,0.28,0.303,0.87,0.0896,17,42,59,40.65625,0.9284265310438047,0.37151605140823607
1302,2011-02-27,1,0,2,10,0,0,0,1,0.3,0.303,0.81,0.1642,24,79,103,40.6875,0.1890110179016962,0.9819749666421057
1303,2011-02-27,1,0,2,11,0,0,0,1,0.36,0.3485,0.62,0.1343,33,92,125,40.71875,0.7241803534302633,0.6896106261548025
1304,2011-02-27,1,0,2,12,0,0,0,1,0.4,0.4091,0.54,0.0896,61,132,193,40.75,0.9715636475472476,0.23677854371688278
1305,2011-02-27,1,0,2,13,0,0,0,1,0.42,0.4242,0.47,0,90,169,259,40.78125,0.3256958047046135,0.9454746124554664
1306,2011-02-27,1,0,2,14,0,0,0,1,0.44,0.4394,0.47,0.0896,105,177,282,40.8125,0.6196152589602836,0.7849056827820657
1307,2011-02-27,1,0,2,15,0,0,0,1,0.46,0.4545,0.44,0.1343,98,163,261,40.84375,0.995254911039265,0.09730191186315293
1308,2011-02-27,1,0,2,16,0,0,0,1,0.48,0.4697,0.44,0.1642,98,170,268,40.875,0.45586178776192665,0.8900505774721458
1309,2011-02-27,1,0,2,17,0,0,0,1,0.42,0.4242,0.54,0.194,66,121,187,40.90625,0.5026485608693819,0.8644908468317865
1310,2011-02-27,1,0,2,18,0,0,0,1,0.4,0.4091,0.54,0.194,24,103,127,40.9375,0.9990261407199847,0.04412221841808424
1311,2011-02-27,1,0,2,19,0,0,0,1,0.4,0.4091,0.54,0.1343,16,86,102,40.96875,0.5769036940377309,0.8168121741291692
1312,2011-02-27,1,0,2,20,0,0,0,1,0.4,0.4091,0.54,0.0896,9,72,81,41.0,0.3756213484151173,0.9267732207044014
1313,2011-02-27,1,0,2,21,0,0,0,1,0.38,0.3939,0.62,0.1642,8,61,69,41.03125,0.9828018554017064,0.18466324219769167
1314,2011-02-27,1,0,2,22,0,0,0,2,0.38,0.3939,0.62,0.1045,2,67,69,41.0625,0.6863988689549387,0.7272252695674023
1315,2011-02-27,1,0,2,23,0,0,0,2,0.36,0.3485,0.62,0.1642,6,53,59,41.09375,0.24107607211843352,0.9705062222633856
1316,2011-02-28,1,0,2,0,0,1,1,2,0.36,0.3636,0.66,0.1045,5,25,30,41.125,0.9469067842653859,0.3215082299291668
1317,2011-02-28,1,0,2,1,0,1,1,3,0.34,0.303,0.87,0.3582,1,7,8,41.15625,0.7821557658431127,0.6230829462907598
1318,2011-02-28,1,0,2,3,0,1,1,3,0.32,0.3182,0.93,0.1642,0,1,1,41.1875,0.10170565659919678,0.9948145351851904
1319,2011-02-28,1,0,2,5,0,1,1,2,0.34,0.3636,0.93,0,1,4,5,41.21875,0.8920593674038712,0.4519182282526401
1320,2011-02-28,1,0,2,6,0,1,1,2,0.34,0.3485,0.96,0.1045,1,27,28,41.25,0.8622578097599745,0.5064696136076988
1321,2011-02-28,1,0,2,7,0,1,1,2,0.36,0.3636,0.93,0.1045,2,90,92,41.28125,0.03970039832838073,0.999211628421411
1322,2011-02-28,1,0,2,8,0,1,1,2,0.34,0.303,0.93,0.2985,13,242,255,41.3125,0.8193573762385589,0.5732830801649955
1323,2011-02-28,1,0,2,9,0,1,1,1,0.42,0.4242,0.82,0.2836,15,127,142,41.34375,0.9251017577519053,0.3797192881647377
1324,2011-02-28,1,0,2,10,0,1,1,2,0.52,0.5,0.72,0.4925,13,79,92,41.375,0.18031184951348836,0.9836094941210283
1325,2011-02-28,1,0,2,11,0,1,1,2,0.56,0.5303,0.64,0.2985,13,74,87,41.40625,0.7302559416169317,0.6831736673300343
1326,2011-02-28,1,0,2,12,0,1,1,2,0.56,0.5303,0.64,0.2985,0,36,36,41.4375,0.9694297877725641,0.24536887858740644
1327,2011-02-28,1,0,2,13,0,1,1,3,0.46,0.4545,0.94,0.2239,1,31,32,41.46875,0.3173143578046236,0.9483204091081449
1328,2011-02-28,1,0,2,14,0,1,1,3,0.42,0.4242,1,0.2985,1,24,25,41.5,0.6265384293587519,0.7793905288984901
1329,2011-02-28,1,0,2,15,0,1,1,3,0.42,0.4242,1,0.2985,0,35,35,41.53125,0.994354673999696,0.10610740923685848
1330,2011-02-28,1,0,2,16,0,1,1,3,0.42,0.4242,1,0.1343,2,40,42,41.5625,0.44796581706684435,0.8940506846592281
1331,2011-02-28,1,0,2,17,0,1,1,3,0.4,0.4091,1,0.2985,2,77,79,41.59375,0.5102807461770535,0.8600078837318815
1332,2011-02-28,1,0,2,18,0,1,1,3,0.46,0.4545,0.94,0.194,4,127,131,41.625,0.9993775446659983,0.03527780063100106
1333,2011-02-28,1,0,2,19,0,1,1,3,0.44,0.4394,0.88,0.6119,1,79,80,41.65625,0.5696512374547037,0.8218865296781087
1334,2011-02-28,1,0,2,20,0,1,1,3,0.44,0.4394,0.88,0.6119,0,45,45,41.6875,0.38380979039116697,0.9234121749250919
1335,2011-02-28,1,0,2,21,0,1,1,2,0.38,0.3939,0.87,0.3881,2,78,80,41.71875,0.9843978669809336,0.1759569250793735
1336,2011-02-28,1,0,2,22,0,1,1,3,0.34,0.303,0.93,0.4179,4,72,76,41.75,0.6799350844517864,0.7332723102173858
1337,2011-02-28,1,0,2,23,0,1,1,2,0.32,0.2879,0.81,0.3881,0,45,45,41.78125,0.2496568790410366,0.9683343651587963
1338,2011-03-01,1,0,3,0,0,2,1,1,0.3,0.2727,0.7,0.4627,0,7,7,41.8125,0.949715459295217,0.31311427047593193
1339,2011-03-01,1,0,3,1,0,2,1,1,0.26,0.2273,0.7,0.3582,0,3,3,41.84375,0.7766100261106137,0.6299816404820635
1340,2011-03-01,1,0,3,2,0,2,1,1,0.24,0.2121,0.65,0.3881,0,4,4,41.875,0.11050708355945547,0.9938753364900367
1341,2011-03-01,1,0,3,3,0,2,1,1,0.22,0.2121,0.69,0.2836,0,2,2,41.90625,0.8960244902344876,0.4440046316200165
1342,2011-03-01,1,0,3,4,0,2,1,1,0.22,0.2121,0.69,0.2537,0,1,1,41.9375,0.8577411128165807,0.5140818839291789
1343,2011-03-01,1,0,3,5,0,2,1,1,0.2,0.1818,0.64,0.2836,1,1,2,41.96875,0.030854511950917846,0.9995238862039619
1344,2011-03-01,1,0,3,6,0,2,1,1,0.2,0.1818,0.59,0.2985,0,46,46,42.0,0.8243995849095468,0.5660082370433905
1345,2011-03-01,1,0,3,7,0,2,1,1,0.2,0.1818,0.59,0.3284,2,105,107,42.03125,0.9217045053176486,0.38789277497415287
1346,2011-03-01,1,0,3,8,0,2,1,1,0.2,0.1818,0.59,0.3881,10,204,214,42.0625,0.17159855419481035,0.985166958539643
1347,2011-03-01,1,0,3,9,0,2,1,1,0.22,0.197,0.55,0.4179,8,116,124,42.09375,0.7362743162874587,0.6766831837539894
1348,2011-03-01,1,0,3,10,0,2,1,1,0.24,0.2121,0.52,0.2836,13,55,68,42.125,0.9672199758780141,0.2539399894906939
1349,2011-03-01,1,0,3,11,0,2,1,1,0.28,0.2727,0.45,0.2537,8,48,56,42.15625,0.30890805020977646,0.9510919075018955
1350,2011-03-01,1,0,3,12,0,2,1,1,0.3,0.303,0.39,0.1343,6,80,86,42.1875,0.6334125122188675,0.7738143119409093
1351,2011-03-01,1,0,3,13,0,2,1,1,0.32,0.3485,0.39,0,13,65,78,42.21875,0.9933765320449471,0.11490459339101299
1352,2011-03-01,1,0,3,14,0,2,1,1,0.32,0.3333,0.36,0.1343,18,61,79,42.25,0.44003474949949434,0.89798074546892
1353,2011-03-01,1,0,3,15,0,2,1,1,0.34,0.3636,0.34,0,7,57,64,42.28125,0.5178729524115752,0.855457541413084
1354,2011-03-01,1,0,3,16,0,2,1,1,0.34,0.3485,0.34,0.0896,10,92,102,42.3125,0.9996506501689252,0.026430618926637908
1355,2011-03-01,1,0,3,17,0,2,1,1,0.34,0.3485,0.34,0.0896,12,230,242,42.34375,0.5623541502861356,0.8268964927099149
1356,2011-03-01,1,0,3,18,0,2,1,1,0.32,0.3182,0.39,0.194,10,214,224,42.375,0.39196816194069034,0.9199787823775267
1357,2011-03-01,1,0,3,19,0,2,1,1,0.3,0.303,0.49,0.1343,4,115,119,42.40625,0.9859167537330383,0.16723682222676747
1358,2011-03-01,1,0,3,20,0,2,1,1,0.3,0.3182,0.61,0.0896,2,86,88,42.4375,0.6734180289312925,0.7392619010271615
1359,2011-03-01,1,0,3,21,0,2,1,1,0.26,0.303,0.56,0,8,55,63,42.46875,0.2582181260435283,0.9660866417576471
1360,2011-03-01,1,0,3,22,0,2,1,1,0.24,0.2727,0.62,0.1045,3,44,47,42.5,0.9524497267678291,0.3046957793929669
1361,2011-03-01,1,0,3,23,0,2,1,1,0.24,0.2273,0.65,0.2239,2,23,25,42.53125,0.7710034411487472,0.6368309773690272
1362,2011-03-02,1,0,3,0,0,3,1,1,0.22,0.2273,0.69,0.1642,3,5,8,42.5625,0.11929985259795185,0.9928582704344598
1363,2011-03-02,1,0,3,1,0,3,1,1,0.22,0.2273,0.69,0.194,0,4,4,42.59375,0.8999194120455523,0.43605624846295626
1364,2011-03-02,1,0,3,2,0,3,1,1,0.22,0.2273,0.69,0.194,0,2,2,42.625,0.8531572142494731,0.5216538773689684
1365,2011-03-02,1,0,3,3,0,3,1,1,0.22,0.2121,0.69,0.2836,3,1,4,42.65625,0.0220062082085053,0.999757834077975
1366,2011-03-02,1,0,3,4,0,3,1,1,0.2,0.2121,0.75,0.1343,1,0,1,42.6875,0.8293772041725335,0.5586890487551656
1367,2011-03-02,1,0,3,5,0,3,1,1,0.22,0.2121,0.69,0.2239,0,5,5,42.71875,0.9182350399062867,0.39603587146658814
1368,2011-03-02,1,0,3,6,0,3,1,1,0.22,0.2121,0.55,0.2537,1,39,40,42.75,0.16287181460804662,0.986647237874957
1369,2011-03-02,1,0,3,7,0,3,1,1,0.22,0.2121,0.64,0.2537,2,108,110,42.78125,0.7422350059189753,0.6701396839379524
1370,2011-03-02,1,0,3,8,0,3,1,1,0.24,0.2121,0.65,0.2836,13,243,256,42.8125,0.964934384996196,0.262491204904113
1371,2011-03-02,1,0,3,9,0,3,1,1,0.28,0.2576,0.56,0.2985,7,141,148,42.84375,0.30047754053082465,0.9537888904975496
1372,2011-03-02,1,0,3,10,0,3,1,1,0.32,0.303,0.49,0.2836,11,65,76,42.875,0.640236968975412,0.7681774687903683
1373,2011-03-02,1,0,3,11,0,3,1,1,0.34,0.303,0.53,0.3284,8,65,73,42.90625,0.9923205618097122,0.12369277509077573
1374,2011-03-02,1,0,3,12,0,3,1,1,0.4,0.4091,0.43,0.194,20,62,82,42.9375,0.4320692064368986,0.901840451991919
1375,2011-03-02,1,0,3,13,0,3,1,1,0.5,0.4848,0.25,0,35,90,125,42.96875,0.5254245847447649,0.8508401763820226
1376,2011-03-02,1,0,3,14,0,3,1,1,0.52,0.5,0.23,0.2985,21,75,96,43.0,0.9998454358317113,0.017581366457004095
1377,2011-03-02,1,0,3,15,0,3,1,1,0.54,0.5152,0.19,0.4179,19,91,110,43.03125,0.5550130042384525,0.8318416707079584
1378,2011-03-02,1,0,3,16,0,3,1,1,0.54,0.5152,0.19,0.3284,27,112,139,43.0625,0.4000958238780323,0.9164733120584355
1379,2011-03-02,1,0,3,17,0,3,1,1,0.5,0.4848,0.23,0.2836,30,238,268,43.09375,0.9873583966574804,0.15850361683560935
1380,2011-03-02,1,0,3,18,0,3,1,1,0.46,0.4545,0.23,0.4925,8,193,201,43.125,0.6668482129865797,0.7451935727289959
1381,2011-03-02,1,0,3,19,0,3,1,1,0.4,0.4091,0.28,0.5224,6,144,150,43.15625,0.26675914237608567,0.9637632281627969
1382,2011-03-02,1,0,3,20,0,3,1,1,0.36,0.3333,0.29,0.4179,9,86,95,43.1875,0.9551093724609926,0.2962534162455665
1383,2011-03-02,1,0,3,21,0,3,1,1,0.34,0.2879,0.29,0.4627,3,68,71,43.21875,0.7653364502178067,0.6436304203252101
1384,2011-03-02,1,0,3,22,0,3,1,1,0.3,0.2576,0.26,0.5522,4,44,48,43.25,0.1280832748257572,0.9917634167027485
1385,2011-03-02,1,0,3,23,0,3,1,1,0.26,0.2121,0.3,0.5224,0,22,22,43.28125,0.9037438276808053,0.4280737015151094
1386,2011-03-03,1,0,3,0,0,4,1,1,0.24,0.197,0.3,0.4627,3,10,13,43.3125,0.8485064731943184,0.5291850006825017
1387,2011-03-03,1,0,3,1,0,4,1,1,0.24,0.197,0.3,0.4627,0,1,1,43.34375,0.01315618034106097,0.999913453714287
1388,2011-03-03,1,0,3,2,0,4,1,1,0.2,0.1667,0.27,0.4627,1,2,3,43.375,0.8342898440449338,0.5513260887383075
1389,2011-03-03,1,0,3,3,0,4,1,1,0.2,0.1667,0.27,0.4627,0,1,1,43.40625,0.9146936333407577,0.40414793965314666
1390,2011-03-03,1,0,3,4,0,4,1,1,0.16,0.1212,0.31,0.4925,0,1,1,43.4375,0.1541323144689025,0.9880502161512134
1391,2011-03-03,1,0,3,5,0,4,1,1,0.14,0.1212,0.33,0.2985,1,7,8,43.46875,0.7481375435080753,0.6635436805468822
1392,2011-03-03,1,0,3,6,0,4,1,1,0.14,0.1212,0.33,0.2985,1,34,35,43.5,0.96257319419678,0.2710218548637878
1393,2011-03-03,1,0,3,7,0,4,1,1,0.12,0.0909,0.42,0.4179,1,110,111,43.53125,0.2920234892746865,0.956411146794012
1394,2011-03-03,1,0,3,8,0,4,1,1,0.14,0.1212,0.39,0.2985,4,216,220,43.5625,0.6470112649512338,0.7624804410778052
1395,2011-03-03,1,0,3,9,0,4,1,1,0.16,0.1364,0.37,0.2836,10,135,145,43.59375,0.9911868460263136,0.1324712658066232
1396,2011-03-03,1,0,3,10,0,4,1,1,0.18,0.1818,0.29,0.194,7,49,56,43.625,0.4240698119571381,0.9056295018309847
1397,2011-03-03,1,0,3,11,0,4,1,1,0.2,0.2273,0.29,0.0896,10,40,50,43.65625,0.5329350515272933,0.8461561503963682
1398,2011-03-03,1,0,3,12,0,4,1,1,0.22,0.2273,0.25,0.1343,7,65,72,43.6875,0.999961886393443,0.00873073653634763
1399,2011-03-03,1,0,3,13,0,4,1,1,0.22,0.2576,0.25,0.0896,13,67,80,43.71875,0.5476283744699707,0.8367216762313365
1400,2011-03-03,1,0,3,14,0,4,1,1,0.24,0.2576,0.21,0.1045,18,60,78,43.75,0.40819213942355037,0.9128960386116399
1401,2011-03-03,1,0,3,15,0,4,1,1,0.24,0.2879,0.23,0,6,62,68,43.78125,0.9887226828055576,0.14975799312818222
1402,2011-03-03,1,0,3,16,0,4,1,1,0.26,0.303,0.23,0,6,65,71,43.8125,0.6602261513444018,0.7510668605929561
1403,2011-03-03,1,0,3,17,0,4,1,1,0.26,0.303,0.22,0,17,185,202,43.84375,0.2752792588739023,0.9613643064072199
1404,2011-03-03,1,0,3,18,0,4,1,1,0.24,0.2121,0.35,0.3284,6,161,167,43.875,0.9576941879988857,0.2877878424693353
1405,2011-03-03,1,0,3,19,0,4,1,1,0.2,0.197,0.4,0.2537,5,101,106,43.90625,0.759609497310725,0.6503794366332223
1406,2011-03-03,1,0,3,20,0,4,1,1,0.2,0.2273,0.4,0.0896,1,69,70,43.9375,0.1368566620862393,0.9905908610736387
