instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,feature0,feature1,feature2,feature3,feature4
4809,2011-07-24,3,0,7,6,0,0,0,2,0.8,0.7879,0.63,0.0896,9,13,22,150.28125,0.7120711230417031,0.7021073391797923,8.478244441277663,69.34695379034324
4810,2011-07-24,3,0,7,7,0,0,0,1,0.8,0.7727,0.59,0.1343,6,29,35,150.3125,0.9755366238620196,0.21983697483338085,8.478452363099807,69.35416353759881
4811,2011-07-24,3,0,7,8,0,0,0,1,0.82,0.7879,0.56,0.2836,22,82,104,150.34375,0.3420982516212355,0.939664188014896,8.478660241699453,69.36137253543934
4812,2011-07-24,3,0,7,9,0,0,0,1,0.82,0.7879,0.56,0.3881,42,112,154,150.375,0.6058636754931943,0.7955684802189421,8.47886807709457,69.3685807840985
4813,2011-07-24,3,0,7,10,0,0,0,1,0.86,0.8182,0.5,0.3284,61,165,226,150.40625,0.996797333442674,0.07996921933828416,8.47907586930311,69.3757882838098
4814,2011-07-24,3,0,7,11,0,0,0,1,0.84,0.803,0.53,0.2537,74,169,243,150.4375,0.471280119991385,0.881983587432842,8.479283618343016,69.38299503480663
4815,2011-07-24,3,0,7,12,0,0,0,1,0.9,0.8636,0.45,0.1642,85,161,246,150.46875,0.48752986236035617,0.873106312717353,8.479491324232226,69.39020103732227
4816,2011-07-24,3,0,7,13,0,0,0,1,0.86,0.803,0.47,0.2239,90,162,252,150.5,0.9981071376171394,0.06149912062558775,8.479698986988657,69.39740629158989
4817,2011-07-24,3,0,7,14,0,0,0,1,0.86,0.8182,0.5,0.2836,79,204,283,150.53125,0.591029313555622,0.8066500793516171,8.479906606630221,69.40461079784254
4818,2011-07-24,3,0,7,15,0,0,0,1,0.9,0.8485,0.42,0.2537,68,170,238,150.5625,0.35943813571760674,0.9331689164303809,8.480114183174816,69.4118145563131
4819,2011-07-24,3,0,7,16,0,0,0,1,0.9,0.8485,0.42,0.2537,62,187,249,150.59375,0.9794398206459586,0.2017365552719993,8.480321716640333,69.41901756723442
4820,2011-07-24,3,0,7,17,0,0,0,1,0.9,0.8333,0.39,0.1045,75,174,249,150.625,0.6989490513905705,0.7151714644476677,8.480529207044645,69.42621983083913
4821,2011-07-24,3,0,7,18,0,0,0,1,0.88,0.8182,0.42,0.1642,67,176,243,150.65625,0.2241522523446103,0.9745541379363376,8.480736654405622,69.4334213473598
4822,2011-07-24,3,0,7,19,0,0,0,1,0.86,0.803,0.47,0.1642,70,170,240,150.6875,0.9411690090052307,0.33793623139301293,8.480944058741116,69.44062211702888
4823,2011-07-24,3,0,7,20,0,0,0,1,0.84,0.7879,0.49,0.1642,52,143,195,150.71875,0.7928793192097059,0.6093786878202694,8.481151420068972,69.44782214007866
4824,2011-07-24,3,0,7,21,0,0,0,1,0.8,0.7879,0.63,0.1343,42,111,153,150.75,0.08437996011690091,0.9964336517453986,8.481358738407021,69.45502141674135
4825,2011-07-24,3,0,7,22,0,0,0,1,0.78,0.7576,0.66,0,23,75,98,150.78125,0.8840606932501524,0.4673721115450301,8.481566013773087,69.46221994724903
4826,2011-07-24,3,0,7,23,0,0,0,2,0.76,0.7273,0.7,0.0896,13,37,50,150.8125,0.870940102063986,0.4913891926129162,8.481773246184977,69.46941773183363
4827,2011-07-25,3,0,7,0,0,1,1,2,0.76,0.7273,0.7,0,17,17,34,150.84375,0.05708119758625682,0.9983695392399142,8.481980435660493,69.476614770727
4828,2011-07-25,3,0,7,1,0,1,1,2,0.76,0.7424,0.75,0.0896,4,8,12,150.875,0.8092578967088471,0.5874535357067595,8.482187582217422,69.48381106416083
4829,2011-07-25,3,0,7,2,0,1,1,2,0.74,0.7121,0.79,0.0896,3,3,6,150.90625,0.9315690128538386,0.3635645393744068,8.482394685873542,69.49100661236676
4830,2011-07-25,3,0,7,3,0,1,1,1,0.74,0.7121,0.79,0,2,2,4,150.9375,0.19739987473162435,0.9803230536185197,8.482601746646619,69.49820141557622
4831,2011-07-25,3,0,7,4,0,1,1,1,0.72,0.7121,0.84,0.0896,0,6,6,150.96875,0.7182577978626815,0.6957770733571574,8.482808764554406,69.50539547402057
4832,2011-07-25,3,0,7,5,0,1,1,1,0.72,0.7121,0.84,0.0896,2,22,24,151.0,0.9735525635175823,0.2284631394084037,8.48301573961465,69.51258878793107
4833,2011-07-25,3,0,7,6,0,1,1,2,0.72,0.7121,0.84,0.0896,7,100,107,151.03125,0.3337675920420951,0.9426553954136271,8.483222671845084,69.5197813575388
4834,2011-07-25,3,0,7,7,0,1,1,2,0.74,0.7121,0.79,0,20,257,277,151.0625,0.6128817643087813,0.7901746281536477,8.483429561263428,69.52697318307479
4835,2011-07-25,3,0,7,8,0,1,1,2,0.76,0.7424,0.75,0,34,353,387,151.09375,0.9960504530032317,0.08878904815379557,8.483636407887394,69.53416426476987
4836,2011-07-25,3,0,7,9,0,1,1,1,0.8,0.803,0.66,0,11,124,135,151.125,0.4634549487285211,0.8861204830603138,8.483843211734683,69.54135460285484
4837,2011-07-25,3,0,7,10,0,1,1,1,0.82,0.803,0.59,0,30,54,84,151.15625,0.49523889807519084,0.8687568323951592,8.484049972822984,69.54854419756032
4838,2011-07-25,3,0,7,11,0,1,1,2,0.84,0.8333,0.59,0.194,24,83,107,151.1875,0.9986123858997655,0.0526621565032972,8.484256691169973,69.55573304911681
4839,2011-07-25,3,0,7,12,0,1,1,2,0.84,0.8333,0.59,0.194,17,50,67,151.21875,0.583866251465065,0.8118498632137185,8.48446336679332,69.56292115775473
4840,2011-07-25,3,0,7,13,0,1,1,2,0.74,0.7121,0.74,0.1343,14,64,78,151.25,0.3676838219294421,0.9299508627295091,8.484669999710677,69.57010852370435
4841,2011-07-25,3,0,7,14,0,1,1,2,0.72,0.697,0.79,0.194,28,62,90,151.28125,0.981187085102841,0.19305932773992074,8.484876589939695,69.57729514719583
4842,2011-07-25,3,0,7,15,0,1,1,1,0.7,0.6667,0.84,0.3881,16,96,112,151.3125,0.6925914672087652,0.721330062835045,8.485083137498004,69.58448102845921
4843,2011-07-25,3,0,7,16,0,1,1,1,0.7,0.6667,0.84,0.2239,37,161,198,151.34375,0.23276955158785323,0.9725319202234906,8.48528964240323,69.59166616772443
4844,2011-07-25,3,0,7,17,0,1,1,1,0.72,0.697,0.74,0,48,437,485,151.375,0.9441233181263852,0.3295924152191983,8.485496104672983,69.59885056522126
4845,2011-07-25,3,0,7,18,0,1,1,1,0.74,0.7121,0.74,0.0896,60,473,533,151.40625,0.787454460027277,0.6163728363443262,8.485702524324866,69.60603422117941
4846,2011-07-25,3,0,7,19,0,1,1,1,0.74,0.697,0.7,0.0896,62,324,386,151.4375,0.09319639708860786,0.9956477447218481,8.48590890137647,69.61321713582845
4847,2011-07-25,3,0,7,20,0,1,1,1,0.72,0.697,0.74,0.1343,55,247,302,151.46875,0.8881629165184324,0.4595287082669289,8.486115235845377,69.62039930939781
4848,2011-07-25,3,0,7,21,0,1,1,1,0.7,0.6667,0.84,0,41,153,194,151.5,0.8665565464743543,0.4990789033433895,8.48632152774915,69.62758074211685
4849,2011-07-25,3,0,7,22,0,1,1,1,0.7,0.6667,0.84,0,13,112,125,151.53125,0.04824208393201845,0.9988356728400803,8.486527777105353,69.63476143421474
4850,2011-07-25,3,0,7,23,0,1,1,1,0.7,0.6667,0.84,0.0896,23,64,87,151.5625,0.8144259280976465,0.5802675310943111,8.48673398393153,69.6419413859206
4851,2011-07-26,3,0,7,0,0,2,1,1,0.7,0.6667,0.79,0.1045,8,20,28,151.59375,0.9283144977519348,0.37179590269874296,8.486940148245216,69.6491205974634
4852,2011-07-26,3,0,7,1,0,2,1,1,0.7,0.6667,0.79,0.1045,6,6,12,151.625,0.18871499931474223,0.9820318981752257,8.48714627006394,69.65629906907199
4853,2011-07-26,3,0,7,2,0,2,1,1,0.68,0.6364,0.89,0.1045,1,6,7,151.65625,0.7243881991886155,0.6893922953415382,8.487352349405215,69.66347680097513
4854,2011-07-26,3,0,7,3,0,2,1,1,0.68,0.6364,0.89,0.1343,2,2,4,151.6875,0.9714922280452987,0.23707140453370024,8.487558386286548,69.67065379340143
4855,2011-07-26,3,0,7,4,0,2,1,1,0.68,0.6364,0.88,0.1642,0,6,6,151.71875,0.32541078270308754,0.9455727483914519,8.487764380725425,69.67783004657937
4856,2011-07-26,3,0,7,5,0,2,1,1,0.66,0.5909,0.89,0.0896,3,24,27,151.75,0.61985183554763,0.7847188681102513,8.487970332739334,69.68500556073738
4857,2011-07-26,3,0,7,6,0,2,1,1,0.68,0.6364,0.83,0.2239,2,108,110,151.78125,0.9952255347890544,0.09760192059504114,8.488176242345745,69.6921803361037
4858,2011-07-26,3,0,7,7,0,2,1,1,0.72,0.6818,0.66,0.2836,30,288,318,151.8125,0.4555934670631272,0.8901879536195708,8.488382109562117,69.6993543729065
4859,2011-07-26,3,0,7,8,0,2,1,1,0.74,0.6818,0.55,0.194,32,392,424,151.84375,0.5029091332037184,0.8643392873983483,8.488587934405903,69.70652767137379
4860,2011-07-26,3,0,7,9,0,2,1,1,0.76,0.6818,0.4,0.2239,25,162,187,151.875,0.9990393956873601,0.04382106644793381,8.48879371689454,69.7137002317335
4861,2011-07-26,3,0,7,10,0,2,1,1,0.8,0.697,0.31,0.2239,42,96,138,151.90625,0.5766574450822687,0.8169860409035091,8.488999457045455,69.72087205421343
4862,2011-07-26,3,0,7,11,0,2,1,1,0.82,0.7121,0.3,0,49,102,151,151.9375,0.37590070113940033,0.9266599499724304,8.48920515487607,69.72804313904126
4863,2011-07-26,3,0,7,12,0,2,1,1,0.84,0.7273,0.28,0,25,122,147,151.96875,0.9828574762884056,0.18436697454800915,8.489410810403786,69.73521348644456
4864,2011-07-26,3,0,7,13,0,2,1,1,0.84,0.7273,0.32,0.2985,43,139,182,152.0,0.6861796204173316,0.7274321470239865,8.489616423646003,69.74238309665078
4865,2011-07-26,3,0,7,14,0,2,1,1,0.86,0.7424,0.3,0.2836,46,101,147,152.03125,0.24136861398598733,0.9704335073473522,8.489821994620105,69.74955196988724
4866,2011-07-26,3,0,7,15,0,2,1,1,0.88,0.7576,0.28,0.3284,49,114,163,152.0625,0.9470036578189834,0.3212227763989749,8.490027523343468,69.75672010638115
4867,2011-07-26,3,0,7,16,0,2,1,1,0.86,0.7576,0.36,0.2836,41,213,254,152.09375,0.7819679059843316,0.6233186937758882,8.490233009833455,69.76388750635962
4868,2011-07-26,3,0,7,17,0,2,1,1,0.86,0.7576,0.36,0.3582,72,465,537,152.125,0.10200553238255324,0.9947838314746335,8.490438454107418,69.77105417004964
4869,2011-07-26,3,0,7,18,0,2,1,1,0.84,0.7424,0.39,0.3881,68,478,546,152.15625,0.892195554699533,0.4516493021962865,8.4906438561827,69.77822009767804
4870,2011-07-26,3,0,7,19,0,2,1,1,0.82,0.7424,0.43,0.2985,69,329,398,152.1875,0.8621050985963702,0.5067295126338537,8.490849216076635,69.7853852894716
4871,2011-07-26,3,0,7,20,0,2,1,1,0.8,0.7273,0.46,0.2537,47,243,290,152.21875,0.039399190645064405,0.9992235504513061,8.491054533806542,69.79254974565696
4872,2011-07-26,3,0,7,21,0,2,1,1,0.78,0.7121,0.49,0.2239,45,222,267,152.25,0.8195301514866367,0.5730360641393265,8.491259809389733,69.79971346646059
4873,2011-07-26,3,0,7,22,0,2,1,1,0.76,0.697,0.55,0.1343,27,131,158,152.28125,0.9249872517984556,0.3799981368511434,8.491465042843506,69.80687645210892
4874,2011-07-26,3,0,7,23,0,2,1,1,0.76,0.7121,0.58,0.1045,18,71,89,152.3125,0.18001533860404167,0.983663803271866,8.491670234185152,69.81403870282824
4875,2011-07-27,3,0,7,0,0,3,1,2,0.78,0.7121,0.52,0.1642,19,26,45,152.34375,0.7304618467196603,0.6829535053624832,8.491875383431948,69.82120021884471
4876,2011-07-27,3,0,7,1,0,3,1,1,0.78,0.7121,0.49,0.194,1,9,10,152.375,0.9693557788667059,0.24566109577570872,8.492080490601163,69.82836100038436
4877,2011-07-27,3,0,7,2,0,3,1,1,0.76,0.697,0.52,0.2985,1,5,6,152.40625,0.31702847833691516,0.9484160183819019,8.492285555710053,69.83552104767315
4878,2011-07-27,3,0,7,3,0,3,1,1,0.72,0.6667,0.58,0.1642,0,4,4,152.4375,0.6267733431241003,0.7792016275323345,8.492490578775866,69.8426803609369
4879,2011-07-27,3,0,7,4,0,3,1,1,0.72,0.6667,0.51,0.194,1,3,4,152.46875,0.9943226434301834,0.10640714619804661,8.492695559815838,69.84983894040128
4880,2011-07-27,3,0,7,5,0,3,1,1,0.7,0.6515,0.54,0.2836,0,18,18,152.5,0.44769629092036406,0.8941856804356402,8.492900498847193,69.85699678629192
4881,2011-07-27,3,0,7,6,0,3,1,1,0.7,0.6515,0.54,0.2239,4,119,123,152.53125,0.5105399668044109,0.8598540238292491,8.493105395887147,69.86415389883427
4882,2011-07-27,3,0,7,7,0,3,1,1,0.72,0.6667,0.48,0.2537,34,313,347,152.5625,0.9993881335248975,0.03497654313424319,8.493310250952906,69.87131027825369
4883,2011-07-27,3,0,7,8,0,3,1,1,0.74,0.6667,0.42,0.2537,28,405,433,152.59375,0.5694034591971059,0.822058210015793,8.49351506406166,69.87846592477543
4884,2011-07-27,3,0,7,9,0,3,1,1,0.76,0.6667,0.35,0.2537,27,189,216,152.625,0.38408812957791444,0.9232964359929801,8.493719835230594,69.88562083862459
4885,2011-07-27,3,0,7,10,0,3,1,1,0.78,0.6818,0.33,0,32,82,114,152.65625,0.9844508633321619,0.17566017671789178,8.493924564476883,69.8927750200262
4886,2011-07-27,3,0,7,11,0,3,1,1,0.8,0.697,0.31,0,42,94,136,152.6875,0.6797140133665815,0.7334772389332164,8.494129251817686,69.89992846920518
4887,2011-07-27,3,0,7,12,0,3,1,1,0.82,0.7121,0.3,0.2836,37,132,169,152.71875,0.2499487658264589,0.9682590637127184,8.494333897270154,69.90708118638626
4888,2011-07-27,3,0,7,13,0,3,1,1,0.84,0.7273,0.3,0.3582,29,151,180,152.75,0.9498098024164444,0.3128279706701991,8.494538500851432,69.91423317179414
4889,2011-07-27,3,0,7,14,0,3,1,1,0.84,0.7273,0.28,0.2239,20,107,127,152.78125,0.7764200869370752,0.6302157159263997,8.494743062578646,69.92138442565336
4890,2011-07-27,3,0,7,15,0,3,1,1,0.86,0.7424,0.26,0.2537,37,103,140,152.8125,0.11080667582755784,0.9938419796889476,8.494947582468917,69.92853494818836
4891,2011-07-27,3,0,7,16,0,3,1,1,0.86,0.7273,0.25,0.1642,40,228,268,152.84375,0.8961582918475012,0.44373451066259084,8.495152060539358,69.93568473962345
4892,2011-07-27,3,0,7,17,0,3,1,1,0.84,0.7121,0.26,0.2239,81,491,572,152.875,0.8575861071885585,0.5143404210804107,8.495356496807062,69.94283380018284
4893,2011-07-27,3,0,7,18,0,3,1,1,0.82,0.7121,0.28,0.1045,78,463,541,152.90625,0.030553210541418466,0.9995331416844625,8.495560891289124,69.94998213009065
4894,2011-07-27,3,0,7,19,0,3,1,1,0.8,0.697,0.29,0.0896,87,288,375,152.9375,0.8245701669741523,0.5657597014070714,8.495765244002618,69.95712972957081
4895,2011-07-27,3,0,7,20,0,3,1,1,0.76,0.6818,0.45,0.2239,55,239,294,152.96875,0.9215875356738413,0.38817059920944064,8.49596955496461,69.96427659884722
4896,2011-07-27,3,0,7,21,0,3,1,1,0.74,0.6667,0.48,0.1045,49,196,245,153.0,0.17130157419367367,0.985218641053228,8.496173824192162,69.9714227381436
4897,2011-07-27,3,0,7,22,0,3,1,1,0.72,0.6667,0.48,0,37,143,180,153.03125,0.7364782646024731,0.6764612078812277,8.496378051702317,69.97856814768362
4898,2011-07-27,3,0,7,23,0,3,1,1,0.74,0.6667,0.45,0.0896,16,93,109,153.0625,0.9671433833666381,0.25423154015607935,8.496582237512113,69.98571282769076
4899,2011-07-28,3,0,7,0,0,4,1,1,0.7,0.6515,0.51,0.1343,14,31,45,153.09375,0.3086213356737444,0.9511849826227041,8.496786381638575,69.99285677838846
4900,2011-07-28,3,0,7,1,0,4,1,1,0.72,0.6667,0.51,0,3,26,29,153.125,0.6336457447573796,0.7736233386803075,8.496990484098719,70.0
4901,2011-07-28,3,0,7,2,0,4,1,1,0.72,0.6667,0.54,0.1045,2,5,7,153.15625,0.9933418496656381,0.11520403509794619,8.497194544909547,70.00714249274856
4902,2011-07-28,3,0,7,3,0,4,1,1,0.72,0.6667,0.54,0,0,5,5,153.1875,0.439764039021955,0.8981133502977764,8.497398564088058,70.01428425685718
4903,2011-07-28,3,0,7,4,0,4,1,1,0.7,0.6515,0.61,0.1045,0,6,6,153.21875,0.5181308010227403,0.8553013930957516,8.497602541651233,70.02142529254886
4904,2011-07-28,3,0,7,5,0,4,1,1,0.7,0.6515,0.65,0.1045,1,26,27,153.25,0.9996585720897408,0.026129279505957177,8.497806477616047,70.02856560004639
4905,2011-07-28,3,0,7,6,0,4,1,1,0.7,0.6515,0.7,0.0896,6,110,116,153.28125,0.5621048621391375,0.8270659731602681,8.498010371999463,70.03570517957252
4906,2011-07-28,3,0,7,7,0,4,1,1,0.72,0.6818,0.7,0.1642,27,278,305,153.3125,0.3922454657828033,0.9198605843130967,8.498214224818435,70.04284403134984
4907,2011-07-28,3,0,7,8,0,4,1,1,0.74,0.697,0.66,0.1642,47,409,456,153.34375,0.9859671213966797,0.16693961640289298,8.498418036089904,70.04998215560087
4908,2011-07-28,3,0,7,9,0,4,1,1,0.78,0.7424,0.59,0.194,21,189,210,153.375,0.6731951526187929,0.7394648649466451,8.498621805830801,70.05711955254797
4909,2011-07-28,3,0,7,10,0,4,1,1,0.8,0.7576,0.55,0.2836,30,86,116,153.40625,0.25850933487830363,0.9660087596811827,8.498825534058053,70.06425622241343
4910,2011-07-28,3,0,7,11,0,4,1,1,0.84,0.8182,0.56,0.2836,41,113,154,153.4375,0.952541532065166,0.3044086557424842,8.499029220788566,70.07139216541941
4911,2011-07-28,3,0,7,12,0,4,1,1,0.84,0.803,0.53,0.2537,35,151,186,153.46875,0.7708114375416559,0.6370633624334129,8.499232866039245,70.07852738178792
4912,2011-07-28,3,0,7,13,0,4,1,1,0.86,0.803,0.47,0.2537,26,126,152,153.5,0.11959913787858156,0.992822263156251,8.499436469826978,70.08566187174092
4913,2011-07-28,3,0,7,14,0,4,1,2,0.84,0.7879,0.49,0.2537,27,111,138,153.53125,0.9000508174929343,0.435784953767682,8.499640032168648,70.09279563550022
4914,2011-07-28,3,0,7,15,0,4,1,1,0.86,0.8182,0.5,0.194,22,124,146,153.5625,0.8529999263012916,0.5219110323896125,8.499843553081124,70.09992867328754
4915,2011-07-28,3,0,7,16,0,4,1,1,0.86,0.803,0.47,0.1642,42,214,256,153.59375,0.021704836678947893,0.9997644222839399,8.500047032581268,70.10706098532444
4916,2011-07-28,3,0,7,17,0,4,1,1,0.84,0.803,0.53,0.194,45,423,468,153.625,0.8295455796890377,0.5584390129802701,8.500250470685925,70.11419257183242
4917,2011-07-28,3,0,7,18,0,4,1,1,0.84,0.8182,0.56,0.2239,55,428,483,153.65625,0.9181156157363674,0.396312649484004,8.50045386741194,70.12132343303284
4918,2011-07-28,3,0,7,19,0,4,1,1,0.82,0.803,0.59,0.194,37,285,322,153.6875,0.16257438878277464,0.9866962897021085,8.500657222776137,70.12845356914696
4919,2011-07-28,3,0,7,20,0,4,1,1,0.8,0.7879,0.63,0.194,41,229,270,153.71875,0.7424369814674943,0.6699159115511705,8.50086053679534,70.13558298039591
4920,2011-07-28,3,0,7,21,0,4,1,1,0.78,0.7576,0.66,0.2836,31,165,196,153.75,0.9648552148801115,0.26278206620440026,8.501063809486354,70.14271166700073
4921,2011-07-28,3,0,7,22,0,4,1,1,0.76,0.7273,0.7,0.2537,25,149,174,153.78125,0.30019001338975315,0.9538794241732337,8.501267040865978,70.14983962918234
4922,2011-07-28,3,0,7,23,0,4,1,1,0.76,0.7424,0.75,0.194,28,95,123,153.8125,0.6404685020139688,0.7679844385975427,8.501470230951002,70.15696686716153
4923,2011-07-29,3,0,7,0,0,5,1,1,0.74,0.7121,0.79,0.1642,12,45,57,153.84375,0.9922832303378745,0.12399189808303149,8.5016733797582,70.16409338115899
4924,2011-07-29,3,0,7,1,0,5,1,1,0.74,0.7121,0.79,0.1343,12,22,34,153.875,0.4317973328377111,0.9019706554840012,8.501876487304344,70.17121917139534
4925,2011-07-29,3,0,7,2,0,5,1,1,0.74,0.7121,0.79,0,3,10,13,153.90625,0.5256810411380186,0.8506817518837752,8.502079553606189,70.178344238091
4926,2011-07-29,3,0,7,3,0,5,1,1,0.74,0.7121,0.79,0,2,9,11,153.9375,0.9998506901937828,0.017279968721503596,8.502282578680484,70.18546858146635
4927,2011-07-29,3,0,7,4,0,5,1,1,0.72,0.7121,0.84,0.1343,2,4,6,153.96875,0.5547622257330851,0.8320089379926597,8.502485562543963,70.19259220174163
4928,2011-07-29,3,0,7,5,0,5,1,1,0.72,0.7121,0.84,0,4,23,27,154.0,0.4003720706495282,0.9163526641221759,8.502688505213357,70.19971509913698
4929,2011-07-29,3,0,7,6,0,5,1,2,0.72,0.7121,0.84,0,7,83,90,154.03125,0.9874061316873687,0.1582059768345894,8.502891406705377,70.20683727387241
4930,2011-07-29,3,0,7,7,0,5,1,2,0.74,0.7121,0.79,0.0896,26,228,254,154.0625,0.6666235489085225,0.7453945559504755,8.503094267036737,70.21395872616783
4931,2011-07-29,3,0,7,8,0,5,1,2,0.76,0.7727,0.77,0,30,354,384,154.09375,0.26704965044481405,0.9636827715577895,8.503297086224126,70.22107945624305
4932,2011-07-29,3,0,7,9,0,5,1,1,0.86,0.803,0.47,0.2537,28,151,179,154.125,0.95519863274175,0.2959654912456712,8.503499864284235,70.22819946431775
4933,2011-07-29,3,0,7,10,0,5,1,1,0.9,0.8485,0.42,0.2836,37,69,106,154.15625,0.7651423972201097,0.6438610968029237,8.503702601233739,70.2353187506115
4934,2011-07-29,3,0,7,11,0,5,1,1,0.92,0.8788,0.4,0.2985,43,118,161,154.1875,0.12838222967074728,0.9917247617684897,8.503905297089302,70.24243731534378
4935,2011-07-29,3,0,7,12,0,5,1,1,0.96,0.8636,0.31,0.2836,40,95,135,154.21875,0.9038728266673054,0.4278012543371692,8.504107951867582,70.24955515873393
4936,2011-07-29,3,0,7,13,0,5,1,1,0.94,0.8333,0.31,0,42,114,156,154.25,0.8483469152490496,0.5294407534251796,8.504310565585223,70.25667228100119
4937,2011-07-29,3,0,7,14,0,5,1,1,0.96,0.8636,0.3,0.2239,34,114,148,154.28125,0.012854762303064263,0.9999173741295486,8.504513138258863,70.26378868236469
4938,2011-07-29,3,0,7,15,0,5,1,1,0.96,0.8636,0.3,0.2537,40,129,169,154.3125,0.8344559998215847,0.5510745724144414,8.504715669905124,70.27090436304346
4939,2011-07-29,3,0,7,16,0,5,1,1,0.96,0.8636,0.3,0.3881,35,198,233,154.34375,0.9145717640012767,0.404423649767905,8.504918160540624,70.2780193232564
4940,2011-07-29,3,0,7,17,0,5,1,1,0.96,0.8636,0.3,0.2985,47,374,421,154.375,0.15383446612197904,0.9880966334488575,8.505120610181969,70.28513356322232
4941,2011-07-29,3,0,7,18,0,5,1,1,0.92,0.8636,0.37,0.3284,49,313,362,154.40625,0.7483375304658777,0.6633181291780224,8.50532301884575,70.2922470831599
4942,2011-07-29,3,0,7,19,0,5,1,1,0.9,0.8485,0.42,0.2239,22,219,241,154.4375,0.962491452678745,0.2713120040108053,8.505525386548555,70.2993598832877
4943,2011-07-29,3,0,7,20,0,5,1,1,0.86,0.7879,0.41,0.3284,53,153,206,154.46875,0.2917351720555251,0.9564991319315105,8.505727713306959,70.30647196382421
4944,2011-07-29,3,0,7,21,0,5,1,1,0.82,0.7576,0.46,0.1642,29,134,163,154.5,0.6472410803498676,0.762285369076133,8.505929999137527,70.31358332498779
4945,2011-07-29,3,0,7,22,0,5,1,1,0.8,0.7424,0.49,0.2239,47,127,174,154.53125,0.9911468683867638,0.1327700466487494,8.506132244056813,70.32069396699666
4946,2011-07-29,3,0,7,23,0,5,1,1,0.78,0.7121,0.52,0.1045,26,90,116,154.5625,0.4237967965368406,0.9057572937852125,8.506334448081361,70.32780389006896
4947,2011-07-30,3,0,7,0,0,6,0,1,0.76,0.697,0.55,0.194,60,73,133,154.59375,0.5331900956099922,0.8459954621293234,8.506536611227709,70.33491309442275
4948,2011-07-30,3,0,7,1,0,6,0,1,0.76,0.697,0.55,0.0896,15,75,90,154.625,0.9999644727851059,0.008429304099699261,8.506738733512378,70.3420215802759
4949,2011-07-30,3,0,7,2,0,6,0,1,0.76,0.697,0.55,0.1045,11,31,42,154.65625,0.5473761252540306,0.8368867172454608,8.506940814951886,70.34912934784623
4950,2011-07-30,3,0,7,3,0,6,0,1,0.74,0.6818,0.62,0.1642,18,25,43,154.6875,0.40846730748126514,0.9127729502559799,8.507142855562735,70.35623639735144
4951,2011-07-30,3,0,7,4,0,6,0,1,0.72,0.6818,0.66,0.1642,4,6,10,154.71875,0.9887677814617866,0.14945994226928067,8.507344855361422,70.36334272900912
4952,2011-07-30,3,0,7,5,0,6,0,1,0.72,0.6818,0.7,0.2836,4,9,13,154.75,0.6599997171025911,0.7512658473699572,8.507546814364431,70.37044834303673
4953,2011-07-30,3,0,7,6,0,6,0,1,0.72,0.6818,0.7,0.2985,6,18,24,154.78125,0.27556904341608685,0.9612812815772201,8.507748732588238,70.37755323965163
4954,2011-07-30,3,0,7,7,0,6,0,1,0.76,0.7273,0.66,0.194,3,39,42,154.8125,0.9577808962697696,0.28749913867814797,8.507950610049305,70.3846574190711
4955,2011-07-30,3,0,7,8,0,6,0,1,0.78,0.7424,0.59,0.2239,27,87,114,154.84375,0.7594134101259332,0.6506083864514053,8.508152446764088,70.39176088151227
4956,2011-07-30,3,0,7,9,0,6,0,1,0.82,0.7576,0.46,0.2985,49,125,174,154.875,0.13715526307331155,0.990549561511836,8.508354242749032,70.39886362719217
4957,2011-07-30,3,0,7,10,0,6,0,1,0.82,0.7424,0.41,0.2985,79,182,261,154.90625,0.9076240199268563,0.4197840378716341,8.508555998020574,70.40596565632774
4958,2011-07-30,3,0,7,11,0,6,0,1,0.84,0.7424,0.36,0.194,111,206,317,154.9375,0.8436274385822702,0.5369289942544713,8.508757712595136,70.41306696913578
4959,2011-07-30,3,0,7,12,0,6,0,1,0.84,0.7273,0.32,0.1642,111,230,341,154.96875,0.004003680792409648,0.9999919852379381,8.508959386489133,70.42016756583301
4960,2011-07-30,3,0,7,13,0,6,0,1,0.88,0.7576,0.29,0,125,183,308,155.0,0.8393010426540723,0.5436669566929621,8.509161019718974,70.42726744663604
4961,2011-07-30,3,0,7,14,0,6,0,1,0.9,0.7879,0.29,0,112,193,305,155.03125,0.910956258119468,0.4125029645868951,8.509362612301048,70.43436661176133
4962,2011-07-30,3,0,7,15,0,6,0,1,0.9,0.803,0.31,0.1343,113,189,302,155.0625,0.14508249095984932,0.989419562580448,8.509564164251746,70.44146506142529
4963,2011-07-30,3,0,7,16,0,6,0,1,0.9,0.7879,0.27,0.2239,126,176,302,155.09375,0.7541794493060677,0.6566683776796294,8.50976567558744,70.44856279584417
4964,2011-07-30,3,0,7,17,0,6,0,1,0.9,0.7879,0.29,0.1045,93,209,302,155.125,0.9600522819567137,0.27982068527845966,8.509967146324497,70.45565981523414
4965,2011-07-30,3,0,7,18,0,6,0,1,0.88,0.7576,0.28,0.194,92,207,299,155.15625,0.2832574740842959,0.959043900650739,8.510168576479273,70.46275611981126
4966,2011-07-30,3,0,7,19,0,6,0,1,0.74,0.6515,0.33,0.2239,101,155,256,155.1875,0.6539629491524538,0.7565265766222791,8.510369966068112,70.46985170979147
