instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,feature0,feature1,feature2,feature3
2926,2011-05-06,2,0,5,19,0,5,1,3,0.54,0.5152,0.52,0.3582,39,253,292,91.4375,0.38347573733283596,0.9235509508830781,7.98139158158007
2927,2011-05-06,2,0,5,20,0,5,1,1,0.52,0.5,0.48,0.1045,29,161,190,91.46875,0.5699485030344367,0.8216804146922358,7.9817332866918855
2928,2011-05-06,2,0,5,21,0,5,1,1,0.48,0.4697,0.67,0.1343,22,130,152,91.5,0.999364718164037,0.035639305393269476,7.982074875081202
2929,2011-05-06,2,0,5,22,0,5,1,1,0.46,0.4545,0.72,0.2239,46,105,151,91.53125,0.5099696202201489,0.8601924124592806,7.982416346827733
2930,2011-05-06,2,0,5,23,0,5,1,1,0.44,0.4394,0.82,0.1343,27,93,120,91.5625,0.4482891947087451,0.893888582490785,7.982757702011113
2931,2011-05-07,2,0,5,0,0,6,0,1,0.42,0.4242,0.82,0.1343,10,76,86,91.59375,0.9943929914139619,0.10574771215866728,7.983098940710892
2932,2011-05-07,2,0,5,1,0,6,0,1,0.42,0.4242,0.82,0.1045,8,50,58,91.625,0.6262564576914166,0.7796171170515684,7.983440063006542
2933,2011-05-07,2,0,5,2,0,6,0,1,0.42,0.4242,0.82,0.0896,5,47,52,91.65625,0.31765737510299097,0.9482055642331348,7.983781068977451
2934,2011-05-07,2,0,5,3,0,6,0,1,0.42,0.4242,0.77,0.0896,9,9,18,91.6875,0.9695184821797498,0.24501818853275809,7.984121958702927
2935,2011-05-07,2,0,5,4,0,6,0,1,0.4,0.4091,0.82,0.1045,1,4,5,91.71875,0.7300087679040046,0.6834377797453673,7.984462732262196
2936,2011-05-07,2,0,5,5,0,6,0,1,0.46,0.4545,0.59,0.1343,4,3,7,91.75,0.18066764097476323,0.9835442051604056,7.984803389734406
2937,2011-05-07,2,0,5,6,0,6,0,1,0.42,0.4242,0.77,0.0896,1,12,13,91.78125,0.9252390539328481,0.37938462419746033,7.98514393119862
2938,2011-05-07,2,0,5,7,0,6,0,1,0.48,0.4697,0.59,0,8,32,40,91.8125,0.8191499476635846,0.5735794306307948,7.9854843567338225
2939,2011-05-07,2,0,5,8,0,6,0,1,0.52,0.5,0.52,0.194,19,96,115,91.84375,0.04006184278404666,0.9991972021341665,7.985824666418917
2940,2011-05-07,2,0,5,9,0,6,0,1,0.54,0.5152,0.49,0.2836,54,164,218,91.875,0.8624409597306792,0.506157674029373,7.986164860332727
2941,2011-05-07,2,0,5,10,0,6,0,1,0.56,0.5303,0.49,0.2985,90,208,298,91.90625,0.8918958356511881,0.4522408853123176,7.9865049385539955
2942,2011-05-07,2,0,5,11,0,6,0,1,0.56,0.5303,0.43,0,132,215,347,91.9375,0.10134579346237746,0.9948512603135612,7.9868449011613825
2943,2011-05-07,2,0,5,12,0,6,0,1,0.6,0.6212,0.4,0.194,129,244,373,91.96875,0.7823811038556706,0.6227999745741665,7.987184748233473
2944,2011-05-07,2,0,5,13,0,6,0,1,0.6,0.6212,0.35,0.2836,196,240,436,92.0,0.946790422424136,0.32185073559947935,7.987524479848767
2945,2011-05-07,2,0,5,14,0,6,0,3,0.6,0.6212,0.35,0.1642,143,235,378,92.03125,0.24072499296359098,0.9705933637536778,7.987864096085687
2946,2011-05-07,2,0,5,15,0,6,0,1,0.6,0.6212,0.38,0.2537,148,230,378,92.0625,0.6866618848674962,0.726976929393373,7.988203597022576
2947,2011-05-07,2,0,5,16,0,6,0,1,0.6,0.6212,0.38,0.194,119,223,342,92.09375,0.9827349924549336,0.18501874122531925,7.988542982737695
2948,2011-05-07,2,0,5,17,0,6,0,1,0.58,0.5455,0.4,0.2239,138,216,354,92.125,0.3752860800939227,0.9269090344190943,7.988882253309227
2949,2011-05-07,2,0,5,18,0,6,0,1,0.58,0.5455,0.37,0.1642,114,175,289,92.15625,0.5771991235850099,0.8166034360279758,7.989221408815276
2950,2011-05-07,2,0,5,19,0,6,0,1,0.56,0.5303,0.43,0.194,88,179,267,92.1875,0.9990101149300231,0.04448359548757179,7.989560449333865
2951,2011-05-07,2,0,5,20,0,6,0,1,0.56,0.5303,0.43,0.1343,82,137,219,92.21875,0.5023358137795636,0.8646726144584571,7.989899374942939
2952,2011-05-07,2,0,5,21,0,6,0,1,0.54,0.5152,0.49,0.2239,58,124,182,92.25,0.45618371791952983,0.8898856193383029,7.990238185720363
2953,2011-05-07,2,0,5,22,0,6,0,1,0.54,0.5152,0.49,0.194,26,94,120,92.28125,0.9952900431624095,0.09694188971630825,7.990576881743923
2954,2011-05-07,2,0,5,23,0,6,0,1,0.5,0.4848,0.59,0.1045,30,89,119,92.3125,0.6193312927369706,0.7851297662404304,7.9909154630913255
2955,2011-05-08,2,0,5,0,0,0,0,2,0.5,0.4848,0.59,0.1045,22,78,100,92.34375,0.32603779203824745,0.9453567359271443,7.991253929840199
2956,2011-05-08,2,0,5,1,0,0,0,2,0.52,0.5,0.55,0,8,56,64,92.375,0.9716492344138148,0.23642708233839788,7.991592282068092
2957,2011-05-08,2,0,5,2,0,0,0,1,0.48,0.4697,0.63,0,17,42,59,92.40625,0.723930851659346,0.6898725404129185,7.9919305198524775
2958,2011-05-08,2,0,5,3,0,0,0,1,0.46,0.4545,0.72,0.0896,10,21,31,92.4375,0.18936621753255306,0.9819065310188204,7.992268643270745
2959,2011-05-08,2,0,5,4,0,0,0,1,0.42,0.4242,0.82,0,2,8,10,92.46875,0.9285608596320784,0.371180185299991,7.99260665240021
2960,2011-05-08,2,0,5,5,0,0,0,2,0.44,0.4394,0.77,0,0,5,5,92.5,0.8140409296636749,0.5808075109985235,7.992944547318106
2961,2011-05-08,2,0,5,6,0,0,0,2,0.44,0.4394,0.82,0,2,4,6,92.53125,0.04890447689542304,0.9988034602160653,7.993282328101591
2962,2011-05-08,2,0,5,7,0,0,0,2,0.46,0.4545,0.82,0,8,15,23,92.5625,0.8668873329314193,0.4985041143291101,7.993619994827744
2963,2011-05-08,2,0,5,8,0,0,0,1,0.52,0.5,0.63,0.1343,28,58,86,92.59375,0.8878579729260322,0.4601176153025193,7.993957547573565
2964,2011-05-08,2,0,5,9,0,0,0,1,0.56,0.5303,0.52,0.2239,48,112,160,92.625,0.09253608717927574,0.9957093313661118,7.994294986415977
2965,2011-05-08,2,0,5,10,0,0,0,1,0.58,0.5455,0.49,0.1343,91,153,244,92.65625,0.7878630503680764,0.6158504801205483,7.994632311431825
2966,2011-05-08,2,0,5,11,0,0,0,1,0.58,0.5455,0.49,0.0896,142,198,340,92.6875,0.9439045328236317,0.33021846240784536,7.994969522697877
2967,2011-05-08,2,0,5,12,0,0,0,1,0.6,0.6212,0.46,0.0896,139,243,382,92.71875,0.23212454083991838,0.9726860734789293,7.995306620290822
2968,2011-05-08,2,0,5,13,0,0,0,1,0.6,0.6212,0.49,0.1343,166,224,390,92.75,0.6930696834948495,0.7208705943651392,7.995643604287271
2969,2011-05-08,2,0,5,14,0,0,0,1,0.6,0.6212,0.49,0,126,240,366,92.78125,0.9810588370790564,0.1937099847428871,7.99598047476376
2970,2011-05-08,2,0,5,15,0,0,0,1,0.6,0.6212,0.49,0,128,230,358,92.8125,0.36706702023740995,0.9301944972176673,7.996317231796746
2971,2011-05-08,2,0,5,16,0,0,0,1,0.6,0.6212,0.46,0.1045,122,263,385,92.84375,0.5844045221942169,0.811462478762234,7.9966538754626075
2972,2011-05-08,2,0,5,17,0,0,0,3,0.58,0.5455,0.49,0.2836,106,245,351,92.875,0.9985772420400176,0.053324400416244595,7.99699040583765
2973,2011-05-08,2,0,5,18,0,0,0,1,0.58,0.5455,0.49,0,63,205,268,92.90625,0.4946626507291211,0.8690850717700999,7.997326822998097
2974,2011-05-08,2,0,5,19,0,0,0,1,0.56,0.5303,0.64,0,61,178,239,92.9375,0.464042500408437,0.8858129361296807,7.9976631270201
2975,2011-05-08,2,0,5,20,0,0,0,1,0.52,0.5,0.77,0.1343,42,132,174,92.96875,0.9961091167121124,0.08812847214728746,7.99799931797973
2976,2011-05-08,2,0,5,21,0,0,0,1,0.52,0.5,0.77,0.0896,32,95,127,93.0,0.6123576049032236,0.7905809027020496,7.998335395952982
2977,2011-05-08,2,0,5,22,0,0,0,1,0.5,0.4848,0.88,0.0896,29,86,115,93.03125,0.3343926648219066,0.9424338415577531,7.998671361015776
2978,2011-05-08,2,0,5,23,0,0,0,1,0.46,0.4545,0.88,0.0896,9,41,50,93.0625,0.9737038606405597,0.22781745274159645,7.999007213243955
2979,2011-05-09,2,0,5,0,0,1,1,1,0.46,0.4545,0.82,0.0896,31,22,53,93.09375,0.7177962174517017,0.696253251491172,7.999342952713282
2980,2011-05-09,2,0,5,1,0,1,1,1,0.44,0.4394,0.88,0,25,8,33,93.125,0.1980499577753935,0.9801919272393366,7.9996785794994505
2981,2011-05-09,2,0,5,2,0,1,1,1,0.44,0.4394,0.94,0,6,2,8,93.15625,0.9318099151779674,0.36294666547032667,8.000014093678072
2982,2011-05-09,2,0,5,3,0,1,1,1,0.46,0.4545,0.82,0.0896,0,7,7,93.1875,0.8088681338275094,0.5879900867177968,8.000349495324684
2983,2011-05-09,2,0,5,4,0,1,1,1,0.42,0.4242,0.82,0.1642,0,4,4,93.21875,0.057743279477442656,0.9983314648327929,8.000684784514748
2984,2011-05-09,2,0,5,5,0,1,1,1,0.42,0.4242,0.77,0.1642,0,23,23,93.25,0.8712657879276108,0.49081149822195436,8.001019961323651
2985,2011-05-09,2,0,5,6,0,1,1,1,0.44,0.4394,0.72,0.2537,2,87,89,93.28125,0.8837505490051768,0.46795829636095626,8.001355025826703
2986,2011-05-09,2,0,5,7,0,1,1,1,0.48,0.4697,0.63,0.2537,16,221,237,93.3125,0.08371913095185206,0.9964893913698563,8.001689978099135
2987,2011-05-09,2,0,5,8,0,1,1,1,0.52,0.5,0.55,0.2239,23,351,374,93.34375,0.793283270008052,0.6088527354995887,8.00202481821611
2988,2011-05-09,2,0,5,9,0,1,1,1,0.54,0.5152,0.56,0.1642,36,142,178,93.375,0.9409446909357891,0.3385603175207516,8.002359546252707
2989,2011-05-09,2,0,5,10,0,1,1,1,0.56,0.5303,0.52,0.194,24,95,119,93.40625,0.22350590240592996,0.974702575963412,8.002694162283937
2990,2011-05-09,2,0,5,11,0,1,1,1,0.6,0.6212,0.46,0.2239,26,99,125,93.4375,0.6994231820456625,0.7147077811365425,8.003028666384733
2991,2011-05-09,2,0,5,12,0,1,1,1,0.6,0.6212,0.43,0.194,35,160,195,93.46875,0.9793058184797362,0.2023860516234606,8.003363058629947
2992,2011-05-09,2,0,5,13,0,1,1,1,0.62,0.6212,0.38,0.2836,36,138,174,93.5,0.3588192017037121,0.9334070818719509,8.003697339094368
2993,2011-05-09,2,0,5,14,0,1,1,1,0.62,0.6212,0.41,0.2239,44,118,162,93.53125,0.5915641343391745,0.8062579456746725,8.0040315078527
2994,2011-05-09,2,0,5,15,0,1,1,1,0.62,0.6212,0.41,0.2239,51,148,199,93.5625,0.9980661334084041,0.062161027526881164,8.004365564979574
2995,2011-05-09,2,0,5,16,0,1,1,1,0.64,0.6212,0.38,0.2239,49,255,304,93.59375,0.48695073223974367,0.8734294386904861,8.00469951054955
2996,2011-05-09,2,0,5,17,0,1,1,1,0.62,0.6212,0.38,0.2537,59,539,598,93.625,0.47186492646177897,0.881670851948288,8.005033344637111
2997,2011-05-09,2,0,5,18,0,1,1,1,0.62,0.6212,0.38,0.2985,66,458,524,93.65625,0.9968501478909424,0.0793081499582884,8.005367067316664
2998,2011-05-09,2,0,5,19,0,1,1,1,0.58,0.5455,0.43,0.194,45,339,384,93.6875,0.6053359405591655,0.7959700993550891,8.005700678662542
2999,2011-05-09,2,0,5,20,0,1,1,1,0.54,0.5152,0.49,0.194,25,214,239,93.71875,0.3427213388729898,0.9394371101255823,8.00603417874901
3000,2011-05-09,2,0,5,21,0,1,1,1,0.52,0.5,0.59,0.1343,28,128,156,93.75,0.9756821998857504,0.21918997428281808,8.006367567650246
3001,2011-05-09,2,0,5,22,0,1,1,1,0.52,0.5,0.68,0.0896,21,95,116,93.78125,0.7116053459125506,0.7025794130692126,8.006700845440367
3002,2011-05-09,2,0,5,23,0,1,1,1,0.5,0.4848,0.68,0.0896,16,45,61,93.8125,0.2067181813564579,0.9784005281563776,8.007034012193408
3003,2011-05-10,2,0,5,0,0,2,1,1,0.48,0.4697,0.63,0,6,12,18,93.84375,0.9349859660160756,0.35468470978178057,8.00736706798333
3004,2011-05-10,2,0,5,1,0,2,1,1,0.46,0.4545,0.59,0.0896,3,12,15,93.875,0.8036319654292137,0.5951265950538416,8.007700012884026
3005,2011-05-10,2,0,5,2,0,2,1,1,0.44,0.4394,0.58,0.1343,1,4,5,93.90625,0.06657755803457706,0.9977812529638711,8.008032846969307
3006,2011-05-10,2,0,5,3,0,2,1,1,0.44,0.4394,0.54,0.194,1,3,4,93.9375,0.8755759816795174,0.48308042840292076,8.00836557031292
3007,2011-05-10,2,0,5,4,0,2,1,1,0.42,0.4242,0.62,0.2537,0,2,2,93.96875,0.8795738856938295,0.4757623141921374,8.008698182988528
3008,2011-05-10,2,0,5,5,0,2,1,1,0.4,0.4091,0.66,0.2239,1,28,29,94.0,0.07489561556403392,0.9971913792092691,8.00903068506973
3009,2011-05-10,2,0,5,6,0,2,1,1,0.42,0.4242,0.67,0.1343,9,103,112,94.03125,0.7986413381165071,0.6018072889650599,8.009363076630045
3010,2011-05-10,2,0,5,7,0,2,1,2,0.44,0.4394,0.62,0.1343,13,301,314,94.0625,0.9379111286559647,0.3468756473771177,8.009695357742922
3011,2011-05-10,2,0,5,8,0,2,1,2,0.5,0.4848,0.51,0.1045,28,397,425,94.09375,0.2148697529079073,0.9766427132197807,8.010027528481734
3012,2011-05-10,2,0,5,9,0,2,1,2,0.52,0.5,0.48,0.1045,29,176,205,94.125,0.7057218827410452,0.70848897254681,8.010359588919783
3013,2011-05-10,2,0,5,10,0,2,1,2,0.56,0.5303,0.37,0.0896,27,100,127,94.15625,0.9774760740010906,0.21104626212139962,8.0106915391303
3014,2011-05-10,2,0,5,11,0,2,1,2,0.56,0.5303,0.43,0.1343,17,108,125,94.1875,0.350543270686406,0.9365465366848981,8.01102337918644
3015,2011-05-10,2,0,5,12,0,2,1,2,0.6,0.6212,0.38,0,47,170,217,94.21875,0.5986773990842413,0.8009902445259418,8.011355109161286
3016,2011-05-10,2,0,5,13,0,2,1,2,0.62,0.6212,0.38,0.2537,50,152,202,94.25,0.9974768290791182,0.07099278449439515,8.011686729127847
3017,2011-05-10,2,0,5,14,0,2,1,2,0.62,0.6212,0.33,0,42,134,176,94.28125,0.4792006625187344,0.8777053748505851,8.012018239159062
3018,2011-05-10,2,0,5,15,0,2,1,2,0.64,0.6212,0.33,0.0896,28,152,180,94.3125,0.4796503832142933,0.8774596913148669,8.012349639327795
3019,2011-05-10,2,0,5,16,0,2,1,1,0.66,0.6212,0.31,0.1045,56,271,327,94.34375,0.9975130786411734,0.0704816141969523,8.012680929706839
3020,2011-05-10,2,0,5,17,0,2,1,1,0.64,0.6212,0.33,0,79,532,611,94.375,0.5982668498326127,0.8012969339710231,8.013012110368916
3021,2011-05-10,2,0,5,18,0,2,1,1,0.64,0.6212,0.29,0.1343,70,480,550,94.40625,0.35102316166311603,0.9363667764161808,8.013343181386672
3022,2011-05-10,2,0,5,19,0,2,1,1,0.6,0.6212,0.43,0.2239,69,365,434,94.4375,0.9775840971520254,0.21054532290093558,8.013674142832684
3023,2011-05-10,2,0,5,20,0,2,1,1,0.54,0.5152,0.6,0.1343,50,241,291,94.46875,0.7053587220794098,0.7088505295099257,8.014004994779459
3024,2011-05-10,2,0,5,21,0,2,1,1,0.54,0.5152,0.52,0,30,173,203,94.5,0.2153702091446067,0.9765324741210649,8.014335737299424
3025,2011-05-10,2,0,5,22,0,2,1,1,0.52,0.5,0.55,0.1045,29,121,150,94.53125,0.9380887633116788,0.346394965535536,8.014666370464942
3026,2011-05-10,2,0,5,23,0,2,1,2,0.52,0.5,0.59,0.1343,9,72,81,94.5625,0.7983328347079764,0.6022164768811351,8.014996894348302
3027,2011-05-11,2,0,5,0,0,3,1,2,0.52,0.5,0.55,0.1343,8,30,38,94.59375,0.07540662042574252,0.9971528677168652,8.01532730902172
3028,2011-05-11,2,0,5,1,0,3,1,2,0.5,0.4848,0.59,0.1045,4,16,20,94.625,0.879817576495481,0.47531151057976556,8.01565761455734
3029,2011-05-11,2,0,5,2,0,3,1,1,0.52,0.5,0.59,0,6,4,10,94.65625,0.8753283102219109,0.48352905737303314,8.015987811027237
3030,2011-05-11,2,0,5,3,0,3,1,1,0.5,0.4848,0.63,0.2239,0,3,3,94.6875,0.06606623231364074,0.9978152398855612,8.016317898503415
3031,2011-05-11,2,0,5,4,0,3,1,2,0.48,0.4697,0.88,0.1343,0,2,2,94.71875,0.8039368349037503,0.5947146925080462,8.016647877057803
3032,2011-05-11,2,0,5,5,0,3,1,1,0.46,0.4545,0.88,0.1343,0,20,20,94.75,0.9348040836553013,0.35516380049404306,8.016977746762262
3033,2011-05-11,2,0,5,6,0,3,1,1,0.46,0.4545,0.82,0.1343,6,93,99,94.78125,0.20621676896407495,0.9785063332436931,8.017307507688582
3034,2011-05-11,2,0,5,7,0,3,1,1,0.48,0.4697,0.72,0.194,25,293,318,94.8125,0.7119652920953671,0.7022146558222484,8.017637159908478
3035,2011-05-11,2,0,5,8,0,3,1,1,0.48,0.4697,0.77,0.2537,21,421,442,94.84375,0.9755697469984959,0.2196899377333673,8.017966703493599
3036,2011-05-11,2,0,5,9,0,3,1,1,0.52,0.5,0.72,0.1343,21,182,203,94.875,0.3422398755816029,0.9396126156889811,8.01829613851552
3037,2011-05-11,2,0,5,10,0,3,1,1,0.54,0.5152,0.68,0.0896,30,124,154,94.90625,0.6057437591249653,0.7956597880257341,8.01862546504575
3038,2011-05-11,2,0,5,11,0,3,1,1,0.56,0.5303,0.64,0.0896,18,123,141,94.9375,0.9968093752225103,0.07981897937526236,8.018954683155718
3039,2011-05-11,2,0,5,12,0,3,1,1,0.6,0.6212,0.56,0,41,185,226,94.96875,0.47141304876243884,0.8819125452427256,8.019283792916793
3040,2011-05-11,2,0,5,13,0,3,1,1,0.62,0.6212,0.5,0,36,157,193,95.0,0.48739826069715936,0.8731797841621071,8.019612794400267
3041,2011-05-11,2,0,5,14,0,3,1,1,0.62,0.6212,0.53,0.0896,36,141,177,95.03125,0.9980978570240306,0.06164955639773643,8.019941687677365
3042,2011-05-11,2,0,5,15,0,3,1,1,0.64,0.6212,0.41,0,48,131,179,95.0625,0.5911508865671058,0.8065609892072172,8.020270472819238
3043,2011-05-11,2,0,5,16,0,3,1,1,0.66,0.6212,0.39,0,49,240,289,95.09375,0.3592974827676259,0.9332230809816309,8.02059914989697
3044,2011-05-11,2,0,5,17,0,3,1,1,0.64,0.6212,0.47,0.1045,17,242,259,95.125,0.9794094034310388,0.20188417588027247,8.020927718981577
3045,2011-05-11,2,0,5,18,0,3,1,1,0.62,0.6212,0.5,0.2985,40,234,274,95.15625,0.6990568353578328,0.7150661094888303,8.021256180143997
3046,2011-05-11,2,0,5,19,0,3,1,1,0.56,0.5303,0.52,0.1343,60,341,401,95.1875,0.22400536327759563,0.9745879114902218,8.021584533455107
3047,2011-05-11,2,0,5,20,0,3,1,1,0.54,0.5152,0.64,0.1343,28,245,273,95.21875,0.9411180639692632,0.3380780822099323,8.021912778985708
3048,2011-05-11,2,0,5,21,0,3,1,1,0.54,0.5152,0.6,0,32,202,234,95.25,0.792971156835909,0.609259176727212,8.022240916806537
3049,2011-05-11,2,0,5,22,0,3,1,1,0.5,0.4848,0.72,0.2537,12,134,146,95.28125,0.08422977491852737,0.9964463583240064,8.022568946988255
3050,2011-05-11,2,0,5,23,0,3,1,1,0.46,0.4545,0.88,0.2537,12,69,81,95.3125,0.8839902400583786,0.46750535342553057,8.022896869601457
3051,2011-05-12,2,0,5,0,0,4,1,2,0.46,0.4545,0.88,0.2239,5,39,44,95.34375,0.8710141552184172,0.49125791740097885,8.02322468471667
3052,2011-05-12,2,0,5,1,0,4,1,1,0.46,0.4545,0.88,0.2239,1,16,17,95.375,0.05723167295822264,0.9983609245209886,8.023552392404348
3053,2011-05-12,2,0,5,2,0,4,1,1,0.44,0.4394,0.94,0.194,1,14,15,95.40625,0.8091693454823793,0.587575501813697,8.023879992734878
3054,2011-05-12,2,0,5,3,0,4,1,1,0.44,0.4394,0.88,0.1343,0,5,5,95.4375,0.9316237993621085,0.36342412751784897,8.024207485778577
3055,2011-05-12,2,0,5,4,0,4,1,1,0.42,0.4242,0.94,0,1,5,6,95.46875,0.19754762851158944,0.9802932900257183,8.024534871605695
3056,2011-05-12,2,0,5,5,0,4,1,1,0.42,0.4242,0.94,0.1343,2,27,29,95.5,0.7181529209549197,0.6958853225380723,8.024862150286411
3057,2011-05-12,2,0,5,6,0,4,1,1,0.44,0.4394,0.88,0,9,103,112,95.53125,0.9735869868273553,0.2283164012514891,8.025189321890835
3058,2011-05-12,2,0,5,7,0,4,1,1,0.46,0.4545,0.88,0.1343,14,283,297,95.5625,0.3339096669371489,0.9426050786654623,8.025516386489008
3059,2011-05-12,2,0,5,8,0,4,1,1,0.48,0.4697,0.82,0.194,27,394,421,95.59375,0.6127626608317472,0.7902669938004478,8.025843344150903
3060,2011-05-12,2,0,5,9,0,4,1,2,0.5,0.4848,0.77,0.2836,21,191,212,95.625,0.9960638241317286,0.08863892066173254,8.026170194946426
3061,2011-05-12,2,0,5,10,0,4,1,2,0.54,0.5152,0.68,0.2239,28,119,147,95.65625,0.46358850110867306,0.8860506202468422,8.026496938945412
3062,2011-05-12,2,0,5,11,0,4,1,1,0.58,0.5455,0.6,0.2239,43,136,179,95.6875,0.49510795188578716,0.868831465808796,8.026823576217629
3063,2011-05-12,2,0,5,12,0,4,1,1,0.58,0.5455,0.6,0.2239,43,164,207,95.71875,0.9986044372237586,0.0528126685277343,8.027150106832774
3064,2011-05-12,2,0,5,13,0,4,1,2,0.62,0.6212,0.57,0.2985,48,170,218,95.75,0.5839886082785184,0.8117618526396269,8.027476530860483
3065,2011-05-12,2,0,5,14,0,4,1,2,0.62,0.6061,0.61,0.2239,43,148,191,95.78125,0.36754365391654015,0.9300062701217011,8.027802848370312
3066,2011-05-12,2,0,5,15,0,4,1,2,0.64,0.6212,0.53,0.2537,54,163,217,95.8125,0.9811579757151346,0.19320721179753944,8.028129059431759
3067,2011-05-12,2,0,5,16,0,4,1,2,0.64,0.6212,0.57,0.2537,50,238,288,95.84375,0.6927001794830668,0.721225666032572,8.028455164114252
3068,2011-05-12,2,0,5,17,0,4,1,2,0.64,0.6212,0.57,0.194,54,540,594,95.875,0.23262296721518413,0.9725669926149064,8.028781162487148
3069,2011-05-12,2,0,5,18,0,4,1,1,0.62,0.6061,0.69,0.2239,64,463,527,95.90625,0.9440736306515721,0.32973471140957994,8.029107054619736
3070,2011-05-12,2,0,5,19,0,4,1,2,0.6,0.6061,0.64,0.194,59,305,364,95.9375,0.7875473518855176,0.6162541428161832,8.029432840581244
3071,2011-05-12,2,0,5,20,0,4,1,1,0.6,0.6061,0.64,0.194,56,220,276,95.96875,0.09304633024338729,0.9956617801383352,8.029758520440822
3072,2011-05-12,2,0,5,21,0,4,1,1,0.56,0.5303,0.83,0.1343,31,192,223,96.0,0.8880936454516588,0.4596625685308554,8.030084094267563
3073,2011-05-12,2,0,5,22,0,4,1,1,0.54,0.5152,0.83,0.194,25,147,172,96.03125,0.8666317586853595,0.4989482887413493,8.030409562130485
3074,2011-05-12,2,0,5,23,0,4,1,2,0.54,0.5152,0.77,0.194,16,87,103,96.0625,0.048392629660863086,0.9988283903626821,8.03073492409854
3075,2011-05-13,2,0,5,0,0,5,1,2,0.52,0.5,0.83,0.1642,6,46,52,96.09375,0.814338459899785,0.5803902762176898,8.031060180240619
3076,2011-05-13,2,0,5,1,0,5,1,1,0.52,0.5,0.83,0.1642,5,15,20,96.125,0.9283705249427899,0.3716559812749535,8.031385330625534
3077,2011-05-13,2,0,5,2,0,5,1,2,0.5,0.4848,0.88,0.1343,3,8,11,96.15625,0.18886301075342452,0.9820034435627768,8.031710375322042
3078,2011-05-13,2,0,5,3,0,5,1,2,0.5,0.4848,0.88,0.1343,2,2,4,96.1875,0.7242842845362409,0.6895014685798904,8.032035314398824
3079,2011-05-13,2,0,5,4,0,5,1,3,0.5,0.4848,0.88,0.1642,2,3,5,96.21875,0.971527948831398,0.2369249768164099,8.0323601479245
3080,2011-05-13,2,0,5,5,0,5,1,2,0.5,0.4848,0.88,0.194,1,24,25,96.25,0.32555329740165595,0.945523691163214,8.03268487596762
3081,2011-05-13,2,0,5,6,0,5,1,3,0.5,0.4848,0.88,0.1343,6,76,82,96.28125,0.6197335542932161,0.7848122843604688,8.033009498596668
3082,2011-05-13,2,0,5,7,0,5,1,3,0.5,0.4848,0.88,0.1642,16,141,157,96.3125,0.9952402342186212,0.09745191733600712,8.033334015880062
3083,2011-05-13,2,0,5,8,0,5,1,2,0.5,0.4848,0.88,0.194,26,361,387,96.34375,0.45572763258892085,0.8901192756563008,8.03365842788615
3084,2011-05-13,2,0,5,9,0,5,1,2,0.5,0.4848,0.88,0.194,18,215,233,96.375,0.5027788527473765,0.864415076933548,8.03398273468322
3085,2011-05-13,2,0,5,10,0,5,1,2,0.52,0.5,0.83,0.1343,31,99,130,96.40625,0.9990327795512117,0.04397164293246205,8.034306936339489
3086,2011-05-13,2,0,5,11,0,5,1,2,0.52,0.5,0.83,0.1642,56,90,146,96.4375,0.5767805761113767,0.8168991167951086,8.034631032923107
3087,2011-05-13,2,0,5,12,0,5,1,2,0.52,0.5,0.88,0.194,53,170,223,96.46875,0.37576102904535,0.9267165958645499,8.034955024502159
3088,2011-05-13,2,0,5,13,0,5,1,2,0.52,0.5,0.88,0.3881,69,157,226,96.5,0.982829677008552,0.18451511046867,8.035278911144667
3089,2011-05-13,2,0,5,14,0,5,1,2,0.52,0.5,0.87,0.2836,70,120,190,96.53125,0.6862892524813691,0.7273287165570761,8.035602692918582
3090,2011-05-13,2,0,5,15,0,5,1,2,0.52,0.5,0.88,0.1642,56,142,198,96.5625,0.24122234579214058,0.9704698758284757,8.035926369891792
3091,2011-05-13,2,0,5,16,0,5,1,2,0.52,0.5,0.88,0.1343,44,256,300,96.59375,0.9469552317981997,0.32136550681430914,8.036249942132116
3092,2011-05-13,2,0,5,17,0,5,1,3,0.52,0.5,0.88,0.1642,62,429,491,96.625,0.7820618447967915,0.6232008271119664,8.036573409707312
3093,2011-05-13,2,0,5,18,0,5,1,3,0.52,0.5,0.88,0.1642,39,359,398,96.65625,0.10185559564780439,0.9947991946293638,8.03689677268507
3094,2011-05-13,2,0,5,19,0,5,1,2,0.52,0.5,0.83,0.194,25,245,270,96.6875,0.8921274711849547,0.45178377035606077,8.037220031133012
3095,2011-05-13,2,0,5,20,0,5,1,2,0.52,0.5,0.83,0.1343,22,130,152,96.71875,0.8621814639712824,0.5065995688750004,8.037543185118697
3096,2011-05-13,2,0,5,21,0,5,1,2,0.52,0.5,0.84,0.1642,24,130,154,96.75,0.03954979493594992,0.9992176007859971,8.037866234709618
3097,2011-05-13,2,0,5,22,0,5,1,2,0.52,0.5,0.83,0.2239,25,107,132,96.78125,0.8194437731702707,0.5731595786624086,8.038189179973203
3098,2011-05-13,2,0,5,23,0,5,1,3,0.5,0.4848,0.88,0.1642,31,88,119,96.8125,0.9250445152823222,0.3798587168225755,8.038512020976814
3099,2011-05-14,2,0,5,0,0,6,0,2,0.5,0.4848,0.88,0.1343,24,78,102,96.84375,0.1801635961051578,0.9836366598691092,8.038834757787749
